"Step","a3c_Qbert_runseed=0 - training/episode/reward","a3c_Qbert_runseed=0 - training/episode/reward__MIN","a3c_Qbert_runseed=0 - training/episode/reward__MAX"
"14483584","775","775","775"
"14483616","800","800","800"
"14484160","575","575","575"
"14484480","750","750","750"
"14487136","425","425","425"
"14489152","800","800","800"
"14489376","1275","1275","1275"
"14489536","750","750","750"
"14490048","750","750","750"
"14490240","750","750","750"
"14491840","4125","4125","4125"
"14493280","700","700","700"
"14493888","225","225","225"
"14494400","225","225","225"
"14494592","800","800","800"
"14495712","775","775","775"
"14495744","725","725","725"
"14496352","675","675","675"
"14496640","625","625","625"
"14497568","800","800","800"
"14499488","675","675","675"
"14500128","725","725","725"
"14500608","775","775","775"
"14502272","675","675","675"
"14502848","0","0","0"
"14503872","675","675","675"
"14504096","650","650","650"
"14504576","800","800","800"
"14504832","775","775","775"
"14506080","725","725","725"
"14506912","200","200","200"
"14507104","275","275","275"
"14510112","775","775","775"
"14510720","750","750","750"
"14511488","750","750","750"
"14511808","775","775","775"
"14512960","375","375","375"
"14513216","800","800","800"
"14514208","750","750","750"
"14514944","775","775","775"
"14515040","4050","4050","4050"
"14515616","825","825","825"
"14516128","600","600","600"
"14516640","675","675","675"
"14516736","750","750","750"
"14517152","675","675","675"
"14519008","775","775","775"
"14519680","675","675","675"
"14520256","750","750","750"
"14520544","775","775","775"
"14522976","1225","1225","1225"
"14525792","750","750","750"
"14526048","725","725","725"
"14526176","700","700","700"
"14526240","675","675","675"
"14528480","825","825","825"
"14528992","725","725","725"
"14532960","675","675","675"
"14533408","550","550","550"
"14533760","725","725","725"
"14533888","575","575","575"
"14535424","4175","4175","4175"
"14535936","800","800","800"
"14536032","775","775","775"
"14536160","775","775","775"
"14537056","775","775","775"
"14538240","800","800","800"
"14538848","700","700","700"
"14539072","725","725","725"
"14539136","800","800","800"
"14540224","750","750","750"
"14541568","750","750","750"
"14541824","800","800","800"
"14543008","700","700","700"
"14543552","775","775","775"
"14544064","650","650","650"
"14544704","725","725","725"
"14546528","625","625","625"
"14546560","650","650","650"
"14549440","725","725","725"
"14550080","650","650","650"
"14551648","750","750","750"
"14552640","1175","1175","1175"
"14552736","750","750","750"
"14555200","775","775","775"
"14555840","825","825","825"
"14556288","725","725","725"
"14558016","800","800","800"
"14562176","700","700","700"
"14563200","800","800","800"
"14564192","525","525","525"
"14566016","675","675","675"
"14567040","800","800","800"
"14567072","800","800","800"
"14567328","775","775","775"
"14568032","750","750","750"
"14568512","675","675","675"
"14569504","700","700","700"
"14569888","675","675","675"
"14570848","750","750","750"
"14571904","1350","1350","1350"
"14572000","1300","1300","1300"
"14572128","675","675","675"
"14572192","700","700","700"
"14573344","4050","4050","4050"
"14574336","675","675","675"
"14579488","625","625","625"
"14580800","725","725","725"
"14581216","750","750","750"
"14582720","700","700","700"
"14582880","700","700","700"
"14582976","750","750","750"
"14583200","4050","4050","4050"
"14584224","750","750","750"
"14584512","800","800","800"
"14585920","775","775","775"
"14586368","725","725","725"
"14587296","750","750","750"
"14587456","775","775","775"
"14588768","675","675","675"
"14589312","4050","4050","4050"
"14591008","625","625","625"
"14593600","825","825","825"
"14593696","675","675","675"
"14594112","725","725","725"
"14594176","750","750","750"
"14595264","725","725","725"
"14595456","700","700","700"
"14595648","775","775","775"
"14596416","700","700","700"
"14596576","725","725","725"
"14598080","650","650","650"
"14598656","775","775","775"
"14599936","750","750","750"
"14601824","750","750","750"
"14603712","800","800","800"
"14603904","775","775","775"
"14604000","750","750","750"
"14605408","775","775","775"
"14605440","775","775","775"
"14606112","750","750","750"
"14606400","725","725","725"
"14609568","750","750","750"
"14609728","675","675","675"
"14610208","775","775","775"
"14612832","650","650","650"
"14613120","725","725","725"
"14613504","775","775","775"
"14614112","675","675","675"
"14614144","700","700","700"
"14618592","775","775","775"
"14619488","1300","1300","1300"
"14619712","250","250","250"
"14620384","700","700","700"
"14621632","700","700","700"
"14622144","675","675","675"
"14623264","1250","1250","1250"
"14623328","725","725","725"
"14625984","750","750","750"
"14626400","650","650","650"
"14628480","675","675","675"
"14628704","800","800","800"
"14629728","675","675","675"
"14630336","600","600","600"
"14630752","750","750","750"
"14630880","4050","4050","4050"
"14633760","750","750","750"
"14636064","750","750","750"
"14638400","675","675","675"
"14638784","800","800","800"
"14639008","775","775","775"
"14639904","775","775","775"
"14641312","775","775","775"
"14641728","650","650","650"
"14642304","1400","1400","1400"
"14643136","800","800","800"
"14644640","750","750","750"
"14645408","700","700","700"
"14647424","1275","1275","1275"
"14649600","775","775","775"
"14649952","625","625","625"
"14650592","750","750","750"
"14651040","725","725","725"
"14651360","175","175","175"
"14652224","675","675","675"
"14652736","1250","1250","1250"
"14654304","700","700","700"
"14655136","650","650","650"
"14655648","625","625","625"
"14656480","800","800","800"
"14656640","775","775","775"
"14657088","675","675","675"
"14657952","675","675","675"
"14659104","750","750","750"
"14659680","775","775","775"
"14659968","700","700","700"
"14660640","675","675","675"
"14660800","1250","1250","1250"
"14662144","700","700","700"
"14663072","800","800","800"
"14663456","750","750","750"
"14665344","700","700","700"
"14665504","725","725","725"
"14665728","750","750","750"
"14666656","725","725","725"
"14667872","700","700","700"
"14668704","675","675","675"
"14669184","700","700","700"
"14670496","700","700","700"
"14671680","775","775","775"
"14671840","775","775","775"
"14672864","700","700","700"
"14674592","700","700","700"
"14674752","700","700","700"
"14675040","700","700","700"
"14675296","700","700","700"
"14675872","1300","1300","1300"
"14677632","675","675","675"
"14679136","750","750","750"
"14679520","800","800","800"
"14679968","700","700","700"
"14682912","775","775","775"
"14683584","750","750","750"
"14683648","675","675","675"
"14685920","775","775","775"
"14685952","200","200","200"
"14686528","750","750","750"
"14686976","750","750","750"
"14687104","775","775","775"
"14687488","675","675","675"
"14687904","725","725","725"
"14688288","650","650","650"
"14688320","4075","4075","4075"
"14689120","475","475","475"
"14690016","1225","1225","1225"
"14690848","700","700","700"
"14691552","775","775","775"
"14692704","700","700","700"
"14693440","775","775","775"
"14694144","1150","1150","1150"
"14695872","800","800","800"
"14697632","725","725","725"
"14698560","725","725","725"
"14699200","700","700","700"
"14700160","725","725","725"
"14700288","750","750","750"
"14700608","775","775","775"
"14701856","725","725","725"
"14702016","750","750","750"
"14703008","3925","3925","3925"
"14703456","775","775","775"
"14703968","1250","1250","1250"
"14705952","700","700","700"
"14708384","675","675","675"
"14710336","750","750","750"
"14710528","725","725","725"
"14710976","775","775","775"
"14711264","900","900","900"
"14712320","675","675","675"
"14712960","675","675","675"
"14713984","1300","1300","1300"
"14714528","700","700","700"
"14714784","700","700","700"
"14714880","675","675","675"
"14715744","750","750","750"
"14716352","600","600","600"
"14716384","650","650","650"
"14717056","750","750","750"
"14718176","775","775","775"
"14719200","775","775","775"
"14720480","775","775","775"
"14720832","725","725","725"
"14720992","775","775","775"
"14723104","625","625","625"
"14724864","725","725","725"
"14725152","700","700","700"
"14725600","650","650","650"
"14726688","625","625","625"
"14726752","675","675","675"
"14727328","200","200","200"
"14727808","575","575","575"
"14727872","675","675","675"
"14728800","700","700","700"
"14729056","675","675","675"
"14729344","775","775","775"
"14730528","750","750","750"
"14730656","675","675","675"
"14731424","775","775","775"
"14734240","700","700","700"
"14736288","700","700","700"
"14736640","800","800","800"
"14736704","675","675","675"
"14738784","575","575","575"
"14739520","650","650","650"
"14740768","650","650","650"
"14741248","800","800","800"
"14741696","750","750","750"
"14741792","800","800","800"
"14742016","725","725","725"
"14742272","700","700","700"
"14743488","750","750","750"
"14744096","725","725","725"
"14744672","825","825","825"
"14745376","775","775","775"
"14746048","775","775","775"
"14748064","700","700","700"
"14750720","1250","1250","1250"
"14751296","775","775","775"
"14751488","725","725","725"
"14752736","675","675","675"
"14753536","650","650","650"
"14753952","725","725","725"
"14754688","700","700","700"
"14754752","800","800","800"
"14755520","775","775","775"
"14757152","775","775","775"
"14757280","675","675","675"
"14758272","725","725","725"
"14758912","750","750","750"
"14758944","725","725","725"
"14759232","650","650","650"
"14759296","3925","3925","3925"
"14760768","700","700","700"
"14761824","600","600","600"
"14763712","750","750","750"
"14765600","775","775","775"
"14766976","675","675","675"
"14767328","775","775","775"
"14767808","775","775","775"
"14768352","675","675","675"
"14770176","650","650","650"
"14770208","625","625","625"
"14772224","725","725","725"
"14773376","725","725","725"
"14773952","675","675","675"
"14774240","725","725","725"
"14775296","800","800","800"
"14775584","775","775","775"
"14776448","750","750","750"
"14777184","725","725","725"
"14777472","775","775","775"
"14779040","650","650","650"
"14780448","650","650","650"
"14780832","750","750","750"
"14781536","725","725","725"
"14781760","700","700","700"
"14782240","775","775","775"
"14782784","650","650","650"
"14783136","675","675","675"
"14783520","700","700","700"
"14783616","325","325","325"
"14783936","750","750","750"
"14784480","750","750","750"
"14786272","800","800","800"
"14788384","700","700","700"
"14788640","675","675","675"
"14789728","700","700","700"
"14789984","700","700","700"
"14790176","625","625","625"
"14790720","750","750","750"
"14792192","775","775","775"
"14793184","725","725","725"
"14794368","700","700","700"
"14795040","825","825","825"
"14795360","675","675","675"
"14795808","775","775","775"
"14797152","750","750","750"
"14797216","725","725","725"
"14797472","725","725","725"
"14798240","750","750","750"
"14798496","725","725","725"
"14799168","750","750","750"
"14800416","750","750","750"
"14804192","675","675","675"
"14805088","775","775","775"
"14805568","750","750","750"
"14806400","725","725","725"
"14808608","775","775","775"
"14808768","575","575","575"
"14809856","775","775","775"
"14809920","650","650","650"
"14809984","800","800","800"
"14810240","850","850","850"
"14810752","775","775","775"
"14810880","800","800","800"
"14811008","650","650","650"
"14811040","775","775","775"
"14812288","700","700","700"
"14812896","800","800","800"
"14814240","750","750","750"
"14816000","700","700","700"
"14816608","775","775","775"
"14817088","775","775","775"
"14820288","725","725","725"
"14820448","775","775","775"
"14822112","700","700","700"
"14823104","725","725","725"
"14823136","725","725","725"
"14824128","800","800","800"
"14825824","775","775","775"
"14826240","700","700","700"
"14826880","725","725","725"
"14827328","700","700","700"
"14827424","725","725","725"
"14827456","725","725","725"
