"Step","FuN_qbert_runseed=0 - training/episode/reward","FuN_qbert_runseed=0 - training/episode/reward__MIN","FuN_qbert_runseed=0 - training/episode/reward__MAX"
"24107744","1200","1200","1200"
"24108872","775","775","775"
"24109216","675","675","675"
"24110000","700","700","700"
"24110512","4025","4025","4025"
"24111144","3950","3950","3950"
"24111696","750","750","750"
"24111976","750","750","750"
"24115744","725","725","725"
"24117624","4050","4050","4050"
"24120544","3950","3950","3950"
"24121464","4450","4450","4450"
"24121520","800","800","800"
"24121912","1250","1250","1250"
"24122160","775","775","775"
"24124296","725","725","725"
"24125512","750","750","750"
"24125544","700","700","700"
"24126232","800","800","800"
"24126960","4050","4050","4050"
"24129144","700","700","700"
"24129424","725","725","725"
"24129840","800","800","800"
"24130000","775","775","775"
"24130728","3925","3925","3925"
"24130944","4325","4325","4325"
"24132352","750","750","750"
"24132792","700","700","700"
"24132896","775","775","775"
"24134144","750","750","750"
"24134672","750","750","750"
"24135224","750","750","750"
"24135488","750","750","750"
"24137568","725","725","725"
"24138936","775","775","775"
"24140960","775","775","775"
"24141424","800","800","800"
"24143184","400","400","400"
"24144088","700","700","700"
"24145072","1275","1275","1275"
"24145688","4550","4550","4550"
"24148120","4700","4700","4700"
"24148280","700","700","700"
"24148576","800","800","800"
"24150392","750","750","750"
"24152552","1275","1275","1275"
"24153536","4450","4450","4450"
"24154128","725","725","725"
"24155920","700","700","700"
"24156232","1300","1300","1300"
"24157120","725","725","725"
"24158712","1875","1875","1875"
"24159176","3925","3925","3925"
"24159496","725","725","725"
"24160872","750","750","750"
"24164168","750","750","750"
"24164520","4025","4025","4025"
"24164952","3975","3975","3975"
"24166640","1300","1300","1300"
"24167616","775","775","775"
"24169392","1250","1250","1250"
"24169920","3925","3925","3925"
"24170800","700","700","700"
"24171448","700","700","700"
"24174288","3925","3925","3925"
"24174776","4275","4275","4275"
"24175560","775","775","775"
"24175976","4100","4100","4100"
"24176384","3925","3925","3925"
"24176544","1350","1350","1350"
"24179552","800","800","800"
"24180088","1275","1275","1275"
"24180856","750","750","750"
"24181296","3975","3975","3975"
"24181624","750","750","750"
"24182240","3925","3925","3925"
"24185464","775","775","775"
"24185984","4125","4125","4125"
"24186504","725","725","725"
"24186568","3950","3950","3950"
"24187312","4950","4950","4950"
"24188808","800","800","800"
"24190304","775","775","775"
"24191400","3975","3975","3975"
"24192080","4075","4075","4075"
"24192376","750","750","750"
"24192848","700","700","700"
"24197128","750","750","750"
"24197656","4175","4175","4175"
"24197928","1300","1300","1300"
"24198488","3925","3925","3925"
"24198528","750","750","750"
"24199248","3925","3925","3925"
"24200920","4450","4450","4450"
"24201120","725","725","725"
"24201904","700","700","700"
"24202472","775","775","775"
"24203288","800","800","800"
"24203880","3925","3925","3925"
"24204168","775","775","775"
"24204896","775","775","775"
"24206240","800","800","800"
"24206944","750","750","750"
"24207552","725","725","725"
"24211168","700","700","700"
"24211712","775","775","775"
"24212096","750","750","750"
"24212368","4125","4125","4125"
"24213088","4575","4575","4575"
"24213280","675","675","675"
"24218160","4125","4125","4125"
"24219824","725","725","725"
"24220328","3925","3925","3925"
"24220368","775","775","775"
"24221216","775","775","775"
"24222080","750","750","750"
"24222120","3925","3925","3925"
"24223504","4050","4050","4050"
"24223552","750","750","750"
"24225064","750","750","750"
"24225688","750","750","750"
"24228480","3975","3975","3975"
"24229120","3975","3975","3975"
"24229584","3925","3925","3925"
"24230344","4000","4000","4000"
"24232280","725","725","725"
"24232600","1225","1225","1225"
"24234192","3950","3950","3950"
"24234560","1225","1225","1225"
"24234968","4125","4125","4125"
"24238528","775","775","775"
"24240416","4700","4700","4700"
"24241360","800","800","800"
"24243304","750","750","750"
"24243888","725","725","725"
"24244248","3925","3925","3925"
"24246912","1275","1275","1275"
"24246960","775","775","775"
"24247648","750","750","750"
"24248656","775","775","775"
"24250536","3925","3925","3925"
"24250992","750","750","750"
"24251448","750","750","750"
"24251840","750","750","750"
"24253648","775","775","775"
"24254312","750","750","750"
"24256888","3925","3925","3925"
"24259184","750","750","750"
"24259312","3925","3925","3925"
"24260480","750","750","750"
"24260944","750","750","750"
"24264136","750","750","750"
"24264288","700","700","700"
"24264896","4625","4625","4625"
"24265184","800","800","800"
"24267384","750","750","750"
"24268984","775","775","775"
"24269048","775","775","775"
"24269080","800","800","800"
"24269760","775","775","775"
"24270040","700","700","700"
"24270304","4150","4150","4150"
"24272168","725","725","725"
"24274024","800","800","800"
"24275800","800","800","800"
"24275880","4400","4400","4400"
"24277688","1775","1775","1775"
"24277992","3975","3975","3975"
"24278392","800","800","800"
"24279016","4075","4075","4075"
"24280144","800","800","800"
"24280360","4300","4300","4300"
"24283128","800","800","800"
"24283496","750","750","750"
"24284320","725","725","725"
"24284816","800","800","800"
"24284832","725","725","725"
"24287456","775","775","775"
"24288000","3925","3925","3925"
"24288904","750","750","750"
"24289128","800","800","800"
"24291560","775","775","775"
"24292872","800","800","800"
"24293888","4075","4075","4075"
"24293904","725","725","725"
"24293944","775","775","775"
"24294040","4000","4000","4000"
"24298632","750","750","750"
"24299008","3975","3975","3975"
"24299312","3975","3975","3975"
"24301848","4000","4000","4000"
"24301960","4100","4100","4100"
"24302312","750","750","750"
"24303104","725","725","725"
"24304184","3925","3925","3925"
"24304448","3925","3925","3925"
"24305944","800","800","800"
"24306480","750","750","750"
"24308208","750","750","750"
"24309056","4050","4050","4050"
"24309984","750","750","750"
"24312480","3925","3925","3925"
"24313536","4725","4725","4725"
"24314792","800","800","800"
"24314856","750","750","750"
"24315032","4075","4075","4075"
"24315760","775","775","775"
"24318608","700","700","700"
"24319216","4450","4450","4450"
"24319384","750","750","750"
"24321968","800","800","800"
"24322168","700","700","700"
"24322840","700","700","700"
"24325272","750","750","750"
"24325456","3925","3925","3925"
"24326464","700","700","700"
"24327064","750","750","750"
"24327736","775","775","775"
"24328984","725","725","725"
"24330792","800","800","800"
"24331344","4050","4050","4050"
"24331760","3925","3925","3925"
"24331816","800","800","800"
"24332488","4075","4075","4075"
"24333080","675","675","675"
"24333672","900","900","900"
"24335864","800","800","800"
"24336200","725","725","725"
"24336456","4475","4475","4475"
"24338256","4000","4000","4000"
"24339384","650","650","650"
"24340696","4350","4350","4350"
"24341440","3950","3950","3950"
"24341648","1250","1250","1250"
"24343400","750","750","750"
"24343568","750","750","750"
"24344040","725","725","725"
"24344680","725","725","725"
"24345504","750","750","750"
"24346488","4000","4000","4000"
"24347680","725","725","725"
"24348600","800","800","800"
"24349752","775","775","775"
"24351944","800","800","800"
"24352264","700","700","700"
"24352384","3925","3925","3925"
"24352536","1275","1275","1275"
"24354512","675","675","675"
"24355296","700","700","700"
"24356280","4150","4150","4150"
"24356512","775","775","775"
"24357000","725","725","725"
"24358632","700","700","700"
"24359216","3925","3925","3925"
"24362560","1275","1275","1275"
"24364136","700","700","700"
"24365528","775","775","775"
"24367920","725","725","725"
"24368040","4100","4100","4100"
"24369608","725","725","725"
"24372576","775","775","775"
"24373544","4500","4500","4500"
"24373880","1400","1400","1400"
"24375560","700","700","700"
"24377720","1250","1250","1250"
"24377984","775","775","775"
"24379496","1275","1275","1275"
"24381632","750","750","750"
"24383432","4550","4550","4550"
"24385216","4050","4050","4050"
"24385984","4700","4700","4700"
"24386128","775","775","775"
"24386696","775","775","775"
"24386776","1300","1300","1300"
"24387872","4725","4725","4725"
"24388424","800","800","800"
"24388536","675","675","675"
"24389712","750","750","750"
"24390272","75","75","75"
"24391912","775","775","775"
"24392328","725","725","725"
"24393928","700","700","700"
"24394128","775","775","775"
"24395768","775","775","775"
"24399096","3925","3925","3925"
"24399280","725","725","725"
"24400032","800","800","800"
"24401336","775","775","775"
"24402872","750","750","750"
"24403008","750","750","750"
"24404152","750","750","750"
"24404752","800","800","800"
"24405280","4675","4675","4675"
"24406848","750","750","750"
"24407016","3925","3925","3925"
"24407088","725","725","725"
"24407736","775","775","775"
"24407864","600","600","600"
"24408472","750","750","750"
"24410152","650","650","650"
"24410472","750","750","750"
"24411120","800","800","800"
"24411648","4100","4100","4100"
"24412032","775","775","775"
"24414192","775","775","775"
"24414688","725","725","725"
"24415632","375","375","375"
"24415928","800","800","800"
"24417944","4150","4150","4150"
"24419128","725","725","725"
"24419136","775","775","775"
"24419744","3925","3925","3925"
"24421368","3925","3925","3925"
"24421544","775","775","775"
"24422304","750","750","750"
"24422448","725","725","725"
"24422608","4600","4600","4600"
"24423584","800","800","800"
"24425024","725","725","725"
"24426256","4025","4025","4025"
"24426272","725","725","725"
"24426368","775","775","775"
"24426736","725","725","725"
"24428776","725","725","725"
"24429568","700","700","700"
"24430448","725","725","725"
"24430904","675","675","675"
"24432104","725","725","725"
"24433416","800","800","800"
"24436376","750","750","750"
"24437680","800","800","800"
"24437736","800","800","800"
"24438336","725","725","725"
"24440184","725","725","725"
"24442464","775","775","775"
"24443048","1300","1300","1300"
"24443976","800","800","800"
"24445216","1300","1300","1300"
"24445248","4000","4000","4000"
"24445408","800","800","800"
"24446600","700","700","700"
"24447624","225","225","225"
"24447784","775","775","775"
"24447928","800","800","800"
"24448008","600","600","600"
"24448024","3975","3975","3975"
"24448440","4200","4200","4200"
"24450360","725","725","725"
"24451184","675","675","675"
"24452152","775","775","775"
"24452576","750","750","750"
"24453872","750","750","750"
"24454784","750","750","750"
"24454968","750","750","750"
"24455752","725","725","725"
"24457240","750","750","750"
"24458840","775","775","775"
"24458992","800","800","800"
"24459568","750","750","750"
"24460480","3950","3950","3950"
"24460808","750","750","750"
"24463736","4100","4100","4100"
"24464248","775","775","775"
"24465040","3925","3925","3925"
"24465696","4050","4050","4050"
"24468728","750","750","750"
"24469240","725","725","725"
"24470208","3975","3975","3975"
"24470640","775","775","775"
"24471296","4475","4475","4475"
"24472624","725","725","725"
"24473384","775","775","775"
"24473624","775","775","775"
"24473864","775","775","775"
"24474576","450","450","450"
"24474856","725","725","725"
"24476296","4175","4175","4175"
"24476960","725","725","725"
"24479376","1250","1250","1250"
"24479696","4425","4425","4425"
"24481368","725","725","725"
"24482880","700","700","700"
"24483856","775","775","775"
"24484584","4525","4525","4525"
"24487048","4600","4600","4600"
"24487112","725","725","725"
"24487336","700","700","700"
"24488136","600","600","600"
"24488864","775","775","775"
"24488920","750","750","750"
"24492184","4650","4650","4650"
"24495528","800","800","800"
"24495944","700","700","700"
"24496456","750","750","750"
"24496760","775","775","775"
"24497008","3925","3925","3925"
"24499312","3925","3925","3925"
"24500264","725","725","725"
"24501344","775","775","775"
"24502320","800","800","800"
"24502864","800","800","800"
"24504328","775","775","775"
"24504848","750","750","750"
"24507240","3975","3975","3975"
"24509808","3950","3950","3950"
"24509880","800","800","800"
"24511704","750","750","750"
"24513408","675","675","675"
"24515528","4000","4000","4000"
"24515928","725","725","725"
"24515936","775","775","775"
"24516088","800","800","800"
"24517352","750","750","750"
"24518720","725","725","725"
"24518728","675","675","675"
"24519096","575","575","575"
"24520784","700","700","700"
"24521592","775","775","775"
"24522488","625","625","625"
"24523072","725","725","725"
"24523408","3925","3925","3925"
"24524104","700","700","700"
"24525304","725","725","725"
"24525408","725","725","725"
"24526760","800","800","800"
"24529064","4050","4050","4050"
"24529080","775","775","775"
"24529656","700","700","700"
"24530096","4550","4550","4550"
"24530648","4100","4100","4100"
"24533376","750","750","750"
"24534904","4600","4600","4600"
"24534992","750","750","750"
"24536288","4125","4125","4125"
"24537448","675","675","675"
"24539112","775","775","775"
"24539176","4100","4100","4100"
"24540416","725","725","725"
"24541104","725","725","725"
"24543392","775","775","775"
"24543960","4900","4900","4900"
"24544304","725","725","725"
"24544360","775","775","775"
"24544704","750","750","750"
"24547240","750","750","750"
"24547304","600","600","600"
"24549392","725","725","725"
"24549496","1375","1375","1375"
"24553128","775","775","775"
"24553752","750","750","750"
"24555160","1400","1400","1400"
"24556760","4275","4275","4275"
"24556800","3975","3975","3975"
"24562488","3950","3950","3950"
"24563904","800","800","800"
"24564456","3925","3925","3925"
"24564944","3950","3950","3950"
"24565000","4025","4025","4025"
"24565032","800","800","800"
"24568616","600","600","600"
"24568896","1300","1300","1300"
"24569088","1300","1300","1300"
"24570800","4100","4100","4100"
"24571280","4025","4025","4025"
"24573272","775","775","775"
"24573312","775","775","775"
"24575008","775","775","775"
"24576688","3925","3925","3925"
"24578528","625","625","625"
"24578832","4425","4425","4425"
"24579144","800","800","800"
"24579304","3975","3975","3975"
"24581104","725","725","725"
"24581792","775","775","775"
"24582168","725","725","725"
"24582624","800","800","800"
"24583248","725","725","725"
"24586080","5025","5025","5025"
"24586104","775","775","775"
"24587296","4075","4075","4075"
"24589816","750","750","750"
"24590312","775","775","775"
"24590960","4250","4250","4250"
"24592712","3950","3950","3950"
"24594552","550","550","550"
"24594576","625","625","625"
"24595096","3925","3925","3925"
"24596008","4050","4050","4050"
"24597504","700","700","700"
"24597672","750","750","750"
"24598264","750","750","750"
"24598960","775","775","775"
"24599424","725","725","725"
"24600736","650","650","650"
"24601000","700","700","700"
"24603744","4050","4050","4050"
"24603912","4150","4150","4150"
"24604616","750","750","750"
"24606192","725","725","725"
"24606800","750","750","750"
"24606840","4100","4100","4100"
"24607712","775","775","775"
"24608144","775","775","775"
"24609264","725","725","725"
"24610864","750","750","750"
"24611328","775","775","775"
"24611376","700","700","700"
"24611568","775","775","775"
"24611776","3925","3925","3925"
"24611856","750","750","750"
"24614824","750","750","750"
"24616608","1275","1275","1275"
"24616784","4100","4100","4100"
"24617968","1300","1300","1300"
"24621040","750","750","750"
"24621544","3925","3925","3925"
"24622168","3925","3925","3925"
"24624552","775","775","775"
"24625424","700","700","700"
"24625912","775","775","775"
"24627240","775","775","775"
"24627800","4200","4200","4200"
"24629656","675","675","675"
"24629952","725","725","725"
"24631672","725","725","725"
"24632696","1400","1400","1400"
"24633096","725","725","725"
"24637200","3950","3950","3950"
"24638448","800","800","800"
"24639744","725","725","725"
"24640736","750","750","750"
"24640928","775","775","775"
"24643312","700","700","700"
"24644096","3975","3975","3975"
"24644424","1275","1275","1275"
"24645472","800","800","800"
"24647584","775","775","775"
"24647672","725","725","725"
"24650320","4075","4075","4075"
"24650824","1300","1300","1300"
"24651080","4125","4125","4125"
"24651528","725","725","725"
"24651952","700","700","700"
"24652200","725","725","725"
"24654672","700","700","700"
"24654944","775","775","775"
"24655440","750","750","750"
"24656120","775","775","775"
"24656304","800","800","800"
"24656840","775","775","775"
"24657808","775","775","775"
"24658672","650","650","650"
"24658864","700","700","700"
"24659168","800","800","800"
"24662736","3950","3950","3950"
"24663352","750","750","750"
"24663840","4075","4075","4075"
"24666904","4825","4825","4825"
"24667776","750","750","750"
"24668008","4650","4650","4650"
"24672072","725","725","725"
"24672440","1250","1250","1250"
"24676120","4475","4475","4475"
"24677520","4000","4000","4000"
"24677632","4650","4650","4650"
"24679176","800","800","800"
"24680160","675","675","675"
"24680664","725","725","725"
"24681200","3925","3925","3925"
"24682592","4175","4175","4175"
"24682880","775","775","775"
"24684152","700","700","700"
"24684488","650","650","650"
"24685128","775","775","775"
"24685720","1300","1300","1300"
"24686296","750","750","750"
"24691328","3925","3925","3925"
"24691336","4675","4675","4675"
"24692680","750","750","750"
"24693000","750","750","750"
"24693568","800","800","800"
"24693584","4575","4575","4575"
"24694368","775","775","775"
"24695008","1275","1275","1275"
"24695296","700","700","700"
"24697616","800","800","800"
"24698008","775","775","775"
"24698672","800","800","800"
"24700120","3925","3925","3925"
"24700592","4225","4225","4225"
"24701768","725","725","725"
"24702344","800","800","800"
"24702544","750","750","750"
"24703376","700","700","700"
"24704624","750","750","750"
"24704648","750","750","750"
"24706184","750","750","750"
"24706784","725","725","725"
"24708248","4000","4000","4000"
"24710048","800","800","800"
"24710592","3950","3950","3950"
"24711528","700","700","700"
"24714064","700","700","700"
"24714752","800","800","800"
"24715096","3925","3925","3925"
"24715336","775","775","775"
"24716112","4600","4600","4600"
"24717552","700","700","700"
"24718016","650","650","650"
"24719208","800","800","800"
"24720056","675","675","675"
"24722664","725","725","725"
"24722680","800","800","800"
"24723272","700","700","700"
"24724784","625","625","625"
"24726320","775","775","775"
"24726960","725","725","725"
"24727816","4075","4075","4075"
"24729416","1250","1250","1250"
"24729496","4675","4675","4675"
"24731776","725","725","725"
"24732072","750","750","750"
"24732192","800","800","800"
"24732432","825","825","825"
"24733760","750","750","750"
"24734864","1250","1250","1250"
"24735280","575","575","575"
"24735392","700","700","700"
"24736696","725","725","725"
"24739160","725","725","725"
"24739984","750","750","750"
"24740024","750","750","750"
"24741136","725","725","725"
"24741352","800","800","800"
"24743096","775","775","775"
"24743216","675","675","675"
"24744912","750","750","750"
"24747080","750","750","750"
"24747112","725","725","725"
"24749992","725","725","725"
"24750176","650","650","650"
"24751192","750","750","750"
"24752576","775","775","775"
"24754584","1275","1275","1275"
"24754648","750","750","750"
"24756408","1250","1250","1250"
"24756976","4200","4200","4200"
"24757504","800","800","800"
"24758016","725","725","725"
"24759752","800","800","800"
"24760160","750","750","750"
"24761456","650","650","650"
"24761656","750","750","750"
"24761824","4600","4600","4600"
"24762560","3925","3925","3925"
"24763240","3950","3950","3950"
"24765632","775","775","775"
"24765984","4075","4075","4075"
"24766328","4550","4550","4550"
"24767064","750","750","750"
"24767880","4925","4925","4925"
"24769664","775","775","775"
"24772856","4425","4425","4425"
"24773784","775","775","775"
"24774808","3950","3950","3950"
"24775288","775","775","775"
"24776304","750","750","750"
"24778472","1300","1300","1300"
"24778864","775","775","775"
"24779520","700","700","700"
"24780112","700","700","700"
"24780152","3975","3975","3975"
"24780768","725","725","725"
"24784280","725","725","725"
"24784808","775","775","775"
"24785080","4075","4075","4075"
"24785248","3925","3925","3925"
"24788912","750","750","750"
"24789024","800","800","800"
"24789488","775","775","775"
"24789880","1250","1250","1250"
"24792264","4050","4050","4050"
"24792624","775","775","775"
"24792832","750","750","750"
"24793240","725","725","725"
"24796848","750","750","750"
"24797808","775","775","775"
"24798064","1225","1225","1225"
"24799960","275","275","275"
"24801776","800","800","800"
"24804824","725","725","725"
"24804920","675","675","675"
"24806000","775","775","775"
"24808000","750","750","750"
"24809680","800","800","800"
"24810032","3950","3950","3950"
"24810528","4100","4100","4100"
"24813152","4075","4075","4075"
"24813288","3925","3925","3925"
"24814256","775","775","775"
"24814416","4550","4550","4550"
"24814872","4100","4100","4100"
"24817168","725","725","725"
"24817464","775","775","775"
"24817544","750","750","750"
"24817720","775","775","775"
"24819016","725","725","725"
"24820600","625","625","625"
"24821920","750","750","750"
"24822672","775","775","775"
"24823496","4050","4050","4050"
"24824216","4750","4750","4750"
"24824592","525","525","525"
"24826344","1250","1250","1250"
"24827616","775","775","775"
"24827640","725","725","725"
"24828464","750","750","750"
"24828808","775","775","775"
"24829216","800","800","800"
"24831160","775","775","775"
"24831256","1225","1225","1225"
"24832072","750","750","750"
"24832936","3925","3925","3925"
"24834872","775","775","775"
"24834984","725","725","725"
"24835696","725","725","725"
"24836216","650","650","650"
"24839344","750","750","750"
"24840048","1175","1175","1175"
"24840712","750","750","750"
"24840784","775","775","775"
"24841144","775","775","775"
"24841808","4025","4025","4025"
"24842880","750","750","750"
"24845776","775","775","775"
"24847232","3925","3925","3925"
"24848264","700","700","700"
"24850488","1275","1275","1275"
"24850832","1300","1300","1300"
"24850896","3950","3950","3950"
"24852528","800","800","800"
"24852544","650","650","650"
"24854072","725","725","725"
"24854136","650","650","650"
"24854552","675","675","675"
"24855760","625","625","625"
"24856520","750","750","750"
"24857208","3925","3925","3925"
"24857224","675","675","675"
"24859040","750","750","750"
"24859200","700","700","700"
"24860664","800","800","800"
"24862096","800","800","800"
"24862968","700","700","700"
"24865856","1200","1200","1200"
"24868816","775","775","775"
"24870328","650","650","650"
"24870856","4000","4000","4000"
"24871152","4100","4100","4100"
"24872184","675","675","675"
"24873424","725","725","725"
"24874680","775","775","775"
"24875600","750","750","750"
"24875904","1275","1275","1275"
"24876304","4050","4050","4050"
"24876648","1175","1175","1175"
"24878336","1225","1225","1225"
"24879384","675","675","675"
"24879512","625","625","625"
"24879760","775","775","775"
"24880984","750","750","750"
"24882568","700","700","700"
"24883520","750","750","750"
"24883736","1225","1225","1225"
"24884040","750","750","750"
"24885408","625","625","625"
"24885784","525","525","525"
"24887480","725","725","725"
"24887752","750","750","750"
"24888568","750","750","750"
"24890624","700","700","700"
"24891104","700","700","700"
"24893408","750","750","750"
"24893864","750","750","750"
"24894432","750","750","750"
"24896864","4500","4500","4500"
"24898064","775","775","775"
"24899496","4000","4000","4000"
"24899968","725","725","725"
"24901360","4975","4975","4975"
"24902280","4100","4100","4100"
"24902640","4100","4100","4100"
"24905400","1275","1275","1275"
"24906032","750","750","750"
"24906248","3925","3925","3925"
"24906960","800","800","800"
"24908592","4100","4100","4100"
"24909168","725","725","725"
"24910184","750","750","750"
"24911048","3975","3975","3975"
"24911704","800","800","800"
"24914392","1200","1200","1200"
"24914744","750","750","750"
"24914944","775","775","775"
"24915064","4000","4000","4000"
"24915072","725","725","725"
"24915672","875","875","875"
"24918944","700","700","700"
"24919416","725","725","725"
"24919440","750","750","750"
"24919712","4100","4100","4100"
"24920112","800","800","800"
"24924504","4000","4000","4000"
"24924512","775","775","775"
"24925912","4200","4200","4200"
"24926536","1300","1300","1300"
"24928376","750","750","750"
"24930248","4125","4125","4125"
"24931640","800","800","800"
"24935464","775","775","775"
"24935752","800","800","800"
"24936240","800","800","800"
"24936816","1250","1250","1250"
"24939368","625","625","625"
"24939920","4050","4050","4050"
"24940880","1250","1250","1250"
"24943608","725","725","725"
"24943896","4425","4425","4425"
"24946160","3925","3925","3925"
"24946200","775","775","775"
"24947224","4900","4900","4900"
"24947536","725","725","725"
"24950312","750","750","750"
"24951576","750","750","750"
"24952032","3950","3950","3950"
"24952488","3925","3925","3925"
"24952648","750","750","750"
"24954480","3925","3925","3925"
"24955784","1200","1200","1200"
"24956616","3975","3975","3975"
"24957800","725","725","725"
"24957944","800","800","800"
"24958632","600","600","600"
"24960696","775","775","775"
"24960704","775","775","775"
"24962376","725","725","725"
"24962720","3925","3925","3925"
"24965744","725","725","725"
"24968152","4650","4650","4650"
"24969680","700","700","700"
"24971480","750","750","750"
"24972304","3950","3950","3950"
"24972384","775","775","775"
"24974080","725","725","725"
"24974096","4075","4075","4075"
"24974192","775","775","775"
"24975080","4100","4100","4100"
"24975144","675","675","675"
"24975448","1300","1300","1300"
"24977672","750","750","750"
"24978008","4050","4050","4050"
"24978664","4025","4025","4025"
"24979056","725","725","725"
"24979576","1250","1250","1250"
"24980048","750","750","750"
"24981632","775","775","775"
"24982752","775","775","775"
"24983176","250","250","250"
"24983248","5000","5000","5000"
"24984440","3925","3925","3925"
"24984720","750","750","750"
"24985608","4800","4800","4800"
"24986064","4700","4700","4700"
"24986568","700","700","700"
"24986928","750","750","750"
"24989408","775","775","775"
"24989608","3925","3925","3925"
"24989704","4225","4225","4225"
"24989936","800","800","800"
"24990096","775","775","775"
"24990504","775","775","775"
"24991664","3975","3975","3975"
"24992960","775","775","775"
"24994592","775","775","775"
"24994672","750","750","750"
"24995696","775","775","775"
"24996072","1400","1400","1400"
"24996840","800","800","800"
"24996952","750","750","750"
"24997768","750","750","750"
"24998896","750","750","750"
"24999696","725","725","725"
"24999736","3975","3975","3975"
"25000320","725","725","725"
"25000408","700","700","700"
"25001136","4550","4550","4550"
"25003544","700","700","700"
"25003768","775","775","775"
"25005064","800","800","800"
"25005208","775","775","775"
"25007640","775","775","775"
"25009368","4025","4025","4025"
"25009824","800","800","800"
"25010552","4575","4575","4575"
"25011728","4000","4000","4000"
"25013120","3925","3925","3925"
"25013448","725","725","725"
"25015008","700","700","700"
"25015352","3925","3925","3925"
"25017576","775","775","775"
"25017616","750","750","750"
"25018904","750","750","750"
"25019736","775","775","775"
"25020568","750","750","750"
"25022424","3975","3975","3975"
"25024224","750","750","750"
"25024240","700","700","700"
"25025680","700","700","700"
"25026864","3925","3925","3925"
"25027152","775","775","775"
"25027600","750","750","750"
"25028592","775","775","775"
"25030416","775","775","775"
"25030784","3925","3925","3925"
"25031832","700","700","700"
"25032912","3950","3950","3950"
"25033792","575","575","575"
"25035216","3950","3950","3950"
"25035704","725","725","725"
"25036344","700","700","700"
"25036512","775","775","775"
"25039104","750","750","750"
"25040776","3925","3925","3925"
"25041392","725","725","725"
"25042160","800","800","800"
"25044136","4100","4100","4100"
"25044888","775","775","775"
"25044904","4575","4575","4575"
"25045296","775","775","775"
"25046312","750","750","750"
"25046480","800","800","800"
"25048104","750","750","750"
"25048312","750","750","750"
"25050416","750","750","750"
"25050896","800","800","800"
"25052632","700","700","700"
"25053448","4425","4425","4425"
"25056936","725","725","725"
"25057408","775","775","775"
"25060432","4050","4050","4050"
"25062032","775","775","775"
"25063032","4575","4575","4575"
"25063288","4050","4050","4050"
"25066320","375","375","375"
"25069968","750","750","750"
"25072368","4125","4125","4125"
"25072984","4050","4050","4050"
"25074144","725","725","725"
"25074312","750","750","750"
"25075176","750","750","750"
"25076936","725","725","725"
"25077200","675","675","675"
"25078080","675","675","675"
"25079272","800","800","800"
"25080312","800","800","800"
"25080592","700","700","700"
"25080872","775","775","775"
"25082256","3975","3975","3975"
"25083384","750","750","750"
"25085256","3925","3925","3925"
"25086336","700","700","700"
"25087496","750","750","750"
"25089352","4075","4075","4075"
"25089736","775","775","775"
"25090688","4000","4000","4000"
"25092240","4200","4200","4200"
"25092704","4075","4075","4075"
"25093848","725","725","725"
"25094080","1250","1250","1250"
"25095864","600","600","600"
"25097720","700","700","700"
"25098264","750","750","750"
"25098488","3925","3925","3925"
"25099872","800","800","800"
"25100072","4600","4600","4600"
"25103056","4100","4100","4100"
"25103736","4150","4150","4150"
"25105464","4125","4125","4125"
"25107208","750","750","750"
"25108264","800","800","800"
"25108688","750","750","750"
"25109056","1400","1400","1400"
"25112200","775","775","775"
"25112552","725","725","725"
"25116056","775","775","775"
"25117304","775","775","775"
"25117528","1300","1300","1300"
"25118224","775","775","775"
"25120096","3950","3950","3950"
"25120912","725","725","725"
"25121800","775","775","775"
"25122040","775","775","775"
"25125976","750","750","750"
"25126000","725","725","725"
"25127120","775","775","775"
"25129160","675","675","675"
"25130672","775","775","775"
"25131640","3925","3925","3925"
"25131832","750","750","750"
"25132280","675","675","675"
"25133712","4050","4050","4050"
"25133856","700","700","700"
"25136008","750","750","750"
"25136416","725","725","725"
"25137536","750","750","750"
"25138104","675","675","675"
"25138816","800","800","800"
"25140904","1250","1250","1250"
"25142312","725","725","725"
"25143416","4050","4050","4050"
"25143456","800","800","800"
"25145712","725","725","725"
"25146152","725","725","725"
"25146296","1275","1275","1275"
"25147056","750","750","750"
"25149056","4075","4075","4075"
"25150720","750","750","750"
"25150744","800","800","800"
"25151216","4150","4150","4150"
"25152248","750","750","750"
"25153064","4725","4725","4725"
"25157064","750","750","750"
"25158128","4100","4100","4100"
"25160496","725","725","725"
"25160576","775","775","775"
"25162224","750","750","750"
"25162976","800","800","800"
"25164112","575","575","575"
"25165344","800","800","800"
"25165528","725","725","725"
"25166088","725","725","725"
"25166664","700","700","700"
"25166984","775","775","775"
"25170392","775","775","775"
"25171648","4050","4050","4050"
"25174152","750","750","750"
"25174528","750","750","750"
"25175112","725","725","725"
"25175968","750","750","750"
"25178344","4150","4150","4150"
"25178872","775","775","775"
"25178904","750","750","750"
"25179192","700","700","700"
"25180256","750","750","750"
"25180880","675","675","675"
"25182432","725","725","725"
"25182496","775","775","775"
"25182608","675","675","675"
"25183344","3925","3925","3925"
"25183488","725","725","725"
"25184880","800","800","800"
"25186696","700","700","700"
"25187496","750","750","750"
"25188392","750","750","750"
"25188568","3975","3975","3975"
"25190944","775","775","775"
"25191040","800","800","800"
"25193320","1250","1250","1250"
"25194688","4150","4150","4150"
"25199608","775","775","775"
"25200512","750","750","750"
"25200832","775","775","775"
