"Step","FuN_qbert_runseed=0 - training/episode/reward","FuN_qbert_runseed=0 - training/episode/reward__MIN","FuN_qbert_runseed=0 - training/episode/reward__MAX"
"96067784","4150","4150","4150"
"96068584","4100","4100","4100"
"96070728","3950","3950","3950"
"96071840","750","750","750"
"96072864","4150","4150","4150"
"96074048","4225","4225","4225"
"96074592","4275","4275","4275"
"96076608","4125","4125","4125"
"96077416","750","750","750"
"96079024","4150","4150","4150"
"96079224","4125","4125","4125"
"96080824","4100","4100","4100"
"96081936","4150","4150","4150"
"96083016","4225","4225","4225"
"96083416","3950","3950","3950"
"96084256","4225","4225","4225"
"96085904","4075","4075","4075"
"96086992","4025","4025","4025"
"96088408","800","800","800"
"96088960","4225","4225","4225"
"96089984","775","775","775"
"96091248","4750","4750","4750"
"96092664","4350","4350","4350"
"96093560","4100","4100","4100"
"96094416","4275","4275","4275"
"96095704","4075","4075","4075"
"96096360","4175","4175","4175"
"96097592","625","625","625"
"96098392","4150","4150","4150"
"96098728","4125","4125","4125"
"96099384","4175","4175","4175"
"96101408","4300","4300","4300"
"96101448","4100","4100","4100"
"96102384","800","800","800"
"96103592","4175","4175","4175"
"96106096","4100","4100","4100"
"96107944","4350","4350","4350"
"96109264","4150","4150","4150"
"96109984","4075","4075","4075"
"96111072","4150","4150","4150"
"96112976","4350","4350","4350"
"96113064","750","750","750"
"96113328","775","775","775"
"96113344","4100","4100","4100"
"96114120","4900","4900","4900"
"96114712","4300","4300","4300"
"96116760","4550","4550","4550"
"96117776","4075","4075","4075"
"96118840","800","800","800"
"96119808","4275","4275","4275"
"96119928","4175","4175","4175"
"96120304","4200","4200","4200"
"96122176","4175","4175","4175"
"96122776","4225","4225","4225"
"96122984","750","750","750"
"96123232","4250","4250","4250"
"96124096","4175","4175","4175"
"96127648","4100","4100","4100"
"96128848","4150","4150","4150"
"96129208","4150","4150","4150"
"96134384","4225","4225","4225"
"96134488","4200","4200","4200"
"96135016","4250","4250","4250"
"96137488","4375","4375","4375"
"96138856","4200","4200","4200"
"96140888","4300","4300","4300"
"96142088","4700","4700","4700"
"96142592","4125","4125","4125"
"96143912","800","800","800"
"96144800","4800","4800","4800"
"96145152","4200","4200","4200"
"96145472","4200","4200","4200"
"96146696","4175","4175","4175"
"96147256","4250","4250","4250"
"96147960","4400","4400","4400"
"96148688","4150","4150","4150"
"96150032","4100","4100","4100"
"96151056","800","800","800"
"96153208","4050","4050","4050"
"96156200","4125","4125","4125"
"96157184","4625","4625","4625"
"96157400","775","775","775"
"96159008","4300","4300","4300"
"96159104","4300","4300","4300"
"96161792","4050","4050","4050"
"96162056","675","675","675"
"96162224","4175","4175","4175"
"96162640","4650","4650","4650"
"96164312","5175","5175","5175"
"96166328","4050","4050","4050"
"96166544","3950","3950","3950"
"96167832","3950","3950","3950"
"96170616","4250","4250","4250"
"96171696","4175","4175","4175"
"96172448","4300","4300","4300"
"96175504","4200","4200","4200"
"96176088","750","750","750"
"96176656","4675","4675","4675"
"96180528","750","750","750"
"96181880","4350","4350","4350"
"96182160","4275","4275","4275"
"96182768","4650","4650","4650"
"96185824","4100","4100","4100"
"96185856","725","725","725"
"96187216","4200","4200","4200"
"96187536","4000","4000","4000"
"96188808","4200","4200","4200"
"96190008","4075","4075","4075"
"96191048","4075","4075","4075"
"96191648","4100","4100","4100"
"96192912","4325","4325","4325"
"96194936","4075","4075","4075"
"96197632","4050","4050","4050"
"96200232","4125","4125","4125"
"96201016","4250","4250","4250"
"96202944","4350","4350","4350"
"96203416","4225","4225","4225"
"96203448","4200","4200","4200"
"96204960","4325","4325","4325"
"96205200","4150","4150","4150"
"96205824","4150","4150","4150"
"96206240","4750","4750","4750"
"96209112","4325","4325","4325"
"96213664","4275","4275","4275"
"96214472","4050","4050","4050"
"96219128","3925","3925","3925"
"96219208","4850","4850","4850"
"96220376","700","700","700"
"96222024","4350","4350","4350"
"96222640","4275","4275","4275"
"96225784","4250","4250","4250"
"96226944","4575","4575","4575"
"96227232","4200","4200","4200"
"96228784","4275","4275","4275"
"96231528","4200","4200","4200"
"96232008","4625","4625","4625"
"96232040","4825","4825","4825"
"96233256","4300","4300","4300"
"96234696","4300","4300","4300"
"96235840","4175","4175","4175"
"96238336","4200","4200","4200"
"96238392","4275","4275","4275"
"96238760","800","800","800"
"96239744","4425","4425","4425"
"96240408","4050","4050","4050"
"96240816","725","725","725"
"96242056","725","725","725"
"96242344","4125","4125","4125"
"96244016","4150","4150","4150"
"96245880","4025","4025","4025"
"96246664","4275","4275","4275"
"96247120","4125","4125","4125"
"96247176","4125","4125","4125"
"96250944","4225","4225","4225"
"96251304","4675","4675","4675"
"96251488","4250","4250","4250"
"96251880","4550","4550","4550"
"96252968","750","750","750"
"96253464","4075","4075","4075"
"96254072","4200","4200","4200"
"96254384","4325","4325","4325"
"96256048","4075","4075","4075"
"96256384","4100","4100","4100"
"96257848","4175","4175","4175"
"96258688","4150","4150","4150"
"96259984","4250","4250","4250"
"96261104","3825","3825","3825"
"96263064","4125","4125","4125"
"96263720","4300","4300","4300"
"96265280","4950","4950","4950"
"96265776","4225","4225","4225"
"96266648","4125","4125","4125"
"96266680","4200","4200","4200"
"96267032","700","700","700"
"96270928","4250","4250","4250"
"96272496","4275","4275","4275"
"96275480","4150","4150","4150"
"96276776","775","775","775"
"96276848","4200","4200","4200"
"96276904","4600","4600","4600"
"96277024","4175","4175","4175"
"96277840","4225","4225","4225"
"96277904","3950","3950","3950"
"96280904","750","750","750"
"96282016","1300","1300","1300"
"96283192","4100","4100","4100"
"96283840","4275","4275","4275"
"96284984","4050","4050","4050"
"96285432","0","0","0"
"96286160","4175","4175","4175"
"96289184","4150","4150","4150"
"96289848","4100","4100","4100"
"96290016","4450","4450","4450"
"96290664","4200","4200","4200"
"96291856","4200","4200","4200"
"96292536","3975","3975","3975"
"96294200","700","700","700"
"96294840","750","750","750"
"96295016","4225","4225","4225"
"96295128","775","775","775"
"96299344","4150","4150","4150"
"96299616","4175","4175","4175"
"96300352","4225","4225","4225"
"96304776","4125","4125","4125"
"96305256","4650","4650","4650"
"96305608","4325","4325","4325"
"96305888","4300","4300","4300"
"96306400","4375","4375","4375"
"96308888","4600","4600","4600"
"96309520","4075","4075","4075"
"96309568","675","675","675"
"96310352","4175","4175","4175"
"96311584","4200","4200","4200"
"96311856","0","0","0"
"96312456","4750","4750","4750"
"96316032","4725","4725","4725"
"96318160","4275","4275","4275"
"96320008","4650","4650","4650"
"96320544","4175","4175","4175"
"96321800","4300","4300","4300"
"96322784","4900","4900","4900"
"96323344","4125","4125","4125"
"96323352","4075","4075","4075"
"96324152","4325","4325","4325"
"96324280","475","475","475"
"96324448","775","775","775"
"96325696","4225","4225","4225"
"96327544","4100","4100","4100"
"96328016","4225","4225","4225"
"96329504","4375","4375","4375"
"96329512","4075","4075","4075"
"96329888","4325","4325","4325"
"96330936","4200","4200","4200"
"96332056","700","700","700"
"96335352","4100","4100","4100"
"96335528","4225","4225","4225"
"96335896","4300","4300","4300"
"96336208","4225","4225","4225"
"96336888","4825","4825","4825"
"96338080","4125","4125","4125"
"96339360","4100","4100","4100"
"96341408","4225","4225","4225"
"96342448","4775","4775","4775"
"96343528","4200","4200","4200"
"96344984","4075","4075","4075"
"96345496","4225","4225","4225"
"96346408","800","800","800"
"96347952","4175","4175","4175"
"96348432","4125","4125","4125"
"96348904","4200","4200","4200"
"96349096","3950","3950","3950"
"96351024","4250","4250","4250"
"96353344","0","0","0"
"96353608","4125","4125","4125"
"96355184","4175","4175","4175"
"96355344","4375","4375","4375"
"96356928","700","700","700"
"96359152","4250","4250","4250"
"96359840","4050","4050","4050"
"96359896","4750","4750","4750"
"96362056","4175","4175","4175"
"96364032","4300","4300","4300"
"96364704","4125","4125","4125"
"96364736","4175","4175","4175"
"96366840","4150","4150","4150"
"96369816","4100","4100","4100"
"96370448","4050","4050","4050"
"96374392","4075","4075","4075"
"96377640","4075","4075","4075"
"96378200","600","600","600"
"96378384","4125","4125","4125"
"96378848","4300","4300","4300"
"96379480","4125","4125","4125"
"96380848","4275","4275","4275"
"96382256","4125","4125","4125"
"96382592","4075","4075","4075"
"96383200","4225","4225","4225"
"96383864","300","300","300"
"96384592","4250","4250","4250"
"96384688","4400","4400","4400"
"96387048","4150","4150","4150"
"96388168","4125","4125","4125"
"96389024","4625","4625","4625"
"96389856","4150","4150","4150"
"96392312","4550","4550","4550"
"96394336","4125","4125","4125"
"96396216","25","25","25"
"96396360","4175","4175","4175"
"96398984","4100","4100","4100"
"96401464","4325","4325","4325"
"96401872","4150","4150","4150"
"96402184","4300","4300","4300"
"96402816","700","700","700"
"96403256","4300","4300","4300"
"96403968","4125","4125","4125"
"96404784","625","625","625"
"96407512","750","750","750"
"96410896","4075","4075","4075"
"96410920","750","750","750"
"96412224","800","800","800"
"96413520","4225","4225","4225"
"96414168","4400","4400","4400"
"96416352","4200","4200","4200"
"96416752","4400","4400","4400"
"96417912","4325","4325","4325"
"96421048","4125","4125","4125"
"96421584","4250","4250","4250"
"96421928","4125","4125","4125"
"96422560","1225","1225","1225"
"96423560","4250","4250","4250"
"96426544","4175","4175","4175"
"96428200","4250","4250","4250"
"96428208","4150","4150","4150"
"96432880","4175","4175","4175"
"96433080","4200","4200","4200"
"96434368","4150","4150","4150"
"96435664","4300","4300","4300"
"96436344","4075","4075","4075"
"96438392","4175","4175","4175"
"96438624","700","700","700"
"96440048","4200","4200","4200"
"96444128","4075","4075","4075"
"96446152","4100","4100","4100"
"96447360","775","775","775"
"96449360","4175","4175","4175"
"96449760","775","775","775"
"96449936","4125","4125","4125"
"96450240","4025","4025","4025"
"96450408","4675","4675","4675"
"96450664","4450","4450","4450"
"96452288","4100","4100","4100"
"96453472","800","800","800"
"96453824","675","675","675"
"96454608","4250","4250","4250"
"96456328","4300","4300","4300"
"96458352","4200","4200","4200"
"96459488","4075","4075","4075"
"96463064","4100","4100","4100"
"96463736","4800","4800","4800"
"96465256","4200","4200","4200"
"96465560","4400","4400","4400"
"96465816","4175","4175","4175"
"96466416","775","775","775"
"96467488","4225","4225","4225"
"96469800","750","750","750"
"96471168","4275","4275","4275"
"96471264","5225","5225","5225"
"96472048","4200","4200","4200"
"96472064","4775","4775","4775"
"96473936","4700","4700","4700"
"96476176","4700","4700","4700"
"96476184","4225","4225","4225"
"96479712","4175","4175","4175"
"96480752","4050","4050","4050"
"96480792","4200","4200","4200"
"96483912","4250","4250","4250"
"96484864","4100","4100","4100"
"96485016","4200","4200","4200"
"96486632","4225","4225","4225"
"96486888","4075","4075","4075"
"96486896","700","700","700"
"96487128","4150","4150","4150"
"96489336","4275","4275","4275"
"96490648","4125","4125","4125"
"96491968","4200","4200","4200"
"96492904","4300","4300","4300"
"96494632","4400","4400","4400"
"96496768","4200","4200","4200"
"96497448","4325","4325","4325"
"96497696","4975","4975","4975"
"96497752","750","750","750"
"96501160","4575","4575","4575"
"96501272","675","675","675"
"96501704","3950","3950","3950"
"96502088","4225","4225","4225"
"96502272","4050","4050","4050"
"96503480","4625","4625","4625"
"96503736","3900","3900","3900"
"96504944","750","750","750"
"96506232","3925","3925","3925"
"96506768","750","750","750"
"96506984","4050","4050","4050"
"96508032","3975","3975","3975"
"96508600","4075","4075","4075"
"96509160","1225","1225","1225"
"96511720","750","750","750"
"96512296","4125","4125","4125"
"96515112","425","425","425"
"96516232","4150","4150","4150"
"96520488","4675","4675","4675"
"96521504","4175","4175","4175"
"96523624","4175","4175","4175"
"96525000","4125","4125","4125"
"96525968","4550","4550","4550"
"96526696","4100","4100","4100"
"96529008","4275","4275","4275"
"96530120","800","800","800"
"96530312","675","675","675"
"96530424","4100","4100","4100"
"96530664","4175","4175","4175"
"96534848","4075","4075","4075"
"96535432","4225","4225","4225"
"96535456","4475","4475","4475"
"96540200","775","775","775"
"96540392","4075","4075","4075"
"96541008","800","800","800"
"96541360","4350","4350","4350"
"96542344","750","750","750"
"96543960","4675","4675","4675"
"96545200","3950","3950","3950"
"96546624","3775","3775","3775"
"96547040","725","725","725"
"96547232","4350","4350","4350"
"96548752","725","725","725"
"96551248","725","725","725"
"96551288","4175","4175","4175"
"96551576","4275","4275","4275"
"96552256","700","700","700"
"96552384","4125","4125","4125"
"96552704","4125","4125","4125"
"96554488","4100","4100","4100"
"96554808","775","775","775"
"96554944","800","800","800"
"96557656","4125","4125","4125"
"96557720","4675","4675","4675"
"96558096","750","750","750"
"96559480","3850","3850","3850"
"96560400","4150","4150","4150"
"96562904","4175","4175","4175"
"96563024","4125","4125","4125"
"96563400","4775","4775","4775"
"96563560","4350","4350","4350"
"96566048","4275","4275","4275"
"96567304","4325","4325","4325"
"96569640","4775","4775","4775"
"96570184","775","775","775"
"96570456","4350","4350","4350"
"96574104","4625","4625","4625"
"96574928","3800","3800","3800"
"96576280","4275","4275","4275"
"96579280","4075","4075","4075"
"96579440","4025","4025","4025"
"96579944","4150","4150","4150"
"96580384","4125","4125","4125"
"96583944","4125","4125","4125"
"96584296","4200","4200","4200"
"96584576","4100","4100","4100"
"96585288","4200","4200","4200"
"96587936","4225","4225","4225"
"96588224","625","625","625"
"96588648","4050","4050","4050"
"96588792","4100","4100","4100"
"96590920","4050","4050","4050"
"96592864","4125","4125","4125"
"96594544","4225","4225","4225"
"96595456","0","0","0"
"96597992","4250","4250","4250"
"96598456","4050","4050","4050"
"96598688","4250","4250","4250"
"96598984","4125","4125","4125"
"96600736","800","800","800"
"96602560","3950","3950","3950"
"96602680","4875","4875","4875"
"96602936","4050","4050","4050"
"96602992","0","0","0"
"96605000","4675","4675","4675"
"96608208","4150","4150","4150"
"96609400","4175","4175","4175"
"96610632","4200","4200","4200"
"96612496","4100","4100","4100"
"96614112","4300","4300","4300"
"96614536","4125","4125","4125"
"96614640","4125","4125","4125"
"96615384","4050","4050","4050"
"96616168","4225","4225","4225"
"96617560","4150","4150","4150"
"96619128","4275","4275","4275"
"96619592","4150","4150","4150"
"96620672","4200","4200","4200"
"96621416","725","725","725"
"96622192","4275","4275","4275"
"96624208","4200","4200","4200"
"96625440","4175","4175","4175"
"96625456","4700","4700","4700"
"96626704","4275","4275","4275"
"96626968","4225","4225","4225"
"96627296","4125","4125","4125"
"96627416","700","700","700"
"96628040","4325","4325","4325"
"96630328","4100","4100","4100"
"96631088","4300","4300","4300"
"96631576","4125","4125","4125"
"96633016","4800","4800","4800"
"96634200","675","675","675"
"96635096","4825","4825","4825"
"96635280","800","800","800"
"96636456","4225","4225","4225"
"96637072","4675","4675","4675"
"96637528","4350","4350","4350"
"96638384","4175","4175","4175"
"96640184","4150","4150","4150"
"96641072","4150","4150","4150"
"96643448","4125","4125","4125"
"96644192","4275","4275","4275"
"96644760","4050","4050","4050"
"96645824","4050","4050","4050"
"96646344","400","400","400"
"96648280","4200","4200","4200"
"96649432","750","750","750"
"96650448","4275","4275","4275"
"96650472","4350","4350","4350"
"96656088","750","750","750"
"96656488","4150","4150","4150"
"96657800","4525","4525","4525"
"96659000","4050","4050","4050"
"96659040","4175","4175","4175"
"96661056","4025","4025","4025"
"96662192","4350","4350","4350"
"96666992","4725","4725","4725"
"96668864","4250","4250","4250"
"96670192","4200","4200","4200"
"96670768","4125","4125","4125"
"96672616","4125","4125","4125"
"96673704","4100","4100","4100"
"96674216","700","700","700"
"96674456","4150","4150","4150"
"96675216","4175","4175","4175"
"96675712","4225","4225","4225"
"96676280","775","775","775"
"96680248","4250","4250","4250"
"96680680","4225","4225","4225"
"96681504","4125","4125","4125"
"96681664","4175","4175","4175"
"96681848","4400","4400","4400"
"96683456","800","800","800"
"96685440","775","775","775"
"96687032","4125","4125","4125"
"96688560","4675","4675","4675"
"96690248","3975","3975","3975"
"96690424","4150","4150","4150"
"96690872","4100","4100","4100"
"96691040","725","725","725"
"96691128","4075","4075","4075"
"96693504","4600","4600","4600"
"96693544","3975","3975","3975"
"96695024","4050","4050","4050"
"96695248","3925","3925","3925"
"96695608","4075","4075","4075"
"96699520","4050","4050","4050"
"96701080","4650","4650","4650"
"96701800","1150","1150","1150"
"96702640","4125","4125","4125"
"96704120","675","675","675"
"96704248","4100","4100","4100"
"96704432","4450","4450","4450"
"96705712","4000","4000","4000"
"96705960","4000","4000","4000"
"96707936","4175","4175","4175"
"96708256","4250","4250","4250"
"96710112","4675","4675","4675"
"96710520","4325","4325","4325"
"96710824","4200","4200","4200"
"96712808","4200","4200","4200"
"96715544","4225","4225","4225"
"96716600","4750","4750","4750"
"96716752","4075","4075","4075"
"96718216","750","750","750"
"96718920","4100","4100","4100"
"96720432","4175","4175","4175"
"96721848","4200","4200","4200"
"96722512","4250","4250","4250"
"96723936","4075","4075","4075"
"96724456","4150","4150","4150"
"96726624","4300","4300","4300"
"96727272","4200","4200","4200"
"96728032","775","775","775"
"96728392","4150","4150","4150"
"96728888","4250","4250","4250"
"96729920","4400","4400","4400"
"96731440","4150","4150","4150"
"96732136","750","750","750"
"96732408","3975","3975","3975"
"96733600","4350","4350","4350"
"96734192","4050","4050","4050"
"96736768","4100","4100","4100"
"96737160","4550","4550","4550"
"96737960","4300","4300","4300"
"96738680","4125","4125","4125"
"96739552","4325","4325","4325"
"96740088","4300","4300","4300"
"96741160","750","750","750"
"96741712","4050","4050","4050"
"96742920","4150","4150","4150"
"96743600","4125","4125","4125"
"96745200","4050","4050","4050"
"96746776","4550","4550","4550"
"96748160","650","650","650"
"96749496","4125","4125","4125"
"96750152","4100","4100","4100"
"96750712","750","750","750"
"96751320","4200","4200","4200"
"96752928","4750","4750","4750"
"96753760","4150","4150","4150"
"96754480","4750","4750","4750"
"96755496","4625","4625","4625"
"96756184","3950","3950","3950"
"96756672","800","800","800"
"96757640","4825","4825","4825"
"96759448","4250","4250","4250"
"96760384","4100","4100","4100"
"96761128","4175","4175","4175"
"96762304","1250","1250","1250"
"96763136","4825","4825","4825"
"96763496","675","675","675"
"96765232","425","425","425"
"96766424","575","575","575"
"96768152","4100","4100","4100"
"96770416","4000","4000","4000"
"96771424","4100","4100","4100"
"96771528","4375","4375","4375"
"96771720","4750","4750","4750"
"96774896","4100","4100","4100"
"96775088","775","775","775"
"96775104","4375","4375","4375"
"96775336","350","350","350"
"96778240","4350","4350","4350"
"96778880","4125","4125","4125"
"96782648","4100","4100","4100"
"96782952","4125","4125","4125"
"96782976","4725","4725","4725"
"96784304","4200","4200","4200"
"96784464","4200","4200","4200"
"96787368","3975","3975","3975"
"96787920","4125","4125","4125"
"96789448","4050","4050","4050"
"96790032","4300","4300","4300"
"96790728","4700","4700","4700"
"96792704","4125","4125","4125"
"96792840","4650","4650","4650"
"96793496","4150","4150","4150"
"96796872","700","700","700"
"96796896","4050","4050","4050"
"96797976","4125","4125","4125"
"96798392","4150","4150","4150"
"96799424","4850","4850","4850"
"96802016","4050","4050","4050"
"96803360","4275","4275","4275"
"96803584","4550","4550","4550"
"96803688","4175","4175","4175"
"96804240","4075","4075","4075"
"96804824","800","800","800"
"96805600","4300","4300","4300"
"96806720","3925","3925","3925"
"96808352","4000","4000","4000"
"96808656","4175","4175","4175"
"96810048","4225","4225","4225"
"96810224","4150","4150","4150"
"96810304","775","775","775"
"96811584","4250","4250","4250"
"96814104","4125","4125","4125"
"96814704","4150","4150","4150"
"96815008","4125","4125","4125"
"96816048","4225","4225","4225"
"96816304","4550","4550","4550"
"96816328","4050","4050","4050"
"96820176","4550","4550","4550"
"96820328","4175","4175","4175"
"96820808","4150","4150","4150"
"96821128","4075","4075","4075"
"96825720","4225","4225","4225"
"96826232","4250","4250","4250"
"96826808","4200","4200","4200"
"96830728","4350","4350","4350"
"96830928","4000","4000","4000"
"96833248","4150","4150","4150"
"96834040","4200","4200","4200"
"96835824","4025","4025","4025"
"96836112","4125","4125","4125"
"96836328","325","325","325"
"96840336","4175","4175","4175"
"96841792","4175","4175","4175"
"96842968","4750","4750","4750"
"96843384","4675","4675","4675"
"96844784","4050","4050","4050"
"96844984","700","700","700"
"96847136","750","750","750"
"96848872","4050","4050","4050"
"96848992","775","775","775"
"96849416","50","50","50"
"96850016","4100","4100","4100"
"96852264","4225","4225","4225"
"96852992","4050","4050","4050"
"96853104","4675","4675","4675"
"96854688","4100","4100","4100"
"96855008","4125","4125","4125"
"96856376","4200","4200","4200"
"96859088","4200","4200","4200"
"96860392","25","25","25"
"96862520","4250","4250","4250"
"96862608","4250","4250","4250"
"96864328","4150","4150","4150"
"96865088","4100","4100","4100"
"96865112","4200","4200","4200"
"96865616","4150","4150","4150"
"96866904","4225","4225","4225"
"96867904","4325","4325","4325"
"96868216","750","750","750"
"96868432","575","575","575"
"96868848","4250","4250","4250"
"96869064","4075","4075","4075"
"96870432","4275","4275","4275"
"96873144","4100","4100","4100"
"96873224","4150","4150","4150"
"96873464","4275","4275","4275"
"96873752","4225","4225","4225"
"96874248","4200","4200","4200"
"96875344","4150","4150","4150"
"96877752","4150","4150","4150"
"96879112","4300","4300","4300"
"96881912","4900","4900","4900"
"96882896","4075","4075","4075"
"96883592","4175","4175","4175"
"96884936","4175","4175","4175"
"96887296","650","650","650"
"96888208","4300","4300","4300"
"96888712","4300","4300","4300"
"96889072","4225","4225","4225"
"96889968","4150","4150","4150"
"96890000","4225","4225","4225"
"96893264","775","775","775"
"96893344","4175","4175","4175"
"96893504","4075","4075","4075"
"96893960","4750","4750","4750"
"96896272","750","750","750"
"96898280","4125","4125","4125"
"96901280","4075","4075","4075"
"96903272","4800","4800","4800"
"96904112","4100","4100","4100"
"96904248","4050","4050","4050"
"96906336","4175","4175","4175"
"96907792","4800","4800","4800"
"96907984","4250","4250","4250"
"96908384","4050","4050","4050"
"96908896","4225","4225","4225"
"96908992","4175","4175","4175"
"96909224","4750","4750","4750"
"96909272","750","750","750"
"96912568","3925","3925","3925"
"96912712","4100","4100","4100"
"96913456","4100","4100","4100"
"96914000","4175","4175","4175"
"96914272","5800","5800","5800"
"96916784","1200","1200","1200"
"96917480","4150","4150","4150"
"96919136","4600","4600","4600"
"96919368","775","775","775"
"96920320","4275","4275","4275"
"96920584","625","625","625"
"96921912","4050","4050","4050"
"96921944","4250","4250","4250"
"96922104","525","525","525"
"96924792","4250","4250","4250"
"96925760","700","700","700"
"96926072","750","750","750"
"96926600","4800","4800","4800"
"96927936","4150","4150","4150"
"96930016","4100","4100","4100"
"96930432","4100","4100","4100"
"96930544","4075","4075","4075"
"96931064","4275","4275","4275"
"96932776","4050","4050","4050"
"96935232","4025","4025","4025"
"96935472","4100","4100","4100"
"96935808","4250","4250","4250"
"96936936","4675","4675","4675"
"96938904","725","725","725"
"96938920","750","750","750"
"96940360","4125","4125","4125"
"96942504","4700","4700","4700"
"96943152","500","500","500"
"96943600","725","725","725"
"96944336","4325","4325","4325"
"96945216","4175","4175","4175"
"96945592","775","775","775"
"96946800","200","200","200"
"96948008","4225","4225","4225"
"96948544","4200","4200","4200"
"96949752","4125","4125","4125"
"96950480","4150","4150","4150"
"96950752","4200","4200","4200"
"96951688","775","775","775"
"96954496","4325","4325","4325"
"96955376","4250","4250","4250"
"96955440","4125","4125","4125"
"96957248","4125","4125","4125"
"96958704","4900","4900","4900"
"96959376","4125","4125","4125"
"96959528","775","775","775"
"96961528","4225","4225","4225"
"96962080","1275","1275","1275"
"96963528","4175","4175","4175"
"96963600","4150","4150","4150"
"96964096","4050","4050","4050"
"96964736","4250","4250","4250"
"96968168","4350","4350","4350"
"96970536","4175","4175","4175"
"96971136","4200","4200","4200"
"96971360","4250","4250","4250"
"96971688","4100","4100","4100"
"96973584","775","775","775"
"96974392","4300","4300","4300"
"96976624","4000","4000","4000"
"96976944","4675","4675","4675"
"96977192","4200","4200","4200"
"96978640","4125","4125","4125"
"96979400","4125","4125","4125"
"96980800","4100","4100","4100"
"96981112","3925","3925","3925"
"96981504","4150","4150","4150"
"96983816","4175","4175","4175"
"96986832","4125","4125","4125"
"96988896","4200","4200","4200"
"96989200","4225","4225","4225"
"96990384","750","750","750"
"96991888","4150","4150","4150"
"96992128","4550","4550","4550"
"96992984","4200","4200","4200"
"96994360","4750","4750","4750"
"96995584","4300","4300","4300"
"96997552","4150","4150","4150"
"96998792","4300","4300","4300"
"96999592","725","725","725"
"96999904","4225","4225","4225"
"97000024","4050","4050","4050"
"97002472","3975","3975","3975"
"97003136","4600","4600","4600"
"97004184","4175","4175","4175"
"97004224","4250","4250","4250"
"97004656","4175","4175","4175"
"97005176","4425","4425","4425"
"97007464","4075","4075","4075"
"97008184","4125","4125","4125"
"97009016","775","775","775"
"97009096","4125","4125","4125"
"97009424","4050","4050","4050"
"97009944","3925","3925","3925"
"97010160","4600","4600","4600"
"97011432","775","775","775"
"97012248","700","700","700"
"97012448","4150","4150","4150"
"97013088","700","700","700"
"97014384","4225","4225","4225"
"97016784","4225","4225","4225"
"97020976","4200","4200","4200"
"97021712","4175","4175","4175"
"97021872","4325","4325","4325"
"97022528","4125","4125","4125"
"97022888","4225","4225","4225"
"97023352","4100","4100","4100"
"97025112","4425","4425","4425"
"97025584","4100","4100","4100"
"97027144","4125","4125","4125"
"97027520","4225","4225","4225"
"97028192","4050","4050","4050"
"97030320","1250","1250","1250"
"97030672","5500","5500","5500"
"97031736","4325","4325","4325"
"97032624","4650","4650","4650"
"97032912","4250","4250","4250"
"97033064","4100","4100","4100"
"97034888","4250","4250","4250"
"97037200","4225","4225","4225"
"97037600","4125","4125","4125"
"97038752","4250","4250","4250"
"97040560","4300","4300","4300"
"97042448","1300","1300","1300"
"97042856","5250","5250","5250"
"97043352","700","700","700"
"97043752","4150","4150","4150"
"97044448","4075","4075","4075"
"97046520","4225","4225","4225"
"97047536","4075","4075","4075"
"97048136","4100","4100","4100"
"97048200","4225","4225","4225"
"97049048","4250","4250","4250"
"97052560","4225","4225","4225"
"97053480","800","800","800"
"97053664","4150","4150","4150"
"97055448","4225","4225","4225"
"97056096","775","775","775"
"97056448","4075","4075","4075"
"97057456","4125","4125","4125"
"97059256","4350","4350","4350"
"97061520","4350","4350","4350"
"97062632","800","800","800"
"97064440","425","425","425"
"97064912","4400","4400","4400"
"97066128","4150","4150","4150"
"97066216","775","775","775"
"97067992","4200","4200","4200"
"97068816","725","725","725"
"97072016","4550","4550","4550"
"97072288","4250","4250","4250"
"97073776","4100","4100","4100"
"97073920","4025","4025","4025"
"97074960","4200","4200","4200"
"97075376","4325","4325","4325"
"97076680","4050","4050","4050"
"97077440","4225","4225","4225"
"97078000","750","750","750"
"97079520","4200","4200","4200"
"97080128","4250","4250","4250"
"97082888","4275","4275","4275"
"97083112","4400","4400","4400"
"97084264","4850","4850","4850"
"97085272","3925","3925","3925"
"97087648","4100","4100","4100"
"97088776","4625","4625","4625"
"97089912","4625","4625","4625"
"97092304","4025","4025","4025"
"97092856","700","700","700"
"97093608","4175","4175","4175"
"97093664","4800","4800","4800"
"97093904","4300","4300","4300"
"97095616","4175","4175","4175"
"97095680","4500","4500","4500"
"97096216","425","425","425"
"97098808","4125","4125","4125"
"97099264","3975","3975","3975"
"97101792","4200","4200","4200"
"97101848","400","400","400"
"97101928","4150","4150","4150"
"97102496","4650","4650","4650"
"97104528","650","650","650"
"97105368","4225","4225","4225"
"97106328","4750","4750","4750"
"97107528","4650","4650","4650"
"97108248","4100","4100","4100"
"97108264","800","800","800"
"97110592","4200","4200","4200"
"97110896","800","800","800"
"97111984","4450","4450","4450"
"97112176","4150","4150","4150"
"97113728","4200","4200","4200"
"97116504","4300","4300","4300"
"97117752","1275","1275","1275"
"97120664","4175","4175","4175"
"97121432","4650","4650","4650"
"97121760","625","625","625"
"97122280","4250","4250","4250"
"97123064","4200","4200","4200"
"97123728","4175","4175","4175"
"97124048","4250","4250","4250"
"97127248","4875","4875","4875"
"97127336","4250","4250","4250"
"97128432","4250","4250","4250"
"97129392","4075","4075","4075"
"97129720","4200","4200","4200"
