"Step","a3c_Kangaroo_runseed=0 - training/episode/reward","a3c_Kangaroo_runseed=0 - training/episode/reward__MIN","a3c_Kangaroo_runseed=0 - training/episode/reward__MAX"
"56812000","1800","1800","1800"
"56815168","1400","1400","1400"
"56815456","1400","1400","1400"
"56817024","1800","1800","1800"
"56817408","1800","1800","1800"
"56821568","1600","1600","1600"
"56822016","1400","1400","1400"
"56822144","1800","1800","1800"
"56823808","1800","1800","1800"
"56823968","1800","1800","1800"
"56824224","800","800","800"
"56824576","1800","1800","1800"
"56825632","1800","1800","1800"
"56825888","1800","1800","1800"
"56826688","1800","1800","1800"
"56828544","1800","1800","1800"
"56829216","1800","1800","1800"
"56831040","1800","1800","1800"
"56831392","1800","1800","1800"
"56831616","1800","1800","1800"
"56832896","1600","1600","1600"
"56833728","1800","1800","1800"
"56834144","1800","1800","1800"
"56836064","1600","1600","1600"
"56836640","1400","1400","1400"
"56837216","1800","1800","1800"
"56838560","1800","1800","1800"
"56839104","1600","1600","1600"
"56842912","1800","1800","1800"
"56843776","1800","1800","1800"
"56843968","1800","1800","1800"
"56845920","1800","1800","1800"
"56846336","1800","1800","1800"
"56847232","1800","1800","1800"
"56850880","1800","1800","1800"
"56852032","1600","1600","1600"
"56852480","1800","1800","1800"
"56853088","1800","1800","1800"
"56853408","1800","1800","1800"
"56854624","1800","1800","1800"
"56855488","1800","1800","1800"
"56856576","1000","1000","1000"
"56858336","1800","1800","1800"
"56858848","1800","1800","1800"
"56860192","1800","1800","1800"
"56863776","1800","1800","1800"
"56867232","1800","1800","1800"
"56867488","1800","1800","1800"
"56867584","1800","1800","1800"
"56868064","1800","1800","1800"
"56869024","1800","1800","1800"
"56869312","1800","1800","1800"
"56869792","1800","1800","1800"
"56872480","1800","1800","1800"
"56874880","1800","1800","1800"
"56876000","1800","1800","1800"
"56876256","1800","1800","1800"
"56876416","1800","1800","1800"
"56876800","1800","1800","1800"
"56877152","1800","1800","1800"
"56877600","1800","1800","1800"
"56877760","1400","1400","1400"
"56878304","1800","1800","1800"
"56879424","1800","1800","1800"
"56879904","1800","1800","1800"
"56880480","1600","1600","1600"
"56882304","1800","1800","1800"
"56886304","1600","1600","1600"
"56886944","1800","1800","1800"
"56887296","1800","1800","1800"
"56888832","1800","1800","1800"
"56889856","1800","1800","1800"
"56890624","1800","1800","1800"
"56891392","1600","1600","1600"
"56893760","1800","1800","1800"
"56894272","1800","1800","1800"
"56895712","1800","1800","1800"
"56896928","1600","1600","1600"
"56897728","1800","1800","1800"
"56898464","1800","1800","1800"
"56898752","1800","1800","1800"
"56899392","1800","1800","1800"
"56900032","1800","1800","1800"
"56901088","1800","1800","1800"
"56901632","1800","1800","1800"
"56902080","1800","1800","1800"
"56903456","1800","1800","1800"
"56904000","1800","1800","1800"
"56907136","1800","1800","1800"
"56907936","1600","1600","1600"
"56908768","1800","1800","1800"
"56908928","1800","1800","1800"
"56910592","1800","1800","1800"
"56912288","1800","1800","1800"
"56912992","1800","1800","1800"
"56913792","1200","1200","1200"
"56915072","1000","1000","1000"
"56915424","1800","1800","1800"
"56915904","1200","1200","1200"
"56917472","1800","1800","1800"
"56918496","1600","1600","1600"
"56919488","1800","1800","1800"
"56920512","1800","1800","1800"
"56921856","1800","1800","1800"
"56921952","1800","1800","1800"
"56922688","1800","1800","1800"
"56923392","1600","1600","1600"
"56925056","1800","1800","1800"
"56925536","1800","1800","1800"
"56928928","1600","1600","1600"
"56929536","1800","1800","1800"
"56930368","1800","1800","1800"
"56930720","1800","1800","1800"
"56930848","1800","1800","1800"
"56932224","1800","1800","1800"
"56932640","1600","1600","1600"
"56932704","1800","1800","1800"
"56933920","1800","1800","1800"
"56934624","1800","1800","1800"
"56935424","1800","1800","1800"
"56937152","1800","1800","1800"
"56937504","1800","1800","1800"
"56938944","1600","1600","1600"
"56939232","1600","1600","1600"
"56939872","1800","1800","1800"
"56939904","1800","1800","1800"
"56940448","1400","1400","1400"
"56941120","1800","1800","1800"
"56942208","1800","1800","1800"
"56943680","1800","1800","1800"
"56943712","1800","1800","1800"
"56944448","1800","1800","1800"
"56945024","1800","1800","1800"
"56945152","1800","1800","1800"
"56947232","1800","1800","1800"
"56950688","1800","1800","1800"
"56951200","1800","1800","1800"
"56952000","1800","1800","1800"
"56952384","1800","1800","1800"
"56952416","1800","1800","1800"
"56953984","1800","1800","1800"
"56954208","1800","1800","1800"
"56954368","1800","1800","1800"
"56955648","1800","1800","1800"
"56955968","1800","1800","1800"
"56957184","1800","1800","1800"
"56958272","1800","1800","1800"
"56958752","1800","1800","1800"
"56959264","1800","1800","1800"
"56959968","400","400","400"
"56960576","1800","1800","1800"
"56960928","1400","1400","1400"
"56961440","1800","1800","1800"
"56961600","1800","1800","1800"
"56961824","1800","1800","1800"
"56962912","1800","1800","1800"
"56963968","1800","1800","1800"
"56964128","1800","1800","1800"
"56966656","1600","1600","1600"
"56968352","1200","1200","1200"
"56968928","1800","1800","1800"
"56972832","1800","1800","1800"
"56973760","1600","1600","1600"
"56974144","1800","1800","1800"
"56975584","1600","1600","1600"
"56976000","1800","1800","1800"
"56977248","1800","1800","1800"
"56977504","1600","1600","1600"
"56977888","1400","1400","1400"
"56980480","1800","1800","1800"
"56980960","1800","1800","1800"
"56982208","1800","1800","1800"
"56982592","1800","1800","1800"
"56983072","1200","1200","1200"
"56983104","1800","1800","1800"
"56983296","1800","1800","1800"
"56984352","1600","1600","1600"
"56985856","1800","1800","1800"
"56985952","1800","1800","1800"
"56990080","1800","1800","1800"
"56990720","1800","1800","1800"
"56994592","1600","1600","1600"
"56995520","1800","1800","1800"
"56997280","1800","1800","1800"
"56999008","1800","1800","1800"
"56999168","1800","1800","1800"
"57000512","1800","1800","1800"
"57001824","1200","1200","1200"
"57003840","1600","1600","1600"
"57004384","1800","1800","1800"
"57004736","1600","1600","1600"
"57004768","1800","1800","1800"
"57005056","1800","1800","1800"
"57005312","1800","1800","1800"
"57006112","1800","1800","1800"
"57007488","1600","1600","1600"
"57007712","1800","1800","1800"
"57009440","1800","1800","1800"
"57010112","1800","1800","1800"
"57010752","1800","1800","1800"
"57011840","1800","1800","1800"
"57015424","1400","1400","1400"
"57016192","1800","1800","1800"
"57017664","1800","1800","1800"
"57018880","1800","1800","1800"
"57019392","1800","1800","1800"
"57019456","1800","1800","1800"
"57019488","1800","1800","1800"
"57021120","1800","1800","1800"
"57022240","1800","1800","1800"
"57023456","1600","1600","1600"
"57023808","1600","1600","1600"
"57025472","1800","1800","1800"
"57026048","1600","1600","1600"
"57026528","1800","1800","1800"
"57026944","1800","1800","1800"
"57029056","1800","1800","1800"
"57029376","1600","1600","1600"
"57031808","1800","1800","1800"
"57032384","1800","1800","1800"
"57034112","1800","1800","1800"
"57034656","1800","1800","1800"
"57037184","1600","1600","1600"
"57037984","1800","1800","1800"
"57038720","1800","1800","1800"
"57039328","1800","1800","1800"
"57040768","1600","1600","1600"
"57041120","1800","1800","1800"
"57041248","1800","1800","1800"
"57042464","1800","1800","1800"
"57044288","800","800","800"
"57045280","1800","1800","1800"
"57045536","1800","1800","1800"
"57046176","1800","1800","1800"
"57047264","1800","1800","1800"
"57047648","1800","1800","1800"
"57048000","1800","1800","1800"
"57048672","1800","1800","1800"
"57049184","1400","1400","1400"
"57050784","1800","1800","1800"
"57052864","1800","1800","1800"
"57053440","1800","1800","1800"
"57055136","1800","1800","1800"
"57055872","1600","1600","1600"
"57056384","1800","1800","1800"
"57059712","1800","1800","1800"
"57059840","1200","1200","1200"
"57060256","1200","1200","1200"
"57060416","1800","1800","1800"
"57061120","1800","1800","1800"
"57061536","1200","1200","1200"
"57062368","1600","1600","1600"
"57062880","1800","1800","1800"
"57064512","1800","1800","1800"
"57065376","1800","1800","1800"
"57066304","1800","1800","1800"
"57066976","1600","1600","1600"
"57067168","1800","1800","1800"
"57067712","1800","1800","1800"
"57068896","1800","1800","1800"
"57069280","1800","1800","1800"
"57069504","1800","1800","1800"
"57069632","1800","1800","1800"
"57070336","1800","1800","1800"
"57071008","1800","1800","1800"
"57072416","1800","1800","1800"
"57074528","1800","1800","1800"
"57077632","1600","1600","1600"
"57078144","1800","1800","1800"
"57080512","1800","1800","1800"
"57081632","1800","1800","1800"
"57083328","1400","1400","1400"
"57084000","1800","1800","1800"
"57086976","1800","1800","1800"
"57088064","1800","1800","1800"
"57089312","1800","1800","1800"
"57089600","1800","1800","1800"
"57090688","1800","1800","1800"
"57090976","1600","1600","1600"
"57091264","1800","1800","1800"
"57092032","1800","1800","1800"
"57092576","1800","1800","1800"
"57094048","1800","1800","1800"
"57097472","1800","1800","1800"
"57103040","1800","1800","1800"
"57103264","1800","1800","1800"
"57103680","1800","1800","1800"
"57104416","1800","1800","1800"
"57104896","1800","1800","1800"
"57106016","1800","1800","1800"
"57106240","1200","1200","1200"
"57106272","1800","1800","1800"
"57108480","1400","1400","1400"
"57108608","1800","1800","1800"
"57111104","1800","1800","1800"
"57112992","1800","1800","1800"
"57113632","1600","1600","1600"
"57114336","1800","1800","1800"
"57116256","1800","1800","1800"
"57118624","1800","1800","1800"
"57119872","1800","1800","1800"
"57121056","1800","1800","1800"
"57121472","1800","1800","1800"
"57123968","1800","1800","1800"
"57124704","1800","1800","1800"
"57125184","1800","1800","1800"
"57126080","1800","1800","1800"
"57126560","1800","1800","1800"
"57127200","1800","1800","1800"
"57127680","1800","1800","1800"
"57127936","1800","1800","1800"
"57130304","1800","1800","1800"
"57130432","1800","1800","1800"
"57131264","1800","1800","1800"
"57132864","1600","1600","1600"
"57134144","1800","1800","1800"
"57134240","1800","1800","1800"
"57134624","1600","1600","1600"
"57135328","1800","1800","1800"
"57137568","1800","1800","1800"
"57137888","1800","1800","1800"
"57139584","1800","1800","1800"
"57140384","1800","1800","1800"
"57140768","1800","1800","1800"
"57141568","1600","1600","1600"
"57143296","1800","1800","1800"
"57146368","1600","1600","1600"
"57146912","1800","1800","1800"
"57147744","1800","1800","1800"
"57148192","1800","1800","1800"
"57148928","1600","1600","1600"
"57149184","1800","1800","1800"
"57149312","1800","1800","1800"
"57149376","1800","1800","1800"
"57149536","1800","1800","1800"
"57149568","1800","1800","1800"
"57152064","1800","1800","1800"
"57153120","1400","1400","1400"
"57154720","1800","1800","1800"
"57155936","1600","1600","1600"
"57155968","1800","1800","1800"
"57156000","1800","1800","1800"
"57156896","1200","1200","1200"
"57156992","1800","1800","1800"
"57157792","1800","1800","1800"
"57157824","1800","1800","1800"
"57159488","1800","1800","1800"
"57160320","1600","1600","1600"
"57162176","1800","1800","1800"
"57163136","1800","1800","1800"
"57165088","1800","1800","1800"
"57165568","1200","1200","1200"
"57167232","1800","1800","1800"
"57168736","1800","1800","1800"
"57169408","1800","1800","1800"
"57170080","600","600","600"
"57170464","1800","1800","1800"
"57170944","1600","1600","1600"
"57171040","1800","1800","1800"
"57171104","1800","1800","1800"
"57171136","1800","1800","1800"
"57171264","1800","1800","1800"
"57173600","1800","1800","1800"
"57174816","1800","1800","1800"
"57175968","1800","1800","1800"
"57176288","1800","1800","1800"
"57177696","1800","1800","1800"
"57181024","1800","1800","1800"
"57182048","1800","1800","1800"
"57183808","1800","1800","1800"
"57184192","1800","1800","1800"
"57184672","1800","1800","1800"
"57186912","1600","1600","1600"
"57187264","1800","1800","1800"
"57188864","1800","1800","1800"
"57189760","1800","1800","1800"
"57190112","1800","1800","1800"
"57190144","1800","1800","1800"
"57191744","1800","1800","1800"
"57192672","1800","1800","1800"
"57192896","1800","1800","1800"
"57196352","1800","1800","1800"
"57197632","1800","1800","1800"
"57198080","1800","1800","1800"
"57199232","1600","1600","1600"
"57200352","1800","1800","1800"
"57202752","1800","1800","1800"
"57203680","1800","1800","1800"
"57205984","1800","1800","1800"
"57206400","1800","1800","1800"
"57207136","1200","1200","1200"
"57208672","1800","1800","1800"
"57208864","1800","1800","1800"
"57211840","1800","1800","1800"
"57212192","1800","1800","1800"
"57212800","1800","1800","1800"
"57213536","1800","1800","1800"
"57213920","1800","1800","1800"
"57216832","1800","1800","1800"
"57217248","1800","1800","1800"
"57218080","1800","1800","1800"
"57219168","1800","1800","1800"
"57219424","1800","1800","1800"
"57219680","1800","1800","1800"
"57220864","1800","1800","1800"
"57221216","1800","1800","1800"
"57224384","1800","1800","1800"
"57225344","1600","1600","1600"
"57227008","1800","1800","1800"
"57227648","1800","1800","1800"
"57228032","1800","1800","1800"
"57228704","1800","1800","1800"
"57230464","1800","1800","1800"
"57231808","1800","1800","1800"
"57233664","1800","1800","1800"
"57233888","1800","1800","1800"
"57234496","1800","1800","1800"
"57235168","1800","1800","1800"
"57235616","1800","1800","1800"
"57236160","1800","1800","1800"
"57236256","1800","1800","1800"
"57238560","1800","1800","1800"
"57238976","1800","1800","1800"
"57239776","1600","1600","1600"
"57240800","1800","1800","1800"
"57241024","1800","1800","1800"
"57241216","1800","1800","1800"
"57241984","1200","1200","1200"
"57242400","1800","1800","1800"
"57243680","1600","1600","1600"
"57246240","1200","1200","1200"
"57246912","1800","1800","1800"
"57247872","1200","1200","1200"
"57248736","1800","1800","1800"
"57249248","1800","1800","1800"
"57252128","1600","1600","1600"
"57253056","1200","1200","1200"
"57253472","1800","1800","1800"
"57254112","1800","1800","1800"
"57255424","1800","1800","1800"
"57255488","2000","2000","2000"
"57255584","1400","1400","1400"
"57256128","1800","1800","1800"
"57257312","1800","1800","1800"
"57260320","1800","1800","1800"
"57261344","1800","1800","1800"
"57262592","1800","1800","1800"
"57263008","1800","1800","1800"
"57263776","1800","1800","1800"
"57264096","1800","1800","1800"
"57264672","1800","1800","1800"
"57265312","1800","1800","1800"
"57266016","1800","1800","1800"
"57266240","1800","1800","1800"
"57267904","1800","1800","1800"
"57268640","1800","1800","1800"
"57269536","1800","1800","1800"
"57269728","1800","1800","1800"
"57270880","1800","1800","1800"
"57272896","1200","1200","1200"
"57273888","1800","1800","1800"
"57274656","1800","1800","1800"
"57275200","1800","1800","1800"
"57275776","1800","1800","1800"
"57276960","1800","1800","1800"
"57277152","1800","1800","1800"
"57277184","1800","1800","1800"
"57278720","1800","1800","1800"
"57279392","1800","1800","1800"
"57282016","1600","1600","1600"
"57283040","1800","1800","1800"
"57284128","1800","1800","1800"
"57284160","1800","1800","1800"
"57286336","1800","1800","1800"
"57287776","1800","1800","1800"
"57287872","1800","1800","1800"
"57289216","1800","1800","1800"
"57290208","1800","1800","1800"
"57291328","1800","1800","1800"
"57291360","1600","1600","1600"
"57292064","1600","1600","1600"
"57292608","1800","1800","1800"
"57294592","1800","1800","1800"
"57296224","1800","1800","1800"
"57296928","1800","1800","1800"
"57298560","1800","1800","1800"
"57298752","1800","1800","1800"
"57298816","1800","1800","1800"
"57298912","1800","1800","1800"
"57300384","1800","1800","1800"
"57300512","1800","1800","1800"
"57303776","1800","1800","1800"
"57304064","1800","1800","1800"
"57304832","1800","1800","1800"
"57305888","1800","1800","1800"
"57306496","1800","1800","1800"
"57307328","1800","1800","1800"
"57308032","1800","1800","1800"
"57308672","1400","1400","1400"
"57308864","1200","1200","1200"
"57309408","1800","1800","1800"
"57310816","1600","1600","1600"
"57311296","1800","1800","1800"
"57312960","1800","1800","1800"
"57312992","1800","1800","1800"
"57313728","1800","1800","1800"
"57314240","1600","1600","1600"
"57316288","1200","1200","1200"
"57318688","1800","1800","1800"
"57320352","1800","1800","1800"
"57321056","1800","1800","1800"
"57322016","1800","1800","1800"
"57322240","1800","1800","1800"
"57322720","1600","1600","1600"
"57323808","1400","1400","1400"
"57327744","1600","1600","1600"
"57328128","1800","1800","1800"
"57329088","1800","1800","1800"
"57329760","1800","1800","1800"
"57330528","1800","1800","1800"
"57331040","1800","1800","1800"
"57332512","1800","1800","1800"
"57334656","1800","1800","1800"
"57336064","1800","1800","1800"
"57338080","1800","1800","1800"
"57338656","1200","1200","1200"
"57339584","1200","1200","1200"
"57339680","1800","1800","1800"
"57340448","1800","1800","1800"
"57342208","1800","1800","1800"
"57344032","1800","1800","1800"
"57344416","1800","1800","1800"
"57345568","1800","1800","1800"
"57348416","1800","1800","1800"
"57349248","1800","1800","1800"
"57349504","1800","1800","1800"
"57349696","1800","1800","1800"
"57350848","1600","1600","1600"
"57350912","1800","1800","1800"
"57351424","1800","1800","1800"
"57352224","1800","1800","1800"
"57352864","1800","1800","1800"
"57354304","1800","1800","1800"
"57355296","1800","1800","1800"
"57356256","1800","1800","1800"
"57357088","1800","1800","1800"
"57359520","1800","1800","1800"
"57360384","1800","1800","1800"
"57361344","1800","1800","1800"
"57362144","1800","1800","1800"
"57362624","1600","1600","1600"
"57363360","2000","2000","2000"
"57363744","1800","1800","1800"
"57363808","1600","1600","1600"
"57365824","1800","1800","1800"
"57366080","1800","1800","1800"
"57366944","1200","1200","1200"
"57367200","1800","1800","1800"
"57370912","1800","1800","1800"
"57372608","1800","1800","1800"
"57372960","1600","1600","1600"
"57373664","1400","1400","1400"
"57374528","1800","1800","1800"
"57376192","1600","1600","1600"
"57377824","1800","1800","1800"
"57378048","1600","1600","1600"
"57378720","1800","1800","1800"
"57379360","1800","1800","1800"
"57381216","1800","1800","1800"
"57381248","1800","1800","1800"
"57382176","1800","1800","1800"
"57383072","1800","1800","1800"
"57383776","1800","1800","1800"
"57385152","1800","1800","1800"
"57385504","1800","1800","1800"
"57387712","1800","1800","1800"
"57388704","1800","1800","1800"
"57388960","1800","1800","1800"
"57390720","1800","1800","1800"
"57392928","1800","1800","1800"
"57394752","1800","1800","1800"
"57395392","1800","1800","1800"
"57395872","1400","1400","1400"
"57396256","1800","1800","1800"
"57396416","1800","1800","1800"
"57397856","1800","1800","1800"
"57399840","1800","1800","1800"
"57400288","1800","1800","1800"
"57400512","1400","1400","1400"
"57401120","1800","1800","1800"
"57404768","1800","1800","1800"
"57405952","1800","1800","1800"
"57406880","1800","1800","1800"
"57407072","1800","1800","1800"
"57409312","1800","1800","1800"
"57410400","1800","1800","1800"
"57410656","1800","1800","1800"
"57412288","1800","1800","1800"
"57413408","1800","1800","1800"
"57414336","1800","1800","1800"
"57414720","1800","1800","1800"
"57415936","1800","1800","1800"
"57416000","1800","1800","1800"
"57416480","1800","1800","1800"
"57417056","1800","1800","1800"
"57417696","1800","1800","1800"
"57417984","1800","1800","1800"
"57418112","1800","1800","1800"
"57419520","1800","1800","1800"
"57421120","1800","1800","1800"
"57421440","1600","1600","1600"
"57421696","2000","2000","2000"
"57422208","1800","1800","1800"
"57422688","1200","1200","1200"
"57422720","1800","1800","1800"
"57424576","1800","1800","1800"
"57424736","1800","1800","1800"
"57425568","1800","1800","1800"
"57426560","1600","1600","1600"
"57427584","1800","1800","1800"
"57428480","1800","1800","1800"
"57428800","1800","1800","1800"
"57429024","1800","1800","1800"
"57432256","1800","1800","1800"
"57435232","1800","1800","1800"
"57436096","1800","1800","1800"
"57436448","1800","1800","1800"
"57437760","1600","1600","1600"
"57438112","1800","1800","1800"
"57438656","1800","1800","1800"
"57439424","1800","1800","1800"
"57439872","1800","1800","1800"
"57441120","1600","1600","1600"
"57441888","1800","1800","1800"
"57443264","1600","1600","1600"
"57443808","1600","1600","1600"
"57443936","1200","1200","1200"
"57444416","1800","1800","1800"
"57446240","1800","1800","1800"
"57446528","1800","1800","1800"
"57447168","1800","1800","1800"
"57448896","1800","1800","1800"
"57450784","1800","1800","1800"
"57452896","1800","1800","1800"
"57453920","1800","1800","1800"
"57453952","1800","1800","1800"
"57455520","1800","1800","1800"
"57457024","1800","1800","1800"
"57457856","1800","1800","1800"
"57458144","1800","1800","1800"
"57459488","1800","1800","1800"
"57459776","1800","1800","1800"
"57461504","1800","1800","1800"
"57462880","1800","1800","1800"
"57463552","1800","1800","1800"
"57464992","1800","1800","1800"
"57465024","1800","1800","1800"
"57465600","1800","1800","1800"
"57466176","1400","1400","1400"
"57467680","1200","1200","1200"
"57468352","1800","1800","1800"
"57470688","1800","1800","1800"
"57472512","1600","1600","1600"
"57474240","1600","1600","1600"
"57474656","1800","1800","1800"
"57475616","1800","1800","1800"
"57477312","1800","1800","1800"
"57478816","1800","1800","1800"
"57479488","1800","1800","1800"
"57481120","1800","1800","1800"
"57481280","1800","1800","1800"
"57481472","1800","1800","1800"
"57482048","1800","1800","1800"
"57482912","1800","1800","1800"
"57482976","1800","1800","1800"
"57483584","1200","1200","1200"
"57484640","1800","1800","1800"
"57486208","1800","1800","1800"
"57486720","1600","1600","1600"
"57487200","1800","1800","1800"
"57487840","1800","1800","1800"
"57488160","1800","1800","1800"
"57489472","1800","1800","1800"
"57490048","1800","1800","1800"
"57490496","1800","1800","1800"
"57494208","1600","1600","1600"
"57497408","1800","1800","1800"
"57499072","1800","1800","1800"
"57500608","1800","1800","1800"
"57501568","1800","1800","1800"
"57502944","1800","1800","1800"
"57503232","1800","1800","1800"
"57503840","1800","1800","1800"
"57504032","1400","1400","1400"
"57504256","1000","1000","1000"
"57504768","1800","1800","1800"
"57505280","1800","1800","1800"
"57508352","1800","1800","1800"
"57508928","1600","1600","1600"
"57508960","1800","1800","1800"
"57509600","1800","1800","1800"
"57511200","1800","1800","1800"
"57511488","1800","1800","1800"
"57512128","1800","1800","1800"
"57513920","1800","1800","1800"
"57515968","1800","1800","1800"
"57517888","1800","1800","1800"
"57518976","1800","1800","1800"
"57519136","1800","1800","1800"
"57520736","1600","1600","1600"
"57524384","1800","1800","1800"
"57524544","1800","1800","1800"
"57524576","1800","1800","1800"
"57525024","1800","1800","1800"
"57525568","1800","1800","1800"
"57525696","1800","1800","1800"
"57526464","1800","1800","1800"
"57526560","1800","1800","1800"
"57526944","1800","1800","1800"
"57530112","1800","1800","1800"
"57530272","1800","1800","1800"
"57531392","1800","1800","1800"
"57531520","1800","1800","1800"
"57532928","1800","1800","1800"
"57532960","1800","1800","1800"
"57533216","1800","1800","1800"
"57535584","1800","1800","1800"
"57535712","1800","1800","1800"
"57537792","1800","1800","1800"
"57539648","1800","1800","1800"
"57540672","1800","1800","1800"
"57542368","1800","1800","1800"
"57544960","1800","1800","1800"
"57546112","1800","1800","1800"
"57546208","1800","1800","1800"
"57547200","1200","1200","1200"
"57547456","1800","1800","1800"
"57547520","1800","1800","1800"
"57548160","1800","1800","1800"
"57548288","1800","1800","1800"
"57551840","1800","1800","1800"
"57552032","1800","1800","1800"
"57552320","1800","1800","1800"
"57552416","1800","1800","1800"
"57553216","1800","1800","1800"
"57554592","1800","1800","1800"
"57554752","1800","1800","1800"
"57555552","1800","1800","1800"
"57558944","1400","1400","1400"
"57559456","1800","1800","1800"
"57562368","1200","1200","1200"
"57562624","1800","1800","1800"
"57563424","1800","1800","1800"
"57564032","1800","1800","1800"
"57565248","1200","1200","1200"
"57568224","1800","1800","1800"
"57568320","1800","1800","1800"
"57568960","1800","1800","1800"
"57570368","1600","1600","1600"
"57573504","1800","1800","1800"
"57573760","1600","1600","1600"
"57574816","1800","1800","1800"
"57574944","1800","1800","1800"
"57576544","1800","1800","1800"
"57577184","1800","1800","1800"
"57578336","2000","2000","2000"
"57578464","2000","2000","2000"
"57579104","1800","1800","1800"
"57580672","1800","1800","1800"
"57584224","1800","1800","1800"
"57589504","1800","1800","1800"
"57589760","1800","1800","1800"
"57589824","1600","1600","1600"
"57589952","1800","1800","1800"
"57590496","1800","1800","1800"
"57590688","1800","1800","1800"
"57590784","1800","1800","1800"
"57590848","1800","1800","1800"
"57591584","1200","1200","1200"
"57595200","1800","1800","1800"
"57595520","1800","1800","1800"
"57595552","1800","1800","1800"
"57596544","1600","1600","1600"
"57596640","1800","1800","1800"
"57598208","1800","1800","1800"
"57598912","1800","1800","1800"
"57600064","1600","1600","1600"
"57600160","1800","1800","1800"
"57600736","1400","1400","1400"
"57602464","1800","1800","1800"
"57605888","1800","1800","1800"
"57606048","1800","1800","1800"
"57606944","1600","1600","1600"
"57607392","1800","1800","1800"
"57608640","1800","1800","1800"
"57608864","1800","1800","1800"
"57611424","1800","1800","1800"
"57611552","1800","1800","1800"
"57611744","1800","1800","1800"
"57612224","1800","1800","1800"
"57612480","1800","1800","1800"
"57613216","1800","1800","1800"
"57613248","1600","1600","1600"
"57616992","1800","1800","1800"
"57617248","1600","1600","1600"
"57617824","1200","1200","1200"
"57618368","1800","1800","1800"
"57618496","1200","1200","1200"
"57619840","1800","1800","1800"
"57620032","1800","1800","1800"
"57620384","2000","2000","2000"
"57620704","1600","1600","1600"
"57621696","1800","1800","1800"
"57624320","1800","1800","1800"
"57625376","1800","1800","1800"
"57627648","1800","1800","1800"
"57628576","1800","1800","1800"
"57629056","1800","1800","1800"
"57630592","1800","1800","1800"
"57633088","1800","1800","1800"
"57633536","1600","1600","1600"
"57633920","1600","1600","1600"
"57634144","1800","1800","1800"
"57635008","1800","1800","1800"
"57635168","1800","1800","1800"
"57638624","1800","1800","1800"
"57638976","1800","1800","1800"
"57639456","1600","1600","1600"
"57641024","1800","1800","1800"
"57641664","1200","1200","1200"
"57641984","1800","1800","1800"
"57642400","1800","1800","1800"
"57645888","1800","1800","1800"
"57647104","1800","1800","1800"
"57649248","1800","1800","1800"
"57649408","1800","1800","1800"
"57650272","1800","1800","1800"
"57650752","1800","1800","1800"
"57652032","1800","1800","1800"
"57652160","1800","1800","1800"
"57654848","1800","1800","1800"
"57654976","1600","1600","1600"
"57655008","1800","1800","1800"
"57655040","1600","1600","1600"
"57655648","1800","1800","1800"
"57655680","1600","1600","1600"
"57655776","1800","1800","1800"
"57656000","1800","1800","1800"
"57656608","1800","1800","1800"
"57656864","1800","1800","1800"
"57659712","1400","1400","1400"
"57660416","1800","1800","1800"
"57660640","1800","1800","1800"
"57661216","1800","1800","1800"
"57661792","1200","1200","1200"
"57663136","1200","1200","1200"
"57663328","1800","1800","1800"
"57667456","1800","1800","1800"
"57668672","1800","1800","1800"
"57670976","1800","1800","1800"
"57671104","1600","1600","1600"
"57672032","1800","1800","1800"
"57672480","1800","1800","1800"
"57673856","1800","1800","1800"
"57676544","1800","1800","1800"
"57676608","1800","1800","1800"
"57676672","1800","1800","1800"
"57676800","1800","1800","1800"
"57677280","1600","1600","1600"
"57677696","1800","1800","1800"
"57678240","1800","1800","1800"
"57678560","1800","1800","1800"
"57679488","1800","1800","1800"
"57682400","1800","1800","1800"
"57682912","1600","1600","1600"
"57683648","1800","1800","1800"
"57684352","1800","1800","1800"
"57684768","1800","1800","1800"
"57684896","1800","1800","1800"
"57684960","1800","1800","1800"
"57686656","1600","1600","1600"
"57688992","1800","1800","1800"
"57690272","1800","1800","1800"
"57692608","1800","1800","1800"
"57694144","1800","1800","1800"
"57695040","1200","1200","1200"
"57695648","1800","1800","1800"
"57698304","1800","1800","1800"
"57698336","1600","1600","1600"
"57698368","1600","1600","1600"
"57699072","1800","1800","1800"
"57700224","1600","1600","1600"
"57700256","1800","1800","1800"
"57701120","1800","1800","1800"
"57705280","1800","1800","1800"
"57705344","1800","1800","1800"
"57706464","1800","1800","1800"
"57708352","1800","1800","1800"
"57710784","1800","1800","1800"
"57711936","1800","1800","1800"
"57712960","1200","1200","1200"
"57714368","1600","1600","1600"
"57714400","1800","1800","1800"
"57715328","1800","1800","1800"
"57715808","1800","1800","1800"
"57715968","1200","1200","1200"
"57716672","1600","1600","1600"
"57717216","1800","1800","1800"
"57720000","1800","1800","1800"
"57720800","1800","1800","1800"
"57721664","1800","1800","1800"
"57722912","1800","1800","1800"
"57726880","1800","1800","1800"
"57727872","1800","1800","1800"
"57728032","1800","1800","1800"
"57728064","1800","1800","1800"
"57728288","1800","1800","1800"
"57728736","1800","1800","1800"
"57732576","1400","1400","1400"
"57733632","1800","1800","1800"
"57736000","1800","1800","1800"
"57736032","1800","1800","1800"
"57737664","1800","1800","1800"
"57738976","1800","1800","1800"
"57741600","1800","1800","1800"
"57741728","1800","1800","1800"
"57741856","1800","1800","1800"
"57742432","1800","1800","1800"
