"Step","a3c_Kangaroo_runseed=0 - training/episode/reward","a3c_Kangaroo_runseed=0 - training/episode/reward__MIN","a3c_Kangaroo_runseed=0 - training/episode/reward__MAX"
"15552256","1800","1800","1800"
"15552832","1400","1400","1400"
"15553248","1800","1800","1800"
"15555360","1800","1800","1800"
"15556352","1800","1800","1800"
"15556640","1200","1200","1200"
"15557504","1800","1800","1800"
"15558304","1800","1800","1800"
"15559296","1800","1800","1800"
"15559584","2000","2000","2000"
"15561920","1000","1000","1000"
"15562304","1600","1600","1600"
"15563072","1800","1800","1800"
"15563616","1800","1800","1800"
"15563712","1600","1600","1600"
"15564128","1600","1600","1600"
"15564512","1600","1600","1600"
"15566272","1600","1600","1600"
"15566624","1800","1800","1800"
"15568160","1600","1600","1600"
"15568608","1600","1600","1600"
"15569440","1400","1400","1400"
"15569792","1800","1800","1800"
"15573920","1800","1800","1800"
"15574560","1600","1600","1600"
"15576576","1600","1600","1600"
"15576928","1800","1800","1800"
"15578304","1600","1600","1600"
"15579200","1800","1800","1800"
"15580032","1800","1800","1800"
"15580992","1800","1800","1800"
"15581056","1800","1800","1800"
"15581312","1200","1200","1200"
"15581344","1800","1800","1800"
"15584704","1600","1600","1600"
"15585312","1200","1200","1200"
"15585792","1800","1800","1800"
"15586112","1400","1400","1400"
"15587424","2000","2000","2000"
"15588096","1600","1600","1600"
"15589984","1800","1800","1800"
"15590432","1800","1800","1800"
"15590752","1800","1800","1800"
"15591040","1600","1600","1600"
"15591520","1800","1800","1800"
"15592224","1400","1400","1400"
"15596800","1800","1800","1800"
"15598624","1800","1800","1800"
"15598656","1800","1800","1800"
"15598848","1600","1600","1600"
"15599680","1800","1800","1800"
"15600000","1600","1600","1600"
"15601408","1000","1000","1000"
"15602656","1600","1600","1600"
"15605376","1600","1600","1600"
"15605536","1200","1200","1200"
"15606496","1800","1800","1800"
"15607456","1800","1800","1800"
"15608096","1200","1200","1200"
"15609280","1600","1600","1600"
"15611424","1800","1800","1800"
"15611584","1800","1800","1800"
"15612896","1600","1600","1600"
"15613760","1600","1600","1600"
"15617312","1800","1800","1800"
"15618240","1600","1600","1600"
"15619968","1800","1800","1800"
"15620064","1600","1600","1600"
"15620384","1800","1800","1800"
"15620672","1200","1200","1200"
"15620896","1400","1400","1400"
"15621376","1800","1800","1800"
"15622720","1800","1800","1800"
"15624384","1800","1800","1800"
"15624704","1600","1600","1600"
"15626944","1800","1800","1800"
"15627264","1800","1800","1800"
"15628320","1800","1800","1800"
"15628352","1600","1600","1600"
"15629216","1800","1800","1800"
"15629664","1800","1800","1800"
"15629920","1600","1600","1600"
"15633152","1600","1600","1600"
"15633248","1800","1800","1800"
"15633792","1800","1800","1800"
"15634432","1600","1600","1600"
"15635456","1800","1800","1800"
"15639008","1600","1600","1600"
"15640576","1400","1400","1400"
"15641888","1600","1600","1600"
"15642272","1800","1800","1800"
"15642432","1800","1800","1800"
"15643488","1800","1800","1800"
"15644480","1800","1800","1800"
"15644992","1600","1600","1600"
"15645216","1800","1800","1800"
"15645984","1800","1800","1800"
"15646016","1600","1600","1600"
"15648640","1800","1800","1800"
"15650016","1600","1600","1600"
"15651136","1600","1600","1600"
"15651168","1600","1600","1600"
"15651904","1200","1200","1200"
"15654912","1800","1800","1800"
"15654944","1600","1600","1600"
"15656128","1600","1600","1600"
"15657056","600","600","600"
"15662240","1800","1800","1800"
"15663328","1800","1800","1800"
"15663680","1800","1800","1800"
"15664096","1600","1600","1600"
"15664128","1800","1800","1800"
"15664832","1600","1600","1600"
"15666720","1800","1800","1800"
"15666784","1800","1800","1800"
"15667616","1800","1800","1800"
"15667776","1800","1800","1800"
"15669824","1800","1800","1800"
"15670304","1800","1800","1800"
"15670592","1600","1600","1600"
"15671648","1800","1800","1800"
"15672384","1800","1800","1800"
"15672896","1800","1800","1800"
"15673280","1400","1400","1400"
"15673696","1600","1600","1600"
"15674336","1800","1800","1800"
"15676544","1600","1600","1600"
"15676608","1800","1800","1800"
"15677248","1400","1400","1400"
"15677312","800","800","800"
"15677856","1600","1600","1600"
"15678816","1800","1800","1800"
"15683104","1400","1400","1400"
"15685216","1600","1600","1600"
"15685760","1600","1600","1600"
"15685824","1600","1600","1600"
"15688064","1200","1200","1200"
"15688576","1800","1800","1800"
"15689568","1800","1800","1800"
"15691616","1800","1800","1800"
"15694112","1600","1600","1600"
"15694560","1600","1600","1600"
"15694624","1800","1800","1800"
"15694720","1200","1200","1200"
"15694912","1200","1200","1200"
"15698336","1800","1800","1800"
"15699584","1800","1800","1800"
"15700480","1800","1800","1800"
"15700608","1600","1600","1600"
"15700800","1200","1200","1200"
"15704736","1400","1400","1400"
"15706880","1800","1800","1800"
"15707584","1800","1800","1800"
"15709792","1800","1800","1800"
"15710368","1600","1600","1600"
"15712096","1200","1200","1200"
"15713248","1200","1200","1200"
"15715040","1800","1800","1800"
"15715840","1800","1800","1800"
"15716192","1800","1800","1800"
"15716288","1800","1800","1800"
"15716640","1800","1800","1800"
"15716736","1800","1800","1800"
"15717248","1800","1800","1800"
"15719968","1400","1400","1400"
"15720032","1800","1800","1800"
"15721344","1600","1600","1600"
"15722272","1200","1200","1200"
"15722592","1600","1600","1600"
"15724224","1800","1800","1800"
"15725952","1800","1800","1800"
"15725984","1600","1600","1600"
"15726464","1600","1600","1600"
"15728928","1600","1600","1600"
"15729024","1600","1600","1600"
"15729248","1600","1600","1600"
"15729472","800","800","800"
"15731712","1600","1600","1600"
"15732064","1600","1600","1600"
"15732576","1600","1600","1600"
"15732704","1600","1600","1600"
"15734944","1800","1800","1800"
"15735456","1800","1800","1800"
"15736704","1600","1600","1600"
"15737824","1800","1800","1800"
"15737952","1400","1400","1400"
"15738496","1600","1600","1600"
"15738816","1600","1600","1600"
"15741600","1600","1600","1600"
"15741664","1800","1800","1800"
"15741760","1600","1600","1600"
"15743744","1400","1400","1400"
"15746048","1600","1600","1600"
"15748096","1800","1800","1800"
"15750208","1800","1800","1800"
"15750464","1800","1800","1800"
"15750496","1600","1600","1600"
"15750848","1800","1800","1800"
"15751200","1800","1800","1800"
"15752960","1600","1600","1600"
"15752992","1800","1800","1800"
"15753536","1800","1800","1800"
"15753632","1800","1800","1800"
"15754400","1800","1800","1800"
"15754496","1800","1800","1800"
"15758528","1800","1800","1800"
"15759008","1600","1600","1600"
"15759616","1800","1800","1800"
"15759680","1800","1800","1800"
"15760064","1800","1800","1800"
"15760256","1800","1800","1800"
"15760448","1800","1800","1800"
"15760928","1400","1400","1400"
"15763200","1600","1600","1600"
"15763392","1600","1600","1600"
"15764704","1800","1800","1800"
"15765696","1600","1600","1600"
"15767680","1800","1800","1800"
"15769728","1800","1800","1800"
"15770400","1200","1200","1200"
"15771616","1400","1400","1400"
"15772192","1600","1600","1600"
"15772352","1800","1800","1800"
"15772768","1800","1800","1800"
"15774624","1800","1800","1800"
"15775168","1600","1600","1600"
"15776288","1800","1800","1800"
"15778912","1800","1800","1800"
"15780256","1800","1800","1800"
"15781248","1800","1800","1800"
"15781856","1800","1800","1800"
"15782176","1800","1800","1800"
"15782496","1800","1800","1800"
"15785024","1600","1600","1600"
"15785056","1800","1800","1800"
"15786432","1600","1600","1600"
"15787296","1800","1800","1800"
"15789312","1800","1800","1800"
"15791040","1800","1800","1800"
"15793280","1800","1800","1800"
"15794048","1600","1600","1600"
"15794496","1800","1800","1800"
"15796256","1600","1600","1600"
"15796480","800","800","800"
"15797056","1800","1800","1800"
"15797920","1800","1800","1800"
"15799840","1800","1800","1800"
"15802464","1600","1600","1600"
"15803488","1800","1800","1800"
"15804192","1800","1800","1800"
"15806752","1800","1800","1800"
"15806976","1800","1800","1800"
"15808800","1600","1600","1600"
"15813120","2000","2000","2000"
"15815104","1800","1800","1800"
"15815136","1800","1800","1800"
"15815456","1600","1600","1600"
"15815680","1800","1800","1800"
"15815744","1600","1600","1600"
"15818048","1800","1800","1800"
"15818112","1800","1800","1800"
"15818144","1800","1800","1800"
"15819616","1800","1800","1800"
"15820576","1800","1800","1800"
"15821632","1800","1800","1800"
"15824160","1400","1400","1400"
"15824672","1400","1400","1400"
"15824992","1800","1800","1800"
"15825184","1800","1800","1800"
"15825440","1600","1600","1600"
"15828384","1800","1800","1800"
"15828640","1800","1800","1800"
"15830528","1800","1800","1800"
"15832064","1800","1800","1800"
"15832960","1200","1200","1200"
"15834752","1800","1800","1800"
"15834912","1800","1800","1800"
"15835360","1800","1800","1800"
"15836832","1600","1600","1600"
"15837280","1800","1800","1800"
"15837376","1800","1800","1800"
"15837952","1800","1800","1800"
"15839680","1600","1600","1600"
"15840032","1400","1400","1400"
"15840416","1800","1800","1800"
"15841824","2000","2000","2000"
"15842720","800","800","800"
"15842912","1200","1200","1200"
"15846752","1600","1600","1600"
"15847488","1800","1800","1800"
"15849696","1400","1400","1400"
"15850112","1800","1800","1800"
"15850208","1800","1800","1800"
"15850464","1200","1200","1200"
"15851712","1800","1800","1800"
"15853664","1800","1800","1800"
"15854144","1400","1400","1400"
"15854432","1800","1800","1800"
"15856384","1800","1800","1800"
"15856736","1800","1800","1800"
"15858592","1800","1800","1800"
"15858880","1800","1800","1800"
"15859200","1400","1400","1400"
"15859712","1800","1800","1800"
"15861824","1800","1800","1800"
"15862880","1800","1800","1800"
"15862976","1800","1800","1800"
"15864416","1800","1800","1800"
"15864512","1800","1800","1800"
"15864896","1800","1800","1800"
"15867584","1800","1800","1800"
"15869120","1800","1800","1800"
"15870016","1800","1800","1800"
"15871744","1600","1600","1600"
"15872064","1200","1200","1200"
"15874688","1800","1800","1800"
"15875296","1800","1800","1800"
"15875616","1600","1600","1600"
"15878048","1600","1600","1600"
"15878688","1400","1400","1400"
"15880320","1800","1800","1800"
"15880544","1800","1800","1800"
"15881472","1800","1800","1800"
"15882304","1400","1400","1400"
"15882720","1800","1800","1800"
"15883296","1800","1800","1800"
"15883840","1600","1600","1600"
"15884608","1800","1800","1800"
"15885152","1800","1800","1800"
"15886176","1800","1800","1800"
"15886624","1800","1800","1800"
"15888160","2000","2000","2000"
"15890912","1800","1800","1800"
"15893088","1600","1600","1600"
"15893792","1800","1800","1800"
"15895520","1800","1800","1800"
"15896928","1800","1800","1800"
"15897152","1800","1800","1800"
"15897440","1800","1800","1800"
"15899584","1200","1200","1200"
"15899680","1800","1800","1800"
"15900320","1600","1600","1600"
"15900416","1800","1800","1800"
"15902176","1800","1800","1800"
"15902528","1800","1800","1800"
"15903200","1800","1800","1800"
"15904448","1800","1800","1800"
"15904864","1800","1800","1800"
"15905120","1800","1800","1800"
"15907776","1800","1800","1800"
"15908384","1800","1800","1800"
"15909856","1800","1800","1800"
"15912704","1800","1800","1800"
"15914624","1200","1200","1200"
"15917632","2000","2000","2000"
"15918720","1800","1800","1800"
"15919136","1800","1800","1800"
"15921344","1600","1600","1600"
"15921664","1600","1600","1600"
"15921792","1200","1200","1200"
"15922720","1400","1400","1400"
"15923808","1800","1800","1800"
"15924128","1800","1800","1800"
"15925728","1600","1600","1600"
"15926336","1600","1600","1600"
"15928480","1600","1600","1600"
"15928832","1800","1800","1800"
"15931424","1400","1400","1400"
"15934336","1800","1800","1800"
"15934656","1600","1600","1600"
"15936576","1400","1400","1400"
"15936960","1800","1800","1800"
"15938208","1200","1200","1200"
"15938944","1400","1400","1400"
"15940672","1000","1000","1000"
"15942944","1600","1600","1600"
"15943040","1200","1200","1200"
"15943232","1600","1600","1600"
"15945536","1800","1800","1800"
"15945632","1600","1600","1600"
"15945760","1600","1600","1600"
"15947520","1200","1200","1200"
"15947584","1600","1600","1600"
"15948160","1600","1600","1600"
"15948672","1600","1600","1600"
"15949920","1400","1400","1400"
"15950656","1200","1200","1200"
"15951168","1800","1800","1800"
"15951680","1600","1600","1600"
"15956800","1800","1800","1800"
"15957952","1800","1800","1800"
"15958304","1800","1800","1800"
"15959936","1800","1800","1800"
"15961216","1600","1600","1600"
"15961728","1600","1600","1600"
"15962336","1800","1800","1800"
"15963008","1800","1800","1800"
"15964736","1600","1600","1600"
"15964896","1600","1600","1600"
"15965536","1800","1800","1800"
"15967008","1400","1400","1400"
"15967264","1600","1600","1600"
"15967968","1200","1200","1200"
"15969184","1800","1800","1800"
"15970336","1400","1400","1400"
"15970464","1800","1800","1800"
"15971136","1400","1400","1400"
"15976416","1400","1400","1400"
"15977696","1800","1800","1800"
"15979648","1800","1800","1800"
"15979904","1800","1800","1800"
"15979968","1400","1400","1400"
"15981664","1800","1800","1800"
"15983424","1600","1600","1600"
"15984608","1600","1600","1600"
"15986112","1800","1800","1800"
"15986528","1600","1600","1600"
"15986560","1600","1600","1600"
"15987136","1800","1800","1800"
"15987200","1800","1800","1800"
"15988576","1800","1800","1800"
"15988928","1800","1800","1800"
"15989056","1800","1800","1800"
"15989472","1600","1600","1600"
"15992960","1800","1800","1800"
"15993856","1600","1600","1600"
"15994496","1800","1800","1800"
"15998176","1800","1800","1800"
"15999264","1600","1600","1600"
"15999296","1800","1800","1800"
"15999872","1800","1800","1800"
"16000000","1800","1800","1800"
"16001376","1800","1800","1800"
"16001664","1600","1600","1600"
"16003424","1800","1800","1800"
"16004640","1800","1800","1800"
"16005024","1800","1800","1800"
"16005376","1200","1200","1200"
"16005728","1800","1800","1800"
"16005952","800","800","800"
"16007776","1600","1600","1600"
"16008352","1600","1600","1600"
"16008864","1800","1800","1800"
"16009024","1800","1800","1800"
"16010336","1600","1600","1600"
"16010784","1800","1800","1800"
"16011168","1800","1800","1800"
"16013792","1800","1800","1800"
"16014656","1800","1800","1800"
"16014752","1800","1800","1800"
"16015648","1800","1800","1800"
"16019904","1800","1800","1800"
"16021216","1000","1000","1000"
"16021600","1800","1800","1800"
"16023456","1800","1800","1800"
"16023744","1600","1600","1600"
"16025280","1600","1600","1600"
"16025312","1600","1600","1600"
"16026944","1800","1800","1800"
"16027456","1800","1800","1800"
"16027744","1600","1600","1600"
"16027776","1600","1600","1600"
"16028480","1800","1800","1800"
"16029408","1600","1600","1600"
"16030016","1600","1600","1600"
"16030528","1600","1600","1600"
"16032032","1800","1800","1800"
"16032096","1600","1600","1600"
"16032288","1800","1800","1800"
"16032384","1600","1600","1600"
"16032800","1800","1800","1800"
"16033664","1200","1200","1200"
"16036288","1600","1600","1600"
"16036384","1800","1800","1800"
"16037216","1600","1600","1600"
"16043392","1800","1800","1800"
"16044832","1800","1800","1800"
"16045536","1800","1800","1800"
"16046912","1400","1400","1400"
"16047040","1800","1800","1800"
"16048512","1800","1800","1800"
"16048608","1800","1800","1800"
"16049056","1800","1800","1800"
"16049312","1800","1800","1800"
"16049408","1800","1800","1800"
"16049536","1600","1600","1600"
"16050240","1800","1800","1800"
"16051584","1400","1400","1400"
"16051840","1600","1600","1600"
"16052224","1800","1800","1800"
"16053632","1800","1800","1800"
"16053792","1800","1800","1800"
"16053824","1200","1200","1200"
"16054432","1800","1800","1800"
"16054528","1800","1800","1800"
"16057152","1800","1800","1800"
"16058080","1600","1600","1600"
"16058944","1800","1800","1800"
"16062016","1600","1600","1600"
"16063328","1800","1800","1800"
"16064480","1800","1800","1800"
"16064704","1800","1800","1800"
"16064960","1800","1800","1800"
"16066432","1600","1600","1600"
"16067264","1800","1800","1800"
"16067936","1400","1400","1400"
"16068064","1200","1200","1200"
"16068672","1800","1800","1800"
"16070976","1800","1800","1800"
"16073376","1800","1800","1800"
"16073504","1600","1600","1600"
"16073856","1800","1800","1800"
"16075392","1800","1800","1800"
"16075520","1800","1800","1800"
"16075584","1800","1800","1800"
"16076224","1800","1800","1800"
"16077120","1800","1800","1800"
"16080672","1600","1600","1600"
"16086048","1800","1800","1800"
"16086272","1800","1800","1800"
"16086752","1400","1400","1400"
"16087072","1800","1800","1800"
"16088192","1800","1800","1800"
"16088256","1800","1800","1800"
"16090368","1600","1600","1600"
"16092544","1800","1800","1800"
"16092576","1600","1600","1600"
"16092832","1400","1400","1400"
"16094464","1800","1800","1800"
"16095264","1800","1800","1800"
"16095648","1800","1800","1800"
"16097152","1800","1800","1800"
"16097248","1800","1800","1800"
"16097312","1800","1800","1800"
"16097856","1800","1800","1800"
"16097984","1600","1600","1600"
"16100576","1800","1800","1800"
"16101280","1800","1800","1800"
"16105440","1800","1800","1800"
"16107744","1800","1800","1800"
"16107872","1800","1800","1800"
"16108128","1600","1600","1600"
"16109536","1400","1400","1400"
"16109856","1600","1600","1600"
"16109888","1800","1800","1800"
"16111872","1800","1800","1800"
"16112160","1800","1800","1800"
"16112896","1600","1600","1600"
"16113376","1800","1800","1800"
"16114176","1600","1600","1600"
"16114432","1800","1800","1800"
"16115840","1200","1200","1200"
"16117440","1800","1800","1800"
"16118368","1800","1800","1800"
"16118816","1800","1800","1800"
"16119040","1800","1800","1800"
"16119104","1600","1600","1600"
"16119232","1800","1800","1800"
"16119520","1600","1600","1600"
"16119616","1800","1800","1800"
"16122208","1800","1800","1800"
"16122848","1800","1800","1800"
"16124800","1400","1400","1400"
"16127712","1400","1400","1400"
"16131072","1600","1600","1600"
"16131584","1800","1800","1800"
"16131744","1800","1800","1800"
"16133504","1800","1800","1800"
"16133856","1800","1800","1800"
"16134432","1800","1800","1800"
"16134720","1800","1800","1800"
"16134912","1800","1800","1800"
"16135840","1800","1800","1800"
"16135872","1800","1800","1800"
"16137408","1800","1800","1800"
"16138528","1800","1800","1800"
"16139072","1800","1800","1800"
"16139968","1600","1600","1600"
"16140832","1800","1800","1800"
"16140928","1600","1600","1600"
"16141088","1800","1800","1800"
"16143872","1800","1800","1800"
"16148864","2000","2000","2000"
"16149408","1600","1600","1600"
"16149760","1600","1600","1600"
"16152096","1800","1800","1800"
"16152672","1400","1400","1400"
"16153408","1800","1800","1800"
"16153440","1800","1800","1800"
"16154080","1400","1400","1400"
"16155168","1800","1800","1800"
"16155328","1600","1600","1600"
"16156352","1600","1600","1600"
"16157440","1600","1600","1600"
"16157600","1800","1800","1800"
"16160320","1200","1200","1200"
"16160416","1400","1400","1400"
"16161792","1800","1800","1800"
"16162112","1800","1800","1800"
"16162368","2000","2000","2000"
"16162592","1600","1600","1600"
"16162976","1800","1800","1800"
"16163008","1800","1800","1800"
"16165600","1400","1400","1400"
"16165632","1600","1600","1600"
"16166432","1200","1200","1200"
"16167232","1200","1200","1200"
"16172608","1400","1400","1400"
"16172832","1400","1400","1400"
"16173088","1600","1600","1600"
"16174816","1200","1200","1200"
"16175264","1800","1800","1800"
"16175648","1600","1600","1600"
"16176896","1600","1600","1600"
"16176960","1600","1600","1600"
"16178208","1800","1800","1800"
"16179264","1800","1800","1800"
"16179328","1600","1600","1600"
"16181696","1800","1800","1800"
"16181952","1800","1800","1800"
"16182080","1400","1400","1400"
"16182144","1400","1400","1400"
"16183584","1600","1600","1600"
"16183808","1600","1600","1600"
"16183840","1800","1800","1800"
"16183968","1600","1600","1600"
"16184032","1600","1600","1600"
"16184064","1800","1800","1800"
"16184480","1600","1600","1600"
"16184800","1800","1800","1800"
"16188160","1800","1800","1800"
"16189024","1800","1800","1800"
"16192704","1800","1800","1800"
"16194304","1600","1600","1600"
"16196960","1800","1800","1800"
"16197344","1800","1800","1800"
"16198592","1800","1800","1800"
"16198656","1800","1800","1800"
"16199552","1800","1800","1800"
"16199872","1800","1800","1800"
"16201184","1000","1000","1000"
"16201600","1000","1000","1000"
"16202432","1600","1600","1600"
"16203232","1400","1400","1400"
"16203296","1600","1600","1600"
"16203872","1800","1800","1800"
"16203968","1800","1800","1800"
"16205664","1800","1800","1800"
"16205792","1600","1600","1600"
"16208960","1400","1400","1400"
"16209024","1800","1800","1800"
"16209888","1800","1800","1800"
"16210016","1200","1200","1200"
"16213472","1800","1800","1800"
"16215104","1200","1200","1200"
"16215936","1800","1800","1800"
"16216448","1800","1800","1800"
"16217152","600","600","600"
"16217824","1600","1600","1600"
"16218368","1800","1800","1800"
"16218528","1800","1800","1800"
"16218944","1600","1600","1600"
"16220288","1800","1800","1800"
"16220800","1200","1200","1200"
"16221504","1800","1800","1800"
"16222592","1800","1800","1800"
"16222848","1800","1800","1800"
"16223872","1600","1600","1600"
"16225024","1800","1800","1800"
"16225312","1800","1800","1800"
"16225664","1600","1600","1600"
"16225760","1600","1600","1600"
"16229376","1800","1800","1800"
"16230592","1400","1400","1400"
"16232480","1800","1800","1800"
"16233312","1200","1200","1200"
"16234624","1400","1400","1400"
"16238080","1800","1800","1800"
"16238880","1600","1600","1600"
"16240096","1800","1800","1800"
"16240704","1600","1600","1600"
"16241920","1800","1800","1800"
"16241952","1800","1800","1800"
"16243008","1800","1800","1800"
"16244160","1800","1800","1800"
"16244544","1800","1800","1800"
"16244576","1800","1800","1800"
"16245120","1400","1400","1400"
"16245248","2000","2000","2000"
"16245472","1800","1800","1800"
"16246688","1600","1600","1600"
"16247424","1400","1400","1400"
"16248640","1800","1800","1800"
"16251008","1600","1600","1600"
"16252384","1600","1600","1600"
"16254112","1800","1800","1800"
"16255552","1800","1800","1800"
"16256416","1800","1800","1800"
"16257408","1200","1200","1200"
"16259712","1800","1800","1800"
"16261248","1600","1600","1600"
"16261664","1800","1800","1800"
"16261728","1600","1600","1600"
"16263680","1600","1600","1600"
"16264768","1800","1800","1800"
"16264992","1400","1400","1400"
"16266272","1600","1600","1600"
"16266336","1800","1800","1800"
"16266528","1600","1600","1600"
"16267008","1600","1600","1600"
"16268320","1800","1800","1800"
"16268768","1800","1800","1800"
"16269152","1800","1800","1800"
"16269248","1800","1800","1800"
"16270336","1600","1600","1600"
"16273952","1600","1600","1600"
"16273984","1600","1600","1600"
"16275808","1800","1800","1800"
"16276704","1800","1800","1800"
"16277248","1800","1800","1800"
"16278016","1800","1800","1800"
"16278592","1800","1800","1800"
"16280160","1200","1200","1200"
"16282272","1800","1800","1800"
"16282912","1600","1600","1600"
"16284544","1200","1200","1200"
"16286400","1800","1800","1800"
"16286688","1800","1800","1800"
"16287264","1800","1800","1800"
"16287936","1600","1600","1600"
"16288000","1800","1800","1800"
"16288256","1800","1800","1800"
"16290528","1800","1800","1800"
"16290688","1600","1600","1600"
"16292032","1600","1600","1600"
"16293376","1800","1800","1800"
"16295776","1600","1600","1600"
"16296864","1600","1600","1600"
"16298848","1800","1800","1800"
"16299648","1600","1600","1600"
"16300320","1800","1800","1800"
"16302848","1600","1600","1600"
"16303040","1800","1800","1800"
"16303808","2000","2000","2000"
"16303936","1400","1400","1400"
"16304096","1400","1400","1400"
"16304672","1600","1600","1600"
"16305088","1800","1800","1800"
"16307552","1800","1800","1800"
"16307648","1400","1400","1400"
"16308960","1600","1600","1600"
"16309728","1600","1600","1600"
"16309760","1800","1800","1800"
"16311584","1400","1400","1400"
"16312000","1800","1800","1800"
"16312704","1800","1800","1800"
"16314752","1600","1600","1600"
"16317216","1800","1800","1800"
"16319936","1800","1800","1800"
"16321376","1400","1400","1400"
"16322432","1000","1000","1000"
"16324416","1400","1400","1400"
"16324480","1600","1600","1600"
"16325696","1800","1800","1800"
"16326336","1800","1800","1800"
"16328608","1800","1800","1800"
"16328768","1600","1600","1600"
"16329248","1400","1400","1400"
"16329280","1800","1800","1800"
"16330272","1800","1800","1800"
"16334016","1600","1600","1600"
"16335232","1600","1600","1600"
"16336448","1800","1800","1800"
"16336992","1400","1400","1400"
"16338848","1800","1800","1800"
"16340064","1800","1800","1800"
"16340800","1600","1600","1600"
"16341376","1200","1200","1200"
"16341792","1800","1800","1800"
"16342272","1800","1800","1800"
"16343200","1800","1800","1800"
"16344160","1600","1600","1600"
"16346272","1600","1600","1600"
"16347040","1800","1800","1800"
"16348128","1800","1800","1800"
"16348864","1200","1200","1200"
"16350400","1600","1600","1600"
"16350784","1400","1400","1400"
"16350880","1800","1800","1800"
"16351296","1800","1800","1800"
"16352032","1600","1600","1600"
"16353184","1600","1600","1600"
"16355584","1600","1600","1600"
"16355616","1600","1600","1600"
"16355808","1800","1800","1800"
"16357024","1800","1800","1800"
"16358816","1400","1400","1400"
"16359424","1800","1800","1800"
"16360544","1600","1600","1600"
"16362496","1600","1600","1600"
"16363840","1200","1200","1200"
"16364992","1600","1600","1600"
"16365728","1800","1800","1800"
"16368768","1800","1800","1800"
"16368960","1800","1800","1800"
"16368992","1800","1800","1800"
"16370592","800","800","800"
"16371808","1800","1800","1800"
"16372160","1600","1600","1600"
"16372544","1800","1800","1800"
"16373792","1400","1400","1400"
"16374880","1600","1600","1600"
"16376928","1600","1600","1600"
"16378752","1800","1800","1800"
"16379872","1800","1800","1800"
"16380608","1800","1800","1800"
"16381088","1800","1800","1800"
"16382368","1800","1800","1800"
"16382720","1200","1200","1200"
"16383328","1600","1600","1600"
"16383392","1800","1800","1800"
"16385024","1800","1800","1800"
"16385568","1800","1800","1800"
"16385600","1800","1800","1800"
"16387520","1800","1800","1800"
"16389504","1200","1200","1200"
"16389952","1200","1200","1200"
"16390688","1800","1800","1800"
"16390784","1800","1800","1800"
"16391328","1800","1800","1800"
"16392224","1600","1600","1600"
"16392256","1800","1800","1800"
"16393568","1800","1800","1800"
"16393984","1800","1800","1800"
"16394336","1800","1800","1800"
"16394720","1800","1800","1800"
"16396640","1800","1800","1800"
"16399040","1800","1800","1800"
"16400384","1800","1800","1800"
"16402400","1800","1800","1800"
"16402752","1800","1800","1800"
"16403616","2000","2000","2000"
"16404032","1800","1800","1800"
"16405152","1800","1800","1800"
"16406560","1800","1800","1800"
"16407200","1800","1800","1800"
"16407296","1800","1800","1800"
"16412288","1800","1800","1800"
"16413856","1800","1800","1800"
"16414048","1400","1400","1400"
"16415232","1800","1800","1800"
"16415328","1800","1800","1800"
"16415776","1600","1600","1600"
"16417248","1800","1800","1800"
"16422080","1600","1600","1600"
"16422560","1400","1400","1400"
"16424128","1800","1800","1800"
"16424512","1400","1400","1400"
"16425632","1800","1800","1800"
"16426144","1800","1800","1800"
"16426752","1800","1800","1800"
"16426880","1800","1800","1800"
"16427456","1800","1800","1800"
"16428224","1600","1600","1600"
"16428800","1800","1800","1800"
"16429056","1800","1800","1800"
"16430112","1800","1800","1800"
"16431008","1600","1600","1600"
"16433024","1400","1400","1400"
"16433824","1800","1800","1800"
"16434144","1800","1800","1800"
"16434880","1000","1000","1000"
"16435424","1400","1400","1400"
"16435552","1800","1800","1800"
"16435840","1600","1600","1600"
"16436992","1800","1800","1800"
"16437088","1600","1600","1600"
"16437440","1800","1800","1800"
"16437760","1000","1000","1000"
"16438016","1800","1800","1800"
"16438176","1600","1600","1600"
"16444320","1200","1200","1200"
"16444640","2000","2000","2000"
"16445984","1800","1800","1800"
"16446144","1600","1600","1600"
"16448704","800","800","800"
"16450560","1800","1800","1800"
"16450752","1800","1800","1800"
"16451904","1800","1800","1800"
"16454784","1800","1800","1800"
"16455456","1800","1800","1800"
"16455776","1800","1800","1800"
"16456512","1600","1600","1600"
"16457344","1800","1800","1800"
"16457568","1800","1800","1800"
"16459136","1600","1600","1600"
"16459168","1600","1600","1600"
"16459200","1600","1600","1600"
"16459520","1400","1400","1400"
"16461568","1600","1600","1600"
"16465984","1800","1800","1800"
"16466336","1800","1800","1800"
"16466496","1600","1600","1600"
"16467808","1600","1600","1600"
"16468704","1800","1800","1800"
"16469120","1800","1800","1800"
"16469568","1400","1400","1400"
"16471776","2000","2000","2000"
"16472224","1800","1800","1800"
"16473600","1800","1800","1800"
"16473920","1400","1400","1400"
"16475904","1800","1800","1800"
"16476480","1800","1800","1800"
"16477120","1800","1800","1800"
"16479104","1600","1600","1600"
"16479360","1800","1800","1800"
"16480512","1800","1800","1800"
"16480736","1600","1600","1600"
"16480896","1600","1600","1600"
"16481568","1800","1800","1800"
"16483328","1600","1600","1600"
"16487200","1800","1800","1800"
"16487424","1600","1600","1600"
"16487488","1200","1200","1200"
"16487616","1800","1800","1800"
"16488128","1800","1800","1800"
"16490752","1600","1600","1600"
"16491264","1600","1600","1600"
"16492384","2000","2000","2000"
