"Step","FuN_Kangaroo_runseed=0 - training/episode/reward","FuN_Kangaroo_runseed=0 - training/episode/reward__MIN","FuN_Kangaroo_runseed=0 - training/episode/reward__MAX"
"41848960","1400","1400","1400"
"41849952","1800","1800","1800"
"41850464","1800","1800","1800"
"41854528","1800","1800","1800"
"41855296","1800","1800","1800"
"41855776","1800","1800","1800"
"41856448","1800","1800","1800"
"41858944","1800","1800","1800"
"41859712","1800","1800","1800"
"41859744","1800","1800","1800"
"41860064","1800","1800","1800"
"41863104","1600","1600","1600"
"41863200","1200","1200","1200"
"41863872","1800","1800","1800"
"41864288","1600","1600","1600"
"41864704","1800","1800","1800"
"41865728","1200","1200","1200"
"41866496","1800","1800","1800"
"41867136","1800","1800","1800"
"41868000","1800","1800","1800"
"41868288","1800","1800","1800"
"41871776","1800","1800","1800"
"41872000","1600","1600","1600"
"41872352","1800","1800","1800"
"41875200","1800","1800","1800"
"41876288","1800","1800","1800"
"41877152","1800","1800","1800"
"41877472","1800","1800","1800"
"41880704","1800","1800","1800"
"41881696","1800","1800","1800"
"41882912","2000","2000","2000"
"41883776","1200","1200","1200"
"41884896","1800","1800","1800"
"41885088","1600","1600","1600"
"41885408","1200","1200","1200"
"41885504","1800","1800","1800"
"41885952","1800","1800","1800"
"41886080","1800","1800","1800"
"41886336","1600","1600","1600"
"41888256","1800","1800","1800"
"41888800","1800","1800","1800"
"41889952","1800","1800","1800"
"41891552","1600","1600","1600"
"41893568","1800","1800","1800"
"41893696","1600","1600","1600"
"41893728","1800","1800","1800"
"41894080","1800","1800","1800"
"41896832","1600","1600","1600"
"41897792","1800","1800","1800"
"41897984","1800","1800","1800"
"41899072","1800","1800","1800"
"41902464","1800","1800","1800"
"41903104","1800","1800","1800"
"41903328","1600","1600","1600"
"41903360","1600","1600","1600"
"41904608","1600","1600","1600"
"41906720","1600","1600","1600"
"41906880","1800","1800","1800"
"41907168","1800","1800","1800"
"41907200","1800","1800","1800"
"41907584","1400","1400","1400"
"41909888","1200","1200","1200"
"41910624","1800","1800","1800"
"41911360","1600","1600","1600"
"41913280","1800","1800","1800"
"41915232","1800","1800","1800"
"41915328","1800","1800","1800"
"41915424","1800","1800","1800"
"41915872","1800","1800","1800"
"41918624","1800","1800","1800"
"41919680","1600","1600","1600"
"41919776","1800","1800","1800"
"41924928","1800","1800","1800"
"41925024","1800","1800","1800"
"41925152","1800","1800","1800"
"41925632","1200","1200","1200"
"41926176","1600","1600","1600"
"41928128","1800","1800","1800"
"41929024","1800","1800","1800"
"41929376","1800","1800","1800"
"41929408","1800","1800","1800"
"41931264","1800","1800","1800"
"41932928","1800","1800","1800"
"41934976","1400","1400","1400"
"41936928","1800","1800","1800"
"41940448","1800","1800","1800"
"41941344","1800","1800","1800"
"41941824","1200","1200","1200"
"41942560","1800","1800","1800"
"41944160","1800","1800","1800"
"41944640","1400","1400","1400"
"41947520","1800","1800","1800"
"41950016","1800","1800","1800"
"41950240","1600","1600","1600"
"41950336","1800","1800","1800"
"41950688","1800","1800","1800"
"41951136","1800","1800","1800"
"41952928","1600","1600","1600"
"41954080","1800","1800","1800"
"41954592","1600","1600","1600"
"41958752","1800","1800","1800"
"41958912","1800","1800","1800"
"41959232","1800","1800","1800"
"41962208","1800","1800","1800"
"41963008","1800","1800","1800"
"41963232","1200","1200","1200"
"41963616","1600","1600","1600"
"41964160","1600","1600","1600"
"41964896","1800","1800","1800"
"41967872","1800","1800","1800"
"41968480","1800","1800","1800"
"41970432","1800","1800","1800"
"41971296","1800","1800","1800"
"41971680","2000","2000","2000"
"41971840","1800","1800","1800"
"41972000","1800","1800","1800"
"41972064","1800","1800","1800"
"41972352","1800","1800","1800"
"41972928","1800","1800","1800"
"41974720","1800","1800","1800"
"41974752","1800","1800","1800"
"41976384","1800","1800","1800"
"41976640","1200","1200","1200"
"41978240","1800","1800","1800"
"41980352","1800","1800","1800"
"41980832","1200","1200","1200"
"41981024","1800","1800","1800"
"41986560","1800","1800","1800"
"41988032","1600","1600","1600"
"41989120","1200","1200","1200"
"41989568","1800","1800","1800"
"41989728","1200","1200","1200"
"41990176","1800","1800","1800"
"41990784","1800","1800","1800"
"41992992","1800","1800","1800"
"41993408","1800","1800","1800"
"41993504","1800","1800","1800"
"41993696","1800","1800","1800"
"41993792","1800","1800","1800"
"41994560","1800","1800","1800"
"41994624","1800","1800","1800"
"41995456","2000","2000","2000"
"41996544","1800","1800","1800"
"41998048","1800","1800","1800"
"41998336","1800","1800","1800"
"41999744","1600","1600","1600"
"42001984","1800","1800","1800"
"42002208","1600","1600","1600"
"42002464","1600","1600","1600"
"42006336","1800","1800","1800"
"42006432","1800","1800","1800"
"42007136","1200","1200","1200"
"42008384","1800","1800","1800"
"42011200","1800","1800","1800"
"42011360","1800","1800","1800"
"42011808","2000","2000","2000"
"42012384","1800","1800","1800"
"42013696","1800","1800","1800"
"42015104","1600","1600","1600"
"42015296","1800","1800","1800"
"42015392","1600","1600","1600"
"42015488","1800","1800","1800"
"42016320","1800","1800","1800"
"42017120","1800","1800","1800"
"42018336","1800","1800","1800"
"42019808","1800","1800","1800"
"42020096","1800","1800","1800"
"42023744","1800","1800","1800"
"42023904","1800","1800","1800"
"42025216","1800","1800","1800"
"42026208","1800","1800","1800"
"42027968","1800","1800","1800"
"42028256","1800","1800","1800"
"42028672","1600","1600","1600"
"42030016","1800","1800","1800"
"42030112","1800","1800","1800"
"42032224","1200","1200","1200"
"42032928","1800","1800","1800"
"42033568","1800","1800","1800"
"42033984","1800","1800","1800"
"42035744","1200","1200","1200"
"42036384","1800","1800","1800"
"42036896","1800","1800","1800"
"42036928","1800","1800","1800"
"42037088","1800","1800","1800"
"42038112","1800","1800","1800"
"42041568","1800","1800","1800"
"42041760","1800","1800","1800"
"42043232","1800","1800","1800"
"42045440","1800","1800","1800"
"42045696","1800","1800","1800"
"42046432","1800","1800","1800"
"42046976","1800","1800","1800"
"42050400","1800","1800","1800"
"42050880","1000","1000","1000"
"42051648","1800","1800","1800"
"42051904","1800","1800","1800"
"42052448","1800","1800","1800"
"42053920","1800","1800","1800"
"42055328","1800","1800","1800"
"42056320","1800","1800","1800"
"42057440","1800","1800","1800"
"42058048","1800","1800","1800"
"42058368","1600","1600","1600"
"42058592","1800","1800","1800"
"42058784","1800","1800","1800"
"42058848","1800","1800","1800"
"42061824","1800","1800","1800"
"42063232","1800","1800","1800"
"42064864","1800","1800","1800"
"42067040","1600","1600","1600"
"42067104","1800","1800","1800"
"42067488","1800","1800","1800"
"42068064","1800","1800","1800"
"42068768","1800","1800","1800"
"42069536","1800","1800","1800"
"42071328","1800","1800","1800"
"42071840","1800","1800","1800"
"42072064","1800","1800","1800"
"42073792","1600","1600","1600"
"42074560","2000","2000","2000"
"42075392","1200","1200","1200"
"42075680","1800","1800","1800"
"42076096","1800","1800","1800"
"42077408","1200","1200","1200"
"42077472","1800","1800","1800"
"42080000","1800","1800","1800"
"42081280","1800","1800","1800"
"42082112","1800","1800","1800"
"42083584","1800","1800","1800"
"42085024","1800","1800","1800"
"42085216","1800","1800","1800"
"42086464","1800","1800","1800"
"42088640","1800","1800","1800"
"42088800","1600","1600","1600"
"42090528","1800","1800","1800"
"42091168","1800","1800","1800"
"42092928","1800","1800","1800"
"42093632","1800","1800","1800"
"42095136","1800","1800","1800"
"42097184","1800","1800","1800"
"42097408","1200","1200","1200"
"42099008","1800","1800","1800"
"42101056","1200","1200","1200"
"42102048","1800","1800","1800"
"42102208","1800","1800","1800"
"42102304","1800","1800","1800"
"42106848","1800","1800","1800"
"42110496","1800","1800","1800"
"42111392","1800","1800","1800"
"42112064","1000","1000","1000"
"42114656","1800","1800","1800"
"42115232","1800","1800","1800"
"42116736","1800","1800","1800"
"42116992","1800","1800","1800"
"42119232","1800","1800","1800"
"42119392","1600","1600","1600"
"42120320","1200","1200","1200"
"42122400","1800","1800","1800"
"42122656","1800","1800","1800"
"42122816","2000","2000","2000"
"42125536","1800","1800","1800"
"42125888","2000","2000","2000"
"42127648","1800","1800","1800"
"42128192","1200","1200","1200"
"42128384","1600","1600","1600"
"42129888","1400","1400","1400"
"42132256","1200","1200","1200"
"42133120","1800","1800","1800"
"42133760","1800","1800","1800"
"42133792","1800","1800","1800"
"42136096","1200","1200","1200"
"42136832","1800","1800","1800"
"42138528","1800","1800","1800"
"42138592","1800","1800","1800"
"42138688","1600","1600","1600"
"42138944","1800","1800","1800"
"42139584","1800","1800","1800"
"42140928","1800","1800","1800"
"42141088","1800","1800","1800"
"42142016","1600","1600","1600"
"42142400","1800","1800","1800"
"42143232","1800","1800","1800"
"42144192","1800","1800","1800"
"42144448","1800","1800","1800"
"42145312","1200","1200","1200"
"42146464","1200","1200","1200"
"42150176","1800","1800","1800"
"42150208","1800","1800","1800"
"42151520","1800","1800","1800"
"42154816","1800","1800","1800"
"42156992","1200","1200","1200"
"42160416","1800","1800","1800"
"42160672","1800","1800","1800"
"42161408","1800","1800","1800"
"42163008","600","600","600"
"42164672","1400","1400","1400"
"42164896","1800","1800","1800"
"42166048","2000","2000","2000"
"42166272","1800","1800","1800"
"42166368","1800","1800","1800"
"42169344","1800","1800","1800"
"42169408","1800","1800","1800"
"42169504","1400","1400","1400"
"42173248","1800","1800","1800"
"42173312","1800","1800","1800"
"42173568","1800","1800","1800"
"42176480","1800","1800","1800"
"42177184","1800","1800","1800"
"42179424","1800","1800","1800"
"42179552","1800","1800","1800"
"42180032","1000","1000","1000"
"42181984","1800","1800","1800"
"42182208","1600","1600","1600"
"42182272","1800","1800","1800"
"42182464","1400","1400","1400"
"42183040","1800","1800","1800"
"42184704","1200","1200","1200"
"42185280","1400","1400","1400"
"42185376","1600","1600","1600"
"42185440","1400","1400","1400"
"42186368","1400","1400","1400"
"42187104","1000","1000","1000"
"42187712","1800","1800","1800"
"42187872","1800","1800","1800"
"42188000","1800","1800","1800"
"42189760","1800","1800","1800"
"42190720","1200","1200","1200"
"42191072","1800","1800","1800"
"42191328","1400","1400","1400"
"42192832","600","600","600"
"42194848","1800","1800","1800"
"42198112","1800","1800","1800"
"42200352","1800","1800","1800"
"42202112","1800","1800","1800"
"42203200","1200","1200","1200"
"42203648","1600","1600","1600"
"42203840","1800","1800","1800"
"42204000","1600","1600","1600"
"42204160","1800","1800","1800"
"42204736","1800","1800","1800"
"42206880","1800","1800","1800"
"42208032","1800","1800","1800"
"42208832","1600","1600","1600"
"42209632","1800","1800","1800"
"42212704","1600","1600","1600"
"42214432","1800","1800","1800"
"42214976","1800","1800","1800"
"42216704","1600","1600","1600"
"42219040","1600","1600","1600"
"42219936","1800","1800","1800"
"42221984","1800","1800","1800"
"42223392","1800","1800","1800"
"42223712","1800","1800","1800"
"42224032","1200","1200","1200"
"42224800","1800","1800","1800"
"42225248","1800","1800","1800"
"42225600","1800","1800","1800"
"42225952","1800","1800","1800"
"42226528","1200","1200","1200"
"42228512","1800","1800","1800"
"42228896","1800","1800","1800"
"42229856","1800","1800","1800"
"42230656","1800","1800","1800"
"42231040","1800","1800","1800"
"42231104","1800","1800","1800"
"42234304","1800","1800","1800"
"42236800","1800","1800","1800"
"42238368","1800","1800","1800"
"42240608","1800","1800","1800"
"42241632","1800","1800","1800"
"42242368","1800","1800","1800"
"42243552","1800","1800","1800"
"42245504","1600","1600","1600"
"42245760","1800","1800","1800"
"42245824","1400","1400","1400"
"42247328","1800","1800","1800"
"42247712","1800","1800","1800"
"42250304","1800","1800","1800"
"42250496","1200","1200","1200"
"42251584","1800","1800","1800"
"42251712","1200","1200","1200"
"42253152","1800","1800","1800"
"42254720","1800","1800","1800"
"42258272","1800","1800","1800"
"42259872","1800","1800","1800"
"42260192","1800","1800","1800"
"42260384","1800","1800","1800"
"42262272","1800","1800","1800"
"42264096","1200","1200","1200"
"42264128","1600","1600","1600"
"42267264","1800","1800","1800"
"42267520","1800","1800","1800"
"42267584","1800","1800","1800"
"42268512","1800","1800","1800"
"42269088","1800","1800","1800"
"42269120","1600","1600","1600"
"42270048","1600","1600","1600"
"42271680","1600","1600","1600"
"42273376","1800","1800","1800"
"42274272","1800","1800","1800"
"42274752","1800","1800","1800"
"42277440","1600","1600","1600"
"42279712","1800","1800","1800"
"42280224","1800","1800","1800"
"42281600","1800","1800","1800"
"42282112","1800","1800","1800"
"42282752","1800","1800","1800"
"42285472","1600","1600","1600"
"42288832","1800","1800","1800"
"42288960","1600","1600","1600"
"42289216","1800","1800","1800"
"42290112","1800","1800","1800"
"42290784","1800","1800","1800"
"42291808","1800","1800","1800"
"42295136","1800","1800","1800"
"42295616","1800","1800","1800"
"42295872","1600","1600","1600"
"42296480","1800","1800","1800"
"42297920","2000","2000","2000"
"42299680","1400","1400","1400"
"42300224","1200","1200","1200"
"42303392","1800","1800","1800"
"42303744","1800","1800","1800"
"42305856","1600","1600","1600"
"42305888","1800","1800","1800"
"42306816","1800","1800","1800"
"42306912","1200","1200","1200"
"42307936","1800","1800","1800"
"42309408","1800","1800","1800"
"42310592","1800","1800","1800"
"42311552","1800","1800","1800"
"42311808","1800","1800","1800"
"42312160","1800","1800","1800"
"42312576","1800","1800","1800"
"42312672","1600","1600","1600"
"42313472","1800","1800","1800"
"42316608","1200","1200","1200"
"42317632","1800","1800","1800"
"42318112","1800","1800","1800"
"42319648","1800","1800","1800"
"42319840","1800","1800","1800"
"42319904","1800","1800","1800"
"42321376","1800","1800","1800"
"42323232","1800","1800","1800"
"42325024","1800","1800","1800"
"42325088","1800","1800","1800"
"42325248","1400","1400","1400"
"42325504","1800","1800","1800"
"42327488","1800","1800","1800"
"42328576","1800","1800","1800"
"42328672","1800","1800","1800"
"42328992","1800","1800","1800"
"42329760","1800","1800","1800"
"42331136","1800","1800","1800"
"42332288","1800","1800","1800"
"42333568","1800","1800","1800"
"42333792","1400","1400","1400"
"42334336","1800","1800","1800"
"42334784","1200","1200","1200"
"42335136","1600","1600","1600"
"42338272","1800","1800","1800"
"42338400","1800","1800","1800"
"42339424","1400","1400","1400"
"42339616","1800","1800","1800"
"42339936","1800","1800","1800"
"42341568","1600","1600","1600"
"42343104","1800","1800","1800"
"42344960","1800","1800","1800"
"42347264","1800","1800","1800"
"42348800","2000","2000","2000"
"42349120","1800","1800","1800"
"42349216","1400","1400","1400"
"42350304","1800","1800","1800"
"42350336","1800","1800","1800"
"42354976","1800","1800","1800"
"42355264","1800","1800","1800"
"42356064","1800","1800","1800"
"42356576","1800","1800","1800"
"42356672","1800","1800","1800"
"42356896","1800","1800","1800"
"42357984","2000","2000","2000"
"42359872","1800","1800","1800"
"42360000","1800","1800","1800"
"42360128","1800","1800","1800"
"42361760","1800","1800","1800"
"42363232","2000","2000","2000"
"42364224","1800","1800","1800"
"42365024","2000","2000","2000"
"42366560","1600","1600","1600"
"42367744","1200","1200","1200"
"42370368","1800","1800","1800"
"42370976","1800","1800","1800"
"42372128","1800","1800","1800"
"42372448","1800","1800","1800"
"42374368","1200","1200","1200"
"42374400","1200","1200","1200"
"42374624","1800","1800","1800"
"42374784","1400","1400","1400"
"42375712","1800","1800","1800"
"42376672","1800","1800","1800"
"42377152","1800","1800","1800"
"42377824","1800","1800","1800"
"42377856","1800","1800","1800"
"42379552","1600","1600","1600"
"42381728","1800","1800","1800"
"42381888","1800","1800","1800"
"42384896","1800","1800","1800"
"42385184","1800","1800","1800"
"42388256","1800","1800","1800"
"42390080","1800","1800","1800"
"42391968","1800","1800","1800"
"42392512","1800","1800","1800"
"42392640","1800","1800","1800"
"42392768","1600","1600","1600"
"42393920","1600","1600","1600"
"42394176","1800","1800","1800"
"42396000","1800","1800","1800"
"42396192","1800","1800","1800"
"42396544","1400","1400","1400"
"42398304","2000","2000","2000"
"42399648","1800","1800","1800"
"42400064","1800","1800","1800"
"42404992","1800","1800","1800"
"42406528","1800","1800","1800"
"42406848","1800","1800","1800"
"42409408","1400","1400","1400"
"42412000","1800","1800","1800"
"42412224","1800","1800","1800"
"42414112","1800","1800","1800"
"42414464","1800","1800","1800"
"42415680","1800","1800","1800"
"42415776","1800","1800","1800"
"42417696","1800","1800","1800"
"42417728","1800","1800","1800"
"42418144","1800","1800","1800"
"42418240","1800","1800","1800"
"42418944","1800","1800","1800"
"42420000","1600","1600","1600"
"42421184","1600","1600","1600"
"42421312","1800","1800","1800"
"42422464","1600","1600","1600"
"42425184","1800","1800","1800"
"42425312","1800","1800","1800"
"42426720","1600","1600","1600"
"42427264","1800","1800","1800"
"42427872","1400","1400","1400"
"42429664","1200","1200","1200"
"42431232","1600","1600","1600"
"42432864","1800","1800","1800"
"42433696","1800","1800","1800"
"42435552","1800","1800","1800"
"42437312","1800","1800","1800"
"42437344","1800","1800","1800"
"42439296","1800","1800","1800"
"42439424","1800","1800","1800"
"42439616","1800","1800","1800"
"42439744","1200","1200","1200"
"42439776","1400","1400","1400"
"42440192","1000","1000","1000"
"42442848","1200","1200","1200"
"42443712","2000","2000","2000"
"42444448","1200","1200","1200"
"42446976","1800","1800","1800"
"42447392","1200","1200","1200"
"42448448","1800","1800","1800"
"42448800","1400","1400","1400"
"42448896","1800","1800","1800"
"42449568","1800","1800","1800"
"42450080","1800","1800","1800"
"42450496","1200","1200","1200"
"42451840","1800","1800","1800"
"42455520","1600","1600","1600"
"42457344","1200","1200","1200"
"42457920","1800","1800","1800"
"42458304","800","800","800"
"42459008","1800","1800","1800"
"42461056","1800","1800","1800"
"42461216","1800","1800","1800"
"42461536","1800","1800","1800"
"42461824","1600","1600","1600"
"42464320","1400","1400","1400"
"42465152","1200","1200","1200"
"42466016","1800","1800","1800"
"42467296","1200","1200","1200"
"42470080","1800","1800","1800"
"42470496","1800","1800","1800"
"42471360","1800","1800","1800"
"42471968","600","600","600"
"42472192","1800","1800","1800"
"42472320","1800","1800","1800"
"42473600","1800","1800","1800"
"42475328","1000","1000","1000"
"42478848","1200","1200","1200"
"42479168","1600","1600","1600"
"42479296","1800","1800","1800"
"42482720","1800","1800","1800"
"42483040","1400","1400","1400"
"42483392","1800","1800","1800"
"42485376","1200","1200","1200"
"42485984","1800","1800","1800"
"42486272","1800","1800","1800"
"42486944","1600","1600","1600"
"42486976","1600","1600","1600"
"42488192","2000","2000","2000"
"42488896","1800","1800","1800"
"42490240","1200","1200","1200"
"42492128","1800","1800","1800"
"42492672","1800","1800","1800"
"42493024","1800","1800","1800"
"42493472","1600","1600","1600"
"42493600","1800","1800","1800"
"42493984","1600","1600","1600"
"42500704","1800","1800","1800"
"42500896","1800","1800","1800"
"42500992","1800","1800","1800"
"42504288","1800","1800","1800"
"42504320","1800","1800","1800"
"42504704","1800","1800","1800"
"42505344","1800","1800","1800"
"42507040","1800","1800","1800"
"42507936","1400","1400","1400"
"42508640","1800","1800","1800"
"42509184","1200","1200","1200"
"42509472","1800","1800","1800"
"42509536","1800","1800","1800"
"42511872","2000","2000","2000"
"42511936","1800","1800","1800"
"42512672","1800","1800","1800"
"42514432","1800","1800","1800"
"42514720","1800","1800","1800"
"42515200","1800","1800","1800"
"42515328","1800","1800","1800"
"42520512","1800","1800","1800"
"42522432","1800","1800","1800"
"42522496","1800","1800","1800"
"42522944","1200","1200","1200"
"42524224","1800","1800","1800"
"42525856","1800","1800","1800"
"42526080","1800","1800","1800"
"42526208","1800","1800","1800"
"42527072","1800","1800","1800"
"42528736","1800","1800","1800"
"42529664","1800","1800","1800"
"42531552","2000","2000","2000"
"42532384","1600","1600","1600"
"42533728","1800","1800","1800"
"42536128","1800","1800","1800"
"42536384","1800","1800","1800"
"42537440","1800","1800","1800"
"42537472","1800","1800","1800"
"42542528","1800","1800","1800"
"42543328","1600","1600","1600"
"42544064","1800","1800","1800"
"42544160","1800","1800","1800"
"42544416","1800","1800","1800"
"42544704","1800","1800","1800"
"42546016","1800","1800","1800"
"42547520","1800","1800","1800"
"42547712","1600","1600","1600"
"42547744","1800","1800","1800"
"42548352","1800","1800","1800"
"42548800","1800","1800","1800"
"42550336","1800","1800","1800"
"42551296","1600","1600","1600"
"42552128","1800","1800","1800"
"42552672","1800","1800","1800"
"42553792","1400","1400","1400"
"42554048","1600","1600","1600"
"42555232","1800","1800","1800"
"42555392","1800","1800","1800"
"42559200","1800","1800","1800"
"42563936","1600","1600","1600"
"42564224","1800","1800","1800"
"42564960","1400","1400","1400"
"42565216","1000","1000","1000"
"42565792","1800","1800","1800"
"42565856","1600","1600","1600"
"42566048","1800","1800","1800"
"42569184","1800","1800","1800"
"42569440","1800","1800","1800"
"42570016","1800","1800","1800"
"42572864","1800","1800","1800"
"42573888","1800","1800","1800"
"42575584","1800","1800","1800"
"42575840","1600","1600","1600"
"42576896","1800","1800","1800"
"42577152","1800","1800","1800"
"42577248","1600","1600","1600"
"42579008","1600","1600","1600"
"42579712","1800","1800","1800"
"42579872","1800","1800","1800"
"42580480","1800","1800","1800"
"42584960","1400","1400","1400"
"42586624","1800","1800","1800"
"42586816","1800","1800","1800"
"42587648","1800","1800","1800"
"42587680","1800","1800","1800"
"42588128","1800","1800","1800"
"42591232","1800","1800","1800"
"42591808","1800","1800","1800"
"42592192","1800","1800","1800"
"42593696","1800","1800","1800"
"42593760","2000","2000","2000"
"42594560","1800","1800","1800"
"42594880","1400","1400","1400"
"42595488","1800","1800","1800"
"42596000","1800","1800","1800"
"42596480","1200","1200","1200"
"42597600","1600","1600","1600"
"42597856","2000","2000","2000"
"42598912","1800","1800","1800"
"42598976","1800","1800","1800"
"42601408","1800","1800","1800"
"42601504","1800","1800","1800"
"42602080","1800","1800","1800"
"42602432","1800","1800","1800"
"42602464","1800","1800","1800"
"42607680","1800","1800","1800"
"42608224","1800","1800","1800"
"42608608","1800","1800","1800"
"42609248","1800","1800","1800"
"42609472","1800","1800","1800"
"42611136","1400","1400","1400"
"42611232","1800","1800","1800"
"42612832","1800","1800","1800"
"42615328","1800","1800","1800"
"42615488","1800","1800","1800"
"42616704","1800","1800","1800"
"42617056","1800","1800","1800"
"42617696","1800","1800","1800"
"42617952","1400","1400","1400"
"42619200","1800","1800","1800"
"42619648","1800","1800","1800"
"42620736","1600","1600","1600"
"42622720","1800","1800","1800"
"42623904","1800","1800","1800"
"42624192","1600","1600","1600"
"42626688","1200","1200","1200"
"42628928","1800","1800","1800"
"42629792","1800","1800","1800"
"42629984","1800","1800","1800"
"42630240","1800","1800","1800"
"42630336","1800","1800","1800"
"42631040","1800","1800","1800"
"42631200","1800","1800","1800"
"42631744","1800","1800","1800"
"42632768","1200","1200","1200"
"42632896","1600","1600","1600"
"42634272","1600","1600","1600"
"42634560","1800","1800","1800"
"42635488","1800","1800","1800"
"42637184","1800","1800","1800"
"42638112","1200","1200","1200"
"42638656","1800","1800","1800"
"42639840","1800","1800","1800"
"42640416","2000","2000","2000"
"42641024","1800","1800","1800"
"42641280","1800","1800","1800"
"42641312","1800","1800","1800"
"42644384","1800","1800","1800"
"42644864","1800","1800","1800"
"42645696","1800","1800","1800"
"42645920","1800","1800","1800"
"42646912","1800","1800","1800"
"42648512","1600","1600","1600"
"42650976","1800","1800","1800"
"42651552","1800","1800","1800"
"42652096","1800","1800","1800"
"42652992","1800","1800","1800"
"42653440","1800","1800","1800"
"42654528","1600","1600","1600"
"42654560","1600","1600","1600"
"42655872","1800","1800","1800"
"42658784","1600","1600","1600"
"42659872","1800","1800","1800"
"42661536","1800","1800","1800"
"42662240","1800","1800","1800"
"42662624","1800","1800","1800"
"42663296","2000","2000","2000"
"42663360","1200","1200","1200"
"42665120","2000","2000","2000"
"42667360","1800","1800","1800"
"42667680","1600","1600","1600"
"42672320","1800","1800","1800"
"42672352","1800","1800","1800"
"42673312","1800","1800","1800"
"42673792","1800","1800","1800"
"42674240","1400","1400","1400"
"42675360","2000","2000","2000"
"42676416","1800","1800","1800"
"42677536","1800","1800","1800"
"42677920","1800","1800","1800"
"42678912","1800","1800","1800"
"42680480","1800","1800","1800"
"42681472","1800","1800","1800"
"42683360","1800","1800","1800"
"42684384","1800","1800","1800"
"42684576","1600","1600","1600"
"42685024","1800","1800","1800"
"42685056","1800","1800","1800"
"42686048","1800","1800","1800"
"42689312","1600","1600","1600"
"42690016","1400","1400","1400"
"42690272","2000","2000","2000"
"42692672","1400","1400","1400"
"42694016","1800","1800","1800"
"42694336","1800","1800","1800"
"42696768","1800","1800","1800"
"42697952","1800","1800","1800"
"42699072","1200","1200","1200"
"42700480","1800","1800","1800"
"42702528","1800","1800","1800"
"42704992","1800","1800","1800"
"42705824","1800","1800","1800"
"42706144","1800","1800","1800"
"42706208","1800","1800","1800"
"42706720","1600","1600","1600"
"42706816","1600","1600","1600"
"42707680","1800","1800","1800"
"42708480","1800","1800","1800"
"42709408","1800","1800","1800"
"42710400","2000","2000","2000"
"42711072","1800","1800","1800"
"42711680","1800","1800","1800"
"42713536","1800","1800","1800"
"42714304","1800","1800","1800"
"42714976","1600","1600","1600"
"42715776","1600","1600","1600"
"42717792","1800","1800","1800"
"42719552","1800","1800","1800"
"42719648","1800","1800","1800"
"42720864","1800","1800","1800"
"42720928","1600","1600","1600"
"42720960","1200","1200","1200"
"42722272","1800","1800","1800"
"42723840","1800","1800","1800"
"42726592","1800","1800","1800"
"42727776","1800","1800","1800"
"42731200","1800","1800","1800"
"42733440","1800","1800","1800"
"42733536","1800","1800","1800"
"42735264","1400","1400","1400"
"42735904","1800","1800","1800"
"42737664","1800","1800","1800"
"42738816","1800","1800","1800"
"42740192","1800","1800","1800"
"42741248","1800","1800","1800"
"42742624","1800","1800","1800"
"42742688","1800","1800","1800"
"42743904","1800","1800","1800"
"42745440","1800","1800","1800"
"42748352","1800","1800","1800"
"42749216","1800","1800","1800"
"42749568","1800","1800","1800"
"42749600","1600","1600","1600"
"42750144","1600","1600","1600"
"42750400","1600","1600","1600"
"42751008","1800","1800","1800"
"42751872","1800","1800","1800"
"42753024","1800","1800","1800"
"42754496","1800","1800","1800"
"42755232","1600","1600","1600"
"42757056","1800","1800","1800"
"42757664","1800","1800","1800"
"42760512","1800","1800","1800"
"42760960","1800","1800","1800"
"42761472","1200","1200","1200"
"42761536","2000","2000","2000"
"42761952","1800","1800","1800"
"42762848","1800","1800","1800"
"42764320","1800","1800","1800"
"42764352","1800","1800","1800"
"42767616","1600","1600","1600"
"42770944","1800","1800","1800"
"42771360","1800","1800","1800"
"42771744","1800","1800","1800"
"42772096","1800","1800","1800"
"42772192","1200","1200","1200"
"42774752","1800","1800","1800"
"42775552","1800","1800","1800"
"42776928","1800","1800","1800"
"42778112","1200","1200","1200"
"42778752","1800","1800","1800"
"42778944","2000","2000","2000"
"42782752","1800","1800","1800"
"42783296","1800","1800","1800"
"42783392","1800","1800","1800"
"42783712","1800","1800","1800"
"42783744","1600","1600","1600"
"42784352","1600","1600","1600"
"42784576","1800","1800","1800"
"42786048","1600","1600","1600"
"42786144","1800","1800","1800"
"42788032","600","600","600"
"42788512","1600","1600","1600"
"42788864","1800","1800","1800"
"42789312","1800","1800","1800"
"42789472","1200","1200","1200"
"42791680","1800","1800","1800"
"42793024","1800","1800","1800"
"42793952","1800","1800","1800"
"42794464","1600","1600","1600"
"42794688","2000","2000","2000"
"42797440","1600","1600","1600"
"42798400","1800","1800","1800"
"42798752","1400","1400","1400"
"42799712","1600","1600","1600"
"42800480","1400","1400","1400"
"42802464","2000","2000","2000"
"42803072","1800","1800","1800"
"42805024","1800","1800","1800"
"42805152","1800","1800","1800"
"42805440","1800","1800","1800"
"42805504","1800","1800","1800"
"42806144","1200","1200","1200"
"42806368","1800","1800","1800"
"42807840","1800","1800","1800"
"42809824","1800","1800","1800"
"42809888","2000","2000","2000"
"42810720","1800","1800","1800"
"42811072","1600","1600","1600"
"42815072","1600","1600","1600"
"42815648","1800","1800","1800"
"42816064","1800","1800","1800"
"42816416","1800","1800","1800"
"42816736","2000","2000","2000"
"42817824","1400","1400","1400"
