"Step","FuN_Kangaroo_runseed=0 - training/episode/reward","FuN_Kangaroo_runseed=0 - training/episode/reward__MIN","FuN_Kangaroo_runseed=0 - training/episode/reward__MAX"
"17112064","1800","1800","1800"
"17112352","1600","1600","1600"
"17113248","1600","1600","1600"
"17113440","1400","1400","1400"
"17113984","1800","1800","1800"
"17114816","800","800","800"
"17115328","1600","1600","1600"
"17115360","1800","1800","1800"
"17115392","1800","1800","1800"
"17116128","1200","1200","1200"
"17117024","1800","1800","1800"
"17118720","1200","1200","1200"
"17121248","1600","1600","1600"
"17121920","1400","1400","1400"
"17123008","1800","1800","1800"
"17125248","1800","1800","1800"
"17127392","1800","1800","1800"
"17128896","1400","1400","1400"
"17129152","800","800","800"
"17129472","1200","1200","1200"
"17130560","1800","1800","1800"
"17132000","1800","1800","1800"
"17133952","1800","1800","1800"
"17136480","1200","1200","1200"
"17136608","1800","1800","1800"
"17136928","1800","1800","1800"
"17136992","1200","1200","1200"
"17137088","1800","1800","1800"
"17142816","1000","1000","1000"
"17142912","1800","1800","1800"
"17143104","1600","1600","1600"
"17143616","1800","1800","1800"
"17146528","1200","1200","1200"
"17148736","1800","1800","1800"
"17150784","1400","1400","1400"
"17151232","1800","1800","1800"
"17151744","1600","1600","1600"
"17152320","1800","1800","1800"
"17153376","1600","1600","1600"
"17153824","1600","1600","1600"
"17154624","1600","1600","1600"
"17155616","1400","1400","1400"
"17156096","1200","1200","1200"
"17156448","1400","1400","1400"
"17156896","1600","1600","1600"
"17158144","1600","1600","1600"
"17158656","1400","1400","1400"
"17158688","1800","1800","1800"
"17158912","1800","1800","1800"
"17159584","1800","1800","1800"
"17162016","1800","1800","1800"
"17164864","1800","1800","1800"
"17165952","1000","1000","1000"
"17170816","1800","1800","1800"
"17172576","1600","1600","1600"
"17173728","1000","1000","1000"
"17173984","1800","1800","1800"
"17174432","1000","1000","1000"
"17175520","1800","1800","1800"
"17177056","1600","1600","1600"
"17177184","1800","1800","1800"
"17178592","1800","1800","1800"
"17179904","1800","1800","1800"
"17180320","1800","1800","1800"
"17180480","1800","1800","1800"
"17181216","1800","1800","1800"
"17183680","1600","1600","1600"
"17186336","1800","1800","1800"
"17187104","1800","1800","1800"
"17187776","1800","1800","1800"
"17188096","1800","1800","1800"
"17189824","1600","1600","1600"
"17189888","1800","1800","1800"
"17191168","1800","1800","1800"
"17192544","1800","1800","1800"
"17194912","1600","1600","1600"
"17195680","1800","1800","1800"
"17196064","1800","1800","1800"
"17198656","1800","1800","1800"
"17199712","1800","1800","1800"
"17200256","1800","1800","1800"
"17200608","1400","1400","1400"
"17201472","1800","1800","1800"
"17201952","1800","1800","1800"
"17202240","1800","1800","1800"
"17204832","1200","1200","1200"
"17205408","1600","1600","1600"
"17208064","1800","1800","1800"
"17209568","1800","1800","1800"
"17209792","1600","1600","1600"
"17209888","1600","1600","1600"
"17211648","1800","1800","1800"
"17214336","1800","1800","1800"
"17215552","1600","1600","1600"
"17215840","1800","1800","1800"
"17216736","1800","1800","1800"
"17217440","1800","1800","1800"
"17217664","1200","1200","1200"
"17217824","1800","1800","1800"
"17218240","1800","1800","1800"
"17218336","1200","1200","1200"
"17218784","1600","1600","1600"
"17220640","1600","1600","1600"
"17221536","1600","1600","1600"
"17223552","1600","1600","1600"
"17223872","1800","1800","1800"
"17225504","1200","1200","1200"
"17226528","1800","1800","1800"
"17229792","1800","1800","1800"
"17230528","1800","1800","1800"
"17231296","1800","1800","1800"
"17231456","1800","1800","1800"
"17233344","1800","1800","1800"
"17235872","1600","1600","1600"
"17237024","1600","1600","1600"
"17237856","1800","1800","1800"
"17238752","1800","1800","1800"
"17240096","1600","1600","1600"
"17240608","1800","1800","1800"
"17240768","1800","1800","1800"
"17242880","1400","1400","1400"
"17245536","1600","1600","1600"
"17247104","1800","1800","1800"
"17248320","1800","1800","1800"
"17248576","1800","1800","1800"
"17250784","1200","1200","1200"
"17252160","1600","1600","1600"
"17253056","1800","1800","1800"
"17255040","1800","1800","1800"
"17256704","1800","1800","1800"
"17257568","1200","1200","1200"
"17258656","1800","1800","1800"
"17259104","1800","1800","1800"
"17260256","1800","1800","1800"
"17260544","1800","1800","1800"
"17261248","1800","1800","1800"
"17262240","1800","1800","1800"
"17262464","1800","1800","1800"
"17263072","1200","1200","1200"
"17263200","1000","1000","1000"
"17263936","1600","1600","1600"
"17265760","1800","1800","1800"
"17267264","1800","1800","1800"
"17268832","1800","1800","1800"
"17269888","1600","1600","1600"
"17270176","1800","1800","1800"
"17270880","1800","1800","1800"
"17272768","1400","1400","1400"
"17274720","1800","1800","1800"
"17275808","1400","1400","1400"
"17276672","1800","1800","1800"
"17277312","600","600","600"
"17278368","1800","1800","1800"
"17280832","1800","1800","1800"
"17281472","1600","1600","1600"
"17281760","1200","1200","1200"
"17282016","1800","1800","1800"
"17282912","1800","1800","1800"
"17283552","1800","1800","1800"
"17283968","1800","1800","1800"
"17284480","1000","1000","1000"
"17284896","1600","1600","1600"
"17284960","1800","1800","1800"
"17285152","1800","1800","1800"
"17288384","2000","2000","2000"
"17288992","1800","1800","1800"
"17290464","1800","1800","1800"
"17291616","1600","1600","1600"
"17292480","1600","1600","1600"
"17294528","1800","1800","1800"
"17295008","1200","1200","1200"
"17295232","1800","1800","1800"
"17296448","1800","1800","1800"
"17296576","1600","1600","1600"
"17297536","1800","1800","1800"
"17298368","1800","1800","1800"
"17300896","1600","1600","1600"
"17302080","1800","1800","1800"
"17302592","1200","1200","1200"
"17303232","1600","1600","1600"
"17303488","1600","1600","1600"
"17304672","1600","1600","1600"
"17304768","1800","1800","1800"
"17305760","1600","1600","1600"
"17306048","1600","1600","1600"
"17309248","1600","1600","1600"
"17310112","1800","1800","1800"
"17311616","1600","1600","1600"
"17313216","1800","1800","1800"
"17313344","1200","1200","1200"
"17314112","1800","1800","1800"
"17316160","1800","1800","1800"
"17316704","1800","1800","1800"
"17317312","1800","1800","1800"
"17317408","1600","1600","1600"
"17318112","1600","1600","1600"
"17318176","1800","1800","1800"
"17319776","1000","1000","1000"
"17320128","1600","1600","1600"
"17320416","1400","1400","1400"
"17321920","1800","1800","1800"
"17321952","1600","1600","1600"
"17322176","1200","1200","1200"
"17323328","1800","1800","1800"
"17323808","1800","1800","1800"
"17325024","1800","1800","1800"
"17325184","1800","1800","1800"
"17327456","1600","1600","1600"
"17329856","2000","2000","2000"
"17331008","1800","1800","1800"
"17333696","1600","1600","1600"
"17334880","1600","1600","1600"
"17335808","1800","1800","1800"
"17337792","1000","1000","1000"
"17337952","1800","1800","1800"
"17338464","1800","1800","1800"
"17338880","1800","1800","1800"
"17339040","1800","1800","1800"
"17339840","1800","1800","1800"
"17339968","1800","1800","1800"
"17340768","1800","1800","1800"
"17341440","1800","1800","1800"
"17341792","1800","1800","1800"
"17343328","1400","1400","1400"
"17343872","1800","1800","1800"
"17347104","1000","1000","1000"
"17349312","1800","1800","1800"
"17351168","1400","1400","1400"
"17352704","1400","1400","1400"
"17354144","1800","1800","1800"
"17355360","1600","1600","1600"
"17356320","1600","1600","1600"
"17356512","1800","1800","1800"
"17356544","1800","1800","1800"
"17356960","800","800","800"
"17357440","1200","1200","1200"
"17359424","1800","1800","1800"
"17360096","1800","1800","1800"
"17360832","1800","1800","1800"
"17361568","1800","1800","1800"
"17362528","1600","1600","1600"
"17362656","2000","2000","2000"
"17364288","1800","1800","1800"
"17364480","1200","1200","1200"
"17365120","1800","1800","1800"
"17365344","1600","1600","1600"
"17366784","1800","1800","1800"
"17367328","1600","1600","1600"
"17370496","1200","1200","1200"
"17371072","1800","1800","1800"
"17372864","1600","1600","1600"
"17373696","1200","1200","1200"
"17376768","1600","1600","1600"
"17376928","1400","1400","1400"
"17379136","1800","1800","1800"
"17381024","1800","1800","1800"
"17381696","1600","1600","1600"
"17382336","1200","1200","1200"
"17384416","1800","1800","1800"
"17384512","1400","1400","1400"
"17384640","1400","1400","1400"
"17384736","1800","1800","1800"
"17385728","1600","1600","1600"
"17386208","1800","1800","1800"
"17386656","1000","1000","1000"
"17387008","1800","1800","1800"
"17388224","1200","1200","1200"
"17388608","1800","1800","1800"
"17388672","1200","1200","1200"
"17389248","1800","1800","1800"
"17390336","1800","1800","1800"
"17392640","1800","1800","1800"
"17394464","1800","1800","1800"
"17398624","1800","1800","1800"
"17399680","1600","1600","1600"
"17400352","1200","1200","1200"
"17400416","1800","1800","1800"
"17400736","1400","1400","1400"
"17402688","1800","1800","1800"
"17403136","1600","1600","1600"
"17404096","1800","1800","1800"
"17404352","1400","1400","1400"
"17406368","1600","1600","1600"
"17407392","1800","1800","1800"
"17408320","1800","1800","1800"
"17409824","1600","1600","1600"
"17410912","1600","1600","1600"
"17411936","1800","1800","1800"
"17413600","1800","1800","1800"
"17415776","1200","1200","1200"
"17416256","1800","1800","1800"
"17417088","1600","1600","1600"
"17417120","1800","1800","1800"
"17420384","1800","1800","1800"
"17421408","1800","1800","1800"
"17422176","1800","1800","1800"
"17422400","1800","1800","1800"
"17424032","1800","1800","1800"
"17424352","1800","1800","1800"
"17424864","1800","1800","1800"
"17425248","1800","1800","1800"
"17426496","1800","1800","1800"
"17427648","1600","1600","1600"
"17429248","1200","1200","1200"
"17429728","1800","1800","1800"
"17430112","1600","1600","1600"
"17430176","1800","1800","1800"
"17432000","1800","1800","1800"
"17432160","1800","1800","1800"
"17435168","1200","1200","1200"
"17436576","1400","1400","1400"
"17438080","1600","1600","1600"
"17441376","1200","1200","1200"
"17441600","1200","1200","1200"
"17442016","1600","1600","1600"
"17443264","1800","1800","1800"
"17443872","1800","1800","1800"
"17445984","1600","1600","1600"
"17446656","1800","1800","1800"
"17446880","1600","1600","1600"
"17447136","1400","1400","1400"
"17447360","1800","1800","1800"
"17447456","1800","1800","1800"
"17448032","1400","1400","1400"
"17448576","1400","1400","1400"
"17448928","1400","1400","1400"
"17449504","1600","1600","1600"
"17449792","1800","1800","1800"
"17451040","1800","1800","1800"
"17451136","1400","1400","1400"
"17451552","1800","1800","1800"
"17453632","1600","1600","1600"
"17453824","1800","1800","1800"
"17454560","1800","1800","1800"
"17454784","1400","1400","1400"
"17455200","1600","1600","1600"
"17455552","1200","1200","1200"
"17460448","1800","1800","1800"
"17463520","1200","1200","1200"
"17463776","1600","1600","1600"
"17465088","1200","1200","1200"
"17465504","1800","1800","1800"
"17468320","1400","1400","1400"
"17468480","1800","1800","1800"
"17469056","1800","1800","1800"
"17469152","1000","1000","1000"
"17469280","1800","1800","1800"
"17471168","1400","1400","1400"
"17472768","1800","1800","1800"
"17473376","1800","1800","1800"
"17475264","1800","1800","1800"
"17476192","1800","1800","1800"
"17476576","1800","1800","1800"
"17477216","1200","1200","1200"
"17480096","1800","1800","1800"
"17480192","1200","1200","1200"
"17481152","1200","1200","1200"
"17482624","1200","1200","1200"
"17484448","1800","1800","1800"
"17484832","1800","1800","1800"
"17485280","1800","1800","1800"
"17485760","1200","1200","1200"
"17487296","1800","1800","1800"
"17490336","1800","1800","1800"
"17490720","1600","1600","1600"
"17492800","1600","1600","1600"
"17493824","1200","1200","1200"
"17495296","1800","1800","1800"
"17495872","1400","1400","1400"
"17497728","1000","1000","1000"
"17497984","1800","1800","1800"
"17498912","1800","1800","1800"
"17501856","1800","1800","1800"
"17501920","1000","1000","1000"
"17502944","1800","1800","1800"
"17506368","1400","1400","1400"
"17506528","1800","1800","1800"
"17507008","1800","1800","1800"
"17508544","1800","1800","1800"
"17508992","1800","1800","1800"
"17509024","1200","1200","1200"
"17511904","1800","1800","1800"
"17511968","1800","1800","1800"
"17512352","1800","1800","1800"
"17512672","1800","1800","1800"
"17512736","1800","1800","1800"
"17513600","1800","1800","1800"
"17514016","2000","2000","2000"
"17514528","1800","1800","1800"
"17514592","1600","1600","1600"
"17516064","1600","1600","1600"
"17516256","1600","1600","1600"
"17516544","1800","1800","1800"
"17517536","1800","1800","1800"
"17519360","1600","1600","1600"
"17519584","1800","1800","1800"
"17523488","1600","1600","1600"
"17524320","1600","1600","1600"
"17526016","1600","1600","1600"
"17528224","1800","1800","1800"
"17529152","1800","1800","1800"
"17530144","1600","1600","1600"
"17530624","1800","1800","1800"
"17530688","1800","1800","1800"
"17533792","1200","1200","1200"
"17534016","1600","1600","1600"
"17534144","1200","1200","1200"
"17534208","1600","1600","1600"
"17535232","1800","1800","1800"
"17536160","1600","1600","1600"
"17536192","1600","1600","1600"
"17536352","1800","1800","1800"
"17536448","1800","1800","1800"
"17537152","1800","1800","1800"
"17542944","1800","1800","1800"
"17545120","1800","1800","1800"
"17545440","1200","1200","1200"
"17547360","1800","1800","1800"
"17547680","1600","1600","1600"
"17550496","1800","1800","1800"
"17550752","1800","1800","1800"
"17551104","1200","1200","1200"
"17551520","1200","1200","1200"
"17551776","1200","1200","1200"
"17552448","1600","1600","1600"
"17552992","1600","1600","1600"
"17555712","1800","1800","1800"
"17555904","1800","1800","1800"
"17556000","1800","1800","1800"
"17556992","1400","1400","1400"
"17559488","1400","1400","1400"
"17562688","1600","1600","1600"
"17564544","1800","1800","1800"
"17567168","1800","1800","1800"
"17567680","1800","1800","1800"
"17568928","1800","1800","1800"
"17569472","1800","1800","1800"
"17570048","1400","1400","1400"
"17572000","1400","1400","1400"
"17572800","1800","1800","1800"
"17573152","1800","1800","1800"
"17573504","1800","1800","1800"
"17574208","1800","1800","1800"
"17574656","1800","1800","1800"
"17577472","1800","1800","1800"
"17577728","1800","1800","1800"
"17578624","1800","1800","1800"
"17579296","1200","1200","1200"
"17579936","1800","1800","1800"
"17580384","1600","1600","1600"
"17581152","1400","1400","1400"
"17582656","1600","1600","1600"
"17583296","2000","2000","2000"
"17584160","1400","1400","1400"
"17584448","1600","1600","1600"
"17588352","1800","1800","1800"
"17588800","1800","1800","1800"
"17589472","1800","1800","1800"
"17590016","1000","1000","1000"
"17591072","1600","1600","1600"
"17591840","1800","1800","1800"
"17593664","1800","1800","1800"
"17594944","1000","1000","1000"
"17595200","1800","1800","1800"
"17596320","1600","1600","1600"
"17597216","1400","1400","1400"
"17599232","1800","1800","1800"
"17599616","1200","1200","1200"
"17600384","1800","1800","1800"
"17600960","1400","1400","1400"
"17601216","1800","1800","1800"
"17601696","1600","1600","1600"
"17604352","1800","1800","1800"
"17605024","1800","1800","1800"
"17606016","1600","1600","1600"
"17607648","1200","1200","1200"
"17610144","1800","1800","1800"
"17610368","1800","1800","1800"
"17611200","1600","1600","1600"
"17613536","1800","1800","1800"
"17613888","1600","1600","1600"
"17614272","1600","1600","1600"
"17614976","1800","1800","1800"
"17615488","1800","1800","1800"
"17615872","1200","1200","1200"
"17617728","1800","1800","1800"
"17617984","1600","1600","1600"
"17618624","1200","1200","1200"
"17618976","1800","1800","1800"
"17620384","1400","1400","1400"
"17620576","1800","1800","1800"
"17621216","1800","1800","1800"
"17621984","1800","1800","1800"
"17625280","1800","1800","1800"
"17625952","1200","1200","1200"
"17625984","1600","1600","1600"
"17626720","1800","1800","1800"
"17627424","1800","1800","1800"
"17627840","1800","1800","1800"
"17629408","1800","1800","1800"
"17631872","1800","1800","1800"
"17631936","1800","1800","1800"
"17635136","1800","1800","1800"
"17635584","1800","1800","1800"
"17636096","1800","1800","1800"
"17636640","1800","1800","1800"
"17637152","1600","1600","1600"
"17637216","1200","1200","1200"
"17638336","1600","1600","1600"
"17639456","1800","1800","1800"
"17639776","1400","1400","1400"
"17640288","1800","1800","1800"
"17640480","1600","1600","1600"
"17642784","1800","1800","1800"
"17643648","1800","1800","1800"
"17646112","1800","1800","1800"
"17646880","1200","1200","1200"
"17646912","1800","1800","1800"
"17647744","1800","1800","1800"
"17649504","1800","1800","1800"
"17651488","1800","1800","1800"
"17653568","1600","1600","1600"
"17653664","1800","1800","1800"
"17653728","1600","1600","1600"
"17654592","1800","1800","1800"
"17656832","1800","1800","1800"
"17657216","1600","1600","1600"
"17658912","1800","1800","1800"
"17659264","1800","1800","1800"
"17660800","1200","1200","1200"
"17661152","1800","1800","1800"
"17662112","1800","1800","1800"
"17664384","1800","1800","1800"
"17664768","1800","1800","1800"
"17668672","1800","1800","1800"
"17669088","1600","1600","1600"
"17669504","1800","1800","1800"
"17671296","1800","1800","1800"
"17672768","1600","1600","1600"
"17673088","1800","1800","1800"
"17673632","1200","1200","1200"
"17675296","1600","1600","1600"
"17676160","1600","1600","1600"
"17679040","1800","1800","1800"
"17679424","1800","1800","1800"
"17679744","1600","1600","1600"
"17679840","1800","1800","1800"
"17680160","1200","1200","1200"
"17680800","1800","1800","1800"
"17681824","1800","1800","1800"
"17682560","1000","1000","1000"
"17682816","1800","1800","1800"
"17683104","1600","1600","1600"
"17683776","1800","1800","1800"
"17686112","1800","1800","1800"
"17686528","1800","1800","1800"
"17688384","1800","1800","1800"
"17690240","1800","1800","1800"
"17690304","1000","1000","1000"
"17691200","1800","1800","1800"
"17691808","1800","1800","1800"
"17692992","1800","1800","1800"
"17694400","1600","1600","1600"
"17696640","1200","1200","1200"
"17697184","1800","1800","1800"
"17697760","1800","1800","1800"
"17698112","1400","1400","1400"
"17701600","1800","1800","1800"
"17701952","1600","1600","1600"
"17702464","1800","1800","1800"
"17702784","1600","1600","1600"
"17704576","1800","1800","1800"
"17704768","1800","1800","1800"
"17706240","1800","1800","1800"
"17706784","1600","1600","1600"
"17707776","1800","1800","1800"
"17707808","1800","1800","1800"
"17708320","1800","1800","1800"
"17710176","1800","1800","1800"
"17712032","1800","1800","1800"
"17712832","1600","1600","1600"
"17713056","1600","1600","1600"
"17714528","1800","1800","1800"
"17714592","1600","1600","1600"
"17717536","1200","1200","1200"
"17718720","1200","1200","1200"
"17718848","1800","1800","1800"
"17719424","1800","1800","1800"
"17719808","1600","1600","1600"
"17721248","1200","1200","1200"
"17722080","1200","1200","1200"
"17723136","1800","1800","1800"
"17723392","1600","1600","1600"
"17723744","1800","1800","1800"
"17723904","1200","1200","1200"
"17726112","1200","1200","1200"
"17726336","1600","1600","1600"
"17727040","1600","1600","1600"
"17727264","1400","1400","1400"
"17727776","1200","1200","1200"
"17729056","1800","1800","1800"
"17729440","1800","1800","1800"
"17732032","1200","1200","1200"
"17732352","1000","1000","1000"
"17733728","1800","1800","1800"
"17737856","1600","1600","1600"
"17738304","1400","1400","1400"
"17739104","1600","1600","1600"
"17740448","1400","1400","1400"
"17740672","1000","1000","1000"
"17741248","1600","1600","1600"
"17741536","1600","1600","1600"
"17743040","1600","1600","1600"
"17743648","1800","1800","1800"
"17743872","1600","1600","1600"
"17744832","1400","1400","1400"
"17747776","1600","1600","1600"
"17748800","1600","1600","1600"
"17750624","1600","1600","1600"
"17751040","1800","1800","1800"
"17753728","1400","1400","1400"
"17753856","1200","1200","1200"
"17754016","1800","1800","1800"
"17755200","1600","1600","1600"
"17756384","1600","1600","1600"
"17756544","1600","1600","1600"
"17757888","1200","1200","1200"
"17758848","1200","1200","1200"
"17759488","1800","1800","1800"
"17760864","1800","1800","1800"
"17762112","1800","1800","1800"
"17762400","1800","1800","1800"
"17762432","1800","1800","1800"
"17766240","1200","1200","1200"
"17766592","1800","1800","1800"
"17767136","1800","1800","1800"
"17767200","1400","1400","1400"
"17767360","1800","1800","1800"
"17769472","1800","1800","1800"
"17770240","1800","1800","1800"
"17772416","1800","1800","1800"
"17774016","1200","1200","1200"
"17775456","1800","1800","1800"
"17778048","1800","1800","1800"
"17778272","1800","1800","1800"
"17778784","1200","1200","1200"
"17779488","1800","1800","1800"
"17779904","1200","1200","1200"
"17780640","1600","1600","1600"
"17782624","1600","1600","1600"
"17783296","1800","1800","1800"
"17783744","1800","1800","1800"
"17784768","1800","1800","1800"
"17787360","1600","1600","1600"
"17787648","1600","1600","1600"
"17788800","1200","1200","1200"
"17789024","1800","1800","1800"
"17790208","1200","1200","1200"
"17791328","1600","1600","1600"
"17791904","1600","1600","1600"
"17792384","1600","1600","1600"
"17794048","1400","1400","1400"
"17794784","1800","1800","1800"
"17795072","1800","1800","1800"
"17795968","1200","1200","1200"
"17796352","1400","1400","1400"
"17798816","1800","1800","1800"
"17799552","1600","1600","1600"
"17800416","1800","1800","1800"
"17801152","1800","1800","1800"
"17802368","1800","1800","1800"
"17805472","1800","1800","1800"
"17805632","1000","1000","1000"
"17805984","1800","1800","1800"
"17806560","1800","1800","1800"
"17810816","1800","1800","1800"
"17811904","1800","1800","1800"
"17813472","1000","1000","1000"
"17813984","1800","1800","1800"
"17814816","1800","1800","1800"
"17815744","1400","1400","1400"
"17816448","1800","1800","1800"
"17817696","1800","1800","1800"
"17818656","1800","1800","1800"
"17820416","1800","1800","1800"
"17821216","1800","1800","1800"
"17822048","1800","1800","1800"
"17822976","1800","1800","1800"
"17823264","1800","1800","1800"
"17823936","1600","1600","1600"
"17824480","1800","1800","1800"
"17826816","1800","1800","1800"
"17827456","1800","1800","1800"
"17827776","1800","1800","1800"
"17828352","1800","1800","1800"
"17830976","1800","1800","1800"
"17832192","1800","1800","1800"
"17832288","1600","1600","1600"
"17832416","1800","1800","1800"
"17833024","1400","1400","1400"
"17833568","1800","1800","1800"
"17834752","1800","1800","1800"
"17835232","1800","1800","1800"
"17835680","1600","1600","1600"
"17836224","1200","1200","1200"
"17837344","1800","1800","1800"
"17837408","1800","1800","1800"
"17839488","1800","1800","1800"
"17841312","1200","1200","1200"
"17842176","1800","1800","1800"
"17842880","1800","1800","1800"
"17843488","1600","1600","1600"
"17844608","1600","1600","1600"
"17848576","1800","1800","1800"
"17848800","1800","1800","1800"
"17849472","1800","1800","1800"
"17850016","1800","1800","1800"
"17852672","1800","1800","1800"
"17853888","1800","1800","1800"
"17853920","1800","1800","1800"
"17854144","1800","1800","1800"
"17856896","1400","1400","1400"
"17857344","1800","1800","1800"
"17857408","1800","1800","1800"
"17857600","1400","1400","1400"
"17857856","1800","1800","1800"
"17859008","1400","1400","1400"
"17859040","1800","1800","1800"
"17863936","1600","1600","1600"
"17864704","1600","1600","1600"
"17864864","1400","1400","1400"
"17865120","1800","1800","1800"
"17866336","1800","1800","1800"
"17866880","1800","1800","1800"
"17866912","1200","1200","1200"
"17870368","1800","1800","1800"
"17870592","1800","1800","1800"
"17871168","1800","1800","1800"
"17871552","1600","1600","1600"
"17871616","1600","1600","1600"
"17873728","1800","1800","1800"
"17875776","1600","1600","1600"
"17876544","1400","1400","1400"
"17876608","1800","1800","1800"
"17878272","1600","1600","1600"
"17878464","1600","1600","1600"
"17879040","1800","1800","1800"
"17879360","1800","1800","1800"
"17879520","1800","1800","1800"
"17880352","1600","1600","1600"
"17880736","1800","1800","1800"
"17882304","1800","1800","1800"
"17885664","1800","1800","1800"
"17886656","1800","1800","1800"
"17886880","1800","1800","1800"
"17888000","1800","1800","1800"
"17888512","1800","1800","1800"
"17889824","1800","1800","1800"
"17892704","1800","1800","1800"
"17892960","1800","1800","1800"
"17893056","1200","1200","1200"
"17893216","1800","1800","1800"
"17893248","1200","1200","1200"
"17895488","1800","1800","1800"
"17896128","1400","1400","1400"
"17898208","1800","1800","1800"
"17898400","1800","1800","1800"
"17900032","1600","1600","1600"
"17900224","1800","1800","1800"
"17900832","1800","1800","1800"
"17901120","1800","1800","1800"
"17902400","1800","1800","1800"
"17903904","1800","1800","1800"
"17906016","1800","1800","1800"
"17906592","600","600","600"
"17907744","1600","1600","1600"
"17910208","1800","1800","1800"
"17911456","1800","1800","1800"
"17914496","1800","1800","1800"
"17914656","1600","1600","1600"
"17914752","1800","1800","1800"
"17915072","1800","1800","1800"
"17917376","1800","1800","1800"
"17917632","1600","1600","1600"
"17919072","1600","1600","1600"
"17919744","1200","1200","1200"
"17920064","1200","1200","1200"
"17921728","1800","1800","1800"
"17921856","1800","1800","1800"
"17922528","1800","1800","1800"
"17922560","1800","1800","1800"
"17922752","1600","1600","1600"
"17922944","1800","1800","1800"
"17925024","1200","1200","1200"
"17925728","1800","1800","1800"
"17927808","1600","1600","1600"
"17928288","1600","1600","1600"
"17929120","1800","1800","1800"
"17929536","1800","1800","1800"
"17930304","1800","1800","1800"
"17932224","1200","1200","1200"
"17933056","1600","1600","1600"
"17935680","1600","1600","1600"
"17936128","1400","1400","1400"
"17936256","1400","1400","1400"
"17936448","1600","1600","1600"
"17939456","1800","1800","1800"
"17941696","1800","1800","1800"
"17941760","1800","1800","1800"
"17942912","600","600","600"
"17943360","1800","1800","1800"
"17943648","1600","1600","1600"
"17944160","1600","1600","1600"
"17944256","1800","1800","1800"
"17944384","1600","1600","1600"
"17946720","1800","1800","1800"
"17947424","1600","1600","1600"
"17947456","1200","1200","1200"
"17948576","1400","1400","1400"
"17949504","1600","1600","1600"
"17952000","1600","1600","1600"
"17953248","1000","1000","1000"
"17953408","1800","1800","1800"
"17953664","1600","1600","1600"
"17954784","1800","1800","1800"
"17957280","1600","1600","1600"
"17957760","1800","1800","1800"
"17958016","1800","1800","1800"
"17958048","1800","1800","1800"
"17958432","1800","1800","1800"
"17958912","1800","1800","1800"
"17960608","1800","1800","1800"
"17961120","1800","1800","1800"
"17962496","1800","1800","1800"
"17963072","1800","1800","1800"
"17963360","1800","1800","1800"
"17965760","1600","1600","1600"
"17967040","1200","1200","1200"
"17969344","1200","1200","1200"
"17970240","1600","1600","1600"
"17971712","1800","1800","1800"
"17975008","1800","1800","1800"
"17979296","2000","2000","2000"
"17980096","1600","1600","1600"
"17980640","1600","1600","1600"
"17980800","1000","1000","1000"
"17981152","1200","1200","1200"
"17982272","1800","1800","1800"
"17982368","1600","1600","1600"
"17986816","1800","1800","1800"
"17987040","1800","1800","1800"
"17987296","1600","1600","1600"
"17987680","1800","1800","1800"
"17987840","1800","1800","1800"
"17990176","1400","1400","1400"
"17990752","1600","1600","1600"
"17991168","1800","1800","1800"
"17992000","1800","1800","1800"
"17993376","1800","1800","1800"
"17994560","1200","1200","1200"
"17996672","1200","1200","1200"
"17997088","1800","1800","1800"
"17998208","1600","1600","1600"
"17998240","1200","1200","1200"
"18001120","1400","1400","1400"
"18001344","1800","1800","1800"
"18001568","1800","1800","1800"
"18002464","1600","1600","1600"
"18002816","1800","1800","1800"
"18003776","1200","1200","1200"
"18004096","1800","1800","1800"
"18004672","1800","1800","1800"
"18006368","1800","1800","1800"
"18007488","1200","1200","1200"
"18008256","1800","1800","1800"
"18008576","1600","1600","1600"
"18012064","1200","1200","1200"
"18012512","1800","1800","1800"
"18012544","1800","1800","1800"
"18013664","1600","1600","1600"
"18017760","1200","1200","1200"
"18018880","1800","1800","1800"
"18019840","1800","1800","1800"
"18023168","1600","1600","1600"
"18024192","1800","1800","1800"
"18024544","1600","1600","1600"
"18025472","1800","1800","1800"
"18025696","1600","1600","1600"
"18025888","1800","1800","1800"
"18026080","1200","1200","1200"
"18026208","1600","1600","1600"
"18027552","1800","1800","1800"
"18030016","1800","1800","1800"
"18030336","1800","1800","1800"
"18030400","1800","1800","1800"
"18030752","1800","1800","1800"
"18031040","1800","1800","1800"
"18036032","1200","1200","1200"
"18041536","1800","1800","1800"
"18042368","1400","1400","1400"
"18044800","1800","1800","1800"
"18045152","1800","1800","1800"
"18045984","1600","1600","1600"
"18046368","1400","1400","1400"
"18046784","1800","1800","1800"
"18047328","1800","1800","1800"
"18047520","1800","1800","1800"
"18047904","1800","1800","1800"
"18048544","1800","1800","1800"
"18048736","1800","1800","1800"
"18052512","1800","1800","1800"
"18055360","1800","1800","1800"
"18055840","1800","1800","1800"
"18056896","1800","1800","1800"
"18057792","1800","1800","1800"
"18059520","1200","1200","1200"
"18061184","1800","1800","1800"
"18062048","1200","1200","1200"
"18063360","1800","1800","1800"
"18063456","1200","1200","1200"
"18064096","1800","1800","1800"
"18064128","1200","1200","1200"
"18064864","1200","1200","1200"
"18066560","1400","1400","1400"
"18066752","1600","1600","1600"
"18068384","1400","1400","1400"
"18068576","1200","1200","1200"
"18068896","1800","1800","1800"
