"Step","MDM_Frostbite_25_3 - hierarchy_use/hierarchy_selected_4","MDM_Frostbite_25_3 - hierarchy_use/hierarchy_selected_4__MIN","MDM_Frostbite_25_3 - hierarchy_use/hierarchy_selected_4__MAX","MDM_Frostbite_25_2 - hierarchy_use/hierarchy_selected_4","MDM_Frostbite_25_2 - hierarchy_use/hierarchy_selected_4__MIN","MDM_Frostbite_25_2 - hierarchy_use/hierarchy_selected_4__MAX","MDM_Frostbite_25_1 - hierarchy_use/hierarchy_selected_4","MDM_Frostbite_25_1 - hierarchy_use/hierarchy_selected_4__MIN","MDM_Frostbite_25_1 - hierarchy_use/hierarchy_selected_4__MAX"
"127648","0.109375","0.109375","0.109375","","","","","",""
"127808","","","","","","","0.005859375","0.005859375","0.005859375"
"140224","","","","0.3125","0.3125","0.3125","","",""
"140384","","","","","","","0.19921875","0.19921875","0.19921875"
"140576","0.359375","0.359375","0.359375","","","","","",""
"153504","0.111328125","0.111328125","0.111328125","0","0","0","","",""
"153536","","","","","","","0.193359375","0.193359375","0.193359375"
"165952","","","","0.193359375","0.193359375","0.193359375","","",""
"166272","0.31640625","0.31640625","0.31640625","","","","","",""
"166304","","","","","","","0","0","0"
"179008","0.412109375","0.412109375","0.412109375","","","","","",""
"179040","","","","","","","0.1875","0.1875","0.1875"
"179072","","","","0.00390625","0.00390625","0.00390625","","",""
"191360","","","","","","","0","0","0"
"191808","","","","0.376953125","0.376953125","0.376953125","","",""
"191936","0.537109375","0.537109375","0.537109375","","","","","",""
"202912","","","","","","","0.380859375","0.380859375","0.380859375"
"204512","","","","0.1875","0.1875","0.1875","","",""
"204608","0.419921875","0.419921875","0.419921875","","","","","",""
"216480","0.365234375","0.365234375","0.365234375","","","","","",""
"216608","","","","","","","0","0","0"
"217376","","","","0.130859375","0.130859375","0.130859375","","",""
"230112","","","","","","","0","0","0"
"230144","0.45703125","0.45703125","0.45703125","","","","","",""
"230368","","","","0.0625","0.0625","0.0625","","",""
"242784","","","","0.1875","0.1875","0.1875","","",""
"242816","","","","","","","0.1875","0.1875","0.1875"
"243168","0.546875","0.546875","0.546875","","","","","",""
"255296","0.65625","0.65625","0.65625","","","","","",""
"255584","","","","0.005859375","0.005859375","0.005859375","","",""
"255904","","","","","","","0","0","0"
"267296","0.642578125","0.642578125","0.642578125","","","","","",""
"267968","","","","","","","0","0","0"
"268608","","","","0","0","0","","",""
"280800","0.64453125","0.64453125","0.64453125","","","","","",""
"281312","","","","","","","0.0625","0.0625","0.0625"
"281536","","","","0.01171875","0.01171875","0.01171875","","",""
"293600","0.541015625","0.541015625","0.541015625","","","","","",""
"294112","","","","","","","0.322265625","0.322265625","0.322265625"
"294272","","","","0.193359375","0.193359375","0.193359375","","",""
"306624","","","","0.01171875","0.01171875","0.01171875","","",""
"306976","0.859375","0.859375","0.859375","","","","","",""
"307168","","","","","","","0.001953125","0.001953125","0.001953125"
"319328","","","","0","0","0","","",""
"319552","0.767578125","0.767578125","0.767578125","","","","","",""
"319968","","","","","","","0.017578125","0.017578125","0.017578125"
"331456","","","","0","0","0","","",""
"332608","0.83203125","0.83203125","0.83203125","","","","0.125","0.125","0.125"
"345216","","","","","","","0.068359375","0.068359375","0.068359375"
"345440","","","","0.01171875","0.01171875","0.01171875","","",""
"345472","0.9375","0.9375","0.9375","","","","","",""
"357184","","","","","","","0","0","0"
"358080","","","","0.017578125","0.017578125","0.017578125","","",""
"358272","1","1","1","","","","","",""
"370432","0.8125","0.8125","0.8125","","","","","",""
"370688","","","","0.193359375","0.193359375","0.193359375","","",""
"370976","","","","","","","0.1875","0.1875","0.1875"
"383104","1","1","1","","","","","",""
"383776","","","","","","","0","0","0"
"383936","","","","0.005859375","0.005859375","0.005859375","","",""
"396480","0.994140625","0.994140625","0.994140625","","","","","",""
"396640","","","","","","","0.005859375","0.005859375","0.005859375"
"396736","","","","0.0234375","0.0234375","0.0234375","","",""
"409152","","","","0","0","0","","",""
"409216","","","","","","","0.197265625","0.197265625","0.197265625"
"409280","1","1","1","","","","","",""
"420928","","","","","","","0.01953125","0.01953125","0.01953125"
"421728","1","1","1","","","","","",""
"421856","","","","0","0","0","","",""
"433568","1","1","1","","","","","",""
"434496","","","","","","","0.013671875","0.013671875","0.013671875"
"435040","","","","0","0","0","","",""
"445600","","","","","","","0.00390625","0.00390625","0.00390625"
"447392","","","","0","0","0","","",""
"447936","1","1","1","","","","","",""
"460512","","","","","","","0","0","0"
"460608","1","1","1","","","","","",""
"460736","","","","0","0","0","","",""
"469824","0.8125","0.8125","0.8125","","","","","",""
"472864","","","","","","","0.1875","0.1875","0.1875"
"473408","","","","0.201171875","0.201171875","0.201171875","","",""
"485568","1","1","1","","","","","",""
"485984","","","","","","","0.02734375","0.02734375","0.02734375"
"486304","","","","0.025390625","0.025390625","0.025390625","","",""
"498496","","","","","","","0.03125","0.03125","0.03125"
"499040","","","","0.048828125","0.048828125","0.048828125","","",""
"499072","1","1","1","","","","","",""
"510688","1","1","1","","","","","",""
"511776","","","","","","","0.025390625","0.025390625","0.025390625"
"511936","","","","0.056640625","0.056640625","0.056640625","","",""
"524256","","","","0.072265625","0.072265625","0.072265625","","",""
"524640","0.875","0.875","0.875","","","","","",""
"524672","","","","","","","0.146484375","0.146484375","0.146484375"
"536640","0.9375","0.9375","0.9375","","","","","",""
"537056","","","","","","","0.0859375","0.0859375","0.0859375"
"537184","","","","0.05859375","0.05859375","0.05859375","","",""
"550048","1","1","1","","","","","",""
"550176","","","","","","","0.01953125","0.01953125","0.01953125"
"550272","","","","0.04296875","0.04296875","0.04296875","","",""
"562496","1","1","1","","","","","",""
"563008","","","","","","","0.056640625","0.056640625","0.056640625"
"563104","","","","0.052734375","0.052734375","0.052734375","","",""
"575904","1","1","1","","","","0.087890625","0.087890625","0.087890625"
"575968","","","","0.109375","0.109375","0.109375","","",""
"588160","1","1","1","","","","","",""
"588736","","","","","","","0.283203125","0.283203125","0.283203125"
"588768","","","","0.171875","0.171875","0.171875","","",""
"598304","","","","0.21875","0.21875","0.21875","","",""
"601024","1","1","1","","","","","",""
"601440","","","","","","","0.125","0.125","0.125"
"611616","","","","0.23046875","0.23046875","0.23046875","","",""
"614016","","","","","","","0.119140625","0.119140625","0.119140625"
"614272","1","1","1","","","","","",""
"626848","","","","","","","0.11328125","0.11328125","0.11328125"
"627072","0.8125","0.8125","0.8125","","","","","",""
"627168","","","","0.203125","0.203125","0.203125","","",""
"639072","","","","","","","0.146484375","0.146484375","0.146484375"
"639552","","","","0.25390625","0.25390625","0.25390625","","",""
"639776","1","1","1","","","","","",""
"652640","1","1","1","","","","","",""
"652672","","","","0.28125","0.28125","0.28125","0.15625","0.15625","0.15625"
"664896","1","1","1","","","","","",""
"664928","","","","","","","0.17578125","0.17578125","0.17578125"
"665472","","","","0.28125","0.28125","0.28125","","",""
"677984","0.994140625","0.994140625","0.994140625","","","","","",""
"678208","","","","","","","0.208984375","0.208984375","0.208984375"
"678272","","","","0.27734375","0.27734375","0.27734375","","",""
"690816","","","","0.267578125","0.267578125","0.267578125","","",""
"690944","1","1","1","","","","","",""
"691136","","","","","","","0.21875","0.21875","0.21875"
"703488","1","1","1","","","","","",""
"703840","","","","0.28125","0.28125","0.28125","","",""
"703968","","","","","","","0.21875","0.21875","0.21875"
"716640","","","","","","","0.22265625","0.22265625","0.22265625"
"716672","1","1","1","0.30859375","0.30859375","0.30859375","","",""
"729312","1","1","1","","","","","",""
"729472","","","","0.3125","0.3125","0.3125","","",""
"729504","","","","","","","0.255859375","0.255859375","0.255859375"
"741952","","","","","","","0.29296875","0.29296875","0.29296875"
"742208","1","1","1","","","","","",""
"742336","","","","0.3203125","0.3203125","0.3203125","","",""
"754176","","","","0.353515625","0.353515625","0.353515625","","",""
"754464","","","","","","","0.30859375","0.30859375","0.30859375"
"755072","1","1","1","","","","","",""
"767840","","","","0.404296875","0.404296875","0.404296875","0.3125","0.3125","0.3125"
"767936","1","1","1","","","","","",""
"779680","1","1","1","","","","","",""
"780416","","","","","","","0.3125","0.3125","0.3125"
"780608","","","","0.408203125","0.408203125","0.408203125","","",""
"792768","","","","","","","0.349609375","0.349609375","0.349609375"
"793216","","","","0.4375","0.4375","0.4375","","",""
"793440","1","1","1","","","","","",""
"805952","1","1","1","","","","","",""
"806336","","","","0.35546875","0.35546875","0.35546875","0.50390625","0.50390625","0.50390625"
"818496","1","1","1","","","","","",""
"818816","","","","0.439453125","0.439453125","0.439453125","","",""
"818848","","","","","","","0.4140625","0.4140625","0.4140625"
"831136","","","","","","","0.42578125","0.42578125","0.42578125"
"831616","","","","0.46875","0.46875","0.46875","","",""
"831904","1","1","1","","","","","",""
"843808","1","1","1","","","","","",""
"843840","","","","0.48046875","0.48046875","0.48046875","","",""
"844672","","","","","","","0.443359375","0.443359375","0.443359375"
"857280","1","1","1","","","","","",""
"857344","","","","0.546875","0.546875","0.546875","","",""
"857536","","","","","","","0.4375","0.4375","0.4375"
"869504","","","","","","","0.462890625","0.462890625","0.462890625"
"870272","1","1","1","","","","","",""
"870368","","","","0.626953125","0.626953125","0.626953125","","",""
"881664","1","1","1","","","","","",""
"882912","","","","0.677734375","0.677734375","0.677734375","","",""
"883168","","","","","","","0.53515625","0.53515625","0.53515625"
"895776","1","1","1","","","","","",""
"895872","","","","0.783203125","0.783203125","0.783203125","","",""
"895936","","","","","","","0.615234375","0.615234375","0.615234375"
"907840","","","","","","","0.681640625","0.681640625","0.681640625"
"908288","","","","0.859375","0.859375","0.859375","","",""
"908608","1","1","1","","","","","",""
"920512","","","","","","","0.724609375","0.724609375","0.724609375"
"921152","","","","0.90625","0.90625","0.90625","","",""
"921408","1","1","1","","","","","",""
"933440","1","1","1","","","","","",""
"933472","","","","","","","0.830078125","0.830078125","0.830078125"
"933664","","","","0.90625","0.90625","0.90625","","",""
"945952","","","","","","","0.927734375","0.927734375","0.927734375"
"946816","1","1","1","","","","","",""
"947168","","","","0.90625","0.90625","0.90625","","",""
"959776","1","1","1","0.90625","0.90625","0.90625","","",""
"959904","","","","","","","0.97265625","0.97265625","0.97265625"
"972448","1","1","1","","","","","",""
"972512","","","","","","","1","1","1"
"972768","","","","0.90625","0.90625","0.90625","","",""
"984832","1","1","1","","","","","",""
"985184","","","","","","","1","1","1"
"985504","","","","0.90625","0.90625","0.90625","","",""
"997984","","","","","","","1","1","1"
"998144","","","","0.90625","0.90625","0.90625","","",""
"998336","1","1","1","","","","","",""
"1010400","","","","","","","1","1","1"
"1011040","","","","0.90625","0.90625","0.90625","","",""
"1011104","1","1","1","","","","","",""
"1022752","","","","0.90625","0.90625","0.90625","","",""
"1023744","","","","","","","1","1","1"
"1023808","1","1","1","","","","","",""
"1036512","1","1","1","","","","","",""
"1036576","","","","0.90625","0.90625","0.90625","1","1","1"
"1048960","","","","0.90625","0.90625","0.90625","","",""
"1049088","","","","","","","1","1","1"
"1049504","1","1","1","","","","","",""
"1061760","1","1","1","","","","","",""
"1061888","","","","0.90625","0.90625","0.90625","","",""
"1062368","","","","","","","1","1","1"
"1074080","","","","","","","1","1","1"
"1074688","","","","0.90625","0.90625","0.90625","","",""
"1075072","1","1","1","","","","","",""
"1087296","","","","","","","1","1","1"
"1087552","","","","0.90625","0.90625","0.90625","","",""
"1087616","1","1","1","","","","","",""
"1099168","1","1","1","","","","","",""
"1100256","","","","0.90625","0.90625","0.90625","","",""
"1100512","","","","","","","1","1","1"
"1112672","","","","0.90625","0.90625","0.90625","","",""
"1113280","1","1","1","","","","","",""
"1113440","","","","","","","1","1","1"
"1125792","","","","0.90625","0.90625","0.90625","","",""
"1126048","","","","","","","1","1","1"
"1126368","1","1","1","","","","","",""
"1138624","","","","","","","1","1","1"
"1139008","1","1","1","","","","","",""
"1139040","","","","0.90625","0.90625","0.90625","","",""
"1151776","","","","0.900390625","0.900390625","0.900390625","","",""
"1151872","1","1","1","","","","1","1","1"
"1164224","1","1","1","","","","","",""
"1164448","","","","","","","1","1","1"
"1164704","","","","0.90625","0.90625","0.90625","","",""
"1175168","","","","0.90625","0.90625","0.90625","","",""
"1176800","","","","","","","1","1","1"
"1177568","1","1","1","","","","","",""
"1189312","","","","0.90625","0.90625","0.90625","","",""
"1189696","1","1","1","","","","","",""
"1190304","","","","","","","1","1","1"
"1201728","","","","0.90625","0.90625","0.90625","","",""
"1202176","1","1","1","","","","","",""
"1203072","","","","","","","1","1","1"
"1215328","1","1","1","","","","","",""
"1215904","","","","","","","1","1","1"
"1215936","","","","0.90625","0.90625","0.90625","","",""
"1228064","","","","","","","1","1","1"
"1228704","1","1","1","","","","","",""
"1228768","","","","0.90625","0.90625","0.90625","","",""
"1240544","","","","","","","1","1","1"
"1240672","1","1","1","","","","","",""
"1240992","","","","0.90625","0.90625","0.90625","","",""
"1253376","","","","0.90625","0.90625","0.90625","","",""
"1253696","1","1","1","","","","","",""
"1253984","","","","","","","1","1","1"
"1265472","1","1","1","","","","","",""
"1266752","","","","","","","1","1","1"
"1266880","","","","0.90625","0.90625","0.90625","","",""
"1279680","","","","","","","1","1","1"
"1279840","1","1","1","0.90625","0.90625","0.90625","","",""
"1291840","","","","0.90625","0.90625","0.90625","","",""
"1292640","1","1","1","","","","","",""
"1292672","","","","","","","1","1","1"
"1305056","","","","0.90625","0.90625","0.90625","1","1","1"
"1305376","1","1","1","","","","","",""
"1318080","1","1","1","","","","","",""
"1318304","","","","0.90625","0.90625","0.90625","","",""
"1318368","","","","","","","1","1","1"
"1329696","1","1","1","","","","","",""
"1330816","","","","","","","1","1","1"
"1330848","","","","0.90625","0.90625","0.90625","","",""
"1343360","","","","","","","1","1","1"
"1343744","","","","0.90625","0.90625","0.90625","","",""
"1343872","1","1","1","","","","","",""
"1356032","1","1","1","","","","","",""
"1356384","","","","","","","1","1","1"
"1356544","","","","0.90625","0.90625","0.90625","","",""
"1368416","","","","","","","1","1","1"
"1369472","1","1","1","","","","","",""
"1369504","","","","0.90625","0.90625","0.90625","","",""
"1381024","1","1","1","","","","","",""
"1381824","","","","","","","1","1","1"
"1382176","","","","0.90625","0.90625","0.90625","","",""
"1393440","1","1","1","","","","","",""
"1395072","","","","","","","1","1","1"
"1395136","","","","0.904296875","0.904296875","0.904296875","","",""
"1407680","","","","","","","1","1","1"
"1407744","","","","0.90234375","0.90234375","0.90234375","","",""
"1407872","1","1","1","","","","","",""
"1420224","","","","0.90625","0.90625","0.90625","","",""
"1420288","","","","","","","1","1","1"
"1420704","1","1","1","","","","","",""
"1432416","1","1","1","","","","","",""
"1432992","","","","","","","1","1","1"
"1433344","","","","0.90625","0.90625","0.90625","","",""
"1445216","","","","","","","1","1","1"
"1445792","","","","0.90625","0.90625","0.90625","","",""
"1446240","1","1","1","","","","","",""
"1457760","","","","","","","1","1","1"
"1459136","1","1","1","","","","","",""
"1459168","","","","0.90625","0.90625","0.90625","","",""
"1471040","","","","","","","1","1","1"
"1471712","1","1","1","0.90625","0.90625","0.90625","","",""
"1483456","","","","0.90625","0.90625","0.90625","","",""
"1484192","1","1","1","","","","","",""
"1484736","","","","","","","1","1","1"
"1497152","","","","","","","1","1","1"
"1497376","1","1","1","0.90625","0.90625","0.90625","","",""
"1509056","","","","0.90625","0.90625","0.90625","","",""
"1510016","1","1","1","","","","","",""
"1510208","","","","","","","1","1","1"
"1522016","","","","","","","1","1","1"
"1522848","1","1","1","","","","","",""
"1522944","","","","0.90625","0.90625","0.90625","","",""
"1534496","1","1","1","","","","","",""
"1535808","","","","","","","1","1","1"
"1535840","","","","0.90625","0.90625","0.90625","","",""
"1548064","1","1","1","","","","","",""
"1548416","","","","","","","1","1","1"
"1548736","","","","0.90625","0.90625","0.90625","","",""
"1560864","","","","","","","1","1","1"
"1561504","","","","0.90625","0.90625","0.90625","","",""
"1561568","1","1","1","","","","","",""
"1573536","","","","0.90625","0.90625","0.90625","","",""
"1574272","1","1","1","","","","","",""
"1574336","","","","","","","1","1","1"
"1586400","","","","","","","1","1","1"
"1586912","1","1","1","","","","","",""
"1587136","","","","0.90625","0.90625","0.90625","","",""
"1599520","1","1","1","","","","","",""
"1599712","","","","0.90625","0.90625","0.90625","","",""
"1599840","","","","","","","1","1","1"
"1612448","","","","","","","1","1","1"
"1612512","","","","0.90625","0.90625","0.90625","","",""
"1612736","1","1","1","","","","","",""
"1625376","","","","","","","1","1","1"
"1625472","1","1","1","","","","","",""
"1625536","","","","0.90625","0.90625","0.90625","","",""
"1638048","","","","","","","1","1","1"
"1638080","","","","0.90625","0.90625","0.90625","","",""
"1638240","1","1","1","","","","","",""
"1650784","1","1","1","","","","","",""
"1650912","","","","0.90625","0.90625","0.90625","","",""
"1650976","","","","","","","1","1","1"
"1660768","","","","0.90625","0.90625","0.90625","","",""
"1663872","0.994140625","0.994140625","0.994140625","","","","","",""
"1663904","","","","","","","1","1","1"
"1674272","","","","","","","1","1","1"
"1676032","1","1","1","","","","","",""
"1676704","","","","0.736328125","0.736328125","0.736328125","","",""
"1688416","","","","0.90625","0.90625","0.90625","","",""
"1688576","","","","","","","1","1","1"
"1689152","1","1","1","","","","","",""
"1700704","","","","0.90625","0.90625","0.90625","","",""
"1702112","","","","","","","1","1","1"
"1702304","1","1","1","","","","","",""
"1714528","","","","","","","1","1","1"
"1714560","","","","0.90625","0.90625","0.90625","","",""
"1714656","1","1","1","","","","","",""
"1727200","1","1","1","","","","","",""
"1727616","","","","","","","1","1","1"
"1727968","","","","0.900390625","0.900390625","0.900390625","","",""
"1740352","","","","","","","1","1","1"
"1740512","1","1","1","","","","","",""
"1740672","","","","0.900390625","0.900390625","0.900390625","","",""
"1752128","1","1","1","","","","","",""
"1753344","","","","0.90625","0.90625","0.90625","","",""
"1753440","","","","","","","1","1","1"
"1765376","","","","0.90625","0.90625","0.90625","","",""
"1765440","","","","","","","1","1","1"
"1766368","1","1","1","","","","","",""
"1778592","0.994140625","0.994140625","0.994140625","","","","","",""
"1778912","","","","0.90625","0.90625","0.90625","","",""
"1778944","","","","","","","1","1","1"
"1791392","1","1","1","","","","","",""
"1791840","","","","0.90625","0.90625","0.90625","1","1","1"
"1804736","1","1","1","","","","","",""
"1804768","","","","0.90625","0.90625","0.90625","1","1","1"
"1817024","1","1","1","","","","","",""
"1817376","","","","","","","1","1","1"
"1817440","","","","0.90625","0.90625","0.90625","","",""
"1830080","","","","","","","1","1","1"
"1830272","1","1","1","","","","","",""
"1830368","","","","0.90625","0.90625","0.90625","","",""
"1841568","","","","","","","1","1","1"
"1841824","","","","0.90625","0.90625","0.90625","","",""
"1842496","1","1","1","","","","","",""
"1855648","","","","","","","1","1","1"
"1855744","1","1","1","","","","","",""
"1855936","","","","0.90625","0.90625","0.90625","","",""
"1866880","","","","0.90625","0.90625","0.90625","","",""
"1868544","1","1","1","","","","","",""
"1868608","","","","","","","1","1","1"
"1880928","","","","","","","1","1","1"
"1881312","","","","0.90625","0.90625","0.90625","","",""
"1881408","1","1","1","","","","","",""
"1893536","","","","","","","1","1","1"
"1893984","","","","0.90625","0.90625","0.90625","","",""
"1894112","1","1","1","","","","","",""
"1906240","1","1","1","","","","","",""
"1907072","","","","","","","1","1","1"
"1907168","","","","0.90625","0.90625","0.90625","","",""
"1919104","1","1","1","","","","","",""
"1919488","","","","","","","1","1","1"
"1919712","","","","0.90625","0.90625","0.90625","","",""
"1932640","","","","","","","1","1","1"
"1932704","","","","0.90625","0.90625","0.90625","","",""
"1932736","1","1","1","","","","","",""
"1944512","1","1","1","","","","","",""
"1945216","","","","0.90625","0.90625","0.90625","","",""
"1945408","","","","","","","1","1","1"
"1957920","","","","0.90625","0.90625","0.90625","","",""
"1958144","","","","","","","1","1","1"
"1958304","1","1","1","","","","","",""
"1970592","","","","","","","1","1","1"
"1970944","1","1","1","","","","","",""
"1970976","","","","0.90625","0.90625","0.90625","","",""
"1983136","","","","0.90625","0.90625","0.90625","","",""
"1983904","","","","","","","1","1","1"
"1983968","1","1","1","","","","","",""
"1996096","1","1","1","","","","","",""
"1996128","","","","0.90625","0.90625","0.90625","","",""
"1996352","","","","","","","1","1","1"
"2009088","0.994140625","0.994140625","0.994140625","","","","","",""
"2009536","","","","","","","1","1","1"
"2009568","","","","0.90625","0.90625","0.90625","","",""
"2022176","","","","0.90625","0.90625","0.90625","","",""
"2022272","","","","","","","1","1","1"
"2022304","1","1","1","","","","","",""
"2034880","","","","0.90625","0.90625","0.90625","","",""
"2035040","1","1","1","","","","","",""
"2035104","","","","","","","1","1","1"
"2047616","","","","","","","1","1","1"
"2047872","1","1","1","","","","","",""
"2047904","","","","0.90625","0.90625","0.90625","","",""
"2059392","","","","0.90625","0.90625","0.90625","","",""
"2060608","0.994140625","0.994140625","0.994140625","","","","","",""
"2060768","","","","","","","1","1","1"
"2073280","1","1","1","0.923828125","0.923828125","0.923828125","","",""
"2073376","","","","","","","1","1","1"
"2085920","","","","0.9375","0.9375","0.9375","","",""
"2086016","1","1","1","","","","","",""
"2086240","","","","","","","1","1","1"
"2096288","","","","0.9375","0.9375","0.9375","","",""
"2097664","","","","","","","1","1","1"
"2098208","1","1","1","","","","","",""
"2110752","","","","0.943359375","0.943359375","0.943359375","","",""
"2111488","","","","","","","1","1","1"
"2111744","1","1","1","","","","","",""
"2124224","","","","0.96875","0.96875","0.96875","","",""
"2124384","1","1","1","","","","","",""
"2124768","","","","","","","1","1","1"
"2137184","1","1","1","","","","","",""
"2137344","","","","","","","1","1","1"
"2137472","","","","0.978515625","0.978515625","0.978515625","","",""
"2149120","1","1","1","","","","","",""
"2149888","","","","1","1","1","","",""
"2150048","","","","","","","1","1","1"
"2162944","1","1","1","","","","","",""
"2162976","","","","1","1","1","","",""
"2163136","","","","","","","1","1","1"
"2175264","","","","","","","1","1","1"
"2175712","","","","1","1","1","","",""
"2175776","1","1","1","","","","","",""
"2187712","","","","1","1","1","","",""
"2187776","1","1","1","","","","","",""
"2188320","","","","","","","1","1","1"
"2200320","","","","","","","1","1","1"
"2200864","","","","1","1","1","","",""
"2201376","1","1","1","","","","","",""
"2212768","0.99609375","0.99609375","0.99609375","","","","","",""
"2213536","","","","1","1","1","","",""
"2214208","","","","","","","1","1","1"
"2224000","0.998046875","0.998046875","0.998046875","","","","","",""
"2226048","","","","","","","1","1","1"
"2227008","","","","1","1","1","","",""
"2239424","0.994140625","0.994140625","0.994140625","","","","","",""
"2239744","","","","","","","1","1","1"
"2239776","","","","1","1","1","","",""
"2251776","1","1","1","","","","","",""
"2252000","","","","","","","1","1","1"
"2252320","","","","1","1","1","","",""
"2265120","","","","","","","1","1","1"
"2265280","1","1","1","","","","","",""
"2265472","","","","1","1","1","","",""
"2278080","","","","1","1","1","","",""
"2278176","","","","","","","1","1","1"
"2278368","0.994140625","0.994140625","0.994140625","","","","","",""
"2290912","","","","","","","1","1","1"
"2291104","","","","1","1","1","","",""
"2291168","0.99609375","0.99609375","0.99609375","","","","","",""
"2303488","","","","","","","1","1","1"
"2303872","","","","1","1","1","","",""
"2303936","0.998046875","0.998046875","0.998046875","","","","","",""
"2315424","","","","1","1","1","","",""
"2316288","1","1","1","","","","","",""
"2316320","","","","","","","1","1","1"
"2328864","1","1","1","","","","","",""
"2329344","","","","","","","1","1","1"
"2329472","","","","1","1","1","","",""
"2340576","0.994140625","0.994140625","0.994140625","","","","","",""
"2342080","","","","","","","1","1","1"
"2342368","","","","1","1","1","","",""
"2354592","1","1","1","","","","","",""
"2354656","","","","","","","1","1","1"
"2354688","","","","1","1","1","","",""
"2367328","1","1","1","","","","","",""
"2367872","","","","","","","1","1","1"
"2367904","","","","1","1","1","","",""
"2379744","","","","1","1","1","","",""
"2380608","0.982421875","0.982421875","0.982421875","","","","","",""
"2380768","","","","","","","1","1","1"
"2393152","","","","","","","1","1","1"
"2393248","","","","1","1","1","","",""
"2393568","0.994140625","0.994140625","0.994140625","","","","","",""
"2405472","","","","","","","1","1","1"
"2406304","","","","1","1","1","","",""
"2406336","1","1","1","","","","","",""
"2418816","","","","1","1","1","","",""
"2418880","1","1","1","","","","","",""
"2419104","","","","","","","1","1","1"
"2431232","","","","1","1","1","","",""
"2431744","","","","","","","1","1","1"
"2431840","1","1","1","","","","","",""
"2443008","","","","1","1","1","","",""
"2443936","1","1","1","","","","","",""
"2444192","","","","","","","1","1","1"
"2456576","","","","1","1","1","","",""
"2457184","1","1","1","","","","","",""
"2457248","","","","","","","1","1","1"
"2470048","","","","1","1","1","","",""
"2470304","1","1","1","","","","","",""
"2470336","","","","","","","1","1","1"
"2482592","1","1","1","","","","","",""
"2482944","","","","","","","1","1","1"
"2483168","","","","1","1","1","","",""
"2495616","1","1","1","","","","","",""
"2495776","","","","","","","1","1","1"
"2495808","","","","1","1","1","","",""
"2508256","","","","","","","1","1","1"
"2508576","0.986328125","0.986328125","0.986328125","","","","","",""
"2508672","","","","1","1","1","","",""
"2520640","","","","","","","1","1","1"
"2520992","","","","1","1","1","","",""
"2521248","0.984375","0.984375","0.984375","","","","","",""
"2534112","","","","","","","1","1","1"
"2534272","1","1","1","1","1","1","","",""
"2545408","1","1","1","","","","","",""
"2546432","","","","","","","1","1","1"
"2547104","","","","1","1","1","","",""
"2559424","0.978515625","0.978515625","0.978515625","","","","","",""
"2559552","","","","","","","1","1","1"
"2559648","","","","1","1","1","","",""
"2572192","","","","1","1","1","","",""
"2572448","","","","","","","1","1","1"
"2572608","0.95703125","0.95703125","0.95703125","","","","","",""
"2584928","","","","","","","1","1","1"
"2585376","0.994140625","0.994140625","0.994140625","","","","","",""
"2585568","","","","1","1","1","","",""
"2596992","1","1","1","","","","","",""
"2597888","","","","1","1","1","","",""
"2598368","","","","","","","1","1","1"
"2610528","","","","","","","1","1","1"
