"Step","MDM_Frostbite_25_3 - hierarchy_use/hierarchy_selected_3","MDM_Frostbite_25_3 - hierarchy_use/hierarchy_selected_3__MIN","MDM_Frostbite_25_3 - hierarchy_use/hierarchy_selected_3__MAX","MDM_Frostbite_25_2 - hierarchy_use/hierarchy_selected_3","MDM_Frostbite_25_2 - hierarchy_use/hierarchy_selected_3__MIN","MDM_Frostbite_25_2 - hierarchy_use/hierarchy_selected_3__MAX","MDM_Frostbite_25_1 - hierarchy_use/hierarchy_selected_3","MDM_Frostbite_25_1 - hierarchy_use/hierarchy_selected_3__MIN","MDM_Frostbite_25_1 - hierarchy_use/hierarchy_selected_3__MAX"
"7140864","","","","0.44140625","0.44140625","0.44140625","","",""
"7141792","","","","","","","0.875","0.875","0.875"
"7142016","1","1","1","","","","","",""
"7154656","","","","","","","0.875","0.875","0.875"
"7154944","1","1","1","","","","","",""
"7155136","","","","0.435546875","0.435546875","0.435546875","","",""
"7167072","","","","","","","0.875","0.875","0.875"
"7167392","1","1","1","","","","","",""
"7167840","","","","0.451171875","0.451171875","0.451171875","","",""
"7180000","1","1","1","","","","","",""
"7180704","","","","","","","0.875","0.875","0.875"
"7180736","","","","0.455078125","0.455078125","0.455078125","","",""
"7193152","1","1","1","","","","","",""
"7193216","","","","","","","0.875","0.875","0.875"
"7193376","","","","0.455078125","0.455078125","0.455078125","","",""
"7205632","","","","","","","0.875","0.875","0.875"
"7206144","","","","0.48046875","0.48046875","0.48046875","","",""
"7206336","1","1","1","","","","","",""
"7217952","","","","0.53515625","0.53515625","0.53515625","","",""
"7218752","","","","","","","0.875","0.875","0.875"
"7219104","1","1","1","","","","","",""
"7230624","1","1","1","","","","","",""
"7231168","","","","0.5625","0.5625","0.5625","","",""
"7231776","","","","","","","0.875","0.875","0.875"
"7244192","1","1","1","","","","","",""
"7244384","","","","0.55078125","0.55078125","0.55078125","0.875","0.875","0.875"
"7257248","1","1","1","","","","","",""
"7257280","","","","0.5390625","0.5390625","0.5390625","","",""
"7257536","","","","","","","0.875","0.875","0.875"
"7268896","1","1","1","","","","","",""
"7269696","","","","","","","0.875","0.875","0.875"
"7270336","","","","0.51171875","0.51171875","0.51171875","","",""
"7283008","1","1","1","","","","","",""
"7283040","","","","0.525390625","0.525390625","0.525390625","","",""
"7283104","","","","","","","0.875","0.875","0.875"
"7294816","","","","","","","0.875","0.875","0.875"
"7295168","1","1","1","","","","","",""
"7295968","","","","0.544921875","0.544921875","0.544921875","","",""
"7308064","","","","0.587890625","0.587890625","0.587890625","","",""
"7308320","","","","","","","0.875","0.875","0.875"
"7308448","1","1","1","","","","","",""
"7320320","","","","0.603515625","0.603515625","0.603515625","","",""
"7320640","","","","","","","0.875","0.875","0.875"
"7320704","1","1","1","","","","","",""
"7333760","","","","","","","0.875","0.875","0.875"
"7334304","1","1","1","0.671875","0.671875","0.671875","","",""
"7345248","","","","0.69140625","0.69140625","0.69140625","","",""
"7346784","1","1","1","","","","","",""
"7347072","","","","","","","0.875","0.875","0.875"
"7358592","","","","0.65625","0.65625","0.65625","","",""
"7358880","","","","","","","0.875","0.875","0.875"
"7359936","1","1","1","","","","","",""
"7370496","","","","0.65625","0.65625","0.65625","","",""
"7372096","1","1","1","","","","","",""
"7372320","","","","","","","0.875","0.875","0.875"
"7384864","","","","0.63671875","0.63671875","0.63671875","","",""
"7385216","1","1","1","","","","","",""
"7385408","","","","","","","0.875","0.875","0.875"
"7396608","1","1","1","","","","","",""
"7397984","","","","","","","0.875","0.875","0.875"
"7398112","","","","0.607421875","0.607421875","0.607421875","","",""
"7409344","","","","","","","0.875","0.875","0.875"
"7410144","","","","0.619140625","0.619140625","0.619140625","","",""
"7410944","1","1","1","","","","","",""
"7423232","1","1","1","","","","","",""
"7423712","","","","","","","0.875","0.875","0.875"
"7423840","","","","0.576171875","0.576171875","0.576171875","","",""
"7435392","","","","0.55859375","0.55859375","0.55859375","","",""
"7436512","","","","","","","0.875","0.875","0.875"
"7436576","1","1","1","","","","","",""
"7448416","","","","0.53515625","0.53515625","0.53515625","","",""
"7449344","","","","","","","0.875","0.875","0.875"
"7449536","1","1","1","","","","","",""
"7461696","1","1","1","","","","","",""
"7461920","","","","0.51953125","0.51953125","0.51953125","","",""
"7462368","","","","","","","0.875","0.875","0.875"
"7474880","1","1","1","","","","","",""
"7475168","","","","0.52734375","0.52734375","0.52734375","0.875","0.875","0.875"
"7486656","","","","0.517578125","0.517578125","0.517578125","","",""
"7487936","1","1","1","","","","0.875","0.875","0.875"
"7499936","","","","0.501953125","0.501953125","0.501953125","","",""
"7500544","","","","","","","0.875","0.875","0.875"
"7500768","1","1","1","","","","","",""
"7512832","1","1","1","","","","","",""
"7513280","","","","0.50390625","0.50390625","0.50390625","","",""
"7513472","","","","","","","0.875","0.875","0.875"
"7525920","1","1","1","","","","","",""
"7525984","","","","","","","0.875","0.875","0.875"
"7526272","","","","0.51171875","0.51171875","0.51171875","","",""
"7538912","","","","","","","0.875","0.875","0.875"
"7539040","1","1","1","0.53125","0.53125","0.53125","","",""
"7550880","","","","","","","0.875","0.875","0.875"
"7551904","1","1","1","","","","","",""
"7551968","","","","0.53125","0.53125","0.53125","","",""
"7562304","","","","","","","0.875","0.875","0.875"
"7564576","","","","0.525390625","0.525390625","0.525390625","","",""
"7564640","1","1","1","","","","","",""
"7576384","","","","0.537109375","0.537109375","0.537109375","","",""
"7576544","","","","","","","0.875","0.875","0.875"
"7577504","1","1","1","","","","","",""
"7590112","1","1","1","","","","","",""
"7590176","","","","0.53125","0.53125","0.53125","","",""
"7590336","","","","","","","0.875","0.875","0.875"
"7602144","","","","","","","0.875","0.875","0.875"
"7602432","1","1","1","","","","","",""
"7602944","","","","0.53125","0.53125","0.53125","","",""
"7615264","","","","","","","0.875","0.875","0.875"
"7615456","1","1","1","0.55078125","0.55078125","0.55078125","","",""
"7627392","1","1","1","","","","","",""
"7628576","","","","","","","0.875","0.875","0.875"
"7628640","","","","0.544921875","0.544921875","0.544921875","","",""
"7641440","","","","","","","0.875","0.875","0.875"
"7641472","1","1","1","","","","","",""
"7641504","","","","0.5390625","0.5390625","0.5390625","","",""
"7652224","","","","","","","0.875","0.875","0.875"
"7653536","1","1","1","","","","","",""
"7654048","","","","0.537109375","0.537109375","0.537109375","","",""
"7664928","","","","","","","0.875","0.875","0.875"
"7665376","1","1","1","","","","","",""
"7666400","","","","0.54296875","0.54296875","0.54296875","","",""
"7679008","1","1","1","","","","","",""
"7679744","","","","","","","0.875","0.875","0.875"
"7679840","","","","0.537109375","0.537109375","0.537109375","","",""
"7691392","","","","","","","0.875","0.875","0.875"
"7691936","1","1","1","","","","","",""
"7692288","","","","0.5546875","0.5546875","0.5546875","","",""
"7704768","1","1","1","","","","","",""
"7705344","","","","","","","0.884765625","0.884765625","0.884765625"
"7705536","","","","0.55859375","0.55859375","0.55859375","","",""
"7717728","","","","","","","0.90625","0.90625","0.90625"
"7717760","","","","0.5625","0.5625","0.5625","","",""
"7717952","1","1","1","","","","","",""
"7730336","","","","","","","0.90625","0.90625","0.90625"
"7730720","","","","0.576171875","0.576171875","0.576171875","","",""
"7731136","1","1","1","","","","","",""
"7742784","1","1","1","","","","","",""
"7742880","","","","0.60546875","0.60546875","0.60546875","","",""
"7743872","","","","","","","0.90625","0.90625","0.90625"
"7756224","","","","0.658203125","0.658203125","0.658203125","","",""
"7756384","","","","","","","0.90625","0.90625","0.90625"
"7756736","1","1","1","","","","","",""
"7768480","","","","","","","0.90625","0.90625","0.90625"
"7769376","","","","0.658203125","0.658203125","0.658203125","","",""
"7769504","1","1","1","","","","","",""
"7782080","1","1","1","","","","","",""
"7782336","","","","0.6875","0.6875","0.6875","0.916015625","0.916015625","0.916015625"
"7793664","","","","","","","0.9375","0.9375","0.9375"
"7793952","1","1","1","","","","","",""
"7795008","","","","0.681640625","0.681640625","0.681640625","","",""
"7807136","","","","","","","0.9375","0.9375","0.9375"
"7807680","","","","0.701171875","0.701171875","0.701171875","","",""
"7807744","1","1","1","","","","","",""
"7819392","","","","0.734375","0.734375","0.734375","","",""
"7819936","","","","","","","0.9375","0.9375","0.9375"
"7820096","1","1","1","","","","","",""
"7832736","","","","","","","0.9375","0.9375","0.9375"
"7833216","","","","0.767578125","0.767578125","0.767578125","","",""
"7833568","1","1","1","","","","","",""
"7843360","","","","","","","0.9375","0.9375","0.9375"
"7845792","","","","0.78125","0.78125","0.78125","","",""
"7846368","1","1","1","","","","","",""
"7858144","1","1","1","","","","","",""
"7858560","","","","","","","0.9375","0.9375","0.9375"
"7859168","","","","0.78125","0.78125","0.78125","","",""
"7870912","","","","0.78125","0.78125","0.78125","","",""
"7871392","","","","","","","0.9375","0.9375","0.9375"
"7871552","1","1","1","","","","","",""
"7884096","","","","0.78125","0.78125","0.78125","","",""
"7884128","","","","","","","0.9375","0.9375","0.9375"
"7884608","1","1","1","","","","","",""
"7896512","1","1","1","","","","","",""
"7896768","","","","","","","0.9375","0.9375","0.9375"
"7897472","","","","0.78125","0.78125","0.78125","","",""
"7909216","","","","","","","0.9375","0.9375","0.9375"
"7909920","1","1","1","","","","","",""
"7910240","","","","0.79296875","0.79296875","0.79296875","","",""
"7921376","1","1","1","","","","","",""
"7922272","","","","0.80859375","0.80859375","0.80859375","","",""
"7922816","","","","","","","0.9375","0.9375","0.9375"
"7935360","1","1","1","","","","","",""
"7935648","","","","","","","0.9375","0.9375","0.9375"
"7935808","","","","0.83203125","0.83203125","0.83203125","","",""
"7947744","","","","","","","0.9375","0.9375","0.9375"
"7948512","","","","0.84375","0.84375","0.84375","","",""
"7948704","1","1","1","","","","","",""
"7960192","1","1","1","","","","","",""
"7960960","","","","0.84375","0.84375","0.84375","","",""
"7961312","","","","","","","0.9375","0.9375","0.9375"
"7972416","1","1","1","","","","","",""
"7973952","","","","0.876953125","0.876953125","0.876953125","","",""
"7974144","","","","","","","0.9375","0.9375","0.9375"
"7986144","","","","","","","0.9375","0.9375","0.9375"
"7986496","1","1","1","","","","","",""
"7987136","","","","0.875","0.875","0.875","","",""
"7999584","","","","0.8828125","0.8828125","0.8828125","","",""
"7999712","","","","","","","0.9375","0.9375","0.9375"
"7999744","1","1","1","","","","","",""
"8011776","","","","","","","0.9375","0.9375","0.9375"
"8012448","1","1","1","","","","","",""
"8012640","","","","0.884765625","0.884765625","0.884765625","","",""
"8025120","1","1","1","","","","","",""
"8025536","","","","","","","0.9375","0.9375","0.9375"
"8025568","","","","0.880859375","0.880859375","0.880859375","","",""
"8037920","1","1","1","","","","","",""
"8037984","","","","","","","0.9375","0.9375","0.9375"
"8038304","","","","0.8671875","0.8671875","0.8671875","","",""
"8050144","1","1","1","","","","","",""
"8050976","","","","0.833984375","0.833984375","0.833984375","0.9375","0.9375","0.9375"
"8063424","","","","0.818359375","0.818359375","0.818359375","","",""
"8063520","1","1","1","","","","","",""
"8063584","","","","","","","0.9375","0.9375","0.9375"
"8075488","1","1","1","","","","","",""
"8076512","","","","0.798828125","0.798828125","0.798828125","","",""
"8076640","","","","","","","0.9375","0.9375","0.9375"
"8089248","","","","","","","0.9375","0.9375","0.9375"
"8089472","1","1","1","","","","","",""
"8089536","","","","0.759765625","0.759765625","0.759765625","","",""
"8100800","","","","","","","0.9375","0.9375","0.9375"
"8101056","1","1","1","","","","","",""
"8101120","","","","0.73828125","0.73828125","0.73828125","","",""
"8114752","","","","0.724609375","0.724609375","0.724609375","","",""
"8114944","","","","","","","0.9375","0.9375","0.9375"
"8115168","1","1","1","","","","","",""
"8126976","1","1","1","","","","","",""
"8127424","","","","0.69140625","0.69140625","0.69140625","","",""
"8127936","","","","","","","0.9375","0.9375","0.9375"
"8140224","1","1","1","","","","","",""
"8140320","","","","0.658203125","0.658203125","0.658203125","","",""
"8140544","","","","","","","0.931640625","0.931640625","0.931640625"
"8151552","","","","0.62109375","0.62109375","0.62109375","","",""
"8152480","","","","","","","0.9375","0.9375","0.9375"
"8152864","1","1","1","","","","","",""
"8164608","","","","","","","0.9375","0.9375","0.9375"
"8166080","","","","0.58203125","0.58203125","0.58203125","","",""
"8166208","1","1","1","","","","","",""
"8178784","1","1","1","","","","","",""
"8178880","","","","0.53125","0.53125","0.53125","","",""
"8179168","","","","","","","0.94921875","0.94921875","0.94921875"
"8191872","","","","0.513671875","0.513671875","0.513671875","","",""
"8191936","1","1","1","","","","1","1","1"
"8203904","","","","0.482421875","0.482421875","0.482421875","","",""
"8204416","1","1","1","","","","","",""
"8204448","","","","","","","1","1","1"
"8216992","1","1","1","","","","","",""
"8217376","","","","","","","1","1","1"
"8217472","","","","0.43359375","0.43359375","0.43359375","","",""
"8229600","","","","0.423828125","0.423828125","0.423828125","","",""
"8229888","","","","","","","1","1","1"
"8230304","1","1","1","","","","","",""
"8242624","","","","","","","1","1","1"
"8242944","","","","0.44140625","0.44140625","0.44140625","","",""
"8243008","1","1","1","","","","","",""
"8254848","1","1","1","","","","","",""
"8255680","","","","","","","1","1","1"
"8255712","","","","0.41796875","0.41796875","0.41796875","","",""
"8268384","1","1","1","","","","","",""
"8268544","","","","0.41796875","0.41796875","0.41796875","","",""
"8268704","","","","","","","1","1","1"
"8281184","","","","0.416015625","0.416015625","0.416015625","","",""
"8281504","","","","","","","1","1","1"
"8281536","1","1","1","","","","","",""
"8293600","1","1","1","","","","","",""
"8293952","","","","","","","1","1","1"
"8294368","","","","0.4375","0.4375","0.4375","","",""
"8306592","","","","","","","1","1","1"
"8306688","1","1","1","","","","","",""
"8306880","","","","0.4375","0.4375","0.4375","","",""
"8319584","","","","0.453125","0.453125","0.453125","1","1","1"
"8319808","1","1","1","","","","","",""
"8332160","","","","","","","1","1","1"
"8332416","","","","0.515625","0.515625","0.515625","","",""
"8332512","1","1","1","","","","","",""
"8343904","","","","0.5625","0.5625","0.5625","","",""
"8344480","","","","","","","1","1","1"
"8344896","1","1","1","","","","","",""
"8357888","","","","0.578125","0.578125","0.578125","","",""
"8357984","1","1","1","","","","","",""
"8358144","","","","","","","1","1","1"
"8370784","1","1","1","","","","","",""
"8370976","","","","0.6171875","0.6171875","0.6171875","","",""
"8371168","","","","","","","1","1","1"
"8383584","1","1","1","","","","","",""
"8383616","","","","0.64453125","0.64453125","0.64453125","","",""
"8383968","","","","","","","1","1","1"
"8395488","1","1","1","","","","","",""
"8396192","","","","0.66015625","0.66015625","0.66015625","","",""
"8396704","","","","","","","1","1","1"
"8408736","","","","0.716796875","0.716796875","0.716796875","","",""
"8409248","1","1","1","","","","","",""
"8409408","","","","","","","1","1","1"
"8421344","","","","","","","1","1","1"
"8421568","","","","0.75","0.75","0.75","","",""
"8421824","1","1","1","","","","","",""
"8434112","","","","","","","1","1","1"
"8434336","","","","0.75","0.75","0.75","","",""
"8434944","1","1","1","","","","","",""
"8447200","","","","","","","1","1","1"
"8447712","","","","0.767578125","0.767578125","0.767578125","","",""
"8447840","1","1","1","","","","","",""
"8458848","1","1","1","","","","","",""
"8459744","","","","","","","1","1","1"
"8460640","","","","0.78125","0.78125","0.78125","","",""
"8473248","","","","0.78125","0.78125","0.78125","","",""
"8473376","","","","","","","1","1","1"
"8473536","1","1","1","","","","","",""
"8483488","","","","","","","1","1","1"
"8485088","1","1","1","","","","","",""
"8486272","","","","0.78125","0.78125","0.78125","","",""
"8497120","1","1","1","","","","","",""
"8497408","","","","0.83203125","0.83203125","0.83203125","","",""
"8498880","","","","","","","1","1","1"
"8510432","","","","","","","1","1","1"
"8511648","1","1","1","","","","","",""
"8511712","","","","0.865234375","0.865234375","0.865234375","","",""
"8521824","1","1","1","","","","","",""
"8523648","","","","","","","1","1","1"
"8524736","","","","0.869140625","0.869140625","0.869140625","","",""
"8535936","1","1","1","","","","","",""
"8536736","","","","","","","1","1","1"
"8537568","","","","0.8671875","0.8671875","0.8671875","","",""
"8547744","1","1","1","","","","","",""
"8550080","","","","","","","1","1","1"
"8550240","","","","0.87109375","0.87109375","0.87109375","","",""
"8562176","","","","0.875","0.875","0.875","","",""
"8562208","1","1","1","","","","","",""
"8562880","","","","","","","1","1","1"
"8575424","","","","0.875","0.875","0.875","","",""
"8575712","","","","","","","1","1","1"
"8575904","1","1","1","","","","","",""
"8575905","1","1","1","","","","","",""
"8588192","","","","","","","1","1","1"
"8588736","","","","0.875","0.875","0.875","","",""
"8592480","1","1","1","","","","","",""
"8601056","","","","0.875","0.875","0.875","","",""
"8601376","","","","","","","1","1","1"
"8612288","1","1","1","","","","","",""
"8614272","","","","","","","1","1","1"
"8614304","","","","0.876953125","0.876953125","0.876953125","","",""
"8625216","1","1","1","","","","","",""
"8626336","","","","0.900390625","0.900390625","0.900390625","","",""
"8627104","","","","","","","1","1","1"
"8637952","1","1","1","","","","","",""
"8639520","","","","0.912109375","0.912109375","0.912109375","","",""
"8639584","","","","","","","1","1","1"
"8651648","1","1","1","","","","","",""
"8652448","","","","0.90625","0.90625","0.90625","","",""
"8652672","","","","","","","1","1","1"
"8665088","","","","","","","1","1","1"
"8665184","1","1","1","","","","","",""
"8665440","","","","0.90625","0.90625","0.90625","","",""
"8676288","1","1","1","","","","","",""
"8677120","","","","0.900390625","0.900390625","0.900390625","","",""
"8677504","","","","","","","1","1","1"
"8687392","1","1","1","","","","","",""
"8690816","","","","0.900390625","0.900390625","0.900390625","","",""
"8690976","","","","","","","1","1","1"
"8701376","1","1","1","","","","","",""
"8703392","","","","","","","1","1","1"
"8703776","","","","0.900390625","0.900390625","0.900390625","","",""
"8709408","1","1","1","","","","","",""
"8714816","","","","","","","1","1","1"
"8716192","","","","0.900390625","0.900390625","0.900390625","","",""
"8728736","1","1","1","","","","","",""
"8729088","","","","","","","1","1","1"
"8729504","","","","0.892578125","0.892578125","0.892578125","","",""
"8742080","1","1","1","","","","","",""
"8742304","","","","0.84375","0.84375","0.84375","1","1","1"
"8751648","1","1","1","","","","","",""
"8752704","","","","","","","1","1","1"
"8754912","","","","0.859375","0.859375","0.859375","","",""
"8765504","","","","0.828125","0.828125","0.828125","","",""
"8766976","1","1","1","","","","","",""
"8767968","","","","","","","1","1","1"
"8779232","","","","0.794921875","0.794921875","0.794921875","","",""
"8779488","1","1","1","","","","","",""
"8779840","","","","","","","1","1","1"
"8790944","1","1","1","","","","","",""
"8792992","","","","0.814453125","0.814453125","0.814453125","","",""
"8793344","","","","","","","1","1","1"
"8804640","1","1","1","","","","","",""
"8806144","","","","","","","1","1","1"
"8806368","","","","0.767578125","0.767578125","0.767578125","","",""
"8816192","1","1","1","","","","","",""
"8818144","","","","0.73046875","0.73046875","0.73046875","","",""
"8818912","","","","","","","1","1","1"
"8830624","","","","0.7109375","0.7109375","0.7109375","","",""
"8831936","1","1","1","","","","","",""
"8831968","","","","","","","1","1","1"
"8844512","","","","0.6875","0.6875","0.6875","","",""
"8844544","1","1","1","","","","","",""
"8844736","","","","","","","1","1","1"
"8856448","","","","","","","1","1","1"
"8857056","","","","0.6875","0.6875","0.6875","","",""
"8857152","1","1","1","","","","","",""
"8868448","1","1","1","","","","","",""
"8869696","","","","","","","1","1","1"
"8869728","","","","0.6875","0.6875","0.6875","","",""
"8879200","1","1","1","","","","","",""
"8882912","","","","0.6875","0.6875","0.6875","","",""
"8883072","","","","","","","1","1","1"
"8895136","","","","0.677734375","0.677734375","0.677734375","","",""
"8895520","","","","","","","1","1","1"
"8895744","1","1","1","","","","","",""
"8907424","1","1","1","","","","","",""
"8908032","","","","","","","1","1","1"
"8908768","","","","0.64453125","0.64453125","0.64453125","","",""
"8919648","1","1","1","","","","","",""
"8921280","","","","","","","1","1","1"
"8921440","","","","0.560546875","0.560546875","0.560546875","","",""
"8931232","1","1","1","","","","","",""
"8934016","","","","0.53125","0.53125","0.53125","","",""
"8934144","","","","","","","1","1","1"
"8943616","1","1","1","","","","","",""
"8946336","","","","","","","1","1","1"
"8946368","","","","0.537109375","0.537109375","0.537109375","","",""
"8958592","","","","0.505859375","0.505859375","0.505859375","","",""
"8959520","1","1","1","","","","","",""
"8959872","","","","","","","1","1","1"
"8972448","1","1","1","","","","","",""
"8972576","","","","0.484375","0.484375","0.484375","1","1","1"
"8984640","1","1","1","","","","","",""
"8984896","","","","0.46875","0.46875","0.46875","","",""
"8985472","","","","","","","1","1","1"
"8996544","1","1","1","","","","","",""
"8997760","","","","0.455078125","0.455078125","0.455078125","","",""
"8998368","","","","","","","1","1","1"
"9009184","1","1","1","","","","","",""
"9010592","","","","0.40625","0.40625","0.40625","","",""
"9010752","","","","","","","1","1","1"
"9021856","1","1","1","","","","","",""
"9023424","","","","0.3515625","0.3515625","0.3515625","","",""
"9023744","","","","","","","1","1","1"
"9036352","","","","0.255859375","0.255859375","0.255859375","","",""
"9036448","1","1","1","","","","1","1","1"
"9049120","","","","","","","1","1","1"
"9049280","","","","0.162109375","0.162109375","0.162109375","","",""
"9049472","1","1","1","","","","","",""
"9060800","1","1","1","","","","","",""
"9061440","","","","","","","1","1","1"
"9061728","","","","0.115234375","0.115234375","0.115234375","","",""
"9074240","1","1","1","","","","","",""
"9074720","","","","0.005859375","0.005859375","0.005859375","","",""
"9075040","","","","","","","1","1","1"
"9087456","","","","0.005859375","0.005859375","0.005859375","","",""
"9087648","1","1","1","","","","","",""
"9087904","","","","","","","1","1","1"
"9099552","1","1","1","","","","","",""
"9100672","","","","0.005859375","0.005859375","0.005859375","","",""
"9100704","","","","","","","1","1","1"
"9112800","","","","0","0","0","","",""
"9113440","","","","","","","1","1","1"
"9113504","1","1","1","","","","","",""
"9124800","","","","","","","1","1","1"
"9125344","","","","0","0","0","","",""
"9125728","1","1","1","","","","","",""
"9138144","","","","","","","1","1","1"
"9138336","1","1","1","","","","","",""
"9138720","","","","0","0","0","","",""
"9150656","1","1","1","","","","","",""
"9151296","","","","","","","1","1","1"
"9151808","","","","0.005859375","0.005859375","0.005859375","","",""
"9162464","","","","","","","1","1","1"
"9163776","1","1","1","","","","","",""
"9164704","","","","0","0","0","","",""
"9176864","","","","","","","1","1","1"
"9176928","1","1","1","","","","","",""
"9177440","","","","0","0","0","","",""
"9189536","1","1","1","","","","","",""
"9190112","","","","0.005859375","0.005859375","0.005859375","","",""
"9190272","","","","","","","1","1","1"
"9201568","1","1","1","","","","","",""
"9202784","","","","0","0","0","","",""
"9203008","","","","","","","1","1","1"
"9213984","1","1","1","","","","","",""
"9214976","","","","","","","1","1","1"
"9215968","","","","0","0","0","","",""
"9227776","","","","0.017578125","0.017578125","0.017578125","","",""
"9228672","1","1","1","","","","","",""
"9228768","","","","","","","1","1","1"
"9239584","","","","","","","1","1","1"
"9240640","1","1","1","","","","","",""
"9241408","","","","0","0","0","","",""
"9249184","1","1","1","","","","","",""
"9253600","","","","","","","1","1","1"
"9253664","","","","0","0","0","","",""
"9265664","","","","0","0","0","","",""
"9266976","1","1","1","","","","","",""
"9267104","","","","","","","1","1","1"
"9278560","","","","0.005859375","0.005859375","0.005859375","","",""
"9278624","","","","","","","1","1","1"
"9279872","1","1","1","","","","","",""
"9291840","1","1","1","","","","","",""
"9292416","","","","","","","1","1","1"
"9292544","","","","0","0","0","","",""
"9304672","","","","","","","1","1","1"
"9305184","","","","0.005859375","0.005859375","0.005859375","","",""
"9305536","1","1","1","","","","","",""
"9317696","1","1","1","","","","","",""
"9317920","","","","0","0","0","","",""
"9318272","","","","","","","1","1","1"
"9326688","1","1","1","","","","","",""
"9329856","","","","0.005859375","0.005859375","0.005859375","","",""
"9331136","","","","","","","1","1","1"
"9341792","","","","","","","1","1","1"
"9343776","1","1","1","","","","","",""
"9343808","","","","0","0","0","","",""
"9355872","","","","","","","1","1","1"
"9356416","1","1","1","","","","","",""
"9356704","","","","0","0","0","","",""
"9368480","","","","","","","1","1","1"
"9369120","","","","0.005859375","0.005859375","0.005859375","","",""
"9369504","1","1","1","","","","","",""
"9381568","","","","0.001953125","0.001953125","0.001953125","","",""
"9381664","1","1","1","","","","","",""
"9381952","","","","","","","1","1","1"
"9394432","","","","0.00390625","0.00390625","0.00390625","","",""
"9394848","","","","","","","1","1","1"
"9394880","1","1","1","","","","","",""
"9407168","1","1","1","","","","","",""
"9407520","","","","0","0","0","","",""
"9407904","","","","","","","1","1","1"
"9418912","1","1","1","","","","","",""
"9419840","","","","","","","1","1","1"
"9420672","","","","0","0","0","","",""
"9429824","1","1","1","","","","","",""
"9433152","","","","","","","1","1","1"
"9433504","","","","0.017578125","0.017578125","0.017578125","","",""
"9444704","1","1","1","","","","","",""
"9444928","","","","0.005859375","0.005859375","0.005859375","","",""
"9446144","","","","","","","1","1","1"
"9457856","","","","0.01171875","0.01171875","0.01171875","","",""
"9458784","1","1","1","","","","","",""
"9459008","","","","","","","1","1","1"
"9470112","1","1","1","","","","","",""
"9471840","","","","","","","1","1","1"
"9471904","","","","0.005859375","0.005859375","0.005859375","","",""
"9483104","","","","0.005859375","0.005859375","0.005859375","","",""
"9483904","1","1","1","","","","","",""
"9484320","","","","","","","1","1","1"
"9496512","1","1","1","","","","","",""
"9497408","","","","0.005859375","0.005859375","0.005859375","1","1","1"
"9508448","","","","","","","1","1","1"
"9509856","1","1","1","","","","","",""
"9510176","","","","0.005859375","0.005859375","0.005859375","","",""
"9521888","1","1","1","","","","","",""
"9522208","","","","","","","1","1","1"
"9523072","","","","0.005859375","0.005859375","0.005859375","","",""
"9533088","","","","","","","1","1","1"
"9535200","1","1","1","","","","","",""
"9535712","","","","0.01171875","0.01171875","0.01171875","","",""
"9548096","1","1","1","","","","","",""
"9548224","","","","","","","1","1","1"
"9548768","","","","0","0","0","","",""
"9560640","","","","","","","1","1","1"
"9561024","","","","0","0","0","","",""
"9561184","1","1","1","","","","","",""
"9573184","1","1","1","","","","","",""
"9573440","","","","0","0","0","","",""
"9573504","","","","","","","1","1","1"
"9586048","","","","","","","1","1","1"
"9586208","0.994140625","0.994140625","0.994140625","","","","","",""
"9586432","","","","0","0","0","","",""
"9599136","1","1","1","","","","","",""
"9599168","","","","0","0","0","1","1","1"
"9610624","0.994140625","0.994140625","0.994140625","","","","","",""
"9612288","","","","","","","1","1","1"
"9612480","","","","0","0","0","","",""
"9624672","1","1","1","","","","","",""
"9624992","","","","","","","1","1","1"
"9625376","","","","0","0","0","","",""
"9637536","1","1","1","","","","","",""
"9637664","","","","0","0","0","","",""
"9637696","","","","","","","1","1","1"
"9651136","0.994140625","0.994140625","0.994140625","0","0","0","","",""
"9651168","","","","","","","1","1","1"
"9662816","","","","0","0","0","","",""
"9663488","1","1","1","","","","","",""
"9663808","","","","","","","1","1","1"
"9673376","1","1","1","","","","","",""
"9676032","","","","0.01171875","0.01171875","0.01171875","","",""
"9676768","","","","","","","1","1","1"
"9689024","","","","","","","1","1","1"
"9689184","1","1","1","0.03125","0.03125","0.03125","","",""
"9702016","","","","","","","1","1","1"
"9702176","1","1","1","","","","","",""
"9702272","","","","0.009765625","0.009765625","0.009765625","","",""
"9713184","","","","","","","1","1","1"
"9714592","1","1","1","","","","","",""
"9715136","","","","0","0","0","","",""
"9727616","1","1","1","","","","","",""
"9727776","","","","0","0","0","","",""
"9727904","","","","","","","1","1","1"
"9740096","1","1","1","","","","","",""
"9740160","","","","0","0","0","","",""
"9740480","","","","","","","1","1","1"
"9750496","1","1","1","","","","","",""
"9752288","","","","","","","1","1","1"
"9753248","","","","0","0","0","","",""
"9763936","1","1","1","","","","","",""
"9765568","","","","0.001953125","0.001953125","0.001953125","","",""
"9766208","","","","","","","1","1","1"
"9778048","1","1","1","","","","","",""
"9778496","","","","","","","0.978515625","0.978515625","0.978515625"
"9778912","","","","0.009765625","0.009765625","0.009765625","","",""
"9791328","1","1","1","","","","","",""
"9791488","","","","","","","0.96875","0.96875","0.96875"
"9791968","","","","0.005859375","0.005859375","0.005859375","","",""
"9803776","","","","0.005859375","0.005859375","0.005859375","","",""
