"Step","MDM_Frostbite_25_3 - hierarchy_use/hierarchy_selected_5","MDM_Frostbite_25_3 - hierarchy_use/hierarchy_selected_5__MIN","MDM_Frostbite_25_3 - hierarchy_use/hierarchy_selected_5__MAX","MDM_Frostbite_25_2 - hierarchy_use/hierarchy_selected_5","MDM_Frostbite_25_2 - hierarchy_use/hierarchy_selected_5__MIN","MDM_Frostbite_25_2 - hierarchy_use/hierarchy_selected_5__MAX","MDM_Frostbite_25_1 - hierarchy_use/hierarchy_selected_5","MDM_Frostbite_25_1 - hierarchy_use/hierarchy_selected_5__MIN","MDM_Frostbite_25_1 - hierarchy_use/hierarchy_selected_5__MAX"
"4620736","","","","0.931640625","0.931640625","0.931640625","","",""
"4620768","0.701171875","0.701171875","0.701171875","","","","","",""
"4632768","","","","0.931640625","0.931640625","0.931640625","","",""
"4633312","","","","","","","1","1","1"
"4633376","0.724609375","0.724609375","0.724609375","","","","","",""
"4645120","0.75390625","0.75390625","0.75390625","","","","","",""
"4646272","","","","0.9375","0.9375","0.9375","","",""
"4646368","","","","","","","1","1","1"
"4658912","0.771484375","0.771484375","0.771484375","","","","","",""
"4658976","","","","","","","0.994140625","0.994140625","0.994140625"
"4659168","","","","0.9375","0.9375","0.9375","","",""
"4671392","","","","0.9375","0.9375","0.9375","","",""
"4671904","0.75","0.75","0.75","","","","","",""
"4671968","","","","","","","0.98828125","0.98828125","0.98828125"
"4683712","","","","0.9375","0.9375","0.9375","","",""
"4684384","","","","","","","1","1","1"
"4684448","0.76953125","0.76953125","0.76953125","","","","","",""
"4696480","0.7734375","0.7734375","0.7734375","","","","","",""
"4696864","","","","0.9375","0.9375","0.9375","","",""
"4697408","","","","","","","1","1","1"
"4710016","0.771484375","0.771484375","0.771484375","","","","","",""
"4710176","","","","","","","1","1","1"
"4710304","","","","0.931640625","0.931640625","0.931640625","","",""
"4722720","0.78125","0.78125","0.78125","","","","","",""
"4723008","","","","0.9375","0.9375","0.9375","","",""
"4723072","","","","","","","1","1","1"
"4734784","","","","","","","1","1","1"
"4735744","0.806640625","0.806640625","0.806640625","","","","","",""
"4735840","","","","0.931640625","0.931640625","0.931640625","","",""
"4746816","","","","","","","1","1","1"
"4748384","0.8125","0.8125","0.8125","","","","","",""
"4748576","","","","0.93359375","0.93359375","0.93359375","","",""
"4760512","0.8125","0.8125","0.8125","","","","","",""
"4761120","","","","","","","1","1","1"
"4761152","","","","0.935546875","0.935546875","0.935546875","","",""
"4773984","","","","","","","0.994140625","0.994140625","0.994140625"
"4774112","0.8125","0.8125","0.8125","","","","","",""
"4774336","","","","0.9375","0.9375","0.9375","","",""
"4786816","","","","0.9375","0.9375","0.9375","","",""
"4786848","0.8125","0.8125","0.8125","","","","","",""
"4787040","","","","","","","1","1","1"
"4798336","0.830078125","0.830078125","0.830078125","","","","","",""
"4799584","","","","","","","1","1","1"
"4799872","","","","0.9375","0.9375","0.9375","","",""
"4812224","","","","","","","0.994140625","0.994140625","0.994140625"
"4812576","","","","0.939453125","0.939453125","0.939453125","","",""
"4812768","0.84375","0.84375","0.84375","","","","","",""
"4823904","","","","","","","1","1","1"
"4825152","","","","0.990234375","0.990234375","0.990234375","","",""
"4825568","0.84375","0.84375","0.84375","","","","","",""
"4837344","","","","1","1","1","","",""
"4837952","0.84375","0.84375","0.84375","","","","","",""
"4838176","","","","","","","1","1","1"
"4850720","","","","1","1","1","","",""
"4850912","0.857421875","0.857421875","0.857421875","","","","","",""
"4851040","","","","","","","1","1","1"
"4862624","","","","","","","1","1","1"
"4862752","","","","1","1","1","","",""
"4863616","0.869140625","0.869140625","0.869140625","","","","","",""
"4876064","","","","1","1","1","","",""
"4876352","","","","","","","1","1","1"
"4876640","0.880859375","0.880859375","0.880859375","","","","","",""
"4889312","","","","","","","1","1","1"
"4889568","0.900390625","0.900390625","0.900390625","1","1","1","","",""
"4901568","0.890625","0.890625","0.890625","","","","","",""
"4901952","","","","1","1","1","","",""
"4902176","","","","","","","1","1","1"
"4914336","","","","","","","0.994140625","0.994140625","0.994140625"
"4914592","0.880859375","0.880859375","0.880859375","","","","","",""
"4915168","","","","1","1","1","","",""
"4926688","0.880859375","0.880859375","0.880859375","0.994140625","0.994140625","0.994140625","","",""
"4927744","","","","","","","0.994140625","0.994140625","0.994140625"
"4939008","","","","1","1","1","","",""
"4940480","0.875","0.875","0.875","","","","","",""
"4940672","","","","","","","0.994140625","0.994140625","0.994140625"
"4952448","","","","1","1","1","","",""
"4953408","0.857421875","0.857421875","0.857421875","","","","","",""
"4953536","","","","","","","1","1","1"
"4964896","","","","","","","1","1","1"
"4965440","0.869140625","0.869140625","0.869140625","","","","","",""
"4965792","","","","1","1","1","","",""
"4978432","0.8671875","0.8671875","0.8671875","","","","","",""
"4979008","","","","","","","1","1","1"
"4979136","","","","0.99609375","0.99609375","0.99609375","","",""
"4989984","","","","","","","0.994140625","0.994140625","0.994140625"
"4991232","0.859375","0.859375","0.859375","","","","","",""
"4991552","","","","0.998046875","0.998046875","0.998046875","","",""
"5004256","","","","","","","1","1","1"
"5004736","0.875","0.875","0.875","1","1","1","","",""
"5017440","","","","","","","1","1","1"
"5017472","0.869140625","0.869140625","0.869140625","","","","","",""
"5017568","","","","1","1","1","","",""
"5029312","","","","1","1","1","","",""
"5030272","0.869140625","0.869140625","0.869140625","","","","","",""
"5030368","","","","","","","0.994140625","0.994140625","0.994140625"
"5042144","","","","","","","0.994140625","0.994140625","0.994140625"
"5042656","0.875","0.875","0.875","","","","","",""
"5043008","","","","0.994140625","0.994140625","0.994140625","","",""
"5055488","","","","","","","1","1","1"
"5055584","","","","1","1","1","","",""
"5055904","0.869140625","0.869140625","0.869140625","","","","","",""
"5068096","0.857421875","0.857421875","0.857421875","","","","","",""
"5068480","","","","0.994140625","0.994140625","0.994140625","","",""
"5068640","","","","","","","0.994140625","0.994140625","0.994140625"
"5080416","","","","","","","1","1","1"
"5081024","","","","0.99609375","0.99609375","0.99609375","","",""
"5081536","0.849609375","0.849609375","0.849609375","","","","","",""
"5093600","","","","0.98046875","0.98046875","0.98046875","","",""
"5093824","","","","","","","0.994140625","0.994140625","0.994140625"
"5094208","0.849609375","0.849609375","0.849609375","","","","","",""
"5105504","0.84375","0.84375","0.84375","","","","","",""
"5105984","","","","","","","1","1","1"
"5107008","","","","1","1","1","","",""
"5119424","","","","","","","0.994140625","0.994140625","0.994140625"
"5119744","","","","1","1","1","","",""
"5119936","0.83203125","0.83203125","0.83203125","","","","","",""
"5132032","","","","","","","1","1","1"
"5132608","","","","0.994140625","0.994140625","0.994140625","","",""
"5132736","0.826171875","0.826171875","0.826171875","","","","","",""
"5144096","","","","0.994140625","0.994140625","0.994140625","","",""
"5144448","","","","","","","1","1","1"
"5145472","0.84375","0.84375","0.84375","","","","","",""
"5156288","","","","","","","1","1","1"
"5158112","0.841796875","0.841796875","0.841796875","","","","","",""
"5158240","","","","1","1","1","","",""
"5168192","","","","","","","1","1","1"
"5170816","0.818359375","0.818359375","0.818359375","","","","","",""
"5171072","","","","0.994140625","0.994140625","0.994140625","","",""
"5183520","","","","1","1","1","","",""
"5183776","0.8359375","0.8359375","0.8359375","","","","","",""
"5183904","","","","","","","1","1","1"
"5196352","0.84375","0.84375","0.84375","","","","","",""
"5196448","","","","","","","1","1","1"
"5196736","","","","1","1","1","","",""
"5208640","","","","0.994140625","0.994140625","0.994140625","","",""
"5209056","","","","","","","1","1","1"
"5209536","0.84375","0.84375","0.84375","","","","","",""
"5220832","","","","","","","0.994140625","0.994140625","0.994140625"
"5221600","0.84375","0.84375","0.84375","","","","","",""
"5221920","","","","0.982421875","0.982421875","0.982421875","","",""
"5232736","","","","","","","0.98828125","0.98828125","0.98828125"
"5234624","0.837890625","0.837890625","0.837890625","","","","","",""
"5234848","","","","0.998046875","0.998046875","0.998046875","","",""
"5245216","","","","","","","1","1","1"
"5247424","0.84375","0.84375","0.84375","","","","","",""
"5247808","","","","0.990234375","0.990234375","0.990234375","","",""
"5259712","","","","","","","0.994140625","0.994140625","0.994140625"
"5260544","0.83203125","0.83203125","0.83203125","","","","","",""
"5260672","","","","1","1","1","","",""
"5272640","","","","0.994140625","0.994140625","0.994140625","","",""
"5273408","","","","","","","1","1","1"
"5273440","0.82421875","0.82421875","0.82421875","","","","","",""
"5285088","0.814453125","0.814453125","0.814453125","","","","","",""
"5285344","","","","","","","1","1","1"
"5286304","","","","1","1","1","","",""
"5298848","0.78125","0.78125","0.78125","","","","1","1","1"
"5299104","","","","1","1","1","","",""
"5311136","0.8125","0.8125","0.8125","","","","","",""
"5311840","","","","1","1","1","","",""
"5311904","","","","","","","1","1","1"
"5324192","","","","","","","1","1","1"
"5324416","","","","1","1","1","","",""
"5324704","0.796875","0.796875","0.796875","","","","","",""
"5337120","0.8046875","0.8046875","0.8046875","","","","","",""
"5337504","","","","1","1","1","","",""
"5337536","","","","","","","1","1","1"
"5349952","","","","0.994140625","0.994140625","0.994140625","","",""
"5350144","","","","","","","1","1","1"
"5350176","0.791015625","0.791015625","0.791015625","","","","","",""
"5360384","","","","1","1","1","","",""
"5362176","","","","","","","1","1","1"
"5362784","0.76171875","0.76171875","0.76171875","","","","","",""
"5375424","","","","1","1","1","","",""
"5375456","","","","","","","1","1","1"
"5375648","0.7265625","0.7265625","0.7265625","","","","","",""
"5387840","0.71875","0.71875","0.71875","","","","","",""
"5388064","","","","","","","1","1","1"
"5388448","","","","1","1","1","","",""
"5401120","0.71484375","0.71484375","0.71484375","","","","","",""
"5401152","","","","","","","0.994140625","0.994140625","0.994140625"
"5401216","","","","1","1","1","","",""
"5413632","0.67578125","0.67578125","0.67578125","","","","","",""
"5413824","","","","","","","1","1","1"
"5413984","","","","0.994140625","0.994140625","0.994140625","","",""
"5426976","","","","","","","1","1","1"
"5427104","","","","0.99609375","0.99609375","0.99609375","","",""
"5427136","0.681640625","0.681640625","0.681640625","","","","","",""
"5437792","","","","0.9921875","0.9921875","0.9921875","","",""
"5439360","0.662109375","0.662109375","0.662109375","","","","","",""
"5439552","","","","","","","1","1","1"
"5451456","0.63671875","0.63671875","0.63671875","","","","","",""
"5452128","","","","1","1","1","","",""
"5452256","","","","","","","1","1","1"
"5464192","","","","","","","1","1","1"
"5464544","","","","1","1","1","","",""
"5465472","0.65625","0.65625","0.65625","","","","","",""
"5476800","","","","","","","1","1","1"
"5477536","0.607421875","0.607421875","0.607421875","","","","","",""
"5477920","","","","1","1","1","","",""
"5490368","","","","0.994140625","0.994140625","0.994140625","","",""
"5490784","0.59375","0.59375","0.59375","","","","","",""
"5491072","","","","","","","1","1","1"
"5503488","","","","0.994140625","0.994140625","0.994140625","","",""
"5503776","0.59375","0.59375","0.59375","","","","","",""
"5503904","","","","","","","1","1","1"
"5516256","0.59375","0.59375","0.59375","","","","","",""
"5516384","","","","1","1","1","","",""
"5516608","","","","","","","1","1","1"
"5528608","0.59375","0.59375","0.59375","","","","1","1","1"
"5529024","","","","1","1","1","","",""
"5541728","","","","1","1","1","","",""
"5542048","0.580078125","0.580078125","0.580078125","","","","","",""
"5542272","","","","","","","1","1","1"
"5555040","","","","1","1","1","","",""
"5555072","0.5625","0.5625","0.5625","","","","","",""
"5555136","","","","","","","1","1","1"
"5566816","","","","","","","0.98828125","0.98828125","0.98828125"
"5566912","0.5625","0.5625","0.5625","","","","","",""
"5567456","","","","0.994140625","0.994140625","0.994140625","","",""
"5579776","","","","1","1","1","","",""
"5580032","","","","","","","1","1","1"
"5580544","0.5546875","0.5546875","0.5546875","","","","","",""
"5593088","0.53125","0.53125","0.53125","","","","","",""
"5593184","","","","1","1","1","","",""
"5593408","","","","","","","1","1","1"
"5604832","","","","0.994140625","0.994140625","0.994140625","","",""
"5605824","0.525390625","0.525390625","0.525390625","","","","","",""
"5605920","","","","","","","1","1","1"
"5618240","0.455078125","0.455078125","0.455078125","","","","","",""
"5618624","","","","","","","0.986328125","0.986328125","0.986328125"
"5618976","","","","1","1","1","","",""
"5631648","","","","1","1","1","","",""
"5631840","","","","","","","0.984375","0.984375","0.984375"
"5631872","0.4375","0.4375","0.4375","","","","","",""
"5644288","","","","","","","1","1","1"
"5644352","","","","1","1","1","","",""
"5644736","0.396484375","0.396484375","0.396484375","","","","","",""
"5656544","","","","1","1","1","","",""
"5656736","","","","","","","0.994140625","0.994140625","0.994140625"
"5657568","0.314453125","0.314453125","0.314453125","","","","","",""
"5669824","","","","1","1","1","","",""
"5669888","0.21484375","0.21484375","0.21484375","","","","","",""
"5669952","","","","","","","0.994140625","0.994140625","0.994140625"
"5682592","0.150390625","0.150390625","0.150390625","","","","","",""
"5683008","","","","1","1","1","","",""
"5683168","","","","","","","0.994140625","0.994140625","0.994140625"
"5694816","","","","","","","0.98828125","0.98828125","0.98828125"
"5695840","0.078125","0.078125","0.078125","","","","","",""
"5695872","","","","1","1","1","","",""
"5706912","0.03125","0.03125","0.03125","","","","","",""
"5708288","","","","1","1","1","","",""
"5708768","","","","","","","1","1","1"
"5721344","0.0078125","0.0078125","0.0078125","","","","","",""
"5721376","","","","1","1","1","","",""
"5721472","","","","","","","1","1","1"
"5733952","","","","","","","1","1","1"
"5734176","","","","0.986328125","0.986328125","0.986328125","","",""
"5734336","0","0","0","","","","","",""
"5746976","","","","0.99609375","0.99609375","0.99609375","","",""
"5747040","","","","","","","1","1","1"
"5747136","0","0","0","","","","","",""
"5759584","","","","1","1","1","","",""
"5759616","","","","","","","0.98828125","0.98828125","0.98828125"
"5759872","0","0","0","","","","","",""
"5771712","0","0","0","","","","","",""
"5771840","","","","0.994140625","0.994140625","0.994140625","","",""
"5772672","","","","","","","1","1","1"
"5784544","0","0","0","","","","","",""
"5785568","","","","1","1","1","1","1","1"
"5797920","0","0","0","","","","","",""
"5798080","","","","","","","1","1","1"
"5798112","","","","1","1","1","","",""
"5808448","0","0","0","","","","","",""
"5810080","","","","0.994140625","0.994140625","0.994140625","","",""
"5810912","","","","","","","1","1","1"
"5823360","0","0","0","","","","1","1","1"
"5823872","","","","1","1","1","","",""
"5835904","0","0","0","","","","","",""
"5836576","","","","","","","1","1","1"
"5836672","","","","0.994140625","0.994140625","0.994140625","","",""
"5847136","","","","1","1","1","","",""
"5849120","","","","","","","0.994140625","0.994140625","0.994140625"
"5849184","0","0","0","","","","","",""
"5861600","","","","","","","1","1","1"
"5862048","","","","1","1","1","","",""
"5862368","0","0","0","","","","","",""
"5874464","","","","1","1","1","","",""
"5875008","0","0","0","","","","","",""
"5875072","","","","","","","0.982421875","0.982421875","0.982421875"
"5887488","0","0","0","","","","","",""
"5887744","","","","0.994140625","0.994140625","0.994140625","","",""
"5887936","","","","","","","0.9765625","0.9765625","0.9765625"
"5900320","","","","","","","0.982421875","0.982421875","0.982421875"
"5900640","0","0","0","","","","","",""
"5900672","","","","0.994140625","0.994140625","0.994140625","","",""
"5912928","0","0","0","","","","","",""
"5913248","","","","","","","0.96484375","0.96484375","0.96484375"
"5913536","","","","0.994140625","0.994140625","0.994140625","","",""
"5925568","","","","","","","0.94921875","0.94921875","0.94921875"
"5925664","0","0","0","","","","","",""
"5926016","","","","1","1","1","","",""
"5938144","0","0","0","1","1","1","","",""
"5939136","","","","","","","0.970703125","0.970703125","0.970703125"
"5950944","","","","","","","0.98046875","0.98046875","0.98046875"
"5951840","","","","1","1","1","","",""
"5951968","0","0","0","","","","","",""
"5963712","","","","","","","0.970703125","0.970703125","0.970703125"
"5963744","","","","1","1","1","","",""
"5964288","0","0","0","","","","","",""
"5976160","0","0","0","","","","","",""
"5977152","","","","1","1","1","","",""
"5977280","","","","","","","0.978515625","0.978515625","0.978515625"
"5989504","0","0","0","","","","","",""
"5990272","","","","1","1","1","","",""
"5990336","","","","","","","0.9921875","0.9921875","0.9921875"
"6002880","0","0","0","","","","","",""
"6003072","","","","0.994140625","0.994140625","0.994140625","","",""
"6003136","","","","","","","0.9765625","0.9765625","0.9765625"
"6015072","","","","","","","0.98828125","0.98828125","0.98828125"
"6015584","0","0","0","","","","","",""
"6015808","","","","1","1","1","","",""
"6028096","","","","","","","0.994140625","0.994140625","0.994140625"
"6028416","0","0","0","","","","","",""
"6028672","","","","1","1","1","","",""
"6039616","","","","1","1","1","","",""
"6041472","0","0","0","","","","","",""
"6041568","","","","","","","0.9921875","0.9921875","0.9921875"
"6053824","0","0","0","","","","","",""
"6054240","","","","1","1","1","","",""
"6054336","","","","","","","0.974609375","0.974609375","0.974609375"
"6066240","","","","1","1","1","","",""
"6066880","","","","","","","0.98046875","0.98046875","0.98046875"
"6067072","0","0","0","","","","","",""
"6079392","","","","","","","0.970703125","0.970703125","0.970703125"
"6079552","","","","0.994140625","0.994140625","0.994140625","","",""
"6079936","0","0","0","","","","","",""
"6092128","0","0","0","","","","","",""
"6092256","","","","","","","0.9765625","0.9765625","0.9765625"
"6092448","","","","1","1","1","","",""
"6105248","0","0","0","","","","","",""
"6105280","","","","0.994140625","0.994140625","0.994140625","","",""
"6105504","","","","","","","0.98828125","0.98828125","0.98828125"
"6117024","0","0","0","","","","","",""
"6117984","","","","1","1","1","","",""
"6118112","","","","","","","1","1","1"
"6130784","","","","0.994140625","0.994140625","0.994140625","","",""
"6130944","","","","","","","1","1","1"
"6131136","0","0","0","","","","","",""
"6143296","","","","1","1","1","","",""
"6143488","0","0","0","","","","","",""
"6143840","","","","","","","1","1","1"
"6156128","0","0","0","","","","","",""
"6156576","","","","0.986328125","0.986328125","0.986328125","","",""
"6156736","","","","","","","1","1","1"
"6167616","","","","0.99609375","0.99609375","0.99609375","","",""
"6168672","","","","","","","1","1","1"
"6168928","0","0","0","","","","","",""
"6181472","","","","","","","1","1","1"
"6181760","0","0","0","","","","","",""
"6181952","","","","1","1","1","","",""
"6194496","","","","","","","1","1","1"
"6194592","0","0","0","","","","","",""
"6194912","","","","0.98046875","0.98046875","0.98046875","","",""
"6206976","0","0","0","","","","","",""
"6207264","","","","0.99609375","0.99609375","0.99609375","","",""
"6207840","","","","","","","1","1","1"
"6220096","","","","","","","1","1","1"
"6220160","0","0","0","","","","","",""
"6220224","","","","0.994140625","0.994140625","0.994140625","","",""
"6231840","0","0","0","","","","","",""
"6232576","","","","","","","1","1","1"
"6232992","","","","0.998046875","0.998046875","0.998046875","","",""
"6245472","","","","0.99609375","0.99609375","0.99609375","","",""
"6246144","","","","","","","1","1","1"
"6246336","0","0","0","","","","","",""
"6257856","0","0","0","","","","","",""
"6259136","","","","1","1","1","1","1","1"
"6271808","","","","1","1","1","1","1","1"
"6271936","0","0","0","","","","","",""
"6283616","0","0","0","","","","","",""
"6283840","","","","1","1","1","","",""
"6284320","","","","","","","1","1","1"
"6296576","","","","","","","0.994140625","0.994140625","0.994140625"
"6296704","","","","1","1","1","","",""
"6297408","0","0","0","","","","","",""
"6310016","","","","1","1","1","","",""
"6310144","","","","","","","1","1","1"
"6310336","0","0","0","","","","","",""
"6321600","0","0","0","","","","","",""
"6322912","","","","1","1","1","","",""
"6323072","","","","","","","1","1","1"
"6335072","0","0","0","","","","","",""
"6335712","","","","0.994140625","0.994140625","0.994140625","","",""
"6335968","","","","","","","1","1","1"
"6348416","0","0","0","","","","","",""
"6348544","","","","1","1","1","","",""
"6348608","","","","","","","0.994140625","0.994140625","0.994140625"
"6360960","","","","","","","1","1","1"
"6361312","","","","1","1","1","","",""
"6361344","0","0","0","","","","","",""
"6373376","","","","1","1","1","","",""
"6374080","0","0","0","","","","","",""
"6374336","","","","","","","1","1","1"
"6386592","","","","","","","0.986328125","0.986328125","0.986328125"
"6386944","","","","0.994140625","0.994140625","0.994140625","","",""
"6387104","0","0","0","","","","","",""
"6399296","","","","1","1","1","","",""
"6399872","0","0","0","","","","","",""
"6399968","","","","","","","0.984375","0.984375","0.984375"
"6411264","0","0","0","","","","","",""
"6412512","","","","1","1","1","","",""
"6412704","","","","","","","1","1","1"
"6424800","0","0","0","","","","","",""
"6425088","","","","1","1","1","","",""
"6425440","","","","","","","1","1","1"
"6437056","0","0","0","","","","","",""
"6438144","","","","","","","1","1","1"
"6438304","","","","1","1","1","","",""
"6451072","0","0","0","","","","","",""
"6451104","","","","","","","1","1","1"
"6451168","","","","1","1","1","","",""
"6462976","","","","","","","1","1","1"
"6463392","0","0","0","","","","","",""
"6463648","","","","0.98828125","0.98828125","0.98828125","","",""
"6475520","","","","","","","1","1","1"
"6475776","","","","0.994140625","0.994140625","0.994140625","","",""
"6476736","0","0","0","","","","","",""
"6488960","","","","","","","1","1","1"
"6489344","","","","0.98828125","0.98828125","0.98828125","","",""
"6489472","0","0","0","","","","","",""
"6500384","","","","0.982421875","0.982421875","0.982421875","","",""
"6500960","0","0","0","","","","","",""
"6501856","","","","","","","1","1","1"
"6514304","0","0","0","","","","","",""
"6514336","","","","0.990234375","0.990234375","0.990234375","","",""
"6514496","","","","","","","1","1","1"
"6527328","0","0","0","","","","","",""
"6527520","","","","0.9921875","0.9921875","0.9921875","","",""
"6527552","","","","","","","1","1","1"
"6540320","","","","","","","1","1","1"
"6540576","0","0","0","","","","","",""
"6540672","","","","1","1","1","","",""
"6552480","","","","","","","1","1","1"
"6553024","","","","1","1","1","","",""
"6553536","0","0","0","","","","","",""
"6566080","","","","","","","1","1","1"
"6566176","0","0","0","","","","","",""
"6566336","","","","1","1","1","","",""
"6578688","","","","","","","1","1","1"
"6578720","","","","1","1","1","","",""
"6579168","0","0","0","","","","","",""
"6590880","","","","0.978515625","0.978515625","0.978515625","","",""
"6591232","","","","","","","1","1","1"
"6591712","0","0","0","","","","","",""
"6604032","","","","","","","1","1","1"
"6604544","0","0","0","","","","","",""
"6604640","","","","0.986328125","0.986328125","0.986328125","","",""
"6617152","","","","1","1","1","","",""
"6617504","0","0","0","","","","","",""
"6617568","","","","","","","0.994140625","0.994140625","0.994140625"
"6629792","","","","0.98828125","0.98828125","0.98828125","","",""
"6629856","0","0","0","","","","","",""
"6630016","","","","","","","0.994140625","0.994140625","0.994140625"
"6641824","","","","1","1","1","","",""
"6643104","","","","","","","0.994140625","0.994140625","0.994140625"
"6643136","0","0","0","","","","","",""
"6655040","","","","1","1","1","","",""
"6655552","0","0","0","","","","","",""
"6655584","","","","","","","1","1","1"
"6666976","","","","1","1","1","","",""
"6667552","","","","","","","1","1","1"
"6668448","0","0","0","","","","","",""
"6681184","0","0","0","","","","","",""
"6681216","","","","0.994140625","0.994140625","0.994140625","","",""
"6681248","","","","","","","0.994140625","0.994140625","0.994140625"
"6693728","0","0","0","","","","","",""
"6693888","","","","","","","1","1","1"
"6694304","","","","1","1","1","","",""
"6704608","","","","","","","0.98828125","0.98828125","0.98828125"
"6705504","0","0","0","","","","","",""
"6706784","","","","1","1","1","","",""
"6718688","","","","","","","1","1","1"
"6719488","","","","1","1","1","","",""
"6719808","0","0","0","","","","","",""
"6731680","","","","","","","1","1","1"
"6732320","0","0","0","","","","","",""
"6732544","","","","0.994140625","0.994140625","0.994140625","","",""
"6744672","","","","0.978515625","0.978515625","0.978515625","","",""
"6745280","","","","","","","1","1","1"
"6745504","0","0","0","","","","","",""
"6757728","","","","","","","1","1","1"
"6758080","0","0","0","","","","","",""
"6758368","","","","0.98046875","0.98046875","0.98046875","","",""
"6770656","","","","0.98828125","0.98828125","0.98828125","1","1","1"
"6770976","0","0","0","","","","","",""
"6781888","","","","","","","1","1","1"
"6783808","","","","0.994140625","0.994140625","0.994140625","","",""
"6783968","0","0","0","","","","","",""
"6795712","","","","","","","1","1","1"
"6795840","","","","0.98828125","0.98828125","0.98828125","","",""
"6796064","0","0","0","","","","","",""
"6809184","","","","","","","1","1","1"
"6809376","0","0","0","","","","","",""
"6809568","","","","0.994140625","0.994140625","0.994140625","","",""
"6821536","0","0","0","","","","","",""
"6821728","","","","","","","1","1","1"
"6822048","","","","1","1","1","","",""
"6833920","","","","","","","1","1","1"
"6834304","","","","1","1","1","","",""
"6834656","0","0","0","","","","","",""
"6847168","","","","","","","1","1","1"
"6847616","","","","1","1","1","","",""
"6847968","0","0","0","","","","","",""
"6860544","","","","1","1","1","","",""
"6860736","0","0","0","","","","1","1","1"
"6871904","","","","1","1","1","","",""
"6872992","","","","","","","1","1","1"
"6873440","0","0","0","","","","","",""
"6885536","","","","","","","1","1","1"
"6885952","","","","1","1","1","","",""
"6885984","0","0","0","","","","","",""
"6898368","","","","","","","1","1","1"
"6898784","0","0","0","","","","","",""
"6899008","","","","1","1","1","","",""
"6911104","","","","","","","1","1","1"
"6911424","","","","1","1","1","","",""
"6911840","0","0","0","","","","","",""
"6923008","0","0","0","","","","","",""
"6924480","","","","","","","0.994140625","0.994140625","0.994140625"
"6924576","","","","1","1","1","","",""
"6936000","","","","","","","0.99609375","0.99609375","0.99609375"
"6937344","0","0","0","","","","","",""
"6937536","","","","1","1","1","","",""
"6949856","","","","1","1","1","","",""
"6949952","0","0","0","","","","","",""
"6950368","","","","","","","0.998046875","0.998046875","0.998046875"
"6962560","","","","1","1","1","","",""
"6962688","","","","","","","1","1","1"
"6962944","0","0","0","","","","","",""
"6974368","","","","","","","1","1","1"
"6975712","","","","1","1","1","","",""
"6975776","0","0","0","","","","","",""
"6988000","0","0","0","","","","","",""
"6988448","","","","","","","1","1","1"
"6988736","","","","1","1","1","","",""
"7000896","","","","1","1","1","","",""
"7001152","0","0","0","","","","","",""
"7001536","","","","","","","1","1","1"
"7013024","","","","","","","1","1","1"
"7013760","","","","0.994140625","0.994140625","0.994140625","","",""
"7013792","0","0","0","","","","","",""
"7026080","0","0","0","","","","","",""
"7026624","","","","","","","1","1","1"
"7026784","","","","0.98828125","0.98828125","0.98828125","","",""
"7038976","","","","1","1","1","","",""
"7039456","0","0","0","","","","","",""
"7039936","","","","","","","1","1","1"
"7052384","0","0","0","","","","","",""
"7052448","","","","","","","1","1","1"
"7052672","","","","1","1","1","","",""
"7064480","","","","0.994140625","0.994140625","0.994140625","","",""
"7065216","","","","","","","1","1","1"
"7065408","0","0","0","","","","","",""
"7077152","","","","","","","1","1","1"
"7077408","","","","1","1","1","","",""
"7077920","0","0","0","","","","","",""
"7090336","0","0","0","","","","","",""
"7090816","","","","1","1","1","","",""
"7091008","","","","","","","1","1","1"
"7103584","","","","0.994140625","0.994140625","0.994140625","","",""
"7103648","","","","","","","1","1","1"
"7103968","0","0","0","","","","","",""
"7114592","","","","","","","1","1","1"
"7115264","","","","1","1","1","","",""
"7115744","0","0","0","","","","","",""
"7129216","0","0","0","","","","","",""
"7129312","","","","1","1","1","","",""
"7129472","","","","","","","1","1","1"
"7140864","","","","0.98828125","0.98828125","0.98828125","","",""
"7141792","","","","","","","1","1","1"
"7142016","0","0","0","","","","","",""
"7154656","","","","","","","1","1","1"
"7154944","0","0","0","","","","","",""
"7155136","","","","0.98828125","0.98828125","0.98828125","","",""
"7167072","","","","","","","1","1","1"
"7167392","0","0","0","","","","","",""
"7167840","","","","1","1","1","","",""
"7180000","0","0","0","","","","","",""
"7180704","","","","","","","1","1","1"
"7180736","","","","0.994140625","0.994140625","0.994140625","","",""
"7193152","0","0","0","","","","","",""
"7193216","","","","","","","1","1","1"
"7193376","","","","1","1","1","","",""
"7205632","","","","","","","1","1","1"
"7206144","","","","0.994140625","0.994140625","0.994140625","","",""
"7206336","0","0","0","","","","","",""
"7217952","","","","1","1","1","","",""
"7218752","","","","","","","1","1","1"
"7219104","0","0","0","","","","","",""
"7230624","0","0","0","","","","","",""
"7231168","","","","0.998046875","0.998046875","0.998046875","","",""
"7231776","","","","","","","1","1","1"
"7244192","0","0","0","","","","","",""
"7244384","","","","0.974609375","0.974609375","0.974609375","1","1","1"
"7257248","0","0","0","","","","","",""
"7257280","","","","0.951171875","0.951171875","0.951171875","","",""
"7257536","","","","","","","1","1","1"
"7268896","0","0","0","","","","","",""
"7269696","","","","","","","1","1","1"
