"Step","MDM_Kangaroo_25_3 - hierarchy_use/hierarchy_selected_5","MDM_Kangaroo_25_3 - hierarchy_use/hierarchy_selected_5__MIN","MDM_Kangaroo_25_3 - hierarchy_use/hierarchy_selected_5__MAX","MDM_Kangaroo_25_2 - hierarchy_use/hierarchy_selected_5","MDM_Kangaroo_25_2 - hierarchy_use/hierarchy_selected_5__MIN","MDM_Kangaroo_25_2 - hierarchy_use/hierarchy_selected_5__MAX","MDM_Kangaroo_25_1 - hierarchy_use/hierarchy_selected_5","MDM_Kangaroo_25_1 - hierarchy_use/hierarchy_selected_5__MIN","MDM_Kangaroo_25_1 - hierarchy_use/hierarchy_selected_5__MAX"
"29183936","0.693359375","0.693359375","0.693359375","","","","","",""
"29195552","","","","","","","0.9375","0.9375","0.9375"
"29196256","0.6875","0.6875","0.6875","","","","","",""
"29196448","","","","0.20703125","0.20703125","0.20703125","","",""
"29208000","0.6875","0.6875","0.6875","","","","","",""
"29208416","","","","0.169921875","0.169921875","0.169921875","","",""
"29209568","","","","","","","0.9375","0.9375","0.9375"
"29220704","","","","0.14453125","0.14453125","0.14453125","","",""
"29221984","","","","","","","0.9375","0.9375","0.9375"
"29222304","0.6875","0.6875","0.6875","","","","","",""
"29234528","","","","0.123046875","0.123046875","0.123046875","","",""
"29234752","","","","","","","0.9375","0.9375","0.9375"
"29235072","0.673828125","0.673828125","0.673828125","","","","","",""
"29246368","","","","","","","0.93359375","0.93359375","0.93359375"
"29247680","0.650390625","0.650390625","0.650390625","","","","","",""
"29247712","","","","0.080078125","0.080078125","0.080078125","","",""
"29260192","0.64453125","0.64453125","0.64453125","","","","","",""
"29260352","","","","","","","0.90625","0.90625","0.90625"
"29260768","","","","0.037109375","0.037109375","0.037109375","","",""
"29272992","","","","","","","0.912109375","0.912109375","0.912109375"
"29273152","0.63671875","0.63671875","0.63671875","","","","","",""
"29273344","","","","0.029296875","0.029296875","0.029296875","","",""
"29285728","","","","","","","0.90625","0.90625","0.90625"
"29285824","","","","0.01171875","0.01171875","0.01171875","","",""
"29286336","0.630859375","0.630859375","0.630859375","","","","","",""
"29297856","","","","","","","0.90625","0.90625","0.90625"
"29298080","0.66015625","0.66015625","0.66015625","","","","","",""
"29299136","","","","0","0","0","","",""
"29311616","0.662109375","0.662109375","0.662109375","","","","","",""
"29311680","","","","0.017578125","0.017578125","0.017578125","","",""
"29311712","","","","","","","0.90625","0.90625","0.90625"
"29323552","","","","","","","0.884765625","0.884765625","0.884765625"
"29324512","0.68359375","0.68359375","0.68359375","","","","","",""
"29324544","","","","0","0","0","","",""
"29336544","","","","0","0","0","","",""
"29337088","0.681640625","0.681640625","0.681640625","","","","","",""
"29337472","","","","","","","0.875","0.875","0.875"
"29349312","","","","","","","0.84375","0.84375","0.84375"
"29349408","","","","0.0078125","0.0078125","0.0078125","","",""
"29349952","0.6875","0.6875","0.6875","","","","","",""
"29361312","","","","","","","0.806640625","0.806640625","0.806640625"
"29362176","0.6875","0.6875","0.6875","","","","","",""
"29362336","","","","0.00390625","0.00390625","0.00390625","","",""
"29372512","","","","0.005859375","0.005859375","0.005859375","","",""
"29374112","0.669921875","0.669921875","0.669921875","","","","","",""
"29375744","","","","","","","0.76953125","0.76953125","0.76953125"
"29385632","0.65625","0.65625","0.65625","","","","","",""
"29387424","","","","","","","0.705078125","0.705078125","0.705078125"
"29388608","","","","0","0","0","","",""
"29400096","","","","0","0","0","","",""
"29401440","","","","","","","0.638671875","0.638671875","0.638671875"
"29401504","0.66796875","0.66796875","0.66796875","","","","","",""
"29414016","0.66796875","0.66796875","0.66796875","","","","","",""
"29414112","","","","0","0","0","","",""
"29414304","","","","","","","0.56640625","0.56640625","0.56640625"
"29426432","0.693359375","0.693359375","0.693359375","","","","","",""
"29426496","","","","","","","0.466796875","0.466796875","0.466796875"
"29427104","","","","0","0","0","","",""
"29437888","","","","0","0","0","","",""
"29439424","0.693359375","0.693359375","0.693359375","","","","","",""
"29439808","","","","","","","0.39453125","0.39453125","0.39453125"
"29451200","0.6875","0.6875","0.6875","","","","","",""
"29451584","","","","","","","0.357421875","0.357421875","0.357421875"
"29452736","","","","0.005859375","0.005859375","0.005859375","","",""
"29464864","0.693359375","0.693359375","0.693359375","","","","","",""
"29465184","","","","0","0","0","","",""
"29465280","","","","","","","0.2421875","0.2421875","0.2421875"
"29477184","","","","","","","0.203125","0.203125","0.203125"
"29477952","","","","0","0","0","","",""
"29478080","0.6875","0.6875","0.6875","","","","","",""
"29490304","","","","0.005859375","0.005859375","0.005859375","","",""
"29490528","","","","","","","0.205078125","0.205078125","0.205078125"
"29491008","0.681640625","0.681640625","0.681640625","","","","","",""
"29502560","0.64453125","0.64453125","0.64453125","","","","","",""
"29502912","","","","0.0078125","0.0078125","0.0078125","","",""
"29503904","","","","","","","0.173828125","0.173828125","0.173828125"
"29516320","0.697265625","0.697265625","0.697265625","","","","","",""
"29516576","","","","","","","0.162109375","0.162109375","0.162109375"
"29516768","","","","0.009765625","0.009765625","0.009765625","","",""
"29528832","0.71484375","0.71484375","0.71484375","","","","","",""
"29529472","","","","","","","0.173828125","0.173828125","0.173828125"
"29529504","","","","0","0","0","","",""
"29541696","","","","","","","0.162109375","0.162109375","0.162109375"
"29541792","","","","0","0","0","","",""
"29542336","0.720703125","0.720703125","0.720703125","","","","","",""
"29553600","","","","","","","0.1484375","0.1484375","0.1484375"
"29553888","","","","0.005859375","0.005859375","0.005859375","","",""
"29554080","0.744140625","0.744140625","0.744140625","","","","","",""
"29566080","0.720703125","0.720703125","0.720703125","","","","","",""
"29567520","","","","0.005859375","0.005859375","0.005859375","","",""
"29567584","","","","","","","0.1640625","0.1640625","0.1640625"
"29580448","","","","","","","0.17578125","0.17578125","0.17578125"
"29580736","0.71484375","0.71484375","0.71484375","0","0","0","","",""
"29589952","","","","0","0","0","","",""
"29593440","0.70703125","0.70703125","0.70703125","","","","","",""
"29593472","","","","","","","0.197265625","0.197265625","0.197265625"
"29605024","0.705078125","0.705078125","0.705078125","","","","","",""
"29605824","","","","","","","0.21875","0.21875","0.21875"
"29605952","","","","0","0","0","","",""
"29618144","0.685546875","0.685546875","0.685546875","","","","","",""
"29618784","","","","","","","0.236328125","0.236328125","0.236328125"
"29619008","","","","0","0","0","","",""
"29630912","0.708984375","0.708984375","0.708984375","","","","","",""
"29631136","","","","0","0","0","","",""
"29631776","","","","","","","0.26171875","0.26171875","0.26171875"
"29641920","0.69140625","0.69140625","0.69140625","","","","","",""
"29643584","","","","0","0","0","","",""
"29644704","","","","","","","0.3046875","0.3046875","0.3046875"
"29656896","0.70703125","0.70703125","0.70703125","","","","","",""
"29657120","","","","0","0","0","0.318359375","0.318359375","0.318359375"
"29669984","","","","0","0","0","0.32421875","0.32421875","0.32421875"
"29670304","0.693359375","0.693359375","0.693359375","","","","","",""
"29682272","","","","","","","0.318359375","0.318359375","0.318359375"
"29682752","0.703125","0.703125","0.703125","","","","","",""
"29682880","","","","0.005859375","0.005859375","0.005859375","","",""
"29694272","","","","0","0","0","","",""
"29695872","0.6953125","0.6953125","0.6953125","","","","","",""
"29695936","","","","","","","0.3125","0.3125","0.3125"
"29707232","0.6875","0.6875","0.6875","","","","","",""
"29708256","","","","","","","0.3125","0.3125","0.3125"
"29708416","","","","0","0","0","","",""
"29720704","","","","0","0","0","","",""
"29720896","0.662109375","0.662109375","0.662109375","","","","","",""
"29721536","","","","","","","0.3125","0.3125","0.3125"
"29733600","","","","0.01171875","0.01171875","0.01171875","","",""
"29733920","0.681640625","0.681640625","0.681640625","","","","","",""
"29734304","","","","","","","0.314453125","0.314453125","0.314453125"
"29746848","0.6875","0.6875","0.6875","","","","","",""
"29746880","","","","0","0","0","","",""
"29747136","","","","","","","0.31640625","0.31640625","0.31640625"
"29758144","","","","","","","0.32421875","0.32421875","0.32421875"
"29758432","","","","0","0","0","","",""
"29759488","0.693359375","0.693359375","0.693359375","","","","","",""
"29771264","0.662109375","0.662109375","0.662109375","","","","","",""
"29771488","","","","0.01171875","0.01171875","0.01171875","","",""
"29772480","","","","","","","0.3125","0.3125","0.3125"
"29784736","","","","0.005859375","0.005859375","0.005859375","","",""
"29785216","0.666015625","0.666015625","0.666015625","","","","","",""
"29785472","","","","","","","0.3125","0.3125","0.3125"
"29797504","","","","0","0","0","","",""
"29798144","","","","","","","0.3125","0.3125","0.3125"
"29798272","0.6875","0.6875","0.6875","","","","","",""
"29810848","","","","","","","0.3203125","0.3203125","0.3203125"
"29810944","","","","0.005859375","0.005859375","0.005859375","","",""
"29811168","0.681640625","0.681640625","0.681640625","","","","","",""
"29823680","","","","0","0","0","","",""
"29823744","0.708984375","0.708984375","0.708984375","","","","","",""
"29823808","","","","","","","0.337890625","0.337890625","0.337890625"
"29835808","","","","0.005859375","0.005859375","0.005859375","","",""
"29836480","","","","","","","0.3671875","0.3671875","0.3671875"
"29836512","0.701171875","0.701171875","0.701171875","","","","","",""
"29847776","","","","0","0","0","","",""
"29849088","0.65625","0.65625","0.65625","","","","","",""
"29849568","","","","","","","0.373046875","0.373046875","0.373046875"
"29861312","","","","","","","0.359375","0.359375","0.359375"
"29861536","","","","0","0","0","","",""
"29862304","0.65625","0.65625","0.65625","","","","","",""
"29875072","0.591796875","0.591796875","0.591796875","","","","","",""
"29875168","","","","0","0","0","0.369140625","0.369140625","0.369140625"
"29887520","","","","","","","0.384765625","0.384765625","0.384765625"
"29887616","","","","0.005859375","0.005859375","0.005859375","","",""
"29887936","0.55078125","0.55078125","0.55078125","","","","","",""
"29900192","","","","0","0","0","","",""
"29900320","0.509765625","0.509765625","0.509765625","","","","","",""
"29900704","","","","","","","0.431640625","0.431640625","0.431640625"
"29912128","","","","","","","0.42578125","0.42578125","0.42578125"
"29913152","","","","0","0","0","","",""
"29913504","0.48046875","0.48046875","0.48046875","","","","","",""
"29925856","","","","","","","0.419921875","0.419921875","0.419921875"
"29926016","","","","0.001953125","0.001953125","0.001953125","","",""
"29926368","0.5078125","0.5078125","0.5078125","","","","","",""
"29938880","","","","","","","0.4375","0.4375","0.4375"
"29939040","","","","0.00390625","0.00390625","0.00390625","","",""
"29939072","0.525390625","0.525390625","0.525390625","","","","","",""
"29950944","","","","0","0","0","","",""
"29951680","0.53125","0.53125","0.53125","","","","","",""
"29951744","","","","","","","0.4375","0.4375","0.4375"
"29963264","","","","","","","0.439453125","0.439453125","0.439453125"
"29963744","","","","0","0","0","","",""
"29964608","0.529296875","0.529296875","0.529296875","","","","","",""
"29977120","0.484375","0.484375","0.484375","","","","","",""
"29977280","","","","0","0","0","","",""
"29977376","","","","","","","0.46875","0.46875","0.46875"
"29987584","0.451171875","0.451171875","0.451171875","","","","","",""
"29989088","","","","","","","0.486328125","0.486328125","0.486328125"
"29990016","","","","0.01171875","0.01171875","0.01171875","","",""
"30002656","","","","0","0","0","","",""
"30003008","","","","","","","0.482421875","0.482421875","0.482421875"
"30003072","0.40625","0.40625","0.40625","","","","","",""
"30012896","","","","0","0","0","","",""
"30015648","0.38671875","0.38671875","0.38671875","","","","","",""
"30015936","","","","","","","0.478515625","0.478515625","0.478515625"
"30028320","","","","","","","0.48046875","0.48046875","0.48046875"
"30028608","0.34375","0.34375","0.34375","","","","","",""
"30028768","","","","0","0","0","","",""
"30038304","","","","","","","0.4921875","0.4921875","0.4921875"
"30040960","0.330078125","0.330078125","0.330078125","","","","","",""
"30041440","","","","0.005859375","0.005859375","0.005859375","","",""
"30053920","0.3125","0.3125","0.3125","","","","","",""
"30054176","","","","0","0","0","","",""
"30054336","","","","","","","0.484375","0.484375","0.484375"
"30065280","","","","","","","0.5","0.5","0.5"
"30066464","0.3125","0.3125","0.3125","","","","","",""
"30067072","","","","0.005859375","0.005859375","0.005859375","","",""
"30079392","","","","0","0","0","","",""
"30079840","","","","","","","0.525390625","0.525390625","0.525390625"
"30079968","0.3125","0.3125","0.3125","","","","","",""
"30091680","","","","","","","0.525390625","0.525390625","0.525390625"
"30091872","0.296875","0.296875","0.296875","","","","","",""
"30092032","","","","0.005859375","0.005859375","0.005859375","","",""
"30104384","","","","0","0","0","","",""
"30104928","","","","","","","0.53125","0.53125","0.53125"
"30104960","0.251953125","0.251953125","0.251953125","","","","","",""
"30117088","","","","0","0","0","","",""
"30117280","0.255859375","0.255859375","0.255859375","","","","","",""
"30118368","","","","","","","0.55078125","0.55078125","0.55078125"
"30130720","","","","0","0","0","","",""
"30130880","","","","","","","0.5625","0.5625","0.5625"
"30130944","0.2734375","0.2734375","0.2734375","","","","","",""
"30143616","","","","0","0","0","","",""
"30143776","","","","","","","0.5625","0.5625","0.5625"
"30143936","0.25","0.25","0.25","","","","","",""
"30155904","","","","0","0","0","","",""
"30156736","","","","","","","0.587890625","0.587890625","0.587890625"
"30156768","0.255859375","0.255859375","0.255859375","","","","","",""
"30168352","","","","","","","0.59375","0.59375","0.59375"
"30168736","0.25","0.25","0.25","","","","","",""
"30169504","","","","0","0","0","","",""
"30181696","","","","","","","0.59375","0.59375","0.59375"
"30181888","0.255859375","0.255859375","0.255859375","","","","","",""
"30182048","","","","0","0","0","","",""
"30193120","","","","0","0","0","","",""
"30194848","","","","","","","0.62109375","0.62109375","0.62109375"
"30195168","0.255859375","0.255859375","0.255859375","","","","","",""
"30207296","","","","","","","0.65625","0.65625","0.65625"
"30207424","0.25390625","0.25390625","0.25390625","","","","","",""
"30207584","","","","0","0","0","","",""
"30220416","","","","0","0","0","","",""
"30220512","0.275390625","0.275390625","0.275390625","","","","0.65625","0.65625","0.65625"
"30233056","0.2734375","0.2734375","0.2734375","","","","","",""
"30233152","","","","","","","0.65625","0.65625","0.65625"
"30233248","","","","0.017578125","0.017578125","0.017578125","","",""
"30244000","","","","0.017578125","0.017578125","0.017578125","","",""
"30245984","0.255859375","0.255859375","0.255859375","","","","","",""
"30246368","","","","","","","0.64453125","0.64453125","0.64453125"
"30257792","0.25","0.25","0.25","","","","","",""
"30258176","","","","0","0","0","","",""
"30258912","","","","","","","0.65625","0.65625","0.65625"
"30270528","","","","","","","0.65625","0.65625","0.65625"
"30271168","0.248046875","0.248046875","0.248046875","","","","","",""
"30271840","","","","0","0","0","","",""
"30282816","","","","0","0","0","","",""
"30284320","","","","","","","0.65625","0.65625","0.65625"
"30284640","0.212890625","0.212890625","0.212890625","","","","","",""
"30297184","0.21875","0.21875","0.21875","0","0","0","","",""
"30297376","","","","","","","0.685546875","0.685546875","0.685546875"
"30309728","","","","","","","0.67578125","0.67578125","0.67578125"
"30309888","0.205078125","0.205078125","0.205078125","","","","","",""
"30310208","","","","0","0","0","","",""
"30320928","0.16015625","0.16015625","0.16015625","","","","","",""
"30322272","","","","","","","0.6875","0.6875","0.6875"
"30322944","","","","0.009765625","0.009765625","0.009765625","","",""
"30334240","0.15625","0.15625","0.15625","","","","","",""
"30335552","","","","","","","0.6875","0.6875","0.6875"
"30335840","","","","0.001953125","0.001953125","0.001953125","","",""
"30348224","","","","0.005859375","0.005859375","0.005859375","","",""
"30348384","0.15625","0.15625","0.15625","","","","0.6875","0.6875","0.6875"
"30360832","","","","","","","0.6875","0.6875","0.6875"
"30361248","","","","0","0","0","","",""
"30361280","0.15625","0.15625","0.15625","","","","","",""
"30373536","","","","","","","0.6875","0.6875","0.6875"
"30373664","","","","0","0","0","","",""
"30374080","0.15625","0.15625","0.15625","","","","","",""
"30384256","","","","0","0","0","","",""
"30386240","0.15625","0.15625","0.15625","","","","","",""
"30386720","","","","","","","0.6875","0.6875","0.6875"
"30399328","","","","0","0","0","","",""
"30399680","0.15625","0.15625","0.15625","","","","0.6875","0.6875","0.6875"
"30411616","","","","0","0","0","","",""
"30411968","0.15625","0.15625","0.15625","","","","","",""
"30412320","","","","","","","0.6875","0.6875","0.6875"
"30423840","","","","","","","0.6875","0.6875","0.6875"
"30424608","0.15625","0.15625","0.15625","","","","","",""
"30425536","","","","0","0","0","","",""
"30437536","0.15625","0.15625","0.15625","","","","","",""
"30438016","","","","0.005859375","0.005859375","0.005859375","","",""
"30438144","","","","","","","0.693359375","0.693359375","0.693359375"
"30450464","0.15625","0.15625","0.15625","","","","","",""
"30450592","","","","","","","0.705078125","0.705078125","0.705078125"
"30450944","","","","0","0","0","","",""
"30463232","","","","","","","0.71875","0.71875","0.71875"
"30463712","","","","0","0","0","","",""
"30463904","0.15625","0.15625","0.15625","","","","","",""
"30476224","","","","","","","0.736328125","0.736328125","0.736328125"
"30476352","0.15625","0.15625","0.15625","","","","","",""
"30476544","","","","0.005859375","0.005859375","0.005859375","","",""
"30488896","","","","","","","0.736328125","0.736328125","0.736328125"
"30489248","","","","0","0","0","","",""
"30489568","0.15625","0.15625","0.15625","","","","","",""
"30501152","","","","","","","0.73828125","0.73828125","0.73828125"
"30501248","","","","0.005859375","0.005859375","0.005859375","","",""
"30501952","0.15625","0.15625","0.15625","","","","","",""
"30514880","0.15625","0.15625","0.15625","","","","","",""
"30514976","","","","0.005859375","0.005859375","0.005859375","","",""
"30515168","","","","","","","0.75","0.75","0.75"
"30526912","0.15625","0.15625","0.15625","","","","","",""
"30527328","","","","","","","0.75","0.75","0.75"
"30527680","","","","0","0","0","","",""
"30540320","","","","","","","0.75","0.75","0.75"
"30540384","0.15625","0.15625","0.15625","","","","","",""
"30540736","","","","0.005859375","0.005859375","0.005859375","","",""
"30552384","","","","0","0","0","","",""
"30552416","0.15625","0.15625","0.15625","","","","","",""
"30553280","","","","","","","0.75","0.75","0.75"
"30564576","","","","0","0","0","","",""
"30565792","0.15625","0.15625","0.15625","","","","","",""
"30566144","","","","","","","0.75","0.75","0.75"
"30578176","","","","0","0","0","","",""
"30578816","0.15625","0.15625","0.15625","","","","","",""
"30578976","","","","","","","0.75","0.75","0.75"
"30590912","","","","","","","0.75","0.75","0.75"
"30591936","0.15625","0.15625","0.15625","","","","","",""
"30591968","","","","0","0","0","","",""
"30603584","0.15625","0.15625","0.15625","","","","","",""
"30604032","","","","","","","0.75","0.75","0.75"
"30604768","","","","0","0","0","","",""
"30614976","","","","","","","0.75","0.75","0.75"
"30617408","","","","0.017578125","0.017578125","0.017578125","","",""
"30617568","0.15625","0.15625","0.15625","","","","","",""
"30629312","","","","0","0","0","","",""
"30629664","","","","","","","0.755859375","0.755859375","0.755859375"
"30630368","0.15625","0.15625","0.15625","","","","","",""
"30640096","","","","","","","0.755859375","0.755859375","0.755859375"
"30642784","","","","0","0","0","","",""
"30643168","0.15625","0.15625","0.15625","","","","","",""
"30655360","","","","","","","0.755859375","0.755859375","0.755859375"
"30655520","","","","0","0","0","","",""
"30655776","0.15625","0.15625","0.15625","","","","","",""
"30667136","","","","0","0","0","","",""
"30668512","","","","","","","0.73828125","0.73828125","0.73828125"
"30668704","0.15625","0.15625","0.15625","","","","","",""
"30679872","","","","0","0","0","","",""
"30680800","0.15625","0.15625","0.15625","","","","","",""
"30681408","","","","","","","0.767578125","0.767578125","0.767578125"
"30691904","0.15625","0.15625","0.15625","","","","","",""
"30694048","","","","","","","0.76953125","0.76953125","0.76953125"
"30694368","","","","0","0","0","","",""
"30706688","0.15625","0.15625","0.15625","","","","","",""
"30706720","","","","0.009765625","0.009765625","0.009765625","","",""
"30706752","","","","","","","0.802734375","0.802734375","0.802734375"
"30717440","","","","","","","0.8125","0.8125","0.8125"
"30719488","","","","0.001953125","0.001953125","0.001953125","","",""
"30719840","0.15625","0.15625","0.15625","","","","","",""
"30732320","","","","0","0","0","","",""
"30732352","0.15625","0.15625","0.15625","","","","","",""
"30732480","","","","","","","0.837890625","0.837890625","0.837890625"
"30743904","0.15625","0.15625","0.15625","","","","","",""
"30744448","","","","0","0","0","","",""
"30744928","","","","","","","0.84765625","0.84765625","0.84765625"
"30757120","0.15625","0.15625","0.15625","","","","","",""
"30757952","","","","0","0","0","","",""
"30757984","","","","","","","0.869140625","0.869140625","0.869140625"
"30769728","","","","0","0","0","","",""
"30770720","","","","","","","0.876953125","0.876953125","0.876953125"
"30771136","0.15625","0.15625","0.15625","","","","","",""
"30782816","","","","","","","0.90625","0.90625","0.90625"
"30783008","0.15625","0.15625","0.15625","","","","","",""
"30783968","","","","0","0","0","","",""
"30796448","0.15625","0.15625","0.15625","","","","","",""
"30796736","","","","","","","0.89453125","0.89453125","0.89453125"
"30796768","","","","0","0","0","","",""
"30808864","0.15625","0.15625","0.15625","","","","","",""
"30809344","","","","0.03515625","0.03515625","0.03515625","","",""
"30809376","","","","","","","0.90625","0.90625","0.90625"
"30821152","","","","0","0","0","","",""
"30821824","","","","","","","0.927734375","0.927734375","0.927734375"
"30822176","0.15625","0.15625","0.15625","","","","","",""
"30834592","","","","","","","0.931640625","0.931640625","0.931640625"
"30834912","0.15625","0.15625","0.15625","","","","","",""
"30835008","","","","0.005859375","0.005859375","0.005859375","","",""
"30847616","","","","0.005859375","0.005859375","0.005859375","","",""
"30847904","0.15625","0.15625","0.15625","","","","0.9375","0.9375","0.9375"
"30858176","0.15625","0.15625","0.15625","","","","","",""
"30860448","","","","","","","0.947265625","0.947265625","0.947265625"
"30860704","","","","0","0","0","","",""
"30872320","","","","0","0","0","","",""
"30873312","","","","","","","0.96875","0.96875","0.96875"
"30873344","0.15625","0.15625","0.15625","","","","","",""
"30884608","","","","","","","0.96875","0.96875","0.96875"
"30885152","","","","0","0","0","","",""
"30886080","0.15625","0.15625","0.15625","","","","","",""
"30897248","0.15625","0.15625","0.15625","","","","","",""
"30899008","","","","0","0","0","","",""
"30899168","","","","","","","0.96875","0.96875","0.96875"
"30910976","","","","0","0","0","","",""
"30911872","","","","","","","0.96875","0.96875","0.96875"
"30911904","0.15625","0.15625","0.15625","","","","","",""
"30923552","0.15625","0.15625","0.15625","","","","","",""
"30924160","","","","","","","0.96875","0.96875","0.96875"
"30924224","","","","0.001953125","0.001953125","0.001953125","","",""
"30935936","0.134765625","0.134765625","0.134765625","","","","","",""
"30937536","","","","0.00390625","0.00390625","0.00390625","","",""
"30937568","","","","","","","0.95703125","0.95703125","0.95703125"
"30949600","","","","","","","0.95703125","0.95703125","0.95703125"
"30950048","","","","0.01171875","0.01171875","0.01171875","","",""
"30950240","0.1484375","0.1484375","0.1484375","","","","","",""
"30961312","","","","","","","0.962890625","0.962890625","0.962890625"
"30962784","0.125","0.125","0.125","","","","","",""
"30962944","","","","0","0","0","","",""
"30975744","","","","","","","0.96875","0.96875","0.96875"
"30975904","0.125","0.125","0.125","","","","","",""
"30975936","","","","0","0","0","","",""
"30987392","","","","","","","0.96875","0.96875","0.96875"
"30988096","0.125","0.125","0.125","","","","","",""
"30988448","","","","0","0","0","","",""
"31001056","","","","","","","0.96875","0.96875","0.96875"
"31001216","0.125","0.125","0.125","","","","","",""
"31001408","","","","0","0","0","","",""
"31013184","","","","0","0","0","","",""
"31013824","0.125","0.125","0.125","","","","","",""
"31013920","","","","","","","0.958984375","0.958984375","0.958984375"
"31026112","","","","0","0","0","","",""
"31026144","0.130859375","0.130859375","0.130859375","","","","","",""
"31026368","","","","","","","0.966796875","0.966796875","0.966796875"
"31038656","","","","","","","0.96875","0.96875","0.96875"
"31038880","0.125","0.125","0.125","","","","","",""
"31039904","","","","0","0","0","","",""
"31051552","","","","0","0","0","","",""
"31052384","","","","","","","0.96875","0.96875","0.96875"
"31052448","0.125","0.125","0.125","","","","","",""
"31063808","0.125","0.125","0.125","","","","","",""
"31065088","","","","0","0","0","","",""
"31065216","","","","","","","0.96875","0.96875","0.96875"
"31077056","","","","","","","0.96875","0.96875","0.96875"
"31078048","0.1328125","0.1328125","0.1328125","","","","","",""
"31078240","","","","0.001953125","0.001953125","0.001953125","","",""
"31090976","","","","0.00390625","0.00390625","0.00390625","","",""
"31091072","","","","","","","0.96875","0.96875","0.96875"
"31091168","0.138671875","0.138671875","0.138671875","","","","","",""
"31102272","0.14453125","0.14453125","0.14453125","","","","","",""
"31102752","","","","0.005859375","0.005859375","0.005859375","","",""
"31103680","","","","","","","0.986328125","0.986328125","0.986328125"
"31116224","0.212890625","0.212890625","0.212890625","","","","","",""
"31116768","","","","0","0","0","0.96875","0.96875","0.96875"
"31128608","0.23046875","0.23046875","0.23046875","","","","","",""
"31129312","","","","","","","0.96875","0.96875","0.96875"
"31129408","","","","0","0","0","","",""
"31140736","0.171875","0.171875","0.171875","","","","","",""
"31141856","","","","","","","0.9921875","0.9921875","0.9921875"
"31141952","","","","0","0","0","","",""
"31155072","0.16015625","0.16015625","0.16015625","","","","0.9765625","0.9765625","0.9765625"
"31155104","","","","0","0","0","","",""
"31167712","","","","","","","0.994140625","0.994140625","0.994140625"
"31167904","","","","0","0","0","","",""
"31167936","0.13671875","0.13671875","0.13671875","","","","","",""
"31178272","","","","0","0","0","","",""
"31179072","0.130859375","0.130859375","0.130859375","","","","","",""
"31180384","","","","","","","1","1","1"
"31192192","","","","0","0","0","","",""
"31192992","","","","","","","0.986328125","0.986328125","0.986328125"
"31193568","0.125","0.125","0.125","","","","","",""
"31205472","","","","","","","0.96875","0.96875","0.96875"
"31205792","","","","0","0","0","","",""
"31205952","0.125","0.125","0.125","","","","","",""
"31218208","","","","","","","0.9921875","0.9921875","0.9921875"
"31218400","","","","0","0","0","","",""
"31218560","0.125","0.125","0.125","","","","","",""
"31230816","0.126953125","0.126953125","0.126953125","","","","","",""
"31230976","","","","0","0","0","","",""
"31231360","","","","","","","1","1","1"
"31243104","","","","0","0","0","","",""
"31243808","0.12890625","0.12890625","0.12890625","","","","","",""
"31244608","","","","","","","1","1","1"
"31256384","","","","0","0","0","","",""
"31256736","","","","","","","1","1","1"
"31257344","0.125","0.125","0.125","","","","","",""
"31269440","","","","","","","1","1","1"
"31269568","0.119140625","0.119140625","0.119140625","","","","","",""
"31270272","","","","0","0","0","","",""
"31281664","0.115234375","0.115234375","0.115234375","","","","","",""
"31282656","","","","0","0","0","","",""
"31282816","","","","","","","1","1","1"
"31294336","","","","","","","1","1","1"
"31295360","0.09375","0.09375","0.09375","","","","","",""
"31295584","","","","0","0","0","","",""
"31307872","","","","0","0","0","","",""
"31308256","","","","","","","1","1","1"
"31308512","0.080078125","0.080078125","0.080078125","","","","","",""
"31321216","","","","0","0","0","","",""
"31321248","","","","","","","0.99609375","0.99609375","0.99609375"
"31321440","0.068359375","0.068359375","0.068359375","","","","","",""
"31332608","","","","","","","0.9921875","0.9921875","0.9921875"
"31334240","0.0625","0.0625","0.0625","","","","","",""
"31334304","","","","0.005859375","0.005859375","0.005859375","","",""
"31345440","","","","0.005859375","0.005859375","0.005859375","","",""
"31346496","0.0625","0.0625","0.0625","","","","","",""
"31347040","","","","","","","1","1","1"
"31358592","","","","0.005859375","0.005859375","0.005859375","","",""
"31358624","0.0625","0.0625","0.0625","","","","","",""
"31359680","","","","","","","1","1","1"
"31371424","0.0625","0.0625","0.0625","","","","","",""
"31371584","","","","","","","1","1","1"
"31371712","","","","0.017578125","0.017578125","0.017578125","","",""
"31384928","","","","0.001953125","0.001953125","0.001953125","","",""
"31385088","0.0625","0.0625","0.0625","","","","","",""
"31385472","","","","","","","1","1","1"
"31397728","","","","","","","1","1","1"
"31397888","0.0625","0.0625","0.0625","","","","","",""
"31397920","","","","0.00390625","0.00390625","0.00390625","","",""
"31410656","","","","0","0","0","","",""
"31410720","0.080078125","0.080078125","0.080078125","","","","","",""
"31411040","","","","","","","0.994140625","0.994140625","0.994140625"
"31423008","","","","","","","0.994140625","0.994140625","0.994140625"
"31423776","0.0703125","0.0703125","0.0703125","","","","","",""
"31423968","","","","0","0","0","","",""
"31436256","0.072265625","0.072265625","0.072265625","","","","","",""
"31436384","","","","0","0","0","","",""
"31436544","","","","","","","0.990234375","0.990234375","0.990234375"
"31448704","0.07421875","0.07421875","0.07421875","","","","","",""
"31449024","","","","","","","0.998046875","0.998046875","0.998046875"
"31449568","","","","0","0","0","","",""
