"Step","MDM_Kangaroo_25_3 - hierarchy_use/hierarchy_selected_3","MDM_Kangaroo_25_3 - hierarchy_use/hierarchy_selected_3__MIN","MDM_Kangaroo_25_3 - hierarchy_use/hierarchy_selected_3__MAX","MDM_Kangaroo_25_2 - hierarchy_use/hierarchy_selected_3","MDM_Kangaroo_25_2 - hierarchy_use/hierarchy_selected_3__MIN","MDM_Kangaroo_25_2 - hierarchy_use/hierarchy_selected_3__MAX","MDM_Kangaroo_25_1 - hierarchy_use/hierarchy_selected_3","MDM_Kangaroo_25_1 - hierarchy_use/hierarchy_selected_3__MIN","MDM_Kangaroo_25_1 - hierarchy_use/hierarchy_selected_3__MAX"
"14220544","0","0","0","","","","","",""
"14230592","0","0","0","","","","","",""
"14232832","","","","","","","0","0","0"
"14233568","","","","0.71875","0.71875","0.71875","","",""
"14245248","","","","","","","0","0","0"
"14245824","","","","0.71875","0.71875","0.71875","","",""
"14245888","0","0","0","","","","","",""
"14257792","0","0","0","","","","","",""
"14258912","","","","","","","0","0","0"
"14258976","","","","0.71875","0.71875","0.71875","","",""
"14270816","","","","0.74609375","0.74609375","0.74609375","","",""
"14271200","0","0","0","","","","","",""
"14271808","","","","","","","0","0","0"
"14284736","","","","0.7734375","0.7734375","0.7734375","0","0","0"
"14284768","0","0","0","","","","","",""
"14296288","0.01171875","0.01171875","0.01171875","","","","","",""
"14296512","","","","","","","0","0","0"
"14296608","","","","0.76953125","0.76953125","0.76953125","","",""
"14309504","0.00390625","0.00390625","0.00390625","","","","","",""
"14309984","","","","","","","0","0","0"
"14310016","","","","0.78125","0.78125","0.78125","","",""
"14322848","","","","","","","0","0","0"
"14322880","0.001953125","0.001953125","0.001953125","","","","","",""
"14323072","","","","0.78125","0.78125","0.78125","","",""
"14335040","","","","0.794921875","0.794921875","0.794921875","","",""
"14335584","","","","","","","0","0","0"
"14335968","0.01171875","0.01171875","0.01171875","","","","","",""
"14348288","","","","0.822265625","0.822265625","0.822265625","","",""
"14348320","","","","","","","0","0","0"
"14348480","0.005859375","0.005859375","0.005859375","","","","","",""
"14360864","","","","0.826171875","0.826171875","0.826171875","","",""
"14361280","0","0","0","","","","","",""
"14361472","","","","","","","0","0","0"
"14371744","","","","0.83203125","0.83203125","0.83203125","","",""
"14374304","","","","","","","0","0","0"
"14374336","0","0","0","","","","","",""
"14386240","0","0","0","","","","","",""
"14386464","","","","","","","0","0","0"
"14387072","","","","0.837890625","0.837890625","0.837890625","","",""
"14398688","0","0","0","","","","","",""
"14399456","","","","","","","0","0","0"
"14399712","","","","0.85546875","0.85546875","0.85546875","","",""
"14411904","","","","0.869140625","0.869140625","0.869140625","0","0","0"
"14412672","0.005859375","0.005859375","0.005859375","","","","","",""
"14424928","0","0","0","","","","","",""
"14425088","","","","0.875","0.875","0.875","","",""
"14425376","","","","","","","0","0","0"
"14437088","0","0","0","","","","","",""
"14437568","","","","0.86328125","0.86328125","0.86328125","","",""
"14438272","","","","","","","0","0","0"
"14450624","0","0","0","","","","","",""
"14450720","","","","","","","0","0","0"
"14451072","","","","0.875","0.875","0.875","","",""
"14461888","0","0","0","","","","","",""
"14463296","","","","","","","0","0","0"
"14463680","","","","0.875","0.875","0.875","","",""
"14475712","","","","0.8984375","0.8984375","0.8984375","","",""
"14476416","","","","","","","0","0","0"
"14476672","0","0","0","","","","","",""
"14489088","","","","","","","0","0","0"
"14489504","0","0","0","","","","","",""
"14489536","","","","0.919921875","0.919921875","0.919921875","","",""
"14501760","","","","0.953125","0.953125","0.953125","","",""
"14501920","","","","","","","0","0","0"
"14502240","0","0","0","","","","","",""
"14514880","0","0","0","","","","","",""
"14514976","","","","","","","0","0","0"
"14515040","","","","0.95703125","0.95703125","0.95703125","","",""
"14526752","0","0","0","","","","","",""
"14527264","","","","","","","0","0","0"
"14527904","","","","0.9609375","0.9609375","0.9609375","","",""
"14539008","","","","0.943359375","0.943359375","0.943359375","","",""
"14540448","0","0","0","","","","","",""
"14540608","","","","","","","0","0","0"
"14553152","0","0","0","","","","","",""
"14553216","","","","0.9609375","0.9609375","0.9609375","","",""
"14553568","","","","","","","0","0","0"
"14565312","","","","0.95703125","0.95703125","0.95703125","","",""
"14566208","","","","","","","0","0","0"
"14566272","0.005859375","0.005859375","0.005859375","","","","","",""
"14578624","","","","","","","0","0","0"
"14578656","0","0","0","","","","","",""
"14578944","","","","0.99609375","0.99609375","0.99609375","","",""
"14591584","0","0","0","","","","","",""
"14591616","","","","0.98828125","0.98828125","0.98828125","","",""
"14591840","","","","","","","0","0","0"
"14601504","","","","","","","0","0","0"
"14604576","","","","1","1","1","","",""
"14604736","0.005859375","0.005859375","0.005859375","","","","","",""
"14616032","","","","1","1","1","","",""
"14616288","","","","","","","0","0","0"
"14616928","0","0","0","","","","","",""
"14629792","","","","","","","0","0","0"
"14629856","","","","0.982421875","0.982421875","0.982421875","","",""
"14630144","0","0","0","","","","","",""
"14642752","","","","0.98828125","0.98828125","0.98828125","","",""
"14642944","0","0","0","","","","","",""
"14643104","","","","","","","0","0","0"
"14655328","","","","","","","0","0","0"
"14655648","0","0","0","","","","","",""
"14655968","","","","0.96875","0.96875","0.96875","","",""
"14668224","0","0","0","","","","","",""
"14668352","","","","0.9609375","0.9609375","0.9609375","","",""
"14668512","","","","","","","0","0","0"
"14681312","0.005859375","0.005859375","0.005859375","","","","","",""
"14681440","","","","0.955078125","0.955078125","0.955078125","","",""
"14681536","","","","","","","0","0","0"
"14694080","","","","","","","0","0","0"
"14694112","0","0","0","","","","","",""
"14694208","","","","0.953125","0.953125","0.953125","","",""
"14706656","","","","","","","0","0","0"
"14706784","0","0","0","","","","","",""
"14707008","","","","0.951171875","0.951171875","0.951171875","","",""
"14719520","0","0","0","","","","","",""
"14719552","","","","0.94921875","0.94921875","0.94921875","","",""
"14719904","","","","","","","0","0","0"
"14731040","","","","","","","0","0","0"
"14732352","","","","0.9375","0.9375","0.9375","","",""
"14732640","0.005859375","0.005859375","0.005859375","","","","","",""
"14742624","0.005859375","0.005859375","0.005859375","","","","","",""
"14745088","","","","0.9140625","0.9140625","0.9140625","","",""
"14745248","","","","","","","0","0","0"
"14756832","","","","","","","0","0","0"
"14758272","","","","0.91796875","0.91796875","0.91796875","","",""
"14758368","0","0","0","","","","","",""
"14770432","","","","","","","0","0","0"
"14770592","0","0","0","","","","","",""
"14771136","","","","0.931640625","0.931640625","0.931640625","","",""
"14782720","","","","0.8984375","0.8984375","0.8984375","","",""
"14783040","0.005859375","0.005859375","0.005859375","","","","","",""
"14783104","","","","","","","0","0","0"
"14795360","","","","0.857421875","0.857421875","0.857421875","","",""
"14795840","","","","","","","0","0","0"
"14796640","0.005859375","0.005859375","0.005859375","","","","","",""
"14808448","","","","0.857421875","0.857421875","0.857421875","","",""
"14809024","0","0","0","","","","","",""
"14809120","","","","","","","0","0","0"
"14821600","","","","0.857421875","0.857421875","0.857421875","","",""
"14821920","0","0","0","","","","","",""
"14822016","","","","","","","0","0","0"
"14834400","","","","","","","0","0","0"
"14834688","","","","0.865234375","0.865234375","0.865234375","","",""
"14834784","0","0","0","","","","","",""
"14847616","","","","0.869140625","0.869140625","0.869140625","","",""
"14847936","0","0","0","","","","","",""
"14847968","","","","","","","0","0","0"
"14858784","","","","","","","0","0","0"
"14860320","","","","0.87890625","0.87890625","0.87890625","","",""
"14860736","0","0","0","","","","","",""
"14873120","0","0","0","","","","","",""
"14873248","","","","","","","0","0","0"
"14873472","","","","0.880859375","0.880859375","0.880859375","","",""
"14886016","","","","","","","0","0","0"
"14886112","0.005859375","0.005859375","0.005859375","","","","","",""
"14886336","","","","0.83203125","0.83203125","0.83203125","","",""
"14897472","","","","","","","0","0","0"
"14899040","","","","0.794921875","0.794921875","0.794921875","","",""
"14899104","0","0","0","","","","","",""
"14911456","0","0","0","","","","","",""
"14911840","","","","0.771484375","0.771484375","0.771484375","","",""
"14911968","","","","","","","0","0","0"
"14923488","","","","0.755859375","0.755859375","0.755859375","","",""
"14923744","0","0","0","","","","","",""
"14924160","","","","","","","0","0","0"
"14936768","","","","0.751953125","0.751953125","0.751953125","","",""
"14937056","0","0","0","","","","0","0","0"
"14949312","0","0","0","","","","","",""
"14950176","","","","","","","0","0","0"
"14950272","","","","0.712890625","0.712890625","0.712890625","","",""
"14962208","0","0","0","","","","","",""
"14962720","","","","","","","0","0","0"
"14962944","","","","0.703125","0.703125","0.703125","","",""
"14975456","","","","","","","0","0","0"
"14975776","","","","0.67578125","0.67578125","0.67578125","","",""
"14975808","0","0","0","","","","","",""
"14988352","","","","0.666015625","0.666015625","0.666015625","","",""
"14988448","","","","","","","0","0","0"
"14988512","0.005859375","0.005859375","0.005859375","","","","","",""
"14998912","","","","0.60546875","0.60546875","0.60546875","","",""
"15001408","0","0","0","","","","","",""
"15001440","","","","","","","0","0","0"
"15012320","","","","0.5859375","0.5859375","0.5859375","","",""
"15013792","","","","","","","0","0","0"
"15014016","0.005859375","0.005859375","0.005859375","","","","","",""
"15026336","","","","0.576171875","0.576171875","0.576171875","","",""
"15026464","0","0","0","","","","0","0","0"
"15038336","","","","","","","0","0","0"
"15038880","0","0","0","","","","","",""
"15039680","","","","0.58984375","0.58984375","0.58984375","","",""
"15051520","","","","0.5390625","0.5390625","0.5390625","","",""
"15052128","","","","","","","0","0","0"
"15052352","0","0","0","","","","","",""
"15064896","","","","0.537109375","0.537109375","0.537109375","","",""
"15065408","","","","","","","0","0","0"
"15065568","0.005859375","0.005859375","0.005859375","","","","","",""
"15078240","","","","0.54296875","0.54296875","0.54296875","","",""
"15078272","0","0","0","","","","","",""
"15078368","","","","","","","0","0","0"
"15089696","","","","0.51953125","0.51953125","0.51953125","","",""
"15089984","0","0","0","","","","","",""
"15091136","","","","","","","0","0","0"
"15102496","","","","","","","0","0","0"
"15103712","0","0","0","","","","","",""
"15103968","","","","0.474609375","0.474609375","0.474609375","","",""
"15114048","","","","0.447265625","0.447265625","0.447265625","","",""
"15116384","","","","","","","0","0","0"
"15116608","0","0","0","","","","","",""
"15128928","","","","0.419921875","0.419921875","0.419921875","","",""
"15129408","0","0","0","","","","","",""
"15129472","","","","","","","0","0","0"
"15141312","0","0","0","","","","","",""
"15141952","","","","","","","0","0","0"
"15142304","","","","0.3984375","0.3984375","0.3984375","","",""
"15154016","","","","","","","0","0","0"
"15154368","","","","0.34765625","0.34765625","0.34765625","","",""
"15154656","0","0","0","","","","","",""
"15166208","","","","","","","0","0","0"
"15167424","","","","0.291015625","0.291015625","0.291015625","","",""
"15167744","0","0","0","","","","","",""
"15179168","","","","0.248046875","0.248046875","0.248046875","","",""
"15180288","0","0","0","","","","","",""
"15180352","","","","","","","0","0","0"
"15192960","0","0","0","","","","","",""
"15193440","","","","0.19921875","0.19921875","0.19921875","0","0","0"
"15204960","","","","0.115234375","0.115234375","0.115234375","","",""
"15206112","0","0","0","","","","","",""
"15206176","","","","","","","0","0","0"
"15218336","","","","0.080078125","0.080078125","0.080078125","","",""
"15218880","0","0","0","","","","","",""
"15219072","","","","","","","0","0","0"
"15229184","0","0","0","","","","","",""
"15231328","","","","","","","0","0","0"
"15231584","","","","0.05078125","0.05078125","0.05078125","","",""
"15240864","","","","0.033203125","0.033203125","0.033203125","","",""
"15244256","0","0","0","","","","","",""
"15244352","","","","","","","0","0","0"
"15256896","0","0","0","","","","","",""
"15257344","","","","","","","0","0","0"
"15257440","","","","0.03125","0.03125","0.03125","","",""
"15270272","","","","0.03125","0.03125","0.03125","0","0","0"
"15270336","0.01171875","0.01171875","0.01171875","","","","","",""
"15280640","","","","0.025390625","0.025390625","0.025390625","","",""
"15282912","","","","","","","0","0","0"
"15282944","0","0","0","","","","","",""
"15295296","","","","0.005859375","0.005859375","0.005859375","","",""
"15295328","0","0","0","","","","0","0","0"
"15306752","0","0","0","","","","","",""
"15308672","","","","0.005859375","0.005859375","0.005859375","","",""
"15308736","","","","","","","0","0","0"
"15320576","","","","","","","0","0","0"
"15320896","0.005859375","0.005859375","0.005859375","","","","","",""
"15321344","","","","0","0","0","","",""
"15333184","","","","0","0","0","","",""
"15334016","0","0","0","","","","","",""
"15334272","","","","","","","0","0","0"
"15346688","","","","0","0","0","","",""
"15347136","","","","","","","0","0","0"
"15347168","0","0","0","","","","","",""
"15359456","","","","0","0","0","","",""
"15359712","0","0","0","","","","","",""
"15359776","","","","","","","0","0","0"
"15372352","0","0","0","","","","","",""
"15372608","","","","","","","0","0","0"
"15372640","","","","0","0","0","","",""
"15385440","0","0","0","","","","","",""
"15385472","","","","","","","0","0","0"
"15385568","","","","0","0","0","","",""
"15395328","0","0","0","","","","","",""
"15398272","","","","0","0","0","","",""
"15398304","","","","","","","0","0","0"
"15409088","","","","0","0","0","","",""
"15410976","0","0","0","","","","","",""
"15411136","","","","","","","0","0","0"
"15423168","0.009765625","0.009765625","0.009765625","","","","","",""
"15423840","","","","","","","0","0","0"
"15423936","","","","0","0","0","","",""
"15435008","","","","","","","0","0","0"
"15435648","","","","0","0","0","","",""
"15436448","0.0078125","0.0078125","0.0078125","","","","","",""
"15447520","","","","0","0","0","","",""
"15449088","0","0","0","","","","","",""
"15449248","","","","","","","0","0","0"
"15461696","","","","0","0","0","","",""
"15462208","0","0","0","","","","","",""
"15462336","","","","","","","0","0","0"
"15474240","","","","","","","0","0","0"
"15474848","","","","0","0","0","","",""
"15474944","0","0","0","","","","","",""
"15486912","","","","0","0","0","","",""
"15487712","","","","","","","0","0","0"
"15487872","0","0","0","","","","","",""
"15499520","","","","","","","0","0","0"
"15500640","0","0","0","","","","","",""
"15500704","","","","0","0","0","","",""
"15511584","0","0","0","","","","","",""
"15513056","","","","0","0","0","","",""
"15513344","","","","","","","0","0","0"
"15524544","","","","0","0","0","","",""
"15525472","","","","","","","0","0","0"
"15526016","0","0","0","","","","","",""
"15537984","0","0","0","","","","","",""
"15538880","","","","","","","0","0","0"
"15539104","","","","0","0","0","","",""
"15550144","","","","0","0","0","","",""
"15551008","","","","","","","0","0","0"
"15551264","0","0","0","","","","","",""
"15564160","0","0","0","","","","","",""
"15564256","","","","","","","0","0","0"
"15564768","","","","0","0","0","","",""
"15576384","","","","","","","0","0","0"
"15576704","","","","0","0","0","","",""
"15577184","0","0","0","","","","","",""
"15589600","","","","0","0","0","","",""
"15590240","0","0","0","","","","","",""
"15590368","","","","","","","0","0","0"
"15601472","","","","","","","0","0","0"
"15602112","","","","0","0","0","","",""
"15603168","0","0","0","","","","","",""
"15614688","0","0","0","","","","","",""
"15615616","","","","0","0","0","0","0","0"
"15627072","0","0","0","","","","","",""
"15628160","","","","0","0","0","","",""
"15628704","","","","","","","0","0","0"
"15639776","","","","0","0","0","","",""
"15640352","","","","","","","0","0","0"
"15641152","0","0","0","","","","","",""
"15652736","0","0","0","","","","","",""
"15654016","","","","0","0","0","","",""
"15654112","","","","","","","0","0","0"
"15666720","0","0","0","","","","","",""
"15666816","","","","","","","0","0","0"
"15667168","","","","0","0","0","","",""
"15679168","0.001953125","0.001953125","0.001953125","","","","","",""
"15679392","","","","","","","0","0","0"
"15679968","","","","0","0","0","","",""
"15690880","","","","","","","0","0","0"
"15692704","0.00390625","0.00390625","0.00390625","","","","","",""
"15692736","","","","0","0","0","","",""
"15704928","","","","0","0","0","","",""
"15705440","","","","","","","0","0","0"
"15705504","0.017578125","0.017578125","0.017578125","","","","","",""
"15717216","","","","0","0","0","","",""
"15718016","","","","","","","0","0","0"
"15718336","0","0","0","","","","","",""
"15730496","0","0","0","","","","","",""
"15731008","","","","0","0","0","","",""
"15731072","","","","","","","0","0","0"
"15742688","0.005859375","0.005859375","0.005859375","","","","","",""
"15743360","","","","0","0","0","","",""
"15743712","","","","","","","0","0","0"
"15756224","","","","","","","0","0","0"
"15756352","","","","0","0","0","","",""
"15756448","0","0","0","","","","","",""
"15768320","","","","0","0","0","","",""
"15768928","","","","","","","0","0","0"
"15769568","0","0","0","","","","","",""
"15781952","0","0","0","","","","","",""
"15782144","","","","0","0","0","","",""
"15782336","","","","","","","0","0","0"
"15792512","","","","","","","0","0","0"
"15794720","","","","0","0","0","","",""
"15794880","0","0","0","","","","","",""
"15807520","0","0","0","","","","","",""
"15807808","","","","0","0","0","","",""
"15807904","","","","","","","0","0","0"
"15820256","","","","0","0","0","","",""
"15820640","0","0","0","","","","","",""
"15820768","","","","","","","0","0","0"
"15831776","","","","","","","0","0","0"
"15832768","0.001953125","0.001953125","0.001953125","","","","","",""
"15833280","","","","0","0","0","","",""
"15845120","0.015625","0.015625","0.015625","","","","","",""
"15845600","","","","","","","0","0","0"
"15846016","","","","0","0","0","","",""
"15858528","","","","0","0","0","","",""
"15858848","0","0","0","","","","","",""
"15858880","","","","","","","0","0","0"
"15871168","","","","","","","0","0","0"
"15871840","0.005859375","0.005859375","0.005859375","","","","","",""
"15871904","","","","0","0","0","","",""
"15884128","0","0","0","","","","","",""
"15884704","","","","","","","0","0","0"
"15884768","","","","0","0","0","","",""
"15896640","","","","0","0","0","","",""
"15896800","0.005859375","0.005859375","0.005859375","","","","","",""
"15897536","","","","","","","0","0","0"
"15909728","","","","","","","0","0","0"
"15909792","","","","0","0","0","","",""
"15910240","0","0","0","","","","","",""
"15920192","","","","","","","0","0","0"
"15922560","","","","0","0","0","","",""
"15922720","0","0","0","","","","","",""
"15933280","","","","","","","0","0","0"
"15933728","0","0","0","","","","","",""
"15935552","","","","0","0","0","","",""
"15948096","","","","","","","0","0","0"
"15948192","","","","0","0","0","","",""
"15948640","0.005859375","0.005859375","0.005859375","","","","","",""
"15959520","0","0","0","","","","","",""
"15960704","","","","","","","0","0","0"
"15961568","","","","0","0","0","","",""
"15973472","0","0","0","","","","","",""
"15973600","","","","","","","0","0","0"
"15974336","","","","0","0","0","","",""
"15986656","","","","","","","0","0","0"
"15987072","0","0","0","0","0","0","","",""
"15998112","","","","","","","0","0","0"
"15998624","0","0","0","","","","","",""
"15999360","","","","0","0","0","","",""
"16012512","","","","","","","0","0","0"
"16012640","0","0","0","","","","","",""
"16012704","","","","0","0","0","","",""
"16024672","0","0","0","","","","","",""
"16024864","","","","0","0","0","","",""
"16025536","","","","","","","0","0","0"
"16037888","0","0","0","","","","","",""
"16038080","","","","0","0","0","","",""
"16038144","","","","","","","0","0","0"
"16050688","","","","0","0","0","","",""
"16050912","0","0","0","","","","","",""
"16051008","","","","","","","0","0","0"
"16063552","","","","0","0","0","","",""
"16063840","","","","","","","0","0","0"
"16063936","0","0","0","","","","","",""
"16075264","","","","","","","0","0","0"
"16075520","0.00390625","0.00390625","0.00390625","","","","","",""
"16076640","","","","0","0","0","","",""
"16089248","","","","0","0","0","","",""
"16089504","0.0078125","0.0078125","0.0078125","","","","","",""
"16089568","","","","","","","0","0","0"
"16101920","0","0","0","","","","","",""
"16102016","","","","0","0","0","0","0","0"
"16113824","0","0","0","","","","","",""
"16114752","","","","0","0","0","","",""
"16115168","","","","","","","0","0","0"
"16127392","0","0","0","","","","","",""
"16127552","","","","","","","0","0","0"
"16127936","","","","0","0","0","","",""
"16139488","","","","","","","0","0","0"
"16140608","","","","0","0","0","","",""
"16140640","0","0","0","","","","","",""
"16151264","","","","","","","0","0","0"
"16153248","","","","0","0","0","","",""
"16153504","0.005859375","0.005859375","0.005859375","","","","","",""
"16163392","","","","0","0","0","","",""
"16165920","0.005859375","0.005859375","0.005859375","","","","","",""
"16166336","","","","","","","0","0","0"
"16178016","","","","0","0","0","","",""
"16178944","","","","","","","0","0","0"
"16179040","0","0","0","","","","","",""
"16190944","","","","0","0","0","","",""
"16191264","0.005859375","0.005859375","0.005859375","","","","","",""
"16191808","","","","","","","0","0","0"
"16203808","0","0","0","","","","","",""
"16204096","","","","","","","0","0","0"
"16204736","","","","0","0","0","","",""
"16212960","0","0","0","","","","","",""
"16216416","","","","","","","0","0","0"
"16217376","","","","0","0","0","","",""
"16229888","","","","","","","0","0","0"
"16230272","","","","0","0","0","","",""
"16230368","0","0","0","","","","","",""
"16242400","","","","0","0","0","","",""
"16242848","","","","","","","0","0","0"
"16242912","0","0","0","","","","","",""
"16254624","","","","0","0","0","","",""
"16255040","0","0","0","","","","","",""
"16255648","","","","","","","0","0","0"
"16267136","","","","","","","0","0","0"
"16267488","","","","0","0","0","","",""
"16267520","0","0","0","","","","","",""
"16280224","","","","","","","0","0","0"
"16281056","0","0","0","","","","","",""
"16281504","","","","0","0","0","","",""
"16292576","0","0","0","","","","","",""
"16293920","","","","0","0","0","","",""
"16294336","","","","","","","0","0","0"
"16306720","","","","","","","0","0","0"
"16306912","0","0","0","","","","","",""
"16307008","","","","0","0","0","","",""
"16318368","","","","","","","0","0","0"
"16319072","0.01171875","0.01171875","0.01171875","","","","","",""
"16319808","","","","0","0","0","","",""
"16332256","","","","0","0","0","","",""
"16332416","0","0","0","","","","","",""
"16332480","","","","","","","0","0","0"
"16344480","0","0","0","","","","","",""
"16344768","","","","0","0","0","","",""
"16345536","","","","","","","0","0","0"
"16357952","","","","0","0","0","","",""
"16358112","0","0","0","","","","","",""
"16358144","","","","","","","0","0","0"
"16368608","","","","","","","0","0","0"
"16370912","","","","0","0","0","","",""
"16370944","0","0","0","","","","","",""
"16383360","0","0","0","","","","","",""
"16383936","","","","","","","0","0","0"
"16383968","","","","0","0","0","","",""
"16395936","","","","0","0","0","","",""
"16396192","0","0","0","","","","","",""
"16396736","","","","","","","0","0","0"
"16408544","","","","","","","0","0","0"
"16409184","","","","0","0","0","","",""
"16409376","0","0","0","","","","","",""
"16421280","","","","","","","0","0","0"
"16421376","0","0","0","","","","","",""
"16422016","","","","0","0","0","","",""
"16432928","","","","0","0","0","","",""
"16434432","0","0","0","","","","","",""
"16434624","","","","","","","0","0","0"
"16447264","","","","","","","0","0","0"
"16447328","","","","0","0","0","","",""
"16447872","0","0","0","","","","","",""
"16460032","0","0","0","","","","","",""
"16460320","","","","0","0","0","","",""
"16460704","","","","","","","0","0","0"
"16472832","0","0","0","","","","","",""
"16473312","","","","0","0","0","","",""
"16473440","","","","","","","0","0","0"
"16484960","0","0","0","","","","","",""
"16485216","","","","","","","0","0","0"
"16485824","","","","0","0","0","","",""
"16496928","","","","0","0","0","","",""
"16498400","","","","","","","0","0","0"
"16498848","0","0","0","","","","","",""
"16510528","","","","","","","0","0","0"
"16511456","0.005859375","0.005859375","0.005859375","","","","","",""
"16511648","","","","0","0","0","","",""
"16523328","","","","","","","0","0","0"
"16523744","0","0","0","","","","","",""
"16524384","","","","0","0","0","","",""
"16536544","","","","0","0","0","","",""
"16536768","","","","","","","0","0","0"
"16537056","0","0","0","","","","","",""
"16549696","","","","","","","0","0","0"
"16550048","0","0","0","","","","","",""
"16550304","","","","0","0","0","","",""
"16562624","","","","","","","0","0","0"
"16562880","","","","0","0","0","","",""
"16563040","0","0","0","","","","","",""
"16574368","","","","0","0","0","","",""
"16575776","0","0","0","","","","0","0","0"
"16588000","0","0","0","","","","","",""
"16588096","","","","0","0","0","0","0","0"
"16601184","0.001953125","0.001953125","0.001953125","","","","","",""
"16601536","","","","0","0","0","0","0","0"
"16611648","","","","","","","0","0","0"
"16613856","0.00390625","0.00390625","0.00390625","0","0","0","","",""
"16626336","","","","","","","0","0","0"
"16626720","0","0","0","","","","","",""
"16627136","","","","0","0","0","","",""
"16638912","","","","","","","0","0","0"
"16639584","0","0","0","","","","","",""
"16639808","","","","0","0","0","","",""
"16652192","","","","","","","0","0","0"
"16652416","0","0","0","","","","","",""
"16652544","","","","0","0","0","","",""
"16664864","","","","0","0","0","","",""
"16665344","","","","","","","0","0","0"
"16665536","0","0","0","","","","","",""
"16677760","0.0078125","0.0078125","0.0078125","","","","","",""
"16677792","","","","0","0","0","","",""
"16677824","","","","","","","0","0","0"
"16689984","","","","0","0","0","","",""
"16691072","","","","","","","0","0","0"
"16691168","0.00390625","0.00390625","0.00390625","","","","","",""
"16703040","","","","0","0","0","","",""
"16703360","0","0","0","","","","","",""
"16703936","","","","","","","0","0","0"
"16715104","0","0","0","","","","","",""
"16716416","","","","","","","0","0","0"
"16716640","","","","0","0","0","","",""
"16727648","","","","","","","0","0","0"
"16728480","0","0","0","","","","","",""
"16728672","","","","0","0","0","","",""
"16741120","0","0","0","","","","","",""
"16741792","","","","","","","0","0","0"
"16742208","","","","0","0","0","","",""
"16753536","0.005859375","0.005859375","0.005859375","","","","","",""
"16754464","","","","0","0","0","","",""
"16755008","","","","","","","0","0","0"
"16766432","","","","0","0","0","","",""
"16766592","0.00390625","0.00390625","0.00390625","","","","","",""
"16767968","","","","","","","0","0","0"
"16778464","","","","","","","0","0","0"
"16780640","0.001953125","0.001953125","0.001953125","0","0","0","","",""
"16792288","","","","0","0","0","","",""
"16793216","0.001953125","0.001953125","0.001953125","","","","","",""
"16793472","","","","","","","0","0","0"
"16805632","0.00390625","0.00390625","0.00390625","0","0","0","","",""
"16806112","","","","","","","0","0","0"
"16817632","0.005859375","0.005859375","0.005859375","","","","","",""
"16818432","","","","0","0","0","","",""
"16819104","","","","","","","0","0","0"
"16830816","0","0","0","","","","","",""
"16831104","","","","","","","0","0","0"
"16831712","","","","0","0","0","","",""
"16844256","","","","","","","0","0","0"
"16844480","","","","0","0","0","","",""
"16844608","0.005859375","0.005859375","0.005859375","","","","","",""
"16857280","","","","","","","0","0","0"
"16857408","","","","0","0","0","","",""
"16857536","0","0","0","","","","","",""
"16869664","","","","0","0","0","","",""
"16869888","0","0","0","","","","","",""
"16870368","","","","","","","0","0","0"
"16882944","","","","","","","0","0","0"
"16883072","","","","0","0","0","","",""
"16883104","0","0","0","","","","","",""
"16894624","0","0","0","","","","","",""
"16895040","","","","0","0","0","","",""
"16895680","","","","","","","0","0","0"
"16907904","0","0","0","","","","","",""
"16908032","","","","","","","0","0","0"
"16908352","","","","0","0","0","","",""
"16920576","0","0","0","","","","","",""
"16920928","","","","0","0","0","","",""
"16921280","","","","","","","0","0","0"
"16932800","0","0","0","","","","","",""
"16933216","","","","","","","0","0","0"
"16933568","","","","0","0","0","","",""
"16945792","","","","","","","0","0","0"
"16945984","","","","0","0","0","","",""
"16946368","0.001953125","0.001953125","0.001953125","","","","","",""
"16958464","","","","","","","0","0","0"
"16958688","","","","0","0","0","","",""
"16959424","0.00390625","0.00390625","0.00390625","","","","","",""
"16972064","0","0","0","","","","","",""
"16972128","","","","","","","0","0","0"
"16972736","","","","0","0","0","","",""
"16984512","","","","0","0","0","","",""
"16985184","0.001953125","0.001953125","0.001953125","","","","","",""
"16985376","","","","","","","0","0","0"
"16997856","","","","","","","0","0","0"
"16998112","0.00390625","0.00390625","0.00390625","0","0","0","","",""
"17009856","","","","","","","0","0","0"
"17010688","0","0","0","","","","","",""
"17010848","","","","0","0","0","","",""
"17023584","","","","","","","0","0","0"
"17023616","","","","0","0","0","","",""
"17023968","0.005859375","0.005859375","0.005859375","","","","","",""
"17035648","","","","0","0","0","","",""
"17036064","0","0","0","","","","","",""
"17036672","","","","","","","0","0","0"
"17048096","0","0","0","","","","","",""
"17049088","","","","","","","0","0","0"
"17049312","","","","0","0","0","","",""
"17060704","","","","0","0","0","","",""
"17060960","0","0","0","","","","","",""
"17062272","","","","","","","0","0","0"
"17074656","0","0","0","","","","","",""
"17074912","","","","0","0","0","","",""
"17074976","","","","","","","0","0","0"
"17087680","","","","0","0","0","0","0","0"
"17087712","0.005859375","0.005859375","0.005859375","","","","","",""
"17100160","","","","","","","0","0","0"
"17100576","","","","0","0","0","","",""
"17100768","0","0","0","","","","","",""
"17112512","","","","","","","0","0","0"
"17113344","","","","0","0","0","","",""
"17113536","0","0","0","","","","","",""
"17125248","","","","","","","0","0","0"
"17125568","","","","0","0","0","","",""
"17126272","0.005859375","0.005859375","0.005859375","","","","","",""
"17138048","0","0","0","","","","","",""
"17138848","","","","0","0","0","","",""
