"Step","MDM_Kangaroo_25_3 - hierarchy_use/hierarchy_selected_4","MDM_Kangaroo_25_3 - hierarchy_use/hierarchy_selected_4__MIN","MDM_Kangaroo_25_3 - hierarchy_use/hierarchy_selected_4__MAX","MDM_Kangaroo_25_2 - hierarchy_use/hierarchy_selected_4","MDM_Kangaroo_25_2 - hierarchy_use/hierarchy_selected_4__MIN","MDM_Kangaroo_25_2 - hierarchy_use/hierarchy_selected_4__MAX","MDM_Kangaroo_25_1 - hierarchy_use/hierarchy_selected_4","MDM_Kangaroo_25_1 - hierarchy_use/hierarchy_selected_4__MIN","MDM_Kangaroo_25_1 - hierarchy_use/hierarchy_selected_4__MAX"
"5734048","","","","","","","0","0","0"
"5734144","","","","1","1","1","","",""
"5745632","","","","","","","0.005859375","0.005859375","0.005859375"
"5746656","1","1","1","","","","","",""
"5746944","","","","1","1","1","","",""
"5759680","1","1","1","","","","","",""
"5759840","","","","1","1","1","0","0","0"
"5772448","1","1","1","","","","","",""
"5772640","","","","1","1","1","","",""
"5772736","","","","","","","0","0","0"
"5785088","1","1","1","","","","","",""
"5785312","","","","1","1","1","","",""
"5785408","","","","","","","0","0","0"
"5797408","1","1","1","","","","","",""
"5797792","","","","0.994140625","0.994140625","0.994140625","","",""
"5798304","","","","","","","0","0","0"
"5810336","","","","","","","0.01171875","0.01171875","0.01171875"
"5810912","","","","0.994140625","0.994140625","0.994140625","","",""
"5811008","0.98828125","0.98828125","0.98828125","","","","","",""
"5822336","","","","","","","0","0","0"
"5823936","1","1","1","","","","","",""
"5823968","","","","1","1","1","","",""
"5834272","1","1","1","","","","","",""
"5836512","","","","","","","0","0","0"
"5836768","","","","1","1","1","","",""
"5847936","1","1","1","","","","","",""
"5849120","","","","0.994140625","0.994140625","0.994140625","","",""
"5849568","","","","","","","0","0","0"
"5861536","","","","1","1","1","","",""
"5861664","1","1","1","","","","","",""
"5862016","","","","","","","0","0","0"
"5874144","","","","1","1","1","","",""
"5874432","","","","","","","0","0","0"
"5875072","1","1","1","","","","","",""
"5886560","1","1","1","","","","","",""
"5886816","","","","","","","0","0","0"
"5887616","","","","1","1","1","","",""
"5900064","","","","","","","0","0","0"
"5900192","","","","1","1","1","","",""
"5900320","0.986328125","0.986328125","0.986328125","","","","","",""
"5912032","0.955078125","0.955078125","0.955078125","","","","","",""
"5912800","","","","","","","0.005859375","0.005859375","0.005859375"
"5913536","","","","1","1","1","","",""
"5924448","1","1","1","","","","","",""
"5926208","","","","","","","0.005859375","0.005859375","0.005859375"
"5926304","","","","1","1","1","","",""
"5938496","","","","","","","0.005859375","0.005859375","0.005859375"
"5938784","","","","1","1","1","","",""
"5938880","1","1","1","","","","","",""
"5950592","","","","1","1","1","","",""
"5951904","","","","","","","0","0","0"
"5951936","1","1","1","","","","","",""
"5964320","0.9921875","0.9921875","0.9921875","","","","","",""
"5964608","","","","1","1","1","","",""
"5964672","","","","","","","0.001953125","0.001953125","0.001953125"
"5976736","0.96875","0.96875","0.96875","","","","","",""
"5977472","","","","0.994140625","0.994140625","0.994140625","","",""
"5977568","","","","","","","0.00390625","0.00390625","0.00390625"
"5989856","0.98046875","0.98046875","0.98046875","","","","","",""
"5989952","","","","","","","0.005859375","0.005859375","0.005859375"
"5990336","","","","0.98828125","0.98828125","0.98828125","","",""
"6002560","","","","0.9921875","0.9921875","0.9921875","","",""
"6002688","","","","","","","0","0","0"
"6002912","1","1","1","","","","","",""
"6014336","","","","0.984375","0.984375","0.984375","","",""
"6015392","1","1","1","","","","","",""
"6015744","","","","","","","0","0","0"
"6026400","0.9765625","0.9765625","0.9765625","","","","","",""
"6028320","","","","1","1","1","","",""
"6028736","","","","","","","0","0","0"
"6041216","0.986328125","0.986328125","0.986328125","","","","","",""
"6041440","","","","0.98828125","0.98828125","0.98828125","","",""
"6041536","","","","","","","0","0","0"
"6053184","0.99609375","0.99609375","0.99609375","","","","","",""
"6053888","","","","0.990234375","0.990234375","0.990234375","","",""
"6054240","","","","","","","0","0","0"
"6066016","","","","0.974609375","0.974609375","0.974609375","","",""
"6066368","","","","","","","0","0","0"
"6067040","0.982421875","0.982421875","0.982421875","","","","","",""
"6078784","0.974609375","0.974609375","0.974609375","","","","","",""
"6079904","","","","0.994140625","0.994140625","0.994140625","","",""
"6079936","","","","","","","0","0","0"
"6091936","","","","","","","0","0","0"
"6092160","","","","1","1","1","","",""
"6092576","0.990234375","0.990234375","0.990234375","","","","","",""
"6104128","","","","1","1","1","","",""
"6104832","1","1","1","","","","","",""
"6105280","","","","","","","0.005859375","0.005859375","0.005859375"
"6115680","","","","","","","0","0","0"
"6117664","1","1","1","","","","","",""
"6118144","","","","1","1","1","","",""
"6130464","","","","","","","0.005859375","0.005859375","0.005859375"
"6130912","","","","1","1","1","","",""
"6131040","1","1","1","","","","","",""
"6142336","0.9765625","0.9765625","0.9765625","","","","","",""
"6143264","","","","","","","0.005859375","0.005859375","0.005859375"
"6143872","","","","1","1","1","","",""
"6156448","0.970703125","0.970703125","0.970703125","","","","","",""
"6156576","","","","1","1","1","","",""
"6156608","","","","","","","0.01171875","0.01171875","0.01171875"
"6168544","","","","","","","0","0","0"
"6168960","0.97265625","0.97265625","0.97265625","","","","","",""
"6169216","","","","1","1","1","","",""
"6182144","0.986328125","0.986328125","0.986328125","","","","","",""
"6182176","","","","","","","0","0","0"
"6182304","","","","1","1","1","","",""
"6194496","","","","1","1","1","","",""
"6194784","1","1","1","","","","","",""
"6194912","","","","","","","0.001953125","0.001953125","0.001953125"
"6205536","1","1","1","","","","","",""
"6207488","","","","","","","0.00390625","0.00390625","0.00390625"
"6207968","","","","1","1","1","","",""
"6219392","","","","","","","0.005859375","0.005859375","0.005859375"
"6220544","","","","1","1","1","","",""
"6220704","1","1","1","","","","","",""
"6232064","1","1","1","","","","","",""
"6233536","","","","1","1","1","0","0","0"
"6245920","","","","0.98046875","0.98046875","0.98046875","","",""
"6246240","","","","","","","0","0","0"
"6246336","1","1","1","","","","","",""
"6258304","1","1","1","","","","","",""
"6258624","","","","","","","0","0","0"
"6258688","","","","0.966796875","0.966796875","0.966796875","","",""
"6271072","","","","0.982421875","0.982421875","0.982421875","","",""
"6271872","1","1","1","","","","","",""
"6271968","","","","","","","0","0","0"
"6282656","","","","1","1","1","","",""
"6284192","0.978515625","0.978515625","0.978515625","","","","","",""
"6284480","","","","","","","0.00390625","0.00390625","0.00390625"
"6295712","","","","","","","0.0078125","0.0078125","0.0078125"
"6296928","0.962890625","0.962890625","0.962890625","1","1","1","","",""
"6308928","","","","1","1","1","","",""
"6310112","","","","","","","0","0","0"
"6310240","0.9375","0.9375","0.9375","","","","","",""
"6320768","0.958984375","0.958984375","0.958984375","","","","","",""
"6322816","","","","","","","0.005859375","0.005859375","0.005859375"
"6322848","","","","0.984375","0.984375","0.984375","","",""
"6334752","","","","0.998046875","0.998046875","0.998046875","","",""
"6335616","","","","","","","0.005859375","0.005859375","0.005859375"
"6335648","0.96875","0.96875","0.96875","","","","","",""
"6348416","","","","1","1","1","","",""
"6348704","0.9140625","0.9140625","0.9140625","","","","","",""
"6348736","","","","","","","0","0","0"
"6360288","","","","","","","0","0","0"
"6361056","","","","1","1","1","","",""
"6361568","0.8984375","0.8984375","0.8984375","","","","","",""
"6373664","0.888671875","0.888671875","0.888671875","","","","","",""
"6373984","","","","1","1","1","","",""
"6374240","","","","","","","0","0","0"
"6386368","","","","0.998046875","0.998046875","0.998046875","","",""
"6386784","","","","","","","0.005859375","0.005859375","0.005859375"
"6386944","0.86328125","0.86328125","0.86328125","","","","","",""
"6398144","0.859375","0.859375","0.859375","","","","","",""
"6399456","","","","0.984375","0.984375","0.984375","","",""
"6399872","","","","","","","0","0","0"
"6412128","","","","1","1","1","","",""
"6412672","","","","","","","0","0","0"
"6412704","0.85546875","0.85546875","0.85546875","","","","","",""
"6425056","","","","","","","0","0","0"
"6425312","0.849609375","0.849609375","0.849609375","","","","","",""
"6425472","","","","0.998046875","0.998046875","0.998046875","","",""
"6436640","0.841796875","0.841796875","0.841796875","","","","","",""
"6436672","","","","","","","0","0","0"
"6438336","","","","0.978515625","0.978515625","0.978515625","","",""
"6450592","0.798828125","0.798828125","0.798828125","","","","","",""
"6450752","","","","0.994140625","0.994140625","0.994140625","","",""
"6450880","","","","","","","0","0","0"
"6462656","0.79296875","0.79296875","0.79296875","","","","","",""
"6463392","","","","1","1","1","","",""
"6463616","","","","","","","0","0","0"
"6476448","","","","1","1","1","","",""
"6476512","0.787109375","0.787109375","0.787109375","","","","","",""
"6476672","","","","","","","0.00390625","0.00390625","0.00390625"
"6488800","","","","0.982421875","0.982421875","0.982421875","","",""
"6488992","0.798828125","0.798828125","0.798828125","","","","","",""
"6489568","","","","","","","0.013671875","0.013671875","0.013671875"
"6501888","","","","0.962890625","0.962890625","0.962890625","","",""
"6502272","0.7890625","0.7890625","0.7890625","","","","","",""
"6502368","","","","","","","0.005859375","0.005859375","0.005859375"
"6513664","","","","","","","0","0","0"
"6514816","","","","0.986328125","0.986328125","0.986328125","","",""
"6515008","0.8359375","0.8359375","0.8359375","","","","","",""
"6527488","","","","0.998046875","0.998046875","0.998046875","","",""
"6527520","","","","","","","0.005859375","0.005859375","0.005859375"
"6527552","0.830078125","0.830078125","0.830078125","","","","","",""
"6539872","","","","0.98046875","0.98046875","0.98046875","","",""
"6539968","0.818359375","0.818359375","0.818359375","","","","","",""
"6540256","","","","","","","0","0","0"
"6552192","","","","","","","0.005859375","0.005859375","0.005859375"
"6553184","","","","0.984375","0.984375","0.984375","","",""
"6553408","0.828125","0.828125","0.828125","","","","","",""
"6565568","0.849609375","0.849609375","0.849609375","","","","","",""
"6565792","","","","","","","0","0","0"
"6566176","","","","1","1","1","","",""
"6578496","","","","1","1","1","","",""
"6578688","0.830078125","0.830078125","0.830078125","","","","","",""
"6578880","","","","","","","0","0","0"
"6591424","0.8125","0.8125","0.8125","","","","","",""
"6591808","","","","1","1","1","0","0","0"
"6603104","","","","","","","0","0","0"
"6604640","","","","0.994140625","0.994140625","0.994140625","","",""
"6604672","0.806640625","0.806640625","0.806640625","","","","","",""
"6617024","","","","","","","0","0","0"
"6617120","","","","0.994140625","0.994140625","0.994140625","","",""
"6617376","0.78515625","0.78515625","0.78515625","","","","","",""
"6629824","","","","","","","0.005859375","0.005859375","0.005859375"
"6629920","","","","1","1","1","","",""
"6630112","0.740234375","0.740234375","0.740234375","","","","","",""
"6641472","","","","","","","0","0","0"
"6642752","","","","1","1","1","","",""
"6643040","0.712890625","0.712890625","0.712890625","","","","","",""
"6655168","0.716796875","0.716796875","0.716796875","","","","","",""
"6655296","","","","","","","0","0","0"
"6655488","","","","1","1","1","","",""
"6668448","0.716796875","0.716796875","0.716796875","","","","","",""
"6668480","","","","","","","0","0","0"
"6668640","","","","1","1","1","","",""
"6681216","","","","","","","0","0","0"
"6681376","","","","1","1","1","","",""
"6681536","0.7109375","0.7109375","0.7109375","","","","","",""
"6693824","0.69921875","0.69921875","0.69921875","","","","","",""
"6693920","","","","","","","0","0","0"
"6694240","","","","1","1","1","","",""
"6705632","0.693359375","0.693359375","0.693359375","","","","","",""
"6706656","","","","1","1","1","","",""
"6707136","","","","","","","0","0","0"
"6719552","","","","0.994140625","0.994140625","0.994140625","","",""
"6719808","","","","","","","0","0","0"
"6719840","0.6875","0.6875","0.6875","","","","","",""
"6732640","","","","","","","0","0","0"
"6732768","0.681640625","0.681640625","0.681640625","0.994140625","0.994140625","0.994140625","","",""
"6744992","","","","","","","0","0","0"
"6745184","0.6640625","0.6640625","0.6640625","","","","","",""
"6745376","","","","1","1","1","","",""
"6756608","","","","1","1","1","","",""
"6757952","0.658203125","0.658203125","0.658203125","","","","","",""
"6758176","","","","","","","0","0","0"
"6770432","","","","","","","0","0","0"
"6770976","0.599609375","0.599609375","0.599609375","","","","","",""
"6771136","","","","1","1","1","","",""
"6783648","0.580078125","0.580078125","0.580078125","","","","","",""
"6783744","","","","","","","0","0","0"
"6783904","","","","1","1","1","","",""
"6795680","","","","1","1","1","","",""
"6796064","","","","","","","0","0","0"
"6796096","0.537109375","0.537109375","0.537109375","","","","","",""
"6808384","","","","","","","0","0","0"
"6808544","0.53125","0.53125","0.53125","","","","","",""
"6808928","","","","1","1","1","","",""
"6821696","","","","","","","0","0","0"
"6821888","0.53125","0.53125","0.53125","","","","","",""
"6822112","","","","1","1","1","","",""
"6834944","0.53125","0.53125","0.53125","","","","","",""
"6835008","","","","","","","0","0","0"
"6835136","","","","0.994140625","0.994140625","0.994140625","","",""
"6847488","0.53125","0.53125","0.53125","","","","","",""
"6847712","","","","","","","0.005859375","0.005859375","0.005859375"
"6847872","","","","0.994140625","0.994140625","0.994140625","","",""
"6860352","","","","1","1","1","","",""
"6860672","0.53125","0.53125","0.53125","","","","","",""
"6860768","","","","","","","0","0","0"
"6871776","","","","1","1","1","","",""
"6873088","0.53125","0.53125","0.53125","","","","","",""
"6873280","","","","","","","0","0","0"
"6885856","","","","0.986328125","0.986328125","0.986328125","","",""
"6886208","0.517578125","0.517578125","0.517578125","","","","","",""
"6886304","","","","","","","0","0","0"
"6898752","0.5","0.5","0.5","","","","","",""
"6898784","","","","0.99609375","0.99609375","0.99609375","","",""
"6899040","","","","","","","0","0","0"
"6911104","","","","","","","0","0","0"
"6911488","0.5","0.5","0.5","","","","","",""
"6911712","","","","1","1","1","","",""
"6923264","0.48046875","0.48046875","0.48046875","","","","","",""
"6924608","","","","","","","0.005859375","0.005859375","0.005859375"
"6924736","","","","1","1","1","","",""
"6936992","","","","1","1","1","","",""
"6937056","0.46875","0.46875","0.46875","","","","","",""
"6937152","","","","","","","0","0","0"
"6950016","","","","0.98828125","0.98828125","0.98828125","","",""
"6950112","","","","","","","0","0","0"
"6950272","0.474609375","0.474609375","0.474609375","","","","","",""
"6962272","","","","","","","0","0","0"
"6962496","","","","0.98828125","0.98828125","0.98828125","","",""
"6962624","0.45703125","0.45703125","0.45703125","","","","","",""
"6975552","","","","1","1","1","0","0","0"
"6975840","0.44140625","0.44140625","0.44140625","","","","","",""
"6987904","","","","","","","0","0","0"
"6987968","0.4375","0.4375","0.4375","","","","","",""
"6988064","","","","1","1","1","","",""
"7000960","","","","1","1","1","","",""
"7001024","","","","","","","0","0","0"
"7001216","0.435546875","0.435546875","0.435546875","","","","","",""
"7014048","0.412109375","0.412109375","0.412109375","","","","","",""
"7014112","","","","1","1","1","","",""
"7014208","","","","","","","0","0","0"
"7025504","0.400390625","0.400390625","0.400390625","","","","","",""
"7026688","","","","","","","0","0","0"
"7026752","","","","0.98828125","0.98828125","0.98828125","","",""
"7039328","","","","","","","0","0","0"
"7039392","0.375","0.375","0.375","","","","","",""
"7039776","","","","1","1","1","","",""
"7052320","","","","0.9765625","0.9765625","0.9765625","","",""
"7052640","","","","","","","0","0","0"
"7052768","0.375","0.375","0.375","","","","","",""
"7065376","0.36328125","0.36328125","0.36328125","","","","","",""
"7065408","","","","0.982421875","0.982421875","0.982421875","","",""
"7065536","","","","","","","0","0","0"
"7077824","0.32421875","0.32421875","0.32421875","","","","","",""
"7078272","","","","0.994140625","0.994140625","0.994140625","0","0","0"
"7090912","","","","1","1","1","","",""
"7090944","","","","","","","0.005859375","0.005859375","0.005859375"
"7091104","0.3125","0.3125","0.3125","","","","","",""
"7102560","","","","1","1","1","","",""
"7103168","","","","","","","0","0","0"
"7103872","0.3125","0.3125","0.3125","","","","","",""
"7115904","","","","","","","0","0","0"
"7115936","0.3125","0.3125","0.3125","","","","","",""
"7116128","","","","0.994140625","0.994140625","0.994140625","","",""
"7127936","0.29296875","0.29296875","0.29296875","","","","","",""
"7129312","","","","0.97265625","0.97265625","0.97265625","","",""
"7129472","","","","","","","0","0","0"
"7140768","","","","0.986328125","0.986328125","0.986328125","","",""
"7141440","0.220703125","0.220703125","0.220703125","","","","","",""
"7142048","","","","","","","0","0","0"
"7154688","0.21875","0.21875","0.21875","","","","","",""
"7154816","","","","","","","0","0","0"
"7155040","","","","1","1","1","","",""
"7167168","","","","1","1","1","","",""
"7167680","0.166015625","0.166015625","0.166015625","","","","0","0","0"
"7179392","","","","0.9765625","0.9765625","0.9765625","","",""
"7180352","0.130859375","0.130859375","0.130859375","","","","","",""
"7180672","","","","","","","0","0","0"
"7192032","0.125","0.125","0.125","","","","","",""
"7192992","","","","","","","0","0","0"
"7193408","","","","0.9765625","0.9765625","0.9765625","","",""
"7204064","","","","1","1","1","","",""
"7206112","","","","","","","0","0","0"
"7206272","0.09765625","0.09765625","0.09765625","","","","","",""
"7218368","0.076171875","0.076171875","0.076171875","","","","","",""
"7218432","","","","","","","0","0","0"
"7218784","","","","0.98828125","0.98828125","0.98828125","","",""
"7231488","0.041015625","0.041015625","0.041015625","","","","","",""
"7231808","","","","","","","0","0","0"
"7231936","","","","0.96875","0.96875","0.96875","","",""
"7244640","","","","0.98046875","0.98046875","0.98046875","","",""
"7244672","0","0","0","","","","","",""
"7244736","","","","","","","0.005859375","0.005859375","0.005859375"
"7256224","","","","0.96875","0.96875","0.96875","","",""
"7256416","","","","","","","0","0","0"
"7256704","0","0","0","","","","","",""
"7268544","","","","0.96875","0.96875","0.96875","","",""
"7270304","","","","","","","0.01171875","0.01171875","0.01171875"
"7270368","0","0","0","","","","","",""
"7282208","","","","","","","0","0","0"
"7282976","0","0","0","","","","","",""
"7283040","","","","0.96875","0.96875","0.96875","","",""
"7294944","","","","","","","0","0","0"
"7295616","0","0","0","","","","","",""
"7295904","","","","0.95703125","0.95703125","0.95703125","","",""
"7307040","","","","","","","0","0","0"
"7307392","0","0","0","","","","","",""
"7308000","","","","0.94921875","0.94921875","0.94921875","","",""
"7320896","","","","0.947265625","0.947265625","0.947265625","","",""
"7321152","","","","","","","0","0","0"
"7321280","0","0","0","","","","","",""
"7332736","0","0","0","","","","","",""
"7333216","","","","0.9921875","0.9921875","0.9921875","","",""
"7333952","","","","","","","0","0","0"
"7346464","","","","1","1","1","","",""
"7346912","0","0","0","","","","","",""
"7347168","","","","","","","0","0","0"
"7359456","0","0","0","","","","","",""
"7359744","","","","1","1","1","0","0","0"
"7372096","0","0","0","","","","","",""
"7372576","","","","1","1","1","","",""
"7372768","","","","","","","0","0","0"
"7385120","0","0","0","","","","","",""
"7385184","","","","","","","0.01171875","0.01171875","0.01171875"
"7385440","","","","1","1","1","","",""
"7397088","","","","","","","0","0","0"
"7398016","","","","0.978515625","0.978515625","0.978515625","","",""
"7398048","0","0","0","","","","","",""
"7409952","","","","","","","0.01171875","0.01171875","0.01171875"
"7409984","0","0","0","","","","","",""
"7410912","","","","0.974609375","0.974609375","0.974609375","","",""
"7423392","","","","0.94921875","0.94921875","0.94921875","","",""
"7423840","0","0","0","","","","","",""
"7423936","","","","","","","0","0","0"
"7435552","","","","","","","0.00390625","0.00390625","0.00390625"
"7436384","0","0","0","","","","","",""
"7436480","","","","0.931640625","0.931640625","0.931640625","","",""
"7449312","","","","","","","0.001953125","0.001953125","0.001953125"
"7449408","0","0","0","","","","","",""
"7449472","","","","0.9140625","0.9140625","0.9140625","","",""
"7460448","0","0","0","","","","","",""
"7462144","","","","","","","0","0","0"
"7462336","","","","0.912109375","0.912109375","0.912109375","","",""
"7474400","","","","0.912109375","0.912109375","0.912109375","","",""
"7474848","0","0","0","","","","","",""
"7474976","","","","","","","0.005859375","0.005859375","0.005859375"
"7487616","","","","","","","0","0","0"
"7487712","0","0","0","0.91796875","0.91796875","0.91796875","","",""
"7499872","","","","","","","0","0","0"
"7500544","","","","0.9140625","0.9140625","0.9140625","","",""
"7500640","0","0","0","","","","","",""
"7513088","0","0","0","","","","","",""
"7513312","","","","0.916015625","0.916015625","0.916015625","","",""
"7513440","","","","","","","0","0","0"
"7525280","","","","","","","0","0","0"
"7525760","0","0","0","","","","","",""
"7526368","","","","0.888671875","0.888671875","0.888671875","","",""
"7538464","0","0","0","","","","","",""
"7538688","","","","","","","0","0","0"
"7539136","","","","0.892578125","0.892578125","0.892578125","","",""
"7551392","0","0","0","","","","","",""
"7551680","","","","0.875","0.875","0.875","","",""
"7551904","","","","","","","0","0","0"
"7562656","","","","","","","0","0","0"
"7564192","0","0","0","","","","","",""
"7564608","","","","0.869140625","0.869140625","0.869140625","","",""
"7577280","","","","","","","0","0","0"
"7577536","","","","0.849609375","0.849609375","0.849609375","","",""
"7577568","0","0","0","","","","","",""
"7589216","","","","0.84375","0.84375","0.84375","","",""
"7589984","0","0","0","","","","","",""
"7590112","","","","","","","0","0","0"
"7602624","","","","","","","0.01171875","0.01171875","0.01171875"
"7602848","0","0","0","","","","","",""
"7603104","","","","0.84375","0.84375","0.84375","","",""
"7615168","","","","","","","0.001953125","0.001953125","0.001953125"
"7615776","0","0","0","","","","","",""
"7615904","","","","0.84375","0.84375","0.84375","","",""
"7627840","","","","0.84375","0.84375","0.84375","","",""
"7628448","0","0","0","","","","0.00390625","0.00390625","0.00390625"
"7640352","","","","0.84375","0.84375","0.84375","","",""
"7640704","","","","","","","0","0","0"
"7641280","0","0","0","","","","","",""
"7653408","","","","","","","0","0","0"
"7654176","","","","0.828125","0.828125","0.828125","","",""
"7654336","0","0","0","","","","","",""
"7665888","","","","","","","0","0","0"
"7666304","","","","0.79296875","0.79296875","0.79296875","","",""
"7666720","0","0","0","","","","","",""
"7678816","0","0","0","","","","","",""
"7679520","","","","0.775390625","0.775390625","0.775390625","","",""
"7679680","","","","","","","0.005859375","0.005859375","0.005859375"
"7692480","","","","","","","0","0","0"
"7692736","0","0","0","","","","","",""
"7692768","","","","0.755859375","0.755859375","0.755859375","","",""
"7704576","0","0","0","","","","","",""
"7704960","","","","0.75","0.75","0.75","","",""
"7705024","","","","","","","0","0","0"
"7716480","","","","0.755859375","0.755859375","0.755859375","","",""
"7717152","","","","","","","0","0","0"
"7718048","0","0","0","","","","","",""
"7729696","0","0","0","","","","","",""
"7730656","","","","0.736328125","0.736328125","0.736328125","","",""
"7730720","","","","","","","0","0","0"
"7743296","","","","0.697265625","0.697265625","0.697265625","","",""
"7743488","0","0","0","","","","","",""
"7743520","","","","","","","0","0","0"
"7756128","","","","0.6875","0.6875","0.6875","","",""
"7756448","","","","","","","0","0","0"
"7756576","0","0","0","","","","","",""
"7769248","0","0","0","","","","","",""
"7769376","","","","0.6875","0.6875","0.6875","0","0","0"
"7782208","","","","0.6875","0.6875","0.6875","0","0","0"
"7782304","0","0","0","","","","","",""
"7792832","","","","0.6875","0.6875","0.6875","","",""
"7794368","0","0","0","","","","","",""
"7795072","","","","","","","0","0","0"
"7807520","","","","0.6875","0.6875","0.6875","","",""
"7807616","0","0","0","","","","","",""
"7807808","","","","","","","0","0","0"
"7820352","0","0","0","","","","","",""
"7820640","","","","","","","0","0","0"
"7820768","","","","0.693359375","0.693359375","0.693359375","","",""
"7830784","0","0","0","","","","","",""
"7833024","","","","","","","0.01171875","0.01171875","0.01171875"
"7833280","","","","0.6875","0.6875","0.6875","","",""
"7846080","","","","","","","0","0","0"
"7846144","0","0","0","","","","","",""
"7846176","","","","0.6875","0.6875","0.6875","","",""
"7857952","","","","0.6875","0.6875","0.6875","","",""
"7858944","0","0","0","","","","","",""
"7859136","","","","","","","0","0","0"
"7871744","","","","","","","0","0","0"
"7871936","","","","0.6640625","0.6640625","0.6640625","","",""
"7871968","0","0","0","","","","","",""
"7883008","","","","","","","0","0","0"
"7884512","","","","0.6171875","0.6171875","0.6171875","","",""
"7884576","0","0","0","","","","","",""
"7897024","","","","0.564453125","0.564453125","0.564453125","0.005859375","0.005859375","0.005859375"
"7897152","0","0","0","","","","","",""
"7909408","","","","0.482421875","0.482421875","0.482421875","","",""
"7909856","0","0","0","","","","","",""
"7910176","","","","","","","0","0","0"
"7922656","0","0","0","","","","","",""
"7923008","","","","","","","0","0","0"
"7923136","","","","0.4609375","0.4609375","0.4609375","","",""
"7934880","","","","0.443359375","0.443359375","0.443359375","","",""
"7935616","","","","","","","0","0","0"
"7935904","0","0","0","","","","","",""
"7945440","","","","","","","0","0","0"
"7948064","","","","0.4375","0.4375","0.4375","","",""
"7948576","0","0","0","","","","","",""
"7960096","0","0","0","","","","","",""
"7961248","","","","0.4296875","0.4296875","0.4296875","","",""
"7961472","","","","","","","0","0","0"
"7972128","0","0","0","","","","","",""
"7973856","","","","0.4140625","0.4140625","0.4140625","","",""
"7974304","","","","","","","0.00390625","0.00390625","0.00390625"
"7985248","","","","","","","0.0078125","0.0078125","0.0078125"
"7985408","","","","0.36328125","0.36328125","0.36328125","","",""
"7986976","0","0","0","","","","","",""
"7999200","","","","","","","0","0","0"
"7999584","","","","0.31640625","0.31640625","0.31640625","","",""
"7999712","0","0","0","","","","","",""
"8012512","","","","","","","0","0","0"
"8012704","0","0","0","","","","","",""
"8012736","","","","0.271484375","0.271484375","0.271484375","","",""
"8024128","","","","0.197265625","0.197265625","0.197265625","","",""
"8025088","0","0","0","","","","","",""
"8025504","","","","","","","0","0","0"
"8037824","0","0","0","0.1171875","0.1171875","0.1171875","","",""
"8038336","","","","","","","0","0","0"
"8049952","0","0","0","","","","","",""
"8050624","","","","","","","0.005859375","0.005859375","0.005859375"
"8051136","","","","0.072265625","0.072265625","0.072265625","","",""
"8063328","0","0","0","","","","","",""
"8063648","","","","0.0390625","0.0390625","0.0390625","","",""
"8063968","","","","","","","0","0","0"
"8075584","","","","0.01171875","0.01171875","0.01171875","","",""
"8076672","","","","","","","0.005859375","0.005859375","0.005859375"
"8076768","0","0","0","","","","","",""
"8088320","","","","0","0","0","","",""
"8089184","0","0","0","","","","","",""
"8089376","","","","","","","0","0","0"
"8101472","","","","","","","0.005859375","0.005859375","0.005859375"
"8101728","0","0","0","","","","","",""
"8102080","","","","0","0","0","","",""
"8114080","","","","0","0","0","","",""
"8114880","","","","","","","0","0","0"
"8115168","0","0","0","","","","","",""
"8126976","","","","","","","0","0","0"
"8127456","0","0","0","","","","","",""
"8127936","","","","0","0","0","","",""
"8138592","0","0","0","","","","","",""
"8140320","","","","0","0","0","","",""
"8140512","","","","","","","0","0","0"
"8152256","","","","0","0","0","","",""
"8152640","0","0","0","","","","","",""
"8153184","","","","","","","0","0","0"
"8165344","","","","","","","0.00390625","0.00390625","0.00390625"
"8166304","","","","0","0","0","","",""
"8166368","0","0","0","","","","","",""
"8178272","","","","0","0","0","","",""
"8178752","0","0","0","","","","","",""
"8178912","","","","","","","0.001953125","0.001953125","0.001953125"
"8190784","","","","","","","0","0","0"
"8191040","","","","0","0","0","","",""
"8191680","0","0","0","","","","","",""
"8204384","","","","","","","0","0","0"
"8204480","","","","0","0","0","","",""
"8204768","0","0","0","","","","","",""
"8216736","0","0","0","","","","","",""
"8216832","","","","0","0","0","","",""
"8217472","","","","","","","0","0","0"
"8228864","","","","","","","0","0","0"
"8230080","0","0","0","","","","","",""
"8230112","","","","0","0","0","","",""
"8241408","","","","","","","0","0","0"
"8242048","","","","0","0","0","","",""
"8242208","0","0","0","","","","","",""
"8255712","","","","","","","0","0","0"
"8255904","","","","0","0","0","","",""
"8255936","0","0","0","","","","","",""
"8267104","","","","","","","0.005859375","0.005859375","0.005859375"
"8268128","0","0","0","","","","","",""
"8268640","","","","0","0","0","","",""
"8280160","0","0","0","","","","","",""
"8281184","","","","","","","0","0","0"
"8281376","","","","0","0","0","","",""
"8293088","","","","","","","0","0","0"
"8293888","0","0","0","","","","","",""
"8293984","","","","0","0","0","","",""
"8306400","","","","","","","0.005859375","0.005859375","0.005859375"
"8306720","","","","0","0","0","","",""
"8307136","0","0","0","","","","","",""
"8318400","0","0","0","","","","","",""
"8319008","","","","","","","0","0","0"
"8319840","","","","0.005859375","0.005859375","0.005859375","","",""
"8331296","0","0","0","","","","","",""
"8332320","","","","","","","0.005859375","0.005859375","0.005859375"
"8332512","","","","0","0","0","","",""
