"Step","MDM_Gravitar_25_3 - hierarchy_use/hierarchy_selected_4","MDM_Gravitar_25_3 - hierarchy_use/hierarchy_selected_4__MIN","MDM_Gravitar_25_3 - hierarchy_use/hierarchy_selected_4__MAX","MDM_Gravitar_25_2 - hierarchy_use/hierarchy_selected_4","MDM_Gravitar_25_2 - hierarchy_use/hierarchy_selected_4__MIN","MDM_Gravitar_25_2 - hierarchy_use/hierarchy_selected_4__MAX","MDM_Gravitar_25_1 - hierarchy_use/hierarchy_selected_4","MDM_Gravitar_25_1 - hierarchy_use/hierarchy_selected_4__MIN","MDM_Gravitar_25_1 - hierarchy_use/hierarchy_selected_4__MAX"
"24344224","0","0","0","","","","","",""
"24344704","","","","0","0","0","","",""
"24356992","0","0","0","","","","","",""
"24357408","","","","0","0","0","","",""
"24358272","","","","","","","1","1","1"
"24370720","0","0","0","","","","","",""
"24370848","","","","","","","1","1","1"
"24371072","","","","0","0","0","","",""
"24382976","","","","","","","1","1","1"
"24383808","","","","0","0","0","","",""
"24383968","0","0","0","","","","","",""
"24396000","","","","","","","1","1","1"
"24396512","0","0","0","","","","","",""
"24396672","","","","0","0","0","","",""
"24406752","","","","0","0","0","","",""
"24409472","","","","","","","1","1","1"
"24409568","0","0","0","","","","","",""
"24422176","","","","0","0","0","","",""
"24422368","0","0","0","","","","1","1","1"
"24434464","0","0","0","0","0","0","","",""
"24435168","","","","","","","1","1","1"
"24446400","0","0","0","","","","","",""
"24446656","","","","","","","1","1","1"
"24447840","","","","0","0","0","","",""
"24459840","","","","0.005859375","0.005859375","0.005859375","","",""
"24460096","","","","","","","1","1","1"
"24460736","0","0","0","","","","","",""
"24469920","","","","","","","1","1","1"
"24472832","","","","0","0","0","","",""
"24473440","0","0","0","","","","","",""
"24485760","","","","","","","1","1","1"
"24485952","0","0","0","","","","","",""
"24486208","","","","0","0","0","","",""
"24498720","","","","","","","1","1","1"
"24498976","0","0","0","","","","","",""
"24499072","","","","0","0","0","","",""
"24511072","0","0","0","","","","","",""
"24511904","","","","0","0","0","1","1","1"
"24524256","","","","","","","1","1","1"
"24524576","0","0","0","","","","","",""
"24524704","","","","0","0","0","","",""
"24537056","","","","0","0","0","","",""
"24537472","0","0","0","","","","","",""
"24537568","","","","","","","1","1","1"
"24549056","0","0","0","","","","","",""
"24549408","","","","0","0","0","","",""
"24550368","","","","","","","1","1","1"
"24561568","","","","0","0","0","","",""
"24562112","0","0","0","","","","1","1","1"
"24575488","","","","0","0","0","","",""
"24575520","","","","","","","1","1","1"
"24575712","0","0","0","","","","","",""
"24585984","0","0","0","","","","","",""
"24587584","","","","0","0","0","","",""
"24588640","","","","","","","1","1","1"
"24600992","0","0","0","","","","","",""
"24601408","","","","0","0","0","","",""
"24601504","","","","","","","1","1","1"
"24612640","","","","","","","1","1","1"
"24613056","","","","0","0","0","","",""
"24613632","0","0","0","","","","","",""
"24625120","0","0","0","","","","","",""
"24625856","","","","","","","1","1","1"
"24627072","","","","0","0","0","","",""
"24639392","","","","0","0","0","","",""
"24639520","0","0","0","","","","","",""
"24639904","","","","","","","1","1","1"
"24650784","","","","0","0","0","","",""
"24651168","","","","","","","1","1","1"
"24652384","0","0","0","","","","","",""
"24665120","0","0","0","","","","","",""
"24665184","","","","0","0","0","","",""
"24665472","","","","","","","1","1","1"
"24677312","0","0","0","","","","","",""
"24677728","","","","","","","1","1","1"
"24678048","","","","0","0","0","","",""
"24690208","","","","","","","1","1","1"
"24690752","0","0","0","","","","","",""
"24691168","","","","0","0","0","","",""
"24703648","","","","0","0","0","","",""
"24703680","0","0","0","","","","","",""
"24703872","","","","","","","1","1","1"
"24716480","0","0","0","","","","","",""
"24716736","","","","0","0","0","","",""
"24716768","","","","","","","1","1","1"
"24728992","","","","","","","1","1","1"
"24729056","0","0","0","","","","","",""
"24729504","","","","0","0","0","","",""
"24741504","0","0","0","","","","","",""
"24741952","","","","","","","1","1","1"
"24742176","","","","0","0","0","","",""
"24754400","0","0","0","","","","","",""
"24754848","","","","","","","1","1","1"
"24754944","","","","0","0","0","","",""
"24767584","","","","0","0","0","","",""
"24767712","","","","","","","1","1","1"
"24767744","0","0","0","","","","","",""
"24780640","0","0","0","","","","","",""
"24780672","","","","","","","1","1","1"
"24780736","","","","0","0","0","","",""
"24793376","0","0","0","","","","","",""
"24793472","","","","","","","1","1","1"
"24793536","","","","0","0","0","","",""
"24805568","","","","","","","1","1","1"
"24805792","0","0","0","","","","","",""
"24806368","","","","0","0","0","","",""
"24817440","0","0","0","","","","","",""
"24818784","","","","0","0","0","1","1","1"
"24831744","","","","","","","1","1","1"
"24831776","0","0","0","","","","","",""
"24831936","","","","0","0","0","","",""
"24843200","0","0","0","","","","","",""
"24844128","","","","","","","1","1","1"
"24844416","","","","0","0","0","","",""
"24857280","","","","","","","1","1","1"
"24857312","0","0","0","","","","","",""
"24857536","","","","0","0","0","","",""
"24869664","","","","0","0","0","","",""
"24869824","","","","","","","1","1","1"
"24870208","0","0","0","","","","","",""
"24881600","","","","0","0","0","","",""
"24882784","","","","","","","1","1","1"
"24882848","0","0","0","","","","","",""
"24895104","","","","0","0","0","","",""
"24895520","","","","","","","1","1","1"
"24895936","0","0","0","","","","","",""
"24906976","","","","0","0","0","","",""
"24908160","0","0","0","","","","","",""
"24908320","","","","","","","1","1","1"
"24920768","","","","0","0","0","","",""
"24921088","0","0","0","","","","","",""
"24921248","","","","","","","1","1","1"
"24933728","","","","0.005859375","0.005859375","0.005859375","","",""
"24934144","0","0","0","","","","","",""
"24934304","","","","","","","1","1","1"
"24945568","","","","","","","1","1","1"
"24946624","","","","0","0","0","","",""
"24947008","0","0","0","","","","","",""
"24958016","","","","","","","1","1","1"
"24959072","0","0","0","","","","","",""
"24959904","","","","0","0","0","","",""
"24972320","","","","","","","1","1","1"
"24972608","0","0","0","","","","","",""
"24972768","","","","0","0","0","","",""
"24984960","","","","","","","1","1","1"
"24985280","","","","0","0","0","","",""
"24985536","0","0","0","","","","","",""
"24997568","","","","","","","1","1","1"
"24998272","","","","0","0","0","","",""
"24998304","0","0","0","","","","","",""
"25010432","","","","","","","1","1","1"
"25010656","","","","0","0","0","","",""
"25010880","0","0","0","","","","","",""
"25023648","","","","","","","1","1","1"
"25023712","","","","0","0","0","","",""
"25023968","0","0","0","","","","","",""
"25036480","","","","0","0","0","","",""
"25036736","0","0","0","","","","","",""
"25036768","","","","","","","1","1","1"
"25049024","","","","","","","1","1","1"
"25049216","","","","0","0","0","","",""
"25049376","0","0","0","","","","","",""
"25061696","","","","","","","1","1","1"
"25062272","0","0","0","","","","","",""
"25062368","","","","0","0","0","","",""
"25074656","0","0","0","","","","","",""
"25074720","","","","0","0","0","","",""
"25074912","","","","","","","1","1","1"
"25086464","0","0","0","","","","","",""
"25087264","","","","0.005859375","0.005859375","0.005859375","","",""
"25087872","","","","","","","1","1","1"
"25098720","","","","0","0","0","","",""
"25100256","","","","","","","1","1","1"
"25100544","0","0","0","","","","","",""
"25112768","","","","0","0","0","","",""
"25113088","","","","","","","1","1","1"
"25113184","0","0","0","","","","","",""
"25125312","","","","0","0","0","","",""
"25125952","0","0","0","","","","","",""
"25126272","","","","","","","1","1","1"
"25138432","0","0","0","","","","","",""
"25138592","","","","0","0","0","","",""
"25138944","","","","","","","1","1","1"
"25151808","","","","","","","1","1","1"
"25151840","0","0","0","","","","","",""
"25151968","","","","0.017578125","0.017578125","0.017578125","","",""
"25162720","0","0","0","","","","","",""
"25164224","","","","","","","1","1","1"
"25164608","","","","0","0","0","","",""
"25176448","","","","","","","1","1","1"
"25177248","0","0","0","","","","","",""
"25177440","","","","0","0","0","","",""
"25189792","","","","0","0","0","","",""
"25189824","","","","","","","1","1","1"
"25190272","0","0","0","","","","","",""
"25201984","","","","0","0","0","","",""
"25203072","0","0","0","","","","","",""
"25203104","","","","","","","1","1","1"
"25214464","","","","","","","1","1","1"
"25215264","","","","0","0","0","","",""
"25215328","0","0","0","","","","","",""
"25227776","","","","","","","1","1","1"
"25228064","0","0","0","","","","","",""
"25228448","","","","0","0","0","","",""
"25241280","0","0","0","","","","1","1","1"
"25241504","","","","0","0","0","","",""
"25254016","0","0","0","","","","","",""
"25254144","","","","0","0","0","","",""
"25254240","","","","","","","1","1","1"
"25266432","0","0","0","","","","1","1","1"
"25267136","","","","0","0","0","","",""
"25278784","0","0","0","","","","","",""
"25279104","","","","0","0","0","","",""
"25279456","","","","","","","1","1","1"
"25291936","","","","","","","1","1","1"
"25292032","","","","0","0","0","","",""
"25292416","0","0","0","","","","","",""
"25304864","","","","","","","1","1","1"
"25305376","0","0","0","","","","","",""
"25305568","","","","0","0","0","","",""
"25316800","0","0","0","","","","","",""
"25317600","","","","0","0","0","","",""
"25318144","","","","","","","1","1","1"
"25330080","","","","0","0","0","","",""
"25330432","0","0","0","","","","","",""
"25331040","","","","","","","1","1","1"
"25342976","","","","0","0","0","","",""
"25343296","","","","","","","1","1","1"
"25343424","0","0","0","","","","","",""
"25355264","","","","0","0","0","","",""
"25355520","","","","","","","1","1","1"
"25356160","0","0","0","","","","","",""
"25368576","","","","","","","1","1","1"
"25368960","0","0","0","","","","","",""
"25369056","","","","0","0","0","","",""
"25379232","0","0","0","","","","","",""
"25381376","","","","","","","1","1","1"
"25382272","","","","0","0","0","","",""
"25394080","","","","","","","1","1","1"
"25395072","0","0","0","0","0","0","","",""
"25407040","","","","0","0","0","","",""
"25407680","0","0","0","","","","","",""
"25407872","","","","","","","1","1","1"
"25418560","","","","0","0","0","","",""
"25420416","","","","","","","1","1","1"
"25420768","0","0","0","","","","","",""
"25432992","","","","0","0","0","","",""
"25433024","0","0","0","","","","","",""
"25433344","","","","","","","1","1","1"
"25445792","0","0","0","","","","","",""
"25446272","","","","","","","1","1","1"
"25446336","","","","0","0","0","","",""
"25456480","","","","","","","1","1","1"
"25458304","","","","0","0","0","","",""
"25459168","0","0","0","","","","","",""
"25471168","","","","0","0","0","","",""
"25471520","0","0","0","","","","","",""
"25471680","","","","","","","1","1","1"
"25483936","","","","","","","1","1","1"
"25484352","","","","0.005859375","0.005859375","0.005859375","","",""
"25484480","0","0","0","","","","","",""
"25496896","0","0","0","","","","","",""
"25497472","","","","","","","1","1","1"
"25497504","","","","0","0","0","","",""
"25509312","0","0","0","","","","","",""
"25509888","","","","","","","1","1","1"
"25510240","","","","0.005859375","0.005859375","0.005859375","","",""
"25521504","0","0","0","","","","","",""
"25522144","","","","","","","1","1","1"
"25522976","","","","0","0","0","","",""
"25534688","0","0","0","","","","","",""
"25535040","","","","0","0","0","","",""
"25535328","","","","","","","1","1","1"
"25548192","0","0","0","","","","","",""
"25548448","","","","","","","1","1","1"
"25548736","","","","0","0","0","","",""
"25561024","","","","0","0","0","","",""
"25561152","","","","","","","1","1","1"
"25561312","0","0","0","","","","","",""
"25574144","0","0","0","","","","","",""
"25574208","","","","","","","1","1","1"
"25574304","","","","0","0","0","","",""
"25586656","","","","","","","1","1","1"
"25586720","0","0","0","","","","","",""
"25587168","","","","0","0","0","","",""
"25598880","","","","","","","1","1","1"
"25599744","","","","0","0","0","","",""
"25599776","0","0","0","","","","","",""
"25612192","","","","","","","1","1","1"
"25612576","","","","0","0","0","","",""
"25612672","0","0","0","","","","","",""
"25624480","","","","","","","1","1","1"
"25625120","0","0","0","","","","","",""
"25625568","","","","0","0","0","","",""
"25635808","","","","","","","1","1","1"
"25637728","0","0","0","","","","","",""
"25638144","","","","0","0","0","","",""
"25650048","","","","0","0","0","","",""
"25650464","0","0","0","","","","","",""
"25650912","","","","","","","1","1","1"
"25663104","","","","","","","1","1","1"
"25663520","","","","0","0","0","","",""
"25663936","0","0","0","","","","","",""
"25676224","","","","","","","1","1","1"
"25676672","","","","0","0","0","","",""
"25676736","0","0","0","","","","","",""
"25688640","","","","","","","1","1","1"
"25689248","","","","0","0","0","","",""
"25689504","0","0","0","","","","","",""
"25702304","","","","0","0","0","","",""
"25702336","0","0","0","","","","1","1","1"
"25714304","","","","","","","1","1","1"
"25714432","","","","0","0","0","","",""
"25714976","0","0","0","","","","","",""
"25726848","","","","","","","1","1","1"
"25727872","","","","0","0","0","","",""
"25727904","0","0","0","","","","","",""
"25739936","","","","0","0","0","","",""
"25740576","0","0","0","","","","","",""
"25740672","","","","","","","1","1","1"
"25751712","","","","0","0","0","","",""
"25752992","0","0","0","","","","","",""
"25753504","","","","","","","0.994140625","0.994140625","0.994140625"
"25766144","","","","","","","0.98828125","0.98828125","0.98828125"
"25766176","0","0","0","","","","","",""
"25766336","","","","0","0","0","","",""
"25778784","","","","0","0","0","","",""
"25778944","","","","","","","1","1","1"
"25779168","0","0","0","","","","","",""
"25791200","","","","0","0","0","1","1","1"
"25791264","0","0","0","","","","","",""
"25803040","0","0","0","","","","","",""
"25803808","","","","","","","1","1","1"
"25804512","","","","0","0","0","","",""
"25816736","","","","","","","1","1","1"
"25817408","","","","0","0","0","","",""
"25817568","0","0","0","","","","","",""
"25828928","","","","","","","1","1","1"
"25829888","","","","0.021484375","0.021484375","0.021484375","","",""
"25830304","0","0","0","","","","","",""
"25842304","","","","","","","1","1","1"
"25842848","0","0","0","","","","","",""
"25843136","","","","0.001953125","0.001953125","0.001953125","","",""
"25854112","0","0","0","","","","","",""
"25855104","","","","","","","1","1","1"
"25855552","","","","0","0","0","","",""
"25868288","","","","","","","1","1","1"
"25868736","0","0","0","","","","","",""
"25868768","","","","0","0","0","","",""
"25881216","","","","0","0","0","","",""
"25881440","","","","","","","1","1","1"
"25881472","0","0","0","","","","","",""
"25893504","","","","","","","1","1","1"
"25893600","0","0","0","","","","","",""
"25894304","","","","0","0","0","","",""
"25906208","","","","","","","1","1","1"
"25906816","0","0","0","","","","","",""
"25907072","","","","0","0","0","","",""
"25919040","","","","0.03515625","0.03515625","0.03515625","","",""
"25919104","0","0","0","","","","","",""
"25919456","","","","","","","1","1","1"
"25932512","0","0","0","","","","","",""
"25932608","","","","","","","1","1","1"
"25932768","","","","0.017578125","0.017578125","0.017578125","","",""
"25944192","","","","","","","1","1","1"
"25944832","0","0","0","","","","","",""
"25944992","","","","0","0","0","","",""
"25958080","0","0","0","","","","","",""
"25958208","","","","","","","1","1","1"
"25958304","","","","0","0","0","","",""
"25969184","","","","0","0","0","","",""
"25970144","","","","","","","1","1","1"
"25970624","0","0","0","","","","","",""
"25983296","","","","","","","1","1","1"
"25983776","","","","0","0","0","","",""
"25983808","0","0","0","","","","","",""
"25994688","0","0","0","0","0","0","","",""
"25996416","","","","","","","1","1","1"
"26008896","0","0","0","","","","","",""
"26009088","","","","0","0","0","","",""
"26009248","","","","","","","1","1","1"
"26021632","","","","","","","1","1","1"
"26021856","0","0","0","","","","","",""
"26022304","","","","0","0","0","","",""
"26034496","0","0","0","","","","","",""
"26034976","","","","0.01171875","0.01171875","0.01171875","","",""
"26035168","","","","","","","1","1","1"
"26047008","0","0","0","","","","","",""
"26047168","","","","","","","1","1","1"
"26047488","","","","0","0","0","","",""
"26060448","","","","","","","1","1","1"
"26060704","","","","0","0","0","","",""
"26060768","0","0","0","","","","","",""
"26073024","","","","","","","1","1","1"
"26073248","","","","0","0","0","","",""
"26073312","0","0","0","","","","","",""
"26085600","0","0","0","","","","","",""
"26086144","","","","0","0","0","","",""
"26086176","","","","","","","1","1","1"
"26098848","","","","","","","1","1","1"
"26098880","0","0","0","","","","","",""
"26099008","","","","0","0","0","","",""
"26110656","","","","0","0","0","","",""
"26111680","","","","","","","1","1","1"
"26111712","0","0","0","","","","","",""
"26123712","","","","0","0","0","","",""
"26124224","","","","","","","1","1","1"
"26124768","0","0","0","","","","","",""
"26136960","","","","0","0","0","","",""
"26137376","","","","","","","1","1","1"
"26137440","0","0","0","","","","","",""
"26147936","","","","","","","1","1","1"
"26150016","","","","0","0","0","","",""
"26150368","0","0","0","","","","","",""
"26162848","0","0","0","","","","","",""
"26162976","","","","0","0","0","","",""
"26163040","","","","","","","1","1","1"
"26174496","0","0","0","","","","","",""
"26175104","","","","","","","1","1","1"
"26175808","","","","0","0","0","","",""
"26188480","","","","","","","1","1","1"
"26188576","0","0","0","","","","","",""
"26188768","","","","0","0","0","","",""
"26200768","","","","","","","1","1","1"
"26200928","0","0","0","","","","","",""
"26201504","","","","0","0","0","","",""
"26213760","","","","0","0","0","","",""
"26213792","0","0","0","","","","","",""
"26214240","","","","","","","1","1","1"
"26225760","","","","0","0","0","","",""
"26226752","0","0","0","","","","","",""
"26227104","","","","","","","1","1","1"
"26238848","0","0","0","","","","","",""
"26239488","","","","0","0","0","","",""
"26239840","","","","","","","1","1","1"
"26251840","","","","","","","1","1","1"
"26252256","","","","0","0","0","","",""
"26252352","0","0","0","","","","","",""
"26264896","","","","","","","1","1","1"
"26264928","0","0","0","","","","","",""
"26265184","","","","0","0","0","","",""
"26278080","","","","0","0","0","","",""
"26278176","","","","","","","1","1","1"
"26278304","0","0","0","","","","","",""
"26290432","","","","","","","1","1","1"
"26290464","0","0","0","","","","","",""
"26291072","","","","0","0","0","","",""
"26301856","0","0","0","","","","","",""
"26303072","","","","0","0","0","","",""
"26303264","","","","","","","1","1","1"
"26315584","","","","0","0","0","","",""
"26315904","","","","","","","1","1","1"
"26316704","0","0","0","","","","","",""
"26328736","","","","","","","1","1","1"
"26328800","0","0","0","","","","","",""
"26329536","","","","0","0","0","","",""
"26341632","","","","0","0","0","","",""
"26342304","0","0","0","","","","","",""
"26342336","","","","","","","1","1","1"
"26354176","0","0","0","","","","","",""
"26354400","","","","","","","1","1","1"
"26354752","","","","0","0","0","","",""
"26367136","","","","0","0","0","","",""
"26367616","0","0","0","","","","","",""
"26367808","","","","","","","1","1","1"
"26379456","0","0","0","","","","","",""
"26379776","","","","","","","1","1","1"
"26380448","","","","0","0","0","","",""
"26392800","","","","0","0","0","","",""
"26393184","0","0","0","","","","","",""
"26393216","","","","","","","1","1","1"
"26406144","0","0","0","0","0","0","","",""
"26406208","","","","","","","1","1","1"
"26418688","0","0","0","","","","","",""
"26418944","","","","0","0","0","1","1","1"
"26429344","0","0","0","","","","","",""
"26430752","","","","","","","1","1","1"
"26431648","","","","0","0","0","","",""
"26443136","0","0","0","","","","","",""
"26443296","","","","0","0","0","","",""
"26443776","","","","","","","1","1","1"
"26457152","","","","","","","1","1","1"
"26457536","0","0","0","0","0","0","","",""
"26469152","","","","0.0078125","0.0078125","0.0078125","","",""
"26470016","","","","","","","1","1","1"
"26470336","0","0","0","","","","","",""
"26482240","","","","","","","1","1","1"
"26482688","","","","0.00390625","0.00390625","0.00390625","","",""
"26482848","0","0","0","","","","","",""
"26494976","","","","","","","1","1","1"
"26495424","0","0","0","","","","","",""
"26495744","","","","0","0","0","","",""
"26507616","0","0","0","","","","","",""
"26507808","","","","","","","1","1","1"
"26507872","","","","0.001953125","0.001953125","0.001953125","","",""
"26520576","0","0","0","","","","","",""
"26521344","","","","","","","1","1","1"
"26521504","","","","0.009765625","0.009765625","0.009765625","","",""
"26532160","","","","","","","1","1","1"
"26533728","","","","0","0","0","","",""
"26534048","0","0","0","","","","","",""
"26545344","0","0","0","","","","","",""
"26546880","","","","0","0","0","","",""
"26546976","","","","","","","1","1","1"
"26559712","","","","","","","1","1","1"
"26559840","0","0","0","","","","","",""
"26559968","","","","0","0","0","","",""
"26572352","","","","","","","1","1","1"
"26572448","","","","0","0","0","","",""
"26572672","0","0","0","","","","","",""
"26585152","0","0","0","","","","","",""
"26585216","","","","0","0","0","","",""
"26585472","","","","","","","1","1","1"
"26596928","","","","0","0","0","","",""
"26597408","","","","","","","1","1","1"
"26597984","0","0","0","","","","","",""
"26609824","0","0","0","","","","","",""
"26610816","","","","0","0","0","","",""
"26611104","","","","","","","1","1","1"
"26623200","0","0","0","","","","","",""
"26623648","","","","0","0","0","","",""
"26623872","","","","","","","1","1","1"
"26636640","0","0","0","","","","","",""
"26636672","","","","","","","1","1","1"
"26636704","","","","0","0","0","","",""
"26647840","","","","0","0","0","","",""
"26648032","","","","","","","1","1","1"
"26649024","0","0","0","","","","","",""
"26661408","","","","0","0","0","","",""
"26661920","0","0","0","","","","","",""
"26662304","","","","","","","1","1","1"
"26674880","","","","","","","1","1","1"
"26675008","","","","0","0","0","","",""
"26675040","0","0","0","","","","","",""
"26686944","0","0","0","","","","","",""
"26687296","","","","","","","1","1","1"
"26687744","","","","0","0","0","","",""
"26699136","0","0","0","","","","","",""
"26699808","","","","","","","1","1","1"
"26700416","","","","0","0","0","","",""
"26712000","","","","","","","1","1","1"
"26712384","","","","0","0","0","","",""
"26713280","0","0","0","","","","","",""
"26724960","","","","0","0","0","","",""
"26725248","","","","","","","1","1","1"
"26725504","0","0","0","","","","","",""
"26738208","0","0","0","","","","","",""
"26738784","","","","","","","1","1","1"
"26739168","","","","0","0","0","","",""
"26750592","","","","0","0","0","","",""
"26751296","0","0","0","","","","","",""
"26751680","","","","","","","1","1","1"
"26764320","","","","","","","1","1","1"
"26764416","0","0","0","","","","","",""
"26764672","","","","0","0","0","","",""
"26776960","","","","0","0","0","","",""
"26777248","","","","","","","1","1","1"
"26777312","0","0","0","","","","","",""
"26789952","0","0","0","","","","","",""
"26790016","","","","0","0","0","1","1","1"
"26801088","0","0","0","","","","","",""
"26802464","","","","","","","1","1","1"
"26803104","","","","0","0","0","","",""
"26813312","","","","","","","1","1","1"
"26815168","","","","0","0","0","","",""
"26815744","0","0","0","","","","","",""
"26828448","","","","0.005859375","0.005859375","0.005859375","","",""
"26828576","0","0","0","","","","","",""
"26828768","","","","","","","1","1","1"
"26840608","","","","0","0","0","","",""
"26841472","0","0","0","","","","","",""
"26841568","","","","","","","1","1","1"
"26853600","","","","","","","1","1","1"
"26854208","","","","0","0","0","","",""
"26854240","0","0","0","","","","","",""
"26866560","","","","","","","1","1","1"
"26866688","","","","0","0","0","","",""
"26866752","0","0","0","","","","","",""
"26879744","","","","0","0","0","","",""
"26879776","0","0","0","","","","","",""
"26879936","","","","","","","1","1","1"
"26890912","","","","","","","1","1","1"
"26892448","0","0","0","0","0","0","","",""
"26904832","","","","","","","1","1","1"
"26905472","0","0","0","","","","","",""
"26905536","","","","0","0","0","","",""
"26917696","0","0","0","","","","","",""
"26917888","","","","","","","1","1","1"
"26918368","","","","0","0","0","","",""
"26930400","","","","","","","1","1","1"
"26931168","0","0","0","0","0","0","","",""
"26943360","0","0","0","","","","","",""
"26943488","","","","0","0","0","","",""
"26943520","","","","","","","1","1","1"
"26954816","0","0","0","","","","","",""
"26956288","","","","","","","1","1","1"
"26956384","","","","0","0","0","","",""
"26968896","0","0","0","","","","","",""
"26968928","","","","","","","1","1","1"
"26969344","","","","0","0","0","","",""
"26981696","0","0","0","","","","","",""
"26982080","","","","0","0","0","","",""
"26982336","","","","","","","1","1","1"
"26994016","","","","0","0","0","","",""
"26994496","0","0","0","","","","1","1","1"
"27007424","","","","","","","1","1","1"
"27007744","","","","0","0","0","","",""
"27007936","0","0","0","","","","","",""
"27018880","0","0","0","","","","","",""
"27020288","","","","","","","1","1","1"
"27020768","","","","0","0","0","","",""
"27032736","","","","","","","1","1","1"
"27033056","0","0","0","","","","","",""
"27033184","","","","0","0","0","","",""
"27045504","","","","","","","1","1","1"
"27046016","","","","0","0","0","","",""
"27046048","0","0","0","","","","","",""
"27058240","0","0","0","","","","","",""
"27058592","","","","0","0","0","","",""
"27059104","","","","","","","1","1","1"
"27071712","","","","0","0","0","","",""
"27071776","0","0","0","","","","","",""
"27071808","","","","","","","1","1","1"
"27083776","0","0","0","","","","","",""
"27084480","","","","","","","1","1","1"
"27084672","","","","0","0","0","","",""
"27096384","","","","0","0","0","","",""
"27097184","0","0","0","","","","","",""
"27097472","","","","","","","1","1","1"
"27109920","","","","","","","1","1","1"
"27110208","0","0","0","","","","","",""
"27110240","","","","0","0","0","","",""
"27122880","","","","","","","1","1","1"
"27123040","","","","0.001953125","0.001953125","0.001953125","","",""
"27123104","0","0","0","","","","","",""
"27135456","","","","0.00390625","0.00390625","0.00390625","1","1","1"
"27135904","0","0","0","","","","","",""
"27147136","","","","","","","1","1","1"
"27148032","0","0","0","","","","","",""
"27148544","","","","0","0","0","","",""
"27161344","","","","0","0","0","1","1","1"
"27161472","0","0","0","","","","","",""
"27172672","","","","0","0","0","","",""
"27173216","0","0","0","","","","","",""
"27174336","","","","","","","1","1","1"
"27186816","","","","0","0","0","1","1","1"
"27187136","0","0","0","","","","","",""
"27199360","","","","0","0","0","","",""
"27199456","0","0","0","","","","","",""
"27199904","","","","","","","1","1","1"
"27211200","","","","0","0","0","","",""
"27212384","0","0","0","","","","","",""
"27212512","","","","","","","1","1","1"
"27224352","","","","0.005859375","0.005859375","0.005859375","","",""
"27224640","","","","","","","1","1","1"
"27225376","0","0","0","","","","","",""
"27237568","","","","","","","1","1","1"
"27238016","","","","0","0","0","","",""
"27238368","0","0","0","","","","","",""
"27250560","","","","","","","1","1","1"
"27250720","0","0","0","","","","","",""
"27250848","","","","0","0","0","","",""
"27260800","","","","0","0","0","","",""
"27262624","0","0","0","","","","","",""
"27263840","","","","","","","1","1","1"
"27275936","0","0","0","","","","","",""
"27276416","","","","","","","1","1","1"
"27276768","","","","0","0","0","","",""
"27288672","","","","","","","1","1","1"
"27288832","0","0","0","","","","","",""
"27288864","","","","0","0","0","","",""
"27301792","","","","","","","1","1","1"
"27302144","0","0","0","","","","","",""
"27302272","","","","0","0","0","","",""
"27312704","0","0","0","","","","","",""
"27314528","","","","","","","1","1","1"
"27315008","","","","0.005859375","0.005859375","0.005859375","","",""
"27327840","","","","","","","1","1","1"
"27327872","0","0","0","0","0","0","","",""
"27339680","","","","","","","1","1","1"
"27340320","","","","0","0","0","","",""
"27340608","0","0","0","","","","","",""
"27352448","","","","","","","1","1","1"
"27352928","0","0","0","","","","","",""
"27353152","","","","0","0","0","","",""
"27364800","","","","","","","1","1","1"
"27364992","","","","0","0","0","","",""
"27365632","0","0","0","","","","","",""
"27377056","","","","0","0","0","","",""
"27377376","","","","","","","1","1","1"
"27378016","0","0","0","","","","","",""
"27390208","","","","","","","1","1","1"
"27391584","0","0","0","","","","","",""
"27391712","","","","0","0","0","","",""
"27404064","0","0","0","","","","","",""
"27404192","","","","0","0","0","","",""
"27404768","","","","","","","1","1","1"
"27415360","","","","0","0","0","","",""
"27416896","0","0","0","","","","","",""
"27417056","","","","","","","1","1","1"
"27429088","0","0","0","","","","1","1","1"
"27429408","","","","0","0","0","","",""
"27442656","0","0","0","","","","","",""
"27442944","","","","","","","1","1","1"
"27443072","","","","0","0","0","","",""
"27455872","","","","0","0","0","","",""
"27455936","","","","","","","1","1","1"
"27455968","0","0","0","","","","","",""
"27467072","","","","","","","1","1","1"
"27468704","0","0","0","0","0","0","","",""
"27480128","","","","","","","1","1","1"
"27480736","","","","0","0","0","","",""
"27481248","0","0","0","","","","","",""
"27493920","0","0","0","","","","","",""
"27493984","","","","","","","1","1","1"
"27494080","","","","0.005859375","0.005859375","0.005859375","","",""
"27502912","","","","","","","1","1","1"
"27506688","","","","0","0","0","","",""
"27507072","0","0","0","","","","","",""
"27519328","","","","0","0","0","","",""
"27519488","","","","","","","1","1","1"
"27519808","0","0","0","","","","","",""
"27531776","","","","0","0","0","","",""
"27532416","0","0","0","","","","","",""
"27532736","","","","","","","1","1","1"
"27544640","","","","0","0","0","","",""
"27545024","","","","","","","1","1","1"
"27545408","0","0","0","","","","","",""
"27556608","","","","0","0","0","","",""
"27556832","0","0","0","","","","","",""
"27558304","","","","","","","1","1","1"
"27570112","","","","","","","1","1","1"
"27570784","","","","0","0","0","","",""
"27570880","0","0","0","","","","","",""
"27583648","","","","","","","1","1","1"
"27583776","0","0","0","0","0","0","","",""
"27595936","","","","0","0","0","","",""
"27596352","","","","","","","1","1","1"
"27596768","0","0","0","","","","","",""
