"Step","MDM_Gravitar_25_3 - hierarchy_use/hierarchy_selected_5","MDM_Gravitar_25_3 - hierarchy_use/hierarchy_selected_5__MIN","MDM_Gravitar_25_3 - hierarchy_use/hierarchy_selected_5__MAX","MDM_Gravitar_25_2 - hierarchy_use/hierarchy_selected_5","MDM_Gravitar_25_2 - hierarchy_use/hierarchy_selected_5__MIN","MDM_Gravitar_25_2 - hierarchy_use/hierarchy_selected_5__MAX","MDM_Gravitar_25_1 - hierarchy_use/hierarchy_selected_5","MDM_Gravitar_25_1 - hierarchy_use/hierarchy_selected_5__MIN","MDM_Gravitar_25_1 - hierarchy_use/hierarchy_selected_5__MAX"
"31244384","","","","0.943359375","0.943359375","0.943359375","","",""
"31244640","","","","","","","0","0","0"
"31256416","1","1","1","","","","","",""
"31256512","","","","","","","0.005859375","0.005859375","0.005859375"
"31257440","","","","0.935546875","0.935546875","0.935546875","","",""
"31268256","","","","0.92578125","0.92578125","0.92578125","","",""
"31269536","","","","","","","0","0","0"
"31270304","1","1","1","","","","","",""
"31281088","1","1","1","","","","","",""
"31283040","","","","","","","0","0","0"
"31283168","","","","0.904296875","0.904296875","0.904296875","","",""
"31295520","1","1","1","","","","","",""
"31295744","","","","0.900390625","0.900390625","0.900390625","","",""
"31295936","","","","","","","0","0","0"
"31308160","","","","","","","0","0","0"
"31308672","","","","0.90625","0.90625","0.90625","","",""
"31308768","1","1","1","","","","","",""
"31319936","1","1","1","","","","","",""
"31320000","","","","0.890625","0.890625","0.890625","","",""
"31321088","","","","","","","0.00390625","0.00390625","0.00390625"
"31333216","","","","","","","0.001953125","0.001953125","0.001953125"
"31333344","","","","0.8515625","0.8515625","0.8515625","","",""
"31333600","1","1","1","","","","","",""
"31346144","1","1","1","","","","","",""
"31346848","","","","","","","0","0","0"
"31346976","","","","0.87109375","0.87109375","0.87109375","","",""
"31359360","","","","","","","0","0","0"
"31359840","0.994140625","0.994140625","0.994140625","","","","","",""
"31359968","","","","0.81640625","0.81640625","0.81640625","","",""
"31371680","","","","","","","0","0","0"
"31372096","","","","0.84375","0.84375","0.84375","","",""
"31372704","1","1","1","","","","","",""
"31384384","1","1","1","","","","","",""
"31385088","","","","0.837890625","0.837890625","0.837890625","","",""
"31385376","","","","","","","0.005859375","0.005859375","0.005859375"
"31397952","0.990234375","0.990234375","0.990234375","","","","","",""
"31398048","","","","0.849609375","0.849609375","0.849609375","","",""
"31398080","","","","","","","0","0","0"
"31409696","","","","0.80859375","0.80859375","0.80859375","","",""
"31410656","","","","","","","0","0","0"
"31410880","0.998046875","0.998046875","0.998046875","","","","","",""
"31422368","","","","0.783203125","0.783203125","0.783203125","","",""
"31423616","1","1","1","","","","","",""
"31423968","","","","","","","0","0","0"
"31434848","","","","0.806640625","0.806640625","0.806640625","","",""
"31436096","","","","","","","0.009765625","0.009765625","0.009765625"
"31436416","0.990234375","0.990234375","0.990234375","","","","","",""
"31448128","","","","","","","0.0078125","0.0078125","0.0078125"
"31448800","0.998046875","0.998046875","0.998046875","","","","","",""
"31449440","","","","0.82421875","0.82421875","0.82421875","","",""
"31461408","1","1","1","","","","","",""
"31461888","","","","","","","0","0","0"
"31462144","","","","0.845703125","0.845703125","0.845703125","","",""
"31473024","","","","","","","0","0","0"
"31475104","","","","0.865234375","0.865234375","0.865234375","","",""
"31475136","1","1","1","","","","","",""
"31487296","","","","","","","0","0","0"
"31487520","0.994140625","0.994140625","0.994140625","","","","","",""
"31487808","","","","0.8671875","0.8671875","0.8671875","","",""
"31500384","","","","0.802734375","0.802734375","0.802734375","","",""
"31500512","","","","","","","0","0","0"
"31500768","1","1","1","","","","","",""
"31511744","1","1","1","","","","","",""
"31513536","","","","","","","0.01171875","0.01171875","0.01171875"
"31513568","","","","0.7890625","0.7890625","0.7890625","","",""
"31525504","1","1","1","","","","","",""
"31525984","","","","0.734375","0.734375","0.734375","","",""
"31526368","","","","","","","0","0","0"
"31539040","","","","0.72265625","0.72265625","0.72265625","","",""
"31539104","","","","","","","0.005859375","0.005859375","0.005859375"
"31539136","1","1","1","","","","","",""
"31551360","","","","","","","0.005859375","0.005859375","0.005859375"
"31551424","","","","0.708984375","0.708984375","0.708984375","","",""
"31551744","1","1","1","","","","","",""
"31564096","","","","0.712890625","0.712890625","0.712890625","","",""
"31564192","1","1","1","","","","","",""
"31564768","","","","","","","0","0","0"
"31576992","","","","0.69921875","0.69921875","0.69921875","","",""
"31577376","1","1","1","","","","","",""
"31577408","","","","","","","0.005859375","0.005859375","0.005859375"
"31588416","","","","","","","0","0","0"
"31589024","","","","0.693359375","0.693359375","0.693359375","","",""
"31589408","1","1","1","","","","","",""
"31602304","","","","0.716796875","0.716796875","0.716796875","","",""
"31602784","","","","","","","0","0","0"
"31603008","0.98828125","0.98828125","0.98828125","","","","","",""
"31615168","0.998046875","0.998046875","0.998046875","","","","","",""
"31615296","","","","0.705078125","0.705078125","0.705078125","","",""
"31615680","","","","","","","0","0","0"
"31627328","","","","0.650390625","0.650390625","0.650390625","","",""
"31627552","","","","","","","0.005859375","0.005859375","0.005859375"
"31628320","0.99609375","0.99609375","0.99609375","","","","","",""
"31640672","","","","0.6015625","0.6015625","0.6015625","","",""
"31641280","","","","","","","0","0","0"
"31641568","1","1","1","","","","","",""
"31653632","0.994140625","0.994140625","0.994140625","","","","","",""
"31654112","","","","","","","0","0","0"
"31654240","","","","0.55078125","0.55078125","0.55078125","","",""
"31665792","","","","0.48046875","0.48046875","0.48046875","","",""
"31666432","","","","","","","0","0","0"
"31667168","0.99609375","0.99609375","0.99609375","","","","","",""
"31678080","","","","0.48046875","0.48046875","0.48046875","","",""
"31679712","0.998046875","0.998046875","0.998046875","","","","","",""
"31679840","","","","","","","0","0","0"
"31691872","","","","","","","0","0","0"
"31692096","","","","0.474609375","0.474609375","0.474609375","","",""
"31692512","1","1","1","","","","","",""
"31705152","","","","0.435546875","0.435546875","0.435546875","","",""
"31705376","","","","","","","0","0","0"
"31705536","1","1","1","","","","","",""
"31716576","1","1","1","","","","","",""
"31717120","","","","","","","0","0","0"
"31717696","","","","0.419921875","0.419921875","0.419921875","","",""
"31729664","","","","","","","0","0","0"
"31730848","1","1","1","","","","","",""
"31730944","","","","0.3984375","0.3984375","0.3984375","","",""
"31743136","","","","0.400390625","0.400390625","0.400390625","","",""
"31743296","","","","","","","0.005859375","0.005859375","0.005859375"
"31743776","1","1","1","","","","","",""
"31755776","","","","","","","0","0","0"
"31756256","1","1","1","","","","","",""
"31756608","","","","0.419921875","0.419921875","0.419921875","","",""
"31768064","","","","","","","0.005859375","0.005859375","0.005859375"
"31768160","","","","0.369140625","0.369140625","0.369140625","","",""
"31769312","0.994140625","0.994140625","0.994140625","","","","","",""
"31781472","","","","","","","0","0","0"
"31781632","0.994140625","0.994140625","0.994140625","0.376953125","0.376953125","0.376953125","","",""
"31792704","","","","","","","0","0","0"
"31794528","","","","0.373046875","0.373046875","0.373046875","","",""
"31795104","0.98828125","0.98828125","0.98828125","","","","","",""
"31807424","","","","","","","0","0","0"
"31807584","","","","0.341796875","0.341796875","0.341796875","","",""
"31807808","1","1","1","","","","","",""
"31820224","","","","","","","0","0","0"
"31820512","0.994140625","0.994140625","0.994140625","","","","","",""
"31820608","","","","0.333984375","0.333984375","0.333984375","","",""
"31832288","1","1","1","","","","","",""
"31833536","","","","","","","0","0","0"
"31833568","","","","0.291015625","0.291015625","0.291015625","","",""
"31845056","","","","0.275390625","0.275390625","0.275390625","","",""
"31845696","0.98828125","0.98828125","0.98828125","","","","","",""
"31846368","","","","","","","0","0","0"
"31856832","","","","","","","0","0","0"
"31858624","1","1","1","","","","","",""
"31858752","","","","0.263671875","0.263671875","0.263671875","","",""
"31870944","","","","0.2578125","0.2578125","0.2578125","","",""
"31871712","1","1","1","","","","","",""
"31871776","","","","","","","0","0","0"
"31883424","","","","","","","0.001953125","0.001953125","0.001953125"
"31883904","1","1","1","","","","","",""
"31884448","","","","0.240234375","0.240234375","0.240234375","","",""
"31895968","","","","","","","0.00390625","0.00390625","0.00390625"
"31896736","","","","0.18359375","0.18359375","0.18359375","","",""
"31897472","0.994140625","0.994140625","0.994140625","","","","","",""
"31907168","","","","0.1796875","0.1796875","0.1796875","","",""
"31909888","","","","","","","0.005859375","0.005859375","0.005859375"
"31909984","1","1","1","","","","","",""
"31922624","1","1","1","","","","","",""
"31923008","","","","","","","0","0","0"
"31923072","","","","0.228515625","0.228515625","0.228515625","","",""
"31935680","","","","0.205078125","0.205078125","0.205078125","","",""
"31935808","1","1","1","","","","","",""
"31935840","","","","","","","0","0","0"
"31946848","","","","0.22265625","0.22265625","0.22265625","","",""
"31947072","","","","","","","0","0","0"
"31948224","1","1","1","","","","","",""
"31959808","1","1","1","","","","","",""
"31961056","","","","0.216796875","0.216796875","0.216796875","","",""
"31961504","","","","","","","0","0","0"
"31972992","","","","0.18359375","0.18359375","0.18359375","","",""
"31974080","","","","","","","0.005859375","0.005859375","0.005859375"
"31974240","1","1","1","","","","","",""
"31986912","1","1","1","","","","","",""
"31986944","","","","","","","0","0","0"
"31987136","","","","0.173828125","0.173828125","0.173828125","","",""
"31999008","0.98828125","0.98828125","0.98828125","","","","","",""
"31999552","","","","","","","0","0","0"
"31999904","","","","0.173828125","0.173828125","0.173828125","","",""
"32011168","0.990234375","0.990234375","0.990234375","","","","","",""
"32011936","","","","0.15625","0.15625","0.15625","","",""
"32012096","","","","","","","0","0","0"
"32023968","","","","","","","0","0","0"
"32024288","","","","0.15625","0.15625","0.15625","","",""
"32024704","0.998046875","0.998046875","0.998046875","","","","","",""
"32036544","","","","","","","0.01171875","0.01171875","0.01171875"
"32036800","0.994140625","0.994140625","0.994140625","","","","","",""
"32037856","","","","0.15625","0.15625","0.15625","","",""
"32050400","0.994140625","0.994140625","0.994140625","","","","","",""
"32050720","","","","","","","0","0","0"
"32050944","","","","0.15625","0.15625","0.15625","","",""
"32063456","1","1","1","","","","","",""
"32063520","","","","","","","0.005859375","0.005859375","0.005859375"
"32063648","","","","0.15625","0.15625","0.15625","","",""
"32076512","","","","","","","0","0","0"
"32076576","1","1","1","","","","","",""
"32076608","","","","0.158203125","0.158203125","0.158203125","","",""
"32088320","0.98828125","0.98828125","0.98828125","","","","","",""
"32088352","","","","","","","0","0","0"
"32089344","","","","0.1328125","0.1328125","0.1328125","","",""
"32100800","1","1","1","","","","","",""
"32102304","","","","","","","0.005859375","0.005859375","0.005859375"
"32102368","","","","0.142578125","0.142578125","0.142578125","","",""
"32114176","","","","","","","0","0","0"
"32114912","","","","0.11328125","0.11328125","0.11328125","","",""
"32114944","1","1","1","","","","","",""
"32126880","","","","","","","0.00390625","0.00390625","0.00390625"
"32127168","0.994140625","0.994140625","0.994140625","","","","","",""
"32127808","","","","0.115234375","0.115234375","0.115234375","","",""
"32138560","","","","","","","0.001953125","0.001953125","0.001953125"
"32140096","","","","0.09375","0.09375","0.09375","","",""
"32140416","1","1","1","","","","","",""
"32152576","0.994140625","0.994140625","0.994140625","","","","","",""
"32153280","","","","0.11328125","0.11328125","0.11328125","","",""
"32153472","","","","","","","0","0","0"
"32165696","0.994140625","0.994140625","0.994140625","","","","","",""
"32165856","","","","0.103515625","0.103515625","0.103515625","","",""
"32166048","","","","","","","0.005859375","0.005859375","0.005859375"
"32178528","","","","","","","0.005859375","0.005859375","0.005859375"
"32178560","","","","0.111328125","0.111328125","0.111328125","","",""
"32178784","0.994140625","0.994140625","0.994140625","","","","","",""
"32191392","","","","0.142578125","0.142578125","0.142578125","","",""
"32191680","","","","","","","0","0","0"
"32191872","1","1","1","","","","","",""
"32204608","","","","","","","0","0","0"
"32204704","","","","0.125","0.125","0.125","","",""
"32204736","1","1","1","","","","","",""
"32216672","","","","","","","0","0","0"
"32217184","0.994140625","0.994140625","0.994140625","","","","","",""
"32217280","","","","0.11328125","0.11328125","0.11328125","","",""
"32229248","","","","0.162109375","0.162109375","0.162109375","","",""
"32229600","","","","","","","0","0","0"
"32229952","1","1","1","","","","","",""
"32241536","","","","0.1484375","0.1484375","0.1484375","","",""
"32242528","1","1","1","","","","","",""
"32243136","","","","","","","0","0","0"
"32254976","","","","0.10546875","0.10546875","0.10546875","","",""
"32255648","","","","","","","0","0","0"
"32255872","0.994140625","0.994140625","0.994140625","","","","","",""
"32268256","","","","0.16015625","0.16015625","0.16015625","","",""
"32268448","0.998046875","0.998046875","0.998046875","","","","","",""
"32268768","","","","","","","0.001953125","0.001953125","0.001953125"
"32279872","","","","0.16796875","0.16796875","0.16796875","","",""
"32281280","","","","","","","0.00390625","0.00390625","0.00390625"
"32281472","0.99609375","0.99609375","0.99609375","","","","","",""
"32293856","","","","","","","0","0","0"
"32293952","1","1","1","","","","","",""
"32294304","","","","0.1875","0.1875","0.1875","","",""
"32306624","","","","","","","0","0","0"
"32306880","1","1","1","","","","","",""
"32307168","","","","0.193359375","0.193359375","0.193359375","","",""
"32319264","","","","0.197265625","0.197265625","0.197265625","","",""
"32319744","0.990234375","0.990234375","0.990234375","","","","0","0","0"
"32332608","0.998046875","0.998046875","0.998046875","","","","","",""
"32332640","","","","","","","0","0","0"
"32332736","","","","0.21875","0.21875","0.21875","","",""
"32344480","0.994140625","0.994140625","0.994140625","","","","","",""
"32345216","","","","","","","0","0","0"
"32345376","","","","0.20703125","0.20703125","0.20703125","","",""
"32357280","","","","","","","0.005859375","0.005859375","0.005859375"
"32357664","","","","0.2109375","0.2109375","0.2109375","","",""
"32358240","1","1","1","","","","","",""
"32370496","1","1","1","","","","","",""
"32370656","","","","","","","0","0","0"
"32370976","","","","0.255859375","0.255859375","0.255859375","","",""
"32383616","1","1","1","","","","","",""
"32383808","","","","0.30078125","0.30078125","0.30078125","","",""
"32383904","","","","","","","0","0","0"
"32396352","1","1","1","","","","","",""
"32396576","","","","0.26953125","0.26953125","0.26953125","","",""
"32396768","","","","","","","0","0","0"
"32408832","1","1","1","","","","","",""
"32409120","","","","","","","0","0","0"
"32409248","","","","0.26171875","0.26171875","0.26171875","","",""
"32421792","","","","","","","0.005859375","0.005859375","0.005859375"
"32422272","0.994140625","0.994140625","0.994140625","","","","","",""
"32422368","","","","0.263671875","0.263671875","0.263671875","","",""
"32434432","","","","","","","0","0","0"
"32434688","1","1","1","","","","","",""
"32434880","","","","0.267578125","0.267578125","0.267578125","","",""
"32447072","","","","","","","0.005859375","0.005859375","0.005859375"
"32447872","1","1","1","","","","","",""
"32447968","","","","0.27734375","0.27734375","0.27734375","","",""
"32459712","","","","","","","0","0","0"
"32460064","1","1","1","","","","","",""
"32460096","","","","0.310546875","0.310546875","0.310546875","","",""
"32472544","","","","0.318359375","0.318359375","0.318359375","","",""
"32472704","1","1","1","","","","","",""
"32473088","","","","","","","0","0","0"
"32485472","","","","","","","0","0","0"
"32485504","","","","0.326171875","0.326171875","0.326171875","","",""
"32486048","0.994140625","0.994140625","0.994140625","","","","","",""
"32498752","1","1","1","","","","","",""
"32498848","","","","0.3359375","0.3359375","0.3359375","","",""
"32499008","","","","","","","0","0","0"
"32511680","","","","","","","0","0","0"
"32511712","","","","0.34375","0.34375","0.34375","","",""
"32511968","1","1","1","","","","","",""
"32522848","","","","0.328125","0.328125","0.328125","","",""
"32524256","","","","","","","0","0","0"
"32524480","1","1","1","","","","","",""
"32537440","","","","","","","0","0","0"
"32537472","","","","0.33203125","0.33203125","0.33203125","","",""
"32537568","0.98828125","0.98828125","0.98828125","","","","","",""
"32549792","1","1","1","","","","","",""
"32550176","","","","","","","0.00390625","0.00390625","0.00390625"
"32550208","","","","0.3671875","0.3671875","0.3671875","","",""
"32562912","","","","0.3671875","0.3671875","0.3671875","","",""
"32563008","","","","","","","0.001953125","0.001953125","0.001953125"
"32563040","1","1","1","","","","","",""
"32575616","1","1","1","","","","","",""
"32575648","","","","","","","0","0","0"
"32575744","","","","0.361328125","0.361328125","0.361328125","","",""
"32585280","0.994140625","0.994140625","0.994140625","","","","","",""
"32587040","","","","","","","0","0","0"
"32587616","","","","0.337890625","0.337890625","0.337890625","","",""
"32599648","","","","0.337890625","0.337890625","0.337890625","","",""
"32601344","","","","","","","0.005859375","0.005859375","0.005859375"
"32601536","0.994140625","0.994140625","0.994140625","","","","","",""
"32613312","","","","0.3125","0.3125","0.3125","","",""
"32613728","","","","","","","0","0","0"
"32614240","0.994140625","0.994140625","0.994140625","","","","","",""
"32625824","","","","0.30859375","0.30859375","0.30859375","","",""
"32626720","","","","","","","0","0","0"
"32626848","1","1","1","","","","","",""
"32639136","","","","0.3046875","0.3046875","0.3046875","","",""
"32639232","","","","","","","0","0","0"
"32639616","1","1","1","","","","","",""
"32651968","","","","0.291015625","0.291015625","0.291015625","","",""
"32652224","","","","","","","0","0","0"
"32652608","1","1","1","","","","","",""
"32663936","0.994140625","0.994140625","0.994140625","","","","","",""
"32665280","","","","0.240234375","0.240234375","0.240234375","","",""
"32665536","","","","","","","0","0","0"
"32677472","","","","0.201171875","0.201171875","0.201171875","","",""
"32677632","1","1","1","","","","","",""
"32678368","","","","","","","0","0","0"
"32690624","1","1","1","","","","","",""
"32690944","","","","","","","0","0","0"
"32691040","","","","0.20703125","0.20703125","0.20703125","","",""
"32703328","","","","","","","0","0","0"
"32703648","","","","0.171875","0.171875","0.171875","","",""
"32703744","1","1","1","","","","","",""
"32716192","","","","0.125","0.125","0.125","","",""
"32716320","","","","","","","0","0","0"
"32716608","1","1","1","","","","","",""
"32728320","","","","0.09375","0.09375","0.09375","","",""
"32729440","1","1","1","","","","","",""
"32729536","","","","","","","0","0","0"
"32741216","","","","0.09375","0.09375","0.09375","","",""
"32741792","","","","","","","0","0","0"
"32742176","0.994140625","0.994140625","0.994140625","","","","","",""
"32754560","","","","","","","0","0","0"
"32754592","1","1","1","","","","","",""
"32754720","","","","0.111328125","0.111328125","0.111328125","","",""
"32767296","1","1","1","","","","","",""
"32767776","","","","","","","0","0","0"
"32767936","","","","0.0859375","0.0859375","0.0859375","","",""
"32779584","","","","","","","0","0","0"
"32780480","","","","0.080078125","0.080078125","0.080078125","","",""
"32780768","1","1","1","","","","","",""
"32792448","","","","0.07421875","0.07421875","0.07421875","","",""
"32792832","1","1","1","","","","","",""
"32793024","","","","","","","0","0","0"
"32805600","1","1","1","","","","","",""
"32805952","","","","","","","0","0","0"
"32805984","","","","0.10546875","0.10546875","0.10546875","","",""
"32816768","","","","0.06640625","0.06640625","0.06640625","","",""
"32817824","1","1","1","","","","","",""
"32818656","","","","","","","0","0","0"
"32830784","","","","0.0625","0.0625","0.0625","","",""
"32830912","1","1","1","","","","","",""
"32830976","","","","","","","0","0","0"
"32843936","","","","","","","0.005859375","0.005859375","0.005859375"
"32844000","1","1","1","","","","","",""
"32844576","","","","0.056640625","0.056640625","0.056640625","","",""
"32856672","","","","0.099609375","0.099609375","0.099609375","","",""
"32856928","","","","","","","0","0","0"
"32857184","1","1","1","","","","","",""
"32869920","1","1","1","","","","","",""
"32870272","","","","0.119140625","0.119140625","0.119140625","","",""
"32870368","","","","","","","0","0","0"
"32882080","","","","0.10546875","0.10546875","0.10546875","","",""
"32882400","","","","","","","0","0","0"
"32882624","0.998046875","0.998046875","0.998046875","","","","","",""
"32894848","","","","0.109375","0.109375","0.109375","","",""
"32895072","0.99609375","0.99609375","0.99609375","","","","","",""
"32895264","","","","","","","0","0","0"
"32908352","","","","","","","0","0","0"
"32908512","1","1","1","","","","","",""
"32908704","","","","0.125","0.125","0.125","","",""
"32920352","0.994140625","0.994140625","0.994140625","","","","","",""
"32921024","","","","","","","0","0","0"
"32921344","","","","0.09765625","0.09765625","0.09765625","","",""
"32934016","1","1","1","","","","","",""
"32934112","","","","0.0625","0.0625","0.0625","","",""
"32934368","","","","","","","0.005859375","0.005859375","0.005859375"
"32945504","1","1","1","","","","","",""
"32946688","","","","0.0625","0.0625","0.0625","","",""
"32946912","","","","","","","0","0","0"
"32958304","","","","0.0625","0.0625","0.0625","","",""
"32959168","0.998046875","0.998046875","0.998046875","","","","","",""
"32959392","","","","","","","0","0","0"
"32971872","0.984375","0.984375","0.984375","","","","","",""
"32972416","","","","0.0625","0.0625","0.0625","","",""
"32972480","","","","","","","0","0","0"
"32984384","0.98828125","0.98828125","0.98828125","","","","","",""
"32985344","","","","0.0859375","0.0859375","0.0859375","","",""
"32985408","","","","","","","0","0","0"
"32996768","","","","0.0625","0.0625","0.0625","","",""
"32997568","","","","","","","0","0","0"
"32998080","1","1","1","","","","","",""
"33010496","","","","0.056640625","0.056640625","0.056640625","0","0","0"
"33010688","1","1","1","","","","","",""
"33021984","1","1","1","","","","","",""
"33022496","","","","0.044921875","0.044921875","0.044921875","","",""
"33023712","","","","","","","0","0","0"
"33036096","0.98828125","0.98828125","0.98828125","","","","","",""
"33036640","","","","","","","0","0","0"
"33036736","","","","0.037109375","0.037109375","0.037109375","","",""
"33048576","","","","","","","0","0","0"
"33048992","","","","0.025390625","0.025390625","0.025390625","","",""
"33049408","1","1","1","","","","","",""
"33059776","","","","0.025390625","0.025390625","0.025390625","","",""
"33062176","1","1","1","","","","","",""
"33062240","","","","","","","0","0","0"
"33074880","1","1","1","","","","","",""
"33075008","","","","0.005859375","0.005859375","0.005859375","0","0","0"
"33086720","","","","0","0","0","","",""
"33087840","","","","","","","0","0","0"
"33087872","1","1","1","","","","","",""
"33100352","","","","0.005859375","0.005859375","0.005859375","","",""
"33100416","","","","","","","0","0","0"
"33100544","1","1","1","","","","","",""
"33112512","","","","","","","0","0","0"
"33112928","","","","0","0","0","","",""
"33113504","1","1","1","","","","","",""
"33125472","","","","","","","0","0","0"
"33125824","1","1","1","","","","","",""
"33125888","","","","0.015625","0.015625","0.015625","","",""
"33138400","","","","0.001953125","0.001953125","0.001953125","","",""
"33139008","","","","","","","0","0","0"
"33139168","1","1","1","","","","","",""
"33151072","","","","0.0234375","0.0234375","0.0234375","","",""
"33151552","0.994140625","0.994140625","0.994140625","","","","0","0","0"
"33162368","","","","","","","0","0","0"
"33163776","1","1","1","","","","","",""
"33163904","","","","0.021484375","0.021484375","0.021484375","","",""
"33177280","","","","","","","0","0","0"
"33177440","0.994140625","0.994140625","0.994140625","","","","","",""
"33177472","","","","0.03125","0.03125","0.03125","","",""
"33189344","","","","0.05078125","0.05078125","0.05078125","","",""
"33189792","","","","","","","0","0","0"
"33189984","0.998046875","0.998046875","0.998046875","","","","","",""
"33201664","0.99609375","0.99609375","0.99609375","","","","","",""
"33202880","","","","0.0625","0.0625","0.0625","","",""
"33203104","","","","","","","0","0","0"
"33215456","1","1","1","","","","","",""
"33215872","","","","0.044921875","0.044921875","0.044921875","","",""
"33215904","","","","","","","0","0","0"
"33227392","","","","0.037109375","0.037109375","0.037109375","","",""
"33227936","","","","","","","0","0","0"
"33228704","1","1","1","","","","","",""
"33239968","","","","0.03125","0.03125","0.03125","","",""
"33240608","1","1","1","","","","","",""
"33241568","","","","","","","0","0","0"
"33253696","","","","0.037109375","0.037109375","0.037109375","","",""
"33254144","","","","","","","0","0","0"
"33254336","1","1","1","","","","","",""
"33265472","1","1","1","","","","","",""
"33265792","","","","0.048828125","0.048828125","0.048828125","","",""
"33266912","","","","","","","0","0","0"
"33279392","","","","0.03125","0.03125","0.03125","","",""
"33279712","0.98828125","0.98828125","0.98828125","","","","","",""
"33279904","","","","","","","0","0","0"
"33291840","","","","","","","0","0","0"
"33292416","0.994140625","0.994140625","0.994140625","","","","","",""
"33292704","","","","0.037109375","0.037109375","0.037109375","","",""
"33304160","1","1","1","","","","","",""
"33304608","","","","0.05078125","0.05078125","0.05078125","","",""
"33305088","","","","","","","0","0","0"
"33316160","","","","","","","0","0","0"
"33317856","1","1","1","","","","","",""
"33317920","","","","0.068359375","0.068359375","0.068359375","","",""
"33329632","","","","0.103515625","0.103515625","0.103515625","","",""
"33330720","","","","","","","0","0","0"
"33330944","1","1","1","","","","","",""
"33343392","1","1","1","","","","","",""
"33343552","","","","","","","0","0","0"
"33343936","","","","0.13671875","0.13671875","0.13671875","","",""
"33356256","","","","","","","0","0","0"
"33356320","","","","0.125","0.125","0.125","","",""
"33356480","1","1","1","","","","","",""
"33368576","0.994140625","0.994140625","0.994140625","","","","","",""
"33369216","","","","","","","0.005859375","0.005859375","0.005859375"
"33369504","","","","0.16015625","0.16015625","0.16015625","","",""
"33381856","1","1","1","","","","","",""
"33382176","","","","0.205078125","0.205078125","0.205078125","","",""
"33382208","","","","","","","0","0","0"
"33392160","","","","","","","0","0","0"
"33393600","","","","0.181640625","0.181640625","0.181640625","","",""
"33394432","1","1","1","","","","","",""
"33407808","1","1","1","","","","","",""
"33407840","","","","","","","0","0","0"
"33407904","","","","0.1875","0.1875","0.1875","","",""
"33420608","","","","0.166015625","0.166015625","0.166015625","0","0","0"
"33420640","1","1","1","","","","","",""
"33432864","1","1","1","","","","","",""
"33433312","","","","","","","0","0","0"
"33433344","","","","0.1796875","0.1796875","0.1796875","","",""
"33445760","","","","0.1875","0.1875","0.1875","","",""
"33446112","","","","","","","0","0","0"
"33446240","1","1","1","","","","","",""
"33458528","1","1","1","","","","","",""
"33458752","","","","","","","0","0","0"
"33459104","","","","0.1953125","0.1953125","0.1953125","","",""
"33471296","","","","0.212890625","0.212890625","0.212890625","","",""
"33471584","","","","","","","0","0","0"
"33471904","1","1","1","","","","","",""
"33484288","1","1","1","","","","","",""
"33484416","","","","0.201171875","0.201171875","0.201171875","","",""
"33484736","","","","","","","0","0","0"
"33496096","","","","","","","0","0","0"
"33496704","1","1","1","","","","","",""
"33497472","","","","0.24609375","0.24609375","0.24609375","","",""
"33509344","","","","","","","0","0","0"
"33509920","0.994140625","0.994140625","0.994140625","0.29296875","0.29296875","0.29296875","","",""
"33522592","","","","0.29296875","0.29296875","0.29296875","","",""
"33522848","1","1","1","","","","","",""
"33523072","","","","","","","0","0","0"
"33535104","","","","0.322265625","0.322265625","0.322265625","","",""
"33535488","1","1","1","","","","","",""
"33535840","","","","","","","0","0","0"
"33546784","","","","","","","0","0","0"
"33548640","1","1","1","","","","","",""
"33548768","","","","0.318359375","0.318359375","0.318359375","","",""
"33560576","","","","","","","0","0","0"
"33560928","1","1","1","","","","","",""
"33560992","","","","0.373046875","0.373046875","0.373046875","","",""
"33572864","1","1","1","","","","","",""
"33573536","","","","","","","0","0","0"
"33574368","","","","0.400390625","0.400390625","0.400390625","","",""
"33585952","","","","","","","0","0","0"
"33586624","","","","0.33203125","0.33203125","0.33203125","","",""
"33587008","1","1","1","","","","","",""
"33597984","0.994140625","0.994140625","0.994140625","","","","","",""
"33599232","","","","0.345703125","0.345703125","0.345703125","","",""
"33599648","","","","","","","0","0","0"
"33610912","","","","","","","0","0","0"
"33612544","","","","0.361328125","0.361328125","0.361328125","","",""
"33612672","1","1","1","","","","","",""
"33625248","","","","0.349609375","0.349609375","0.349609375","","",""
"33625280","1","1","1","","","","0","0","0"
"33637056","1","1","1","","","","","",""
"33637792","","","","0.3203125","0.3203125","0.3203125","","",""
"33638304","","","","","","","0","0","0"
"33649536","","","","0.330078125","0.330078125","0.330078125","","",""
"33650656","0.998046875","0.998046875","0.998046875","","","","","",""
"33650848","","","","","","","0","0","0"
"33662368","","","","0.314453125","0.314453125","0.314453125","","",""
"33663168","0.99609375","0.99609375","0.99609375","","","","","",""
"33663808","","","","","","","0","0","0"
"33675072","","","","","","","0","0","0"
"33676000","","","","0.287109375","0.287109375","0.287109375","","",""
"33676768","1","1","1","","","","","",""
"33688896","0.982421875","0.982421875","0.982421875","","","","","",""
"33689120","","","","","","","0","0","0"
"33689536","","","","0.310546875","0.310546875","0.310546875","","",""
"33701600","0.994140625","0.994140625","0.994140625","","","","","",""
"33701632","","","","0.330078125","0.330078125","0.330078125","","",""
"33701696","","","","","","","0","0","0"
"33713600","","","","0.337890625","0.337890625","0.337890625","","",""
