"Step","MDM_Gravitar_25_3 - hierarchy_use/hierarchy_selected_5","MDM_Gravitar_25_3 - hierarchy_use/hierarchy_selected_5__MIN","MDM_Gravitar_25_3 - hierarchy_use/hierarchy_selected_5__MAX","MDM_Gravitar_25_2 - hierarchy_use/hierarchy_selected_5","MDM_Gravitar_25_2 - hierarchy_use/hierarchy_selected_5__MIN","MDM_Gravitar_25_2 - hierarchy_use/hierarchy_selected_5__MAX","MDM_Gravitar_25_1 - hierarchy_use/hierarchy_selected_5","MDM_Gravitar_25_1 - hierarchy_use/hierarchy_selected_5__MIN","MDM_Gravitar_25_1 - hierarchy_use/hierarchy_selected_5__MAX"
"421984","","","","0.080078125","0.080078125","0.080078125","","",""
"422048","","","","","","","0","0","0"
"434560","","","","0.068359375","0.068359375","0.068359375","","",""
"434688","","","","","","","0","0","0"
"434912","1","1","1","","","","","",""
"444864","","","","","","","0.125","0.125","0.125"
"447776","0.8125","0.8125","0.8125","0.06640625","0.06640625","0.06640625","","",""
"459584","1","1","1","","","","","",""
"460544","","","","","","","0.0625","0.0625","0.0625"
"460768","","","","0.09375","0.09375","0.09375","","",""
"473280","","","","0.2578125","0.2578125","0.2578125","","",""
"473472","","","","","","","0","0","0"
"473504","0.625","0.625","0.625","","","","","",""
"486240","","","","","","","0","0","0"
"486272","","","","0.103515625","0.103515625","0.103515625","","",""
"486368","1","1","1","","","","","",""
"497856","1","1","1","","","","","",""
"497920","","","","","","","0","0","0"
"498912","","","","0.1015625","0.1015625","0.1015625","","",""
"511776","","","","","","","0.1875","0.1875","0.1875"
"511840","","","","0.087890625","0.087890625","0.087890625","","",""
"511872","1","1","1","","","","","",""
"524320","","","","0.166015625","0.166015625","0.166015625","","",""
"524448","","","","","","","0","0","0"
"524640","0.875","0.875","0.875","","","","","",""
"537088","","","","","","","0","0","0"
"537120","","","","0.091796875","0.091796875","0.091796875","","",""
"537504","0.9375","0.9375","0.9375","","","","","",""
"549408","","","","0.03125","0.03125","0.03125","","",""
"549440","","","","","","","0","0","0"
"550304","1","1","1","","","","","",""
"562656","","","","0.02734375","0.02734375","0.02734375","","",""
"562720","0.994140625","0.994140625","0.994140625","","","","","",""
"563008","","","","","","","0.3125","0.3125","0.3125"
"575680","","","","","","","0.0625","0.0625","0.0625"
"575904","0.970703125","0.970703125","0.970703125","","","","","",""
"575968","","","","0","0","0","","",""
"587776","1","1","1","","","","","",""
"588256","","","","0.025390625","0.025390625","0.025390625","","",""
"588416","","","","","","","0","0","0"
"600320","1","1","1","","","","","",""
"601376","","","","","","","0","0","0"
"601408","","","","0.01953125","0.01953125","0.01953125","","",""
"613792","","","","0.01953125","0.01953125","0.01953125","","",""
"613888","","","","","","","0","0","0"
"614208","1","1","1","","","","","",""
"626112","0.8125","0.8125","0.8125","","","","","",""
"626272","","","","","","","0.1875","0.1875","0.1875"
"626592","","","","0.1875","0.1875","0.1875","","",""
"637088","1","1","1","","","","","",""
"639136","","","","","","","0.1875","0.1875","0.1875"
"639712","","","","0.017578125","0.017578125","0.017578125","","",""
"652192","","","","","","","0","0","0"
"652672","","","","0.0234375","0.0234375","0.0234375","","",""
"652768","1","1","1","","","","","",""
"665152","","","","","","","0","0","0"
"665344","0.994140625","0.994140625","0.994140625","","","","","",""
"665536","","","","0.01171875","0.01171875","0.01171875","","",""
"675968","1","1","1","","","","","",""
"677952","","","","","","","0","0","0"
"678144","","","","0.005859375","0.005859375","0.005859375","","",""
"689600","","","","0.017578125","0.017578125","0.017578125","","",""
"690624","1","1","1","","","","","",""
"691072","","","","","","","0","0","0"
"703712","0.998046875","0.998046875","0.998046875","","","","","",""
"703776","","","","","","","0","0","0"
"703968","","","","0","0","0","","",""
"716384","","","","","","","0","0","0"
"716576","","","","0.021484375","0.021484375","0.021484375","","",""
"716640","0.974609375","0.974609375","0.974609375","","","","","",""
"729312","","","","0.04296875","0.04296875","0.04296875","","",""
"729408","","","","","","","0","0","0"
"729536","0.96875","0.96875","0.96875","","","","","",""
"741216","1","1","1","0.017578125","0.017578125","0.017578125","","",""
"741920","","","","","","","0","0","0"
"754560","0.994140625","0.994140625","0.994140625","","","","","",""
"754784","","","","","","","0","0","0"
"754848","","","","0","0","0","","",""
"766752","1","1","1","","","","","",""
"767456","","","","","","","0","0","0"
"767872","","","","0","0","0","","",""
"780128","1","1","1","","","","","",""
"780320","","","","","","","0","0","0"
"780768","","","","0","0","0","","",""
"792960","","","","","","","0","0","0"
"792992","1","1","1","","","","","",""
"793248","","","","0","0","0","","",""
"805856","","","","","","","0","0","0"
"805952","","","","0.1875","0.1875","0.1875","","",""
"806080","0.8125","0.8125","0.8125","","","","","",""
"817600","","","","0","0","0","","",""
"818560","1","1","1","","","","","",""
"819104","","","","","","","0","0","0"
"830464","","","","0.005859375","0.005859375","0.005859375","","",""
"831520","1","1","1","","","","","",""
"831648","","","","","","","0","0","0"
"843808","","","","0.029296875","0.029296875","0.029296875","","",""
"843904","1","1","1","","","","","",""
"844704","","","","","","","0","0","0"
"856320","","","","0.03125","0.03125","0.03125","","",""
"856448","","","","","","","0","0","0"
"857152","1","1","1","","","","","",""
"869888","","","","0.009765625","0.009765625","0.009765625","","",""
"870080","","","","","","","0","0","0"
"870240","0.994140625","0.994140625","0.994140625","","","","","",""
"882976","","","","0","0","0","0","0","0"
"883136","1","1","1","","","","","",""
"894912","1","1","1","","","","","",""
"895712","","","","","","","0","0","0"
"895872","","","","0","0","0","","",""
"907040","","","","0","0","0","","",""
"907904","","","","","","","0","0","0"
"908576","1","1","1","","","","","",""
"921184","","","","","","","0","0","0"
"921216","1","1","1","","","","","",""
"921472","","","","0","0","0","","",""
"932512","1","1","1","","","","","",""
"934016","","","","","","","0","0","0"
"934336","","","","0","0","0","","",""
"946720","","","","","","","0","0","0"
"946944","0.994140625","0.994140625","0.994140625","0","0","0","","",""
"958496","","","","0","0","0","","",""
"959584","1","1","1","","","","","",""
"959744","","","","","","","0","0","0"
"971008","","","","0","0","0","","",""
"971296","","","","","","","0","0","0"
"972672","1","1","1","","","","","",""
"983936","","","","0.009765625","0.009765625","0.009765625","","",""
"985536","1","1","1","","","","0","0","0"
"998144","0.994140625","0.994140625","0.994140625","","","","0","0","0"
"998336","","","","0.001953125","0.001953125","0.001953125","","",""
"1009920","1","1","1","","","","","",""
"1010912","","","","","","","0","0","0"
"1010976","","","","0","0","0","","",""
"1022464","1","1","1","","","","","",""
"1023264","","","","","","","0.00390625","0.00390625","0.00390625"
"1023744","","","","0","0","0","","",""
"1036288","","","","","","","0.013671875","0.013671875","0.013671875"
"1036576","","","","0","0","0","","",""
"1036672","1","1","1","","","","","",""
"1048928","1","1","1","","","","","",""
"1049440","","","","0","0","0","","",""
"1049504","","","","","","","0.03125","0.03125","0.03125"
"1060928","0.994140625","0.994140625","0.994140625","","","","","",""
"1061440","","","","0","0","0","","",""
"1062368","","","","","","","0.03125","0.03125","0.03125"
"1074624","0.98828125","0.98828125","0.98828125","","","","","",""
"1074944","","","","0","0","0","","",""
"1074976","","","","","","","0.03125","0.03125","0.03125"
"1085824","","","","0","0","0","","",""
"1087328","0.994140625","0.994140625","0.994140625","","","","","",""
"1087936","","","","","","","0.03125","0.03125","0.03125"
"1100320","","","","0.005859375","0.005859375","0.005859375","","",""
"1100352","","","","","","","0.03125","0.03125","0.03125"
"1100480","1","1","1","","","","","",""
"1112384","","","","","","","0.03125","0.03125","0.03125"
"1113056","0.994140625","0.994140625","0.994140625","","","","","",""
"1113472","","","","0","0","0","","",""
"1125696","1","1","1","","","","","",""
"1126016","","","","0","0","0","","",""
"1126272","","","","","","","0.03125","0.03125","0.03125"
"1138656","","","","0","0","0","","",""
"1138848","1","1","1","","","","","",""
"1138912","","","","","","","0.03125","0.03125","0.03125"
"1149696","","","","0","0","0","","",""
"1151072","1","1","1","","","","","",""
"1151872","","","","","","","0.03125","0.03125","0.03125"
"1163520","1","1","1","","","","","",""
"1164320","","","","","","","0.05078125","0.05078125","0.05078125"
"1164384","","","","0","0","0","","",""
"1176864","1","1","1","","","","","",""
"1176960","","","","","","","0.0625","0.0625","0.0625"
"1177536","","","","0.005859375","0.005859375","0.005859375","","",""
"1189856","","","","0.005859375","0.005859375","0.005859375","","",""
"1190144","","","","","","","0.0625","0.0625","0.0625"
"1190304","1","1","1","","","","","",""
"1201184","0.994140625","0.994140625","0.994140625","","","","","",""
"1202560","","","","0","0","0","","",""
"1203040","","","","","","","0.083984375","0.083984375","0.083984375"
"1214080","1","1","1","","","","","",""
"1215104","","","","0","0","0","","",""
"1215936","","","","","","","0.125","0.125","0.125"
"1228096","","","","","","","0.125","0.125","0.125"
"1228736","1","1","1","","","","","",""
"1228768","","","","0","0","0","","",""
"1240768","","","","0.005859375","0.005859375","0.005859375","","",""
"1240960","1","1","1","","","","","",""
"1241472","","","","","","","0.15234375","0.15234375","0.15234375"
"1252800","","","","0.005859375","0.005859375","0.005859375","","",""
"1252992","1","1","1","","","","","",""
"1253440","","","","","","","0.181640625","0.181640625","0.181640625"
"1264672","","","","","","","0.1875","0.1875","0.1875"
"1266688","1","1","1","","","","","",""
"1267104","","","","0","0","0","","",""
"1278176","","","","","","","0.201171875","0.201171875","0.201171875"
"1279872","1","1","1","","","","","",""
"1279904","","","","0","0","0","","",""
"1291008","","","","0","0","0","","",""
"1292416","0.994140625","0.994140625","0.994140625","","","","","",""
"1292608","","","","","","","0.228515625","0.228515625","0.228515625"
"1304672","","","","","","","0.25","0.25","0.25"
"1305152","","","","0","0","0","","",""
"1305440","1","1","1","","","","","",""
"1317504","0.994140625","0.994140625","0.994140625","","","","","",""
"1317600","","","","0","0","0","","",""
"1318240","","","","","","","0.25","0.25","0.25"
"1329856","1","1","1","","","","","",""
"1330752","","","","0","0","0","","",""
"1331072","","","","","","","0.25390625","0.25390625","0.25390625"
"1343584","1","1","1","","","","0.3046875","0.3046875","0.3046875"
"1343840","","","","0","0","0","","",""
"1355232","","","","","","","0.3125","0.3125","0.3125"
"1355776","1","1","1","","","","","",""
"1356608","","","","0","0","0","","",""
"1369344","","","","","","","0.3125","0.3125","0.3125"
"1369376","0.994140625","0.994140625","0.994140625","","","","","",""
"1369568","","","","0","0","0","","",""
"1381664","","","","0","0","0","","",""
"1381920","","","","","","","0.32421875","0.32421875","0.32421875"
"1382304","1","1","1","","","","","",""
"1392928","1","1","1","","","","","",""
"1393888","","","","","","","0.349609375","0.349609375","0.349609375"
"1394304","","","","0","0","0","","",""
"1406304","","","","0","0","0","","",""
"1407168","","","","","","","0.375","0.375","0.375"
"1407200","1","1","1","","","","","",""
"1418112","","","","","","","0.388671875","0.388671875","0.388671875"
"1420608","1","1","1","","","","","",""
"1420640","","","","0","0","0","","",""
"1432768","","","","0","0","0","","",""
"1432864","","","","","","","0.451171875","0.451171875","0.451171875"
"1433312","1","1","1","","","","","",""
"1445440","","","","","","","0.5","0.5","0.5"
"1445504","1","1","1","","","","","",""
"1445728","","","","0.005859375","0.005859375","0.005859375","","",""
"1457760","1","1","1","","","","","",""
"1458336","","","","0.005859375","0.005859375","0.005859375","","",""
"1459168","","","","","","","0.54296875","0.54296875","0.54296875"
"1470656","","","","0.0078125","0.0078125","0.0078125","","",""
"1471424","1","1","1","","","","","",""
"1471968","","","","","","","0.587890625","0.587890625","0.587890625"
"1482400","","","","","","","0.59375","0.59375","0.59375"
"1483456","1","1","1","","","","","",""
"1484352","","","","0.025390625","0.025390625","0.025390625","","",""
"1496704","1","1","1","","","","","",""
"1496768","","","","0.048828125","0.048828125","0.048828125","","",""
"1496800","","","","","","","0.59375","0.59375","0.59375"
"1509216","","","","","","","0.61328125","0.61328125","0.61328125"
"1510048","1","1","1","","","","","",""
"1510368","","","","0.056640625","0.056640625","0.056640625","","",""
"1520672","","","","0.056640625","0.056640625","0.056640625","","",""
"1522912","","","","","","","0.625","0.625","0.625"
"1523168","1","1","1","","","","","",""
"1535392","","","","0.056640625","0.056640625","0.056640625","","",""
"1535520","1","1","1","","","","","",""
"1535872","","","","","","","0.63671875","0.63671875","0.63671875"
"1546720","1","1","1","","","","","",""
"1547360","","","","","","","0.701171875","0.701171875","0.701171875"
"1548480","","","","0.060546875","0.060546875","0.060546875","","",""
"1561376","","","","0.072265625","0.072265625","0.072265625","","",""
"1561504","1","1","1","","","","","",""
"1561536","","","","","","","0.728515625","0.728515625","0.728515625"
"1572576","","","","","","","0.78515625","0.78515625","0.78515625"
"1573632","0.994140625","0.994140625","0.994140625","","","","","",""
"1574080","","","","0.095703125","0.095703125","0.095703125","","",""
"1586112","","","","0.130859375","0.130859375","0.130859375","","",""
"1586144","0.994140625","0.994140625","0.994140625","","","","","",""
"1586656","","","","","","","0.8125","0.8125","0.8125"
"1599616","","","","0.177734375","0.177734375","0.177734375","","",""
"1599712","","","","","","","0.8125","0.8125","0.8125"
"1599936","0.99609375","0.99609375","0.99609375","","","","","",""
"1611168","","","","0.18359375","0.18359375","0.18359375","","",""
"1611776","","","","","","","0.8359375","0.8359375","0.8359375"
"1612512","0.998046875","0.998046875","0.998046875","","","","","",""
"1624576","0.994140625","0.994140625","0.994140625","","","","","",""
"1625120","","","","","","","0.837890625","0.837890625","0.837890625"
"1625568","","","","0.181640625","0.181640625","0.181640625","","",""
"1637376","","","","","","","0.890625","0.890625","0.890625"
"1637888","","","","0.21875","0.21875","0.21875","","",""
"1638016","1","1","1","","","","","",""
"1649536","1","1","1","","","","","",""
"1650592","","","","","","","0.966796875","0.966796875","0.966796875"
"1650976","","","","0.23828125","0.23828125","0.23828125","","",""
"1663168","0.998046875","0.998046875","0.998046875","","","","","",""
"1663520","","","","","","","0.96875","0.96875","0.96875"
"1663712","","","","0.2734375","0.2734375","0.2734375","","",""
"1676096","","","","0.412109375","0.412109375","0.412109375","","",""
"1676192","0.802734375","0.802734375","0.802734375","","","","","",""
"1676704","","","","","","","0.96875","0.96875","0.96875"
"1687584","","","","0.275390625","0.275390625","0.275390625","","",""
"1688768","1","1","1","","","","","",""
"1689568","","","","","","","0.98046875","0.98046875","0.98046875"
"1701280","1","1","1","","","","","",""
"1701920","","","","0.30078125","0.30078125","0.30078125","","",""
"1702304","","","","","","","0.9765625","0.9765625","0.9765625"
"1713952","","","","","","","1","1","1"
"1714368","","","","0.30078125","0.30078125","0.30078125","","",""
"1714464","1","1","1","","","","","",""
"1726048","","","","","","","0.96484375","0.96484375","0.96484375"
"1727424","","","","0.30078125","0.30078125","0.30078125","","",""
"1727808","1","1","1","","","","","",""
"1738944","1","1","1","","","","","",""
"1739392","","","","","","","1","1","1"
"1740672","","","","0.33203125","0.33203125","0.33203125","","",""
"1752384","","","","0.34375","0.34375","0.34375","","",""
"1752672","","","","","","","0.98828125","0.98828125","0.98828125"
"1753568","1","1","1","","","","","",""
"1765824","","","","0.34375","0.34375","0.34375","","",""
"1766080","1","1","1","","","","","",""
"1766272","","","","","","","1","1","1"
"1777600","","","","","","","1","1","1"
"1778624","1","1","1","","","","","",""
"1778816","","","","0.37109375","0.37109375","0.37109375","","",""
"1790816","1","1","1","","","","","",""
"1791488","","","","","","","1","1","1"
"1791872","","","","0.46875","0.46875","0.46875","","",""
"1803520","1","1","1","","","","","",""
"1803584","","","","0.5546875","0.5546875","0.5546875","","",""
"1804544","","","","","","","1","1","1"
"1815232","","","","0.640625","0.640625","0.640625","","",""
"1816736","1","1","1","","","","","",""
"1817536","","","","","","","1","1","1"
"1829568","","","","","","","1","1","1"
"1829760","1","1","1","","","","","",""
"1830368","","","","0.712890625","0.712890625","0.712890625","","",""
"1842464","","","","","","","1","1","1"
"1842784","","","","0.796875","0.796875","0.796875","","",""
"1843168","1","1","1","","","","","",""
"1855200","0.98828125","0.98828125","0.98828125","","","","","",""
"1855232","","","","","","","1","1","1"
"1855552","","","","0.875","0.875","0.875","","",""
"1868576","","","","","","","0.994140625","0.994140625","0.994140625"
"1868640","1","1","1","","","","","",""
"1868672","","","","0.896484375","0.896484375","0.896484375","","",""
"1881152","","","","","","","1","1","1"
"1881344","","","","0.9296875","0.9296875","0.9296875","","",""
"1881408","1","1","1","","","","","",""
"1893472","","","","1","1","1","","",""
"1893792","1","1","1","","","","","",""
"1893984","","","","","","","1","1","1"
"1906336","","","","","","","1","1","1"
"1906944","1","1","1","","","","","",""
"1907008","","","","1","1","1","","",""
"1919168","","","","1","1","1","","",""
"1919648","1","1","1","","","","","",""
"1919872","","","","","","","0.994140625","0.994140625","0.994140625"
"1931776","","","","","","","1","1","1"
"1931904","","","","1","1","1","","",""
"1931968","0.998046875","0.998046875","0.998046875","","","","","",""
"1944544","0.99609375","0.99609375","0.99609375","","","","","",""
"1945184","","","","","","","1","1","1"
"1945536","","","","1","1","1","","",""
"1956800","1","1","1","","","","","",""
"1957376","","","","1","1","1","","",""
"1957792","","","","","","","1","1","1"
"1970304","","","","","","","1","1","1"
"1970880","0.994140625","0.994140625","0.994140625","","","","","",""
"1970976","","","","1","1","1","","",""
"1983040","1","1","1","","","","","",""
"1983168","","","","","","","1","1","1"
"1983584","","","","1","1","1","","",""
"1994880","","","","","","","1","1","1"
"1996416","1","1","1","","","","","",""
"1996768","","","","1","1","1","","",""
"2008384","","","","0.994140625","0.994140625","0.994140625","","",""
"2008960","","","","","","","1","1","1"
"2009568","1","1","1","","","","","",""
"2020256","1","1","1","","","","","",""
"2022112","","","","","","","1","1","1"
"2022336","","","","1","1","1","","",""
"2035008","","","","","","","0.994140625","0.994140625","0.994140625"
"2035104","1","1","1","","","","","",""
"2035136","","","","1","1","1","","",""
"2047616","","","","1","1","1","","",""
"2047872","1","1","1","","","","0.994140625","0.994140625","0.994140625"
"2059168","","","","","","","0.99609375","0.99609375","0.99609375"
"2060224","","","","1","1","1","","",""
"2060736","0.994140625","0.994140625","0.994140625","","","","","",""
"2072800","","","","1","1","1","","",""
"2073472","","","","","","","0.998046875","0.998046875","0.998046875"
"2073504","1","1","1","","","","","",""
"2085024","","","","","","","1","1","1"
"2086080","1","1","1","","","","","",""
"2086368","","","","0.998046875","0.998046875","0.998046875","","",""
"2099136","1","1","1","","","","1","1","1"
"2099168","","","","0.96875","0.96875","0.96875","","",""
"2110464","1","1","1","","","","","",""
"2111680","","","","","","","1","1","1"
"2111712","","","","0.986328125","0.986328125","0.986328125","","",""
"2122336","1","1","1","","","","","",""
"2123584","","","","","","","1","1","1"
"2124704","","","","1","1","1","","",""
"2136736","","","","","","","1","1","1"
"2137152","1","1","1","","","","","",""
"2137248","","","","1","1","1","","",""
"2149376","1","1","1","","","","","",""
"2149600","","","","","","","1","1","1"
"2149664","","","","0.98828125","0.98828125","0.98828125","","",""
"2162752","","","","","","","1","1","1"
"2162976","","","","0.98828125","0.98828125","0.98828125","","",""
"2163072","1","1","1","","","","","",""
"2174368","","","","0.9921875","0.9921875","0.9921875","","",""
"2174880","0.990234375","0.990234375","0.990234375","","","","","",""
"2175936","","","","","","","1","1","1"
"2188032","0.998046875","0.998046875","0.998046875","","","","","",""
"2188320","","","","0.990234375","0.990234375","0.990234375","","",""
"2188672","","","","","","","1","1","1"
"2198464","1","1","1","","","","","",""
"2200768","","","","0.998046875","0.998046875","0.998046875","","",""
"2201280","","","","","","","0.994140625","0.994140625","0.994140625"
"2213536","1","1","1","","","","","",""
"2214144","","","","","","","0.994140625","0.994140625","0.994140625"
"2214336","","","","0.99609375","0.99609375","0.99609375","","",""
"2224960","1","1","1","","","","","",""
"2225120","","","","","","","1","1","1"
"2226880","","","","1","1","1","","",""
"2239424","","","","1","1","1","","",""
"2239840","1","1","1","","","","","",""
"2239936","","","","","","","1","1","1"
"2251872","1","1","1","","","","","",""
"2252096","","","","","","","1","1","1"
"2252768","","","","1","1","1","","",""
"2264192","","","","0.994140625","0.994140625","0.994140625","","",""
"2264384","1","1","1","","","","","",""
"2264576","","","","","","","1","1","1"
"2277152","1","1","1","","","","","",""
"2278048","","","","1","1","1","","",""
"2278304","","","","","","","1","1","1"
"2290208","0.990234375","0.990234375","0.990234375","","","","","",""
"2290784","","","","","","","0.99609375","0.99609375","0.99609375"
"2291168","","","","1","1","1","","",""
"2303392","","","","1","1","1","","",""
"2303808","0.998046875","0.998046875","0.998046875","","","","","",""
"2303872","","","","","","","0.998046875","0.998046875","0.998046875"
"2316384","1","1","1","","","","","",""
"2316512","","","","1","1","1","","",""
"2316544","","","","","","","1","1","1"
"2329248","","","","","","","1","1","1"
"2329376","","","","1","1","1","","",""
"2329504","1","1","1","","","","","",""
"2341312","","","","","","","0.994140625","0.994140625","0.994140625"
"2341568","","","","0.994140625","0.994140625","0.994140625","","",""
"2341760","0.994140625","0.994140625","0.994140625","","","","","",""
"2353120","","","","1","1","1","","",""
"2354720","","","","","","","1","1","1"
"2355104","0.994140625","0.994140625","0.994140625","","","","","",""
"2367744","0.994140625","0.994140625","0.994140625","","","","","",""
"2367808","","","","1","1","1","","",""
"2367968","","","","","","","1","1","1"
"2380160","","","","1","1","1","","",""
"2380416","0.994140625","0.994140625","0.994140625","","","","","",""
"2380608","","","","","","","1","1","1"
"2393344","1","1","1","","","","","",""
"2393536","","","","1","1","1","","",""
"2393568","","","","","","","1","1","1"
"2405440","1","1","1","","","","","",""
"2406048","","","","","","","1","1","1"
"2406112","","","","1","1","1","","",""
"2418464","","","","1","1","1","","",""
"2418592","1","1","1","","","","","",""
"2419040","","","","","","","1","1","1"
"2430912","","","","","","","1","1","1"
"2431424","","","","0.98828125","0.98828125","0.98828125","","",""
"2431616","1","1","1","","","","","",""
"2443936","0.994140625","0.994140625","0.994140625","","","","","",""
"2444608","","","","0.994140625","0.994140625","0.994140625","","",""
"2444704","","","","","","","1","1","1"
"2454368","0.994140625","0.994140625","0.994140625","","","","","",""
"2456576","","","","1","1","1","","",""
"2457440","","","","","","","0.994140625","0.994140625","0.994140625"
"2469312","1","1","1","","","","","",""
"2469632","","","","","","","0.998046875","0.998046875","0.998046875"
"2470304","","","","1","1","1","","",""
"2482816","1","1","1","","","","","",""
"2482912","","","","","","","0.99609375","0.99609375","0.99609375"
"2483168","","","","1","1","1","","",""
"2494848","","","","1","1","1","","",""
"2495040","1","1","1","","","","","",""
"2495424","","","","","","","0.994140625","0.994140625","0.994140625"
"2508352","","","","","","","1","1","1"
"2508544","1","1","1","","","","","",""
"2508576","","","","0.994140625","0.994140625","0.994140625","","",""
"2520832","","","","0.99609375","0.99609375","0.99609375","","",""
"2521440","1","1","1","","","","","",""
"2521536","","","","","","","0.994140625","0.994140625","0.994140625"
"2533824","","","","","","","1","1","1"
