"Step","MDM_Gravitar_25_3 - hierarchy_use/hierarchy_selected_3","MDM_Gravitar_25_3 - hierarchy_use/hierarchy_selected_3__MIN","MDM_Gravitar_25_3 - hierarchy_use/hierarchy_selected_3__MAX","MDM_Gravitar_25_2 - hierarchy_use/hierarchy_selected_3","MDM_Gravitar_25_2 - hierarchy_use/hierarchy_selected_3__MIN","MDM_Gravitar_25_2 - hierarchy_use/hierarchy_selected_3__MAX","MDM_Gravitar_25_1 - hierarchy_use/hierarchy_selected_3","MDM_Gravitar_25_1 - hierarchy_use/hierarchy_selected_3__MIN","MDM_Gravitar_25_1 - hierarchy_use/hierarchy_selected_3__MAX"
"191296","0.1875","0.1875","0.1875","","","","","",""
"191424","","","","0.8125","0.8125","0.8125","","",""
"203936","0","0","0","","","","","",""
"204288","","","","","","","0.4375","0.4375","0.4375"
"204544","","","","0.8125","0.8125","0.8125","","",""
"216896","0.125","0.125","0.125","","","","","",""
"217440","","","","1","1","1","","",""
"217536","","","","","","","0.125","0.125","0.125"
"228832","","","","1","1","1","","",""
"229888","","","","","","","0","0","0"
"229920","0.0625","0.0625","0.0625","","","","","",""
"241600","","","","","","","0","0","0"
"242784","","","","0.625","0.625","0.625","","",""
"243072","0.1875","0.1875","0.1875","","","","","",""
"254656","","","","","","","0","0","0"
"255392","0","0","0","","","","","",""
"255904","","","","0.875","0.875","0.875","","",""
"266720","","","","0.9375","0.9375","0.9375","","",""
"268064","","","","","","","0.1875","0.1875","0.1875"
"268736","0","0","0","","","","","",""
"280800","0.0625","0.0625","0.0625","","","","","",""
"281056","","","","","","","0","0","0"
"281344","","","","0.931640625","0.931640625","0.931640625","","",""
"293536","0.125","0.125","0.125","","","","","",""
"293792","","","","","","","0.125","0.125","0.125"
"294368","","","","0.6875","0.6875","0.6875","","",""
"306592","","","","1","1","1","","",""
"306752","","","","","","","0.0625","0.0625","0.0625"
"306976","0","0","0","","","","","",""
"319648","0.1875","0.1875","0.1875","","","","0.1875","0.1875","0.1875"
"319904","","","","1","1","1","","",""
"331968","","","","0.875","0.875","0.875","","",""
"332416","0.125","0.125","0.125","","","","","",""
"332704","","","","","","","0","0","0"
"344896","0.0625","0.0625","0.0625","","","","","",""
"345120","","","","","","","0","0","0"
"345376","","","","0.9375","0.9375","0.9375","","",""
"357632","","","","0.994140625","0.994140625","0.994140625","","",""
"358048","0","0","0","","","","","",""
"358176","","","","","","","0.1875","0.1875","0.1875"
"370848","","","","0.8125","0.8125","0.8125","","",""
"371072","0","0","0","","","","0","0","0"
"383360","","","","","","","0","0","0"
"383776","","","","1","1","1","","",""
"383872","0.005859375","0.005859375","0.005859375","","","","","",""
"396448","","","","0.9375","0.9375","0.9375","","",""
"396512","0.046875","0.046875","0.046875","","","","","",""
"396640","","","","","","","0","0","0"
"409184","","","","0.875","0.875","0.875","","",""
"409472","0.2421875","0.2421875","0.2421875","","","","","",""
"409536","","","","","","","0","0","0"
"421408","0.009765625","0.009765625","0.009765625","","","","","",""
"421984","","","","1","1","1","","",""
"422048","","","","","","","0","0","0"
"434560","","","","1","1","1","","",""
"434688","","","","","","","0","0","0"
"434912","0","0","0","","","","","",""
"444864","","","","","","","0","0","0"
"447776","0.01171875","0.01171875","0.01171875","0.8125","0.8125","0.8125","","",""
"459584","0","0","0","","","","","",""
"460544","","","","","","","0","0","0"
"460768","","","","0.994140625","0.994140625","0.994140625","","",""
"473280","","","","0.625","0.625","0.625","","",""
"473472","","","","","","","0","0","0"
"473504","0.380859375","0.380859375","0.380859375","","","","","",""
"486240","","","","","","","0","0","0"
"486272","","","","0.994140625","0.994140625","0.994140625","","",""
"486368","0","0","0","","","","","",""
"497856","0.005859375","0.005859375","0.005859375","","","","","",""
"497920","","","","","","","0","0","0"
"498912","","","","0.98828125","0.98828125","0.98828125","","",""
"511776","","","","","","","0.1875","0.1875","0.1875"
"511840","","","","0.95703125","0.95703125","0.95703125","","",""
"511872","0.005859375","0.005859375","0.005859375","","","","","",""
"524320","","","","0.84765625","0.84765625","0.84765625","","",""
"524448","","","","","","","0.125","0.125","0.125"
"524640","0.125","0.125","0.125","","","","","",""
"537088","","","","","","","0.0625","0.0625","0.0625"
"537120","","","","0.908203125","0.908203125","0.908203125","","",""
"537504","0.0625","0.0625","0.0625","","","","","",""
"549408","","","","0.96875","0.96875","0.96875","","",""
"549440","","","","","","","0","0","0"
"550304","0","0","0","","","","","",""
"562656","","","","0.984375","0.984375","0.984375","","",""
"562720","0.015625","0.015625","0.015625","","","","","",""
"563008","","","","","","","0","0","0"
"575680","","","","","","","0.1875","0.1875","0.1875"
"575904","0.037109375","0.037109375","0.037109375","","","","","",""
"575968","","","","1","1","1","","",""
"587776","0.005859375","0.005859375","0.005859375","","","","","",""
"588256","","","","0.9921875","0.9921875","0.9921875","","",""
"588416","","","","","","","0","0","0"
"600320","0","0","0","","","","","",""
"601376","","","","","","","0","0","0"
"601408","","","","0.99609375","0.99609375","0.99609375","","",""
"613792","","","","1","1","1","","",""
"613888","","","","","","","0","0","0"
"614208","0","0","0","","","","","",""
"626112","0.1875","0.1875","0.1875","","","","","",""
"626272","","","","","","","0","0","0"
"626592","","","","1","1","1","","",""
"637088","0","0","0","","","","","",""
"639136","","","","","","","0","0","0"
"639712","","","","1","1","1","","",""
"652192","","","","","","","0","0","0"
"652672","","","","1","1","1","","",""
"652768","0","0","0","","","","","",""
"665152","","","","","","","0","0","0"
"665344","0.03125","0.03125","0.03125","","","","","",""
"665536","","","","1","1","1","","",""
"675968","0.03125","0.03125","0.03125","","","","","",""
"677952","","","","","","","0","0","0"
"678144","","","","1","1","1","","",""
"689600","","","","0.98828125","0.98828125","0.98828125","","",""
"690624","0.03125","0.03125","0.03125","","","","","",""
"691072","","","","","","","0.1875","0.1875","0.1875"
"703712","0.033203125","0.033203125","0.033203125","","","","","",""
"703776","","","","","","","0","0","0"
"703968","","","","1","1","1","","",""
"716384","","","","","","","0","0","0"
"716576","","","","0.984375","0.984375","0.984375","","",""
"716640","0.08984375","0.08984375","0.08984375","","","","","",""
"729312","","","","0.95703125","0.95703125","0.95703125","","",""
"729408","","","","","","","0","0","0"
"729536","0.08203125","0.08203125","0.08203125","","","","","",""
"741216","0.091796875","0.091796875","0.091796875","0.95703125","0.95703125","0.95703125","","",""
"741920","","","","","","","0","0","0"
"754560","0.09375","0.09375","0.09375","","","","","",""
"754784","","","","","","","0","0","0"
"754848","","","","0.95703125","0.95703125","0.95703125","","",""
"766752","0.095703125","0.095703125","0.095703125","","","","","",""
"767456","","","","","","","0","0","0"
"767872","","","","0.98046875","0.98046875","0.98046875","","",""
"780128","0.0625","0.0625","0.0625","","","","","",""
"780320","","","","","","","0","0","0"
"780768","","","","0.9765625","0.9765625","0.9765625","","",""
"792960","","","","","","","0","0","0"
"792992","0.0625","0.0625","0.0625","","","","","",""
"793248","","","","1","1","1","","",""
"805856","","","","","","","0","0","0"
"805952","","","","0.8125","0.8125","0.8125","","",""
"806080","0.23828125","0.23828125","0.23828125","","","","","",""
"817600","","","","1","1","1","","",""
"818560","0.0625","0.0625","0.0625","","","","","",""
"819104","","","","","","","0","0","0"
"830464","","","","0.994140625","0.994140625","0.994140625","","",""
"831520","0.0625","0.0625","0.0625","","","","","",""
"831648","","","","","","","0","0","0"
"843808","","","","0.970703125","0.970703125","0.970703125","","",""
"843904","0.0625","0.0625","0.0625","","","","","",""
"844704","","","","","","","0","0","0"
"856320","","","","0.96875","0.96875","0.96875","","",""
"856448","","","","","","","0","0","0"
"857152","0.0625","0.0625","0.0625","","","","","",""
"869888","","","","0.974609375","0.974609375","0.974609375","","",""
"870080","","","","","","","0","0","0"
"870240","0.080078125","0.080078125","0.080078125","","","","","",""
"882976","","","","0.95703125","0.95703125","0.95703125","0","0","0"
"883136","0.0625","0.0625","0.0625","","","","","",""
"894912","0.0625","0.0625","0.0625","","","","","",""
"895712","","","","","","","0","0","0"
"895872","","","","0.931640625","0.931640625","0.931640625","","",""
"907040","","","","0.947265625","0.947265625","0.947265625","","",""
"907904","","","","","","","0","0","0"
"908576","0.041015625","0.041015625","0.041015625","","","","","",""
"921184","","","","","","","0","0","0"
"921216","0.013671875","0.013671875","0.013671875","","","","","",""
"921472","","","","0.9453125","0.9453125","0.9453125","","",""
"932512","0.005859375","0.005859375","0.005859375","","","","","",""
"934016","","","","","","","0","0","0"
"934336","","","","0.9375","0.9375","0.9375","","",""
"946720","","","","","","","0","0","0"
"946944","0.005859375","0.005859375","0.005859375","0.9375","0.9375","0.9375","","",""
"958496","","","","0.9375","0.9375","0.9375","","",""
"959584","0","0","0","","","","","",""
"959744","","","","","","","0","0","0"
"971008","","","","0.91015625","0.91015625","0.91015625","","",""
"971296","","","","","","","0","0","0"
"972672","0","0","0","","","","","",""
"983936","","","","0.8671875","0.8671875","0.8671875","","",""
"985536","0","0","0","","","","0","0","0"
"998144","0.005859375","0.005859375","0.005859375","","","","0","0","0"
"998336","","","","0.8359375","0.8359375","0.8359375","","",""
"1009920","0","0","0","","","","","",""
"1010912","","","","","","","0","0","0"
"1010976","","","","0.837890625","0.837890625","0.837890625","","",""
"1022464","0","0","0","","","","","",""
"1023264","","","","","","","0","0","0"
"1023744","","","","0.837890625","0.837890625","0.837890625","","",""
"1036288","","","","","","","0","0","0"
"1036576","","","","0.84375","0.84375","0.84375","","",""
"1036672","0","0","0","","","","","",""
"1048928","0.005859375","0.005859375","0.005859375","","","","","",""
"1049440","","","","0.84375","0.84375","0.84375","","",""
"1049504","","","","","","","0","0","0"
"1060928","0.009765625","0.009765625","0.009765625","","","","","",""
"1061440","","","","0.84375","0.84375","0.84375","","",""
"1062368","","","","","","","0","0","0"
"1074624","0.037109375","0.037109375","0.037109375","","","","","",""
"1074944","","","","0.83203125","0.83203125","0.83203125","","",""
"1074976","","","","","","","0","0","0"
"1085824","","","","0.82421875","0.82421875","0.82421875","","",""
"1087328","0.04296875","0.04296875","0.04296875","","","","","",""
"1087936","","","","","","","0","0","0"
"1100320","","","","0.828125","0.828125","0.828125","","",""
"1100352","","","","","","","0","0","0"
"1100480","0.048828125","0.048828125","0.048828125","","","","","",""
"1112384","","","","","","","0","0","0"
"1113056","0.078125","0.078125","0.078125","","","","","",""
"1113472","","","","0.80859375","0.80859375","0.80859375","","",""
"1125696","0.0625","0.0625","0.0625","","","","","",""
"1126016","","","","0.80078125","0.80078125","0.80078125","","",""
"1126272","","","","","","","0","0","0"
"1138656","","","","0.796875","0.796875","0.796875","","",""
"1138848","0.052734375","0.052734375","0.052734375","","","","","",""
"1138912","","","","","","","0","0","0"
"1149696","","","","0.78125","0.78125","0.78125","","",""
"1151072","0.0546875","0.0546875","0.0546875","","","","","",""
"1151872","","","","","","","0","0","0"
"1163520","0.03125","0.03125","0.03125","","","","","",""
"1164320","","","","","","","0","0","0"
"1164384","","","","0.767578125","0.767578125","0.767578125","","",""
"1176864","0.03125","0.03125","0.03125","","","","","",""
"1176960","","","","","","","0","0","0"
"1177536","","","","0.708984375","0.708984375","0.708984375","","",""
"1189856","","","","0.662109375","0.662109375","0.662109375","","",""
"1190144","","","","","","","0","0","0"
"1190304","0.03125","0.03125","0.03125","","","","","",""
"1201184","0.013671875","0.013671875","0.013671875","","","","","",""
"1202560","","","","0.646484375","0.646484375","0.646484375","","",""
"1203040","","","","","","","0","0","0"
"1214080","0.021484375","0.021484375","0.021484375","","","","","",""
"1215104","","","","0.6328125","0.6328125","0.6328125","","",""
"1215936","","","","","","","0","0","0"
"1228096","","","","","","","0","0","0"
"1228736","0.017578125","0.017578125","0.017578125","","","","","",""
"1228768","","","","0.61328125","0.61328125","0.61328125","","",""
"1240768","","","","0.53125","0.53125","0.53125","","",""
"1240960","0.017578125","0.017578125","0.017578125","","","","","",""
"1241472","","","","","","","0","0","0"
"1252800","","","","0.517578125","0.517578125","0.517578125","","",""
"1252992","0.0234375","0.0234375","0.0234375","","","","","",""
"1253440","","","","","","","0","0","0"
"1264672","","","","","","","0","0","0"
"1266688","0.0234375","0.0234375","0.0234375","","","","","",""
"1267104","","","","0.46875","0.46875","0.46875","","",""
"1278176","","","","","","","0","0","0"
"1279872","0.03125","0.03125","0.03125","","","","","",""
"1279904","","","","0.474609375","0.474609375","0.474609375","","",""
"1291008","","","","0.46875","0.46875","0.46875","","",""
"1292416","0.04296875","0.04296875","0.04296875","","","","","",""
"1292608","","","","","","","0","0","0"
"1304672","","","","","","","0","0","0"
"1305152","","","","0.46875","0.46875","0.46875","","",""
"1305440","0.0546875","0.0546875","0.0546875","","","","","",""
"1317504","0.048828125","0.048828125","0.048828125","","","","","",""
"1317600","","","","0.44921875","0.44921875","0.44921875","","",""
"1318240","","","","","","","0","0","0"
"1329856","0.021484375","0.021484375","0.021484375","","","","","",""
"1330752","","","","0.416015625","0.416015625","0.416015625","","",""
"1331072","","","","","","","0","0","0"
"1343584","0.005859375","0.005859375","0.005859375","","","","0","0","0"
"1343840","","","","0.40625","0.40625","0.40625","","",""
"1355232","","","","","","","0","0","0"
"1355776","0","0","0","","","","","",""
"1356608","","","","0.40625","0.40625","0.40625","","",""
"1369344","","","","","","","0","0","0"
"1369376","0.02734375","0.02734375","0.02734375","","","","","",""
"1369568","","","","0.388671875","0.388671875","0.388671875","","",""
"1381664","","","","0.388671875","0.388671875","0.388671875","","",""
"1381920","","","","","","","0","0","0"
"1382304","0.03125","0.03125","0.03125","","","","","",""
"1392928","0.01171875","0.01171875","0.01171875","","","","","",""
"1393888","","","","","","","0","0","0"
"1394304","","","","0.380859375","0.380859375","0.380859375","","",""
"1406304","","","","0.359375","0.359375","0.359375","","",""
"1407168","","","","","","","0","0","0"
"1407200","0.005859375","0.005859375","0.005859375","","","","","",""
"1418112","","","","","","","0","0","0"
"1420608","0.029296875","0.029296875","0.029296875","","","","","",""
"1420640","","","","0.2734375","0.2734375","0.2734375","","",""
"1432768","","","","0.23828125","0.23828125","0.23828125","","",""
"1432864","","","","","","","0","0","0"
"1433312","0.03125","0.03125","0.03125","","","","","",""
"1445440","","","","","","","0","0","0"
"1445504","0.013671875","0.013671875","0.013671875","","","","","",""
"1445728","","","","0.19140625","0.19140625","0.19140625","","",""
"1457760","0.001953125","0.001953125","0.001953125","","","","","",""
"1458336","","","","0.14453125","0.14453125","0.14453125","","",""
"1459168","","","","","","","0","0","0"
"1470656","","","","0.005859375","0.005859375","0.005859375","","",""
"1471424","0","0","0","","","","","",""
"1471968","","","","","","","0","0","0"
"1482400","","","","","","","0","0","0"
"1483456","0","0","0","","","","","",""
"1484352","","","","0.009765625","0.009765625","0.009765625","","",""
"1496704","0","0","0","","","","","",""
"1496768","","","","0.001953125","0.001953125","0.001953125","","",""
"1496800","","","","","","","0","0","0"
"1509216","","","","","","","0","0","0"
"1510048","0","0","0","","","","","",""
"1510368","","","","0","0","0","","",""
"1520672","","","","0","0","0","","",""
"1522912","","","","","","","0","0","0"
"1523168","0","0","0","","","","","",""
"1535392","","","","0","0","0","","",""
"1535520","0","0","0","","","","","",""
"1535872","","","","","","","0","0","0"
"1546720","0","0","0","","","","","",""
"1547360","","","","","","","0","0","0"
"1548480","","","","0.005859375","0.005859375","0.005859375","","",""
"1561376","","","","0.005859375","0.005859375","0.005859375","","",""
"1561504","0","0","0","","","","","",""
"1561536","","","","","","","0","0","0"
"1572576","","","","","","","0","0","0"
"1573632","0.017578125","0.017578125","0.017578125","","","","","",""
"1574080","","","","0","0","0","","",""
"1586112","","","","0.005859375","0.005859375","0.005859375","","",""
"1586144","0.04296875","0.04296875","0.04296875","","","","","",""
"1586656","","","","","","","0","0","0"
"1599616","","","","0.005859375","0.005859375","0.005859375","","",""
"1599712","","","","","","","0","0","0"
"1599936","0.03515625","0.03515625","0.03515625","","","","","",""
"1611168","","","","0","0","0","","",""
"1611776","","","","","","","0","0","0"
"1612512","0.07421875","0.07421875","0.07421875","","","","","",""
"1624576","0.07421875","0.07421875","0.07421875","","","","","",""
"1625120","","","","","","","0","0","0"
"1625568","","","","0.005859375","0.005859375","0.005859375","","",""
"1637376","","","","","","","0","0","0"
"1637888","","","","0","0","0","","",""
"1638016","0.068359375","0.068359375","0.068359375","","","","","",""
"1649536","0.07421875","0.07421875","0.07421875","","","","","",""
"1650592","","","","","","","0","0","0"
"1650976","","","","0","0","0","","",""
"1663168","0.05859375","0.05859375","0.05859375","","","","","",""
"1663520","","","","","","","0","0","0"
"1663712","","","","0","0","0","","",""
"1676096","","","","0","0","0","","",""
"1676192","0.2265625","0.2265625","0.2265625","","","","","",""
"1676704","","","","","","","0","0","0"
"1687584","","","","0.01171875","0.01171875","0.01171875","","",""
"1688768","0.03125","0.03125","0.03125","","","","","",""
"1689568","","","","","","","0","0","0"
"1701280","0.044921875","0.044921875","0.044921875","","","","","",""
"1701920","","","","0","0","0","","",""
"1702304","","","","","","","0","0","0"
"1713952","","","","","","","0","0","0"
"1714368","","","","0.005859375","0.005859375","0.005859375","","",""
"1714464","0.06640625","0.06640625","0.06640625","","","","","",""
"1726048","","","","","","","0","0","0"
"1727424","","","","0","0","0","","",""
"1727808","0.08203125","0.08203125","0.08203125","","","","","",""
"1738944","0.080078125","0.080078125","0.080078125","","","","","",""
"1739392","","","","","","","0","0","0"
"1740672","","","","0","0","0","","",""
"1752384","","","","0","0","0","","",""
"1752672","","","","","","","0","0","0"
"1753568","0.0625","0.0625","0.0625","","","","","",""
"1765824","","","","0","0","0","","",""
"1766080","0.0625","0.0625","0.0625","","","","","",""
"1766272","","","","","","","0","0","0"
"1777600","","","","","","","0","0","0"
"1778624","0.087890625","0.087890625","0.087890625","","","","","",""
"1778816","","","","0","0","0","","",""
"1790816","0.076171875","0.076171875","0.076171875","","","","","",""
"1791488","","","","","","","0","0","0"
"1791872","","","","0","0","0","","",""
"1803520","0.0703125","0.0703125","0.0703125","","","","","",""
"1803584","","","","0","0","0","","",""
"1804544","","","","","","","0","0","0"
"1815232","","","","0","0","0","","",""
"1816736","0.07421875","0.07421875","0.07421875","","","","","",""
"1817536","","","","","","","0","0","0"
"1829568","","","","","","","0","0","0"
"1829760","0.078125","0.078125","0.078125","","","","","",""
"1830368","","","","0","0","0","","",""
"1842464","","","","","","","0","0","0"
"1842784","","","","0.005859375","0.005859375","0.005859375","","",""
"1843168","0.064453125","0.064453125","0.064453125","","","","","",""
"1855200","0.080078125","0.080078125","0.080078125","","","","","",""
"1855232","","","","","","","0","0","0"
"1855552","","","","0","0","0","","",""
"1868576","","","","","","","0","0","0"
"1868640","0.0625","0.0625","0.0625","","","","","",""
"1868672","","","","0","0","0","","",""
"1881152","","","","","","","0","0","0"
"1881344","","","","0","0","0","","",""
"1881408","0.0625","0.0625","0.0625","","","","","",""
"1893472","","","","0","0","0","","",""
"1893792","0.0703125","0.0703125","0.0703125","","","","","",""
"1893984","","","","","","","0","0","0"
"1906336","","","","","","","0","0","0"
"1906944","0.05078125","0.05078125","0.05078125","","","","","",""
"1907008","","","","0","0","0","","",""
"1919168","","","","0","0","0","","",""
"1919648","0.03125","0.03125","0.03125","","","","","",""
"1919872","","","","","","","0","0","0"
"1931776","","","","","","","0","0","0"
"1931904","","","","0","0","0","","",""
"1931968","0.033203125","0.033203125","0.033203125","","","","","",""
"1944544","0.0625","0.0625","0.0625","","","","","",""
"1945184","","","","","","","0","0","0"
"1945536","","","","0","0","0","","",""
"1956800","0.0390625","0.0390625","0.0390625","","","","","",""
"1957376","","","","0","0","0","","",""
"1957792","","","","","","","0","0","0"
"1970304","","","","","","","0","0","0"
"1970880","0.056640625","0.056640625","0.056640625","","","","","",""
"1970976","","","","0","0","0","","",""
"1983040","0.05078125","0.05078125","0.05078125","","","","","",""
"1983168","","","","","","","0","0","0"
"1983584","","","","0","0","0","","",""
"1994880","","","","","","","0","0","0"
"1996416","0.021484375","0.021484375","0.021484375","","","","","",""
"1996768","","","","0","0","0","","",""
"2008384","","","","0.005859375","0.005859375","0.005859375","","",""
"2008960","","","","","","","0","0","0"
"2009568","0.005859375","0.005859375","0.005859375","","","","","",""
"2020256","0.01171875","0.01171875","0.01171875","","","","","",""
"2022112","","","","","","","0","0","0"
"2022336","","","","0","0","0","","",""
"2035008","","","","","","","0.005859375","0.005859375","0.005859375"
"2035104","0","0","0","","","","","",""
"2035136","","","","0","0","0","","",""
"2047616","","","","0","0","0","","",""
"2047872","0","0","0","","","","0","0","0"
"2059168","","","","","","","0","0","0"
"2060224","","","","0","0","0","","",""
"2060736","0.015625","0.015625","0.015625","","","","","",""
"2072800","","","","0","0","0","","",""
"2073472","","","","","","","0","0","0"
"2073504","0.03125","0.03125","0.03125","","","","","",""
"2085024","","","","","","","0","0","0"
"2086080","0.03125","0.03125","0.03125","","","","","",""
"2086368","","","","0.001953125","0.001953125","0.001953125","","",""
"2099136","0.03125","0.03125","0.03125","","","","0","0","0"
"2099168","","","","0.015625","0.015625","0.015625","","",""
"2110464","0.03125","0.03125","0.03125","","","","","",""
"2111680","","","","","","","0","0","0"
"2111712","","","","0","0","0","","",""
"2122336","0.025390625","0.025390625","0.025390625","","","","","",""
"2123584","","","","","","","0","0","0"
"2124704","","","","0","0","0","","",""
"2136736","","","","","","","0","0","0"
"2137152","0.00390625","0.00390625","0.00390625","","","","","",""
"2137248","","","","0","0","0","","",""
"2149376","0","0","0","","","","","",""
"2149600","","","","","","","0","0","0"
"2149664","","","","0.01171875","0.01171875","0.01171875","","",""
"2162752","","","","","","","0","0","0"
"2162976","","","","0.005859375","0.005859375","0.005859375","","",""
"2163072","0","0","0","","","","","",""
"2174368","","","","0.0078125","0.0078125","0.0078125","","",""
"2174880","0.005859375","0.005859375","0.005859375","","","","","",""
"2175936","","","","","","","0","0","0"
"2188032","0","0","0","","","","","",""
"2188320","","","","0.00390625","0.00390625","0.00390625","","",""
"2188672","","","","","","","0","0","0"
"2198464","0","0","0","","","","","",""
"2200768","","","","0.001953125","0.001953125","0.001953125","","",""
"2201280","","","","","","","0","0","0"
"2213536","0","0","0","","","","","",""
"2214144","","","","","","","0","0","0"
"2214336","","","","0.00390625","0.00390625","0.00390625","","",""
"2224960","0","0","0","","","","","",""
"2225120","","","","","","","0","0","0"
"2226880","","","","0","0","0","","",""
"2239424","","","","0","0","0","","",""
"2239840","0","0","0","","","","","",""
"2239936","","","","","","","0","0","0"
"2251872","0","0","0","","","","","",""
"2252096","","","","","","","0","0","0"
"2252768","","","","0","0","0","","",""
"2264192","","","","0.005859375","0.005859375","0.005859375","","",""
"2264384","0","0","0","","","","","",""
"2264576","","","","","","","0","0","0"
"2277152","0","0","0","","","","","",""
"2278048","","","","0","0","0","","",""
"2278304","","","","","","","0","0","0"
"2290208","0.03125","0.03125","0.03125","","","","","",""
"2290784","","","","","","","0","0","0"
"2291168","","","","0","0","0","","",""
"2303392","","","","0","0","0","","",""
"2303808","0.05078125","0.05078125","0.05078125","","","","","",""
"2303872","","","","","","","0","0","0"
"2316384","0.029296875","0.029296875","0.029296875","","","","","",""
"2316512","","","","0","0","0","","",""
"2316544","","","","","","","0","0","0"
"2329248","","","","","","","0","0","0"
"2329376","","","","0","0","0","","",""
"2329504","0","0","0","","","","","",""
"2341312","","","","","","","0","0","0"
"2341568","","","","0.005859375","0.005859375","0.005859375","","",""
"2341760","0.029296875","0.029296875","0.029296875","","","","","",""
"2353120","","","","0","0","0","","",""
"2354720","","","","","","","0","0","0"
"2355104","0.0546875","0.0546875","0.0546875","","","","","",""
"2367744","0.01953125","0.01953125","0.01953125","","","","","",""
"2367808","","","","0","0","0","","",""
"2367968","","","","","","","0","0","0"
"2380160","","","","0","0","0","","",""
"2380416","0.048828125","0.048828125","0.048828125","","","","","",""
"2380608","","","","","","","0","0","0"
"2393344","0.0625","0.0625","0.0625","","","","","",""
"2393536","","","","0","0","0","","",""
"2393568","","","","","","","0","0","0"
"2405440","0.05859375","0.05859375","0.05859375","","","","","",""
"2406048","","","","","","","0","0","0"
"2406112","","","","0","0","0","","",""
"2418464","","","","0","0","0","","",""
"2418592","0.037109375","0.037109375","0.037109375","","","","","",""
"2419040","","","","","","","0","0","0"
"2430912","","","","","","","0","0","0"
"2431424","","","","0.01171875","0.01171875","0.01171875","","",""
"2431616","0","0","0","","","","","",""
"2443936","0.02734375","0.02734375","0.02734375","","","","","",""
"2444608","","","","0","0","0","","",""
"2444704","","","","","","","0","0","0"
"2454368","0.03125","0.03125","0.03125","","","","","",""
"2456576","","","","0","0","0","","",""
"2457440","","","","","","","0","0","0"
"2469312","0.01171875","0.01171875","0.01171875","","","","","",""
"2469632","","","","","","","0","0","0"
"2470304","","","","0","0","0","","",""
"2482816","0.005859375","0.005859375","0.005859375","","","","","",""
"2482912","","","","","","","0","0","0"
"2483168","","","","0","0","0","","",""
"2494848","","","","0","0","0","","",""
"2495040","0","0","0","","","","","",""
"2495424","","","","","","","0","0","0"
"2508352","","","","","","","0","0","0"
"2508544","0","0","0","","","","","",""
"2508576","","","","0.005859375","0.005859375","0.005859375","","",""
"2520832","","","","0.00390625","0.00390625","0.00390625","","",""
"2521440","0","0","0","","","","","",""
"2521536","","","","","","","0","0","0"
"2533824","","","","","","","0","0","0"
"2533856","0","0","0","","","","","",""
