"Step","MDM_3 - hierarchy_use/hierarchy_selected_4","MDM_3 - hierarchy_use/hierarchy_selected_4__MIN","MDM_3 - hierarchy_use/hierarchy_selected_4__MAX","MDM_2 - hierarchy_use/hierarchy_selected_4","MDM_2 - hierarchy_use/hierarchy_selected_4__MIN","MDM_2 - hierarchy_use/hierarchy_selected_4__MAX","MDM_1 - hierarchy_use/hierarchy_selected_4","MDM_1 - hierarchy_use/hierarchy_selected_4__MIN","MDM_1 - hierarchy_use/hierarchy_selected_4__MAX"
"1479840","1","1","1","","","","","",""
"1479936","","","","1","1","1","","",""
"1484480","","","","","","","1","1","1"
"1497184","","","","","","","1","1","1"
"1497920","","","","1","1","1","","",""
"1499488","1","1","1","","","","","",""
"1510240","","","","","","","1","1","1"
"1519488","1","1","1","","","","","",""
"1519744","","","","1","1","1","","",""
"1523072","","","","","","","1","1","1"
"1535456","","","","","","","1","1","1"
"1539168","1","1","1","","","","","",""
"1539744","","","","1","1","1","","",""
"1547840","","","","","","","1","1","1"
"1559712","1","1","1","","","","","",""
"1559936","","","","1","1","1","","",""
"1561344","","","","","","","1","1","1"
"1573408","","","","","","","1","1","1"
"1579136","1","1","1","","","","","",""
"1579808","","","","1","1","1","","",""
"1587168","","","","","","","1","1","1"
"1598944","","","","0.9937499761581421","0.9937499761581421","0.9937499761581421","","",""
"1599456","1","1","1","","","","","",""
"1599680","","","","","","","1","1","1"
"1612352","","","","","","","1","1","1"
"1619520","1","1","1","","","","","",""
"1619776","","","","1","1","1","","",""
"1625568","","","","","","","1","1","1"
"1638336","","","","","","","1","1","1"
"1639904","","","","1","1","1","","",""
"1639968","1","1","1","","","","","",""
"1651104","","","","","","","1","1","1"
"1659584","","","","1","1","1","","",""
"1659840","1","1","1","","","","","",""
"1663392","","","","","","","1","1","1"
"1676672","","","","","","","1","1","1"
"1679744","","","","1","1","1","","",""
"1679936","1","1","1","","","","","",""
"1689408","","","","","","","1","1","1"
"1699488","","","","0.9937499761581421","0.9937499761581421","0.9937499761581421","","",""
"1699680","1","1","1","","","","","",""
"1702112","","","","","","","1","1","1"
"1714912","","","","","","","1","1","1"
"1719680","","","","1","1","1","","",""
"1719776","1","1","1","","","","","",""
"1727616","","","","","","","1","1","1"
"1739744","1","1","1","","","","","",""
"1739808","","","","1","1","1","","",""
"1740704","","","","","","","1","1","1"
"1753280","","","","","","","1","1","1"
"1759328","1","1","1","","","","","",""
"1759904","","","","1","1","1","","",""
"1765856","","","","","","","1","1","1"
"1778656","","","","","","","1","1","1"
"1779776","","","","1","1","1","","",""
"1779904","1","1","1","","","","","",""
"1791744","","","","","","","1","1","1"
"1799680","","","","1","1","1","","",""
"1799744","1","1","1","","","","","",""
"1804608","","","","","","","1","1","1"
"1816864","","","","","","","1","1","1"
"1818432","","","","0.987500011920929","0.987500011920929","0.987500011920929","","",""
"1818656","1","1","1","","","","","",""
"1830016","","","","","","","1","1","1"
"1839616","1","1","1","","","","","",""
"1839872","","","","1","1","1","","",""
"1841920","","","","","","","1","1","1"
"1855968","","","","","","","1","1","1"
"1859584","1","1","1","","","","","",""
"1859776","","","","0.9937499761581421","0.9937499761581421","0.9937499761581421","","",""
"1868768","","","","","","","1","1","1"
"1879264","1","1","1","","","","","",""
"1879936","","","","1","1","1","","",""
"1880832","","","","","","","1","1","1"
"1893024","","","","","","","1","1","1"
"1898752","1","1","1","","","","","",""
"1899168","","","","1","1","1","","",""
"1906112","","","","","","","1","1","1"
"1919648","","","","","","","1","1","1"
"1919904","","","","1","1","1","","",""
"1919936","1","1","1","","","","","",""
"1932256","","","","","","","1","1","1"
"1939744","","","","1","1","1","","",""
"1939776","1","1","1","","","","","",""
"1945376","","","","","","","1","1","1"
"1958048","","","","","","","1","1","1"
"1958944","","","","1","1","1","","",""
"1959968","1","1","1","","","","","",""
"1970816","","","","","","","1","1","1"
"1979488","","","","1","1","1","","",""
"1979808","1","1","1","","","","","",""
"1983744","","","","","","","1","1","1"
"1995456","","","","","","","1","1","1"
"1999584","1","1","1","","","","","",""
"1999616","","","","1","1","1","","",""
"2009344","","","","","","","1","1","1"
"2018624","","","","1","1","1","","",""
"2019872","1","1","1","","","","","",""
"2021792","","","","","","","1","1","1"
"2034560","","","","","","","1","1","1"
"2039616","1","1","1","","","","","",""
"2039712","","","","1","1","1","","",""
"2047328","","","","","","","1","1","1"
"2059200","","","","0.9937499761581421","0.9937499761581421","0.9937499761581421","","",""
"2059904","","","","","","","1","1","1"
"2059968","1","1","1","","","","","",""
"2073440","","","","","","","1","1","1"
"2079488","","","","1","1","1","","",""
"2079968","1","1","1","","","","","",""
"2084960","","","","","","","1","1","1"
"2097728","","","","","","","1","1","1"
"2099328","1","1","1","","","","","",""
"2099872","","","","1","1","1","","",""
"2111488","","","","","","","1","1","1"
"2118944","1","1","1","","","","","",""
"2119840","","","","0.987500011920929","0.987500011920929","0.987500011920929","","",""
"2124416","","","","","","","1","1","1"
"2137504","","","","","","","1","1","1"
"2139616","1","1","1","","","","","",""
"2139904","","","","1","1","1","","",""
"2150208","","","","","","","1","1","1"
"2159808","1","1","1","","","","","",""
"2159872","","","","1","1","1","","",""
"2162816","","","","","","","1","1","1"
"2175808","","","","","","","1","1","1"
"2179008","","","","0.9937499761581421","0.9937499761581421","0.9937499761581421","","",""
"2179456","1","1","1","","","","","",""
"2188288","","","","","","","1","1","1"
"2198816","","","","1","1","1","","",""
"2199456","1","1","1","","","","","",""
"2201216","","","","","","","1","1","1"
"2214304","","","","","","","1","1","1"
"2219424","","","","1","1","1","","",""
"2219776","1","1","1","","","","","",""
"2226912","","","","","","","1","1","1"
"2239168","","","","1","1","1","","",""
"2239520","","","","","","","1","1","1"
"2239648","1","1","1","","","","","",""
"2252096","","","","","","","1","1","1"
"2259648","1","1","1","","","","","",""
"2259840","","","","1","1","1","","",""
"2265024","","","","","","","1","1","1"
"2278336","","","","","","","1","1","1"
"2279712","","","","0.9937499761581421","0.9937499761581421","0.9937499761581421","","",""
"2279744","1","1","1","","","","","",""
"2290464","","","","","","","1","1","1"
"2299680","1","1","1","1","1","1","","",""
"2303232","","","","","","","1","1","1"
"2316736","","","","","","","1","1","1"
"2319104","1","1","1","","","","","",""
"2319840","","","","1","1","1","","",""
"2329472","","","","","","","1","1","1"
"2338080","","","","1","1","1","","",""
"2339776","1","1","1","","","","","",""
"2342304","","","","","","","1","1","1"
"2353952","","","","","","","1","1","1"
"2359040","","","","0.9937499761581421","0.9937499761581421","0.9937499761581421","","",""
"2359552","1","1","1","","","","","",""
"2367552","","","","","","","1","1","1"
"2379808","","","","1","1","1","","",""
"2379872","1","1","1","","","","","",""
"2380416","","","","","","","1","1","1"
"2393408","","","","","","","1","1","1"
"2398784","","","","1","1","1","","",""
"2399968","1","1","1","","","","","",""
"2406336","","","","","","","1","1","1"
"2416224","","","","","","","1","1","1"
"2419520","","","","1","1","1","","",""
"2419840","1","1","1","","","","","",""
"2431680","","","","","","","1","1","1"
"2439648","1","1","1","1","1","1","","",""
"2444672","","","","","","","1","1","1"
"2457568","","","","","","","1","1","1"
"2459904","1","1","1","0.9937499761581421","0.9937499761581421","0.9937499761581421","","",""
"2469376","","","","","","","1","1","1"
"2479520","1","1","1","","","","","",""
"2479936","","","","0.9937499761581421","0.9937499761581421","0.9937499761581421","","",""
"2483040","","","","","","","1","1","1"
"2494880","","","","","","","1","1","1"
"2499520","","","","1","1","1","","",""
"2499808","1","1","1","","","","","",""
"2508224","","","","","","","1","1","1"
"2519616","1","1","1","","","","","",""
"2519808","","","","0.9937499761581421","0.9937499761581421","0.9937499761581421","","",""
"2520992","","","","","","","1","1","1"
"2533984","","","","","","","1","1","1"
"2539520","","","","1","1","1","","",""
"2539616","1","1","1","","","","","",""
"2546400","","","","","","","1","1","1"
"2559104","","","","1","1","1","","",""
"2559232","1","1","1","","","","","",""
"2559424","","","","","","","1","1","1"
"2572384","","","","","","","1","1","1"
"2578976","","","","1","1","1","","",""
"2579808","1","1","1","","","","","",""
"2585248","","","","","","","1","1","1"
"2597184","","","","","","","1","1","1"
"2599776","","","","1","1","1","","",""
"2599936","1","1","1","","","","","",""
"2611168","","","","","","","1","1","1"
"2619424","1","1","1","","","","","",""
"2619808","","","","0.987500011920929","0.987500011920929","0.987500011920929","","",""
"2623744","","","","","","","1","1","1"
"2636352","","","","","","","1","1","1"
"2638208","1","1","1","","","","","",""
"2639680","","","","1","1","1","","",""
"2649280","","","","","","","1","1","1"
"2659136","1","1","1","","","","","",""
"2659232","","","","0.987500011920929","0.987500011920929","0.987500011920929","","",""
"2662112","","","","","","","1","1","1"
"2675168","","","","","","","1","1","1"
"2679680","1","1","1","","","","","",""
"2679904","","","","1","1","1","","",""
"2687328","","","","","","","1","1","1"
"2699808","","","","1","1","1","","",""
"2699936","1","1","1","","","","","",""
"2700448","","","","","","","1","1","1"
"2713216","","","","","","","0.994140625","0.994140625","0.994140625"
"2719200","","","","0.9937499761581421","0.9937499761581421","0.9937499761581421","","",""
"2719680","1","1","1","","","","","",""
"2726272","","","","","","","0.970703125","0.970703125","0.970703125"
"2738912","","","","","","","0.96875","0.96875","0.96875"
"2739488","1","1","1","","","","","",""
"2739840","","","","1","1","1","","",""
"2751488","","","","","","","0.97265625","0.97265625","0.97265625"
"2759072","","","","0.9937499761581421","0.9937499761581421","0.9937499761581421","","",""
"2759488","1","1","1","","","","","",""
"2763872","","","","","","","1","1","1"
"2777344","","","","","","","1","1","1"
"2779488","","","","1","1","1","","",""
"2779808","1","1","1","","","","","",""
"2790240","","","","","","","1","1","1"
"2798880","","","","0.9937499761581421","0.9937499761581421","0.9937499761581421","","",""
"2799840","1","1","1","","","","","",""
"2803136","","","","","","","1","1","1"
"2815776","","","","","","","1","1","1"
"2819744","","","","1","1","1","","",""
"2819968","1","1","1","","","","","",""
"2827584","","","","","","","1","1","1"
"2839328","1","1","1","","","","","",""
"2839968","","","","1","1","1","","",""
"2840576","","","","","","","1","1","1"
"2853728","","","","","","","1","1","1"
"2859424","","","","0.9937499761581421","0.9937499761581421","0.9937499761581421","","",""
"2859936","1","1","1","","","","","",""
"2866912","","","","","","","1","1","1"
"2878976","","","","0.9937499761581421","0.9937499761581421","0.9937499761581421","","",""
"2879360","","","","","","","1","1","1"
"2879936","1","1","1","","","","","",""
"2892608","","","","","","","1","1","1"
"2898944","","","","1","1","1","","",""
"2899936","1","1","1","","","","","",""
"2905568","","","","","","","1","1","1"
"2917728","","","","","","","1","1","1"
"2919488","","","","1","1","1","","",""
"2919744","1","1","1","","","","","",""
"2931104","","","","","","","1","1","1"
"2937888","1","1","1","","","","","",""
"2939776","","","","1","1","1","","",""
"2942624","","","","","","","1","1","1"
"2956480","","","","","","","1","1","1"
"2958624","","","","1","1","1","","",""
"2959840","1","1","1","","","","","",""
"2969568","","","","","","","1","1","1"
"2979776","1","1","1","","","","","",""
"2979808","","","","1","1","1","","",""
"2981664","","","","","","","1","1","1"
"2994144","","","","","","","1","1","1"
"2999648","","","","1","1","1","","",""
"2999808","1","1","1","","","","","",""
"3007552","","","","","","","1","1","1"
"3019136","1","1","1","","","","","",""
"3019744","","","","1","1","1","","",""
"3020512","","","","","","","1","1","1"
"3032960","","","","","","","1","1","1"
"3038592","1","1","1","","","","","",""
"3039936","","","","1","1","1","","",""
"3046080","","","","","","","1","1","1"
"3059104","","","","","","","1","1","1"
"3059360","","","","1","1","1","","",""
"3059872","1","1","1","","","","","",""
"3070656","","","","","","","1","1","1"
"3079104","","","","0.9937499761581421","0.9937499761581421","0.9937499761581421","","",""
"3079648","1","1","1","","","","","",""
"3084320","","","","","","","1","1","1"
"3096416","","","","","","","1","1","1"
"3099296","","","","1","1","1","","",""
"3099552","1","1","1","","","","","",""
"3110144","","","","","","","1","1","1"
"3119872","1","1","1","","","","","",""
"3119968","","","","1","1","1","","",""
"3122784","","","","","","","1","1","1"
"3135392","","","","","","","1","1","1"
"3135520","","","","0.9937499761581421","0.9937499761581421","0.9937499761581421","","",""
"3139904","1","1","1","","","","","",""
"3147488","","","","","","","1","1","1"
"3159680","","","","1","1","1","","",""
"3159968","1","1","1","","","","","",""
"3161152","","","","","","","1","1","1"
"3172352","","","","","","","1","1","1"
"3179712","1","1","1","","","","","",""
"3179840","","","","0.9937499761581421","0.9937499761581421","0.9937499761581421","","",""
"3186944","","","","","","","1","1","1"
"3199296","","","","0.9937499761581421","0.9937499761581421","0.9937499761581421","","",""
"3199616","1","1","1","","","","","",""
"3199968","","","","","","","1","1","1"
"3212736","","","","","","","1","1","1"
"3219552","1","1","1","","","","","",""
"3219776","","","","1","1","1","","",""
"3224096","","","","","","","1","1","1"
"3238112","","","","","","","1","1","1"
"3239840","","","","1","1","1","","",""
"3239968","1","1","1","","","","","",""
"3251104","","","","","","","1","1","1"
"3259200","1","1","1","","","","","",""
"3259680","","","","1","1","1","","",""
"3263648","","","","","","","1","1","1"
"3275360","","","","","","","1","1","1"
"3278624","","","","0.9937499761581421","0.9937499761581421","0.9937499761581421","","",""
"3279872","1","1","1","","","","","",""
"3289024","","","","","","","1","1","1"
"3299552","","","","1","1","1","","",""
"3299936","1","1","1","","","","","",""
"3302208","","","","","","","1","1","1"
"3314144","","","","","","","1","1","1"
"3319520","","","","1","1","1","","",""
"3319680","1","1","1","","","","","",""
"3327520","","","","","","","1","1","1"
"3338976","1","1","1","","","","","",""
"3339680","","","","1","1","1","","",""
"3339712","","","","","","","1","1","1"
"3353568","","","","","","","1","1","1"
"3359808","","","","1","1","1","","",""
"3359968","1","1","1","","","","","",""
"3366368","","","","","","","1","1","1"
"3378816","","","","","","","1","1","1"
"3379776","","","","1","1","1","","",""
"3379904","1","1","1","","","","","",""
"3390944","","","","","","","1","1","1"
"3399520","","","","0.9937499761581421","0.9937499761581421","0.9937499761581421","","",""
"3399648","1","1","1","","","","","",""
"3404672","","","","","","","1","1","1"
"3416576","","","","","","","1","1","1"
"3417408","1","1","1","","","","","",""
"3419744","","","","1","1","1","","",""
"3429856","","","","","","","1","1","1"
"3438816","","","","1","1","1","","",""
"3439936","1","1","1","","","","","",""
"3442976","","","","","","","1","1","1"
"3455296","","","","","","","1","1","1"
"3459808","","","","1","1","1","","",""
"3459872","1","1","1","","","","","",""
"3468544","","","","","","","1","1","1"
"3479520","","","","0.987500011920929","0.987500011920929","0.987500011920929","","",""
"3479840","1","1","1","","","","","",""
"3480192","","","","","","","1","1","1"
"3493856","","","","","","","1","1","1"
"3499456","","","","1","1","1","","",""
"3499904","1","1","1","","","","","",""
"3505952","","","","","","","1","1","1"
