"Step","MDM_3 - hierarchy_use/hierarchy_selected_3","MDM_3 - hierarchy_use/hierarchy_selected_3__MIN","MDM_3 - hierarchy_use/hierarchy_selected_3__MAX","MDM_2 - hierarchy_use/hierarchy_selected_3","MDM_2 - hierarchy_use/hierarchy_selected_3__MIN","MDM_2 - hierarchy_use/hierarchy_selected_3__MAX","MDM_1 - hierarchy_use/hierarchy_selected_3","MDM_1 - hierarchy_use/hierarchy_selected_3__MIN","MDM_1 - hierarchy_use/hierarchy_selected_3__MAX"
"279904","0.8549999594688416","0.8549999594688416","0.8549999594688416","","","","","",""
"281536","","","","","","","0","0","0"
"293824","","","","","","","0","0","0"
"299072","","","","1","1","1","","",""
"299872","0.8924999833106995","0.8924999833106995","0.8924999833106995","","","","","",""
"306560","","","","","","","0","0","0"
"319712","0.9012500047683716","0.9012500047683716","0.9012500047683716","","","","","",""
"319744","","","","1","1","1","","",""
"319776","","","","","","","0","0","0"
"331328","","","","","","","0","0","0"
"338976","","","","1","1","1","","",""
"339968","0.9024999737739563","0.9024999737739563","0.9024999737739563","","","","","",""
"345440","","","","","","","0","0","0"
"358048","","","","","","","0","0","0"
"358368","0.9487499594688416","0.9487499594688416","0.9487499594688416","","","","","",""
"359520","","","","1","1","1","","",""
"370368","","","","","","","0","0","0"
"379648","","","","1","1","1","","",""
"379744","0.9637500047683716","0.9637500047683716","0.9637500047683716","","","","","",""
"382176","","","","","","","0","0","0"
"396416","","","","","","","0","0","0"
"399552","","","","1","1","1","","",""
"399840","0.9549999833106995","0.9549999833106995","0.9549999833106995","","","","","",""
"409408","","","","","","","0","0","0"
"417984","","","","1","1","1","","",""
"419392","0.9199999570846558","0.9199999570846558","0.9199999570846558","","","","","",""
"421824","","","","","","","0","0","0"
"435104","","","","","","","0","0","0"
"439680","0.8299999833106995","0.8299999833106995","0.8299999833106995","","","","","",""
"439776","","","","0.9937499761581421","0.9937499761581421","0.9937499761581421","","",""
"447968","","","","","","","0","0","0"
"459936","0.7199999690055847","0.7199999690055847","0.7199999690055847","1","1","1","","",""
"460576","","","","","","","0","0","0"
"473184","","","","","","","0","0","0"
"479840","","","","1","1","1","","",""
"479872","0.6812499761581421","0.6812499761581421","0.6812499761581421","","","","","",""
"486112","","","","","","","0","0","0"
"499008","","","","","","","0","0","0"
"499392","","","","1","1","1","","",""
"499872","0.6599999666213989","0.6599999666213989","0.6599999666213989","","","","","",""
"510272","","","","","","","0","0","0"
"519392","","","","1","1","1","","",""
"519744","0.65625","0.65625","0.65625","","","","","",""
"522880","","","","","","","0","0","0"
"536320","","","","","","","0","0","0"
"539264","0.65625","0.65625","0.65625","","","","","",""
"539744","","","","1","1","1","","",""
"548768","","","","","","","0","0","0"
"559360","0.65625","0.65625","0.65625","","","","","",""
"559424","","","","0.9937499761581421","0.9937499761581421","0.9937499761581421","","",""
"562400","","","","","","","0","0","0"
"574752","","","","","","","0","0","0"
"578240","0.6737499833106995","0.6737499833106995","0.6737499833106995","","","","","",""
"579328","","","","1","1","1","","",""
"588672","","","","","","","0","0","0"
"599520","0.6200000047683716","0.6200000047683716","0.6200000047683716","","","","","",""
"599936","","","","0.9937499761581421","0.9937499761581421","0.9937499761581421","","",""
"600832","","","","","","","0","0","0"
"613952","","","","","","","0","0","0"
"618496","","","","1","1","1","","",""
"619808","0.5649999976158142","0.5649999976158142","0.5649999976158142","","","","","",""
"626880","","","","","","","0","0","0"
"639680","","","","1","1","1","","",""
"639808","0.4724999964237213","0.4724999964237213","0.4724999964237213","","","","","",""
"639936","","","","","","","0","0","0"
"652032","","","","","","","0","0","0"
"659904","0.29374998807907104","0.29374998807907104","0.29374998807907104","","","","","",""
"659936","","","","1","1","1","","",""
"663552","","","","","","","0","0","0"
"678240","","","","","","","0","0","0"
"679328","0.1525000035762787","0.1525000035762787","0.1525000035762787","","","","","",""
"679744","","","","1","1","1","","",""
"690880","","","","","","","0","0","0"
"699488","","","","1","1","1","","",""
"699584","0.027499999850988388","0.027499999850988388","0.027499999850988388","","","","","",""
"703648","","","","","","","0","0","0"
"716704","","","","","","","0","0","0"
"719776","0","0","0","","","","","",""
"719808","","","","1","1","1","","",""
"729504","","","","","","","0","0","0"
"738176","","","","1","1","1","","",""
"738784","0","0","0","","","","","",""
"742176","","","","","","","0","0","0"
"754432","","","","","","","0","0","0"
"759616","0","0","0","","","","","",""
"759840","","","","1","1","1","","",""
"767968","","","","","","","0","0","0"
"779488","0","0","0","","","","","",""
"779712","","","","1","1","1","","",""
"780448","","","","","","","0","0","0"
"792864","","","","","","","0","0","0"
"799296","0","0","0","","","","","",""
"799968","","","","1","1","1","","",""
"805760","","","","","","","0","0","0"
"818848","","","","","","","0","0","0"
"819488","0","0","0","","","","","",""
"819936","","","","0.9937499761581421","0.9937499761581421","0.9937499761581421","","",""
"831136","","","","","","","0","0","0"
"839680","0","0","0","","","","","",""
"839872","","","","0.9937499761581421","0.9937499761581421","0.9937499761581421","","",""
"843872","","","","","","","0","0","0"
"857504","","","","","","","0","0","0"
"859488","","","","0.987500011920929","0.987500011920929","0.987500011920929","","",""
"859968","0","0","0","","","","","",""
"868640","","","","","","","0","0","0"
"878848","0","0","0","","","","","",""
"879968","","","","1","1","1","","",""
"883008","","","","","","","0","0","0"
"895712","","","","","","","0","0","0"
"899808","","","","0.9937499761581421","0.9937499761581421","0.9937499761581421","","",""
"899968","0","0","0","","","","","",""
"908672","","","","","","","0","0","0"
"919744","0.007499999832361937","0.007499999832361937","0.007499999832361937","","","","","",""
"919808","","","","1","1","1","","",""
"921504","","","","","","","0","0","0"
"934368","","","","","","","0","0","0"
"939328","","","","0.9937499761581421","0.9937499761581421","0.9937499761581421","","",""
"939616","0.017500000074505806","0.017500000074505806","0.017500000074505806","","","","","",""
"947072","","","","","","","0","0","0"
"959232","0.023749999701976776","0.023749999701976776","0.023749999701976776","","","","","",""
"959552","","","","0.9937499761581421","0.9937499761581421","0.9937499761581421","","",""
"959936","","","","","","","0","0","0"
"970976","","","","","","","0","0","0"
"979008","","","","1","1","1","","",""
"979392","0.007499999832361937","0.007499999832361937","0.007499999832361937","","","","","",""
"984992","","","","","","","0","0","0"
"997440","","","","","","","0","0","0"
"999424","","","","1","1","1","","",""
"999744","0","0","0","","","","","",""
"1010976","","","","","","","0","0","0"
"1019488","0","0","0","","","","","",""
"1019936","","","","0.987500011920929","0.987500011920929","0.987500011920929","","",""
"1023232","","","","","","","0","0","0"
"1036448","","","","","","","0","0","0"
"1039904","","","","0.9937499761581421","0.9937499761581421","0.9937499761581421","","",""
"1039936","0","0","0","","","","","",""
"1049280","","","","","","","0","0","0"
"1059872","","","","1","1","1","","",""
"1059936","0","0","0","","","","","",""
"1061760","","","","","","","0","0","0"
"1074784","","","","","","","0","0","0"
"1078944","","","","1","1","1","","",""
"1079872","0","0","0","","","","","",""
"1087872","","","","","","","0","0","0"
"1098752","","","","1","1","1","","",""
"1099744","","","","","","","0","0","0"
"1099936","0","0","0","","","","","",""
"1112128","","","","","","","0","0","0"
"1119488","0.0024999999441206455","0.0024999999441206455","0.0024999999441206455","","","","","",""
"1119872","","","","1","1","1","","",""
"1126112","","","","","","","0","0","0"
"1138080","","","","","","","0","0","0"
"1139232","0.008750000037252903","0.008750000037252903","0.008750000037252903","","","","","",""
"1139712","","","","1","1","1","","",""
"1151040","","","","","","","0","0","0"
"1159424","0.023749999701976776","0.023749999701976776","0.023749999701976776","","","","","",""
"1159936","","","","1","1","1","","",""
"1164320","","","","","","","0","0","0"
"1177376","","","","","","","0","0","0"
"1179904","","","","1","1","1","","",""
"1179968","0.023749999701976776","0.023749999701976776","0.023749999701976776","","","","","",""
"1190080","","","","","","","0","0","0"
"1199712","","","","0.9937499761581421","0.9937499761581421","0.9937499761581421","","",""
"1199840","0.004999999888241291","0.004999999888241291","0.004999999888241291","","","","","",""
"1202656","","","","","","","0","0","0"
"1215872","","","","","","","0","0","0"
"1218432","","","","1","1","1","","",""
"1219680","0","0","0","","","","","",""
"1228736","","","","","","","0","0","0"
"1238304","0","0","0","","","","","",""
"1239424","","","","0.9937499761581421","0.9937499761581421","0.9937499761581421","","",""
"1241280","","","","","","","0","0","0"
"1253568","","","","","","","0","0","0"
"1259808","0","0","0","","","","","",""
"1259936","","","","0.9937499761581421","0.9937499761581421","0.9937499761581421","","",""
"1266176","","","","","","","0","0","0"
"1278720","","","","","","","0","0","0"
"1278944","","","","0.987500011920929","0.987500011920929","0.987500011920929","","",""
"1279712","0","0","0","","","","","",""
"1292640","","","","","","","0","0","0"
"1299552","0","0","0","","","","","",""
"1299872","","","","1","1","1","","",""
"1305056","","","","","","","0","0","0"
"1318304","","","","","","","0","0","0"
"1319328","","","","0.9937499761581421","0.9937499761581421","0.9937499761581421","","",""
"1319808","0","0","0","","","","","",""
"1331008","","","","","","","0","0","0"
"1339520","","","","1","1","1","","",""
"1339552","0","0","0","","","","","",""
"1343840","","","","","","","0","0","0"
"1356128","","","","","","","0","0","0"
"1358816","","","","1","1","1","","",""
"1359936","0","0","0","","","","","",""
"1369408","","","","","","","0","0","0"
"1378432","","","","1","1","1","","",""
"1379584","0","0","0","","","","","",""
"1381984","","","","","","","0","0","0"
"1395040","","","","","","","0","0","0"
"1399104","0","0","0","","","","","",""
"1399712","","","","1","1","1","","",""
"1405664","","","","","","","0","0","0"
"1419424","","","","1","1","1","","",""
"1419584","0","0","0","","","","","",""
"1420352","","","","","","","0","0","0"
"1433248","","","","","","","0","0","0"
"1439744","0","0","0","","","","","",""
"1439808","","","","1","1","1","","",""
"1445184","","","","","","","0","0","0"
"1458656","","","","","","","0","0","0"
"1459264","","","","1","1","1","","",""
"1459648","0","0","0","","","","","",""
"1471776","","","","","","","0","0","0"
"1479840","0","0","0","","","","","",""
"1479936","","","","0.987500011920929","0.987500011920929","0.987500011920929","","",""
"1484480","","","","","","","0","0","0"
"1497184","","","","","","","0","0","0"
"1497920","","","","1","1","1","","",""
"1499488","0","0","0","","","","","",""
"1510240","","","","","","","0","0","0"
"1519488","0","0","0","","","","","",""
"1519744","","","","1","1","1","","",""
"1523072","","","","","","","0","0","0"
"1535456","","","","","","","0","0","0"
"1539168","0","0","0","","","","","",""
"1539744","","","","1","1","1","","",""
"1547840","","","","","","","0","0","0"
"1559712","0","0","0","","","","","",""
"1559936","","","","1","1","1","","",""
"1561344","","","","","","","0","0","0"
"1573408","","","","","","","0","0","0"
"1579136","0","0","0","","","","","",""
"1579808","","","","1","1","1","","",""
"1587168","","","","","","","0","0","0"
"1598944","","","","0.9937499761581421","0.9937499761581421","0.9937499761581421","","",""
"1599456","0","0","0","","","","","",""
"1599680","","","","","","","0","0","0"
"1612352","","","","","","","0","0","0"
"1619520","0","0","0","","","","","",""
"1619776","","","","1","1","1","","",""
"1625568","","","","","","","0","0","0"
"1638336","","","","","","","0","0","0"
"1639904","","","","1","1","1","","",""
"1639968","0","0","0","","","","","",""
"1651104","","","","","","","0","0","0"
"1659584","","","","1","1","1","","",""
"1659840","0","0","0","","","","","",""
"1663392","","","","","","","0","0","0"
"1676672","","","","","","","0","0","0"
"1679744","","","","1","1","1","","",""
"1679936","0","0","0","","","","","",""
"1689408","","","","","","","0","0","0"
"1699488","","","","0.9937499761581421","0.9937499761581421","0.9937499761581421","","",""
"1699680","0","0","0","","","","","",""
"1702112","","","","","","","0","0","0"
"1714912","","","","","","","0","0","0"
"1719680","","","","1","1","1","","",""
"1719776","0","0","0","","","","","",""
"1727616","","","","","","","0","0","0"
"1739744","0","0","0","","","","","",""
"1739808","","","","1","1","1","","",""
"1740704","","","","","","","0","0","0"
"1753280","","","","","","","0","0","0"
"1759328","0","0","0","","","","","",""
"1759904","","","","1","1","1","","",""
"1765856","","","","","","","0","0","0"
"1778656","","","","","","","0","0","0"
"1779776","","","","0.9937499761581421","0.9937499761581421","0.9937499761581421","","",""
"1779904","0","0","0","","","","","",""
"1791744","","","","","","","0","0","0"
"1799680","","","","1","1","1","","",""
"1799744","0","0","0","","","","","",""
"1804608","","","","","","","0","0","0"
"1816864","","","","","","","0","0","0"
"1818432","","","","0.987500011920929","0.987500011920929","0.987500011920929","","",""
"1818656","0","0","0","","","","","",""
"1830016","","","","","","","0","0","0"
"1839616","0","0","0","","","","","",""
"1839872","","","","1","1","1","","",""
"1841920","","","","","","","0","0","0"
"1855968","","","","","","","0","0","0"
"1859584","0","0","0","","","","","",""
"1859776","","","","0.9937499761581421","0.9937499761581421","0.9937499761581421","","",""
"1868768","","","","","","","0","0","0"
"1879264","0","0","0","","","","","",""
"1879936","","","","1","1","1","","",""
"1880832","","","","","","","0","0","0"
"1893024","","","","","","","0","0","0"
"1898752","0","0","0","","","","","",""
"1899168","","","","1","1","1","","",""
"1906112","","","","","","","0","0","0"
"1919648","","","","","","","0","0","0"
"1919904","","","","1","1","1","","",""
"1919936","0","0","0","","","","","",""
"1932256","","","","","","","0","0","0"
"1939744","","","","1","1","1","","",""
"1939776","0","0","0","","","","","",""
"1945376","","","","","","","0","0","0"
"1958048","","","","","","","0","0","0"
"1958944","","","","1","1","1","","",""
"1959968","0","0","0","","","","","",""
"1970816","","","","","","","0","0","0"
"1979488","","","","1","1","1","","",""
"1979808","0","0","0","","","","","",""
"1983744","","","","","","","0","0","0"
"1995456","","","","","","","0","0","0"
"1999584","0","0","0","","","","","",""
"1999616","","","","1","1","1","","",""
"2009344","","","","","","","0","0","0"
"2018624","","","","1","1","1","","",""
"2019872","0","0","0","","","","","",""
"2021792","","","","","","","0","0","0"
"2034560","","","","","","","0","0","0"
"2039616","0","0","0","","","","","",""
"2039712","","","","1","1","1","","",""
"2047328","","","","","","","0","0","0"
"2059200","","","","0.9937499761581421","0.9937499761581421","0.9937499761581421","","",""
"2059904","","","","","","","0","0","0"
"2059968","0","0","0","","","","","",""
"2073440","","","","","","","0","0","0"
"2079488","","","","1","1","1","","",""
"2079968","0","0","0","","","","","",""
"2084960","","","","","","","0","0","0"
"2097728","","","","","","","0","0","0"
"2099328","0","0","0","","","","","",""
"2099872","","","","1","1","1","","",""
"2111488","","","","","","","0","0","0"
"2118944","0","0","0","","","","","",""
"2119840","","","","0.987500011920929","0.987500011920929","0.987500011920929","","",""
"2124416","","","","","","","0","0","0"
"2137504","","","","","","","0","0","0"
"2139616","0","0","0","","","","","",""
"2139904","","","","1","1","1","","",""
"2150208","","","","","","","0","0","0"
"2159808","0","0","0","","","","","",""
"2159872","","","","1","1","1","","",""
"2162816","","","","","","","0","0","0"
"2175808","","","","","","","0","0","0"
"2179008","","","","0.9937499761581421","0.9937499761581421","0.9937499761581421","","",""
"2179456","0","0","0","","","","","",""
"2188288","","","","","","","0","0","0"
"2198816","","","","1","1","1","","",""
"2199456","0","0","0","","","","","",""
"2201216","","","","","","","0","0","0"
"2214304","","","","","","","0","0","0"
"2219424","","","","1","1","1","","",""
"2219776","0","0","0","","","","","",""
"2226912","","","","","","","0","0","0"
"2239168","","","","1","1","1","","",""
"2239520","","","","","","","0","0","0"
"2239648","0","0","0","","","","","",""
"2252096","","","","","","","0","0","0"
"2259648","0","0","0","","","","","",""
"2259840","","","","1","1","1","","",""
"2265024","","","","","","","0","0","0"
"2278336","","","","","","","0","0","0"
"2279712","","","","0.9937499761581421","0.9937499761581421","0.9937499761581421","","",""
"2279744","0","0","0","","","","","",""
"2290464","","","","","","","0","0","0"
"2299680","0","0","0","1","1","1","","",""
"2303232","","","","","","","0","0","0"
"2316736","","","","","","","0","0","0"
"2319104","0","0","0","","","","","",""
"2319840","","","","1","1","1","","",""
"2329472","","","","","","","0","0","0"
"2338080","","","","1","1","1","","",""
"2339776","0","0","0","","","","","",""
"2342304","","","","","","","0","0","0"
"2353952","","","","","","","0","0","0"
"2359040","","","","0.9937499761581421","0.9937499761581421","0.9937499761581421","","",""
"2359552","0","0","0","","","","","",""
"2367552","","","","","","","0","0","0"
"2379808","","","","1","1","1","","",""
"2379872","0","0","0","","","","","",""
"2380416","","","","","","","0","0","0"
"2393408","","","","","","","0","0","0"
"2398784","","","","1","1","1","","",""
"2399968","0","0","0","","","","","",""
"2406336","","","","","","","0","0","0"
"2416224","","","","","","","0","0","0"
"2419520","","","","1","1","1","","",""
"2419840","0","0","0","","","","","",""
"2431680","","","","","","","0","0","0"
"2439648","0","0","0","1","1","1","","",""
"2444672","","","","","","","0","0","0"
"2457568","","","","","","","0","0","0"
"2459904","0","0","0","0.9937499761581421","0.9937499761581421","0.9937499761581421","","",""
"2469376","","","","","","","0","0","0"
"2479520","0","0","0","","","","","",""
"2479936","","","","0.9937499761581421","0.9937499761581421","0.9937499761581421","","",""
"2483040","","","","","","","0","0","0"
"2494880","","","","","","","0","0","0"
"2499520","","","","1","1","1","","",""
"2499808","0","0","0","","","","","",""
"2508224","","","","","","","0","0","0"
"2519616","0","0","0","","","","","",""
"2519808","","","","0.9937499761581421","0.9937499761581421","0.9937499761581421","","",""
"2520992","","","","","","","0","0","0"
"2533984","","","","","","","0","0","0"
"2539520","","","","1","1","1","","",""
"2539616","0","0","0","","","","","",""
"2546400","","","","","","","0","0","0"
"2559104","","","","1","1","1","","",""
"2559232","0","0","0","","","","","",""
"2559424","","","","","","","0","0","0"
"2572384","","","","","","","0","0","0"
"2578976","","","","1","1","1","","",""
"2579808","0","0","0","","","","","",""
"2585248","","","","","","","0","0","0"
"2597184","","","","","","","0","0","0"
"2599776","","","","1","1","1","","",""
"2599936","0","0","0","","","","","",""
"2611168","","","","","","","0","0","0"
"2619424","0","0","0","","","","","",""
"2619808","","","","0.987500011920929","0.987500011920929","0.987500011920929","","",""
"2623744","","","","","","","0","0","0"
"2636352","","","","","","","0","0","0"
"2638208","0","0","0","","","","","",""
"2639680","","","","1","1","1","","",""
"2649280","","","","","","","0","0","0"
"2659136","0","0","0","","","","","",""
"2659232","","","","0.987500011920929","0.987500011920929","0.987500011920929","","",""
"2662112","","","","","","","0","0","0"
"2675168","","","","","","","0","0","0"
"2679680","0","0","0","","","","","",""
"2679904","","","","1","1","1","","",""
"2687328","","","","","","","0","0","0"
"2699808","","","","1","1","1","","",""
"2699936","0","0","0","","","","","",""
"2700448","","","","","","","0","0","0"
"2713216","","","","","","","0.005859375","0.005859375","0.005859375"
"2719200","","","","0.9937499761581421","0.9937499761581421","0.9937499761581421","","",""
"2719680","0","0","0","","","","","",""
"2726272","","","","","","","0.029296875","0.029296875","0.029296875"
"2738912","","","","","","","0.029296875","0.029296875","0.029296875"
"2739488","0","0","0","","","","","",""
"2739840","","","","1","1","1","","",""
"2751488","","","","","","","0","0","0"
"2759072","","","","0.9937499761581421","0.9937499761581421","0.9937499761581421","","",""
"2759488","0","0","0","","","","","",""
"2763872","","","","","","","0","0","0"
"2777344","","","","","","","0","0","0"
"2779488","","","","1","1","1","","",""
"2779808","0","0","0","","","","","",""
"2790240","","","","","","","0","0","0"
"2798880","","","","0.9937499761581421","0.9937499761581421","0.9937499761581421","","",""
"2799840","0","0","0","","","","","",""
"2803136","","","","","","","0","0","0"
"2815776","","","","","","","0","0","0"
"2819744","","","","1","1","1","","",""
"2819968","0","0","0","","","","","",""
"2827584","","","","","","","0","0","0"
"2839328","0","0","0","","","","","",""
"2839968","","","","1","1","1","","",""
"2840576","","","","","","","0","0","0"
"2853728","","","","","","","0","0","0"
"2859424","","","","0.9937499761581421","0.9937499761581421","0.9937499761581421","","",""
"2859936","0","0","0","","","","","",""
"2866912","","","","","","","0","0","0"
"2878976","","","","0.9937499761581421","0.9937499761581421","0.9937499761581421","","",""
"2879360","","","","","","","0","0","0"
"2879936","0","0","0","","","","","",""
"2892608","","","","","","","0","0","0"
"2898944","","","","1","1","1","","",""
"2899936","0","0","0","","","","","",""
"2905568","","","","","","","0","0","0"
"2917728","","","","","","","0","0","0"
"2919488","","","","1","1","1","","",""
"2919744","0","0","0","","","","","",""
"2931104","","","","","","","0","0","0"
"2937888","0","0","0","","","","","",""
"2939776","","","","1","1","1","","",""
"2942624","","","","","","","0","0","0"
"2956480","","","","","","","0","0","0"
"2958624","","","","1","1","1","","",""
"2959840","0","0","0","","","","","",""
"2969568","","","","","","","0","0","0"
"2979776","0","0","0","","","","","",""
"2979808","","","","1","1","1","","",""
"2981664","","","","","","","0","0","0"
"2994144","","","","","","","0","0","0"
"2999648","","","","1","1","1","","",""
"2999808","0","0","0","","","","","",""
"3007552","","","","","","","0","0","0"
"3019136","0","0","0","","","","","",""
"3019744","","","","1","1","1","","",""
"3020512","","","","","","","0","0","0"
"3032960","","","","","","","0","0","0"
"3038592","0","0","0","","","","","",""
"3039936","","","","1","1","1","","",""
"3046080","","","","","","","0","0","0"
"3059104","","","","","","","0","0","0"
"3059360","","","","1","1","1","","",""
"3059872","0","0","0","","","","","",""
"3070656","","","","","","","0","0","0"
"3079104","","","","0.9937499761581421","0.9937499761581421","0.9937499761581421","","",""
"3079648","0","0","0","","","","","",""
"3084320","","","","","","","0","0","0"
"3096416","","","","","","","0","0","0"
"3099296","","","","1","1","1","","",""
"3099552","0","0","0","","","","","",""
"3110144","","","","","","","0","0","0"
"3119872","0","0","0","","","","","",""
"3119968","","","","1","1","1","","",""
"3122784","","","","","","","0","0","0"
"3135392","","","","","","","0","0","0"
"3135520","","","","0.9937499761581421","0.9937499761581421","0.9937499761581421","","",""
"3139904","0","0","0","","","","","",""
"3147488","","","","","","","0","0","0"
"3159680","","","","1","1","1","","",""
"3159968","0","0","0","","","","","",""
"3161152","","","","","","","0","0","0"
"3172352","","","","","","","0","0","0"
"3179712","0","0","0","","","","","",""
"3179840","","","","0.9937499761581421","0.9937499761581421","0.9937499761581421","","",""
"3186944","","","","","","","0","0","0"
"3199296","","","","0.9937499761581421","0.9937499761581421","0.9937499761581421","","",""
"3199616","0","0","0","","","","","",""
"3199968","","","","","","","0","0","0"
"3212736","","","","","","","0","0","0"
"3219552","0","0","0","","","","","",""
"3219776","","","","1","1","1","","",""
"3224096","","","","","","","0","0","0"
"3238112","","","","","","","0","0","0"
"3239840","","","","1","1","1","","",""
"3239968","0","0","0","","","","","",""
"3251104","","","","","","","0","0","0"
"3259200","0","0","0","","","","","",""
"3259680","","","","1","1","1","","",""
"3263648","","","","","","","0","0","0"
"3275360","","","","","","","0","0","0"
"3278624","","","","0.9937499761581421","0.9937499761581421","0.9937499761581421","","",""
"3279872","0","0","0","","","","","",""
"3289024","","","","","","","0","0","0"
"3299552","","","","1","1","1","","",""
"3299936","0","0","0","","","","","",""
"3302208","","","","","","","0","0","0"
"3314144","","","","","","","0","0","0"
"3319520","","","","1","1","1","","",""
"3319680","0","0","0","","","","","",""
"3327520","","","","","","","0","0","0"
"3338976","0","0","0","","","","","",""
"3339680","","","","1","1","1","","",""
"3339712","","","","","","","0","0","0"
"3353568","","","","","","","0","0","0"
"3359808","","","","1","1","1","","",""
"3359968","0","0","0","","","","","",""
"3366368","","","","","","","0","0","0"
"3378816","","","","","","","0","0","0"
"3379776","","","","1","1","1","","",""
"3379904","0","0","0","","","","","",""
"3390944","","","","","","","0","0","0"
"3399520","","","","0.9937499761581421","0.9937499761581421","0.9937499761581421","","",""
"3399648","0","0","0","","","","","",""
"3404672","","","","","","","0","0","0"
"3416576","","","","","","","0","0","0"
"3417408","0","0","0","","","","","",""
"3419744","","","","1","1","1","","",""
"3429856","","","","","","","0","0","0"
"3438816","","","","1","1","1","","",""
"3439936","0","0","0","","","","","",""
"3442976","","","","","","","0","0","0"
"3455296","","","","","","","0","0","0"
"3459808","","","","1","1","1","","",""
"3459872","0","0","0","","","","","",""
"3468544","","","","","","","0.005859375","0.005859375","0.005859375"
"3479520","","","","0.987500011920929","0.987500011920929","0.987500011920929","","",""
"3479840","0","0","0","","","","","",""
"3480192","","","","","","","0","0","0"
"3493856","","","","","","","0","0","0"
"3499456","","","","1","1","1","","",""
"3499904","0","0","0","","","","","",""
"3505952","","","","","","","0.005859375","0.005859375","0.005859375"
"3518560","","","","1","1","1","","",""
"3519936","0","0","0","","","","0","0","0"
"3531072","","","","","","","0","0","0"
"3539680","0","0","0","","","","","",""
"3539968","","","","1","1","1","","",""
"3545376","","","","","","","0","0","0"
"3557408","","","","","","","0.005859375","0.005859375","0.005859375"
"3559520","0","0","0","","","","","",""
"3559776","","","","0.9937499761581421","0.9937499761581421","0.9937499761581421","","",""
"3570304","","","","","","","0","0","0"
"3579392","0","0","0","","","","","",""
"3579872","","","","1","1","1","","",""
"3583008","","","","","","","0","0","0"
"3596704","","","","","","","0","0","0"
"3599264","","","","1","1","1","","",""
"3599488","0","0","0","","","","","",""
"3609280","","","","","","","0","0","0"
"3618560","","","","1","1","1","","",""
"3618592","0","0","0","","","","","",""
"3622272","","","","","","","0.001953125","0.001953125","0.001953125"
"3634688","","","","","","","0.0078125","0.0078125","0.0078125"
"3639424","","","","1","1","1","","",""
"3639712","0","0","0","","","","","",""
"3647680","","","","","","","0.001953125","0.001953125","0.001953125"
"3658240","0","0","0","","","","","",""
"3659360","","","","1","1","1","","",""
