"Step","a3c_Gravitar_runseed=0 - training/episode/reward","a3c_Gravitar_runseed=0 - training/episode/reward__MIN","a3c_Gravitar_runseed=0 - training/episode/reward__MAX"
"60087488","0","0","0"
"60088480","850","850","850"
"60089312","200","200","200"
"60092512","250","250","250"
"60093600","450","450","450"
"60093984","500","500","500"
"60094432","450","450","450"
"60095648","350","350","350"
"60095872","500","500","500"
"60096000","350","350","350"
"60096256","250","250","250"
"60098656","100","100","100"
"60098720","0","0","0"
"60098944","450","450","450"
"60100096","0","0","0"
"60100704","250","250","250"
"60100864","100","100","100"
"60102016","600","600","600"
"60102688","250","250","250"
"60104800","250","250","250"
"60105376","700","700","700"
"60106528","100","100","100"
"60107136","0","0","0"
"60107456","700","700","700"
"60108448","250","250","250"
"60111840","0","0","0"
"60112800","250","250","250"
"60114528","500","500","500"
"60116256","350","350","350"
"60116416","0","0","0"
"60116576","250","250","250"
"60116736","300","300","300"
"60117536","350","350","350"
"60117568","100","100","100"
"60120992","250","250","250"
"60122208","200","200","200"
"60122752","0","0","0"
"60123136","0","0","0"
"60124032","100","100","100"
"60125440","0","0","0"
"60126208","100","100","100"
"60127552","600","600","600"
"60127712","100","100","100"
"60129664","250","250","250"
"60130976","0","0","0"
"60131264","0","0","0"
"60131712","0","0","0"
"60132096","0","0","0"
"60134208","0","0","0"
"60135104","100","100","100"
"60135328","0","0","0"
"60136096","0","0","0"
"60137824","600","600","600"
"60138944","250","250","250"
"60139360","200","200","200"
"60140640","100","100","100"
"60141056","250","250","250"
"60142880","0","0","0"
"60142976","250","250","250"
"60144384","0","0","0"
"60146464","250","250","250"
"60147904","100","100","100"
"60148864","500","500","500"
"60149184","450","450","450"
"60149280","200","200","200"
"60150720","250","250","250"
"60151040","100","100","100"
"60151072","350","350","350"
"60151296","100","100","100"
"60152064","100","100","100"
"60153152","250","250","250"
"60154176","250","250","250"
"60155712","100","100","100"
"60155872","100","100","100"
"60156320","0","0","0"
"60156544","450","450","450"
"60157536","100","100","100"
"60159552","350","350","350"
"60159872","500","500","500"
"60159968","500","500","500"
"60160480","100","100","100"
"60161568","0","0","0"
"60162016","250","250","250"
"60163584","500","500","500"
"60165184","0","0","0"
"60168256","350","350","350"
"60168672","600","600","600"
"60169408","0","0","0"
"60170176","250","250","250"
"60171168","250","250","250"
"60171680","600","600","600"
"60175424","500","500","500"
"60175488","350","350","350"
"60176032","200","200","200"
"60176640","0","0","0"
"60176992","250","250","250"
"60178400","350","350","350"
"60179360","100","100","100"
"60179840","0","0","0"
"60180192","350","350","350"
"60181056","500","500","500"
"60182016","0","0","0"
"60183200","250","250","250"
"60185184","250","250","250"
"60186592","200","200","200"
"60188608","250","250","250"
"60191552","250","250","250"
"60192128","350","350","350"
"60192320","100","100","100"
"60193024","600","600","600"
"60193120","250","250","250"
"60193248","500","500","500"
"60194784","350","350","350"
"60197056","450","450","450"
"60198080","350","350","350"
"60198528","0","0","0"
"60199104","0","0","0"
"60199456","0","0","0"
"60199712","600","600","600"
"60200032","0","0","0"
"60200096","0","0","0"
"60200416","250","250","250"
"60202560","100","100","100"
"60202592","350","350","350"
"60204160","250","250","250"
"60204192","250","250","250"
"60205824","250","250","250"
"60206112","0","0","0"
"60207648","250","250","250"
"60208544","500","500","500"
"60212704","0","0","0"
"60212832","0","0","0"
"60213184","450","450","450"
"60213984","500","500","500"
"60215840","0","0","0"
"60218112","0","0","0"
"60218272","100","100","100"
"60219392","0","0","0"
"60219584","250","250","250"
"60220096","0","0","0"
"60220416","0","0","0"
"60220704","600","600","600"
"60221600","850","850","850"
"60221792","350","350","350"
"60222176","0","0","0"
"60224576","250","250","250"
"60224736","350","350","350"
"60227744","250","250","250"
"60231200","100","100","100"
"60232352","350","350","350"
"60234048","700","700","700"
"60234112","0","0","0"
"60235200","350","350","350"
"60236096","100","100","100"
"60236384","0","0","0"
"60237984","0","0","0"
"60239744","500","500","500"
"60241344","0","0","0"
"60241568","800","800","800"
"60241632","0","0","0"
"60242464","0","0","0"
"60242528","350","350","350"
"60243040","850","850","850"
"60246624","800","800","800"
"60247328","0","0","0"
"60247424","250","250","250"
"60249376","500","500","500"
"60249408","100","100","100"
"60249952","0","0","0"
"60250048","0","0","0"
"60250080","0","0","0"
"60251616","0","0","0"
"60253088","850","850","850"
"60253824","350","350","350"
"60254112","500","500","500"
"60255232","0","0","0"
"60256928","950","950","950"
"60257248","250","250","250"
"60258368","0","0","0"
"60259968","0","0","0"
"60260864","600","600","600"
"60261056","350","350","350"
"60261184","350","350","350"
"60262432","350","350","350"
"60262592","550","550","550"
"60262784","0","0","0"
"60267168","0","0","0"
"60267520","100","100","100"
"60269376","0","0","0"
"60270016","250","250","250"
"60270048","250","250","250"
"60272576","500","500","500"
"60272736","0","0","0"
"60272928","450","450","450"
"60273056","950","950","950"
"60273248","250","250","250"
"60273632","250","250","250"
"60274144","100","100","100"
"60275168","100","100","100"
"60275328","0","0","0"
"60276064","250","250","250"
"60276416","500","500","500"
"60279872","100","100","100"
"60281280","0","0","0"
"60283136","250","250","250"
"60284512","500","500","500"
"60285408","100","100","100"
"60288192","100","100","100"
"60288416","250","250","250"
"60288768","500","500","500"
"60288928","250","250","250"
"60289888","200","200","200"
"60290240","600","600","600"
"60290400","100","100","100"
"60291136","0","0","0"
"60292992","0","0","0"
"60293024","500","500","500"
"60293184","0","0","0"
"60293664","250","250","250"
"60293728","450","450","450"
"60293984","350","350","350"
"60294912","600","600","600"
"60297504","0","0","0"
"60298848","250","250","250"
"60300096","350","350","350"
"60300320","0","0","0"
"60301376","450","450","450"
"60303744","350","350","350"
"60305920","0","0","0"
"60306304","0","0","0"
"60306400","350","350","350"
"60307072","500","500","500"
"60307584","0","0","0"
"60308128","250","250","250"
"60309600","750","750","750"
"60312608","500","500","500"
"60313568","0","0","0"
"60313952","250","250","250"
"60314080","800","800","800"
"60314208","0","0","0"
"60316128","0","0","0"
"60317440","250","250","250"
"60319872","350","350","350"
"60319968","0","0","0"
"60320064","850","850","850"
"60322656","350","350","350"
"60323200","0","0","0"
"60324992","700","700","700"
"60325760","500","500","500"
"60326208","250","250","250"
"60327072","250","250","250"
"60327136","250","250","250"
"60327808","600","600","600"
"60328320","0","0","0"
"60328576","350","350","350"
"60330496","0","0","0"
"60330624","250","250","250"
"60331808","100","100","100"
"60333376","600","600","600"
"60333632","500","500","500"
"60334592","350","350","350"
"60336416","0","0","0"
"60337184","600","600","600"
"60337344","100","100","100"
"60337696","1050","1050","1050"
"60340864","550","550","550"
"60343776","650","650","650"
"60345760","250","250","250"
"60346016","0","0","0"
"60346880","350","350","350"
"60347296","500","500","500"
"60347328","250","250","250"
"60348224","800","800","800"
"60349984","0","0","0"
"60351488","250","250","250"
"60352192","600","600","600"
"60354144","100","100","100"
"60355520","600","600","600"
"60359136","0","0","0"
"60359328","600","600","600"
"60362016","100","100","100"
"60362528","200","200","200"
"60362912","850","850","850"
"60363200","750","750","750"
"60365216","250","250","250"
"60365536","500","500","500"
"60365664","100","100","100"
"60367872","100","100","100"
"60369728","0","0","0"
"60370560","500","500","500"
"60370624","250","250","250"
"60370912","0","0","0"
"60370976","250","250","250"
"60374720","100","100","100"
"60375072","250","250","250"
"60375200","100","100","100"
"60375712","500","500","500"
"60377312","0","0","0"
"60377600","0","0","0"
"60379328","200","200","200"
"60381536","350","350","350"
"60382848","100","100","100"
"60383200","350","350","350"
"60384032","500","500","500"
"60384448","550","550","550"
"60384480","600","600","600"
"60384864","0","0","0"
"60387744","0","0","0"
"60387968","0","0","0"
"60389952","350","350","350"
"60391296","450","450","450"
"60391744","600","600","600"
"60392928","100","100","100"
"60394400","600","600","600"
"60398688","550","550","550"
"60399936","0","0","0"
"60401184","0","0","0"
"60401344","600","600","600"
"60401632","600","600","600"
"60401920","250","250","250"
"60402464","250","250","250"
"60404512","250","250","250"
"60404544","350","350","350"
"60407360","0","0","0"
"60409056","850","850","850"
"60411040","0","0","0"
"60411456","350","350","350"
"60411520","250","250","250"
"60412704","350","350","350"
"60416064","350","350","350"
"60416960","0","0","0"
"60417632","0","0","0"
"60418976","350","350","350"
"60419008","0","0","0"
"60419296","0","0","0"
"60419744","500","500","500"
"60420160","350","350","350"
"60420256","200","200","200"
"60420576","0","0","0"
"60420640","0","0","0"
"60421664","250","250","250"
"60421920","0","0","0"
"60423328","250","250","250"
"60425248","0","0","0"
"60425696","0","0","0"
"60426688","500","500","500"
"60427840","750","750","750"
"60428480","0","0","0"
"60429760","250","250","250"
"60429952","300","300","300"
"60430176","250","250","250"
"60430880","550","550","550"
"60431040","500","500","500"
"60431104","0","0","0"
"60432704","0","0","0"
"60434336","250","250","250"
"60436896","700","700","700"
"60438688","100","100","100"
"60438880","0","0","0"
"60439040","250","250","250"
"60439136","250","250","250"
"60439520","250","250","250"
"60440352","450","450","450"
"60440640","2350","2350","2350"
"60441184","600","600","600"
"60443200","350","350","350"
"60443936","100","100","100"
"60445856","600","600","600"
"60446112","100","100","100"
"60446208","100","100","100"
"60447008","250","250","250"
"60447744","100","100","100"
"60448640","250","250","250"
"60449664","100","100","100"
"60449792","100","100","100"
"60450688","250","250","250"
"60451520","600","600","600"
"60452000","250","250","250"
"60452224","0","0","0"
"60452896","900","900","900"
"60453888","0","0","0"
"60454528","100","100","100"
"60454560","350","350","350"
"60455552","200","200","200"
"60456800","450","450","450"
"60456960","0","0","0"
"60456992","200","200","200"
"60457152","500","500","500"
"60457312","950","950","950"
"60457824","350","350","350"
"60458208","600","600","600"
"60458528","250","250","250"
"60459040","600","600","600"
"60462880","250","250","250"
"60463840","100","100","100"
"60464672","100","100","100"
"60464736","350","350","350"
"60467840","350","350","350"
"60468128","600","600","600"
"60471360","0","0","0"
"60471616","600","600","600"
"60471680","250","250","250"
"60473600","600","600","600"
"60474848","250","250","250"
"60475200","750","750","750"
"60475264","600","600","600"
"60476256","450","450","450"
"60476992","0","0","0"
"60477088","250","250","250"
"60477600","250","250","250"
"60479104","100","100","100"
"60479840","250","250","250"
"60483392","450","450","450"
"60484224","0","0","0"
"60484320","0","0","0"
"60484928","700","700","700"
"60484960","0","0","0"
"60485792","250","250","250"
"60485856","750","750","750"
"60487328","450","450","450"
"60487424","250","250","250"
"60489664","0","0","0"
"60490752","250","250","250"
"60491104","0","0","0"
"60491808","500","500","500"
"60491904","200","200","200"
"60492928","100","100","100"
"60493472","0","0","0"
"60494272","0","0","0"
"60494656","350","350","350"
"60495904","250","250","250"
"60496128","0","0","0"
"60496512","100","100","100"
"60496608","0","0","0"
"60497152","700","700","700"
"60499840","0","0","0"
"60500992","250","250","250"
"60501824","0","0","0"
"60503296","600","600","600"
"60504032","100","100","100"
"60504288","0","0","0"
"60505920","350","350","350"
"60506368","0","0","0"
"60507456","100","100","100"
"60509408","0","0","0"
"60510432","500","500","500"
"60511040","100","100","100"
"60511136","750","750","750"
"60511616","700","700","700"
"60511680","200","200","200"
"60511808","0","0","0"
"60514464","600","600","600"
"60516896","350","350","350"
"60517856","0","0","0"
"60518048","700","700","700"
"60519328","350","350","350"
"60520384","250","250","250"
"60522368","500","500","500"
"60523360","700","700","700"
"60523936","350","350","350"
"60524160","350","350","350"
"60524704","500","500","500"
"60528416","350","350","350"
"60528480","100","100","100"
"60528896","250","250","250"
"60529024","100","100","100"
"60529472","500","500","500"
"60530816","0","0","0"
"60531552","600","600","600"
"60532096","500","500","500"
"60533920","100","100","100"
"60534304","350","350","350"
"60534400","100","100","100"
"60534624","700","700","700"
"60535808","0","0","0"
"60536480","250","250","250"
"60538240","600","600","600"
"60541952","0","0","0"
"60542176","100","100","100"
"60543136","450","450","450"
"60543552","200","200","200"
"60545888","500","500","500"
"60547136","250","250","250"
"60547616","550","550","550"
"60548096","0","0","0"
"60550304","100","100","100"
"60552928","0","0","0"
"60553408","250","250","250"
"60554080","250","250","250"
"60554176","350","350","350"
"60554816","100","100","100"
"60556192","100","100","100"
"60556256","250","250","250"
"60557856","100","100","100"
"60558368","600","600","600"
"60559968","0","0","0"
"60560608","2200","2200","2200"
"60561280","300","300","300"
"60562272","250","250","250"
"60562336","600","600","600"
"60565184","100","100","100"
"60565536","0","0","0"
"60566080","450","450","450"
"60566976","0","0","0"
"60568096","100","100","100"
"60568576","350","350","350"
"60568832","100","100","100"
"60569120","350","350","350"
"60569664","250","250","250"
"60570144","600","600","600"
"60570784","700","700","700"
"60571008","500","500","500"
"60573536","200","200","200"
"60574400","0","0","0"
"60574656","0","0","0"
"60574848","250","250","250"
"60577632","250","250","250"
"60578720","0","0","0"
"60579136","600","600","600"
"60580864","600","600","600"
"60582944","200","200","200"
"60583456","200","200","200"
"60583872","100","100","100"
"60584416","0","0","0"
"60584960","350","350","350"
"60586080","250","250","250"
"60588000","350","350","350"
"60588032","250","250","250"
"60589056","500","500","500"
"60589472","350","350","350"
"60589856","250","250","250"
"60591104","250","250","250"
"60592256","0","0","0"
"60593280","350","350","350"
"60593568","250","250","250"
"60593600","0","0","0"
"60595872","0","0","0"
"60596480","250","250","250"
"60596512","250","250","250"
"60596736","600","600","600"
"60600896","600","600","600"
"60601824","350","350","350"
"60601984","250","250","250"
"60604512","250","250","250"
"60606016","0","0","0"
"60607072","500","500","500"
"60607584","250","250","250"
"60608576","100","100","100"
"60609984","450","450","450"
"60610464","500","500","500"
"60611264","250","250","250"
"60611808","250","250","250"
"60612064","250","250","250"
"60612608","450","450","450"
"60612736","350","350","350"
"60614176","500","500","500"
"60614784","100","100","100"
"60616128","0","0","0"
"60616800","250","250","250"
"60617024","0","0","0"
"60619552","550","550","550"
"60619648","500","500","500"
"60620224","250","250","250"
"60621088","0","0","0"
"60622496","600","600","600"
"60624544","350","350","350"
"60625184","350","350","350"
"60626720","450","450","450"
"60627200","250","250","250"
"60628320","250","250","250"
"60628352","250","250","250"
"60629312","0","0","0"
"60629344","250","250","250"
"60630080","250","250","250"
"60631360","600","600","600"
"60631456","0","0","0"
"60633216","350","350","350"
"60633600","0","0","0"
"60634432","250","250","250"
"60635296","0","0","0"
"60636384","0","0","0"
"60636864","350","350","350"
"60637024","500","500","500"
"60642432","600","600","600"
"60645248","350","350","350"
"60645728","200","200","200"
"60646976","350","350","350"
"60648128","0","0","0"
"60648480","500","500","500"
"60651040","0","0","0"
"60653792","0","0","0"
"60654560","500","500","500"
"60655040","250","250","250"
"60655968","250","250","250"
"60658496","0","0","0"
"60659648","0","0","0"
"60659904","700","700","700"
"60661056","500","500","500"
"60661376","850","850","850"
"60661600","450","450","450"
"60662496","500","500","500"
"60665472","350","350","350"
"60665728","0","0","0"
"60665760","250","250","250"
"60666304","0","0","0"
"60666656","450","450","450"
"60668384","700","700","700"
"60669120","100","100","100"
"60673120","300","300","300"
"60674208","0","0","0"
"60675104","800","800","800"
"60675200","850","850","850"
"60676608","0","0","0"
"60677152","0","0","0"
"60677344","100","100","100"
"60678752","0","0","0"
"60679104","500","500","500"
"60680544","100","100","100"
"60681088","0","0","0"
"60682144","500","500","500"
"60685184","550","550","550"
"60685792","250","250","250"
"60685920","500","500","500"
"60687008","250","250","250"
"60687456","0","0","0"
"60687872","200","200","200"
"60691360","0","0","0"
"60691904","250","250","250"
"60692256","0","0","0"
"60693856","500","500","500"
"60695232","550","550","550"
"60695840","250","250","250"
"60696416","100","100","100"
"60696672","200","200","200"
"60697280","350","350","350"
"60697632","450","450","450"
"60698272","250","250","250"
"60699968","250","250","250"
"60702176","250","250","250"
"60703072","500","500","500"
"60706016","0","0","0"
"60706112","450","450","450"
"60707328","700","700","700"
"60707840","350","350","350"
"60707904","250","250","250"
"60708064","100","100","100"
"60709696","250","250","250"
"60710560","350","350","350"
"60710592","700","700","700"
"60711232","100","100","100"
"60712128","100","100","100"
"60713248","0","0","0"
"60713472","0","0","0"
"60715072","0","0","0"
"60716768","0","0","0"
"60716928","250","250","250"
"60717216","250","250","250"
"60718784","0","0","0"
"60719616","100","100","100"
"60720288","900","900","900"
"60721152","250","250","250"
"60722080","250","250","250"
"60724160","100","100","100"
"60724608","800","800","800"
"60725632","0","0","0"
"60726688","0","0","0"
"60726880","450","450","450"
"60727712","250","250","250"
"60728128","500","500","500"
"60728256","350","350","350"
"60731328","350","350","350"
"60731520","100","100","100"
"60731616","450","450","450"
"60733632","800","800","800"
"60736352","0","0","0"
"60736928","600","600","600"
"60737024","600","600","600"
"60737984","250","250","250"
"60738016","500","500","500"
"60738912","0","0","0"
"60739616","250","250","250"
"60743328","100","100","100"
"60744256","250","250","250"
"60746560","0","0","0"
"60747712","200","200","200"
"60748416","800","800","800"
"60749568","250","250","250"
"60750176","250","250","250"
"60750272","250","250","250"
"60751200","250","250","250"
"60752832","600","600","600"
"60752928","100","100","100"
"60753856","0","0","0"
"60753888","100","100","100"
"60756320","250","250","250"
"60758080","0","0","0"
"60759968","850","850","850"
"60760896","0","0","0"
"60761504","0","0","0"
"60762176","250","250","250"
"60764096","0","0","0"
"60764192","100","100","100"
"60765344","100","100","100"
"60768352","600","600","600"
"60768768","700","700","700"
"60769280","100","100","100"
"60770016","450","450","450"
"60770048","100","100","100"
"60772000","100","100","100"
"60773088","0","0","0"
"60774976","750","750","750"
"60775680","350","350","350"
"60776160","100","100","100"
"60777920","0","0","0"
"60778144","250","250","250"
"60779680","450","450","450"
"60780384","700","700","700"
"60781184","0","0","0"
"60781696","250","250","250"
"60784512","800","800","800"
"60785344","100","100","100"
"60785504","350","350","350"
"60788896","250","250","250"
"60789600","0","0","0"
"60789984","0","0","0"
"60791168","350","350","350"
"60791328","250","250","250"
"60791872","550","550","550"
"60793056","600","600","600"
"60793216","100","100","100"
"60797888","850","850","850"
"60798336","250","250","250"
"60798368","200","200","200"
"60798784","450","450","450"
"60799136","500","500","500"
"60800448","250","250","250"
"60801024","100","100","100"
"60803744","250","250","250"
"60804160","100","100","100"
"60808992","350","350","350"
"60809408","0","0","0"
"60809824","250","250","250"
"60810816","100","100","100"
"60812288","100","100","100"
"60812320","550","550","550"
"60812608","450","450","450"
"60812928","250","250","250"
"60813056","250","250","250"
"60813120","0","0","0"
"60814816","200","200","200"
"60815424","350","350","350"
"60816128","250","250","250"
"60818208","100","100","100"
"60820000","850","850","850"
"60821440","350","350","350"
"60823968","350","350","350"
"60825056","0","0","0"
"60827200","100","100","100"
"60828128","100","100","100"
"60828256","600","600","600"
"60829568","250","250","250"
"60830176","100","100","100"
"60830304","0","0","0"
"60830400","100","100","100"
"60830432","0","0","0"
"60830528","0","0","0"
"60831296","0","0","0"
"60834784","100","100","100"
"60835296","550","550","550"
"60837120","100","100","100"
"60837472","600","600","600"
"60838336","600","600","600"
"60838752","250","250","250"
"60839136","200","200","200"
"60842048","250","250","250"
"60842688","100","100","100"
"60842752","800","800","800"
"60848448","350","350","350"
"60849216","0","0","0"
"60849856","350","350","350"
"60849984","550","550","550"
"60850368","250","250","250"
"60851072","250","250","250"
"60851776","250","250","250"
"60852160","250","250","250"
"60852736","250","250","250"
"60853024","350","350","350"
"60854432","500","500","500"
"60857664","250","250","250"
"60857856","100","100","100"
"60858272","0","0","0"
"60859584","0","0","0"
"60860928","250","250","250"
"60863040","850","850","850"
"60863488","0","0","0"
"60867424","100","100","100"
"60867680","0","0","0"
"60867744","450","450","450"
"60870240","250","250","250"
"60870720","0","0","0"
"60870816","0","0","0"
"60871936","0","0","0"
"60872704","0","0","0"
"60873856","250","250","250"
"60874496","350","350","350"
"60876960","0","0","0"
"60877216","200","200","200"
"60878048","500","500","500"
"60880160","0","0","0"
"60882272","100","100","100"
"60885408","0","0","0"
"60885536","350","350","350"
"60888352","500","500","500"
"60888512","750","750","750"
"60889312","700","700","700"
"60889536","0","0","0"
"60889696","700","700","700"
"60891392","500","500","500"
"60892256","100","100","100"
"60894368","250","250","250"
"60896032","350","350","350"
"60897088","0","0","0"
"60897184","200","200","200"
"60897728","750","750","750"
"60898688","100","100","100"
"60899840","0","0","0"
"60902240","100","100","100"
"60903520","600","600","600"
"60903552","0","0","0"
"60904000","0","0","0"
"60904832","100","100","100"
"60905344","0","0","0"
"60905920","250","250","250"
"60906784","250","250","250"
"60907520","250","250","250"
"60908352","350","350","350"
"60908512","0","0","0"
"60908704","350","350","350"
"60908832","200","200","200"
"60910816","450","450","450"
"60910880","0","0","0"
"60913824","500","500","500"
"60914368","850","850","850"
"60916832","100","100","100"
"60916864","0","0","0"
"60917664","250","250","250"
"60919584","350","350","350"
"60920384","0","0","0"
"60922688","0","0","0"
"60923104","700","700","700"
"60923168","600","600","600"
"60926400","0","0","0"
"60926944","250","250","250"
"60927680","0","0","0"
"60928224","450","450","450"
"60928544","0","0","0"
"60929248","600","600","600"
"60929760","250","250","250"
"60932000","600","600","600"
"60934272","850","850","850"
"60935008","0","0","0"
"60936832","350","350","350"
"60938176","450","450","450"
"60938272","0","0","0"
"60942720","600","600","600"
"60946816","550","550","550"
"60946944","0","0","0"
"60948128","250","250","250"
"60948576","600","600","600"
"60949888","0","0","0"
"60951840","250","250","250"
"60953280","100","100","100"
"60954016","0","0","0"
"60954784","0","0","0"
"60954944","450","450","450"
"60955488","500","500","500"
"60956416","200","200","200"
"60956928","250","250","250"
"60957056","350","350","350"
"60957536","0","0","0"
"60957792","350","350","350"
"60959904","0","0","0"
"60960128","600","600","600"
"60962048","0","0","0"
"60962144","600","600","600"
"60962976","500","500","500"
"60963744","0","0","0"
"60965024","250","250","250"
"60965056","0","0","0"
"60965248","0","0","0"
"60966432","350","350","350"
"60966720","100","100","100"
"60967104","500","500","500"
"60968192","600","600","600"
"60968640","100","100","100"
"60969568","0","0","0"
"60971200","350","350","350"
"60971520","0","0","0"
"60973472","300","300","300"
"60975488","100","100","100"
"60978016","250","250","250"
"60978912","100","100","100"
"60979328","0","0","0"
"60979424","250","250","250"
"60980672","0","0","0"
"60980800","450","450","450"
"60982464","350","350","350"
"60984256","100","100","100"
"60984736","0","0","0"
"60985312","100","100","100"
"60985504","0","0","0"
"60986144","0","0","0"
"60986720","250","250","250"
"60987744","100","100","100"
"60988160","0","0","0"
"60989056","250","250","250"
"60991776","450","450","450"
"60992320","350","350","350"
"60992768","250","250","250"
"60994432","0","0","0"
"60995136","0","0","0"
"60997088","250","250","250"
"60997216","0","0","0"
"60997632","350","350","350"
"60997696","350","350","350"
"60997952","0","0","0"
"61000064","250","250","250"
"61000192","0","0","0"
"61001888","450","450","450"
"61003232","0","0","0"
"61004160","600","600","600"
"61004704","200","200","200"
"61004960","0","0","0"
"61005344","500","500","500"
"61007584","0","0","0"
"61007776","0","0","0"
"61009248","450","450","450"
"61011584","250","250","250"
"61011904","350","350","350"
"61013056","200","200","200"
"61014112","0","0","0"
"61015136","350","350","350"
"61015328","700","700","700"
"61016032","250","250","250"
"61016192","200","200","200"
"61016864","250","250","250"
"61019040","500","500","500"
"61019072","200","200","200"
"61019328","700","700","700"
"61019488","100","100","100"
"61019904","100","100","100"
"61020864","100","100","100"
"61021792","0","0","0"
"61023776","500","500","500"
"61024480","0","0","0"
"61024768","250","250","250"
"61024832","100","100","100"
"61027680","0","0","0"
"61029184","0","0","0"
"61029792","0","0","0"
"61032256","350","350","350"
"61034208","0","0","0"
"61034336","0","0","0"
"61034880","350","350","350"
"61034944","700","700","700"
"61035168","0","0","0"
"61035264","100","100","100"
"61036672","350","350","350"
"61036928","350","350","350"
"61037888","100","100","100"
"61039136","250","250","250"
"61039392","250","250","250"
"61040320","0","0","0"
"61040672","350","350","350"
"61041600","850","850","850"
"61042048","350","350","350"
"61042528","350","350","350"
"61044160","0","0","0"
"61044352","250","250","250"
"61044864","950","950","950"
"61047584","350","350","350"
"61049248","550","550","550"
"61049472","250","250","250"
"61051360","200","200","200"
"61053152","0","0","0"
"61054208","250","250","250"
"61055392","350","350","350"
"61055552","0","0","0"
"61055776","350","350","350"
"61056064","100","100","100"
"61057408","100","100","100"
"61058656","100","100","100"
"61059392","200","200","200"
"61059552","0","0","0"
"61060832","450","450","450"
"61060864","350","350","350"
"61060928","250","250","250"
"61061856","100","100","100"
"61062560","450","450","450"
"61064160","350","350","350"
"61066784","250","250","250"
"61068160","0","0","0"
"61068512","500","500","500"
"61068800","100","100","100"
"61069600","100","100","100"
"61071680","250","250","250"
"61071744","550","550","550"
"61072576","350","350","350"
"61073760","600","600","600"
"61074560","100","100","100"
"61074816","250","250","250"
"61075488","0","0","0"
"61077728","450","450","450"
"61077920","100","100","100"
"61078432","100","100","100"
"61078848","250","250","250"
"61079200","800","800","800"
"61080672","500","500","500"
"61083456","0","0","0"
"61084640","0","0","0"
"61087712","0","0","0"
"61087776","750","750","750"
"61088832","300","300","300"
"61089184","600","600","600"
"61089504","600","600","600"
"61089760","550","550","550"
"61091168","450","450","450"
"61092160","550","550","550"
"61092416","100","100","100"
"61092960","100","100","100"
"61093920","250","250","250"
"61096288","0","0","0"
"61097568","500","500","500"
"61098144","0","0","0"
"61098560","200","200","200"
"61100096","0","0","0"
"61103296","950","950","950"
"61103456","450","450","450"
"61103776","250","250","250"
"61104576","450","450","450"
"61105472","100","100","100"
"61105888","250","250","250"
"61106144","0","0","0"
"61107328","250","250","250"
"61109344","0","0","0"
"61111840","550","550","550"
"61112416","0","0","0"
"61113024","100","100","100"
"61113152","0","0","0"
"61115168","250","250","250"
"61116096","0","0","0"
"61116544","0","0","0"
"61116608","350","350","350"
"61117888","500","500","500"
"61119104","250","250","250"
"61119968","0","0","0"
"61120096","100","100","100"
"61122336","350","350","350"
"61122720","250","250","250"
"61126048","700","700","700"
"61126176","0","0","0"
"61127520","600","600","600"
"61128480","450","450","450"
"61129248","250","250","250"
"61130752","250","250","250"
"61130880","0","0","0"
"61130976","250","250","250"
"61132576","500","500","500"
"61132864","100","100","100"
"61135296","850","850","850"
"61136928","400","400","400"
"61137184","100","100","100"
"61137920","550","550","550"
"61138880","0","0","0"
"61140000","100","100","100"
"61143040","250","250","250"
"61143104","0","0","0"
"61145376","0","0","0"
"61146368","550","550","550"
"61147136","500","500","500"
"61147296","0","0","0"
"61148736","100","100","100"
"61150304","0","0","0"
"61150400","100","100","100"
"61152032","0","0","0"
"61152672","600","600","600"
"61152832","250","250","250"
"61153216","100","100","100"
"61153536","0","0","0"
"61156512","100","100","100"
"61157088","250","250","250"
"61158880","0","0","0"
"61160352","950","950","950"
"61161728","100","100","100"
"61163008","250","250","250"
"61163328","850","850","850"
"61163552","500","500","500"
"61165216","0","0","0"
"61165792","500","500","500"
"61166336","350","350","350"
"61167200","250","250","250"
"61167936","250","250","250"
"61168704","600","600","600"
"61168832","0","0","0"
"61168864","100","100","100"
"61169088","0","0","0"
"61171360","200","200","200"
"61171616","350","350","350"
"61171744","0","0","0"
"61171968","0","0","0"
"61174048","100","100","100"
"61176928","100","100","100"
"61177024","0","0","0"
"61177280","100","100","100"
"61183264","350","350","350"
"61183424","0","0","0"
"61183872","0","0","0"
"61186496","500","500","500"
"61187872","0","0","0"
"61187936","100","100","100"
"61188096","200","200","200"
"61188128","250","250","250"
"61190272","450","450","450"
"61190976","100","100","100"
"61191776","100","100","100"
"61192736","350","350","350"
"61192896","700","700","700"
"61192960","100","100","100"
"61193632","450","450","450"
"61194496","450","450","450"
"61198144","0","0","0"
"61199936","350","350","350"
"61202144","200","200","200"
"61203296","450","450","450"
"61203936","250","250","250"
"61204608","250","250","250"
"61205792","350","350","350"
"61207488","250","250","250"
"61208576","350","350","350"
"61208832","600","600","600"
"61209280","250","250","250"
"61209344","500","500","500"
"61210400","0","0","0"
"61210944","350","350","350"
"61211328","350","350","350"
"61211424","250","250","250"
"61212128","600","600","600"
"61215296","250","250","250"
"61217600","700","700","700"
"61218912","450","450","450"
"61219008","250","250","250"
"61221248","0","0","0"
"61222624","500","500","500"
"61224864","250","250","250"
"61225792","250","250","250"
"61228480","450","450","450"
"61228640","250","250","250"
"61229056","600","600","600"
