"Step","a3c_Gravitar_runseed=0 - training/episode/reward","a3c_Gravitar_runseed=0 - training/episode/reward__MIN","a3c_Gravitar_runseed=0 - training/episode/reward__MAX"
"13647104","350","350","350"
"13647424","100","100","100"
"13647680","800","800","800"
"13649088","250","250","250"
"13649920","250","250","250"
"13650080","0","0","0"
"13650112","100","100","100"
"13650592","350","350","350"
"13651104","100","100","100"
"13652032","600","600","600"
"13652864","250","250","250"
"13654880","350","350","350"
"13656480","700","700","700"
"13656736","850","850","850"
"13657760","100","100","100"
"13658720","100","100","100"
"13659456","0","0","0"
"13659616","100","100","100"
"13660096","100","100","100"
"13660736","0","0","0"
"13663264","100","100","100"
"13664000","0","0","0"
"13664160","550","550","550"
"13665664","250","250","250"
"13665952","0","0","0"
"13666304","500","500","500"
"13668288","100","100","100"
"13668800","550","550","550"
"13668864","0","0","0"
"13669312","250","250","250"
"13670112","350","350","350"
"13670144","700","700","700"
"13670240","600","600","600"
"13671872","500","500","500"
"13673952","250","250","250"
"13675072","350","350","350"
"13675488","0","0","0"
"13676928","450","450","450"
"13678688","500","500","500"
"13680640","700","700","700"
"13682240","0","0","0"
"13686816","0","0","0"
"13687264","0","0","0"
"13688352","0","0","0"
"13688480","0","0","0"
"13688512","0","0","0"
"13688640","0","0","0"
"13689184","350","350","350"
"13689568","950","950","950"
"13690592","1150","1150","1150"
"13691456","600","600","600"
"13692352","850","850","850"
"13695040","800","800","800"
"13695392","600","600","600"
"13700160","100","100","100"
"13700800","100","100","100"
"13700896","500","500","500"
"13703200","600","600","600"
"13703552","100","100","100"
"13708448","250","250","250"
"13708576","850","850","850"
"13709184","500","500","500"
"13709344","500","500","500"
"13710880","250","250","250"
"13711616","100","100","100"
"13712224","0","0","0"
"13713344","0","0","0"
"13716992","350","350","350"
"13718880","200","200","200"
"13721632","600","600","600"
"13721728","0","0","0"
"13722528","450","450","450"
"13722848","200","200","200"
"13723232","0","0","0"
"13723328","0","0","0"
"13726496","350","350","350"
"13727296","0","0","0"
"13727776","850","850","850"
"13727904","100","100","100"
"13728864","0","0","0"
"13728896","250","250","250"
"13729248","250","250","250"
"13729696","250","250","250"
"13731776","0","0","0"
"13732608","0","0","0"
"13734336","600","600","600"
"13734464","300","300","300"
"13736608","0","0","0"
"13739904","0","0","0"
"13742368","450","450","450"
"13742432","100","100","100"
"13742688","700","700","700"
"13743232","500","500","500"
"13745792","550","550","550"
"13746240","0","0","0"
"13746496","800","800","800"
"13746752","350","350","350"
"13746912","700","700","700"
"13747360","350","350","350"
"13748672","600","600","600"
"13749024","0","0","0"
"13749568","0","0","0"
"13750080","0","0","0"
"13750944","500","500","500"
"13751520","100","100","100"
"13753056","250","250","250"
"13753696","350","350","350"
"13754496","200","200","200"
"13761280","0","0","0"
"13761632","700","700","700"
"13761760","0","0","0"
"13762080","350","350","350"
"13762336","100","100","100"
"13762592","550","550","550"
"13763072","700","700","700"
"13765600","300","300","300"
"13765664","450","450","450"
"13765792","100","100","100"
"13768608","600","600","600"
"13769408","450","450","450"
"13769536","500","500","500"
"13770240","250","250","250"
"13771904","350","350","350"
"13772032","700","700","700"
"13772256","350","350","350"
"13772896","600","600","600"
"13780128","450","450","450"
"13780192","200","200","200"
"13781152","100","100","100"
"13781376","600","600","600"
"13782592","350","350","350"
"13782688","450","450","450"
"13787584","350","350","350"
"13787968","0","0","0"
"13788896","600","600","600"
"13789792","250","250","250"
"13789888","350","350","350"
"13791296","0","0","0"
"13792352","350","350","350"
"13792480","600","600","600"
"13797792","0","0","0"
"13799872","200","200","200"
"13800864","350","350","350"
"13801888","100","100","100"
"13802624","0","0","0"
"13803744","100","100","100"
"13803840","100","100","100"
"13806720","250","250","250"
"13807840","350","350","350"
"13807872","0","0","0"
"13807904","350","350","350"
"13808704","250","250","250"
"13809376","350","350","350"
"13810880","0","0","0"
"13812032","1050","1050","1050"
"13813056","550","550","550"
"13818688","100","100","100"
"13819584","350","350","350"
"13820832","0","0","0"
"13821248","250","250","250"
"13821888","250","250","250"
"13823072","600","600","600"
"13824064","600","600","600"
"13825376","350","350","350"
"13826048","250","250","250"
"13826176","100","100","100"
"13827104","0","0","0"
"13827360","450","450","450"
"13827488","350","350","350"
"13828256","0","0","0"
"13828608","700","700","700"
"13828768","350","350","350"
"13829312","0","0","0"
"13831232","750","750","750"
"13832704","700","700","700"
"13837696","350","350","350"
"13838240","350","350","350"
"13839424","500","500","500"
"13839808","250","250","250"
"13840064","0","0","0"
"13840864","600","600","600"
"13841120","600","600","600"
"13842080","250","250","250"
"13842816","350","350","350"
"13843392","100","100","100"
"13844608","100","100","100"
"13845088","100","100","100"
"13845664","100","100","100"
"13845824","550","550","550"
"13846976","700","700","700"
"13847008","550","550","550"
"13847040","800","800","800"
"13847200","350","350","350"
"13848288","0","0","0"
"13849024","550","550","550"
"13850912","600","600","600"
"13852672","700","700","700"
"13856256","0","0","0"
"13858048","600","600","600"
"13860864","700","700","700"
"13861440","500","500","500"
"13861632","250","250","250"
"13862880","250","250","250"
"13865376","250","250","250"
"13866272","200","200","200"
"13866336","350","350","350"
"13867104","0","0","0"
"13868224","100","100","100"
"13871392","350","350","350"
"13873568","100","100","100"
"13876736","100","100","100"
"13876800","500","500","500"
"13876864","350","350","350"
"13877312","100","100","100"
"13877504","350","350","350"
"13880640","0","0","0"
"13882304","700","700","700"
"13883072","0","0","0"
"13884192","100","100","100"
"13884544","550","550","550"
"13885376","0","0","0"
"13886016","0","0","0"
"13886112","0","0","0"
"13886784","350","350","350"
"13888992","500","500","500"
"13893856","600","600","600"
"13896032","350","350","350"
"13896224","100","100","100"
"13896256","0","0","0"
"13896448","250","250","250"
"13896864","100","100","100"
"13898176","600","600","600"
"13900160","250","250","250"
"13900672","250","250","250"
"13901440","350","350","350"
"13901600","0","0","0"
"13902880","750","750","750"
"13904000","0","0","0"
"13904256","600","600","600"
"13904736","0","0","0"
"13904960","250","250","250"
"13906048","250","250","250"
"13907328","350","350","350"
"13908064","250","250","250"
"13908480","200","200","200"
"13913888","0","0","0"
"13914496","500","500","500"
"13915328","350","350","350"
"13915712","500","500","500"
"13917440","450","450","450"
"13920000","350","350","350"
"13920544","100","100","100"
"13921984","0","0","0"
"13922496","350","350","350"
"13922656","600","600","600"
"13923968","600","600","600"
"13924960","350","350","350"
"13925216","350","350","350"
"13926048","900","900","900"
"13926656","750","750","750"
"13927392","0","0","0"
"13931040","450","450","450"
"13931232","250","250","250"
"13933184","850","850","850"
"13933312","1050","1050","1050"
"13935968","500","500","500"
"13936000","100","100","100"
"13936608","250","250","250"
"13938016","250","250","250"
"13939520","700","700","700"
"13939840","450","450","450"
"13940448","250","250","250"
"13940672","450","450","450"
"13940736","0","0","0"
"13942976","200","200","200"
"13943552","450","450","450"
"13944352","250","250","250"
"13944544","600","600","600"
"13946656","100","100","100"
"13947936","100","100","100"
"13948288","0","0","0"
"13949216","0","0","0"
"13950112","100","100","100"
"13952512","100","100","100"
"13954880","350","350","350"
"13955232","500","500","500"
"13955264","0","0","0"
"13958080","100","100","100"
"13958464","450","450","450"
"13958592","350","350","350"
"13959168","600","600","600"
"13959680","0","0","0"
"13960896","100","100","100"
"13963296","0","0","0"
"13963584","350","350","350"
"13964832","200","200","200"
"13966336","100","100","100"
"13967968","100","100","100"
"13969536","250","250","250"
"13969984","750","750","750"
"13970304","600","600","600"
"13972032","0","0","0"
"13973952","0","0","0"
"13974240","850","850","850"
"13974560","950","950","950"
"13974720","100","100","100"
"13976928","0","0","0"
"13977056","250","250","250"
"13977152","200","200","200"
"13978176","0","0","0"
"13980384","100","100","100"
"13980480","250","250","250"
"13981376","600","600","600"
"13983136","500","500","500"
"13984160","850","850","850"
"13985184","0","0","0"
"13986208","250","250","250"
"13989280","450","450","450"
"13989312","200","200","200"
"13989632","250","250","250"
"13990144","0","0","0"
"13990816","600","600","600"
"13992768","100","100","100"
"13993344","450","450","450"
"13994592","250","250","250"
"13997056","450","450","450"
"13997824","100","100","100"
"13999872","850","850","850"
"14000960","0","0","0"
"14000992","600","600","600"
"14001760","700","700","700"
"14004384","600","600","600"
"14005312","0","0","0"
"14006240","0","0","0"
"14009920","250","250","250"
"14013568","500","500","500"
"14014624","500","500","500"
"14017152","250","250","250"
"14017696","100","100","100"
"14018624","250","250","250"
"14018752","600","600","600"
"14019936","0","0","0"
"14020064","100","100","100"
"14020320","0","0","0"
"14020640","100","100","100"
"14021376","100","100","100"
"14021408","200","200","200"
"14022400","350","350","350"
"14022816","200","200","200"
"14023968","250","250","250"
"14024320","750","750","750"
"14025344","0","0","0"
"14025696","250","250","250"
"14026848","0","0","0"
"14029184","0","0","0"
"14031072","700","700","700"
"14031168","350","350","350"
"14031680","350","350","350"
"14032416","0","0","0"
"14033376","350","350","350"
"14034496","750","750","750"
"14036000","0","0","0"
"14036960","350","350","350"
"14037984","300","300","300"
"14038688","0","0","0"
"14038752","0","0","0"
"14039200","0","0","0"
"14041152","100","100","100"
"14041696","100","100","100"
"14042656","450","450","450"
"14044288","500","500","500"
"14045792","100","100","100"
"14046336","0","0","0"
"14047904","0","0","0"
"14050816","0","0","0"
"14051136","750","750","750"
"14051616","0","0","0"
"14052832","700","700","700"
"14054080","0","0","0"
"14054144","600","600","600"
"14054432","0","0","0"
"14055424","0","0","0"
"14056256","500","500","500"
"14056384","100","100","100"
"14056512","0","0","0"
"14057440","0","0","0"
"14058112","0","0","0"
"14060864","250","250","250"
"14061440","350","350","350"
"14061568","600","600","600"
"14062112","100","100","100"
"14063200","350","350","350"
"14064256","100","100","100"
"14064608","100","100","100"
"14065376","350","350","350"
"14066432","100","100","100"
"14067776","100","100","100"
"14069248","450","450","450"
"14070176","350","350","350"
"14070400","200","200","200"
"14070912","100","100","100"
"14071168","350","350","350"
"14072864","0","0","0"
"14074688","100","100","100"
"14075264","350","350","350"
"14075936","200","200","200"
"14076480","0","0","0"
"14076992","250","250","250"
"14077152","100","100","100"
"14080544","550","550","550"
"14081536","0","0","0"
"14084320","0","0","0"
"14084480","350","350","350"
"14084800","200","200","200"
"14086368","600","600","600"
"14088064","550","550","550"
"14089472","200","200","200"
"14090304","600","600","600"
"14091936","0","0","0"
"14092960","600","600","600"
"14093216","250","250","250"
"14095840","0","0","0"
"14096416","500","500","500"
"14096640","700","700","700"
"14097344","600","600","600"
"14098240","100","100","100"
"14098336","250","250","250"
"14099872","100","100","100"
"14100768","0","0","0"
"14100800","100","100","100"
"14101312","300","300","300"
"14101472","600","600","600"
"14102816","0","0","0"
"14103936","700","700","700"
"14106240","450","450","450"
"14106272","700","700","700"
"14106880","600","600","600"
"14107648","250","250","250"
"14109024","600","600","600"
"14109664","250","250","250"
"14111840","100","100","100"
"14112224","250","250","250"
"14112448","200","200","200"
"14114016","100","100","100"
"14115168","600","600","600"
"14116384","0","0","0"
"14116960","0","0","0"
"14117728","100","100","100"
"14118656","450","450","450"
"14119744","100","100","100"
"14120736","350","350","350"
"14122336","600","600","600"
"14122592","750","750","750"
"14123264","500","500","500"
"14124096","250","250","250"
"14124928","0","0","0"
"14125472","0","0","0"
"14126016","350","350","350"
"14128736","250","250","250"
"14129184","600","600","600"
"14130144","350","350","350"
"14130176","0","0","0"
"14132896","600","600","600"
"14133728","250","250","250"
"14136032","0","0","0"
"14137760","850","850","850"
"14137824","250","250","250"
"14138656","0","0","0"
"14139360","0","0","0"
"14139712","0","0","0"
"14140960","0","0","0"
"14142464","750","750","750"
"14143424","100","100","100"
"14144192","0","0","0"
"14144384","450","450","450"
"14146560","350","350","350"
"14147168","200","200","200"
"14147424","200","200","200"
"14148704","100","100","100"
"14149376","500","500","500"
"14149440","0","0","0"
"14151328","300","300","300"
"14151840","250","250","250"
"14152160","100","100","100"
"14152192","750","750","750"
"14153280","950","950","950"
"14155136","0","0","0"
"14155808","950","950","950"
"14155904","350","350","350"
"14156448","500","500","500"
"14158592","450","450","450"
"14158688","350","350","350"
"14159808","600","600","600"
"14159936","0","0","0"
"14162304","100","100","100"
"14162784","350","350","350"
"14162816","0","0","0"
"14162848","600","600","600"
"14163552","200","200","200"
"14165760","500","500","500"
"14166080","100","100","100"
"14166336","0","0","0"
"14166944","0","0","0"
"14167104","350","350","350"
"14169568","0","0","0"
"14169888","0","0","0"
"14170720","500","500","500"
"14171808","200","200","200"
"14174144","250","250","250"
"14174176","0","0","0"
"14175712","350","350","350"
"14176064","350","350","350"
"14179072","0","0","0"
"14180704","600","600","600"
"14181120","750","750","750"
"14181216","0","0","0"
"14181952","600","600","600"
"14182816","600","600","600"
"14183072","600","600","600"
"14185824","650","650","650"
"14186016","0","0","0"
"14186432","350","350","350"
"14186592","550","550","550"
"14186976","250","250","250"
"14187424","100","100","100"
"14187488","600","600","600"
"14188288","700","700","700"
"14188928","600","600","600"
"14191104","350","350","350"
"14191616","100","100","100"
"14193664","700","700","700"
"14198080","100","100","100"
"14198304","500","500","500"
"14200576","350","350","350"
"14200832","900","900","900"
"14201824","0","0","0"
"14203200","350","350","350"
"14203552","0","0","0"
"14204064","350","350","350"
"14204832","250","250","250"
"14205088","800","800","800"
"14205280","0","0","0"
"14206880","0","0","0"
"14206912","100","100","100"
"14207008","350","350","350"
"14207200","450","450","450"
"14207776","600","600","600"
"14208096","500","500","500"
"14208896","0","0","0"
"14209728","100","100","100"
"14213056","100","100","100"
"14213728","600","600","600"
"14214272","350","350","350"
"14215520","0","0","0"
"14217184","350","350","350"
"14217760","0","0","0"
"14218848","700","700","700"
"14220288","600","600","600"
"14220928","0","0","0"
"14221664","250","250","250"
"14222208","250","250","250"
"14222592","250","250","250"
"14223392","650","650","650"
"14223936","200","200","200"
"14227424","100","100","100"
"14227488","600","600","600"
"14227520","500","500","500"
"14229280","850","850","850"
"14229952","0","0","0"
"14230144","800","800","800"
"14231264","350","350","350"
"14232512","250","250","250"
"14233440","100","100","100"
"14234176","500","500","500"
"14234304","250","250","250"
"14235424","0","0","0"
"14236064","250","250","250"
"14237792","250","250","250"
"14238912","0","0","0"
"14240736","200","200","200"
"14241120","250","250","250"
"14241600","0","0","0"
"14242112","450","450","450"
"14242496","450","450","450"
"14242752","200","200","200"
"14243136","0","0","0"
"14244512","350","350","350"
"14246976","600","600","600"
"14247488","350","350","350"
"14248384","100","100","100"
"14249056","100","100","100"
"14250336","700","700","700"
"14251712","100","100","100"
"14251872","0","0","0"
"14252800","100","100","100"
"14252896","850","850","850"
"14253632","250","250","250"
"14256288","100","100","100"
"14256704","350","350","350"
"14256768","600","600","600"
"14258048","250","250","250"
"14260000","100","100","100"
"14260672","350","350","350"
"14260800","350","350","350"
"14261088","0","0","0"
"14261344","100","100","100"
"14261568","0","0","0"
"14265248","100","100","100"
"14265760","0","0","0"
"14267872","0","0","0"
"14268288","700","700","700"
"14270528","250","250","250"
"14271648","0","0","0"
"14273696","350","350","350"
"14274528","600","600","600"
"14275296","350","350","350"
"14275744","250","250","250"
"14276768","250","250","250"
"14276992","200","200","200"
"14277760","0","0","0"
"14279328","350","350","350"
"14279968","350","350","350"
"14280832","350","350","350"
"14281024","0","0","0"
"14282592","0","0","0"
"14285216","250","250","250"
"14285984","750","750","750"
"14287616","250","250","250"
"14288832","550","550","550"
"14288896","100","100","100"
"14289120","0","0","0"
"14291296","700","700","700"
"14291328","0","0","0"
"14291456","750","750","750"
"14296032","600","600","600"
"14296160","600","600","600"
"14299872","300","300","300"
"14300256","850","850","850"
"14300320","0","0","0"
"14301056","200","200","200"
"14301760","0","0","0"
"14302208","250","250","250"
"14305024","500","500","500"
"14306848","500","500","500"
"14307872","100","100","100"
"14308512","0","0","0"
"14309920","250","250","250"
"14310144","250","250","250"
"14310592","100","100","100"
"14312192","350","350","350"
"14313952","0","0","0"
"14314432","500","500","500"
"14315456","250","250","250"
"14316256","0","0","0"
"14316320","350","350","350"
"14317824","0","0","0"
"14318048","700","700","700"
"14320128","600","600","600"
"14320512","200","200","200"
"14320704","850","850","850"
"14322272","0","0","0"
"14323264","0","0","0"
"14325952","0","0","0"
"14328160","350","350","350"
"14328608","500","500","500"
"14330528","100","100","100"
"14330720","550","550","550"
"14332480","350","350","350"
"14333728","200","200","200"
"14335264","600","600","600"
"14335872","0","0","0"
"14337056","0","0","0"
"14338400","100","100","100"
"14339200","0","0","0"
"14340992","100","100","100"
"14341920","700","700","700"
"14342176","350","350","350"
"14342208","250","250","250"
"14342432","200","200","200"
"14342688","600","600","600"
"14342976","0","0","0"
"14345568","0","0","0"
"14346208","100","100","100"
"14346784","200","200","200"
"14348128","100","100","100"
"14349600","250","250","250"
"14350880","100","100","100"
"14351104","300","300","300"
"14356512","0","0","0"
"14356736","450","450","450"
"14358176","350","350","350"
"14359264","0","0","0"
"14359936","0","0","0"
"14361920","0","0","0"
"14362336","450","450","450"
"14364480","250","250","250"
"14366752","0","0","0"
"14367104","0","0","0"
"14368736","100","100","100"
"14370464","250","250","250"
"14370560","0","0","0"
"14371712","200","200","200"
"14373856","500","500","500"
"14374208","0","0","0"
"14375424","850","850","850"
"14376416","0","0","0"
"14377568","0","0","0"
"14377728","600","600","600"
"14378848","100","100","100"
"14379520","100","100","100"
"14380384","0","0","0"
"14381696","0","0","0"
"14382560","350","350","350"
"14383232","0","0","0"
"14384384","350","350","350"
"14384864","250","250","250"
"14385248","0","0","0"
"14385280","0","0","0"
"14386944","700","700","700"
"14391168","600","600","600"
"14392064","100","100","100"
"14392256","550","550","550"
"14394912","250","250","250"
"14395392","100","100","100"
"14395744","250","250","250"
"14396928","100","100","100"
"14397024","100","100","100"
"14397248","450","450","450"
"14398080","100","100","100"
"14399008","350","350","350"
"14399072","0","0","0"
"14399488","450","450","450"
"14399840","0","0","0"
"14400224","350","350","350"
"14401632","350","350","350"
"14402080","250","250","250"
"14402880","800","800","800"
"14403648","0","0","0"
"14404320","100","100","100"
"14405472","100","100","100"
"14411552","250","250","250"
"14412256","0","0","0"
"14412672","600","600","600"
"14413024","450","450","450"
"14413472","0","0","0"
"14413728","200","200","200"
"14414400","350","350","350"
"14414464","1250","1250","1250"
"14415520","0","0","0"
"14416192","0","0","0"
"14416352","850","850","850"
"14416576","750","750","750"
"14416640","100","100","100"
"14418240","350","350","350"
"14418400","0","0","0"
"14418528","350","350","350"
"14421536","250","250","250"
"14421792","600","600","600"
"14422976","450","450","450"
"14424800","600","600","600"
"14427328","600","600","600"
"14431136","500","500","500"
"14431520","600","600","600"
"14431872","0","0","0"
"14432992","0","0","0"
"14433760","250","250","250"
"14434272","0","0","0"
"14434720","450","450","450"
"14436480","350","350","350"
"14436704","100","100","100"
"14437312","600","600","600"
"14437760","350","350","350"
"14437984","0","0","0"
"14438752","0","0","0"
"14439008","350","350","350"
"14439168","350","350","350"
"14441696","250","250","250"
"14442720","700","700","700"
"14445088","850","850","850"
"14446368","350","350","350"
"14447392","250","250","250"
"14447712","250","250","250"
"14449696","350","350","350"
"14449760","0","0","0"
"14450304","100","100","100"
"14451392","500","500","500"
"14451712","0","0","0"
"14451744","100","100","100"
"14452704","250","250","250"
"14453856","500","500","500"
"14454496","450","450","450"
"14455136","100","100","100"
"14456608","350","350","350"
"14456640","250","250","250"
"14457472","0","0","0"
"14457984","0","0","0"
"14458112","750","750","750"
"14460000","0","0","0"
"14460448","0","0","0"
"14462208","0","0","0"
"14465728","100","100","100"
"14466016","700","700","700"
"14466944","250","250","250"
"14468384","250","250","250"
"14471168","900","900","900"
"14471360","500","500","500"
"14471776","0","0","0"
"14472192","0","0","0"
"14472928","600","600","600"
"14473440","700","700","700"
"14473952","500","500","500"
"14474976","500","500","500"
"14475360","100","100","100"
"14477280","250","250","250"
"14477312","0","0","0"
"14477824","0","0","0"
"14478464","0","0","0"
"14479456","350","350","350"
"14480608","800","800","800"
"14480864","550","550","550"
"14481536","0","0","0"
"14483072","0","0","0"
"14484416","100","100","100"
"14488192","650","650","650"
"14488992","100","100","100"
"14489376","100","100","100"
"14490240","100","100","100"
"14492192","100","100","100"
"14492832","850","850","850"
"14494080","950","950","950"
"14495296","100","100","100"
"14495648","250","250","250"
"14495776","350","350","350"
"14498496","100","100","100"
"14498752","0","0","0"
"14499648","250","250","250"
"14499744","100","100","100"
"14501568","0","0","0"
"14501664","350","350","350"
"14504544","350","350","350"
"14504928","600","600","600"
"14507872","0","0","0"
"14508736","250","250","250"
"14509856","0","0","0"
"14511744","350","350","350"
"14512928","850","850","850"
"14513504","350","350","350"
"14513760","200","200","200"
"14515712","500","500","500"
"14515776","500","500","500"
"14516800","250","250","250"
"14517152","100","100","100"
"14519072","500","500","500"
"14519712","600","600","600"
"14520320","350","350","350"
"14521632","100","100","100"
"14522752","500","500","500"
"14525472","450","450","450"
"14526112","350","350","350"
"14526848","500","500","500"
"14528608","100","100","100"
"14529536","350","350","350"
"14529632","350","350","350"
"14530720","250","250","250"
"14532288","600","600","600"
"14534464","500","500","500"
"14534656","600","600","600"
"14535808","0","0","0"
"14536064","100","100","100"
"14536384","100","100","100"
"14536480","600","600","600"
"14537280","650","650","650"
"14537504","200","200","200"
"14538336","250","250","250"
"14538432","100","100","100"
"14539392","450","450","450"
"14540480","0","0","0"
"14540576","100","100","100"
"14541824","350","350","350"
"14542496","0","0","0"
"14546912","100","100","100"
"14548960","0","0","0"
"14549024","100","100","100"
"14550368","600","600","600"
"14551520","600","600","600"
"14552416","350","350","350"
"14554752","450","450","450"
"14554976","450","450","450"
"14555328","0","0","0"
"14555904","250","250","250"
"14556928","850","850","850"
"14557184","350","350","350"
"14560000","0","0","0"
"14560832","100","100","100"
"14561408","350","350","350"
"14562432","0","0","0"
"14562752","0","0","0"
"14563680","600","600","600"
"14564128","600","600","600"
"14564480","350","350","350"
"14567552","250","250","250"
"14567744","600","600","600"
"14567808","100","100","100"
"14568096","0","0","0"
"14568512","250","250","250"
"14568640","700","700","700"
"14570368","100","100","100"
"14570624","250","250","250"
"14570688","100","100","100"
"14571584","750","750","750"
"14572864","600","600","600"
"14574048","100","100","100"
"14574432","0","0","0"
"14575840","0","0","0"
"14576608","0","0","0"
"14577248","300","300","300"
"14578720","200","200","200"
"14579040","450","450","450"
"14580800","200","200","200"
"14580832","100","100","100"
"14582272","100","100","100"
"14582752","100","100","100"
"14586272","600","600","600"
"14586304","100","100","100"
"14586432","100","100","100"
"14586848","0","0","0"
"14587936","250","250","250"
"14589120","500","500","500"
"14590624","100","100","100"
"14591072","450","450","450"
"14592960","500","500","500"
"14593088","600","600","600"
"14595328","250","250","250"
"14598208","600","600","600"
"14598368","600","600","600"
"14598400","600","600","600"
"14598592","750","750","750"
"14599168","100","100","100"
"14599904","250","250","250"
"14602080","350","350","350"
"14602176","0","0","0"
"14605568","600","600","600"
"14606080","550","550","550"
"14607392","450","450","450"
"14607872","350","350","350"
"14610240","0","0","0"
"14610528","100","100","100"
"14611104","450","450","450"
"14611168","450","450","450"
"14611904","100","100","100"
"14613216","250","250","250"
"14613856","350","350","350"
"14616288","800","800","800"
"14616832","0","0","0"
"14618048","100","100","100"
"14618880","700","700","700"
"14620416","450","450","450"
"14621344","0","0","0"
"14621440","0","0","0"
"14621792","500","500","500"
"14622336","250","250","250"
"14622784","950","950","950"
"14624832","0","0","0"
"14625728","350","350","350"
"14627008","0","0","0"
"14627392","100","100","100"
"14627552","100","100","100"
"14628032","200","200","200"
"14629344","0","0","0"
"14630112","0","0","0"
"14630848","250","250","250"
"14631328","350","350","350"
"14631456","0","0","0"
"14631840","350","350","350"
"14633024","0","0","0"
"14635264","250","250","250"
"14636512","250","250","250"
"14636864","600","600","600"
"14638240","0","0","0"
"14638688","250","250","250"
"14639392","450","450","450"
"14640736","250","250","250"
"14641088","500","500","500"
"14642272","200","200","200"
"14642784","0","0","0"
"14643808","100","100","100"
"14644608","450","450","450"
"14645056","100","100","100"
"14645504","0","0","0"
"14646528","450","450","450"
"14646944","200","200","200"
"14647072","250","250","250"
"14648960","100","100","100"
"14649856","250","250","250"
"14651200","250","250","250"
"14651840","100","100","100"
"14652320","350","350","350"
"14652416","0","0","0"
"14655232","600","600","600"
"14656832","100","100","100"
"14657664","600","600","600"
"14657984","500","500","500"
"14662112","700","700","700"
"14662144","600","600","600"
"14663680","500","500","500"
"14664096","0","0","0"
"14664928","700","700","700"
"14666656","100","100","100"
"14666944","550","550","550"
"14668032","700","700","700"
"14668416","100","100","100"
"14669280","850","850","850"
"14669920","100","100","100"
"14670080","100","100","100"
"14670624","250","250","250"
"14672704","100","100","100"
"14675360","700","700","700"
"14676064","350","350","350"
"14677312","700","700","700"
"14677440","700","700","700"
"14681408","600","600","600"
"14683552","350","350","350"
"14684000","600","600","600"
"14685280","0","0","0"
"14686752","100","100","100"
"14686816","0","0","0"
"14687872","0","0","0"
"14688576","350","350","350"
"14688608","750","750","750"
"14688832","450","450","450"
"14689472","250","250","250"
"14692672","100","100","100"
"14695744","600","600","600"
"14695776","700","700","700"
"14696544","100","100","100"
"14697504","100","100","100"
"14698752","500","500","500"
"14699520","0","0","0"
"14700000","0","0","0"
"14702144","350","350","350"
"14703584","250","250","250"
"14707040","0","0","0"
"14708864","250","250","250"
"14709888","250","250","250"
"14710816","250","250","250"
"14711648","100","100","100"
"14713056","450","450","450"
"14715552","0","0","0"
"14717344","850","850","850"
"14717824","0","0","0"
"14717888","100","100","100"
"14718656","100","100","100"
"14719296","500","500","500"
"14720544","950","950","950"
"14721184","750","750","750"
"14721696","700","700","700"
"14721984","350","350","350"
"14724704","500","500","500"
"14725344","200","200","200"
"14726496","600","600","600"
"14727968","600","600","600"
"14729888","250","250","250"
"14730720","100","100","100"
"14732768","700","700","700"
"14734368","450","450","450"
"14736448","450","450","450"
"14737952","850","850","850"
"14737984","0","0","0"
"14738304","350","350","350"
"14738400","350","350","350"
"14741024","250","250","250"
"14741632","550","550","550"
"14741824","700","700","700"
"14743136","100","100","100"
"14743424","850","850","850"
"14743712","100","100","100"
"14744512","450","450","450"
"14745408","350","350","350"
"14746976","0","0","0"
"14747360","0","0","0"
"14748160","0","0","0"
"14748288","950","950","950"
"14749376","400","400","400"
"14749920","350","350","350"
"14751776","600","600","600"
"14751840","600","600","600"
"14752448","500","500","500"
"14754752","600","600","600"
"14755488","0","0","0"
"14757376","350","350","350"
"14757792","250","250","250"
"14758112","100","100","100"
"14758400","600","600","600"
"14759616","450","450","450"
"14759712","350","350","350"
"14760160","0","0","0"
"14762016","600","600","600"
"14762112","100","100","100"
"14762560","200","200","200"
"14763488","0","0","0"
"14764064","450","450","450"
"14764448","100","100","100"
"14764832","0","0","0"
"14766816","200","200","200"
"14768704","350","350","350"
"14768768","0","0","0"
"14768800","100","100","100"
"14768928","250","250","250"
"14769408","350","350","350"
"14770016","100","100","100"
"14770176","500","500","500"
"14770528","350","350","350"
"14773216","600","600","600"
"14774016","1100","1100","1100"
"14774240","350","350","350"
"14777248","350","350","350"
"14778016","250","250","250"
"14778592","200","200","200"
"14780032","500","500","500"
"14780448","350","350","350"
"14780896","0","0","0"
"14782112","200","200","200"
"14784352","700","700","700"
"14784384","0","0","0"
"14785184","250","250","250"
"14785408","350","350","350"
"14787008","0","0","0"
"14787808","100","100","100"
"14787872","450","450","450"
"14788448","350","350","350"
"14789472","350","350","350"
"14789696","0","0","0"
"14790336","100","100","100"
"14791648","350","350","350"
"14792032","100","100","100"
"14793312","100","100","100"
"14794400","250","250","250"
"14796288","200","200","200"
"14797952","600","600","600"
"14798272","200","200","200"
"14798912","500","500","500"
"14799456","600","600","600"
"14800064","200","200","200"
"14800160","300","300","300"
"14800736","0","0","0"
"14800800","0","0","0"
"14801088","750","750","750"
"14802720","600","600","600"
"14803520","700","700","700"
"14804192","0","0","0"
"14804992","700","700","700"
"14805440","0","0","0"
"14806272","100","100","100"
"14806304","100","100","100"
"14807776","0","0","0"
"14810848","350","350","350"
"14811904","0","0","0"
"14812160","800","800","800"
