"Step","FuN_Gravitar_runseed=0 - training/episode/reward","FuN_Gravitar_runseed=0 - training/episode/reward__MIN","FuN_Gravitar_runseed=0 - training/episode/reward__MAX"
"25596512","0","0","0"
"25598016","250","250","250"
"25598272","350","350","350"
"25598752","700","700","700"
"25598816","250","250","250"
"25599808","0","0","0"
"25600128","100","100","100"
"25600576","100","100","100"
"25601216","250","250","250"
"25601600","250","250","250"
"25603872","250","250","250"
"25604800","250","250","250"
"25606432","0","0","0"
"25609152","500","500","500"
"25612064","250","250","250"
"25612160","0","0","0"
"25615072","500","500","500"
"25615104","0","0","0"
"25617056","0","0","0"
"25617664","250","250","250"
"25619040","250","250","250"
"25619808","850","850","850"
"25621280","0","0","0"
"25622368","500","500","500"
"25622560","600","600","600"
"25626336","500","500","500"
"25628224","850","850","850"
"25628736","250","250","250"
"25630016","600","600","600"
"25630080","250","250","250"
"25630464","750","750","750"
"25631168","350","350","350"
"25631680","100","100","100"
"25631872","350","350","350"
"25631904","0","0","0"
"25632352","0","0","0"
"25633088","350","350","350"
"25636832","450","450","450"
"25636896","500","500","500"
"25637408","300","300","300"
"25640480","500","500","500"
"25641184","0","0","0"
"25641280","0","0","0"
"25641632","0","0","0"
"25646784","250","250","250"
"25647392","100","100","100"
"25647424","750","750","750"
"25648000","100","100","100"
"25648704","0","0","0"
"25649824","250","250","250"
"25650944","350","350","350"
"25651904","500","500","500"
"25653792","350","350","350"
"25654560","200","200","200"
"25655200","350","350","350"
"25655296","600","600","600"
"25655680","0","0","0"
"25656096","250","250","250"
"25656896","0","0","0"
"25656992","0","0","0"
"25661536","500","500","500"
"25661600","500","500","500"
"25664800","450","450","450"
"25665472","200","200","200"
"25665760","100","100","100"
"25666336","0","0","0"
"25667328","0","0","0"
"25668160","600","600","600"
"25668800","250","250","250"
"25668832","600","600","600"
"25669888","0","0","0"
"25671648","250","250","250"
"25671872","500","500","500"
"25673792","600","600","600"
"25674656","100","100","100"
"25675392","750","750","750"
"25676800","100","100","100"
"25678848","500","500","500"
"25679488","0","0","0"
"25679776","100","100","100"
"25679840","250","250","250"
"25680384","350","350","350"
"25682080","600","600","600"
"25683296","500","500","500"
"25684160","250","250","250"
"25684736","0","0","0"
"25684832","250","250","250"
"25686336","100","100","100"
"25687456","0","0","0"
"25687584","0","0","0"
"25688288","350","350","350"
"25688608","250","250","250"
"25689408","250","250","250"
"25691008","750","750","750"
"25691200","250","250","250"
"25694720","250","250","250"
"25697600","500","500","500"
"25698624","100","100","100"
"25699008","500","500","500"
"25699744","950","950","950"
"25700512","100","100","100"
"25701376","250","250","250"
"25702656","0","0","0"
"25702720","250","250","250"
"25703584","100","100","100"
"25704032","500","500","500"
"25705024","250","250","250"
"25705760","350","350","350"
"25705984","250","250","250"
"25706816","300","300","300"
"25707456","0","0","0"
"25707936","350","350","350"
"25710432","500","500","500"
"25710880","600","600","600"
"25712992","250","250","250"
"25715968","0","0","0"
"25716544","450","450","450"
"25717696","250","250","250"
"25719136","500","500","500"
"25720704","200","200","200"
"25721152","350","350","350"
"25721280","100","100","100"
"25722944","950","950","950"
"25723072","500","500","500"
"25723296","600","600","600"
"25723392","100","100","100"
"25723552","350","350","350"
"25724384","350","350","350"
"25725184","250","250","250"
"25725344","700","700","700"
"25726208","500","500","500"
"25726432","0","0","0"
"25727776","250","250","250"
"25728000","800","800","800"
"25728384","500","500","500"
"25728448","250","250","250"
"25730656","0","0","0"
"25731424","600","600","600"
"25731840","250","250","250"
"25732960","0","0","0"
"25737824","250","250","250"
"25738240","350","350","350"
"25739104","250","250","250"
"25740192","850","850","850"
"25742720","700","700","700"
"25742784","100","100","100"
"25742848","0","0","0"
"25743008","450","450","450"
"25743168","0","0","0"
"25744928","600","600","600"
"25744992","600","600","600"
"25745920","250","250","250"
"25746336","250","250","250"
"25746976","250","250","250"
"25749184","250","250","250"
"25751232","0","0","0"
"25753312","800","800","800"
"25755136","0","0","0"
"25755264","500","500","500"
"25756032","600","600","600"
"25756768","700","700","700"
"25757696","1050","1050","1050"
"25758432","700","700","700"
"25760512","250","250","250"
"25761952","100","100","100"
"25762720","0","0","0"
"25764864","100","100","100"
"25765344","250","250","250"
"25765440","200","200","200"
"25765472","500","500","500"
"25765760","500","500","500"
"25766016","350","350","350"
"25766112","350","350","350"
"25766304","0","0","0"
"25767200","250","250","250"
"25768736","350","350","350"
"25770208","250","250","250"
"25772160","850","850","850"
"25772736","0","0","0"
"25773184","250","250","250"
"25774752","0","0","0"
"25775136","250","250","250"
"25775264","100","100","100"
"25775776","250","250","250"
"25778848","600","600","600"
"25783168","100","100","100"
"25784544","500","500","500"
"25784768","0","0","0"
"25785344","350","350","350"
"25785472","350","350","350"
"25785600","500","500","500"
"25788736","450","450","450"
"25789280","250","250","250"
"25789888","600","600","600"
"25790880","500","500","500"
"25792896","100","100","100"
"25794368","500","500","500"
"25798112","500","500","500"
"25800864","950","950","950"
"25802176","0","0","0"
"25803168","0","0","0"
"25803584","250","250","250"
"25804288","500","500","500"
"25804320","250","250","250"
"25804352","500","500","500"
"25804992","250","250","250"
"25807904","200","200","200"
"25807968","950","950","950"
"25808800","700","700","700"
"25809408","100","100","100"
"25810400","250","250","250"
"25810528","350","350","350"
"25813408","450","450","450"
"25813952","500","500","500"
"25814400","500","500","500"
"25814464","500","500","500"
"25817760","500","500","500"
"25822432","0","0","0"
"25823008","350","350","350"
"25823680","600","600","600"
"25824352","500","500","500"
"25824992","350","350","350"
"25825376","250","250","250"
"25825472","250","250","250"
"25825600","700","700","700"
"25826464","450","450","450"
"25827104","250","250","250"
"25828672","600","600","600"
"25828896","350","350","350"
"25832896","0","0","0"
"25833632","250","250","250"
"25833952","800","800","800"
"25835040","600","600","600"
"25835360","200","200","200"
"25837824","0","0","0"
"25839584","250","250","250"
"25841568","600","600","600"
"25842208","100","100","100"
"25844800","0","0","0"
"25844960","0","0","0"
"25844992","750","750","750"
"25845440","0","0","0"
"25846016","100","100","100"
"25847392","500","500","500"
"25848544","500","500","500"
"25849600","350","350","350"
"25851840","250","250","250"
"25852256","600","600","600"
"25852384","500","500","500"
"25852448","500","500","500"
"25853792","500","500","500"
"25853888","600","600","600"
"25854208","600","600","600"
"25856576","250","250","250"
"25857344","350","350","350"
"25857440","100","100","100"
"25857792","250","250","250"
"25860128","250","250","250"
"25861056","500","500","500"
"25863552","350","350","350"
"25863904","350","350","350"
"25864288","0","0","0"
"25869632","500","500","500"
"25870112","500","500","500"
"25871040","600","600","600"
"25872544","250","250","250"
"25872864","250","250","250"
"25874112","100","100","100"
"25874560","250","250","250"
"25875680","250","250","250"
"25878016","250","250","250"
"25879104","100","100","100"
"25879232","200","200","200"
"25881280","100","100","100"
"25881440","100","100","100"
"25882112","350","350","350"
"25883840","250","250","250"
"25884064","0","0","0"
"25884448","500","500","500"
"25887360","0","0","0"
"25889184","250","250","250"
"25890496","350","350","350"
"25890848","250","250","250"
"25891744","250","250","250"
"25892224","500","500","500"
"25892736","250","250","250"
"25894336","350","350","350"
"25895744","700","700","700"
"25898048","100","100","100"
"25898688","500","500","500"
"25898720","250","250","250"
"25900416","600","600","600"
"25901344","500","500","500"
"25902496","250","250","250"
"25903648","350","350","350"
"25903808","250","250","250"
"25904512","0","0","0"
"25906080","700","700","700"
"25906112","0","0","0"
"25907040","600","600","600"
"25907136","100","100","100"
"25909120","0","0","0"
"25909152","250","250","250"
"25909856","0","0","0"
"25910400","100","100","100"
"25910816","0","0","0"
"25911392","350","350","350"
"25913120","250","250","250"
"25914368","350","350","350"
"25915040","950","950","950"
"25916576","250","250","250"
"25920608","250","250","250"
"25920896","250","250","250"
"25921056","350","350","350"
"25921152","250","250","250"
"25921504","250","250","250"
"25921888","250","250","250"
"25923040","850","850","850"
"25923712","350","350","350"
"25924672","250","250","250"
"25925664","850","850","850"
"25926112","0","0","0"
"25927232","450","450","450"
"25927392","250","250","250"
"25928736","250","250","250"
"25929056","250","250","250"
"25930176","250","250","250"
"25934112","250","250","250"
"25935648","250","250","250"
"25936320","0","0","0"
"25937760","250","250","250"
"25938240","250","250","250"
"25938784","600","600","600"
"25939680","0","0","0"
"25941504","350","350","350"
"25942688","350","350","350"
"25942752","250","250","250"
"25943712","100","100","100"
"25945696","250","250","250"
"25946880","500","500","500"
"25946912","350","350","350"
"25948800","500","500","500"
"25949280","0","0","0"
"25950144","0","0","0"
"25950304","750","750","750"
"25951936","250","250","250"
"25952256","500","500","500"
"25952736","350","350","350"
"25956704","0","0","0"
"25956832","0","0","0"
"25958016","2300","2300","2300"
"25959040","250","250","250"
"25959840","0","0","0"
"25960480","250","250","250"
"25960800","500","500","500"
"25961536","0","0","0"
"25961568","450","450","450"
"25961824","500","500","500"
"25961888","500","500","500"
"25962496","850","850","850"
"25962976","250","250","250"
"25965120","850","850","850"
"25965504","100","100","100"
"25967744","0","0","0"
"25968064","100","100","100"
"25969216","500","500","500"
"25969440","100","100","100"
"25970816","250","250","250"
"25973088","0","0","0"
"25975040","250","250","250"
"25975296","250","250","250"
"25977504","250","250","250"
"25977824","250","250","250"
"25978336","500","500","500"
"25979584","600","600","600"
"25980096","250","250","250"
"25980224","0","0","0"
"25980736","0","0","0"
"25981312","250","250","250"
"25981472","600","600","600"
"25982336","250","250","250"
"25983264","500","500","500"
"25983936","350","350","350"
"25986144","600","600","600"
"25986560","600","600","600"
"25986688","250","250","250"
"25986752","0","0","0"
"25988128","0","0","0"
"25990176","250","250","250"
"25996032","100","100","100"
"25996480","250","250","250"
"25997440","500","500","500"
"25997696","0","0","0"
"25998240","850","850","850"
"25998944","250","250","250"
"25999456","500","500","500"
"25999520","250","250","250"
"25999776","250","250","250"
"26000608","250","250","250"
"26000864","250","250","250"
"26001376","200","200","200"
"26001632","100","100","100"
"26004000","250","250","250"
"26004768","300","300","300"
"26006240","750","750","750"
"26006976","0","0","0"
"26007296","100","100","100"
"26010880","0","0","0"
"26011136","600","600","600"
"26012224","0","0","0"
"26012992","350","350","350"
"26013824","750","750","750"
"26014560","0","0","0"
"26016960","600","600","600"
"26017504","600","600","600"
"26018176","0","0","0"
"26020512","100","100","100"
"26020928","600","600","600"
"26023040","350","350","350"
"26024320","250","250","250"
"26024352","500","500","500"
"26025792","600","600","600"
"26026240","0","0","0"
"26028288","0","0","0"
"26029120","500","500","500"
"26030368","100","100","100"
"26031104","250","250","250"
"26035456","0","0","0"
"26036160","250","250","250"
"26036288","250","250","250"
"26036640","2000","2000","2000"
"26036736","0","0","0"
"26039456","0","0","0"
"26039808","350","350","350"
"26042656","0","0","0"
"26043296","100","100","100"
"26043616","0","0","0"
"26044800","200","200","200"
"26047360","250","250","250"
"26048416","200","200","200"
"26049824","350","350","350"
"26049856","200","200","200"
"26051552","750","750","750"
"26053344","250","250","250"
"26056288","700","700","700"
"26056352","250","250","250"
"26057184","250","250","250"
"26058496","350","350","350"
"26061152","250","250","250"
"26062240","350","350","350"
"26064416","250","250","250"
"26064448","750","750","750"
"26064704","200","200","200"
"26064768","100","100","100"
"26065152","100","100","100"
"26066240","250","250","250"
"26066336","500","500","500"
"26067200","250","250","250"
"26071040","0","0","0"
"26071488","350","350","350"
"26072512","250","250","250"
"26072800","100","100","100"
"26075840","0","0","0"
"26076608","450","450","450"
"26079584","2400","2400","2400"
"26080448","250","250","250"
"26082816","500","500","500"
"26083680","250","250","250"
"26084992","100","100","100"
"26086240","800","800","800"
"26086432","850","850","850"
"26087264","0","0","0"
"26087616","250","250","250"
"26087872","500","500","500"
"26089536","100","100","100"
"26090976","500","500","500"
"26091680","250","250","250"
"26091904","500","500","500"
"26092384","250","250","250"
"26093792","750","750","750"
"26094176","500","500","500"
"26098624","850","850","850"
"26098880","250","250","250"
"26100992","850","850","850"
"26102016","250","250","250"
"26102912","250","250","250"
"26103360","500","500","500"
"26103616","600","600","600"
"26104576","600","600","600"
"26105600","350","350","350"
"26106016","0","0","0"
"26106336","100","100","100"
"26108480","250","250","250"
"26108672","250","250","250"
"26109952","250","250","250"
"26110880","250","250","250"
"26111168","950","950","950"
"26111744","250","250","250"
"26112512","0","0","0"
"26114112","0","0","0"
"26114528","750","750","750"
"26118752","250","250","250"
"26120608","350","350","350"
"26121632","250","250","250"
"26122080","0","0","0"
"26122336","350","350","350"
"26122688","350","350","350"
"26123136","100","100","100"
"26124416","850","850","850"
"26124608","250","250","250"
"26125504","500","500","500"
"26125920","250","250","250"
"26126016","250","250","250"
"26127904","250","250","250"
"26128000","600","600","600"
"26129024","100","100","100"
"26129408","0","0","0"
"26129696","250","250","250"
"26129984","350","350","350"
"26130112","250","250","250"
"26131040","200","200","200"
"26132000","250","250","250"
"26132320","0","0","0"
"26134496","500","500","500"
"26138048","500","500","500"
"26140512","250","250","250"
"26142368","250","250","250"
"26142400","0","0","0"
"26142816","100","100","100"
"26143648","250","250","250"
"26145280","850","850","850"
"26148128","250","250","250"
"26148160","500","500","500"
"26148992","850","850","850"
"26149056","450","450","450"
"26149536","250","250","250"
"26149600","0","0","0"
"26150528","500","500","500"
"26151136","0","0","0"
"26158624","500","500","500"
"26160192","250","250","250"
"26160352","350","350","350"
"26160960","600","600","600"
"26161504","350","350","350"
"26161696","100","100","100"
"26162400","100","100","100"
"26163712","100","100","100"
"26164352","0","0","0"
"26164640","250","250","250"
"26167200","250","250","250"
"26167840","350","350","350"
"26168000","500","500","500"
"26168384","0","0","0"
"26168736","0","0","0"
"26169344","250","250","250"
"26169632","500","500","500"
"26170528","250","250","250"
"26174336","250","250","250"
"26176288","500","500","500"
"26179264","100","100","100"
"26179904","100","100","100"
"26180192","250","250","250"
"26181248","700","700","700"
"26182304","250","250","250"
"26183776","250","250","250"
"26184832","250","250","250"
"26185280","200","200","200"
"26185984","350","350","350"
"26187872","450","450","450"
"26187904","500","500","500"
"26188128","0","0","0"
"26188512","100","100","100"
"26190624","250","250","250"
"26191104","600","600","600"
"26191456","100","100","100"
"26193440","250","250","250"
"26194912","750","750","750"
"26195232","500","500","500"
"26196160","450","450","450"
"26197984","0","0","0"
"26201056","500","500","500"
"26201600","250","250","250"
"26201888","250","250","250"
"26204416","600","600","600"
"26206080","0","0","0"
"26206784","500","500","500"
"26207392","350","350","350"
"26207744","0","0","0"
"26207840","250","250","250"
"26208928","250","250","250"
"26209056","600","600","600"
"26209248","0","0","0"
"26209312","250","250","250"
"26211648","550","550","550"
"26212768","100","100","100"
"26214528","500","500","500"
"26214912","100","100","100"
"26216416","350","350","350"
"26217088","250","250","250"
"26217280","0","0","0"
"26219328","250","250","250"
"26220128","0","0","0"
"26221216","700","700","700"
"26221312","600","600","600"
"26221568","500","500","500"
"26223936","250","250","250"
"26224160","0","0","0"
"26224800","350","350","350"
"26225792","0","0","0"
"26226656","750","750","750"
"26228032","250","250","250"
"26228544","600","600","600"
"26229792","500","500","500"
"26231296","450","450","450"
"26233984","250","250","250"
"26234656","250","250","250"
"26235776","250","250","250"
"26236672","1000","1000","1000"
"26237312","850","850","850"
"26238464","600","600","600"
"26238560","100","100","100"
"26239616","100","100","100"
"26240864","0","0","0"
"26242016","100","100","100"
"26242848","250","250","250"
"26243264","250","250","250"
"26244384","750","750","750"
"26245856","900","900","900"
"26247776","0","0","0"
"26247840","500","500","500"
"26248512","0","0","0"
"26251328","250","250","250"
"26252064","250","250","250"
"26252128","600","600","600"
"26253408","0","0","0"
"26255680","0","0","0"
"26256288","0","0","0"
"26257120","350","350","350"
"26257280","850","850","850"
"26257376","500","500","500"
"26260064","350","350","350"
"26260352","500","500","500"
"26261056","100","100","100"
"26261280","0","0","0"
"26261536","250","250","250"
"26262624","0","0","0"
"26262688","0","0","0"
"26263552","250","250","250"
"26263840","0","0","0"
"26265952","0","0","0"
"26266912","0","0","0"
"26269024","450","450","450"
"26273728","600","600","600"
"26274464","0","0","0"
"26274752","250","250","250"
"26275968","0","0","0"
"26276096","500","500","500"
"26276352","350","350","350"
"26278912","350","350","350"
"26278944","250","250","250"
"26279200","0","0","0"
"26280096","500","500","500"
"26280800","250","250","250"
"26281536","850","850","850"
"26281696","2000","2000","2000"
"26282848","350","350","350"
"26283232","1200","1200","1200"
"26284352","950","950","950"
"26286368","500","500","500"
"26290784","0","0","0"
"26291840","0","0","0"
"26292512","0","0","0"
"26293152","250","250","250"
"26295008","0","0","0"
"26295392","500","500","500"
"26296544","450","450","450"
"26298336","350","350","350"
"26298880","250","250","250"
"26300288","350","350","350"
"26300672","500","500","500"
"26300736","500","500","500"
"26301024","750","750","750"
"26302528","350","350","350"
"26303712","500","500","500"
"26303744","100","100","100"
"26306784","600","600","600"
"26308928","350","350","350"
"26309056","250","250","250"
"26310624","500","500","500"
"26312096","250","250","250"
"26312832","250","250","250"
"26315168","350","350","350"
"26315648","200","200","200"
"26316864","250","250","250"
"26318912","350","350","350"
"26320096","250","250","250"
"26320320","0","0","0"
"26320576","600","600","600"
"26322336","700","700","700"
"26322624","500","500","500"
"26323744","450","450","450"
"26324480","450","450","450"
"26324512","0","0","0"
"26325824","200","200","200"
"26330496","450","450","450"
"26330592","450","450","450"
"26331712","600","600","600"
"26331872","350","350","350"
"26334336","0","0","0"
"26334784","250","250","250"
"26335808","0","0","0"
"26336480","100","100","100"
"26337408","350","350","350"
"26338144","250","250","250"
"26338240","250","250","250"
"26338944","250","250","250"
"26339488","800","800","800"
"26341664","100","100","100"
"26342560","0","0","0"
"26343520","0","0","0"
"26344384","600","600","600"
"26345664","450","450","450"
"26346688","600","600","600"
"26346912","350","350","350"
"26348448","700","700","700"
"26349728","250","250","250"
"26350272","750","750","750"
"26350592","500","500","500"
"26351040","500","500","500"
"26351552","350","350","350"
"26351968","500","500","500"
"26353216","450","450","450"
"26353728","250","250","250"
"26356512","500","500","500"
"26358592","0","0","0"
"26361664","0","0","0"
"26361888","600","600","600"
"26363936","600","600","600"
"26364416","700","700","700"
"26365248","250","250","250"
"26365472","250","250","250"
"26366304","250","250","250"
"26366592","600","600","600"
"26367744","250","250","250"
"26369248","500","500","500"
"26370592","250","250","250"
"26374240","0","0","0"
"26374304","100","100","100"
"26375008","700","700","700"
"26375264","500","500","500"
"26377344","1050","1050","1050"
"26378560","0","0","0"
"26379040","250","250","250"
"26381216","0","0","0"
"26381856","350","350","350"
"26382976","350","350","350"
"26383136","250","250","250"
"26383328","250","250","250"
"26383840","0","0","0"
"26385312","250","250","250"
"26386560","500","500","500"
"26386848","0","0","0"
"26388800","0","0","0"
"26390144","250","250","250"
"26390176","350","350","350"
"26395136","500","500","500"
"26395264","600","600","600"
"26395616","500","500","500"
"26397024","250","250","250"
"26398720","500","500","500"
"26400128","500","500","500"
"26401888","0","0","0"
"26403200","250","250","250"
"26404416","250","250","250"
"26405696","250","250","250"
"26406144","600","600","600"
"26407968","250","250","250"
"26408032","0","0","0"
"26409376","250","250","250"
"26409536","500","500","500"
"26409568","250","250","250"
"26410432","250","250","250"
"26413504","350","350","350"
"26416480","750","750","750"
"26417024","100","100","100"
"26418400","250","250","250"
"26422208","250","250","250"
"26422336","250","250","250"
"26422976","500","500","500"
"26423520","350","350","350"
"26427328","0","0","0"
"26428640","350","350","350"
"26429088","0","0","0"
"26429984","350","350","350"
"26432512","100","100","100"
"26432992","0","0","0"
"26434144","250","250","250"
"26435360","250","250","250"
"26439872","750","750","750"
"26440896","250","250","250"
"26441152","950","950","950"
"26442048","600","600","600"
"26442176","750","750","750"
"26442528","600","600","600"
"26442752","550","550","550"
"26442880","0","0","0"
"26443424","450","450","450"
"26444128","100","100","100"
"26445440","100","100","100"
"26448608","0","0","0"
"26448992","250","250","250"
"26449568","100","100","100"
"26449664","250","250","250"
"26450528","100","100","100"
"26451040","0","0","0"
"26451872","250","250","250"
"26451936","500","500","500"
"26453344","750","750","750"
"26455936","250","250","250"
"26457440","0","0","0"
"26458848","350","350","350"
"26458880","250","250","250"
"26459520","250","250","250"
"26460096","250","250","250"
"26461568","350","350","350"
"26461856","250","250","250"
"26463136","250","250","250"
"26463264","500","500","500"
"26463488","250","250","250"
"26465184","250","250","250"
"26465344","100","100","100"
"26467456","0","0","0"
"26468160","250","250","250"
"26469344","0","0","0"
"26470272","0","0","0"
"26470784","950","950","950"
"26471648","100","100","100"
"26474240","500","500","500"
"26476448","250","250","250"
"26476864","250","250","250"
"26476960","0","0","0"
"26477376","250","250","250"
"26477472","500","500","500"
"26479232","0","0","0"
"26479456","250","250","250"
"26479968","250","250","250"
"26482816","500","500","500"
"26484512","100","100","100"
"26484640","0","0","0"
"26486528","250","250","250"
"26487008","250","250","250"
"26488096","500","500","500"
"26488192","250","250","250"
"26489152","250","250","250"
"26489216","0","0","0"
"26489728","500","500","500"
"26490016","250","250","250"
"26491648","250","250","250"
"26492256","700","700","700"
"26493312","250","250","250"
"26496544","250","250","250"
"26497216","0","0","0"
"26497472","450","450","450"
"26497792","250","250","250"
"26499232","350","350","350"
"26500032","250","250","250"
"26501920","0","0","0"
"26502688","500","500","500"
"26505568","250","250","250"
"26506880","500","500","500"
"26508064","250","250","250"
"26508864","600","600","600"
"26509632","250","250","250"
"26509760","100","100","100"
"26510528","250","250","250"
"26511552","350","350","350"
"26512608","500","500","500"
"26512992","250","250","250"
"26517312","2100","2100","2100"
"26518528","500","500","500"
"26520704","250","250","250"
"26521152","500","500","500"
"26523264","0","0","0"
"26523328","250","250","250"
"26524576","0","0","0"
"26525504","250","250","250"
"26525856","500","500","500"
"26527328","250","250","250"
"26528672","250","250","250"
"26528800","250","250","250"
"26529536","0","0","0"
"26530688","500","500","500"
"26536736","600","600","600"
"26537248","350","350","350"
"26537408","250","250","250"
"26538784","100","100","100"
"26541888","300","300","300"
"26542144","250","250","250"
"26542624","200","200","200"
"26542880","500","500","500"
"26542976","0","0","0"
"26545760","250","250","250"
"26546528","250","250","250"
"26546624","250","250","250"
"26547936","250","250","250"
"26550144","0","0","0"
"26550688","100","100","100"
"26551616","500","500","500"
"26552096","250","250","250"
"26552512","200","200","200"
"26554976","0","0","0"
"26555264","250","250","250"
"26557120","450","450","450"
"26559488","500","500","500"
"26560960","0","0","0"
"26562688","250","250","250"
"26564192","100","100","100"
"26564448","0","0","0"
"26565408","600","600","600"
"26566368","600","600","600"
"26569056","0","0","0"
"26569312","450","450","450"
"26570016","500","500","500"
"26570208","600","600","600"
"26570432","500","500","500"
"26571456","250","250","250"
"26573760","500","500","500"
"26574080","0","0","0"
"26574240","0","0","0"
"26574368","250","250","250"
"26574592","300","300","300"
"26576640","600","600","600"
"26576960","250","250","250"
"26581056","200","200","200"
"26583488","100","100","100"
"26583776","500","500","500"
"26584928","0","0","0"
"26585920","0","0","0"
"26586432","250","250","250"
"26587680","950","950","950"
"26588576","1000","1000","1000"
"26589504","500","500","500"
"26589664","0","0","0"
"26590400","350","350","350"
"26590720","500","500","500"
"26591040","850","850","850"
"26591232","250","250","250"
"26593792","250","250","250"
"26593984","500","500","500"
"26594208","0","0","0"
"26595200","500","500","500"
"26595584","250","250","250"
"26596064","250","250","250"
"26596288","600","600","600"
"26596512","250","250","250"
"26597056","0","0","0"
"26597280","0","0","0"
"26598464","350","350","350"
"26598848","250","250","250"
"26602560","600","600","600"
"26604096","250","250","250"
"26605056","0","0","0"
"26607168","250","250","250"
"26609120","350","350","350"
"26610240","0","0","0"
"26610944","0","0","0"
"26611616","250","250","250"
"26612256","0","0","0"
"26612448","750","750","750"
"26612512","200","200","200"
"26612864","250","250","250"
"26614208","250","250","250"
"26614560","500","500","500"
"26615264","100","100","100"
"26615840","600","600","600"
"26616448","0","0","0"
"26616608","250","250","250"
"26617952","500","500","500"
"26621088","700","700","700"
"26622784","100","100","100"
"26623680","500","500","500"
"26625120","250","250","250"
"26626016","250","250","250"
"26626944","250","250","250"
"26627200","100","100","100"
"26628320","250","250","250"
"26628384","250","250","250"
"26629088","850","850","850"
"26630112","250","250","250"
"26630368","850","850","850"
"26630496","350","350","350"
"26631136","250","250","250"
"26632384","0","0","0"
"26632736","250","250","250"
"26632800","0","0","0"
"26635424","100","100","100"
"26635584","250","250","250"
"26636384","250","250","250"
"26640352","600","600","600"
"26640672","250","250","250"
"26641984","650","650","650"
"26642336","200","200","200"
"26643200","0","0","0"
"26643424","500","500","500"
"26644512","250","250","250"
"26646496","250","250","250"
"26646528","250","250","250"
"26646592","200","200","200"
"26648064","250","250","250"
"26648992","0","0","0"
"26649632","600","600","600"
"26650368","0","0","0"
"26650976","850","850","850"
"26652288","0","0","0"
"26652672","0","0","0"
"26653664","500","500","500"
"26654432","0","0","0"
"26658720","0","0","0"
"26658912","250","250","250"
"26660544","0","0","0"
"26660864","0","0","0"
"26661184","0","0","0"
"26661344","500","500","500"
"26661568","350","350","350"
"26661856","250","250","250"
"26662112","600","600","600"
"26665536","350","350","350"
"26669632","750","750","750"
"26670432","100","100","100"
"26671744","500","500","500"
"26672032","350","350","350"
"26673344","850","850","850"
"26673376","250","250","250"
"26673600","500","500","500"
"26674208","100","100","100"
"26674816","0","0","0"
"26676352","500","500","500"
"26676384","500","500","500"
"26678016","250","250","250"
"26678848","0","0","0"
"26679392","850","850","850"
"26680768","0","0","0"
"26680896","250","250","250"
"26683520","350","350","350"
"26685056","0","0","0"
"26686368","500","500","500"
"26686432","250","250","250"
"26686880","250","250","250"
"26687904","250","250","250"
"26688736","250","250","250"
"26691456","250","250","250"
"26691712","600","600","600"
"26692384","350","350","350"
"26692704","250","250","250"
"26692960","250","250","250"
"26693600","600","600","600"
"26693632","500","500","500"
"26695168","700","700","700"
"26695392","350","350","350"
"26695968","200","200","200"
"26696896","500","500","500"
"26697344","350","350","350"
"26698144","250","250","250"
"26698432","100","100","100"
"26703232","600","600","600"
"26704032","0","0","0"
"26705632","250","250","250"
"26706432","500","500","500"
"26706464","0","0","0"
"26706944","250","250","250"
"26707136","100","100","100"
"26707360","100","100","100"
"26707712","0","0","0"
"26708768","0","0","0"
"26712192","750","750","750"
"26712320","250","250","250"
"26712960","250","250","250"
"26713184","250","250","250"
"26714240","450","450","450"
"26714816","500","500","500"
"26716480","500","500","500"
"26720704","0","0","0"
"26723104","0","0","0"
"26724256","0","0","0"
"26724544","500","500","500"
"26724928","1050","1050","1050"
"26725472","500","500","500"
"26727296","0","0","0"
"26727328","400","400","400"
"26731104","250","250","250"
"26731584","0","0","0"
"26731904","100","100","100"
"26734432","600","600","600"
"26734944","200","200","200"
"26735040","600","600","600"
"26738624","350","350","350"
"26740000","250","250","250"
"26740672","500","500","500"
"26742272","100","100","100"
"26742592","0","0","0"
"26743776","450","450","450"
"26744480","600","600","600"
"26745984","350","350","350"
"26746080","250","250","250"
"26746752","100","100","100"
"26747904","250","250","250"
"26748800","600","600","600"
"26749472","750","750","750"
"26749632","350","350","350"
"26751392","100","100","100"
"26751712","0","0","0"
"26754368","250","250","250"
"26754432","750","750","750"
"26754816","750","750","750"
"26755392","250","250","250"
"26756416","250","250","250"
"26757984","250","250","250"
"26758144","250","250","250"
"26760224","700","700","700"
"26760768","500","500","500"
"26760928","250","250","250"
"26762112","250","250","250"
"26763584","250","250","250"
"26764480","250","250","250"
"26769184","0","0","0"
"26769760","550","550","550"
"26771072","0","0","0"
"26771168","500","500","500"
"26771424","950","950","950"
"26772672","500","500","500"
"26773824","0","0","0"
"26774496","250","250","250"
"26775200","250","250","250"
"26775488","250","250","250"
"26776288","500","500","500"
"26777536","500","500","500"
"26778400","250","250","250"
"26779392","0","0","0"
"26779456","0","0","0"
"26780160","200","200","200"
"26781216","250","250","250"
"26781728","250","250","250"
"26782688","600","600","600"
"26787616","0","0","0"
"26788064","350","350","350"
"26789696","0","0","0"
"26791072","500","500","500"
"26791616","0","0","0"
"26791904","0","0","0"
"26792416","100","100","100"
"26792800","350","350","350"
"26793408","250","250","250"
"26794336","250","250","250"
"26796032","0","0","0"
"26798400","0","0","0"
"26798528","0","0","0"
