"Step","FuN_Gravitar_runseed=0 - training/episode/reward","FuN_Gravitar_runseed=0 - training/episode/reward__MIN","FuN_Gravitar_runseed=0 - training/episode/reward__MAX"
"82974848","750","750","750"
"82975712","0","0","0"
"82976960","450","450","450"
"82980544","0","0","0"
"82981856","0","0","0"
"82981888","500","500","500"
"82981920","500","500","500"
"82982240","250","250","250"
"82982304","500","500","500"
"82982752","0","0","0"
"82983104","0","0","0"
"82984416","250","250","250"
"82984768","250","250","250"
"82984864","350","350","350"
"82985312","500","500","500"
"82987392","250","250","250"
"82988128","500","500","500"
"82988224","350","350","350"
"82990560","500","500","500"
"82992192","550","550","550"
"82992352","250","250","250"
"82992480","100","100","100"
"82993120","600","600","600"
"82993216","0","0","0"
"82994336","250","250","250"
"82994400","0","0","0"
"82996096","0","0","0"
"82999680","500","500","500"
"83000992","250","250","250"
"83001760","100","100","100"
"83002528","250","250","250"
"83002592","500","500","500"
"83004032","500","500","500"
"83004704","750","750","750"
"83004768","750","750","750"
"83004864","250","250","250"
"83005280","500","500","500"
"83005728","200","200","200"
"83008896","500","500","500"
"83010560","500","500","500"
"83011168","500","500","500"
"83011360","100","100","100"
"83012224","600","600","600"
"83013760","250","250","250"
"83016224","250","250","250"
"83018752","500","500","500"
"83019648","500","500","500"
"83019808","250","250","250"
"83020960","500","500","500"
"83021376","500","500","500"
"83021696","600","600","600"
"83024768","600","600","600"
"83025024","250","250","250"
"83025760","850","850","850"
"83026880","500","500","500"
"83028704","0","0","0"
"83030080","0","0","0"
"83030528","850","850","850"
"83030848","850","850","850"
"83030880","500","500","500"
"83031296","0","0","0"
"83034560","250","250","250"
"83036384","250","250","250"
"83038624","0","0","0"
"83038752","0","0","0"
"83041024","250","250","250"
"83041472","100","100","100"
"83041632","200","200","200"
"83041664","350","350","350"
"83043680","500","500","500"
"83044096","450","450","450"
"83044416","100","100","100"
"83044512","350","350","350"
"83046304","500","500","500"
"83046592","2350","2350","2350"
"83046720","600","600","600"
"83048128","700","700","700"
"83048576","250","250","250"
"83049120","250","250","250"
"83049824","100","100","100"
"83049952","500","500","500"
"83049984","500","500","500"
"83050336","600","600","600"
"83051232","250","250","250"
"83053248","500","500","500"
"83053952","500","500","500"
"83055392","600","600","600"
"83056128","250","250","250"
"83057664","450","450","450"
"83058592","600","600","600"
"83059168","500","500","500"
"83059584","250","250","250"
"83060384","250","250","250"
"83060416","250","250","250"
"83063776","0","0","0"
"83063872","650","650","650"
"83064192","100","100","100"
"83065280","250","250","250"
"83066176","0","0","0"
"83066720","250","250","250"
"83066944","250","250","250"
"83067392","800","800","800"
"83068032","650","650","650"
"83068480","0","0","0"
"83069184","250","250","250"
"83070592","250","250","250"
"83070688","600","600","600"
"83072160","250","250","250"
"83072544","600","600","600"
"83074944","850","850","850"
"83077568","600","600","600"
"83078208","250","250","250"
"83079200","500","500","500"
"83082528","500","500","500"
"83084320","500","500","500"
"83084384","250","250","250"
"83084480","500","500","500"
"83085760","800","800","800"
"83085792","0","0","0"
"83085824","600","600","600"
"83086432","800","800","800"
"83086912","0","0","0"
"83090336","350","350","350"
"83091040","250","250","250"
"83092640","250","250","250"
"83094016","250","250","250"
"83096256","500","500","500"
"83097120","250","250","250"
"83101536","500","500","500"
"83102112","600","600","600"
"83102528","0","0","0"
"83103040","0","0","0"
"83104672","250","250","250"
"83104960","350","350","350"
"83105024","500","500","500"
"83106816","700","700","700"
"83107712","0","0","0"
"83108192","700","700","700"
"83108352","950","950","950"
"83109216","950","950","950"
"83109536","600","600","600"
"83112544","250","250","250"
"83112800","250","250","250"
"83115392","250","250","250"
"83115456","600","600","600"
"83115584","750","750","750"
"83115680","250","250","250"
"83116512","350","350","350"
"83117856","500","500","500"
"83118944","600","600","600"
"83119968","750","750","750"
"83120096","500","500","500"
"83120128","250","250","250"
"83120832","250","250","250"
"83121312","600","600","600"
"83121920","100","100","100"
"83122528","250","250","250"
"83124000","250","250","250"
"83124480","250","250","250"
"83124640","500","500","500"
"83125696","500","500","500"
"83126144","250","250","250"
"83126848","500","500","500"
"83127840","250","250","250"
"83129216","600","600","600"
"83129408","500","500","500"
"83130656","600","600","600"
"83132128","500","500","500"
"83132320","600","600","600"
"83134016","250","250","250"
"83134240","500","500","500"
"83135968","350","350","350"
"83136000","100","100","100"
"83136768","850","850","850"
"83139008","250","250","250"
"83140192","500","500","500"
"83141728","250","250","250"
"83142304","100","100","100"
"83142752","250","250","250"
"83143168","250","250","250"
"83143808","950","950","950"
"83144096","950","950","950"
"83145152","350","350","350"
"83145440","1050","1050","1050"
"83145568","950","950","950"
"83146592","500","500","500"
"83147328","250","250","250"
"83149248","250","250","250"
"83150464","600","600","600"
"83152192","500","500","500"
"83152640","550","550","550"
"83154304","850","850","850"
"83154592","100","100","100"
"83155168","500","500","500"
"83155968","500","500","500"
"83156032","250","250","250"
"83156640","250","250","250"
"83156864","600","600","600"
"83159136","250","250","250"
"83161504","250","250","250"
"83162560","800","800","800"
"83163136","250","250","250"
"83163360","350","350","350"
"83163968","350","350","350"
"83164192","250","250","250"
"83164288","350","350","350"
"83164768","500","500","500"
"83165696","550","550","550"
"83165952","100","100","100"
"83167296","250","250","250"
"83168352","500","500","500"
"83168448","500","500","500"
"83169600","250","250","250"
"83170112","850","850","850"
"83170368","500","500","500"
"83171168","500","500","500"
"83171808","500","500","500"
"83172224","0","0","0"
"83175744","500","500","500"
"83176768","350","350","350"
"83177088","250","250","250"
"83178688","350","350","350"
"83178976","750","750","750"
"83180448","100","100","100"
"83180992","450","450","450"
"83181088","600","600","600"
"83181792","500","500","500"
"83182560","250","250","250"
"83183168","250","250","250"
"83183424","250","250","250"
"83184448","850","850","850"
"83184992","0","0","0"
"83185920","450","450","450"
"83187104","0","0","0"
"83187584","250","250","250"
"83188064","200","200","200"
"83188320","500","500","500"
"83189728","350","350","350"
"83189952","250","250","250"
"83190688","100","100","100"
"83190816","0","0","0"
"83191296","500","500","500"
"83191360","0","0","0"
"83193376","250","250","250"
"83194464","100","100","100"
"83195104","250","250","250"
"83195904","100","100","100"
"83196800","100","100","100"
"83197568","250","250","250"
"83199520","0","0","0"
"83201056","0","0","0"
"83201312","100","100","100"
"83201344","250","250","250"
"83201536","100","100","100"
"83202528","500","500","500"
"83203040","500","500","500"
"83206080","600","600","600"
"83206432","1150","1150","1150"
"83206944","850","850","850"
"83207264","0","0","0"
"83209408","500","500","500"
"83211424","250","250","250"
"83212544","1050","1050","1050"
"83212960","100","100","100"
"83214496","600","600","600"
"83215392","1000","1000","1000"
"83215968","700","700","700"
"83216768","250","250","250"
"83218048","700","700","700"
"83218688","0","0","0"
"83220544","500","500","500"
"83220960","750","750","750"
"83224416","800","800","800"
"83225248","750","750","750"
"83225280","100","100","100"
"83225344","350","350","350"
"83226272","0","0","0"
"83226496","350","350","350"
"83226816","0","0","0"
"83227392","750","750","750"
"83228192","500","500","500"
"83229504","0","0","0"
"83230400","800","800","800"
"83232000","1150","1150","1150"
"83232672","800","800","800"
"83233088","450","450","450"
"83234976","500","500","500"
"83236000","350","350","350"
"83236128","500","500","500"
"83237152","500","500","500"
"83237600","0","0","0"
"83237632","400","400","400"
"83238240","600","600","600"
"83239200","250","250","250"
"83241184","0","0","0"
"83242144","500","500","500"
"83244160","250","250","250"
"83244352","250","250","250"
"83245664","500","500","500"
"83245888","250","250","250"
"83246688","0","0","0"
"83246976","500","500","500"
"83249312","500","500","500"
"83250432","250","250","250"
"83250656","500","500","500"
"83252064","100","100","100"
"83253536","250","250","250"
"83255424","1000","1000","1000"
"83255520","350","350","350"
"83256640","350","350","350"
"83256704","250","250","250"
"83258720","100","100","100"
"83260064","500","500","500"
"83260352","250","250","250"
"83260832","750","750","750"
"83260896","250","250","250"
"83261760","450","450","450"
"83264416","250","250","250"
"83264896","500","500","500"
"83265248","0","0","0"
"83265280","500","500","500"
"83265632","250","250","250"
"83265696","250","250","250"
"83268320","950","950","950"
"83268992","0","0","0"
"83271200","450","450","450"
"83272448","750","750","750"
"83272480","450","450","450"
"83274368","100","100","100"
"83276352","0","0","0"
"83277600","250","250","250"
"83278688","0","0","0"
"83279296","250","250","250"
"83279552","600","600","600"
"83279808","0","0","0"
"83280096","500","500","500"
"83281120","250","250","250"
"83281184","850","850","850"
"83281632","0","0","0"
"83281920","600","600","600"
"83282048","250","250","250"
"83282400","250","250","250"
"83283680","250","250","250"
"83284640","500","500","500"
"83284736","250","250","250"
"83289984","250","250","250"
"83292224","250","250","250"
"83294720","0","0","0"
"83295936","250","250","250"
"83296064","500","500","500"
"83296480","250","250","250"
"83297728","500","500","500"
"83298240","500","500","500"
"83299136","100","100","100"
"83299456","250","250","250"
"83299680","500","500","500"
"83300320","500","500","500"
"83301152","0","0","0"
"83301824","250","250","250"
"83305984","700","700","700"
"83306560","0","0","0"
"83307136","500","500","500"
"83308544","250","250","250"
"83309728","450","450","450"
"83309952","250","250","250"
"83311616","250","250","250"
"83312224","0","0","0"
"83313376","500","500","500"
"83314496","250","250","250"
"83314976","600","600","600"
"83315136","250","250","250"
"83315744","250","250","250"
"83316640","500","500","500"
"83317920","500","500","500"
"83318016","450","450","450"
"83318144","0","0","0"
"83319296","0","0","0"
"83319488","0","0","0"
"83321280","250","250","250"
"83322304","500","500","500"
"83322528","250","250","250"
"83324736","0","0","0"
"83325088","600","600","600"
"83328768","750","750","750"
"83328832","500","500","500"
"83329760","750","750","750"
"83330336","350","350","350"
"83330528","600","600","600"
"83331072","250","250","250"
"83332256","350","350","350"
"83332320","500","500","500"
"83333152","0","0","0"
"83334752","0","0","0"
"83336608","0","0","0"
"83337056","250","250","250"
"83337216","500","500","500"
"83337536","0","0","0"
"83338688","350","350","350"
"83338848","200","200","200"
"83341792","1050","1050","1050"
"83342464","600","600","600"
"83345088","500","500","500"
"83348768","750","750","750"
"83349152","550","550","550"
"83350080","350","350","350"
"83352256","950","950","950"
"83352352","500","500","500"
"83353408","200","200","200"
"83355008","500","500","500"
"83355360","250","250","250"
"83356864","750","750","750"
"83357760","250","250","250"
"83358592","950","950","950"
"83361568","600","600","600"
"83362112","500","500","500"
"83364896","250","250","250"
"83366912","450","450","450"
"83367008","0","0","0"
"83367136","500","500","500"
"83367200","700","700","700"
"83368608","600","600","600"
"83368800","500","500","500"
"83368832","500","500","500"
"83369280","700","700","700"
"83369344","0","0","0"
"83372320","500","500","500"
"83373120","600","600","600"
"83374112","100","100","100"
"83374688","750","750","750"
"83375168","750","750","750"
"83376000","750","750","750"
"83377216","350","350","350"
"83381248","350","350","350"
"83383264","250","250","250"
"83383392","450","450","450"
"83383616","100","100","100"
"83383680","0","0","0"
"83384384","350","350","350"
"83386688","500","500","500"
"83387040","300","300","300"
"83387296","600","600","600"
"83387584","500","500","500"
"83389856","750","750","750"
"83392320","450","450","450"
"83392832","500","500","500"
"83392960","850","850","850"
"83394848","250","250","250"
"83395456","100","100","100"
"83396224","0","0","0"
"83397120","950","950","950"
"83399328","250","250","250"
"83399360","750","750","750"
"83399392","0","0","0"
"83401952","350","350","350"
"83402272","100","100","100"
"83402624","250","250","250"
"83403584","250","250","250"
"83404480","250","250","250"
"83404512","350","350","350"
"83404928","1000","1000","1000"
"83407264","250","250","250"
"83407552","500","500","500"
"83407744","250","250","250"
"83409632","0","0","0"
"83410912","500","500","500"
"83412384","0","0","0"
"83413152","500","500","500"
"83415392","450","450","450"
"83416736","500","500","500"
"83417216","500","500","500"
"83418048","250","250","250"
"83419104","250","250","250"
"83419936","250","250","250"
"83420448","250","250","250"
"83422272","600","600","600"
"83422304","250","250","250"
"83424416","350","350","350"
"83426560","250","250","250"
"83427936","600","600","600"
"83429568","550","550","550"
"83429760","350","350","350"
"83429792","250","250","250"
"83430688","250","250","250"
"83432096","850","850","850"
"83434048","850","850","850"
"83434944","250","250","250"
"83436384","350","350","350"
"83436448","500","500","500"
"83437952","800","800","800"
"83438048","600","600","600"
"83439104","600","600","600"
"83439840","250","250","250"
"83440096","250","250","250"
"83441952","250","250","250"
"83443104","750","750","750"
"83443264","100","100","100"
"83443360","850","850","850"
"83444128","2100","2100","2100"
"83444160","500","500","500"
"83446720","350","350","350"
"83447296","500","500","500"
"83449472","600","600","600"
"83451296","250","250","250"
"83452000","750","750","750"
"83455136","600","600","600"
"83456256","0","0","0"
"83456352","500","500","500"
"83457792","500","500","500"
"83458784","500","500","500"
"83459712","500","500","500"
"83460384","600","600","600"
"83461952","850","850","850"
"83462048","250","250","250"
"83462336","350","350","350"
"83462400","750","750","750"
"83463744","250","250","250"
"83463904","350","350","350"
"83463968","250","250","250"
"83464928","0","0","0"
"83468480","350","350","350"
"83470560","250","250","250"
"83471104","2350","2350","2350"
"83472544","500","500","500"
"83472608","500","500","500"
"83472640","200","200","200"
"83473984","100","100","100"
"83475136","500","500","500"
"83475520","250","250","250"
"83475552","250","250","250"
"83476160","600","600","600"
"83476576","0","0","0"
"83476896","700","700","700"
"83478912","250","250","250"
"83479040","2200","2200","2200"
"83480640","850","850","850"
"83481856","350","350","350"
"83482080","350","350","350"
"83483296","700","700","700"
"83484544","350","350","350"
"83484576","0","0","0"
"83484992","1000","1000","1000"
"83489088","0","0","0"
"83489760","250","250","250"
"83490144","500","500","500"
"83490304","0","0","0"
"83490816","750","750","750"
"83492256","500","500","500"
"83494176","750","750","750"
"83494944","850","850","850"
"83495104","500","500","500"
"83495296","850","850","850"
"83496640","500","500","500"
"83496896","500","500","500"
"83497280","250","250","250"
"83498080","250","250","250"
"83498944","500","500","500"
"83500960","500","500","500"
"83502112","100","100","100"
"83502240","2250","2250","2250"
"83502560","0","0","0"
"83503584","750","750","750"
"83503936","500","500","500"
"83504096","900","900","900"
"83504192","750","750","750"
"83504544","250","250","250"
"83507424","250","250","250"
"83509536","700","700","700"
"83510272","500","500","500"
"83512448","650","650","650"
"83513440","250","250","250"
"83513568","600","600","600"
"83514944","350","350","350"
"83515840","250","250","250"
"83516000","350","350","350"
"83516096","500","500","500"
"83516704","350","350","350"
"83517984","250","250","250"
"83518432","600","600","600"
"83518624","250","250","250"
"83519808","500","500","500"
"83519968","250","250","250"
"83521952","450","450","450"
"83522432","250","250","250"
"83523936","250","250","250"
"83525888","250","250","250"
"83525920","250","250","250"
"83527104","250","250","250"
"83528224","600","600","600"
"83531200","250","250","250"
"83531712","500","500","500"
"83531744","350","350","350"
"83531968","250","250","250"
"83533760","600","600","600"
"83534432","500","500","500"
"83534592","250","250","250"
"83535552","350","350","350"
"83537024","500","500","500"
"83537536","350","350","350"
"83539168","0","0","0"
"83539488","600","600","600"
"83541312","600","600","600"
"83541536","350","350","350"
"83543360","500","500","500"
"83544608","850","850","850"
"83544736","250","250","250"
"83546368","500","500","500"
"83546656","500","500","500"
"83547552","500","500","500"
"83548800","500","500","500"
"83550240","600","600","600"
"83550560","500","500","500"
"83550944","250","250","250"
"83551264","0","0","0"
"83553312","750","750","750"
"83553984","600","600","600"
"83554496","750","750","750"
"83554528","700","700","700"
"83555168","950","950","950"
"83559136","1050","1050","1050"
"83560256","350","350","350"
"83560512","0","0","0"
"83561248","250","250","250"
"83563392","100","100","100"
"83563648","750","750","750"
"83567680","500","500","500"
"83568096","500","500","500"
"83569760","500","500","500"
"83569792","0","0","0"
"83570304","600","600","600"
"83570464","0","0","0"
"83571168","100","100","100"
"83571936","350","350","350"
"83572736","250","250","250"
"83572896","500","500","500"
"83573888","250","250","250"
"83573952","500","500","500"
"83574240","750","750","750"
"83574912","500","500","500"
"83575456","350","350","350"
"83575744","500","500","500"
"83579968","100","100","100"
"83580800","250","250","250"
"83582464","350","350","350"
"83582976","950","950","950"
"83584544","500","500","500"
"83587232","750","750","750"
"83588096","350","350","350"
"83588128","450","450","450"
"83588160","500","500","500"
"83588192","950","950","950"
"83589568","0","0","0"
"83589600","600","600","600"
"83590432","100","100","100"
"83591808","500","500","500"
"83592064","350","350","350"
"83592800","750","750","750"
"83592992","0","0","0"
"83593248","100","100","100"
"83594912","500","500","500"
"83599200","500","500","500"
"83602368","850","850","850"
"83605888","700","700","700"
"83606432","700","700","700"
"83606976","250","250","250"
"83607104","250","250","250"
"83608416","100","100","100"
"83608896","0","0","0"
"83610304","0","0","0"
"83610688","750","750","750"
"83610816","500","500","500"
"83612128","700","700","700"
"83612192","250","250","250"
"83612448","500","500","500"
"83612832","450","450","450"
"83613184","700","700","700"
"83614976","750","750","750"
"83616320","250","250","250"
"83619904","550","550","550"
"83620288","800","800","800"
"83622208","0","0","0"
"83622464","100","100","100"
"83622784","2100","2100","2100"
"83622880","100","100","100"
"83625824","250","250","250"
"83628224","750","750","750"
"83628256","250","250","250"
"83629376","750","750","750"
"83633888","800","800","800"
"83634208","0","0","0"
"83637024","250","250","250"
"83637472","750","750","750"
"83637632","0","0","0"
"83638048","250","250","250"
"83638944","2100","2100","2100"
"83640992","600","600","600"
"83641888","600","600","600"
"83642240","500","500","500"
"83644896","450","450","450"
"83645216","500","500","500"
"83647040","500","500","500"
"83647424","250","250","250"
"83649024","500","500","500"
"83651168","250","250","250"
"83652992","200","200","200"
"83653216","600","600","600"
"83656160","350","350","350"
"83656224","500","500","500"
"83656352","500","500","500"
"83658048","500","500","500"
"83658080","500","500","500"
"83659424","500","500","500"
"83659840","700","700","700"
"83659904","950","950","950"
"83660224","250","250","250"
"83660416","450","450","450"
"83660736","100","100","100"
"83661344","600","600","600"
"83662016","500","500","500"
"83662176","450","450","450"
"83664000","250","250","250"
"83664064","600","600","600"
"83664096","500","500","500"
"83668896","600","600","600"
"83669056","0","0","0"
"83671360","0","0","0"
"83671616","250","250","250"
"83674304","0","0","0"
"83676288","0","0","0"
"83676928","0","0","0"
"83677024","0","0","0"
"83677440","0","0","0"
"83677696","550","550","550"
"83679872","600","600","600"
"83680384","750","750","750"
"83681024","750","750","750"
"83681152","250","250","250"
"83681280","100","100","100"
"83681376","350","350","350"
"83682624","600","600","600"
"83683200","250","250","250"
"83683360","250","250","250"
"83688256","0","0","0"
"83688864","250","250","250"
"83689376","500","500","500"
"83689536","500","500","500"
"83689760","750","750","750"
"83690528","350","350","350"
"83695072","250","250","250"
"83696576","850","850","850"
"83696768","250","250","250"
"83698912","0","0","0"
"83699200","500","500","500"
"83699328","500","500","500"
"83699392","450","450","450"
"83700704","0","0","0"
"83700768","0","0","0"
"83701504","600","600","600"
"83702336","100","100","100"
"83703456","250","250","250"
"83706656","650","650","650"
"83707008","700","700","700"
"83707840","0","0","0"
"83708384","500","500","500"
"83709824","500","500","500"
"83711232","350","350","350"
"83711424","250","250","250"
"83712768","250","250","250"
"83713024","500","500","500"
"83715904","0","0","0"
"83716832","250","250","250"
"83718272","500","500","500"
"83719008","750","750","750"
"83719200","0","0","0"
"83719712","500","500","500"
"83720032","450","450","450"
"83721056","100","100","100"
"83721280","850","850","850"
"83722336","250","250","250"
"83724896","250","250","250"
"83726176","750","750","750"
"83726496","0","0","0"
"83727424","500","500","500"
"83729216","600","600","600"
"83729312","0","0","0"
"83730368","0","0","0"
"83730816","350","350","350"
"83731840","800","800","800"
"83734688","850","850","850"
"83736000","250","250","250"
"83736064","450","450","450"
"83736608","250","250","250"
"83737280","350","350","350"
"83739200","750","750","750"
"83739232","500","500","500"
"83739296","500","500","500"
"83739488","100","100","100"
"83740128","500","500","500"
"83740896","250","250","250"
"83741184","250","250","250"
"83743872","250","250","250"
"83744672","350","350","350"
"83745728","0","0","0"
"83745760","500","500","500"
"83746528","550","550","550"
"83747328","100","100","100"
"83748640","500","500","500"
"83750944","800","800","800"
"83751136","250","250","250"
"83751872","500","500","500"
"83753024","500","500","500"
"83754592","250","250","250"
"83754688","250","250","250"
"83754848","450","450","450"
"83755616","500","500","500"
"83756128","700","700","700"
"83756576","500","500","500"
"83757440","350","350","350"
"83757952","600","600","600"
"83761664","0","0","0"
"83762176","200","200","200"
"83764064","600","600","600"
"83764224","600","600","600"
"83764256","600","600","600"
"83764608","350","350","350"
"83765792","350","350","350"
"83766080","950","950","950"
"83767680","0","0","0"
"83768864","600","600","600"
"83769344","0","0","0"
"83770144","850","850","850"
"83773760","100","100","100"
"83774816","250","250","250"
"83775360","500","500","500"
"83776928","250","250","250"
"83776960","550","550","550"
"83779200","850","850","850"
"83780512","500","500","500"
"83780896","600","600","600"
"83781024","500","500","500"
"83781632","250","250","250"
"83783104","500","500","500"
"83784128","350","350","350"
"83784160","750","750","750"
"83784256","0","0","0"
"83784640","200","200","200"
"83785568","100","100","100"
"83786720","250","250","250"
"83787488","1150","1150","1150"
"83787616","250","250","250"
"83787840","700","700","700"
"83787968","600","600","600"
"83791872","950","950","950"
"83792416","950","950","950"
"83793440","100","100","100"
"83794144","750","750","750"
"83796064","250","250","250"
"83796832","600","600","600"
"83797312","600","600","600"
"83797344","250","250","250"
"83799072","600","600","600"
"83799328","0","0","0"
"83801152","750","750","750"
"83802432","0","0","0"
"83802784","850","850","850"
"83803072","100","100","100"
"83803584","500","500","500"
"83803648","250","250","250"
"83805376","950","950","950"
"83805728","100","100","100"
"83806656","0","0","0"
"83808192","250","250","250"
"83809952","600","600","600"
"83811968","500","500","500"
"83812608","1000","1000","1000"
"83814624","500","500","500"
"83815616","600","600","600"
"83816224","250","250","250"
"83816448","500","500","500"
"83817536","0","0","0"
"83818752","250","250","250"
"83819680","0","0","0"
"83821504","0","0","0"
"83822752","750","750","750"
"83822976","350","350","350"
"83823136","500","500","500"
"83823328","850","850","850"
"83823744","100","100","100"
"83824768","250","250","250"
"83825024","700","700","700"
"83825344","0","0","0"
"83826656","100","100","100"
"83826912","100","100","100"
"83829120","250","250","250"
"83829280","500","500","500"
"83831872","500","500","500"
"83834208","250","250","250"
"83834240","250","250","250"
"83834912","500","500","500"
"83836224","850","850","850"
"83836768","450","450","450"
"83838080","750","750","750"
"83838304","500","500","500"
"83841088","750","750","750"
"83841504","0","0","0"
"83841856","250","250","250"
"83845664","250","250","250"
"83847936","850","850","850"
"83848864","450","450","450"
"83851232","250","250","250"
"83851872","550","550","550"
"83852512","250","250","250"
"83852864","100","100","100"
"83853440","450","450","450"
"83854720","250","250","250"
"83855392","700","700","700"
"83855840","0","0","0"
"83856480","250","250","250"
"83857216","500","500","500"
"83858752","500","500","500"
"83860544","750","750","750"
"83861888","250","250","250"
"83863360","500","500","500"
"83863872","250","250","250"
"83864000","250","250","250"
"83864576","600","600","600"
"83864768","0","0","0"
"83865408","0","0","0"
"83866816","250","250","250"
"83867136","450","450","450"
"83867296","500","500","500"
"83868640","500","500","500"
"83870368","500","500","500"
"83870816","350","350","350"
"83871424","500","500","500"
"83873472","500","500","500"
"83873888","250","250","250"
"83875776","500","500","500"
"83876640","0","0","0"
"83878880","350","350","350"
"83879712","250","250","250"
"83879936","600","600","600"
"83880544","500","500","500"
"83881216","100","100","100"
"83881984","250","250","250"
"83882272","700","700","700"
"83882944","500","500","500"
"83883616","600","600","600"
"83883968","500","500","500"
"83885120","500","500","500"
"83887168","600","600","600"
"83887712","250","250","250"
"83888288","100","100","100"
"83888704","350","350","350"
"83892384","500","500","500"
"83892416","500","500","500"
"83896832","0","0","0"
"83897472","500","500","500"
"83898304","600","600","600"
"83898400","100","100","100"
"83899552","500","500","500"
"83899968","250","250","250"
"83900960","0","0","0"
"83901312","0","0","0"
"83901408","500","500","500"
"83903424","750","750","750"
"83906080","850","850","850"
"83907840","550","550","550"
"83908416","250","250","250"
"83909504","700","700","700"
"83910016","500","500","500"
"83910080","500","500","500"
"83910848","850","850","850"
"83911616","500","500","500"
"83912256","300","300","300"
"83912448","0","0","0"
"83914880","100","100","100"
"83915936","250","250","250"
"83916576","200","200","200"
"83916864","250","250","250"
"83917152","350","350","350"
"83917536","500","500","500"
"83920096","700","700","700"
"83920864","700","700","700"
"83921376","0","0","0"
"83924768","350","350","350"
"83924928","500","500","500"
"83926112","500","500","500"
"83928480","250","250","250"
"83928576","250","250","250"
"83928672","450","450","450"
"83928928","0","0","0"
"83929248","250","250","250"
"83930464","250","250","250"
"83932064","350","350","350"
"83932512","350","350","350"
"83933984","250","250","250"
"83934720","600","600","600"
"83935936","700","700","700"
"83936928","350","350","350"
"83937152","500","500","500"
"83939872","500","500","500"
"83940224","2350","2350","2350"
"83940800","450","450","450"
"83942144","250","250","250"
"83943360","600","600","600"
"83944864","500","500","500"
"83945760","750","750","750"
"83946016","250","250","250"
"83946848","350","350","350"
"83947296","750","750","750"
"83947872","800","800","800"
"83947968","0","0","0"
"83948160","0","0","0"
"83949056","2100","2100","2100"
"83949664","950","950","950"
"83951360","500","500","500"
"83952864","0","0","0"
"83953280","250","250","250"
"83953312","200","200","200"
"83954496","500","500","500"
"83954560","0","0","0"
"83955648","350","350","350"
"83955936","850","850","850"
"83956160","850","850","850"
"83957280","250","250","250"
"83958432","200","200","200"
"83960352","500","500","500"
"83962464","0","0","0"
"83962592","350","350","350"
"83965024","350","350","350"
"83966144","500","500","500"
"83966176","0","0","0"
"83966912","750","750","750"
"83967104","850","850","850"
"83967680","250","250","250"
"83968128","250","250","250"
"83969824","250","250","250"
"83969920","0","0","0"
"83971840","850","850","850"
"83974336","450","450","450"
"83974560","250","250","250"
"83975840","250","250","250"
"83975872","0","0","0"
"83977920","950","950","950"
"83980928","0","0","0"
"83981152","750","750","750"
"83983264","450","450","450"
"83985376","750","750","750"
"83985696","350","350","350"
"83985952","100","100","100"
"83987680","700","700","700"
"83988384","700","700","700"
"83988672","250","250","250"
"83989120","250","250","250"
"83992032","500","500","500"
"83993376","600","600","600"
"83994208","350","350","350"
"83994656","500","500","500"
"83995136","250","250","250"
"83995360","500","500","500"
"83996672","250","250","250"
"83998368","500","500","500"
"83999520","500","500","500"
"84000640","0","0","0"
"84002848","1200","1200","1200"
"84003008","250","250","250"
"84004384","700","700","700"
"84004608","350","350","350"
"84005440","450","450","450"
"84006592","500","500","500"
"84006944","600","600","600"
"84010080","0","0","0"
"84010336","500","500","500"
"84013344","250","250","250"
"84013600","600","600","600"
"84013952","350","350","350"
"84014944","500","500","500"
"84015712","450","450","450"
"84017088","500","500","500"
"84017824","250","250","250"
"84018560","500","500","500"
"84020512","250","250","250"
"84021024","600","600","600"
"84021664","500","500","500"
"84023712","500","500","500"
"84023808","850","850","850"
"84023872","600","600","600"
"84024800","500","500","500"
"84025760","2000","2000","2000"
"84028064","500","500","500"
"84028992","250","250","250"
"84030304","100","100","100"
"84030336","200","200","200"
"84034176","500","500","500"
"84035040","100","100","100"
"84035648","600","600","600"
"84037184","850","850","850"
"84037440","0","0","0"
"84039232","500","500","500"
"84039968","2350","2350","2350"
"84042144","250","250","250"
"84042272","950","950","950"
"84043392","250","250","250"
"84043648","600","600","600"
"84046816","250","250","250"
"84047840","0","0","0"
"84047904","0","0","0"
"84048640","750","750","750"
"84050784","100","100","100"
"84051040","0","0","0"
"84051616","600","600","600"
"84052288","100","100","100"
"84052864","100","100","100"
"84052928","500","500","500"
"84053632","300","300","300"
"84054112","500","500","500"
"84055168","600","600","600"
"84055584","250","250","250"
"84056832","350","350","350"
"84057120","800","800","800"
"84060544","600","600","600"
"84060576","250","250","250"
"84061376","250","250","250"
"84061536","500","500","500"
"84062176","350","350","350"
"84063424","750","750","750"
"84066752","850","850","850"
"84068192","250","250","250"
"84068256","850","850","850"
"84070528","350","350","350"
"84071040","550","550","550"
"84072352","800","800","800"
"84073280","350","350","350"
"84073664","600","600","600"
"84074304","750","750","750"
"84076864","250","250","250"
"84077696","250","250","250"
"84078784","600","600","600"
"84079232","700","700","700"
"84080864","750","750","750"
"84081088","750","750","750"
"84082624","350","350","350"
"84083712","250","250","250"
"84087264","0","0","0"
"84087552","250","250","250"
"84088512","200","200","200"
"84089088","700","700","700"
"84089408","250","250","250"
"84089472","250","250","250"
"84091424","100","100","100"
"84091488","2700","2700","2700"
"84092832","500","500","500"
"84093856","250","250","250"
