"Step","MDM_Qbert_80_runseed=1 - hierarchy_use/hierarchy_selected_3","MDM_Qbert_80_runseed=1 - hierarchy_use/hierarchy_selected_3__MIN","MDM_Qbert_80_runseed=1 - hierarchy_use/hierarchy_selected_3__MAX","MDM_Qbert_80_runseed=0 - hierarchy_use/hierarchy_selected_3","MDM_Qbert_80_runseed=0 - hierarchy_use/hierarchy_selected_3__MIN","MDM_Qbert_80_runseed=0 - hierarchy_use/hierarchy_selected_3__MAX","MDM_Qbert_80 - hierarchy_use/hierarchy_selected_3","MDM_Qbert_80 - hierarchy_use/hierarchy_selected_3__MIN","MDM_Qbert_80 - hierarchy_use/hierarchy_selected_3__MAX"
"28927648","","","","","","","0","0","0"
"28927808","","","","0","0","0","","",""
"28938656","","","","","","","0","0","0"
"28940000","1","1","1","","","","","",""
"28940736","","","","0","0","0","","",""
"28952672","0.982421875","0.982421875","0.982421875","","","","","",""
"28952960","","","","0","0","0","","",""
"28953184","","","","","","","0","0","0"
"28963744","","","","0","0","0","","",""
"28965280","","","","","","","0","0","0"
"28965632","1","1","1","","","","","",""
"28976896","1","1","1","","","","","",""
"28978816","","","","","","","0","0","0"
"28979104","","","","0.005859375","0.005859375","0.005859375","","",""
"28990784","0.994140625","0.994140625","0.994140625","","","","","",""
"28991776","","","","","","","0","0","0"
"28991968","","","","0","0","0","","",""
"29002560","","","","","","","0.005859375","0.005859375","0.005859375"
"29004416","1","1","1","","","","","",""
"29004640","","","","0.005859375","0.005859375","0.005859375","","",""
"29016544","","","","0.009765625","0.009765625","0.009765625","","",""
"29017184","1","1","1","","","","","",""
"29017504","","","","","","","0","0","0"
"29029280","","","","","","","0","0","0"
"29030272","","","","0.001953125","0.001953125","0.001953125","","",""
"29030304","1","1","1","","","","","",""
"29042464","1","1","1","","","","","",""
"29042848","","","","0","0","0","0","0","0"
"29054112","1","1","1","","","","","",""
"29055168","","","","","","","0","0","0"
"29055200","","","","0","0","0","","",""
"29068096","","","","","","","0","0","0"
"29068192","","","","0","0","0","","",""
"29068672","0.98828125","0.98828125","0.98828125","","","","","",""
"29081408","0.994140625","0.994140625","0.994140625","","","","0","0","0"
"29081568","","","","0","0","0","","",""
"29093824","0.994140625","0.994140625","0.994140625","","","","","",""
"29094176","","","","0","0","0","","",""
"29094336","","","","","","","0","0","0"
"29105984","1","1","1","","","","","",""
"29106816","","","","0","0","0","","",""
"29106880","","","","","","","0","0","0"
"29119200","1","1","1","","","","","",""
"29119776","","","","0","0","0","","",""
"29119968","","","","","","","0","0","0"
"29132032","","","","0.00390625","0.00390625","0.00390625","","",""
"29132736","1","1","1","","","","0","0","0"
"29144544","","","","0.001953125","0.001953125","0.001953125","","",""
"29144864","","","","","","","0","0","0"
"29144928","1","1","1","","","","","",""
"29158144","","","","","","","0","0","0"
"29158208","","","","0","0","0","","",""
"29158272","1","1","1","","","","","",""
"29170720","1","1","1","","","","","",""
"29170784","","","","0","0","0","","",""
"29171040","","","","","","","0","0","0"
"29183392","","","","0","0","0","","",""
"29183616","","","","","","","0","0","0"
"29183872","1","1","1","","","","","",""
"29195712","1","1","1","","","","","",""
"29195744","","","","","","","0","0","0"
"29196192","","","","0","0","0","","",""
"29209376","","","","0.005859375","0.005859375","0.005859375","0","0","0"
"29209440","1","1","1","","","","","",""
"29221088","","","","","","","0","0","0"
"29221696","","","","0","0","0","","",""
"29221952","1","1","1","","","","","",""
"29234336","","","","","","","0","0","0"
"29234624","1","1","1","","","","","",""
"29235072","","","","0","0","0","","",""
"29247040","","","","","","","0","0","0"
"29247072","1","1","1","","","","","",""
"29247552","","","","0","0","0","","",""
"29260064","","","","0","0","0","","",""
"29260448","1","1","1","","","","","",""
"29260768","","","","","","","0","0","0"
"29273184","","","","","","","0","0","0"
"29273216","0.994140625","0.994140625","0.994140625","","","","","",""
"29273344","","","","0","0","0","","",""
"29285632","1","1","1","","","","","",""
"29285792","","","","","","","0","0","0"
"29286336","","","","0.015625","0.015625","0.015625","","",""
"29297728","1","1","1","","","","","",""
"29298848","","","","0.001953125","0.001953125","0.001953125","","",""
"29299136","","","","","","","0","0","0"
"29311232","1","1","1","","","","","",""
"29311680","","","","0.001953125","0.001953125","0.001953125","","",""
"29311872","","","","","","","0","0","0"
"29323552","","","","","","","0","0","0"
"29324480","","","","0.015625","0.015625","0.015625","","",""
"29324704","1","1","1","","","","","",""
"29336992","","","","0","0","0","","",""
"29337088","1","1","1","","","","","",""
"29337312","","","","","","","0","0","0"
"29348800","0.998046875","0.998046875","0.998046875","","","","","",""
"29349568","","","","","","","0","0","0"
"29350368","","","","0.01171875","0.01171875","0.01171875","","",""
"29361088","0.974609375","0.974609375","0.974609375","","","","","",""
"29362880","","","","","","","0","0","0"
"29363168","","","","0","0","0","","",""
"29375328","","","","0","0","0","","",""
"29375584","0.974609375","0.974609375","0.974609375","","","","","",""
"29375712","","","","","","","0","0","0"
"29387776","","","","0.005859375","0.005859375","0.005859375","","",""
"29388704","","","","","","","0","0","0"
"29388736","0.951171875","0.951171875","0.951171875","","","","","",""
"29401280","","","","","","","0","0","0"
"29401376","0.990234375","0.990234375","0.990234375","","","","","",""
"29401472","","","","0.005859375","0.005859375","0.005859375","","",""
"29410560","","","","0","0","0","","",""
"29414176","0.98828125","0.98828125","0.98828125","","","","","",""
"29414272","","","","","","","0","0","0"
"29426880","","","","","","","0","0","0"
"29427168","0.994140625","0.994140625","0.994140625","0","0","0","","",""
"29439328","1","1","1","","","","","",""
"29439744","","","","0","0","0","","",""
"29439872","","","","","","","0","0","0"
"29451584","","","","0","0","0","","",""
"29451968","1","1","1","","","","","",""
"29452640","","","","","","","0","0","0"
"29465120","","","","0","0","0","","",""
"29465248","","","","","","","0","0","0"
"29465568","0.98828125","0.98828125","0.98828125","","","","","",""
"29477952","1","1","1","","","","","",""
"29478080","","","","0","0","0","0","0","0"
"29490560","0.994140625","0.994140625","0.994140625","","","","","",""
"29490784","","","","0","0","0","","",""
"29490976","","","","","","","0","0","0"
"29503296","","","","","","","0.005859375","0.005859375","0.005859375"
"29503616","","","","0.005859375","0.005859375","0.005859375","","",""
"29503744","1","1","1","","","","","",""
"29515840","1","1","1","","","","","",""
"29515968","","","","","","","0.005859375","0.005859375","0.005859375"
"29516032","","","","0.005859375","0.005859375","0.005859375","","",""
"29528000","","","","","","","0","0","0"
"29529184","","","","0","0","0","","",""
"29529312","1","1","1","","","","","",""
"29541536","","","","","","","0","0","0"
"29541664","","","","0","0","0","","",""
"29541760","1","1","1","","","","","",""
"29554784","1","1","1","","","","","",""
"29554880","","","","","","","0","0","0"
"29555104","","","","0","0","0","","",""
"29566688","","","","","","","0","0","0"
"29567712","","","","0","0","0","","",""
"29567840","1","1","1","","","","","",""
"29580096","","","","0","0","0","","",""
"29580224","","","","","","","0","0","0"
"29580544","1","1","1","","","","","",""
"29592960","","","","","","","0","0","0"
"29593472","","","","0","0","0","","",""
"29593536","1","1","1","","","","","",""
"29606144","","","","","","","0","0","0"
"29606304","1","1","1","0","0","0","","",""
"29618656","","","","","","","0","0","0"
"29619008","1","1","1","","","","","",""
"29619136","","","","0.005859375","0.005859375","0.005859375","","",""
"29630944","","","","","","","0","0","0"
"29631136","1","1","1","","","","","",""
"29631968","","","","0","0","0","","",""
"29643840","","","","0","0","0","","",""
"29644384","","","","","","","0","0","0"
"29644768","1","1","1","","","","","",""
"29656320","","","","","","","0","0","0"
"29657376","0.98828125","0.98828125","0.98828125","","","","","",""
"29657504","","","","0.005859375","0.005859375","0.005859375","","",""
"29669632","1","1","1","","","","","",""
"29670304","","","","","","","0","0","0"
"29670368","","","","0","0","0","","",""
"29682784","","","","","","","0","0","0"
"29682816","1","1","1","","","","","",""
"29682976","","","","0","0","0","","",""
"29695840","0.998046875","0.998046875","0.998046875","","","","","",""
"29695872","","","","","","","0","0","0"
"29695936","","","","0","0","0","","",""
"29707936","","","","0","0","0","","",""
"29708480","0.96875","0.96875","0.96875","","","","","",""
"29708512","","","","","","","0","0","0"
"29719072","","","","0","0","0","","",""
"29720192","","","","","","","0","0","0"
"29721536","0.9921875","0.9921875","0.9921875","","","","","",""
"29731776","","","","0","0","0","","",""
"29733952","","","","","","","0","0","0"
"29734240","1","1","1","","","","","",""
"29746208","","","","","","","0","0","0"
"29746688","1","1","1","","","","","",""
"29746848","","","","0","0","0","","",""
"29758528","1","1","1","","","","","",""
"29759712","","","","","","","0","0","0"
"29759968","","","","0","0","0","","",""
"29770656","","","","0.005859375","0.005859375","0.005859375","","",""
"29772192","","","","","","","0","0","0"
"29772768","1","1","1","","","","","",""
"29785152","1","1","1","","","","","",""
"29785312","","","","","","","0","0","0"
"29785504","","","","0","0","0","","",""
"29797824","1","1","1","","","","","",""
"29797984","","","","0.005859375","0.005859375","0.005859375","","",""
"29798304","","","","","","","0","0","0"
"29810816","0.994140625","0.994140625","0.994140625","","","","","",""
"29811040","","","","","","","0","0","0"
"29811136","","","","0","0","0","","",""
"29823520","","","","0","0","0","","",""
"29823552","","","","","","","0","0","0"
"29823584","1","1","1","","","","","",""
"29836096","","","","0","0","0","","",""
"29836480","","","","","","","0","0","0"
"29836544","0.994140625","0.994140625","0.994140625","","","","","",""
"29848096","","","","","","","0","0","0"
"29848480","0.9921875","0.9921875","0.9921875","","","","","",""
"29849440","","","","0","0","0","","",""
"29861280","0.990234375","0.990234375","0.990234375","","","","","",""
"29861792","","","","","","","0","0","0"
"29861920","","","","0","0","0","","",""
"29872224","1","1","1","","","","","",""
"29875040","","","","0","0","0","","",""
"29875136","","","","","","","0","0","0"
"29887040","","","","0","0","0","","",""
"29887264","","","","","","","0","0","0"
"29887744","1","1","1","","","","","",""
"29899712","0.984375","0.984375","0.984375","","","","","",""
"29900704","","","","","","","0","0","0"
"29900768","","","","0","0","0","","",""
"29912352","0.98046875","0.98046875","0.98046875","","","","","",""
"29913152","","","","0","0","0","","",""
"29913344","","","","","","","0","0","0"
"29925856","0.974609375","0.974609375","0.974609375","","","","","",""
"29926144","","","","","","","0","0","0"
"29926240","","","","0","0","0","","",""
"29939072","0.96875","0.96875","0.96875","","","","0","0","0"
"29939168","","","","0","0","0","","",""
"29951168","0.962890625","0.962890625","0.962890625","","","","","",""
"29951520","","","","","","","0","0","0"
"29951808","","","","0.005859375","0.005859375","0.005859375","","",""
"29963904","","","","","","","0","0","0"
"29964224","0.994140625","0.994140625","0.994140625","","","","","",""
"29964704","","","","0","0","0","","",""
"29976704","","","","0","0","0","","",""
"29976832","","","","","","","0","0","0"
"29977184","1","1","1","","","","","",""
"29989600","","","","0.005859375","0.005859375","0.005859375","","",""
"29989920","","","","","","","0","0","0"
"29990304","0.982421875","0.982421875","0.982421875","","","","","",""
"30001952","","","","","","","0","0","0"
"30003072","1","1","1","","","","","",""
"30003136","","","","0.005859375","0.005859375","0.005859375","","",""
"30015616","","","","0","0","0","","",""
"30015648","","","","","","","0","0","0"
"30015840","1","1","1","","","","","",""
"30027872","0.9765625","0.9765625","0.9765625","","","","","",""
"30028160","","","","","","","0","0","0"
"30028480","","","","0","0","0","","",""
"30040864","","","","","","","0","0","0"
"30041440","0.96484375","0.96484375","0.96484375","","","","","",""
"30041568","","","","0","0","0","","",""
"30053088","","","","0","0","0","","",""
"30053664","0.966796875","0.966796875","0.966796875","","","","","",""
"30054304","","","","","","","0","0","0"
"30066528","","","","0","0","0","","",""
"30067008","","","","","","","0","0","0"
"30067168","0.974609375","0.974609375","0.974609375","","","","","",""
"30079200","","","","0","0","0","","",""
"30079296","0.994140625","0.994140625","0.994140625","","","","","",""
"30079360","","","","","","","0","0","0"
"30091968","0.990234375","0.990234375","0.990234375","","","","","",""
"30092288","","","","0","0","0","","",""
"30092768","","","","","","","0","0","0"
"30103840","","","","0","0","0","","",""
"30105120","","","","","","","0","0","0"
"30105472","0.98046875","0.98046875","0.98046875","","","","","",""
"30117216","","","","","","","0","0","0"
"30118208","","","","0","0","0","","",""
"30118272","0.98828125","0.98828125","0.98828125","","","","","",""
"30130144","","","","0","0","0","","",""
"30130720","1","1","1","","","","","",""
"30130944","","","","","","","0","0","0"
"30142752","","","","0.005859375","0.005859375","0.005859375","","",""
"30143264","1","1","1","","","","","",""
"30143776","","","","","","","0","0","0"
"30156000","","","","0.005859375","0.005859375","0.005859375","","",""
"30156672","1","1","1","","","","","",""
"30156736","","","","","","","0","0","0"
"30168928","","","","0","0","0","","",""
"30169152","1","1","1","","","","","",""
"30169312","","","","","","","0","0","0"
"30181184","","","","0.005859375","0.005859375","0.005859375","","",""
"30181504","1","1","1","","","","","",""
"30182208","","","","","","","0","0","0"
"30194720","","","","","","","0","0","0"
"30194848","","","","0.0078125","0.0078125","0.0078125","","",""
"30194944","0.994140625","0.994140625","0.994140625","","","","","",""
"30207136","","","","","","","0","0","0"
"30207904","1","1","1","","","","","",""
"30207936","","","","0.00390625","0.00390625","0.00390625","","",""
"30220000","","","","0.005859375","0.005859375","0.005859375","","",""
"30220672","1","1","1","","","","","",""
"30220704","","","","","","","0","0","0"
"30231840","","","","0","0","0","","",""
"30232480","","","","","","","0","0","0"
"30232608","0.986328125","0.986328125","0.986328125","","","","","",""
"30245088","","","","","","","0","0","0"
"30246016","","","","0","0","0","","",""
"30246208","0.98046875","0.98046875","0.98046875","","","","","",""
"30257504","0.986328125","0.986328125","0.986328125","","","","","",""
"30257568","","","","","","","0","0","0"
"30258880","","","","0.01171875","0.01171875","0.01171875","","",""
"30271392","","","","0","0","0","","",""
"30271712","0.974609375","0.974609375","0.974609375","","","","","",""
"30271968","","","","","","","0","0","0"
"30283456","","","","","","","0","0","0"
"30284064","","","","0","0","0","","",""
"30284544","0.98046875","0.98046875","0.98046875","","","","","",""
"30296512","","","","0.01171875","0.01171875","0.01171875","","",""
"30297184","0.986328125","0.986328125","0.986328125","","","","0","0","0"
"30308640","0.994140625","0.994140625","0.994140625","","","","","",""
"30308896","","","","0.005859375","0.005859375","0.005859375","","",""
"30309984","","","","","","","0","0","0"
"30321888","","","","0.00390625","0.00390625","0.00390625","","",""
"30322880","","","","","","","0","0","0"
"30323040","1","1","1","","","","","",""
"30335872","1","1","1","","","","0","0","0"
"30335936","","","","0.0078125","0.0078125","0.0078125","","",""
"30348544","","","","0","0","0","","",""
"30348640","1","1","1","","","","","",""
"30348704","","","","","","","0","0","0"
"30361024","","","","","","","0","0","0"
"30361152","1","1","1","","","","","",""
"30361472","","","","0","0","0","","",""
"30373952","","","","0","0","0","","",""
"30374176","","","","","","","0","0","0"
"30374368","0.994140625","0.994140625","0.994140625","","","","","",""
"30384672","0.994140625","0.994140625","0.994140625","","","","","",""
"30386464","","","","0","0","0","","",""
"30386624","","","","","","","0","0","0"
"30399008","","","","0","0","0","","",""
"30399840","1","1","1","","","","","",""
"30399904","","","","","","","0","0","0"
"30411840","","","","","","","0","0","0"
"30412224","","","","0","0","0","","",""
"30412352","1","1","1","","","","","",""
"30424000","1","1","1","","","","","",""
"30424448","","","","0.005859375","0.005859375","0.005859375","","",""
"30424768","","","","","","","0","0","0"
"30437792","1","1","1","","","","","",""
"30438016","","","","","","","0.005859375","0.005859375","0.005859375"
"30438144","","","","0","0","0","","",""
"30450080","","","","0","0","0","","",""
"30450528","0.994140625","0.994140625","0.994140625","","","","","",""
"30451008","","","","","","","0","0","0"
"30460992","","","","","","","0","0","0"
"30463488","1","1","1","","","","","",""
"30463808","","","","0","0","0","","",""
"30475584","","","","","","","0","0","0"
"30476480","1","1","1","","","","","",""
"30476768","","","","0","0","0","","",""
"30488224","","","","0","0","0","","",""
"30489440","1","1","1","","","","","",""
"30489472","","","","","","","0","0","0"
"30501568","","","","","","","0","0","0"
"30501920","1","1","1","","","","","",""
"30502080","","","","0.005859375","0.005859375","0.005859375","","",""
"30513376","","","","0.005859375","0.005859375","0.005859375","","",""
"30513760","0.98828125","0.98828125","0.98828125","","","","","",""
"30514432","","","","","","","0.00390625","0.00390625","0.00390625"
"30526464","","","","0","0","0","","",""
"30527456","1","1","1","","","","","",""
"30527904","","","","","","","0.001953125","0.001953125","0.001953125"
"30540704","1","1","1","0","0","0","","",""
"30540736","","","","","","","0","0","0"
"30551744","","","","","","","0","0","0"
"30553440","1","1","1","","","","","",""
"30553536","","","","0.005859375","0.005859375","0.005859375","","",""
"30565248","","","","","","","0","0","0"
"30565440","1","1","1","","","","","",""
"30566368","","","","0","0","0","","",""
"30578368","1","1","1","","","","","",""
"30578816","","","","0.017578125","0.017578125","0.017578125","","",""
"30579072","","","","","","","0","0","0"
"30590912","","","","","","","0","0","0"
"30591520","","","","0","0","0","","",""
"30591904","0.994140625","0.994140625","0.994140625","","","","","",""
"30604192","0.994140625","0.994140625","0.994140625","","","","","",""
"30604512","","","","0","0","0","","",""
"30604768","","","","","","","0","0","0"
"30617248","0.994140625","0.994140625","0.994140625","0","0","0","","",""
"30617376","","","","","","","0","0","0"
"30629952","1","1","1","","","","","",""
"30630144","","","","","","","0.009765625","0.009765625","0.009765625"
"30630304","","","","0","0","0","","",""
"30641888","1","1","1","","","","","",""
"30642752","","","","","","","0.0078125","0.0078125","0.0078125"
"30643104","","","","0","0","0","","",""
"30654880","","","","","","","0","0","0"
"30654976","","","","0","0","0","","",""
"30655680","1","1","1","","","","","",""
"30668544","","","","","","","0","0","0"
"30668640","1","1","1","0","0","0","","",""
"30680544","1","1","1","","","","","",""
"30681056","","","","0","0","0","","",""
"30681184","","","","","","","0","0","0"
"30691680","","","","","","","0","0","0"
"30693184","","","","0","0","0","","",""
"30693920","0.982421875","0.982421875","0.982421875","","","","","",""
"30706048","","","","","","","0","0","0"
"30706656","1","1","1","","","","","",""
"30706880","","","","0","0","0","","",""
"30718592","","","","","","","0","0","0"
"30719744","","","","0","0","0","","",""
"30719968","0.994140625","0.994140625","0.994140625","","","","","",""
"30731872","0.98828125","0.98828125","0.98828125","","","","","",""
"30732256","","","","","","","0","0","0"
"30732544","","","","0.0078125","0.0078125","0.0078125","","",""
"30745408","1","1","1","","","","0","0","0"
"30745504","","","","0.00390625","0.00390625","0.00390625","","",""
"30757216","1","1","1","","","","","",""
"30757888","","","","","","","0.005859375","0.005859375","0.005859375"
"30758144","","","","0","0","0","","",""
"30770208","","","","","","","0.005859375","0.005859375","0.005859375"
"30770624","","","","0","0","0","","",""
"30770944","0.998046875","0.998046875","0.998046875","","","","","",""
"30781216","0.98046875","0.98046875","0.98046875","","","","","",""
"30782112","","","","","","","0","0","0"
"30783680","","","","0","0","0","","",""
"30794976","","","","","","","0","0","0"
"30796608","0.998046875","0.998046875","0.998046875","","","","","",""
"30796768","","","","0","0","0","","",""
"30808256","","","","","","","0","0","0"
"30808704","0.9921875","0.9921875","0.9921875","","","","","",""
"30809504","","","","0.005859375","0.005859375","0.005859375","","",""
"30821696","0.978515625","0.978515625","0.978515625","","","","","",""
"30821984","","","","","","","0.005859375","0.005859375","0.005859375"
"30822112","","","","0","0","0","","",""
"30835008","","","","","","","0","0","0"
"30835040","0.982421875","0.982421875","0.982421875","","","","","",""
"30835168","","","","0","0","0","","",""
"30847008","","","","","","","0","0","0"
"30847488","0.955078125","0.955078125","0.955078125","","","","","",""
"30847936","","","","0.005859375","0.005859375","0.005859375","","",""
"30858944","0.931640625","0.931640625","0.931640625","0.00390625","0.00390625","0.00390625","","",""
"30860704","","","","","","","0","0","0"
"30872608","","","","0.001953125","0.001953125","0.001953125","","",""
"30873312","","","","","","","0","0","0"
"30873536","0.94921875","0.94921875","0.94921875","","","","","",""
"30885664","0.955078125","0.955078125","0.955078125","","","","","",""
"30885920","","","","0.005859375","0.005859375","0.005859375","","",""
"30886080","","","","","","","0","0","0"
"30898208","","","","0","0","0","","",""
"30898240","","","","","","","0","0","0"
"30898784","0.96484375","0.96484375","0.96484375","","","","","",""
"30911648","","","","","","","0","0","0"
"30911776","0.974609375","0.974609375","0.974609375","","","","","",""
"30911936","","","","0","0","0","","",""
"30923936","0.974609375","0.974609375","0.974609375","","","","","",""
"30924256","","","","","","","0.005859375","0.005859375","0.005859375"
"30924640","","","","0","0","0","","",""
"30935808","0.96484375","0.96484375","0.96484375","","","","","",""
"30937184","","","","","","","0","0","0"
"30937216","","","","0.005859375","0.005859375","0.005859375","","",""
"30949920","","","","","","","0","0","0"
"30950208","","","","0","0","0","","",""
"30950272","0.984375","0.984375","0.984375","","","","","",""
"30962688","1","1","1","","","","","",""
"30963136","","","","","","","0","0","0"
"30963168","","","","0.005859375","0.005859375","0.005859375","","",""
"30974528","1","1","1","","","","","",""
"30975584","","","","","","","0.005859375","0.005859375","0.005859375"
"30975648","","","","0.005859375","0.005859375","0.005859375","","",""
"30987072","","","","0","0","0","","",""
"30988000","","","","","","","0","0","0"
"30988384","1","1","1","","","","","",""
"31000672","1","1","1","","","","","",""
"31001344","","","","","","","0","0","0"
"31001536","","","","0","0","0","","",""
"31012256","","","","0","0","0","","",""
"31013632","1","1","1","","","","","",""
"31013760","","","","","","","0.005859375","0.005859375","0.005859375"
"31025728","1","1","1","","","","","",""
"31026912","","","","0.005859375","0.005859375","0.005859375","0.01171875","0.01171875","0.01171875"
"31039552","","","","0.001953125","0.001953125","0.001953125","","",""
"31039712","","","","","","","0","0","0"
"31039904","1","1","1","","","","","",""
"31052320","","","","0.00390625","0.00390625","0.00390625","","",""
"31052384","1","1","1","","","","","",""
"31052608","","","","","","","0","0","0"
"31064672","","","","0","0","0","","",""
"31064736","1","1","1","","","","","",""
"31065344","","","","","","","0","0","0"
"31077056","","","","","","","0","0","0"
"31077696","0.982421875","0.982421875","0.982421875","","","","","",""
"31077856","","","","0","0","0","","",""
"31090560","","","","0","0","0","","",""
"31090656","0.99609375","0.99609375","0.99609375","","","","","",""
"31091104","","","","","","","0.005859375","0.005859375","0.005859375"
"31103200","","","","0","0","0","","",""
"31103488","","","","","","","0","0","0"
"31103552","0.998046875","0.998046875","0.998046875","","","","","",""
"31114688","","","","0.005859375","0.005859375","0.005859375","","",""
"31115296","","","","","","","0","0","0"
"31116416","1","1","1","","","","","",""
"31129088","","","","","","","0","0","0"
"31129312","0.994140625","0.994140625","0.994140625","","","","","",""
"31129472","","","","0.005859375","0.005859375","0.005859375","","",""
"31141696","","","","","","","0","0","0"
"31142208","","","","0.005859375","0.005859375","0.005859375","","",""
"31142368","1","1","1","","","","","",""
"31154912","","","","","","","0","0","0"
"31155104","0.9921875","0.9921875","0.9921875","0","0","0","","",""
"31167264","0.984375","0.984375","0.984375","","","","","",""
"31167424","","","","0","0","0","0","0","0"
"31179520","1","1","1","","","","","",""
"31180352","","","","","","","0","0","0"
"31180768","","","","0.005859375","0.005859375","0.005859375","","",""
"31193216","","","","0.005859375","0.005859375","0.005859375","","",""
"31193312","","","","","","","0","0","0"
"31193504","1","1","1","","","","","",""
"31205088","","","","","","","0","0","0"
"31205312","","","","0","0","0","","",""
"31206272","1","1","1","","","","","",""
"31218784","","","","0","0","0","","",""
"31218848","1","1","1","","","","","",""
"31219168","","","","","","","0","0","0"
"31231072","","","","0","0","0","","",""
"31231104","1","1","1","","","","0","0","0"
"31244128","","","","","","","0","0","0"
"31244672","","","","0","0","0","","",""
"31244704","1","1","1","","","","","",""
"31257216","","","","0.005859375","0.005859375","0.005859375","","",""
"31257344","","","","","","","0","0","0"
"31257568","0.994140625","0.994140625","0.994140625","","","","","",""
"31268128","","","","0.001953125","0.001953125","0.001953125","","",""
"31268544","0.98828125","0.98828125","0.98828125","","","","","",""
"31269696","","","","","","","0","0","0"
"31282112","","","","0.009765625","0.009765625","0.009765625","","",""
"31282560","","","","","","","0","0","0"
"31283040","1","1","1","","","","","",""
"31295264","","","","","","","0","0","0"
"31295552","","","","0.01171875","0.01171875","0.01171875","","",""
"31295968","1","1","1","","","","","",""
"31307264","","","","","","","0","0","0"
"31308160","","","","0.029296875","0.029296875","0.029296875","","",""
"31308288","0.982421875","0.982421875","0.982421875","","","","","",""
"31319360","","","","0.015625","0.015625","0.015625","","",""
"31321376","1","1","1","","","","","",""
"31321440","","","","","","","0","0","0"
"31333696","","","","0.0078125","0.0078125","0.0078125","","",""
"31333760","1","1","1","","","","","",""
"31334272","","","","","","","0","0","0"
"31346816","1","1","1","","","","","",""
"31347008","","","","0.005859375","0.005859375","0.005859375","","",""
"31347104","","","","","","","0","0","0"
"31358880","0.99609375","0.99609375","0.99609375","","","","","",""
"31359808","","","","0","0","0","","",""
"31359968","","","","","","","0","0","0"
"31372224","","","","0.01171875","0.01171875","0.01171875","","",""
"31372352","0.998046875","0.998046875","0.998046875","","","","","",""
"31372672","","","","","","","0","0","0"
"31384544","","","","0.0078125","0.0078125","0.0078125","","",""
"31384640","","","","","","","0","0","0"
"31384832","1","1","1","","","","","",""
"31396544","","","","","","","0","0","0"
"31398080","1","1","1","","","","","",""
"31398144","","","","0.025390625","0.025390625","0.025390625","","",""
"31410592","1","1","1","","","","","",""
"31410720","","","","0.060546875","0.060546875","0.060546875","","",""
"31411104","","","","","","","0","0","0"
"31423008","","","","0.01171875","0.01171875","0.01171875","","",""
"31423136","","","","","","","0","0","0"
"31423552","1","1","1","","","","","",""
"31435520","1","1","1","","","","","",""
"31436608","","","","0","0","0","","",""
"31436640","","","","","","","0","0","0"
"31448448","","","","","","","0","0","0"
"31449248","","","","0.005859375","0.005859375","0.005859375","","",""
"31449344","1","1","1","","","","","",""
"31461408","","","","","","","0","0","0"
"31461760","1","1","1","","","","","",""
"31462048","","","","0","0","0","","",""
"31473824","1","1","1","","","","","",""
"31474592","","","","","","","0","0","0"
"31475040","","","","0","0","0","","",""
"31487072","1","1","1","","","","","",""
"31487456","","","","0","0","0","","",""
"31487872","","","","","","","0","0","0"
"31500032","","","","","","","0","0","0"
"31500224","1","1","1","","","","","",""
"31500288","","","","0","0","0","","",""
"31512736","","","","","","","0","0","0"
"31512864","1","1","1","","","","","",""
"31513312","","","","0","0","0","","",""
"31524672","","","","","","","0","0","0"
"31525984","","","","0","0","0","","",""
"31526080","1","1","1","","","","","",""
"31538304","","","","0","0","0","","",""
"31539008","1","1","1","","","","","",""
"31539040","","","","","","","0","0","0"
"31550368","","","","","","","0","0","0"
"31551680","","","","0","0","0","","",""
"31551968","1","1","1","","","","","",""
"31562400","","","","","","","0.005859375","0.005859375","0.005859375"
"31564288","","","","0","0","0","","",""
"31564480","1","1","1","","","","","",""
"31577088","1","1","1","","","","","",""
"31577280","","","","","","","0.001953125","0.001953125","0.001953125"
"31577440","","","","0","0","0","","",""
"31588864","","","","","","","0.00390625","0.00390625","0.00390625"
"31590080","","","","0","0","0","","",""
"31590368","1","1","1","","","","","",""
"31602176","1","1","1","","","","","",""
"31602688","","","","0","0","0","","",""
"31602720","","","","","","","0","0","0"
"31615680","0.98828125","0.98828125","0.98828125","","","","","",""
"31615808","","","","0","0","0","","",""
"31615968","","","","","","","0.005859375","0.005859375","0.005859375"
"31628032","1","1","1","","","","","",""
"31628672","","","","0","0","0","","",""
"31628704","","","","","","","0","0","0"
"31640448","","","","0","0","0","","",""
"31640704","1","1","1","","","","","",""
"31640960","","","","","","","0","0","0"
"31654144","","","","0","0","0","","",""
"31654336","","","","","","","0","0","0"
"31654368","1","1","1","","","","","",""
"31666880","1","1","1","","","","","",""
"31666976","","","","0","0","0","","",""
"31667104","","","","","","","0","0","0"
"31679360","0.994140625","0.994140625","0.994140625","","","","","",""
"31679456","","","","0","0","0","","",""
"31679936","","","","","","","0","0","0"
"31691904","","","","0.017578125","0.017578125","0.017578125","","",""
"31692512","1","1","1","","","","","",""
"31692576","","","","","","","0","0","0"
"31704000","","","","","","","0","0","0"
"31704032","1","1","1","","","","","",""
"31704640","","","","0","0","0","","",""
"31716800","","","","","","","0","0","0"
"31717152","","","","0","0","0","","",""
"31718368","1","1","1","","","","","",""
"31727872","1","1","1","","","","","",""
"31730880","","","","","","","0","0","0"
