"Step","MDM_Qbert_80_runseed=1 - hierarchy_use/hierarchy_selected_3","MDM_Qbert_80_runseed=1 - hierarchy_use/hierarchy_selected_3__MIN","MDM_Qbert_80_runseed=1 - hierarchy_use/hierarchy_selected_3__MAX","MDM_Qbert_80_runseed=0 - hierarchy_use/hierarchy_selected_3","MDM_Qbert_80_runseed=0 - hierarchy_use/hierarchy_selected_3__MIN","MDM_Qbert_80_runseed=0 - hierarchy_use/hierarchy_selected_3__MAX","MDM_Qbert_80 - hierarchy_use/hierarchy_selected_3","MDM_Qbert_80 - hierarchy_use/hierarchy_selected_3__MIN","MDM_Qbert_80 - hierarchy_use/hierarchy_selected_3__MAX"
"50662336","","","","0.75","0.75","0.75","","",""
"50674400","","","","","","","1","1","1"
"50674496","0","0","0","","","","","",""
"50675136","","","","0.75","0.75","0.75","","",""
"50687616","0","0","0","","","","","",""
"50687808","","","","","","","1","1","1"
"50687840","","","","0.75","0.75","0.75","","",""
"50700288","0","0","0","","","","","",""
"50700608","","","","0.75","0.75","0.75","","",""
"50700768","","","","","","","1","1","1"
"50712736","0","0","0","","","","","",""
"50712928","","","","0.771484375","0.771484375","0.771484375","","",""
"50713408","","","","","","","1","1","1"
"50725696","","","","0.78125","0.78125","0.78125","","",""
"50726240","","","","","","","1","1","1"
"50726336","0","0","0","","","","","",""
"50738240","0","0","0","","","","","",""
"50738688","","","","0.78125","0.78125","0.78125","","",""
"50739040","","","","","","","1","1","1"
"50750880","0","0","0","","","","","",""
"50751744","","","","0.78125","0.78125","0.78125","","",""
"50751840","","","","","","","1","1","1"
"50764416","","","","0.78125","0.78125","0.78125","","",""
"50764512","","","","","","","1","1","1"
"50764768","0","0","0","","","","","",""
"50777280","0.005859375","0.005859375","0.005859375","0.78125","0.78125","0.78125","","",""
"50777504","","","","","","","1","1","1"
"50789856","","","","0.78125","0.78125","0.78125","","",""
"50789952","","","","","","","1","1","1"
"50790368","0","0","0","","","","","",""
"50802752","","","","0.78125","0.78125","0.78125","","",""
"50802816","","","","","","","1","1","1"
"50802912","0","0","0","","","","","",""
"50815360","0","0","0","","","","","",""
"50815936","","","","0.779296875","0.779296875","0.779296875","1","1","1"
"50828640","","","","","","","0.994140625","0.994140625","0.994140625"
"50828672","","","","0.77734375","0.77734375","0.77734375","","",""
"50828704","0","0","0","","","","","",""
"50841120","","","","","","","1","1","1"
"50841344","0.005859375","0.005859375","0.005859375","","","","","",""
"50841536","","","","0.78125","0.78125","0.78125","","",""
"50853312","","","","0.78125","0.78125","0.78125","","",""
"50853696","","","","","","","1","1","1"
"50853984","0","0","0","","","","","",""
"50866336","0","0","0","","","","","",""
"50866848","","","","","","","0.994140625","0.994140625","0.994140625"
"50867040","","","","0.77734375","0.77734375","0.77734375","","",""
"50879040","","","","","","","1","1","1"
"50879232","","","","0.779296875","0.779296875","0.779296875","","",""
"50879872","0","0","0","","","","","",""
"50891136","","","","0.779296875","0.779296875","0.779296875","","",""
"50891776","0","0","0","","","","","",""
"50892736","","","","","","","1","1","1"
"50904928","0","0","0","","","","","",""
"50905248","","","","0.765625","0.765625","0.765625","","",""
"50905536","","","","","","","1","1","1"
"50916128","0","0","0","","","","","",""
"50918272","","","","","","","1","1","1"
"50918304","","","","0.76953125","0.76953125","0.76953125","","",""
"50930752","","","","0.76953125","0.76953125","0.76953125","1","1","1"
"50931072","0","0","0","","","","","",""
"50943104","","","","","","","1","1","1"
"50943904","0","0","0","","","","","",""
"50943936","","","","0.77734375","0.77734375","0.77734375","","",""
"50955968","","","","0.779296875","0.779296875","0.779296875","","",""
"50956608","0","0","0","","","","0.994140625","0.994140625","0.994140625"
"50967904","0","0","0","","","","","",""
"50968320","","","","","","","1","1","1"
"50968736","","","","0.775390625","0.775390625","0.775390625","","",""
"50982144","","","","0.759765625","0.759765625","0.759765625","","",""
"50982176","0","0","0","","","","","",""
"50982368","","","","","","","1","1","1"
"50994272","0","0","0","","","","","",""
"50994560","","","","","","","1","1","1"
"50994624","","","","0.755859375","0.755859375","0.755859375","","",""
"51007296","","","","","","","1","1","1"
"51007872","0","0","0","0.755859375","0.755859375","0.755859375","","",""
"51018368","0.005859375","0.005859375","0.005859375","","","","","",""
"51019264","","","","","","","1","1","1"
"51019840","","","","0.76171875","0.76171875","0.76171875","","",""
"51033024","0","0","0","","","","","",""
"51033280","","","","0.779296875","0.779296875","0.779296875","","",""
"51033312","","","","","","","1","1","1"
"51045856","0","0","0","","","","","",""
"51046112","","","","0.78125","0.78125","0.78125","","",""
"51046304","","","","","","","0.98828125","0.98828125","0.98828125"
"51058304","0","0","0","","","","","",""
"51058560","","","","0.787109375","0.787109375","0.787109375","","",""
"51058944","","","","","","","1","1","1"
"51071136","","","","","","","0.994140625","0.994140625","0.994140625"
"51071808","","","","0.775390625","0.775390625","0.775390625","","",""
"51071872","0","0","0","","","","","",""
"51084128","","","","","","","0.994140625","0.994140625","0.994140625"
"51084448","","","","0.806640625","0.806640625","0.806640625","","",""
"51084672","0","0","0","","","","","",""
"51095392","","","","","","","1","1","1"
"51097184","","","","0.818359375","0.818359375","0.818359375","","",""
"51097344","0","0","0","","","","","",""
"51107840","","","","0.818359375","0.818359375","0.818359375","","",""
"51109888","","","","","","","1","1","1"
"51110304","0","0","0","","","","","",""
"51120832","0","0","0","","","","","",""
"51121600","","","","0.818359375","0.818359375","0.818359375","","",""
"51123168","","","","","","","1","1","1"
"51135392","","","","0.8125","0.8125","0.8125","","",""
"51135616","","","","","","","1","1","1"
"51135808","0","0","0","","","","","",""
"51147808","","","","0.8125","0.8125","0.8125","","",""
"51148640","0.005859375","0.005859375","0.005859375","","","","","",""
"51148736","","","","","","","1","1","1"
"51160992","","","","","","","1","1","1"
"51161408","","","","0.8125","0.8125","0.8125","","",""
"51161536","0.005859375","0.005859375","0.005859375","","","","","",""
"51173728","","","","0.8125","0.8125","0.8125","","",""
"51173856","","","","","","","0.990234375","0.990234375","0.990234375"
"51174304","0","0","0","","","","","",""
"51186848","","","","0.818359375","0.818359375","0.818359375","","",""
"51186880","0","0","0","","","","","",""
"51187136","","","","","","","0.986328125","0.986328125","0.986328125"
"51199712","","","","0.818359375","0.818359375","0.818359375","","",""
"51199872","","","","","","","0.98828125","0.98828125","0.98828125"
"51199968","0","0","0","","","","","",""
"51212128","","","","0.818359375","0.818359375","0.818359375","","",""
"51212544","0.005859375","0.005859375","0.005859375","","","","","",""
"51212768","","","","","","","1","1","1"
"51224992","0","0","0","","","","","",""
"51225408","","","","","","","1","1","1"
"51225472","","","","0.876953125","0.876953125","0.876953125","","",""
"51236672","","","","","","","0.994140625","0.994140625","0.994140625"
"51238304","","","","0.90234375","0.90234375","0.90234375","","",""
"51238336","0","0","0","","","","","",""
"51250944","","","","0.92578125","0.92578125","0.92578125","","",""
"51250976","0","0","0","","","","","",""
"51251168","","","","","","","0.994140625","0.994140625","0.994140625"
"51263008","","","","","","","1","1","1"
"51263328","","","","0.92578125","0.92578125","0.92578125","","",""
"51263392","0","0","0","","","","","",""
"51275488","","","","","","","1","1","1"
"51275872","0","0","0","","","","","",""
"51276192","","","","0.9296875","0.9296875","0.9296875","","",""
"51288416","","","","0.93359375","0.93359375","0.93359375","","",""
"51289376","","","","","","","1","1","1"
"51289536","0","0","0","","","","","",""
"51299296","","","","","","","1","1","1"
"51300608","","","","0.931640625","0.931640625","0.931640625","","",""
"51302112","0","0","0","","","","","",""
"51314560","0","0","0","","","","","",""
"51314816","","","","","","","1","1","1"
"51315168","","","","0.9375","0.9375","0.9375","","",""
"51326944","0","0","0","","","","","",""
"51327296","","","","","","","1","1","1"
"51327648","","","","0.9375","0.9375","0.9375","","",""
"51340224","","","","0.9375","0.9375","0.9375","","",""
"51340384","0.005859375","0.005859375","0.005859375","","","","","",""
"51340512","","","","","","","1","1","1"
"51352192","","","","","","","1","1","1"
"51352768","0.001953125","0.001953125","0.001953125","","","","","",""
"51353152","","","","0.9375","0.9375","0.9375","","",""
"51365600","","","","0.9375","0.9375","0.9375","","",""
"51365920","","","","","","","1","1","1"
"51366048","0.00390625","0.00390625","0.00390625","","","","","",""
"51378336","0.005859375","0.005859375","0.005859375","","","","","",""
"51378656","","","","","","","1","1","1"
"51378720","","","","0.9375","0.9375","0.9375","","",""
"51390912","0","0","0","","","","","",""
"51391296","","","","","","","0.998046875","0.998046875","0.998046875"
"51391776","","","","0.9375","0.9375","0.9375","","",""
"51402720","","","","","","","0.990234375","0.990234375","0.990234375"
"51403680","","","","0.9375","0.9375","0.9375","","",""
"51404160","0","0","0","","","","","",""
"51416768","","","","","","","1","1","1"
"51416896","0.005859375","0.005859375","0.005859375","","","","","",""
"51416992","","","","0.9375","0.9375","0.9375","","",""
"51429344","0.005859375","0.005859375","0.005859375","","","","","",""
"51429600","","","","","","","1","1","1"
"51430144","","","","0.955078125","0.955078125","0.955078125","","",""
"51442304","0","0","0","","","","","",""
"51442688","","","","","","","1","1","1"
"51443072","","","","0.9375","0.9375","0.9375","","",""
"51455008","0","0","0","","","","","",""
"51455040","","","","0.9609375","0.9609375","0.9609375","","",""
"51455392","","","","","","","1","1","1"
"51468576","","","","0.962890625","0.962890625","0.962890625","","",""
"51468608","","","","","","","1","1","1"
"51468736","0","0","0","","","","","",""
"51481216","","","","0.96875","0.96875","0.96875","","",""
"51481344","0","0","0","","","","","",""
"51481472","","","","","","","1","1","1"
"51493888","","","","0.998046875","0.998046875","0.998046875","","",""
"51494272","","","","","","","1","1","1"
"51494304","0","0","0","","","","","",""
"51507104","0","0","0","","","","","",""
"51507136","","","","1","1","1","","",""
"51507168","","","","","","","1","1","1"
"51519360","","","","1","1","1","1","1","1"
"51519712","0","0","0","","","","","",""
"51532416","0.005859375","0.005859375","0.005859375","","","","","",""
"51532576","","","","","","","1","1","1"
"51532736","","","","1","1","1","","",""
"51543776","0","0","0","","","","","",""
"51545216","","","","1","1","1","","",""
"51545536","","","","","","","1","1","1"
"51557440","0","0","0","","","","","",""
"51557792","","","","1","1","1","","",""
"51557824","","","","","","","0.990234375","0.990234375","0.990234375"
"51569856","","","","1","1","1","","",""
"51570880","0","0","0","","","","","",""
"51571104","","","","","","","0.986328125","0.986328125","0.986328125"
"51583648","","","","","","","0.994140625","0.994140625","0.994140625"
"51583904","0","0","0","","","","","",""
"51583936","","","","1","1","1","","",""
"51595488","","","","","","","1","1","1"
"51595872","","","","1","1","1","","",""
"51596192","0","0","0","","","","","",""
"51609408","","","","1","1","1","","",""
"51609440","0","0","0","","","","","",""
"51609504","","","","","","","0.994140625","0.994140625","0.994140625"
"51621824","","","","1","1","1","","",""
"51622016","","","","","","","0.994140625","0.994140625","0.994140625"
"51622240","0","0","0","","","","","",""
"51634048","","","","","","","1","1","1"
"51634112","","","","0.982421875","0.982421875","0.982421875","","",""
"51634432","0","0","0","","","","","",""
"51647616","0","0","0","","","","","",""
"51647776","","","","1","1","1","","",""
"51647968","","","","","","","0.994140625","0.994140625","0.994140625"
"51660128","0","0","0","","","","","",""
"51660448","","","","1","1","1","","",""
"51660704","","","","","","","0.98046875","0.98046875","0.98046875"
"51672224","","","","","","","0.984375","0.984375","0.984375"
"51672864","","","","1","1","1","","",""
"51672896","0","0","0","","","","","",""
"51684832","","","","0.994140625","0.994140625","0.994140625","","",""
"51685792","0","0","0","","","","","",""
"51686048","","","","","","","1","1","1"
"51698560","","","","0.970703125","0.970703125","0.970703125","","",""
"51698784","","","","","","","1","1","1"
"51698816","0","0","0","","","","","",""
"51710848","","","","1","1","1","","",""
"51711552","","","","","","","1","1","1"
"51711904","0","0","0","","","","","",""
"51724000","0","0","0","","","","","",""
"51724192","","","","","","","1","1","1"
"51724544","","","","0.994140625","0.994140625","0.994140625","","",""
"51736160","","","","0.94921875","0.94921875","0.94921875","","",""
"51737120","","","","","","","0.98046875","0.98046875","0.98046875"
"51737152","0","0","0","","","","","",""
"51749632","","","","0.955078125","0.955078125","0.955078125","","",""
"51749824","","","","","","","0.99609375","0.99609375","0.99609375"
"51750368","0.01171875","0.01171875","0.01171875","","","","","",""
"51762464","0.005859375","0.005859375","0.005859375","","","","","",""
"51762656","","","","0.9375","0.9375","0.9375","","",""
"51762912","","","","","","","1","1","1"
"51775840","","","","0.994140625","0.994140625","0.994140625","","",""
"51775872","0","0","0","","","","","",""
"51775904","","","","","","","1","1","1"
"51788224","","","","","","","1","1","1"
"51788704","0.009765625","0.009765625","0.009765625","0.990234375","0.990234375","0.990234375","","",""
"51800928","","","","0.962890625","0.962890625","0.962890625","","",""
"51801184","","","","","","","1","1","1"
"51801216","0.001953125","0.001953125","0.001953125","","","","","",""
"51813280","","","","","","","1","1","1"
"51814208","0.005859375","0.005859375","0.005859375","0.994140625","0.994140625","0.994140625","","",""
"51826912","","","","0.994140625","0.994140625","0.994140625","","",""
"51827136","0","0","0","","","","1","1","1"
"51839392","","","","0.958984375","0.958984375","0.958984375","","",""
"51839648","","","","","","","1","1","1"
"51839776","0.005859375","0.005859375","0.005859375","","","","","",""
"51852064","","","","","","","1","1","1"
"51852448","0","0","0","","","","","",""
"51852640","","","","0.962890625","0.962890625","0.962890625","","",""
"51864960","","","","","","","0.990234375","0.990234375","0.990234375"
"51865440","0","0","0","0.990234375","0.990234375","0.990234375","","",""
"51876992","","","","1","1","1","","",""
"51877216","","","","","","","0.96875","0.96875","0.96875"
"51877440","0","0","0","","","","","",""
"51889536","","","","1","1","1","","",""
"51890880","0","0","0","","","","0.96875","0.96875","0.96875"
"51903168","0","0","0","","","","","",""
"51903712","","","","","","","0.978515625","0.978515625","0.978515625"
"51903776","","","","1","1","1","","",""
"51915904","0","0","0","","","","","",""
"51916320","","","","","","","0.98828125","0.98828125","0.98828125"
"51916672","","","","1","1","1","","",""
"51929248","","","","0.994140625","0.994140625","0.994140625","","",""
"51929280","0","0","0","","","","","",""
"51929504","","","","","","","0.98046875","0.98046875","0.98046875"
"51940416","0","0","0","","","","","",""
"51941440","","","","1","1","1","","",""
"51942176","","","","","","","0.96875","0.96875","0.96875"
"51954688","","","","","","","0.96875","0.96875","0.96875"
"51955008","","","","0.994140625","0.994140625","0.994140625","","",""
"51955104","0","0","0","","","","","",""
"51967616","","","","0.982421875","0.982421875","0.982421875","","",""
"51967776","","","","","","","0.96875","0.96875","0.96875"
"51967808","0","0","0","","","","","",""
"51980448","0.005859375","0.005859375","0.005859375","","","","","",""
"51980672","","","","1","1","1","0.984375","0.984375","0.984375"
"51992160","","","","1","1","1","","",""
"51993440","0","0","0","","","","1","1","1"
"52005344","0","0","0","","","","","",""
"52005824","","","","","","","1","1","1"
"52006176","","","","0.994140625","0.994140625","0.994140625","","",""
"52018560","","","","0.97265625","0.97265625","0.97265625","","",""
"52018720","0","0","0","","","","","",""
"52018752","","","","","","","0.984375","0.984375","0.984375"
"52030944","","","","0.96875","0.96875","0.96875","","",""
"52031232","0","0","0","","","","","",""
"52031584","","","","","","","0.998046875","0.998046875","0.998046875"
"52042464","0","0","0","","","","","",""
"52044512","","","","","","","1","1","1"
"52044576","","","","0.994140625","0.994140625","0.994140625","","",""
"52056960","","","","","","","1","1","1"
"52057088","","","","0.98828125","0.98828125","0.98828125","","",""
"52057504","0","0","0","","","","","",""
"52070112","0","0","0","","","","","",""
"52070240","","","","","","","1","1","1"
"52070336","","","","0.994140625","0.994140625","0.994140625","","",""
"52082144","0","0","0","","","","","",""
"52082560","","","","","","","1","1","1"
"52082976","","","","1","1","1","","",""
"52095264","","","","1","1","1","","",""
"52095680","0","0","0","","","","","",""
"52095712","","","","","","","1","1","1"
"52107936","","","","","","","1","1","1"
"52108320","0","0","0","","","","","",""
"52108704","","","","1","1","1","","",""
"52120512","0","0","0","1","1","1","","",""
"52121504","","","","","","","0.98828125","0.98828125","0.98828125"
"52134080","0","0","0","","","","","",""
"52134208","","","","","","","0.9765625","0.9765625","0.9765625"
"52134240","","","","1","1","1","","",""
"52146752","0","0","0","","","","","",""
"52146912","","","","1","1","1","","",""
"52147168","","","","","","","0.982421875","0.982421875","0.982421875"
"52159232","","","","","","","0.955078125","0.955078125","0.955078125"
"52159808","0","0","0","","","","","",""
"52159872","","","","0.9921875","0.9921875","0.9921875","","",""
"52171360","","","","","","","0.958984375","0.958984375","0.958984375"
"52172032","","","","0.990234375","0.990234375","0.990234375","","",""
"52172192","0","0","0","","","","","",""
"52181792","0","0","0","","","","","",""
"52184736","","","","","","","0.93359375","0.93359375","0.93359375"
"52185440","","","","1","1","1","","",""
"52198112","","","","0.994140625","0.994140625","0.994140625","","",""
"52198336","","","","","","","0.91796875","0.91796875","0.91796875"
"52198368","0","0","0","","","","","",""
"52210336","0","0","0","","","","","",""
"52211072","","","","0.97265625","0.97265625","0.97265625","","",""
"52211136","","","","","","","0.912109375","0.912109375","0.912109375"
"52222944","0","0","0","","","","","",""
"52223616","","","","","","","0.90625","0.90625","0.90625"
"52223840","","","","0.998046875","0.998046875","0.998046875","","",""
"52236288","","","","0.994140625","0.994140625","0.994140625","","",""
"52236608","","","","","","","0.892578125","0.892578125","0.892578125"
"52236704","0","0","0","","","","","",""
"52248608","0","0","0","","","","","",""
"52249248","","","","","","","0.87109375","0.87109375","0.87109375"
"52249504","","","","0.99609375","0.99609375","0.99609375","","",""
"52261664","","","","","","","0.861328125","0.861328125","0.861328125"
"52261984","","","","0.998046875","0.998046875","0.998046875","","",""
"52262304","0","0","0","","","","","",""
"52273888","0","0","0","","","","","",""
"52274432","","","","0.994140625","0.994140625","0.994140625","","",""
"52274784","","","","","","","0.849609375","0.849609375","0.849609375"
"52284672","0","0","0","","","","","",""
"52287360","","","","","","","0.865234375","0.865234375","0.865234375"
"52287456","","","","0.994140625","0.994140625","0.994140625","","",""
"52300192","","","","0.98828125","0.98828125","0.98828125","0.904296875","0.904296875","0.904296875"
"52300704","0.005859375","0.005859375","0.005859375","","","","","",""
"52313024","0","0","0","","","","","",""
"52313056","","","","1","1","1","","",""
"52313504","","","","","","","0.9609375","0.9609375","0.9609375"
"52325504","","","","1","1","1","","",""
"52326176","","","","","","","0.9375","0.9375","0.9375"
"52326304","0","0","0","","","","","",""
"52338368","","","","","","","0.94921875","0.94921875","0.94921875"
"52338976","","","","1","1","1","","",""
"52339040","0.01171875","0.01171875","0.01171875","","","","","",""
"52351360","","","","","","","0.90625","0.90625","0.90625"
"52351488","","","","1","1","1","","",""
"52351968","0","0","0","","","","","",""
"52363680","0","0","0","","","","","",""
"52364032","","","","","","","0.888671875","0.888671875","0.888671875"
"52364608","","","","1","1","1","","",""
"52376672","","","","","","","0.923828125","0.923828125","0.923828125"
"52377280","","","","1","1","1","","",""
"52377536","0","0","0","","","","","",""
"52389344","","","","1","1","1","","",""
"52389472","0","0","0","","","","","",""
"52389696","","","","","","","0.90625","0.90625","0.90625"
"52401792","","","","1","1","1","","",""
"52403008","0","0","0","","","","0.900390625","0.900390625","0.900390625"
"52413632","0","0","0","","","","","",""
"52415744","","","","","","","0.91796875","0.91796875","0.91796875"
"52415904","","","","0.994140625","0.994140625","0.994140625","","",""
"52428160","","","","","","","0.947265625","0.947265625","0.947265625"
"52428352","","","","1","1","1","","",""
"52428640","0.005859375","0.005859375","0.005859375","","","","","",""
"52440768","","","","1","1","1","","",""
"52441184","","","","","","","0.93359375","0.93359375","0.93359375"
"52441216","0","0","0","","","","","",""
"52452736","0","0","0","","","","","",""
"52452832","","","","","","","0.9375","0.9375","0.9375"
"52454336","","","","0.994140625","0.994140625","0.994140625","","",""
"52465600","0","0","0","","","","","",""
"52466880","","","","","","","0.90625","0.90625","0.90625"
"52466944","","","","1","1","1","","",""
"52478848","0","0","0","","","","","",""
"52479680","","","","1","1","1","","",""
"52479712","","","","","","","0.943359375","0.943359375","0.943359375"
"52491584","","","","","","","0.96875","0.96875","0.96875"
"52492736","","","","1","1","1","","",""
"52492768","0","0","0","","","","","",""
"52505344","0","0","0","","","","","",""
"52505472","","","","1","1","1","0.96875","0.96875","0.96875"
"52517024","","","","0.9765625","0.9765625","0.9765625","","",""
"52517408","0","0","0","","","","","",""
"52517664","","","","","","","0.96484375","0.96484375","0.96484375"
"52529888","","","","0.994140625","0.994140625","0.994140625","","",""
"52530656","0","0","0","","","","","",""
"52531104","","","","","","","0.94921875","0.94921875","0.94921875"
"52542272","","","","","","","0.96875","0.96875","0.96875"
"52543648","","","","1","1","1","","",""
"52543776","0","0","0","","","","","",""
"52556448","","","","","","","0.96875","0.96875","0.96875"
"52556640","","","","1","1","1","","",""
"52556704","0","0","0","","","","","",""
"52569280","","","","1","1","1","","",""
"52569312","0.005859375","0.005859375","0.005859375","","","","","",""
"52569472","","","","","","","0.9921875","0.9921875","0.9921875"
"52577856","0","0","0","","","","","",""
"52582048","","","","1","1","1","","",""
"52582176","","","","","","","1","1","1"
"52594112","","","","1","1","1","","",""
"52594304","","","","","","","1","1","1"
"52594752","0.00390625","0.00390625","0.00390625","","","","","",""
"52603904","","","","0.9765625","0.9765625","0.9765625","","",""
"52607584","0.001953125","0.001953125","0.001953125","","","","","",""
"52607776","","","","","","","1","1","1"
"52619872","","","","1","1","1","","",""
"52620448","","","","","","","0.994140625","0.994140625","0.994140625"
"52620704","0","0","0","","","","","",""
"52631392","","","","","","","0.966796875","0.966796875","0.966796875"
"52633440","0","0","0","","","","","",""
"52633536","","","","1","1","1","","",""
"52645024","","","","","","","0.95703125","0.95703125","0.95703125"
"52645440","0.005859375","0.005859375","0.005859375","","","","","",""
"52646240","","","","0.9765625","0.9765625","0.9765625","","",""
"52658432","","","","1","1","1","0.96875","0.96875","0.96875"
"52658688","0","0","0","","","","","",""
"52668960","","","","","","","0.98046875","0.98046875","0.98046875"
"52671840","0","0","0","","","","","",""
"52671872","","","","1","1","1","","",""
"52683552","","","","","","","0.974609375","0.974609375","0.974609375"
"52684576","0","0","0","","","","","",""
"52684736","","","","1","1","1","","",""
"52696800","","","","","","","0.98828125","0.98828125","0.98828125"
"52696864","","","","1","1","1","","",""
"52697088","0","0","0","","","","","",""
"52709856","","","","1","1","1","","",""
"52710080","","","","","","","0.966796875","0.966796875","0.966796875"
"52710336","0","0","0","","","","","",""
"52722688","","","","","","","0.95703125","0.95703125","0.95703125"
"52722816","0","0","0","","","","","",""
"52722944","","","","1","1","1","","",""
"52735584","","","","","","","0.96875","0.96875","0.96875"
"52735840","0","0","0","","","","","",""
"52735936","","","","1","1","1","","",""
"52747936","","","","","","","0.962890625","0.962890625","0.962890625"
"52747968","0","0","0","","","","","",""
"52748640","","","","0.98828125","0.98828125","0.98828125","","",""
"52761024","","","","","","","0.939453125","0.939453125","0.939453125"
"52761248","0","0","0","","","","","",""
"52761568","","","","1","1","1","","",""
"52773888","","","","","","","0.943359375","0.943359375","0.943359375"
"52774304","0","0","0","","","","","",""
"52774336","","","","0.98828125","0.98828125","0.98828125","","",""
"52786176","","","","","","","0.958984375","0.958984375","0.958984375"
"52786304","","","","1","1","1","","",""
"52786944","0","0","0","","","","","",""
"52799072","","","","","","","0.9453125","0.9453125","0.9453125"
"52799328","0","0","0","","","","","",""
"52799392","","","","1","1","1","","",""
"52812160","0","0","0","","","","","",""
"52812256","","","","","","","0.96484375","0.96484375","0.96484375"
"52812768","","","","0.986328125","0.986328125","0.986328125","","",""
"52824512","","","","","","","0.984375","0.984375","0.984375"
"52824832","0","0","0","","","","","",""
"52825440","","","","0.978515625","0.978515625","0.978515625","","",""
"52836896","","","","1","1","1","","",""
"52837472","","","","","","","0.98046875","0.98046875","0.98046875"
"52838304","0","0","0","","","","","",""
"52850944","0","0","0","","","","","",""
"52851104","","","","","","","1","1","1"
"52851168","","","","1","1","1","","",""
"52863488","","","","1","1","1","","",""
"52863808","","","","","","","1","1","1"
"52863968","0","0","0","","","","","",""
"52875200","0.005859375","0.005859375","0.005859375","","","","","",""
"52876224","","","","1","1","1","","",""
"52876672","","","","","","","1","1","1"
"52888640","0","0","0","","","","","",""
"52888928","","","","","","","1","1","1"
"52889056","","","","1","1","1","","",""
"52900960","","","","","","","1","1","1"
"52902048","0","0","0","","","","","",""
"52902176","","","","1","1","1","","",""
"52913792","","","","1","1","1","","",""
"52914016","","","","","","","1","1","1"
"52914656","0","0","0","","","","","",""
"52927520","0","0","0","","","","","",""
"52927808","","","","1","1","1","","",""
"52927872","","","","","","","0.998046875","0.998046875","0.998046875"
"52939456","","","","","","","0.974609375","0.974609375","0.974609375"
"52940192","0","0","0","","","","","",""
"52940576","","","","1","1","1","","",""
"52952128","","","","","","","0.96875","0.96875","0.96875"
"52952704","","","","1","1","1","","",""
"52953440","0","0","0","","","","","",""
"52965888","0","0","0","","","","","",""
"52965952","","","","","","","0.9765625","0.9765625","0.9765625"
"52965984","","","","1","1","1","","",""
"52977600","","","","","","","1","1","1"
"52978176","","","","0.99609375","0.99609375","0.99609375","","",""
"52978976","0","0","0","","","","","",""
"52990976","","","","0.98046875","0.98046875","0.98046875","","",""
"52991328","0","0","0","","","","","",""
"52991616","","","","","","","0.994140625","0.994140625","0.994140625"
"53003392","0","0","0","","","","","",""
"53003616","","","","1","1","1","","",""
"53004416","","","","","","","0.9765625","0.9765625","0.9765625"
"53017152","","","","1","1","1","","",""
"53017376","0","0","0","","","","","",""
"53017408","","","","","","","1","1","1"
"53028992","","","","","","","0.9765625","0.9765625","0.9765625"
"53029088","","","","1","1","1","","",""
"53030240","0","0","0","","","","","",""
"53042368","0.001953125","0.001953125","0.001953125","","","","","",""
"53042496","","","","","","","0.970703125","0.970703125","0.970703125"
"53042752","","","","1","1","1","","",""
"53053312","0.00390625","0.00390625","0.00390625","","","","","",""
"53055232","","","","","","","0.994140625","0.994140625","0.994140625"
"53055648","","","","1","1","1","","",""
"53067744","0","0","0","","","","","",""
"53068256","","","","0.982421875","0.982421875","0.982421875","","",""
"53068736","","","","","","","1","1","1"
"53080832","","","","","","","0.96875","0.96875","0.96875"
"53081120","0.005859375","0.005859375","0.005859375","","","","","",""
"53081216","","","","0.98828125","0.98828125","0.98828125","","",""
"53092064","","","","0.978515625","0.978515625","0.978515625","","",""
"53093600","0","0","0","","","","","",""
"53093952","","","","","","","0.958984375","0.958984375","0.958984375"
"53106464","0","0","0","","","","","",""
"53106816","","","","0.998046875","0.998046875","0.998046875","","",""
"53106976","","","","","","","0.955078125","0.955078125","0.955078125"
"53118976","","","","","","","0.96875","0.96875","0.96875"
"53119904","","","","1","1","1","","",""
"53119936","0.005859375","0.005859375","0.005859375","","","","","",""
"53130912","0","0","0","","","","","",""
"53132544","","","","","","","0.96875","0.96875","0.96875"
"53132768","","","","1","1","1","","",""
"53144704","0","0","0","","","","","",""
"53145216","","","","","","","0.96875","0.96875","0.96875"
"53145376","","","","1","1","1","","",""
"53157440","","","","1","1","1","","",""
"53157632","0","0","0","","","","","",""
"53158144","","","","","","","0.986328125","0.986328125","0.986328125"
"53170336","0","0","0","","","","","",""
"53171008","","","","","","","0.96875","0.96875","0.96875"
"53171104","","","","1","1","1","","",""
"53183360","","","","","","","0.96875","0.96875","0.96875"
"53183936","0","0","0","","","","","",""
"53183968","","","","0.994140625","0.994140625","0.994140625","","",""
"53193952","0","0","0","","","","","",""
"53196416","","","","0.947265625","0.947265625","0.947265625","","",""
"53196512","","","","","","","0.986328125","0.986328125","0.986328125"
"53208896","0.005859375","0.005859375","0.005859375","","","","","",""
"53209376","","","","","","","0.97265625","0.97265625","0.97265625"
"53209440","","","","0.994140625","0.994140625","0.994140625","","",""
"53221728","","","","1","1","1","","",""
"53221760","0","0","0","","","","","",""
"53222304","","","","","","","0.9765625","0.9765625","0.9765625"
"53234176","","","","","","","0.95703125","0.95703125","0.95703125"
"53234496","","","","1","1","1","","",""
"53235072","0","0","0","","","","","",""
"53246464","","","","","","","0.96875","0.96875","0.96875"
"53247264","0","0","0","","","","","",""
"53247808","","","","1","1","1","","",""
