"Step","MDM_Qbert_80_runseed=1 - hierarchy_use/hierarchy_selected_5","MDM_Qbert_80_runseed=1 - hierarchy_use/hierarchy_selected_5__MIN","MDM_Qbert_80_runseed=1 - hierarchy_use/hierarchy_selected_5__MAX","MDM_Qbert_80_runseed=0 - hierarchy_use/hierarchy_selected_5","MDM_Qbert_80_runseed=0 - hierarchy_use/hierarchy_selected_5__MIN","MDM_Qbert_80_runseed=0 - hierarchy_use/hierarchy_selected_5__MAX","MDM_Qbert_80 - hierarchy_use/hierarchy_selected_5","MDM_Qbert_80 - hierarchy_use/hierarchy_selected_5__MIN","MDM_Qbert_80 - hierarchy_use/hierarchy_selected_5__MAX"
"894528","0","0","0","","","","","",""
"895008","","","","0.470703125","0.470703125","0.470703125","","",""
"895904","","","","","","","0.8125","0.8125","0.8125"
"907712","0","0","0","","","","","",""
"908288","","","","0.5625","0.5625","0.5625","","",""
"908544","","","","","","","1","1","1"
"920864","","","","0.490234375","0.490234375","0.490234375","","",""
"921056","0","0","0","","","","","",""
"921472","","","","","","","1","1","1"
"931840","0","0","0","","","","","",""
"933728","","","","0.443359375","0.443359375","0.443359375","","",""
"933984","","","","","","","1","1","1"
"946336","0","0","0","","","","","",""
"946688","","","","","","","1","1","1"
"946816","","","","0.412109375","0.412109375","0.412109375","","",""
"959424","","","","","","","1","1","1"
"959872","0","0","0","","","","","",""
"959904","","","","0.38671875","0.38671875","0.38671875","","",""
"972192","","","","","","","1","1","1"
"972416","0","0","0","","","","","",""
"972544","","","","0.375","0.375","0.375","","",""
"985312","","","","0.375","0.375","0.375","","",""
"985504","","","","","","","1","1","1"
"985536","0","0","0","","","","","",""
"997312","0","0","0","","","","","",""
"998240","","","","0.4921875","0.4921875","0.4921875","","",""
"998272","","","","","","","0.8125","0.8125","0.8125"
"1010240","","","","","","","1","1","1"
"1010432","0","0","0","","","","","",""
"1010976","","","","0.375","0.375","0.375","","",""
"1023360","0","0","0","","","","","",""
"1023584","","","","","","","1","1","1"
"1023936","","","","0.37109375","0.37109375","0.37109375","","",""
"1036256","","","","","","","1","1","1"
"1036672","0","0","0","","","","","",""
"1036704","","","","0.337890625","0.337890625","0.337890625","","",""
"1048992","","","","0.23828125","0.23828125","0.23828125","","",""
"1049280","0","0","0","","","","","",""
"1049344","","","","","","","0.8125","0.8125","0.8125"
"1061248","","","","","","","1","1","1"
"1061600","","","","0.25390625","0.25390625","0.25390625","","",""
"1062208","0","0","0","","","","","",""
"1073632","0","0","0","","","","","",""
"1075008","","","","0.24609375","0.24609375","0.24609375","1","1","1"
"1087392","0","0","0","","","","","",""
"1087776","","","","0.1796875","0.1796875","0.1796875","","",""
"1087936","","","","","","","1","1","1"
"1100192","","","","","","","1","1","1"
"1100480","","","","0.16796875","0.16796875","0.16796875","","",""
"1100736","0","0","0","","","","","",""
"1113376","","","","0.1328125","0.1328125","0.1328125","1","1","1"
"1113568","0","0","0","","","","","",""
"1125280","0.005859375","0.005859375","0.005859375","","","","","",""
"1126112","","","","0.07421875","0.07421875","0.07421875","1","1","1"
"1137760","","","","","","","1","1","1"
"1138528","0","0","0","","","","","",""
"1139136","","","","0.0625","0.0625","0.0625","","",""
"1151072","0.005859375","0.005859375","0.005859375","","","","","",""
"1151872","","","","0.080078125","0.080078125","0.080078125","","",""
"1151904","","","","","","","1","1","1"
"1163712","0","0","0","","","","","",""
"1163936","","","","0.041015625","0.041015625","0.041015625","","",""
"1164672","","","","","","","1","1","1"
"1175872","0","0","0","","","","","",""
"1177024","","","","0.01171875","0.01171875","0.01171875","","",""
"1177408","","","","","","","1","1","1"
"1189824","0.005859375","0.005859375","0.005859375","","","","","",""
"1190240","","","","0","0","0","","",""
"1190272","","","","","","","1","1","1"
"1201760","","","","","","","1","1","1"
"1202144","0","0","0","","","","","",""
"1202880","","","","0","0","0","","",""
"1214880","","","","0","0","0","","",""
"1215296","","","","","","","1","1","1"
"1215712","0","0","0","","","","","",""
"1228224","0","0","0","","","","","",""
"1228352","","","","","","","1","1","1"
"1228384","","","","0","0","0","","",""
"1241312","","","","","","","1","1","1"
"1241440","0","0","0","0.001953125","0.001953125","0.001953125","","",""
"1253440","","","","0.03125","0.03125","0.03125","","",""
"1253984","","","","","","","1","1","1"
"1254368","0","0","0","","","","","",""
"1266016","0","0","0","","","","","",""
"1266432","","","","","","","1","1","1"
"1266656","","","","0.03125","0.03125","0.03125","","",""
"1278688","0","0","0","","","","","",""
"1279392","","","","0.0234375","0.0234375","0.0234375","","",""
"1279808","","","","","","","1","1","1"
"1291840","0","0","0","","","","","",""
"1292448","","","","","","","1","1","1"
"1292768","","","","0.005859375","0.005859375","0.005859375","","",""
"1304096","0","0","0","","","","","",""
"1304288","","","","0.029296875","0.029296875","0.029296875","","",""
"1305536","","","","","","","1","1","1"
"1317728","","","","","","","1","1","1"
"1318336","0","0","0","0.01953125","0.01953125","0.01953125","","",""
"1330688","","","","","","","1","1","1"
"1331072","","","","0.03125","0.03125","0.03125","","",""
"1331136","0","0","0","","","","","",""
"1343264","","","","","","","1","1","1"
"1343424","0","0","0","","","","","",""
"1343584","","","","0.04296875","0.04296875","0.04296875","","",""
"1355392","0","0","0","","","","","",""
"1355712","","","","","","","1","1","1"
"1356256","","","","0.03125","0.03125","0.03125","","",""
"1368256","0","0","0","","","","","",""
"1369344","","","","0.03125","0.03125","0.03125","","",""
"1369376","","","","","","","1","1","1"
"1381664","","","","0.013671875","0.013671875","0.013671875","","",""
"1381888","","","","","","","1","1","1"
"1382336","0.005859375","0.005859375","0.005859375","","","","","",""
"1394592","","","","0","0","0","","",""
"1394976","","","","","","","1","1","1"
"1395104","0","0","0","","","","","",""
"1406944","","","","0","0","0","","",""
"1407392","","","","","","","1","1","1"
"1407872","0","0","0","","","","","",""
"1419616","0","0","0","","","","","",""
"1420256","","","","","","","1","1","1"
"1420544","","","","0","0","0","","",""
"1432832","","","","","","","1","1","1"
"1433024","0","0","0","","","","","",""
"1433088","","","","0","0","0","","",""
"1445856","","","","","","","1","1","1"
"1446336","0","0","0","","","","","",""
"1446368","","","","0","0","0","","",""
"1458944","","","","","","","1","1","1"
"1458976","0","0","0","","","","","",""
"1459040","","","","0","0","0","","",""
"1471584","0","0","0","","","","","",""
"1471744","","","","0","0","0","","",""
"1471840","","","","","","","1","1","1"
"1483904","","","","0","0","0","","",""
"1484256","0","0","0","","","","","",""
"1484736","","","","","","","1","1","1"
"1497024","0","0","0","","","","","",""
"1497248","","","","","","","1","1","1"
"1497312","","","","0","0","0","","",""
"1510144","","","","0.0078125","0.0078125","0.0078125","","",""
"1510240","","","","","","","1","1","1"
"1510368","0","0","0","","","","","",""
"1522656","","","","","","","1","1","1"
"1523104","0","0","0","","","","","",""
"1523168","","","","0.01953125","0.01953125","0.01953125","","",""
"1535872","0","0","0","0.001953125","0.001953125","0.001953125","","",""
"1535904","","","","","","","1","1","1"
"1548000","0","0","0","","","","","",""
"1548640","","","","0.001953125","0.001953125","0.001953125","","",""
"1548672","","","","","","","1","1","1"
"1560864","","","","0.021484375","0.021484375","0.021484375","","",""
"1561472","","","","","","","1","1","1"
"1561504","0","0","0","","","","","",""
"1573632","0","0","0","","","","","",""
"1573856","","","","0.017578125","0.017578125","0.017578125","","",""
"1573984","","","","","","","1","1","1"
"1586848","","","","0.0234375","0.0234375","0.0234375","","",""
"1587040","0","0","0","","","","","",""
"1587072","","","","","","","1","1","1"
"1599488","","","","0.029296875","0.029296875","0.029296875","","",""
"1599616","0.005859375","0.005859375","0.005859375","","","","","",""
"1599744","","","","","","","1","1","1"
"1611616","","","","0","0","0","","",""
"1611776","0","0","0","","","","","",""
"1612480","","","","","","","1","1","1"
"1624416","0","0","0","","","","","",""
"1624992","","","","0","0","0","","",""
"1625216","","","","","","","1","1","1"
"1637728","","","","","","","1","1","1"
"1638016","","","","0.01171875","0.01171875","0.01171875","","",""
"1638080","0","0","0","","","","","",""
"1651136","0.005859375","0.005859375","0.005859375","","","","1","1","1"
"1651168","","","","0","0","0","","",""
"1663296","0","0","0","","","","","",""
"1663808","","","","0.046875","0.046875","0.046875","","",""
"1663904","","","","","","","1","1","1"
"1676512","","","","0.0234375","0.0234375","0.0234375","","",""
"1676640","","","","","","","1","1","1"
"1676736","0","0","0","","","","","",""
"1689280","","","","","","","1","1","1"
"1689312","","","","0.01171875","0.01171875","0.01171875","","",""
"1689344","0","0","0","","","","","",""
"1702208","0","0","0","","","","","",""
"1702272","","","","0","0","0","1","1","1"
"1714208","0","0","0","","","","","",""
"1714784","","","","0","0","0","","",""
"1715008","","","","","","","1","1","1"
"1726976","","","","","","","1","1","1"
"1727776","","","","0","0","0","","",""
"1727936","0","0","0","","","","","",""
"1740576","","","","0","0","0","","",""
"1740736","0","0","0","","","","","",""
"1740768","","","","","","","1","1","1"
"1752384","","","","0","0","0","","",""
"1753408","","","","","","","1","1","1"
"1753440","0","0","0","","","","","",""
"1765120","","","","0.017578125","0.017578125","0.017578125","","",""
"1765536","0","0","0","","","","","",""
"1766304","","","","","","","1","1","1"
"1777760","","","","0","0","0","","",""
"1778272","","","","","","","1","1","1"
"1778912","0","0","0","","","","","",""
"1791136","0","0","0","","","","","",""
"1791328","","","","","","","1","1","1"
"1791360","","","","0","0","0","","",""
"1804032","","","","","","","1","1","1"
"1804544","0","0","0","","","","","",""
"1804736","","","","0","0","0","","",""
"1817376","","","","0","0","0","","",""
"1817504","","","","","","","1","1","1"
"1817536","0","0","0","","","","","",""
"1829248","","","","0.00390625","0.00390625","0.00390625","","",""
"1829760","0","0","0","","","","","",""
"1830208","","","","","","","1","1","1"
"1842176","","","","","","","1","1","1"
"1842816","0","0","0","","","","","",""
"1843136","","","","0.01953125","0.01953125","0.01953125","","",""
"1855808","","","","0.005859375","0.005859375","0.005859375","","",""
"1855936","","","","","","","1","1","1"
"1855968","0","0","0","","","","","",""
"1867424","0","0","0","","","","","",""
"1867648","","","","","","","1","1","1"
"1868544","","","","0.015625","0.015625","0.015625","","",""
"1880608","","","","0.013671875","0.013671875","0.013671875","","",""
"1881312","0","0","0","","","","","",""
"1881504","","","","","","","1","1","1"
"1893632","","","","","","","1","1","1"
"1894080","0","0","0","","","","","",""
"1894304","","","","0","0","0","","",""
"1906688","","","","0.015625","0.015625","0.015625","","",""
"1906880","","","","","","","1","1","1"
"1906944","0","0","0","","","","","",""
"1918880","","","","0.001953125","0.001953125","0.001953125","","",""
"1919680","0","0","0","","","","","",""
"1919776","","","","","","","1","1","1"
"1931712","0","0","0","","","","","",""
"1932128","","","","","","","1","1","1"
"1932672","","","","0","0","0","","",""
"1945024","","","","0","0","0","","",""
"1945312","0","0","0","","","","","",""
"1945472","","","","","","","1","1","1"
"1958176","","","","0","0","0","1","1","1"
"1958208","0","0","0","","","","","",""
"1971104","","","","0","0","0","","",""
"1971136","0","0","0","","","","1","1","1"
"1982944","0","0","0","","","","","",""
"1983264","","","","","","","1","1","1"
"1983584","","","","0.00390625","0.00390625","0.00390625","","",""
"1995936","0","0","0","","","","","",""
"1996032","","","","","","","1","1","1"
"1996736","","","","0.013671875","0.013671875","0.013671875","","",""
"2008608","","","","","","","1","1","1"
"2009216","","","","0","0","0","","",""
"2009376","0","0","0","","","","","",""
"2021536","","","","0","0","0","","",""
"2022240","","","","","","","1","1","1"
"2022272","0","0","0","","","","","",""
"2034912","","","","","","","1","1","1"
"2034976","0","0","0","","","","","",""
"2035072","","","","0.01171875","0.01171875","0.01171875","","",""
"2045120","","","","0.005859375","0.005859375","0.005859375","","",""
"2046816","0","0","0","","","","","",""
"2047584","","","","","","","1","1","1"
"2060160","","","","","","","1","1","1"
"2060320","","","","0.01171875","0.01171875","0.01171875","","",""
"2060704","0","0","0","","","","","",""
"2072800","0","0","0","","","","","",""
"2073120","","","","0.005859375","0.005859375","0.005859375","","",""
"2073344","","","","","","","1","1","1"
"2086208","0","0","0","","","","","",""
"2086240","","","","0","0","0","","",""
"2086368","","","","","","","1","1","1"
"2098656","","","","0","0","0","","",""
"2099008","","","","","","","1","1","1"
"2099136","0","0","0","","","","","",""
"2111488","0","0","0","","","","","",""
"2111712","","","","","","","1","1","1"
"2111840","","","","0.017578125","0.017578125","0.017578125","","",""
"2124608","","","","0.01171875","0.01171875","0.01171875","","",""
"2124672","0","0","0","","","","","",""
"2124736","","","","","","","1","1","1"
"2136352","","","","0.01171875","0.01171875","0.01171875","","",""
"2137536","","","","","","","1","1","1"
"2137568","0","0","0","","","","","",""
"2150016","","","","","","","1","1","1"
"2150048","0","0","0","","","","","",""
"2150272","","","","0.029296875","0.029296875","0.029296875","","",""
"2162368","","","","","","","1","1","1"
"2162560","","","","0.017578125","0.017578125","0.017578125","","",""
"2163104","0","0","0","","","","","",""
"2174560","","","","0.0234375","0.0234375","0.0234375","","",""
"2175424","","","","","","","1","1","1"
"2175712","0","0","0","","","","","",""
"2188448","0","0","0","","","","","",""
"2188704","","","","","","","1","1","1"
"2188736","","","","0.01171875","0.01171875","0.01171875","","",""
"2200352","0","0","0","","","","","",""
"2200448","","","","0.005859375","0.005859375","0.005859375","","",""
"2201184","","","","","","","1","1","1"
"2213984","0","0","0","","","","","",""
"2214144","","","","","","","1","1","1"
"2214336","","","","0.03125","0.03125","0.03125","","",""
"2226496","0","0","0","","","","","",""
"2226848","","","","0.033203125","0.033203125","0.033203125","","",""
"2227104","","","","","","","1","1","1"
"2239616","","","","","","","1","1","1"
"2239776","0","0","0","","","","","",""
"2239872","","","","0.01953125","0.01953125","0.01953125","","",""
"2252000","0","0","0","","","","","",""
"2252256","","","","0.00390625","0.00390625","0.00390625","","",""
"2252480","","","","","","","1","1","1"
"2264256","","","","","","","1","1","1"
"2265152","0","0","0","","","","","",""
"2265184","","","","0.0234375","0.0234375","0.0234375","","",""
"2277824","0","0","0","","","","","",""
"2278336","","","","0.025390625","0.025390625","0.025390625","1","1","1"
"2290432","","","","","","","1","1","1"
"2290560","0","0","0","","","","","",""
"2290976","","","","0.013671875","0.013671875","0.013671875","","",""
"2302784","","","","0.001953125","0.001953125","0.001953125","","",""
"2303040","0","0","0","","","","","",""
"2303680","","","","","","","1","1","1"
"2316064","","","","0","0","0","","",""
"2316096","0","0","0","","","","","",""
"2316352","","","","","","","1","1","1"
"2329344","","","","","","","1","1","1"
"2329504","0","0","0","0.009765625","0.009765625","0.009765625","","",""
"2341472","0","0","0","","","","","",""
"2341984","","","","0.0078125","0.0078125","0.0078125","","",""
"2342016","","","","","","","1","1","1"
"2354592","","","","0.005859375","0.005859375","0.005859375","","",""
"2354752","","","","","","","1","1","1"
"2354880","0","0","0","","","","","",""
"2367488","0","0","0","","","","","",""
"2367776","","","","0.015625","0.015625","0.015625","","",""
"2367904","","","","","","","1","1","1"
"2380256","","","","0.025390625","0.025390625","0.025390625","","",""
"2380704","0","0","0","","","","1","1","1"
"2393120","","","","0.0234375","0.0234375","0.0234375","","",""
"2393344","0","0","0","","","","","",""
"2393376","","","","","","","1","1","1"
"2405568","","","","","","","1","1","1"
"2406240","","","","0.033203125","0.033203125","0.033203125","","",""
"2406272","0","0","0","","","","","",""
"2418752","","","","","","","1","1","1"
"2419008","0","0","0","0.037109375","0.037109375","0.037109375","","",""
"2431200","","","","","","","1","1","1"
"2431744","","","","0","0","0","","",""
"2431776","0","0","0","","","","","",""
"2444064","","","","0","0","0","","",""
"2444480","","","","","","","1","1","1"
"2444768","0","0","0","","","","","",""
"2457152","","","","0.01171875","0.01171875","0.01171875","","",""
"2457216","0","0","0","","","","","",""
"2457472","","","","","","","1","1","1"
"2469664","","","","","","","1","1","1"
"2470144","0","0","0","","","","","",""
"2470336","","","","0.005859375","0.005859375","0.005859375","","",""
"2482016","","","","","","","1","1","1"
"2482624","0","0","0","","","","","",""
"2482912","","","","0","0","0","","",""
"2495200","","","","0.005859375","0.005859375","0.005859375","","",""
"2495520","","","","","","","1","1","1"
"2495776","0","0","0","","","","","",""
"2508352","0","0","0","","","","","",""
"2508544","","","","0","0","0","1","1","1"
"2521120","","","","0.015625","0.015625","0.015625","","",""
"2521440","","","","","","","1","1","1"
"2521536","0","0","0","","","","","",""
"2533504","0","0","0","","","","","",""
"2534304","","","","0.025390625","0.025390625","0.025390625","","",""
"2534368","","","","","","","1","1","1"
"2546720","","","","0.005859375","0.005859375","0.005859375","","",""
"2546752","","","","","","","1","1","1"
"2546816","0","0","0","","","","","",""
"2559552","","","","0","0","0","","",""
"2559648","0","0","0","","","","1","1","1"
"2572352","","","","0","0","0","","",""
"2572448","0","0","0","","","","","",""
"2572480","","","","","","","1","1","1"
"2584896","","","","","","","1","1","1"
"2585408","0","0","0","0.001953125","0.001953125","0.001953125","","",""
"2597664","0","0","0","","","","","",""
"2598080","","","","0.013671875","0.013671875","0.013671875","","",""
"2598144","","","","","","","1","1","1"
"2610688","","","","","","","1","1","1"
"2610816","0","0","0","","","","","",""
"2611040","","","","0.001953125","0.001953125","0.001953125","","",""
"2622560","0","0","0","","","","","",""
"2623840","","","","","","","1","1","1"
"2623904","","","","0.025390625","0.025390625","0.025390625","","",""
"2636672","","","","","","","1","1","1"
"2636736","0","0","0","0.03125","0.03125","0.03125","","",""
"2648864","","","","0.03125","0.03125","0.03125","","",""
"2649024","","","","","","","1","1","1"
"2649440","0","0","0","","","","","",""
"2661920","0","0","0","","","","","",""
"2662048","","","","0.01171875","0.01171875","0.01171875","","",""
"2662336","","","","","","","1","1","1"
"2674496","","","","0.005859375","0.005859375","0.005859375","","",""
"2674848","0","0","0","","","","","",""
"2674912","","","","","","","1","1","1"
"2687232","","","","0","0","0","","",""
"2687328","0","0","0","","","","","",""
"2687584","","","","","","","1","1","1"
"2700128","","","","0.005859375","0.005859375","0.005859375","","",""
