"Step","MDM_Qbert_80_runseed=1 - hierarchy_use/hierarchy_selected_4","MDM_Qbert_80_runseed=1 - hierarchy_use/hierarchy_selected_4__MIN","MDM_Qbert_80_runseed=1 - hierarchy_use/hierarchy_selected_4__MAX","MDM_Qbert_80_runseed=0 - hierarchy_use/hierarchy_selected_4","MDM_Qbert_80_runseed=0 - hierarchy_use/hierarchy_selected_4__MIN","MDM_Qbert_80_runseed=0 - hierarchy_use/hierarchy_selected_4__MAX","MDM_Qbert_80 - hierarchy_use/hierarchy_selected_4","MDM_Qbert_80 - hierarchy_use/hierarchy_selected_4__MIN","MDM_Qbert_80 - hierarchy_use/hierarchy_selected_4__MAX"
"19430016","0.005859375","0.005859375","0.005859375","","","","","",""
"19441632","","","","","","","0.9765625","0.9765625","0.9765625"
"19442400","0.001953125","0.001953125","0.001953125","","","","","",""
"19442560","","","","1","1","1","","",""
"19454304","0.009765625","0.009765625","0.009765625","","","","","",""
"19454848","","","","1","1","1","","",""
"19455616","","","","","","","1","1","1"
"19468288","","","","","","","0.994140625","0.994140625","0.994140625"
"19468640","","","","0.994140625","0.994140625","0.994140625","","",""
"19468672","0","0","0","","","","","",""
"19480736","","","","","","","0.96875","0.96875","0.96875"
"19480992","0","0","0","","","","","",""
"19481184","","","","1","1","1","","",""
"19494016","","","","","","","0.947265625","0.947265625","0.947265625"
"19494176","0","0","0","","","","","",""
"19494272","","","","1","1","1","","",""
"19506112","0.005859375","0.005859375","0.005859375","","","","","",""
"19506528","","","","","","","0.9375","0.9375","0.9375"
"19506976","","","","1","1","1","","",""
"19517760","","","","0.994140625","0.994140625","0.994140625","","",""
"19518944","0","0","0","","","","","",""
"19519488","","","","","","","0.96875","0.96875","0.96875"
"19532576","0","0","0","","","","","",""
"19532640","","","","","","","0.99609375","0.99609375","0.99609375"
"19532768","","","","1","1","1","","",""
"19544096","0","0","0","","","","","",""
"19545056","","","","","","","1","1","1"
"19545344","","","","1","1","1","","",""
"19557856","","","","1","1","1","","",""
"19557984","","","","","","","1","1","1"
"19558176","0","0","0","","","","","",""
"19569888","0","0","0","","","","","",""
"19570912","","","","1","1","1","","",""
"19571104","","","","","","","1","1","1"
"19582016","","","","","","","1","1","1"
"19583200","0","0","0","","","","","",""
"19583712","","","","0.98828125","0.98828125","0.98828125","","",""
"19596448","","","","","","","1","1","1"
"19596512","","","","0.994140625","0.994140625","0.994140625","","",""
"19596768","0.01171875","0.01171875","0.01171875","","","","","",""
"19607776","","","","","","","1","1","1"
"19609120","","","","1","1","1","","",""
"19609216","0","0","0","","","","","",""
"19621664","","","","0.994140625","0.994140625","0.994140625","","",""
"19622176","0","0","0","","","","","",""
"19622272","","","","","","","0.9765625","0.9765625","0.9765625"
"19634112","0","0","0","","","","","",""
"19634432","","","","","","","0.966796875","0.966796875","0.966796875"
"19634624","","","","1","1","1","","",""
"19646656","","","","1","1","1","","",""
"19647648","0","0","0","","","","","",""
"19647712","","","","","","","0.9375","0.9375","0.9375"
"19657856","","","","","","","0.9375","0.9375","0.9375"
"19659744","0","0","0","","","","","",""
"19660768","","","","0.98828125","0.98828125","0.98828125","","",""
"19673280","","","","0.994140625","0.994140625","0.994140625","","",""
"19673344","","","","","","","0.935546875","0.935546875","0.935546875"
"19673568","0","0","0","","","","","",""
"19685376","","","","1","1","1","","",""
"19685728","","","","","","","0.91796875","0.91796875","0.91796875"
"19685760","0","0","0","","","","","",""
"19697920","0","0","0","","","","","",""
"19698688","","","","","","","0.947265625","0.947265625","0.947265625"
"19698752","","","","0.994140625","0.994140625","0.994140625","","",""
"19709856","0","0","0","","","","","",""
"19710816","","","","","","","0.986328125","0.986328125","0.986328125"
"19711840","","","","1","1","1","","",""
"19724064","","","","1","1","1","","",""
"19724416","0","0","0","","","","","",""
"19724576","","","","","","","0.98046875","0.98046875","0.98046875"
"19736320","0","0","0","","","","","",""
"19736832","","","","","","","0.998046875","0.998046875","0.998046875"
"19737376","","","","1","1","1","","",""
"19747680","","","","1","1","1","","",""
"19749664","0","0","0","","","","","",""
"19750336","","","","","","","0.994140625","0.994140625","0.994140625"
"19762944","","","","","","","1","1","1"
"19762976","","","","1","1","1","","",""
"19763136","0.00390625","0.00390625","0.00390625","","","","","",""
"19775200","","","","1","1","1","","",""
"19775232","","","","","","","1","1","1"
"19775648","0.0078125","0.0078125","0.0078125","","","","","",""
"19787360","","","","1","1","1","","",""
"19787584","","","","","","","0.9921875","0.9921875","0.9921875"
"19787968","0","0","0","","","","","",""
"19800608","","","","1","1","1","","",""
"19800736","0.005859375","0.005859375","0.005859375","","","","","",""
"19801152","","","","","","","0.96875","0.96875","0.96875"
"19813568","","","","","","","0.96875","0.96875","0.96875"
"19814112","0","0","0","1","1","1","","",""
"19824928","","","","1","1","1","","",""
"19826176","","","","","","","0.94921875","0.94921875","0.94921875"
"19827168","0.005859375","0.005859375","0.005859375","","","","","",""
"19839264","","","","","","","0.916015625","0.916015625","0.916015625"
"19839328","","","","1","1","1","","",""
"19839520","0","0","0","","","","","",""
"19852608","0","0","0","","","","","",""
"19852640","","","","","","","0.935546875","0.935546875","0.935546875"
"19852704","","","","1","1","1","","",""
"19863456","","","","","","","0.939453125","0.939453125","0.939453125"
"19864064","0","0","0","","","","","",""
"19865088","","","","0.994140625","0.994140625","0.994140625","","",""
"19877376","0.005859375","0.005859375","0.005859375","","","","","",""
"19878208","","","","1","1","1","","",""
"19878336","","","","","","","0.98046875","0.98046875","0.98046875"
"19890432","0","0","0","","","","","",""
"19890976","","","","1","1","1","","",""
"19891008","","","","","","","0.96875","0.96875","0.96875"
"19902944","","","","","","","0.96875","0.96875","0.96875"
"19903232","","","","1","1","1","","",""
"19903744","0","0","0","","","","","",""
"19915648","","","","","","","0.95703125","0.95703125","0.95703125"
"19915840","","","","0.994140625","0.994140625","0.994140625","","",""
"19916192","0.00390625","0.00390625","0.00390625","","","","","",""
"19928512","","","","","","","0.962890625","0.962890625","0.962890625"
"19929120","0.013671875","0.013671875","0.013671875","","","","","",""
"19929216","","","","1","1","1","","",""
"19941376","","","","","","","0.96484375","0.96484375","0.96484375"
"19941792","0.013671875","0.013671875","0.013671875","","","","","",""
"19942016","","","","1","1","1","","",""
"19954176","","","","1","1","1","","",""
"19954688","0.015625","0.015625","0.015625","","","","","",""
"19955072","","","","","","","0.9609375","0.9609375","0.9609375"
"19966048","","","","","","","0.98046875","0.98046875","0.98046875"
"19967232","","","","1","1","1","","",""
"19967744","0.005859375","0.005859375","0.005859375","","","","","",""
"19979872","0","0","0","","","","","",""
"19980224","","","","1","1","1","","",""
"19980768","","","","","","","0.966796875","0.966796875","0.966796875"
"19992800","","","","0.994140625","0.994140625","0.994140625","","",""
"19993152","0","0","0","","","","","",""
"19993504","","","","","","","0.96484375","0.96484375","0.96484375"
"20005792","0","0","0","","","","","",""
"20005888","","","","1","1","1","","",""
"20006272","","","","","","","0.9453125","0.9453125","0.9453125"
"20018016","","","","","","","0.9375","0.9375","0.9375"
"20018720","","","","1","1","1","","",""
"20019072","0","0","0","","","","","",""
"20031488","","","","","","","0.9375","0.9375","0.9375"
"20031552","0","0","0","","","","","",""
"20031904","","","","1","1","1","","",""
"20044480","0","0","0","","","","","",""
"20044736","","","","1","1","1","0.9375","0.9375","0.9375"
"20056896","0","0","0","","","","","",""
"20057280","","","","1","1","1","","",""
"20057568","","","","","","","0.931640625","0.931640625","0.931640625"
"20070080","0","0","0","","","","","",""
"20070112","","","","1","1","1","0.9375","0.9375","0.9375"
"20081856","","","","1","1","1","","",""
"20082464","","","","","","","0.9140625","0.9140625","0.9140625"
"20082848","0","0","0","","","","","",""
"20095680","","","","1","1","1","","",""
"20095744","0.01171875","0.01171875","0.01171875","","","","","",""
"20095840","","","","","","","0.908203125","0.908203125","0.908203125"
"20107648","","","","1","1","1","","",""
"20108608","","","","","","","0.931640625","0.931640625","0.931640625"
"20108640","0.015625","0.015625","0.015625","","","","","",""
"20120736","","","","","","","0.931640625","0.931640625","0.931640625"
"20121312","","","","1","1","1","","",""
"20121440","0.0078125","0.0078125","0.0078125","","","","","",""
"20133760","","","","","","","0.93359375","0.93359375","0.93359375"
"20134208","0","0","0","1","1","1","","",""
"20146432","","","","","","","0.865234375","0.865234375","0.865234375"
"20146816","","","","1","1","1","","",""
"20146976","0","0","0","","","","","",""
"20158752","","","","","","","0.84375","0.84375","0.84375"
"20159424","","","","1","1","1","","",""
"20159872","0.01171875","0.01171875","0.01171875","","","","","",""
"20170304","","","","0.994140625","0.994140625","0.994140625","","",""
"20170720","","","","","","","0.84375","0.84375","0.84375"
"20172512","0","0","0","","","","","",""
"20184800","","","","1","1","1","","",""
"20185312","","","","","","","0.837890625","0.837890625","0.837890625"
"20185472","0","0","0","","","","","",""
"20198176","","","","","","","0.826171875","0.826171875","0.826171875"
"20198336","","","","1","1","1","","",""
"20198368","0","0","0","","","","","",""
"20210720","","","","","","","0.837890625","0.837890625","0.837890625"
"20210752","0.017578125","0.017578125","0.017578125","","","","","",""
"20210784","","","","1","1","1","","",""
"20221856","","","","1","1","1","","",""
"20222944","","","","","","","0.806640625","0.806640625","0.806640625"
"20223744","0.01171875","0.01171875","0.01171875","","","","","",""
"20235328","","","","1","1","1","","",""
"20236192","0.005859375","0.005859375","0.005859375","","","","","",""
"20236512","","","","","","","0.798828125","0.798828125","0.798828125"
"20248832","0","0","0","","","","0.81640625","0.81640625","0.81640625"
"20249248","","","","1","1","1","","",""
"20261984","","","","0.98828125","0.98828125","0.98828125","","",""
"20262208","0","0","0","","","","","",""
"20262240","","","","","","","0.765625","0.765625","0.765625"
"20274272","","","","","","","0.732421875","0.732421875","0.732421875"
"20274400","","","","1","1","1","","",""
"20274496","0.005859375","0.005859375","0.005859375","","","","","",""
"20287872","","","","","","","0.75","0.75","0.75"
"20287904","","","","1","1","1","","",""
"20287936","0.005859375","0.005859375","0.005859375","","","","","",""
"20300448","","","","0.994140625","0.994140625","0.994140625","","",""
"20300512","","","","","","","0.767578125","0.767578125","0.767578125"
"20300736","0","0","0","","","","","",""
"20313088","","","","","","","0.720703125","0.720703125","0.720703125"
"20313184","0","0","0","","","","","",""
"20313536","","","","1","1","1","","",""
"20325760","","","","1","1","1","","",""
"20326304","0.005859375","0.005859375","0.005859375","","","","","",""
"20326336","","","","","","","0.7109375","0.7109375","0.7109375"
"20338624","0","0","0","","","","","",""
"20339168","","","","0.994140625","0.994140625","0.994140625","0.6875","0.6875","0.6875"
"20350816","","","","0.994140625","0.994140625","0.994140625","","",""
"20351872","0","0","0","","","","0.6875","0.6875","0.6875"
"20364256","0","0","0","","","","","",""
"20364320","","","","","","","0.6875","0.6875","0.6875"
"20364576","","","","1","1","1","","",""
"20376160","","","","1","1","1","","",""
"20376320","0","0","0","","","","","",""
"20377184","","","","","","","0.677734375","0.677734375","0.677734375"
"20389952","","","","1","1","1","","",""
"20390048","0","0","0","","","","","",""
"20390368","","","","","","","0.65625","0.65625","0.65625"
"20402624","","","","","","","0.625","0.625","0.625"
"20402816","0","0","0","","","","","",""
"20403136","","","","0.994140625","0.994140625","0.994140625","","",""
"20414880","","","","","","","0.630859375","0.630859375","0.630859375"
"20415008","0.005859375","0.005859375","0.005859375","","","","","",""
"20415200","","","","1","1","1","","",""
"20428480","0.005859375","0.005859375","0.005859375","","","","","",""
"20428576","","","","","","","0.654296875","0.654296875","0.654296875"
"20428768","","","","1","1","1","","",""
"20441088","","","","","","","0.6484375","0.6484375","0.6484375"
"20441120","0","0","0","","","","","",""
"20441344","","","","0.994140625","0.994140625","0.994140625","","",""
"20453760","0","0","0","1","1","1","","",""
"20454080","","","","","","","0.625","0.625","0.625"
"20465312","0","0","0","","","","","",""
"20466208","","","","","","","0.625","0.625","0.625"
"20466688","","","","1","1","1","","",""
"20479456","","","","1","1","1","","",""
"20479648","0","0","0","","","","","",""
"20479776","","","","","","","0.638671875","0.638671875","0.638671875"
"20491136","0","0","0","","","","","",""
"20492544","","","","","","","0.671875","0.671875","0.671875"
"20492736","","","","0.994140625","0.994140625","0.994140625","","",""
"20504736","","","","0.994140625","0.994140625","0.994140625","","",""
"20504896","","","","","","","0.6875","0.6875","0.6875"
"20505216","0.01171875","0.01171875","0.01171875","","","","","",""
"20516992","","","","","","","0.681640625","0.681640625","0.681640625"
"20517792","0.005859375","0.005859375","0.005859375","","","","","",""
"20518336","","","","1","1","1","","",""
"20528448","","","","","","","0.697265625","0.697265625","0.697265625"
"20530304","","","","1","1","1","","",""
"20531136","0","0","0","","","","","",""
"20543168","","","","1","1","1","","",""
"20543936","","","","","","","0.73046875","0.73046875","0.73046875"
"20543968","0","0","0","","","","","",""
"20555808","","","","1","1","1","","",""
"20556416","0.01171875","0.01171875","0.01171875","","","","","",""
"20556736","","","","","","","0.775390625","0.775390625","0.775390625"
"20569056","","","","","","","0.751953125","0.751953125","0.751953125"
"20569440","","","","0.994140625","0.994140625","0.994140625","","",""
"20569504","0.02734375","0.02734375","0.02734375","","","","","",""
"20581408","0.03125","0.03125","0.03125","","","","","",""
"20581824","","","","1","1","1","","",""
"20582080","","","","","","","0.7578125","0.7578125","0.7578125"
"20594880","0.01171875","0.01171875","0.01171875","","","","","",""
"20595008","","","","0.9921875","0.9921875","0.9921875","0.751953125","0.751953125","0.751953125"
"20607040","","","","0.99609375","0.99609375","0.99609375","","",""
"20607872","","","","","","","0.775390625","0.775390625","0.775390625"
"20607968","0","0","0","","","","","",""
"20620288","0.01171875","0.01171875","0.01171875","","","","","",""
"20620448","","","","0.994140625","0.994140625","0.994140625","","",""
"20620544","","","","","","","0.76953125","0.76953125","0.76953125"
"20632384","0.005859375","0.005859375","0.005859375","","","","","",""
"20633056","","","","1","1","1","","",""
"20633504","","","","","","","0.77734375","0.77734375","0.77734375"
"20644768","0.0078125","0.0078125","0.0078125","","","","","",""
"20645088","","","","1","1","1","","",""
"20645984","","","","","","","0.748046875","0.748046875","0.748046875"
"20657312","","","","","","","0.736328125","0.736328125","0.736328125"
"20658944","0.033203125","0.033203125","0.033203125","","","","","",""
"20659008","","","","1","1","1","","",""
"20671488","","","","","","","0.76953125","0.76953125","0.76953125"
"20671712","","","","1","1","1","","",""
"20671744","0.03125","0.03125","0.03125","","","","","",""
"20684576","","","","0.994140625","0.994140625","0.994140625","","",""
"20684640","0.013671875","0.013671875","0.013671875","","","","","",""
"20684704","","","","","","","0.708984375","0.708984375","0.708984375"
"20696480","","","","1","1","1","","",""
"20696576","0.0078125","0.0078125","0.0078125","","","","","",""
"20696800","","","","","","","0.712890625","0.712890625","0.712890625"
"20708608","0","0","0","","","","","",""
"20709952","","","","","","","0.705078125","0.705078125","0.705078125"
"20710368","","","","1","1","1","","",""
"20720544","0","0","0","","","","","",""
"20722176","","","","1","1","1","","",""
"20722848","","","","","","","0.681640625","0.681640625","0.681640625"
"20735392","","","","","","","0.6875","0.6875","0.6875"
"20735744","0","0","0","","","","","",""
"20735936","","","","1","1","1","","",""
"20747584","","","","","","","0.6875","0.6875","0.6875"
"20748192","","","","1","1","1","","",""
"20748704","0","0","0","","","","","",""
"20759488","","","","","","","0.6875","0.6875","0.6875"
"20761024","0.009765625","0.009765625","0.009765625","","","","","",""
"20761504","","","","1","1","1","","",""
"20773696","","","","","","","0.6875","0.6875","0.6875"
"20774016","0.025390625","0.025390625","0.025390625","","","","","",""
"20774048","","","","1","1","1","","",""
"20785600","","","","","","","0.693359375","0.693359375","0.693359375"
"20786272","0.01953125","0.01953125","0.01953125","","","","","",""
"20786432","","","","0.994140625","0.994140625","0.994140625","","",""
"20797920","","","","","","","0.716796875","0.716796875","0.716796875"
"20799680","","","","1","1","1","","",""
"20799776","0.025390625","0.025390625","0.025390625","","","","","",""
"20812256","0.025390625","0.025390625","0.025390625","1","1","1","","",""
"20812608","","","","","","","0.716796875","0.716796875","0.716796875"
"20825120","0.017578125","0.017578125","0.017578125","","","","","",""
"20825280","","","","1","1","1","","",""
"20825504","","","","","","","0.72265625","0.72265625","0.72265625"
"20836512","","","","","","","0.7265625","0.7265625","0.7265625"
"20837664","","","","1","1","1","","",""
"20837856","0.005859375","0.005859375","0.005859375","","","","","",""
"20850848","","","","","","","0.748046875","0.748046875","0.748046875"
"20850976","","","","0.98828125","0.98828125","0.98828125","","",""
"20851008","0.005859375","0.005859375","0.005859375","","","","","",""
"20863232","","","","","","","0.8125","0.8125","0.8125"
"20863520","","","","1","1","1","","",""
"20863808","0.0078125","0.0078125","0.0078125","","","","","",""
"20876416","","","","0.994140625","0.994140625","0.994140625","","",""
"20876480","","","","","","","0.908203125","0.908203125","0.908203125"
"20876672","0.013671875","0.013671875","0.013671875","","","","","",""
"20889024","0.0078125","0.0078125","0.0078125","","","","","",""
"20889056","","","","1","1","1","","",""
"20889408","","","","","","","0.916015625","0.916015625","0.916015625"
"20902208","","","","1","1","1","","",""
"20902240","","","","","","","0.96875","0.96875","0.96875"
"20902304","0","0","0","","","","","",""
"20914112","","","","0.986328125","0.986328125","0.986328125","","",""
"20914176","","","","","","","0.943359375","0.943359375","0.943359375"
"20914912","0.005859375","0.005859375","0.005859375","","","","","",""
"20926848","0","0","0","","","","","",""
"20927584","","","","","","","0.935546875","0.935546875","0.935546875"
"20927776","","","","0.990234375","0.990234375","0.990234375","","",""
"20939808","","","","","","","0.91796875","0.91796875","0.91796875"
"20939936","","","","1","1","1","","",""
"20940192","0","0","0","","","","","",""
"20953056","","","","","","","0.90625","0.90625","0.90625"
"20953376","0","0","0","","","","","",""
"20953408","","","","1","1","1","","",""
"20965440","","","","0.994140625","0.994140625","0.994140625","","",""
"20965504","","","","","","","0.90625","0.90625","0.90625"
"20965952","0","0","0","","","","","",""
"20978688","","","","","","","0.90625","0.90625","0.90625"
"20978880","","","","1","1","1","","",""
"20979168","0","0","0","","","","","",""
"20990560","","","","","","","0.91796875","0.91796875","0.91796875"
"20991904","0","0","0","","","","","",""
"20991968","","","","1","1","1","","",""
"21002592","0","0","0","","","","","",""
"21004480","","","","0.994140625","0.994140625","0.994140625","","",""
"21004576","","","","","","","0.923828125","0.923828125","0.923828125"
"21015552","","","","","","","0.912109375","0.912109375","0.912109375"
"21016800","","","","1","1","1","","",""
"21017184","0.0078125","0.0078125","0.0078125","","","","","",""
"21029344","0.00390625","0.00390625","0.00390625","","","","","",""
"21029760","","","","1","1","1","","",""
"21030336","","","","","","","0.90625","0.90625","0.90625"
"21042176","0","0","0","","","","","",""
"21042336","","","","0.994140625","0.994140625","0.994140625","","",""
"21043072","","","","","","","0.89453125","0.89453125","0.89453125"
"21055552","","","","","","","0.90625","0.90625","0.90625"
"21055648","","","","1","1","1","","",""
"21055904","0","0","0","","","","","",""
"21066304","","","","1","1","1","","",""
"21067712","0","0","0","","","","","",""
"21068256","","","","","","","0.88671875","0.88671875","0.88671875"
"21081024","","","","1","1","1","","",""
"21081312","","","","","","","0.837890625","0.837890625","0.837890625"
"21081440","0","0","0","","","","","",""
"21091680","","","","1","1","1","","",""
"21093888","","","","","","","0.837890625","0.837890625","0.837890625"
"21094304","0","0","0","","","","","",""
"21105248","0","0","0","","","","","",""
"21106048","","","","","","","0.822265625","0.822265625","0.822265625"
"21106208","","","","0.99609375","0.99609375","0.99609375","","",""
"21117856","","","","0.998046875","0.998046875","0.998046875","","",""
"21119136","0","0","0","","","","","",""
"21119776","","","","","","","0.8359375","0.8359375","0.8359375"
"21132320","","","","","","","0.84375","0.84375","0.84375"
"21132448","","","","1","1","1","","",""
"21132640","0","0","0","","","","","",""
"21144064","0","0","0","","","","","",""
"21145120","","","","1","1","1","","",""
"21145184","","","","","","","0.833984375","0.833984375","0.833984375"
"21157024","","","","","","","0.82421875","0.82421875","0.82421875"
"21158080","0","0","0","","","","","",""
"21158304","","","","1","1","1","","",""
"21169888","","","","0.998046875","0.998046875","0.998046875","","",""
"21170400","0","0","0","","","","","",""
"21171008","","","","","","","0.84375","0.84375","0.84375"
"21183648","","","","","","","0.884765625","0.884765625","0.884765625"
"21183744","0","0","0","","","","","",""
"21183840","","","","0.99609375","0.99609375","0.99609375","","",""
"21195360","","","","1","1","1","","",""
"21196352","0.01171875","0.01171875","0.01171875","","","","","",""
"21196736","","","","","","","0.908203125","0.908203125","0.908203125"
"21208800","","","","1","1","1","","",""
"21209024","","","","","","","0.900390625","0.900390625","0.900390625"
"21209216","0","0","0","","","","","",""
"21219712","0","0","0","","","","","",""
"21222144","","","","","","","0.89453125","0.89453125","0.89453125"
"21222208","","","","1","1","1","","",""
"21233248","","","","","","","0.912109375","0.912109375","0.912109375"
"21234176","","","","1","1","1","","",""
"21235072","0","0","0","","","","","",""
"21246496","","","","1","1","1","","",""
"21247680","","","","","","","0.9140625","0.9140625","0.9140625"
"21247840","0","0","0","","","","","",""
"21259360","","","","1","1","1","","",""
"21260544","","","","","","","0.916015625","0.916015625","0.916015625"
"21260768","0.005859375","0.005859375","0.005859375","","","","","",""
"21271456","0.005859375","0.005859375","0.005859375","","","","","",""
"21273024","","","","1","1","1","","",""
"21273568","","","","","","","0.923828125","0.923828125","0.923828125"
"21284352","","","","","","","0.89453125","0.89453125","0.89453125"
"21285888","","","","1","1","1","","",""
"21286176","0","0","0","","","","","",""
"21298816","","","","1","1","1","","",""
"21298848","","","","","","","0.921875","0.921875","0.921875"
"21298976","0","0","0","","","","","",""
"21310272","","","","1","1","1","","",""
"21311520","","","","","","","0.9375","0.9375","0.9375"
"21311808","0","0","0","","","","","",""
"21323232","","","","1","1","1","","",""
"21323872","","","","","","","0.931640625","0.931640625","0.931640625"
"21324416","0","0","0","","","","","",""
"21336640","","","","","","","0.931640625","0.931640625","0.931640625"
"21337504","0","0","0","1","1","1","","",""
"21349440","","","","","","","0.9140625","0.9140625","0.9140625"
"21349856","","","","0.994140625","0.994140625","0.994140625","","",""
"21350016","0","0","0","","","","","",""
"21362624","0","0","0","","","","","",""
"21362944","","","","0.994140625","0.994140625","0.994140625","","",""
"21363168","","","","","","","0.96875","0.96875","0.96875"
"21374304","0","0","0","","","","","",""
"21375264","","","","","","","0.94140625","0.94140625","0.94140625"
"21375776","","","","1","1","1","","",""
"21387424","","","","","","","0.9375","0.9375","0.9375"
"21388160","0","0","0","","","","","",""
"21388512","","","","1","1","1","","",""
"21401280","","","","","","","0.9375","0.9375","0.9375"
"21401504","0","0","0","1","1","1","","",""
"21412512","","","","1","1","1","","",""
"21413216","","","","","","","0.9375","0.9375","0.9375"
"21413344","0","0","0","","","","","",""
"21425984","0.005859375","0.005859375","0.005859375","","","","","",""
"21426720","","","","","","","0.9375","0.9375","0.9375"
"21427008","","","","1","1","1","","",""
"21437824","","","","","","","0.9375","0.9375","0.9375"
"21438464","0.01953125","0.01953125","0.01953125","","","","","",""
"21438848","","","","1","1","1","","",""
"21451168","0.01953125","0.01953125","0.01953125","","","","","",""
"21451936","","","","1","1","1","","",""
"21452672","","","","","","","0.931640625","0.931640625","0.931640625"
"21464960","0.013671875","0.013671875","0.013671875","","","","","",""
"21465280","","","","1","1","1","","",""
"21465344","","","","","","","0.92578125","0.92578125","0.92578125"
"21478144","0","0","0","","","","","",""
"21478176","","","","","","","0.8984375","0.8984375","0.8984375"
"21478240","","","","1","1","1","","",""
"21490528","","","","1","1","1","","",""
"21490848","","","","","","","0.875","0.875","0.875"
"21491104","0","0","0","","","","","",""
"21502432","","","","","","","0.875","0.875","0.875"
"21503072","0","0","0","","","","","",""
"21503328","","","","0.994140625","0.994140625","0.994140625","","",""
"21516160","","","","","","","0.87890625","0.87890625","0.87890625"
"21516256","","","","1","1","1","","",""
"21516608","0.005859375","0.005859375","0.005859375","","","","","",""
"21528608","","","","1","1","1","","",""
"21528768","0.005859375","0.005859375","0.005859375","","","","","",""
"21528832","","","","","","","0.91015625","0.91015625","0.91015625"
"21540704","","","","1","1","1","","",""
"21541472","0","0","0","","","","","",""
"21542304","","","","","","","0.84765625","0.84765625","0.84765625"
"21553824","0","0","0","","","","","",""
"21554592","","","","1","1","1","","",""
"21555136","","","","","","","0.84375","0.84375","0.84375"
"21566272","0.01171875","0.01171875","0.01171875","","","","","",""
"21567392","","","","","","","0.853515625","0.853515625","0.853515625"
"21567936","","","","0.99609375","0.99609375","0.99609375","","",""
"21579808","0","0","0","","","","","",""
"21580544","","","","0.998046875","0.998046875","0.998046875","","",""
"21580736","","","","","","","0.83984375","0.83984375","0.83984375"
"21592480","","","","1","1","1","","",""
"21592864","0","0","0","","","","","",""
"21593440","","","","","","","0.8515625","0.8515625","0.8515625"
"21606176","","","","","","","0.845703125","0.845703125","0.845703125"
"21606240","","","","1","1","1","","",""
"21606368","0","0","0","","","","","",""
"21617536","0.017578125","0.017578125","0.017578125","","","","","",""
"21618880","","","","","","","0.857421875","0.857421875","0.857421875"
"21619008","","","","1","1","1","","",""
"21630112","0.005859375","0.005859375","0.005859375","","","","","",""
"21631360","","","","","","","0.89453125","0.89453125","0.89453125"
"21631488","","","","1","1","1","","",""
"21642112","","","","1","1","1","","",""
"21643872","0.005859375","0.005859375","0.005859375","","","","","",""
"21644736","","","","","","","0.90625","0.90625","0.90625"
"21655104","","","","","","","0.89453125","0.89453125","0.89453125"
"21657312","","","","0.994140625","0.994140625","0.994140625","","",""
"21657536","0.005859375","0.005859375","0.005859375","","","","","",""
"21670048","","","","","","","0.875","0.875","0.875"
"21670176","","","","1","1","1","","",""
"21670336","0","0","0","","","","","",""
"21682112","0","0","0","","","","","",""
"21682720","","","","1","1","1","","",""
"21683040","","","","","","","0.875","0.875","0.875"
"21694912","","","","","","","0.875","0.875","0.875"
"21695360","0.005859375","0.005859375","0.005859375","","","","","",""
"21695936","","","","1","1","1","","",""
"21707648","","","","1","1","1","","",""
"21708544","0","0","0","","","","","",""
"21708704","","","","","","","0.875","0.875","0.875"
"21720928","","","","1","1","1","","",""
"21721536","0.01171875","0.01171875","0.01171875","","","","","",""
"21721568","","","","","","","0.875","0.875","0.875"
"21733472","","","","","","","0.86328125","0.86328125","0.86328125"
"21733760","","","","0.994140625","0.994140625","0.994140625","","",""
"21734080","0.005859375","0.005859375","0.005859375","","","","","",""
"21746336","","","","","","","0.849609375","0.849609375","0.849609375"
"21746816","0","0","0","","","","","",""
"21747008","","","","1","1","1","","",""
"21758240","","","","1","1","1","","",""
"21759296","0.009765625","0.009765625","0.009765625","","","","","",""
"21759680","","","","","","","0.865234375","0.865234375","0.865234375"
"21772608","","","","","","","0.8515625","0.8515625","0.8515625"
"21772672","","","","1","1","1","","",""
"21772768","0.013671875","0.013671875","0.013671875","","","","","",""
"21784576","","","","1","1","1","","",""
"21785344","0.02734375","0.02734375","0.02734375","","","","","",""
"21785568","","","","","","","0.86328125","0.86328125","0.86328125"
"21797856","","","","0.994140625","0.994140625","0.994140625","","",""
"21798272","","","","","","","0.798828125","0.798828125","0.798828125"
"21798304","0.03515625","0.03515625","0.03515625","","","","","",""
"21810304","0.013671875","0.013671875","0.013671875","","","","","",""
"21810592","","","","1","1","1","","",""
"21810848","","","","","","","0.78125","0.78125","0.78125"
"21822848","","","","","","","0.779296875","0.779296875","0.779296875"
"21823072","","","","1","1","1","","",""
"21823744","0.005859375","0.005859375","0.005859375","","","","","",""
"21835904","","","","","","","0.75390625","0.75390625","0.75390625"
"21836096","","","","1","1","1","","",""
"21836736","0","0","0","","","","","",""
"21848832","","","","0.994140625","0.994140625","0.994140625","","",""
"21849216","","","","","","","0.751953125","0.751953125","0.751953125"
"21849344","0.01171875","0.01171875","0.01171875","","","","","",""
"21861920","0.0078125","0.0078125","0.0078125","","","","","",""
"21861984","","","","1","1","1","","",""
"21862144","","","","","","","0.755859375","0.755859375","0.755859375"
"21873696","","","","","","","0.78125","0.78125","0.78125"
"21874592","","","","1","1","1","","",""
"21875168","0.00390625","0.00390625","0.00390625","","","","","",""
