"Step","MDM_Qbert_80_runseed=1 - hierarchy_use/hierarchy_selected_4","MDM_Qbert_80_runseed=1 - hierarchy_use/hierarchy_selected_4__MIN","MDM_Qbert_80_runseed=1 - hierarchy_use/hierarchy_selected_4__MAX","MDM_Qbert_80_runseed=0 - hierarchy_use/hierarchy_selected_4","MDM_Qbert_80_runseed=0 - hierarchy_use/hierarchy_selected_4__MIN","MDM_Qbert_80_runseed=0 - hierarchy_use/hierarchy_selected_4__MAX","MDM_Qbert_80 - hierarchy_use/hierarchy_selected_4","MDM_Qbert_80 - hierarchy_use/hierarchy_selected_4__MIN","MDM_Qbert_80 - hierarchy_use/hierarchy_selected_4__MAX"
"191488","","","","","","","0","0","0"
"191904","","","","0","0","0","","",""
"204384","","","","0","0","0","","",""
"204416","0.9375","0.9375","0.9375","","","","","",""
"204576","","","","","","","0","0","0"
"217184","0.875","0.875","0.875","","","","","",""
"217408","","","","","","","0","0","0"
"217440","","","","0","0","0","","",""
"230080","","","","0.1875","0.1875","0.1875","","",""
"230176","","","","","","","0.1875","0.1875","0.1875"
"230272","0.8125","0.8125","0.8125","","","","","",""
"241312","","","","","","","0.1875","0.1875","0.1875"
"242496","","","","0","0","0","","",""
"243104","1","1","1","","","","","",""
"255840","","","","0","0","0","0.1875","0.1875","0.1875"
"255968","1","1","1","","","","","",""
"268480","1","1","1","","","","","",""
"268544","","","","0.1875","0.1875","0.1875","","",""
"268640","","","","","","","0.1875","0.1875","0.1875"
"281024","1","1","1","","","","","",""
"281184","","","","0","0","0","","",""
"281408","","","","","","","0","0","0"
"293664","","","","","","","0.1875","0.1875","0.1875"
"293856","","","","0","0","0","","",""
"294080","1","1","1","","","","","",""
"306592","","","","0","0","0","","",""
"306656","1","1","1","","","","","",""
"306944","","","","","","","0.01171875","0.01171875","0.01171875"
"318560","1","1","1","","","","","",""
"319744","","","","","","","0","0","0"
"319904","","","","0","0","0","","",""
"332672","1","1","1","","","","","",""
"332704","","","","0","0","0","0","0","0"
"344832","","","","","","","0","0","0"
"344960","","","","0","0","0","","",""
"345120","1","1","1","","","","","",""
"358176","","","","0","0","0","","",""
"358208","","","","","","","0.1875","0.1875","0.1875"
"358368","1","1","1","","","","","",""
"370656","","","","0","0","0","","",""
"370752","0.8125","0.8125","0.8125","","","","","",""
"370816","","","","","","","0.005859375","0.005859375","0.005859375"
"383648","0.8125","0.8125","0.8125","0","0","0","","",""
"383808","","","","","","","0","0","0"
"396320","","","","0","0","0","0.005859375","0.005859375","0.005859375"
"396544","1","1","1","","","","","",""
"408544","1","1","1","","","","","",""
"408928","","","","","","","0","0","0"
"409440","","","","0","0","0","","",""
"421536","0.8125","0.8125","0.8125","","","","","",""
"422144","","","","0","0","0","","",""
"422336","","","","","","","0.1875","0.1875","0.1875"
"434624","","","","0","0","0","","",""
"434816","0.8125","0.8125","0.8125","","","","","",""
"435168","","","","","","","0","0","0"
"445280","","","","0.1875","0.1875","0.1875","","",""
"446656","","","","","","","0.19921875","0.19921875","0.19921875"
"447008","1","1","1","","","","","",""
"460288","","","","","","","0","0","0"
"460416","","","","0","0","0","","",""
"460736","0.8125","0.8125","0.8125","","","","","",""
"472608","1","1","1","","","","","",""
"473120","","","","","","","0","0","0"
"473472","","","","0","0","0","","",""
"485664","1","1","1","","","","","",""
"485760","","","","","","","0","0","0"
"486240","","","","0.1875","0.1875","0.1875","","",""
"498592","","","","0","0","0","","",""
"498944","1","1","1","","","","0","0","0"
"511712","","","","0","0","0","","",""
"511872","1","1","1","","","","","",""
"511904","","","","","","","0.005859375","0.005859375","0.005859375"
"524352","0.8125","0.8125","0.8125","","","","","",""
"524576","","","","0","0","0","","",""
"524736","","","","","","","0","0","0"
"537120","","","","","","","0","0","0"
"537216","","","","0","0","0","","",""
"537536","1","1","1","","","","","",""
"550304","","","","0.1875","0.1875","0.1875","0.193359375","0.193359375","0.193359375"
"550368","1","1","1","","","","","",""
"562592","1","1","1","","","","","",""
"563104","","","","","","","0","0","0"
"563168","","","","0","0","0","","",""
"575008","","","","0.1875","0.1875","0.1875","","",""
"575328","1","1","1","","","","","",""
"575808","","","","","","","0","0","0"
"588384","","","","","","","0","0","0"
"588512","1","1","1","","","","","",""
"588672","","","","0","0","0","","",""
"600672","","","","","","","0","0","0"
"601504","","","","0","0","0","","",""
"601536","1","1","1","","","","","",""
"613664","","","","","","","0","0","0"
"613920","1","1","1","","","","","",""
"614240","","","","0.193359375","0.193359375","0.193359375","","",""
"625824","","","","0","0","0","","",""
"626144","1","1","1","","","","","",""
"626624","","","","","","","0","0","0"
"639616","","","","0.005859375","0.005859375","0.005859375","","",""
"639904","1","1","1","","","","0","0","0"
"652224","","","","0.005859375","0.005859375","0.005859375","","",""
"652544","","","","","","","0","0","0"
"652640","1","1","1","","","","","",""
"664992","","","","0.005859375","0.005859375","0.005859375","","",""
"665504","1","1","1","","","","","",""
"665536","","","","","","","0","0","0"
"677600","1","1","1","","","","","",""
"677856","","","","0.1875","0.1875","0.1875","","",""
"678304","","","","","","","0","0","0"
"690720","","","","","","","0","0","0"
"691104","","","","0.005859375","0.005859375","0.005859375","","",""
"691136","1","1","1","","","","","",""
"703552","","","","","","","0","0","0"
"703680","1","1","1","","","","","",""
"703744","","","","0.013671875","0.013671875","0.013671875","","",""
"716224","","","","0.00390625","0.00390625","0.00390625","","",""
"716416","1","1","1","","","","","",""
"716736","","","","","","","0","0","0"
"728992","1","1","1","","","","","",""
"729536","","","","","","","0","0","0"
"729568","","","","0","0","0","","",""
"741024","","","","","","","0","0","0"
"742208","1","1","1","","","","","",""
"742336","","","","0.005859375","0.005859375","0.005859375","","",""
"754208","","","","0","0","0","","",""
"754752","","","","","","","0","0","0"
"755072","1","1","1","","","","","",""
"767168","","","","","","","0","0","0"
"767360","","","","0","0","0","","",""
"767584","1","1","1","","","","","",""
"780000","","","","0","0","0","","",""
"780288","","","","","","","0.1875","0.1875","0.1875"
"780576","1","1","1","","","","","",""
"793024","1","1","1","","","","","",""
"793504","","","","0","0","0","0.1875","0.1875","0.1875"
"805600","","","","0.1875","0.1875","0.1875","","",""
"805984","1","1","1","","","","","",""
"806304","","","","","","","0.1875","0.1875","0.1875"
"817824","1","1","1","","","","","",""
"818496","","","","","","","0","0","0"
"819008","","","","0.001953125","0.001953125","0.001953125","","",""
"831488","1","1","1","","","","","",""
"831744","","","","","","","0","0","0"
"831936","","","","0.00390625","0.00390625","0.00390625","","",""
"844256","","","","","","","0.0234375","0.0234375","0.0234375"
"844352","","","","0","0","0","","",""
"844576","1","1","1","","","","","",""
"856672","","","","0","0","0","","",""
"856736","","","","","","","0.048828125","0.048828125","0.048828125"
"857376","1","1","1","","","","","",""
"869056","","","","0.125","0.125","0.125","","",""
"869184","","","","","","","0.169921875","0.169921875","0.169921875"
"870080","0.8125","0.8125","0.8125","","","","","",""
"882848","","","","","","","0.138671875","0.138671875","0.138671875"
"883008","","","","0.068359375","0.068359375","0.068359375","","",""
"883040","1","1","1","","","","","",""
"894528","1","1","1","","","","","",""
"895008","","","","0.189453125","0.189453125","0.189453125","","",""
"895904","","","","","","","0.07421875","0.07421875","0.07421875"
"907712","1","1","1","","","","","",""
"908288","","","","0.00390625","0.00390625","0.00390625","","",""
"908544","","","","","","","0.083984375","0.083984375","0.083984375"
"920864","","","","0","0","0","","",""
"921056","1","1","1","","","","","",""
"921472","","","","","","","0.09375","0.09375","0.09375"
"931840","1","1","1","","","","","",""
"933728","","","","0","0","0","","",""
"933984","","","","","","","0.09375","0.09375","0.09375"
"946336","1","1","1","","","","","",""
"946688","","","","","","","0.10546875","0.10546875","0.10546875"
"946816","","","","0","0","0","","",""
"959424","","","","","","","0.111328125","0.111328125","0.111328125"
"959872","1","1","1","","","","","",""
"959904","","","","0","0","0","","",""
"972192","","","","","","","0.107421875","0.107421875","0.107421875"
"972416","1","1","1","","","","","",""
"972544","","","","0","0","0","","",""
"985312","","","","0","0","0","","",""
"985504","","","","","","","0.134765625","0.134765625","0.134765625"
"985536","1","1","1","","","","","",""
"997312","1","1","1","","","","","",""
"998240","","","","0","0","0","","",""
"998272","","","","","","","0.3203125","0.3203125","0.3203125"
"1010240","","","","","","","0.185546875","0.185546875","0.185546875"
"1010432","1","1","1","","","","","",""
"1010976","","","","0","0","0","","",""
"1023360","1","1","1","","","","","",""
"1023584","","","","","","","0.19140625","0.19140625","0.19140625"
"1023936","","","","0","0","0","","",""
"1036256","","","","","","","0.208984375","0.208984375","0.208984375"
"1036672","1","1","1","","","","","",""
"1036704","","","","0","0","0","","",""
"1048992","","","","0.1875","0.1875","0.1875","","",""
"1049280","1","1","1","","","","","",""
"1049344","","","","","","","0.171875","0.171875","0.171875"
"1061248","","","","","","","0.224609375","0.224609375","0.224609375"
"1061600","","","","0","0","0","","",""
"1062208","1","1","1","","","","","",""
"1073632","1","1","1","","","","","",""
"1075008","","","","0","0","0","0.259765625","0.259765625","0.259765625"
"1087392","1","1","1","","","","","",""
"1087776","","","","0","0","0","","",""
"1087936","","","","","","","0.2578125","0.2578125","0.2578125"
"1100192","","","","","","","0.265625","0.265625","0.265625"
"1100480","","","","0","0","0","","",""
"1100736","1","1","1","","","","","",""
"1113376","","","","0","0","0","0.291015625","0.291015625","0.291015625"
"1113568","1","1","1","","","","","",""
"1125280","1","1","1","","","","","",""
"1126112","","","","0","0","0","0.3203125","0.3203125","0.3203125"
"1137760","","","","","","","0.361328125","0.361328125","0.361328125"
"1138528","1","1","1","","","","","",""
"1139136","","","","0","0","0","","",""
"1151072","1","1","1","","","","","",""
"1151872","","","","0","0","0","","",""
"1151904","","","","","","","0.361328125","0.361328125","0.361328125"
"1163712","1","1","1","","","","","",""
"1163936","","","","0","0","0","","",""
"1164672","","","","","","","0.357421875","0.357421875","0.357421875"
"1175872","1","1","1","","","","","",""
"1177024","","","","0","0","0","","",""
"1177408","","","","","","","0.375","0.375","0.375"
"1189824","1","1","1","","","","","",""
"1190240","","","","0","0","0","","",""
"1190272","","","","","","","0.375","0.375","0.375"
"1201760","","","","","","","0.375","0.375","0.375"
"1202144","1","1","1","","","","","",""
"1202880","","","","0","0","0","","",""
"1214880","","","","0","0","0","","",""
"1215296","","","","","","","0.375","0.375","0.375"
"1215712","1","1","1","","","","","",""
"1228224","1","1","1","","","","","",""
"1228352","","","","","","","0.375","0.375","0.375"
"1228384","","","","0","0","0","","",""
"1241312","","","","","","","0.375","0.375","0.375"
"1241440","1","1","1","0","0","0","","",""
"1253440","","","","0.005859375","0.005859375","0.005859375","","",""
"1253984","","","","","","","0.375","0.375","0.375"
"1254368","1","1","1","","","","","",""
"1266016","1","1","1","","","","","",""
"1266432","","","","","","","0.380859375","0.380859375","0.380859375"
"1266656","","","","0","0","0","","",""
"1278688","1","1","1","","","","","",""
"1279392","","","","0","0","0","","",""
"1279808","","","","","","","0.400390625","0.400390625","0.400390625"
"1291840","1","1","1","","","","","",""
"1292448","","","","","","","0.40625","0.40625","0.40625"
"1292768","","","","0","0","0","","",""
"1304096","1","1","1","","","","","",""
"1304288","","","","0.005859375","0.005859375","0.005859375","","",""
"1305536","","","","","","","0.39453125","0.39453125","0.39453125"
"1317728","","","","","","","0.408203125","0.408203125","0.408203125"
"1318336","1","1","1","0","0","0","","",""
"1330688","","","","","","","0.421875","0.421875","0.421875"
"1331072","","","","0.005859375","0.005859375","0.005859375","","",""
"1331136","1","1","1","","","","","",""
"1343264","","","","","","","0.41796875","0.41796875","0.41796875"
"1343424","1","1","1","","","","","",""
"1343584","","","","0","0","0","","",""
"1355392","1","1","1","","","","","",""
"1355712","","","","","","","0.4453125","0.4453125","0.4453125"
"1356256","","","","0","0","0","","",""
"1368256","1","1","1","","","","","",""
"1369344","","","","0","0","0","","",""
"1369376","","","","","","","0.478515625","0.478515625","0.478515625"
"1381664","","","","0","0","0","","",""
"1381888","","","","","","","0.51171875","0.51171875","0.51171875"
"1382336","1","1","1","","","","","",""
"1394592","","","","0","0","0","","",""
"1394976","","","","","","","0.53125","0.53125","0.53125"
"1395104","1","1","1","","","","","",""
"1406944","","","","0","0","0","","",""
"1407392","","","","","","","0.54296875","0.54296875","0.54296875"
"1407872","1","1","1","","","","","",""
"1419616","1","1","1","","","","","",""
"1420256","","","","","","","0.578125","0.578125","0.578125"
"1420544","","","","0","0","0","","",""
"1432832","","","","","","","0.61328125","0.61328125","0.61328125"
"1433024","1","1","1","","","","","",""
"1433088","","","","0","0","0","","",""
"1445856","","","","","","","0.625","0.625","0.625"
"1446336","1","1","1","","","","","",""
"1446368","","","","0","0","0","","",""
"1458944","","","","","","","0.63671875","0.63671875","0.63671875"
"1458976","1","1","1","","","","","",""
"1459040","","","","0","0","0","","",""
"1471584","1","1","1","","","","","",""
"1471744","","","","0","0","0","","",""
"1471840","","","","","","","0.64453125","0.64453125","0.64453125"
"1483904","","","","0","0","0","","",""
"1484256","1","1","1","","","","","",""
"1484736","","","","","","","0.650390625","0.650390625","0.650390625"
"1497024","1","1","1","","","","","",""
"1497248","","","","","","","0.65625","0.65625","0.65625"
"1497312","","","","0","0","0","","",""
"1510144","","","","0.001953125","0.001953125","0.001953125","","",""
"1510240","","","","","","","0.65625","0.65625","0.65625"
"1510368","1","1","1","","","","","",""
"1522656","","","","","","","0.65625","0.65625","0.65625"
"1523104","1","1","1","","","","","",""
"1523168","","","","0.00390625","0.00390625","0.00390625","","",""
"1535872","1","1","1","0","0","0","","",""
"1535904","","","","","","","0.65625","0.65625","0.65625"
"1548000","1","1","1","","","","","",""
"1548640","","","","0","0","0","","",""
"1548672","","","","","","","0.681640625","0.681640625","0.681640625"
"1560864","","","","0.005859375","0.005859375","0.005859375","","",""
"1561472","","","","","","","0.7109375","0.7109375","0.7109375"
"1561504","1","1","1","","","","","",""
"1573632","1","1","1","","","","","",""
"1573856","","","","0.005859375","0.005859375","0.005859375","","",""
"1573984","","","","","","","0.7578125","0.7578125","0.7578125"
"1586848","","","","0","0","0","","",""
"1587040","1","1","1","","","","","",""
"1587072","","","","","","","0.76171875","0.76171875","0.76171875"
"1599488","","","","0.005859375","0.005859375","0.005859375","","",""
"1599616","1","1","1","","","","","",""
"1599744","","","","","","","0.7734375","0.7734375","0.7734375"
"1611616","","","","0","0","0","","",""
"1611776","1","1","1","","","","","",""
"1612480","","","","","","","0.802734375","0.802734375","0.802734375"
"1624416","1","1","1","","","","","",""
"1624992","","","","0","0","0","","",""
"1625216","","","","","","","0.8515625","0.8515625","0.8515625"
"1637728","","","","","","","0.88671875","0.88671875","0.88671875"
"1638016","","","","0.005859375","0.005859375","0.005859375","","",""
"1638080","1","1","1","","","","","",""
"1651136","1","1","1","","","","0.951171875","0.951171875","0.951171875"
"1651168","","","","0","0","0","","",""
"1663296","1","1","1","","","","","",""
"1663808","","","","0.01171875","0.01171875","0.01171875","","",""
"1663904","","","","","","","0.994140625","0.994140625","0.994140625"
"1676512","","","","0","0","0","","",""
"1676640","","","","","","","1","1","1"
"1676736","1","1","1","","","","","",""
"1689280","","","","","","","1","1","1"
"1689312","","","","0.005859375","0.005859375","0.005859375","","",""
"1689344","1","1","1","","","","","",""
"1702208","1","1","1","","","","","",""
"1702272","","","","0","0","0","1","1","1"
"1714208","1","1","1","","","","","",""
"1714784","","","","0","0","0","","",""
"1715008","","","","","","","1","1","1"
"1726976","","","","","","","0.982421875","0.982421875","0.982421875"
"1727776","","","","0","0","0","","",""
"1727936","1","1","1","","","","","",""
"1740576","","","","0","0","0","","",""
"1740736","1","1","1","","","","","",""
"1740768","","","","","","","0.9921875","0.9921875","0.9921875"
"1752384","","","","0","0","0","","",""
"1753408","","","","","","","0.974609375","0.974609375","0.974609375"
"1753440","1","1","1","","","","","",""
"1765120","","","","0.005859375","0.005859375","0.005859375","","",""
"1765536","1","1","1","","","","","",""
"1766304","","","","","","","0.98046875","0.98046875","0.98046875"
"1777760","","","","0","0","0","","",""
"1778272","","","","","","","0.98046875","0.98046875","0.98046875"
"1778912","1","1","1","","","","","",""
"1791136","1","1","1","","","","","",""
"1791328","","","","","","","0.970703125","0.970703125","0.970703125"
"1791360","","","","0","0","0","","",""
"1804032","","","","","","","0.978515625","0.978515625","0.978515625"
"1804544","1","1","1","","","","","",""
"1804736","","","","0","0","0","","",""
"1817376","","","","0","0","0","","",""
"1817504","","","","","","","0.96875","0.96875","0.96875"
"1817536","1","1","1","","","","","",""
"1829248","","","","0","0","0","","",""
"1829760","1","1","1","","","","","",""
"1830208","","","","","","","0.974609375","0.974609375","0.974609375"
"1842176","","","","","","","0.96875","0.96875","0.96875"
"1842816","1","1","1","","","","","",""
"1843136","","","","0.005859375","0.005859375","0.005859375","","",""
"1855808","","","","0","0","0","","",""
"1855936","","","","","","","0.98828125","0.98828125","0.98828125"
"1855968","1","1","1","","","","","",""
"1867424","1","1","1","","","","","",""
"1867648","","","","","","","0.994140625","0.994140625","0.994140625"
"1868544","","","","0.005859375","0.005859375","0.005859375","","",""
"1880608","","","","0","0","0","","",""
"1881312","1","1","1","","","","","",""
"1881504","","","","","","","1","1","1"
"1893632","","","","","","","0.986328125","0.986328125","0.986328125"
"1894080","1","1","1","","","","","",""
"1894304","","","","0","0","0","","",""
"1906688","","","","0.005859375","0.005859375","0.005859375","","",""
"1906880","","","","","","","0.96875","0.96875","0.96875"
"1906944","1","1","1","","","","","",""
"1918880","","","","0","0","0","","",""
"1919680","1","1","1","","","","","",""
"1919776","","","","","","","0.986328125","0.986328125","0.986328125"
"1931712","1","1","1","","","","","",""
"1932128","","","","","","","0.982421875","0.982421875","0.982421875"
"1932672","","","","0","0","0","","",""
"1945024","","","","0","0","0","","",""
"1945312","1","1","1","","","","","",""
"1945472","","","","","","","0.994140625","0.994140625","0.994140625"
"1958176","","","","0","0","0","0.994140625","0.994140625","0.994140625"
"1958208","1","1","1","","","","","",""
"1971104","","","","0","0","0","","",""
"1971136","1","1","1","","","","1","1","1"
"1982944","1","1","1","","","","","",""
"1983264","","","","","","","1","1","1"
"1983584","","","","0","0","0","","",""
"1995936","1","1","1","","","","","",""
"1996032","","","","","","","0.970703125","0.970703125","0.970703125"
"1996736","","","","0.005859375","0.005859375","0.005859375","","",""
"2008608","","","","","","","0.9921875","0.9921875","0.9921875"
"2009216","","","","0","0","0","","",""
"2009376","1","1","1","","","","","",""
"2021536","","","","0","0","0","","",""
"2022240","","","","","","","0.990234375","0.990234375","0.990234375"
"2022272","1","1","1","","","","","",""
"2034912","","","","","","","1","1","1"
"2034976","0.994140625","0.994140625","0.994140625","","","","","",""
"2035072","","","","0.005859375","0.005859375","0.005859375","","",""
"2045120","","","","0","0","0","","",""
"2046816","1","1","1","","","","","",""
"2047584","","","","","","","1","1","1"
"2060160","","","","","","","1","1","1"
"2060320","","","","0.005859375","0.005859375","0.005859375","","",""
"2060704","1","1","1","","","","","",""
"2072800","1","1","1","","","","","",""
"2073120","","","","0","0","0","","",""
"2073344","","","","","","","0.994140625","0.994140625","0.994140625"
"2086208","1","1","1","","","","","",""
"2086240","","","","0","0","0","","",""
"2086368","","","","","","","0.986328125","0.986328125","0.986328125"
"2098656","","","","0","0","0","","",""
"2099008","","","","","","","0.98046875","0.98046875","0.98046875"
"2099136","1","1","1","","","","","",""
"2111488","1","1","1","","","","","",""
"2111712","","","","","","","0.98046875","0.98046875","0.98046875"
"2111840","","","","0.005859375","0.005859375","0.005859375","","",""
"2124608","","","","0","0","0","","",""
"2124672","1","1","1","","","","","",""
"2124736","","","","","","","0.970703125","0.970703125","0.970703125"
"2136352","","","","0.005859375","0.005859375","0.005859375","","",""
"2137536","","","","","","","0.994140625","0.994140625","0.994140625"
"2137568","1","1","1","","","","","",""
"2150016","","","","","","","0.994140625","0.994140625","0.994140625"
"2150048","1","1","1","","","","","",""
"2150272","","","","0.01171875","0.01171875","0.01171875","","",""
"2162368","","","","","","","0.96875","0.96875","0.96875"
"2162560","","","","0","0","0","","",""
"2163104","1","1","1","","","","","",""
"2174560","","","","0.005859375","0.005859375","0.005859375","","",""
"2175424","","","","","","","0.990234375","0.990234375","0.990234375"
"2175712","1","1","1","","","","","",""
"2188448","1","1","1","","","","","",""
"2188704","","","","","","","0.96484375","0.96484375","0.96484375"
"2188736","","","","0","0","0","","",""
"2200352","1","1","1","","","","","",""
"2200448","","","","0","0","0","","",""
"2201184","","","","","","","0.98828125","0.98828125","0.98828125"
"2213984","1","1","1","","","","","",""
"2214144","","","","","","","1","1","1"
"2214336","","","","0.009765625","0.009765625","0.009765625","","",""
"2226496","1","1","1","","","","","",""
"2226848","","","","0.001953125","0.001953125","0.001953125","","",""
"2227104","","","","","","","1","1","1"
"2239616","","","","","","","1","1","1"
"2239776","1","1","1","","","","","",""
"2239872","","","","0","0","0","","",""
"2252000","1","1","1","","","","","",""
"2252256","","","","0","0","0","","",""
"2252480","","","","","","","1","1","1"
"2264256","","","","","","","0.994140625","0.994140625","0.994140625"
"2265152","1","1","1","","","","","",""
"2265184","","","","0.01171875","0.01171875","0.01171875","","",""
"2277824","1","1","1","","","","","",""
"2278336","","","","0.01171875","0.01171875","0.01171875","0.96875","0.96875","0.96875"
"2290432","","","","","","","0.986328125","0.986328125","0.986328125"
"2290560","1","1","1","","","","","",""
"2290976","","","","0","0","0","","",""
"2302784","","","","0","0","0","","",""
"2303040","1","1","1","","","","","",""
"2303680","","","","","","","0.998046875","0.998046875","0.998046875"
"2316064","","","","0","0","0","","",""
"2316096","1","1","1","","","","","",""
"2316352","","","","","","","0.974609375","0.974609375","0.974609375"
"2329344","","","","","","","0.990234375","0.990234375","0.990234375"
"2329504","1","1","1","0.00390625","0.00390625","0.00390625","","",""
"2341472","1","1","1","","","","","",""
"2341984","","","","0.001953125","0.001953125","0.001953125","","",""
"2342016","","","","","","","1","1","1"
"2354592","","","","0.005859375","0.005859375","0.005859375","","",""
"2354752","","","","","","","1","1","1"
"2354880","1","1","1","","","","","",""
"2367488","1","1","1","","","","","",""
"2367776","","","","0.005859375","0.005859375","0.005859375","","",""
"2367904","","","","","","","1","1","1"
"2380256","","","","0.01171875","0.01171875","0.01171875","","",""
"2380704","1","1","1","","","","1","1","1"
"2393120","","","","0.01171875","0.01171875","0.01171875","","",""
"2393344","1","1","1","","","","","",""
"2393376","","","","","","","0.9921875","0.9921875","0.9921875"
"2405568","","","","","","","0.98046875","0.98046875","0.98046875"
"2406240","","","","0.005859375","0.005859375","0.005859375","","",""
"2406272","1","1","1","","","","","",""
"2418752","","","","","","","0.998046875","0.998046875","0.998046875"
"2419008","1","1","1","0","0","0","","",""
"2431200","","","","","","","1","1","1"
"2431744","","","","0","0","0","","",""
"2431776","1","1","1","","","","","",""
"2444064","","","","0","0","0","","",""
"2444480","","","","","","","0.984375","0.984375","0.984375"
"2444768","1","1","1","","","","","",""
"2457152","","","","0.005859375","0.005859375","0.005859375","","",""
"2457216","1","1","1","","","","","",""
"2457472","","","","","","","0.9921875","0.9921875","0.9921875"
"2469664","","","","","","","0.978515625","0.978515625","0.978515625"
"2470144","1","1","1","","","","","",""
"2470336","","","","0","0","0","","",""
"2482016","","","","","","","0.958984375","0.958984375","0.958984375"
"2482624","1","1","1","","","","","",""
"2482912","","","","0","0","0","","",""
"2495200","","","","0","0","0","","",""
"2495520","","","","","","","0.98046875","0.98046875","0.98046875"
"2495776","1","1","1","","","","","",""
"2508352","1","1","1","","","","","",""
"2508544","","","","0","0","0","1","1","1"
"2521120","","","","0.01171875","0.01171875","0.01171875","","",""
"2521440","","","","","","","0.99609375","0.99609375","0.99609375"
"2521536","1","1","1","","","","","",""
"2533504","1","1","1","","","","","",""
"2534304","","","","0.01171875","0.01171875","0.01171875","","",""
"2534368","","","","","","","0.986328125","0.986328125","0.986328125"
"2546720","","","","0","0","0","","",""
"2546752","","","","","","","0.98828125","0.98828125","0.98828125"
"2546816","1","1","1","","","","","",""
"2559552","","","","0","0","0","","",""
"2559648","1","1","1","","","","0.98828125","0.98828125","0.98828125"
"2572352","","","","0","0","0","","",""
"2572448","1","1","1","","","","","",""
"2572480","","","","","","","1","1","1"
"2584896","","","","","","","1","1","1"
"2585408","1","1","1","0","0","0","","",""
"2597664","1","1","1","","","","","",""
"2598080","","","","0","0","0","","",""
"2598144","","","","","","","1","1","1"
"2610688","","","","","","","0.98828125","0.98828125","0.98828125"
"2610816","1","1","1","","","","","",""
"2611040","","","","0","0","0","","",""
"2622560","1","1","1","","","","","",""
"2623840","","","","","","","0.994140625","0.994140625","0.994140625"
"2623904","","","","0.025390625","0.025390625","0.025390625","","",""
"2636672","","","","","","","0.984375","0.984375","0.984375"
"2636736","1","1","1","0.021484375","0.021484375","0.021484375","","",""
"2648864","","","","0.01171875","0.01171875","0.01171875","","",""
"2649024","","","","","","","0.9921875","0.9921875","0.9921875"
"2649440","1","1","1","","","","","",""
"2661920","1","1","1","","","","","",""
"2662048","","","","0","0","0","","",""
"2662336","","","","","","","0.98828125","0.98828125","0.98828125"
"2674496","","","","0","0","0","","",""
"2674848","1","1","1","","","","","",""
"2674912","","","","","","","0.994140625","0.994140625","0.994140625"
"2687232","","","","0","0","0","","",""
"2687328","1","1","1","","","","","",""
"2687584","","","","","","","1","1","1"
"2700128","","","","0.005859375","0.005859375","0.005859375","","",""
"2700608","1","1","1","","","","","",""
"2700768","","","","","","","1","1","1"
